0,1,2,3
"127.1681918,36.8261848","128.822896,35.9129542","126.7320166,37.4211058","128.5373468,35.8503029"
"127.168944,36.8259696","128.8237741,35.9134412","126.7322089,37.4210926","128.5373301,35.8502958"
"127.1692168,36.8259046","128.8244029,35.9137985","126.7339617,37.4209841","128.5373057,35.850287"
"127.1696062,36.825847","128.8246009,35.9139099","126.7343914,37.420958","128.5372356,35.8502605"
"127.169901,36.8258641","128.8253302,35.9143148","126.7350631,37.4209182","128.5368055,35.850147"
"127.1701329,36.8259053","128.8255763,35.9144482","126.7356093,37.4208857","128.5367234,35.8501369"
"127.170368,36.8259925","128.8256154,35.9144703","126.7362233,37.4208482","128.5367035,35.8501344"
"127.1705604,36.8261075","128.8256859,35.9145083","126.7364122,37.4208368","128.5364506,35.8501059"
"127.1707806,36.8262875","128.8259244,35.914658","126.7384771,37.4207131","128.5359827,35.8500631"
"127.1708639,36.8264518","128.8264495,35.914975","126.7414326,37.4205789","128.5350991,35.8499833"
"127.1709304,36.8266341","128.827526,35.9155923","126.7420137,37.420552","128.5346002,35.8499416"
"127.1709448,36.8269514","128.8275908,35.9156286","126.7423371,37.4205369","128.5343996,35.8499244"
"127.1709342,36.8270659","128.8294801,35.9166661","126.7432417,37.4204895","128.5334118,35.8498409"
"127.1707927,36.8278985","128.8299725,35.9169527","126.7436081,37.4204603","128.5324977,35.849718"
"127.1707884,36.8281184","128.8306362,35.9173393","126.7439826,37.420423","128.5322249,35.8496816"
"127.1708031,36.8283447","128.8308802,35.9174818","126.7443118,37.4203864","128.5321117,35.8496664"
"127.1708727,36.8285928","128.8333854,35.9188937","126.7446763,37.4203301","128.5310708,35.8495004"
"127.1710703,36.8290774","128.8336707,35.9190546","126.7452991,37.4202043","128.5309421,35.8494808"
"127.1713177,36.8294243","128.8338205,35.9191323","126.7456174,37.4201315","128.5307291,35.8494501"
"127.1715451,36.8297368","128.8338619,35.919158","126.7458836,37.4200674","128.5307136,35.8494476"
"127.1723467,36.8308379","128.8339246,35.9191924","126.7463631,37.4199209","128.530677,35.8494425"
"127.1728318,36.8314802","128.8341393,35.9193091","126.7468485,37.41975","128.5306115,35.8494331"
"127.1731998,36.8319671","128.8350241,35.9197915","126.7473295,37.4195665","128.5303319,35.8493895"
"127.1734596,36.8323113","128.8351114,35.919841","126.7482511,37.419173","128.5302808,35.8493818"
"127.1735437,36.8325928","128.8354999,35.9200747","126.7492422,37.4187178","128.5300978,35.8493537"
"127.173683,36.832796","128.835585,35.9201242","126.7495295,37.4185827","128.5294742,35.8492589"
"127.1740351,36.8333333","128.8356331,35.9201498","126.7499996,37.4183639","128.52853,35.8491165"
"127.1742602,36.8336747","128.8359621,35.9203409","126.7522018,37.4173674","128.527922,35.8490279"
"127.17438,36.8339743","128.8360148,35.9203727","126.7530033,37.4170048","128.5271453,35.848911"
"127.1743889,36.8339969","128.8360271,35.9203798","126.7537197,37.4166659","128.5262944,35.8487867"
"127.1744666,36.8341936","128.8360573,35.9203984","126.7557843,37.4157568","128.525914,35.8487484"
"127.1746555,36.8348711","128.8361211,35.9204365","126.7568265,37.4152667","128.525717,35.8487537"
"127.1749022,36.8362032","128.8363406,35.9205675","126.7568402,37.4152605","128.5256407,35.8487607"
"127.1749929,36.8367471","128.8365331,35.9206816","126.7572159,37.4150862","128.5254593,35.8487776"
"127.1751833,36.8378852","128.8371332,35.92104","126.7574414,37.4149163","128.5252962,35.8488421"
"127.1752293,36.838136","128.8393025,35.9222383","126.7581225,37.4146051","128.5251902,35.8488673"
"127.1753115,36.8385878","128.8393998,35.9222913","126.7585155,37.4143931","128.5249617,35.8489216"
"127.1755231,36.8397486","128.8399491,35.9225908","126.7588567,37.4141789","128.5247454,35.8489793"
"127.1756612,36.8405062","128.8405617,35.9228995","126.7593696,37.4138486","128.5246627,35.8490071"
"127.1758804,36.8417093","128.8410242,35.9231161","126.7597321,37.413639","128.5244215,35.8491119"
"127.1759562,36.8420954","128.8410432,35.9231249","126.7599329,37.4135556","128.5243194,35.8491732"
"127.1760352,36.8424976","128.841999,35.9235416","126.7600031,37.4135434","128.5242515,35.8492359"
"127.1760649,36.8426501","128.8432117,35.9240743","126.7600743,37.413542","128.52422,35.8492849"
"127.1761055,36.8428557","128.8441965,35.9245015","126.7601737,37.4135508","128.5242113,35.8492985"
"127.1761835,36.8432508","128.8445873,35.9246702","126.7604219,37.4135848","128.5241638,35.8493936"
"127.176265,36.8436017","128.8472606,35.9257103","126.7605562,37.4137199","128.5241592,35.8494666"
"127.1763268,36.8438281","128.8473187,35.9257331","126.7607163,37.4138723","128.5241688,35.8495252"
"127.1763931,36.844069","128.8473789,35.9257577","126.7607958,37.4139495","128.5241998,35.8496087"
"127.1765807,36.844531","128.8483998,35.9261492","126.7610421,37.4141817","128.524237,35.8496598"
"127.1769086,36.8452468","128.8492155,35.9264736","126.7620344,37.4150866","128.5242941,35.8497062"
"127.1779307,36.8470462","128.8500244,35.9267827","126.7623837,37.4154214","128.5243788,35.8497452"
"127.1788271,36.8486009","128.8504094,35.9269344","126.7636801,37.4166661","128.524462,35.8497589"
"127.1795321,36.8498","128.8510041,35.9271684","126.7667924,37.4197961","128.5245418,35.8497672"
"127.1797114,36.8501087","128.8520114,35.9276078","126.7670183,37.4200309","128.5246392,35.8497637"
"127.1801622,36.8509501","128.8526239,35.9279083","126.7681028,37.4211229","128.524732,35.8497476"
"127.1817066,36.8536965","128.854174,35.9287166","126.7685393,37.4215564","128.5248234,35.8497071"
"127.1830075,36.8559491","128.8547121,35.9290081","126.7688069,37.4218222","128.5249158,35.8496558"
"127.183364,36.8565676","128.8549993,35.929141","126.7698974,37.4228799","128.5250583,35.8495428"
"127.1847939,36.8591099","128.8555369,35.9293999","126.7705811,37.4235764","128.5250814,35.8494471"
"127.1848329,36.8591785","128.8556754,35.9294606","126.7709089,37.4239245","128.5250909,35.8493235"
"127.1852158,36.8599115","128.8557993,35.929516","126.77125,37.4242944","128.5250548,35.8491858"
"127.1854602,36.8605008","128.8563342,35.9297434","126.7713975,37.4244665","128.5249959,35.8490799"
"127.1857571,36.8614157","128.8563867,35.9297663","126.7714411,37.4245209","128.52497,35.8490477"
"127.1860002,36.8626026","128.857012,35.9300333","126.7715047,37.4246006","128.524428,35.8484915"
"127.1862192,36.8639193","128.8575996,35.9302998","126.771633,37.4247781","128.5243584,35.8484245"
"127.1865571,36.8660495","128.8586146,35.9307364","126.7716653,37.4248296","128.523895,35.848121"
"127.1869383,36.868315","128.8597123,35.9312081","126.7723018,37.4258566","128.5236154,35.8479936"
"127.1870718,36.8691347","128.8603489,35.931483","126.7723563,37.4259507","128.5234421,35.8479527"
"127.1872284,36.8700907","128.8606748,35.9316164","126.7724291,37.4260124","128.5232827,35.8479523"
"127.1872667,36.870327","128.8608367,35.931683","126.7726155,37.4262533","128.5231213,35.8479789"
"127.1872842,36.8704316","128.8608546,35.9316901","126.7727762,37.4264715","128.5230111,35.8480168"
"127.1873575,36.8708987","128.8612708,35.9318521","126.7733838,37.427565","128.5229055,35.8480772"
"127.1874538,36.8715057","128.861912,35.9320747","126.7734127,37.4276202","128.5227678,35.8482136"
"127.1875128,36.8718736","128.8623491,35.9322248","126.7734238,37.427641","128.5227214,35.8483113"
"127.1876901,36.8729919","128.8633242,35.9325248","126.7736468,37.4280687","128.5225672,35.8486336"
"127.1879696,36.8746026","128.8633576,35.9325352","126.7737312,37.4282296","128.5224987,35.8488199"
"127.1882814,36.8765831","128.8639617,35.9327249","126.7737589,37.4282848","128.5222758,35.849223"
"127.1886462,36.8787493","128.8655719,35.933215","126.7738525,37.4284233","128.5222652,35.8492619"
"127.1887053,36.8791155","128.8666248,35.9335249","126.7739365,37.4285004","128.5221628,35.8496531"
"127.188876,36.880185","128.8677625,35.9338662","126.7740128,37.4285586","128.5221072,35.8499836"
"127.1888837,36.8802355","128.8685746,35.9340995","126.7741556,37.4286388","128.5220959,35.8500495"
"127.189177,36.882069","128.8697737,35.934469","126.7742919,37.4286838","128.5220679,35.8502832"
"127.1893575,36.884049","128.8698729,35.9344994","126.77454,37.4287412","128.5220483,35.85091"
"127.1893872,36.8855807","128.87001,35.934542","126.7763729,37.428784","128.5220645,35.8512281"
"127.1893862,36.8863929","128.8700523,35.934555","126.7785499,37.4288829","128.5221243,35.8518326"
"127.1893486,36.8890124","128.8701281,35.9345794","126.7789994,37.4289163","128.5221545,35.8520243"
"127.189298,36.8953973","128.870146,35.9345855","126.7792115,37.4289581","128.5223157,35.8525946"
"127.1892978,36.8954667","128.8702051,35.9346056","126.7794965,37.4290572","128.5229094,35.8542367"
"127.1892888,36.8965638","128.8704413,35.9346786","126.7797125,37.4291658","128.5231872,35.8549997"
"127.1892886,36.8966278","128.8706052,35.9347308","126.7798745,37.4292488","128.5243656,35.8581957"
"127.1892879,36.8968027","128.8712116,35.9349249","126.7800284,37.4293471","128.5250324,35.8600085"
"127.1892834,36.8973435","128.8717288,35.9350885","126.780411,37.4295189","128.525223,35.8605279"
"127.1892264,36.9028251","128.8720163,35.9351763","126.7807998,37.4297583","128.5254248,35.8610663"
"127.1891394,36.9112733","128.8727496,35.9353996","126.7812489,37.4299494","128.525932,35.8625225"
"127.189137,36.9115771","128.8729067,35.9354456","126.7816997,37.430091","128.5262149,35.8631539"
"127.1891357,36.9116249","128.8735117,35.9356244","126.7822618,37.4301746","128.5264592,35.863553"
"127.1891317,36.9120467","128.8736621,35.9356695","126.7827237,37.4302108","128.5268388,35.864042"
"127.1891218,36.913105","128.8736833,35.9356756","126.783167,37.4301882","128.527317,35.8645338"
"127.1890894,36.9166666","128.8749994,35.9360743","126.7846873,37.4299378","128.5273529,35.8645713"
"127.1890872,36.9172074","128.8750986,35.9361047","126.7849692,37.4298909","128.5285738,35.8657104"
"127.1890783,36.9177519","128.8759848,35.9363876","126.7859484,37.42973","128.5295996,35.866669"
"127.1890433,36.9197224","128.8767439,35.9366304","126.7865375,37.4297047","128.5298626,35.8669579"
"127.1890431,36.9197747","128.8770489,35.9366413","126.7887372,37.4293331","128.5301916,35.867387"
"127.1890421,36.9200307","128.8773372,35.9367074","126.7908122,37.4289832","128.5306534,35.8681529"
"127.1890397,36.9214414","128.8777995,35.9367743","126.791695,37.428856","128.530984,35.8689615"
"127.189082,36.9237502","128.8780373,35.9368076","126.7920289,37.4288076","128.5311107,35.8695068"
"127.1890866,36.9239999","128.8784623,35.9368325","126.7924624,37.4287417","128.5311447,35.8696525"
"127.1891496,36.9264583","128.8785922,35.9368436","126.7931743,37.4286414","128.531613,35.8729672"
"127.1891588,36.926681","128.8787499,35.936858","126.79368,37.428593","128.5317311,35.8738731"
"127.1892374,36.9286247","128.8789123,35.9368913","126.7938542,37.4285742","128.5318177,35.8744909"
"127.1892367,36.9298912","128.8793494,35.9369746","126.794362,37.4285412","128.5318899,35.8751033"
"127.1892848,36.9313193","128.8795869,35.9370494","126.7950992,37.4285158","128.5319033,35.8754503"
"127.1893182,36.9327779","128.8798415,35.9371601","126.795662,37.4285165","128.5318797,35.8758553"
"127.1893569,36.9340211","128.8802622,35.9373833","126.7965491,37.4285326","128.5317507,35.876501"
"127.1894154,36.9359296","128.8807124,35.9377081","126.7980148,37.4286774","128.5315566,35.8772483"
"127.1894729,36.9378156","128.8807992,35.937791","126.7982068,37.4286984","128.5314393,35.8775982"
"127.189495,36.9381744","128.8811463,35.93818","126.798699,37.4287581","128.5312891,35.8778934"
"127.1895348,36.9397331","128.8818746,35.9391327","126.7995996,37.4289076","128.5311474,35.8781525"
"127.1895444,36.940128","128.8819747,35.9393452","126.7998861,37.4289661","128.5311343,35.8781724"
"127.1895614,36.9406428","128.8820902,35.9394818","126.8005867,37.4291082","128.5310454,35.8783156"
"127.189581,36.9419012","128.882383,35.9397462","126.8013498,37.4293245","128.5308989,35.8785522"
"127.1895989,36.942462","128.883174,35.9407332","126.8017409,37.4294458","128.530625,35.8789639"
"127.1896268,36.9433455","128.8834998,35.9410414","126.8020476,37.4295314","128.5304583,35.8792646"
"127.1896273,36.9435023","128.8839745,35.9414326","126.8023416,37.4296287","128.5303625,35.8794746"
"127.1896314,36.9441505","128.884187,35.9416077","126.8027923,37.4297873","128.5300425,35.8800895"
"127.1895485,36.9449264","128.8844202,35.9417547","126.8033733,37.4300287","128.5297951,35.8804892"
"127.1894427,36.9455346","128.8846623,35.9419079","126.8040419,37.430331","128.5297222,35.8805935"
"127.1892199,36.9461939","128.8851121,35.9421416","126.8043705,37.4304853","128.5288227,35.8817084"
"127.1889175,36.9468088","128.885575,35.9423661","126.8046259,37.4306048","128.5282562,35.882191"
"127.188497,36.9474838","128.8877118,35.9434079","126.8048229,37.430697","128.5277981,35.8828342"
"127.1881063,36.9480092","128.8888242,35.9439414","126.8053391,37.4309714","128.527562,35.8831662"
"127.1880803,36.9480443","128.8893244,35.9442079","126.8064524,37.4315899","128.5271747,35.8837158"
"127.1873973,36.9488998","128.8900634,35.9446221","126.8077052,37.4322832","128.5268369,35.8842389"
"127.1865643,36.949909","128.8904658,35.9448726","126.8079166,37.4324007","128.5265845,35.8846783"
"127.185179,36.9516415","128.8905992,35.9449576","126.8084103,37.4326749","128.5263023,35.8853073"
"127.1841585,36.9528873","128.8908967,35.9451651","126.8087544,37.4328671","128.526114,35.8858255"
"127.1833739,36.9538633","128.8914242,35.9455331","126.8091501,37.4330984","128.5260181,35.8862032"
"127.1819277,36.9556163","128.8918825,35.9458713","126.8096235,37.433368","128.5259017,35.8868903"
"127.1810618,36.956666","128.8923497,35.9462165","126.8104612,37.4338479","128.5256777,35.8885042"
"127.1800491,36.9579163","128.8931315,35.9467303","126.8129321,37.4352143","128.5254346,35.8902698"
"127.1782153,36.9601965","128.8932998,35.9468411","126.8134866,37.4355159","128.5252339,35.8917239"
"127.1775366,36.9610411","128.8942494,35.9473827","126.8144615,37.436075","128.5251809,35.8920796"
"127.1746739,36.9645832","128.8949742,35.9477412","126.8148123,37.4362744","128.5251303,35.8924478"
"127.1740607,36.9653333","128.8956555,35.948029","126.8151374,37.4364574","128.525024,35.8932304"
"127.1716395,36.968296","128.8972115,35.9486825","126.8162497,37.4370741","128.5249471,35.8937936"
"127.1708115,36.9693412","128.8997678,35.9497309","126.8163374,37.4371242","128.5249319,35.8939047"
"127.1682375,36.9724999","128.9001989,35.949908","126.8168874,37.4374248","128.5248336,35.8946213"
"127.1671282,36.9738679","128.9006621,35.9501415","126.8174757,37.4377401","128.5248053,35.8948298"
"127.1663929,36.9747736","128.9011115,35.9504166","126.8182375,37.438123","128.5246977,35.8962796"
"127.1659117,36.9753663","128.9014867,35.9506908","126.81885,37.4383997","128.5246418,35.896848"
"127.1636998,36.9780914","128.9018248,35.9509997","126.8192745,37.4385833","128.5244797,35.8982856"
"127.1621497,36.9800341","128.9021748,35.951358","126.8196992,37.4387408","128.5244451,35.8991189"
"127.1619124,36.9803327","128.9024661,35.951781","126.820275,37.4389496","128.5244519,35.8993957"
"127.1614515,36.9808957","128.9026849,35.952176","126.8206548,37.4390699","128.524446,35.8996211"
"127.161021,36.9814209","128.9027495,35.9523159","126.8211993,37.4392416","128.5244741,35.9003412"
"127.1601014,36.982546","128.9028569,35.9525608","126.8218206,37.4394101","128.5247117,35.9018349"
"127.1591239,36.9837845","128.9030236,35.9530835","126.8228832,37.4396568","128.5249033,35.9029449"
"127.1591115,36.9837998","128.9030776,35.9533786","126.8235108,37.4397641","128.5249363,35.9031853"
"127.1585497,36.9845409","128.9030886,35.9534361","126.8244884,37.4399058","128.5249717,35.9033536"
"127.1582205,36.9850466","128.9031739,35.9539328","126.8255425,37.4399776","128.5250154,35.9035615"
"127.1577091,36.985833","128.9032192,35.954301","126.8260057,37.4400091","128.5255029,35.9058789"
"127.157427,36.9863415","128.9032867,35.9548582","126.8261797,37.4400146","128.5258978,35.9077958"
"127.1569675,36.9873335","128.903521,35.956507","126.8270622,37.4400494","128.5260184,35.9083772"
"127.1564765,36.9885563","128.9035246,35.9565827","126.8309604,37.440131","128.5260633,35.908595"
"127.1555341,36.990964","128.9038372,35.9588996","126.8333542,37.4401787","128.5260798,35.9086742"
"127.155475,36.9911144","128.903924,35.959416","126.833925,37.4401829","128.5262276,35.9093924"
"127.1545855,36.9934817","128.9040749,35.9601075","126.8346993,37.4401899","128.5263618,35.9099998"
"127.1530771,36.9974959","128.9043118,35.9608999","126.8374923,37.4402155","128.5265317,35.9107124"
"127.1526745,36.9985332","128.9044998,35.9614332","126.8381412,37.4402174","128.5268115,35.9117828"
"127.1523922,36.9993202","128.9069367,35.9672248","126.8398739,37.4402415","128.5269457,35.9123073"
"127.152316,36.9995327","128.9073615,35.9683494","126.8427606,37.4402954","128.5270497,35.9127166"
"127.1521486,36.9999992","128.9076874,35.9694076","126.8435112,37.4402942","128.527249,35.9138166"
"127.1521361,37.0000307","128.9078043,35.9699913","126.8454121,37.4402245","128.5273493,35.9145496"
"127.1521166,37.0001154","128.9079746,35.9708412","126.8459053,37.440184","128.5273989,35.9152993"
"127.152055,37.0003297","128.9079785,35.9708745","126.8464652,37.4401429","128.5274886,35.9166662"
"127.1515772,37.0015786","128.9079887,35.9709475","126.8468793,37.4401055","128.5275637,35.9175022"
"127.1510176,37.0030436","128.9080373,35.9713075","126.8484091,37.439931","128.5276468,35.917927"
"127.1507867,37.003646","128.9081656,35.9727899","126.8495591,37.4397544","128.5276492,35.9179414"
"127.149827,37.006297","128.908655,35.9783627","126.8498614,37.4396992","128.5278368,35.9187332"
"127.1495248,37.0070064","128.9087088,35.978765","126.8502282,37.4396409","128.5281495,35.9195996"
