0,1,2
"127.1649788,36.8321696","128.5907622,35.8854145","126.7340656,37.4360762"
"127.1645324,36.8319312","128.5908249,35.8856249","126.7339017,37.4360769"
"127.1638399,36.8315705","128.5908712,35.8857651","126.7335196,37.4360771"
"127.1636742,36.8314871","128.5912211,35.8868068","126.7327295,37.4360774"
"127.1634068,36.8313466","128.5912315,35.8868383","126.7324209,37.4360772"
"127.1632166,36.8312478","128.5912547,35.8869084","126.7323339,37.4360766"
"127.1632515,36.8312173","128.5912812,35.8869857","126.73217,37.4360729"
"127.163605,36.8309064","128.5914314,35.8874351","126.732172,37.4359909"
"127.1636906,36.83083","128.5915023,35.8876761","126.732174,37.4357917"
"127.1639867,36.8305685","128.5915558,35.8878622","126.7321795,37.4357016"
"127.1646835,36.8299521","128.5915927,35.8880458","126.7321872,37.4348327"
"127.1650269,36.8296474","128.5915869,35.888191","126.7321914,37.4335384"
"127.1650708,36.8296088","128.5915335,35.8884124","126.7321922,37.4333482"
"127.1651225,36.8295711","128.5914312,35.8886297","126.7321958,37.4332175"
"127.1653623,36.8293581","128.5913329,35.8888163","126.7322039,37.4329787"
"127.1654129,36.8293177","128.591266,35.8889449","126.7322061,37.4328778"
"127.1660961,36.8287409","128.591157,35.8891533","126.7322064,37.4328409"
"127.1661929,36.8286546","128.591063,35.8893335","126.7322147,37.4326976"
"127.1662965,36.828562","128.5907867,35.8898626","126.7322184,37.4325579"
"127.166346,36.8285198","128.590737,35.8899577","126.7322358,37.4322885"
"127.1663812,36.8284252","128.5906754,35.8900736","126.7322359,37.4322831"
"127.1663892,36.8283946","128.5904407,35.8904869","126.7322383,37.4322723"
"127.1663849,36.8283459","128.5903618,35.8906327","126.7322599,37.4321472"
"127.166366,36.8282999","128.5902625,35.8908212","126.7323098,37.4320141"
"127.1663437,36.828271","128.5900536,35.8912666","126.7324261,37.4316958"
"127.1663136,36.8282439","128.5900288,35.8913173","126.7324652,37.4316329"
"127.1662129,36.8281778","128.5898445,35.8916914","126.7326813,37.4312819"
"127.1659104,36.8281192","128.5898114,35.8917827","126.7327617,37.431158"
"127.1657234,36.8280682","128.5897943,35.8918316","126.7328981,37.4309696"
"127.1655465,36.8280001","128.5899869,35.891892","126.7332248,37.4305166"
"127.1653015,36.8278759","128.5904364,35.8920331","126.7335413,37.4300733"
"127.1652545,36.8278442","128.5909138,35.8921856","126.7335998,37.4299908"
"127.1650801,36.8277293","128.5912366,35.8922918","126.7336767,37.4298777"
"127.1649192,36.8275936","128.5912455,35.8922953","126.7337352,37.4297907"
"127.1648076,36.8274635","128.5913624,35.892333","126.7338373,37.4296408"
"127.1646517,36.827225","128.5914058,35.8923488","126.7339448,37.4294089"
"127.1645739,36.8270589","128.5915583,35.8924034","126.7340487,37.4290851"
"127.1645351,36.8269534","128.591899,35.8925247","126.7341422,37.4286756"
"127.1644359,36.826817","128.5921441,35.8926225","126.7342327,37.4282156"
"127.1644125,36.8267926","128.5923435,35.8926973","126.7344127,37.4273046"
"127.1643243,36.826685","128.5923613,35.8927044","126.7344363,37.427202"
"127.1642808,36.8266507","128.5922741,35.8928125","126.7344562,37.4271426"
"127.1641756,36.8265837","128.5922372,35.8928669","126.7344496,37.4268938"
"127.1640816,36.8265554","128.5921732,35.892963","126.7344472,37.4268028"
"127.1639728,36.8265461","128.5920845,35.8931243","126.7344507,37.4266802"
"127.1638202,36.8265709","128.5920715,35.8931452","126.734457,37.4265"
"127.1637034,36.8266292","128.5920293,35.8932141","126.7344336,37.4262466"
"127.1636379,36.8267219","128.5918287,35.8935387","126.7343992,37.4261859"
"127.1636005,36.8268056","128.5915681,35.8940838","126.7340652,37.4255781"
"127.1636047,36.8268813","128.5914869,35.8943018","126.7336973,37.4248618"
"127.1636167,36.8269643","128.5914022,35.8945892","126.7335278,37.4245281"
"127.1636601,36.8270329","128.5912645,35.8951314","126.7334602,37.4243934"
"127.1637394,36.8271035","128.5911628,35.8953082","126.7333893,37.4242568"
"127.1638278,36.8271425","128.5911247,35.8956836","126.7330449,37.4235605"
"127.16396,36.8271708","128.591119,35.8965635","126.7327921,37.4230776"
"127.1640654,36.8271711","128.591144,35.8969275","126.7327467,37.4229907"
"127.1642953,36.8271645","128.5911866,35.8972075","126.7326912,37.4228876"
"127.1644862,36.8271092","128.5913381,35.8979085","126.7323337,37.422148"
"127.1646826,36.8270746","128.5914369,35.8982457","126.7321562,37.4218296"
"127.1649956,36.8270457","128.5916825,35.8990233","126.7320818,37.4216957"
"127.1651797,36.8270021","128.5917554,35.8993345","126.7320041,37.4215573"
"127.1656814,36.8268809","128.5917972,35.8995487","126.7318906,37.4213844"
"127.1659913,36.8268042","128.5918162,35.8997262","126.7318561,37.421331"
"127.1661372,36.8267677","128.5918279,35.8999325","126.7318025,37.4212729"
"127.1666996,36.8266241","128.5918278,35.9000885","126.7316796,37.4211279"
"127.1678763,36.826274","128.5917945,35.9004873","126.7319454,37.4211107"
"127.1681918,36.8261848","128.5917659,35.9006624","126.7320166,37.4211058"
"127.168944,36.8259696","128.591742,35.9007772","126.7322089,37.4210926"
"127.1692168,36.8259046","128.5916804,35.9009743","126.7339617,37.4209841"
"127.1696062,36.825847","128.5916194,35.9011272","126.7343914,37.420958"
"127.169901,36.8258641","128.5914715,35.9014152","126.7350631,37.4209182"
"127.1701329,36.8259053","128.5912895,35.9017189","126.7356093,37.4208857"
"127.170368,36.8259925","128.5911906,35.9018613","126.7362233,37.4208482"
"127.1705604,36.8261075","128.5909333,35.9021675","126.7364122,37.4208368"
"127.1707806,36.8262875","128.5906479,35.902446","126.7384771,37.4207131"
"127.1708639,36.8264518","128.590387,35.9026476","126.7414326,37.4205789"
"127.1709304,36.8266341","128.5901741,35.9028028","126.7420137,37.420552"
"127.1709448,36.8269514","128.5899016,35.9029702","126.7423371,37.4205369"
"127.1709342,36.8270659","128.5896574,35.9031023","126.7432417,37.4204895"
"127.1707927,36.8278985","128.5894912,35.9031831","126.7436081,37.4204603"
"127.1707884,36.8281184","128.5892366,35.9032837","126.7439826,37.420423"
"127.1708031,36.8283447","128.5889156,35.9033921","126.7443118,37.4203864"
"127.1708727,36.8285928","128.5887135,35.9034426","126.7446763,37.4203301"
"127.1710703,36.8290774","128.5884572,35.9034999","126.7452991,37.4202043"
"127.1713177,36.8294243","128.588255,35.9035387","126.7456174,37.4201315"
"127.1715451,36.8297368","128.5880349,35.9035696","126.7458836,37.4200674"
"127.1723467,36.8308379","128.5877703,35.90359","126.7463631,37.4199209"
"127.1728318,36.8314802","128.5874679,35.9036","126.7468485,37.41975"
"127.1731998,36.8319671","128.5870647,35.9036099","126.7473295,37.4195665"
"127.1734596,36.8323113","128.5867214,35.9037041","126.7482511,37.419173"
"127.1735437,36.8325928","128.5864147,35.9037249","126.7492422,37.4187178"
"127.173683,36.832796","128.5862288,35.9037437","126.7495295,37.4185827"
"127.1740351,36.8333333","128.5859229,35.9038195","126.7499996,37.4183639"
"127.1742602,36.8336747","128.5857211,35.9038898","126.7522018,37.4173674"
"127.17438,36.8339743","128.5854986,35.9039919","126.7530033,37.4170048"
"127.1743889,36.8339969","128.5852997,35.9041163","126.7537197,37.4166659"
"127.1744666,36.8341936","128.5850993,35.9042912","126.7557843,37.4157568"
"127.1746555,36.8348711","128.5849574,35.9044494","126.7568265,37.4152667"
"127.1749022,36.8362032","128.5848368,35.9046245","126.7568402,37.4152605"
"127.1749929,36.8367471","128.5847419,35.9048147","126.7572159,37.4150862"
"127.1751833,36.8378852","128.5846824,35.9050036","126.7574414,37.4149163"
"127.1752293,36.838136","128.5846567,35.9051463","126.7581225,37.4146051"
"127.1753115,36.8385878","128.5846592,35.9053302","126.7585155,37.4143931"
"127.1755231,36.8397486","128.5846942,35.9055381","126.7588567,37.4141789"
"127.1756612,36.8405062","128.5847747,35.9059161","126.7593696,37.4138486"
"127.1758804,36.8417093","128.5848369,35.9060913","126.7597321,37.413639"
"127.1759562,36.8420954","128.5863117,35.9106994","126.7599329,37.4135556"
"127.1760352,36.8424976","128.5863614,35.9108495","126.7600031,37.4135434"
"127.1760649,36.8426501","128.5865489,35.9111083","126.7600743,37.413542"
"127.1761055,36.8428557","128.5868621,35.9114832","126.7601737,37.4135508"
"127.1761835,36.8432508","128.5870122,35.9116","126.7604219,37.4135848"
"127.176265,36.8436017","128.5871871,35.911666","126.7605562,37.4137199"
"127.1763268,36.8438281","128.5874118,35.9117244","126.7607163,37.4138723"
"127.1763931,36.844069","128.5876239,35.9117576","126.7607958,37.4139495"
"127.1765807,36.844531","128.5877993,35.9117822","126.7610421,37.4141817"
"127.1769086,36.8452468","128.5880529,35.911843","126.7620344,37.4150866"
"127.1779307,36.8470462","128.5881999,35.9118994","126.7623837,37.4154214"
"127.1788271,36.8486009","128.588312,35.9119912","126.7636801,37.4166661"
"127.1795321,36.8498","128.5884123,35.9121165","126.7667924,37.4197961"
"127.1797114,36.8501087","128.5884369,35.9122083","126.7670183,37.4200309"
"127.1801622,36.8509501","128.5884497,35.9123326","126.7681028,37.4211229"
"127.1817066,36.8536965","128.5884124,35.9124411","126.7685393,37.4215564"
"127.1830075,36.8559491","128.5883489,35.9125832","126.7688069,37.4218222"
"127.183364,36.8565676","128.5882375,35.9126996","126.7698974,37.4228799"
"127.1847939,36.8591099","128.5880744,35.9128498","126.7705811,37.4235764"
"127.1848329,36.8591785","128.5880315,35.9128764","126.7709089,37.4239245"
"127.1852158,36.8599115","128.5878744,35.9129743","126.77125,37.4242944"
"127.1854602,36.8605008","128.5876574,35.9130691","126.7713975,37.4244665"
"127.1857571,36.8614157","128.5874743,35.913133","126.7714411,37.4245209"
"127.1860002,36.8626026","128.5872366,35.9131748","126.7715047,37.4246006"
"127.1862192,36.8639193","128.5869743,35.9131997","126.771633,37.4247781"
"127.1865571,36.8660495","128.5866749,35.9131916","126.7716653,37.4248296"
"127.1869383,36.868315","128.586424,35.9131578","126.7723018,37.4258566"
"127.1870718,36.8691347","128.5861366,35.9130495","126.7723563,37.4259507"
"127.1872284,36.8700907","128.5853739,35.9126327","126.7724291,37.4260124"
"127.1872667,36.870327","128.5849523,35.9123507","126.7726155,37.4262533"
"127.1872842,36.8704316","128.5838226,35.9116703","126.7727762,37.4264715"
"127.1873575,36.8708987","128.5837644,35.9116348","126.7733838,37.427565"
"127.1874538,36.8715057","128.5837443,35.9116241","126.7734127,37.4276202"
"127.1875128,36.8718736","128.5837075,35.9116073","126.7734238,37.427641"
"127.1876901,36.8729919","128.5822472,35.9109002","126.7736468,37.4280687"
"127.1879696,36.8746026","128.5820606,35.9107891","126.7737312,37.4282296"
"127.1882814,36.8765831","128.5815124,35.9105714","126.7737589,37.4282848"
"127.1886462,36.8787493","128.5812708,35.910405","126.7738525,37.4284233"
"127.1887053,36.8791155","128.580985,35.9101686","126.7739365,37.4285004"
"127.188876,36.880185","128.5807415,35.9099518","126.7740128,37.4285586"
"127.1888837,36.8802355","128.5801745,35.9094917","126.7741556,37.4286388"
"127.189177,36.882069","128.5799371,35.9093081","126.7742919,37.4286838"
"127.1893575,36.884049","128.5796497,35.9091159","126.77454,37.4287412"
"127.1893872,36.8855807","128.5792495,35.908941","126.7763729,37.428784"
"127.1893862,36.8863929","128.5786873,35.9087576","126.7785499,37.4288829"
"127.1893486,36.8890124","128.5783829,35.9086991","126.7789994,37.4289163"
"127.189298,36.8953973","128.5768107,35.9083949","126.7792115,37.4289581"
"127.1892978,36.8954667","128.5735614,35.907737","126.7794965,37.4290572"
"127.1892888,36.8965638","128.5687975,35.9067617","126.7797125,37.4291658"
"127.1892886,36.8966278","128.567256,35.9063498","126.7798745,37.4292488"
"127.1892879,36.8968027","128.5654561,35.905833","126.7800284,37.4293471"
"127.1892834,36.8973435","128.5646206,35.9055934","126.780411,37.4295189"
"127.1892264,36.9028251","128.5642204,35.9054148","126.7807998,37.4297583"
"127.1891394,36.9112733","128.5610761,35.9044636","126.7812489,37.4299494"
"127.189137,36.9115771","128.5592536,35.9039126","126.7816997,37.430091"
"127.1891357,36.9116249","128.5584619,35.9036301","126.7822618,37.4301746"
"127.1891317,36.9120467","128.5579492,35.9034075","126.7827237,37.4302108"
"127.1891218,36.913105","128.5576,35.9032248","126.783167,37.4301882"
"127.1890894,36.9166666","128.5572244,35.9029829","126.7846873,37.4299378"
"127.1890872,36.9172074","128.5565249,35.902458","126.7849692,37.4298909"
"127.1890783,36.9177519","128.5559667,35.9018968","126.7859484,37.42973"
"127.1890433,36.9197224","128.5538745,35.8995495","126.7865375,37.4297047"
"127.1890431,36.9197747","128.5538082,35.8994851","126.7887372,37.4293331"
"127.1890421,36.9200307","128.5529248,35.8986247","126.7908122,37.4289832"
"127.1890397,36.9214414","128.5525489,35.8983575","126.791695,37.428856"
"127.189082,36.9237502","128.5519747,35.8979992","126.7920289,37.4288076"
"127.1890866,36.9239999","128.5514499,35.8977829","126.7924624,37.4287417"
"127.1891496,36.9264583","128.5509433,35.8975962","126.7931743,37.4286414"
"127.1891588,36.926681","128.5501623,35.8973578","126.79368,37.428593"
"127.1892374,36.9286247","128.5484734,35.8970038","126.7938542,37.4285742"
"127.1892367,36.9298912","128.5479367,35.8968913","126.794362,37.4285412"
"127.1892848,36.9313193","128.5468714,35.8966861","126.7950992,37.4285158"
"127.1893182,36.9327779","128.5445742,35.8962454","126.795662,37.4285165"
"127.1893569,36.9340211","128.5422992,35.895808","126.7965491,37.4285326"
"127.1894154,36.9359296","128.5421404,35.8957788","126.7980148,37.4286774"
"127.1894729,36.9378156","128.541555,35.8956684","126.7982068,37.4286984"
"127.189495,36.9381744","128.5389291,35.8951665","126.798699,37.4287581"
"127.1895348,36.9397331","128.5375166,35.8948415","126.7995996,37.4289076"
"127.1895444,36.940128","128.5340157,35.8939404","126.7998861,37.4289661"
"127.1895614,36.9406428","128.5335522,35.8938236","126.8005867,37.4291082"
"127.189581,36.9419012","128.533043,35.8936954","126.8013498,37.4293245"
"127.1895989,36.942462","128.5306486,35.8930912","126.8017409,37.4294458"
"127.1896268,36.9433455","128.5303768,35.8930665","126.8020476,37.4295314"
"127.1896273,36.9435023","128.5294194,35.8928881","126.8023416,37.4296287"
"127.1896314,36.9441505","128.5292384,35.8928536","126.8027923,37.4297873"
"127.1895485,36.9449264","128.5289287,35.8928093","126.8033733,37.4300287"
"127.1894427,36.9455346","128.5286747,35.8927908","126.8040419,37.430331"
"127.1892199,36.9461939","128.5282489,35.8927665","126.8043705,37.4304853"
"127.1889175,36.9468088","128.5276372,35.8927582","126.8046259,37.4306048"
"127.188497,36.9474838","128.5275497,35.892758","126.8048229,37.430697"
"127.1881063,36.9480092","128.5270999,35.8927664","126.8053391,37.4309714"
"127.1880803,36.9480443","128.5267994,35.892833","126.8064524,37.4315899"
"127.1873973,36.9488998","128.5265365,35.8928911","126.8077052,37.4322832"
"127.1865643,36.949909","128.5262865,35.8930077","126.8079166,37.4324007"
"127.185179,36.9516415","128.5259992,35.893241","126.8084103,37.4326749"
"127.1841585,36.9528873","128.5257214,35.8935265","126.8087544,37.4328671"
"127.1833739,36.9538633","128.5256996,35.8935492","126.8091501,37.4330984"
"127.1819277,36.9556163","128.525474,35.8937576","126.8096235,37.433368"
"127.1810618,36.956666","128.5251616,35.8939324","126.8104612,37.4338479"
"127.1800491,36.9579163","128.5249365,35.8940083","126.8129321,37.4352143"
"127.1782153,36.9601965","128.5246254,35.8940245","126.8134866,37.4355159"
"127.1775366,36.9610411","128.5245367,35.8940243","126.8144615,37.436075"
"127.1746739,36.9645832","128.5241867,35.8939417","126.8148123,37.4362744"
"127.1740607,36.9653333","128.523899,35.8937999","126.8151374,37.4364574"
"127.1716395,36.968296","128.5236873,35.893625","126.8162497,37.4370741"
"127.1708115,36.9693412","128.5235745,35.8934663","126.8163374,37.4371242"
"127.1682375,36.9724999","128.523499,35.8932831","126.8168874,37.4374248"
"127.1671282,36.9738679","128.5234873,35.8930659","126.8174757,37.4377401"
"127.1663929,36.9747736","128.5234995,35.8928909","126.8182375,37.438123"
"127.1659117,36.9753663","128.5236125,35.892633","126.81885,37.4383997"
"127.1636998,36.9780914","128.5238495,35.8923659","126.8192745,37.4385833"
"127.1621497,36.9800341","128.5242365,35.8921327","126.8196992,37.4387408"
"127.1619124,36.9803327","128.5244242,35.8919995","126.820275,37.4389496"
"127.1614515,36.9808957","128.5246624,35.8917414","126.8206548,37.4390699"
"127.161021,36.9814209","128.524774,35.8915412","126.8211993,37.4392416"
"127.1601014,36.982546","128.5249368,35.8912747","126.8218206,37.4394101"
"127.1591239,36.9837845","128.5249873,35.8910742","126.8228832,37.4396568"
"127.1591115,36.9837998","128.5250869,35.8903746","126.8235108,37.4397641"
"127.1585497,36.9845409","128.5251813,35.8901349","126.8244884,37.4399058"
"127.1582205,36.9850466","128.5255859,35.8868831","126.8255425,37.4399776"
"127.1577091,36.985833","128.5256555,35.8866084","126.8260057,37.4400091"
"127.157427,36.9863415","128.5257139,35.8863311","126.8261797,37.4400146"
"127.1569675,36.9873335","128.5259033,35.8857228","126.8270622,37.4400494"
"127.1564765,36.9885563","128.5260553,35.8853113","126.8309604,37.440131"
"127.1555341,36.990964","128.5263549,35.8846596","126.8333542,37.4401787"
"127.155475,36.9911144","128.5266583,35.8841323","126.833925,37.4401829"
"127.1545855,36.9934817","128.5276409,35.882758","126.8346993,37.4401899"
"127.1530771,36.9974959","128.5279511,35.8823253","126.8374923,37.4402155"
"127.1526745,36.9985332","128.5288378,35.8810726","126.8381412,37.4402174"
"127.1523922,36.9993202","128.5292831,35.8804756","126.8398739,37.4402415"
"127.152316,36.9995327","128.5300887,35.8792948","126.8427606,37.4402954"
"127.1521486,36.9999992","128.5306669,35.8784298","126.8435112,37.4402942"
"127.1521361,37.0000307","128.5308091,35.878205","126.8454121,37.4402245"
"127.1521166,37.0001154","128.531145,35.8775385","126.8459053,37.440184"
"127.152055,37.0003297","128.5313798,35.8768585","126.8464652,37.4401429"
"127.1515772,37.0015786","128.5314833,35.8762969","126.8468793,37.4401055"
"127.1510176,37.0030436","128.5315668,35.8758156","126.8484091,37.439931"
"127.1507867,37.003646","128.5315913,35.8753935","126.8495591,37.4397544"
"127.149827,37.006297","128.5315896,35.8753538","126.8498614,37.4396992"
"127.1495248,37.0070064","128.5315608,35.8747491","126.8502282,37.4396409"
"127.14911,37.0079788","128.5315202,35.8744411","126.8513118,37.4394332"
"127.1479773,37.01011","128.5312747,35.8725932","126.8529869,37.4390575"
"127.1469116,37.0120747","128.5309122,35.8697456","126.8541313,37.4387465"
"127.1459865,37.0137828","128.5307343,35.8690132","126.8552964,37.4383986"
"127.1444115,37.0166997","128.5307297,35.8689961","126.8573406,37.4376868"
"127.1443774,37.0167753","128.53054,35.8685524","126.858096,37.4373782"
"127.1442741,37.0169995","128.530371,35.8682401","126.8588369,37.4370577"
"127.1436579,37.0184823","128.5302236,35.8679817","126.860724,37.4361999"
"127.1435747,37.0187164","128.5298881,35.8674743","126.8623116,37.4353414"
"127.1435633,37.0187569","128.5295384,35.8670734","126.8630585,37.434965"
"127.1433243,37.0196162","128.5291929,35.8667338","126.8631369,37.4349249"
"127.1429365,37.0210663","128.5270201,35.8647022","126.8637121,37.4346747"
"127.1426989,37.0220914","128.5265775,35.8642218","126.8660524,37.4336778"
"127.1424246,37.0230497","128.526376,35.8639657","126.8712796,37.4314505"
"127.1416516,37.0260762","128.5261504,35.8636548","126.8726079,37.4308843"
"127.1416012,37.0262636","128.526112,35.863592","126.8728994,37.4307578"
"127.1415944,37.0262906","128.5259184,35.86327","126.8745539,37.4301158"
"127.1412168,37.0276777","128.5257114,35.8628444","126.8749995,37.4299415"
"127.1408746,37.028963","128.5252494,35.8615492","126.8754688,37.4297745"
"127.1407762,37.0293287","128.523774,35.8572324","126.8779308,37.4289258"
"127.1402543,37.0312877","128.5233366,35.8561164","126.8808618,37.4276694"
"127.139952,37.0324406","128.5233343,35.8561101","126.8813709,37.4274683"
"127.1397674,37.0331873","128.5223899,35.8537119","126.8814015,37.4274549"
"127.1396712,37.0335629","128.5222727,35.8533838","126.8832505,37.4266417"
"127.1395039,37.0342295","128.5219752,35.8525479","126.8844387,37.4261873"
"127.1394169,37.0345519","128.5218707,35.8521737","126.8846383,37.4261045"
"127.1393297,37.034933","128.5217804,35.8517002","126.8855995,37.4257597"
"127.1392838,37.0351303","128.521745,35.8512651","126.8861118,37.4255803"
"127.1391242,37.0358248","128.5217271,35.8508217","126.8864224,37.425472"
"127.1390235,37.0361986","128.5217543,35.8503508","126.8887742,37.4248009"
"127.1387854,37.0370858","128.521782,35.8500936","126.8896869,37.4245749"
"127.1385873,37.0378243","128.5218263,35.8498345","126.8915989,37.4241999"
"127.1385622,37.0379162","128.521941,35.8493665","126.8923955,37.4240778"
"127.1384499,37.0383494","128.5219673,35.8492608","126.8935622,37.4238999"
"127.1383858,37.0385863","128.5220256,35.8490611","126.8942749,37.4238107"
"127.1382371,37.0391303","128.5221729,35.8486253","126.8952364,37.4237075"
"127.1382245,37.0391763","128.5223697,35.8481737","126.8955338,37.4236855"
"127.1381249,37.039541","128.5226059,35.8477696","126.8957871,37.4236661"
"127.1378246,37.0407408","128.522797,35.8474704","126.8960122,37.4236492"
"127.1377186,37.0412697","128.522994,35.8472046","126.8963006,37.4236246"
"127.1376323,37.0417003","128.5230506,35.8471275","126.8967869,37.4235829"
"127.1375747,37.0419913","128.523141,35.8470077","126.8970265,37.4235796"
"127.1375609,37.0420516","128.5239905,35.8459871","126.8973983,37.4235788"
"127.1374126,37.0427263","128.5240995,35.8458564","126.8982246,37.4235659"
"127.137304,37.0433246","128.524142,35.8458046","126.8994102,37.4235593"
"127.1372809,37.0434651","128.5241977,35.8457392","126.8995866,37.4235575"
"127.1372044,37.0439327","128.5251747,35.844566","126.9001212,37.4235512"
"127.1370952,37.0446698","128.525944,35.843685","126.9018283,37.4236274"
"127.1370154,37.0453735","128.5261818,35.8434016","126.9039734,37.4237635"
"127.1369502,37.0460855","128.5264992,35.8430248","126.9045688,37.4237927"
"127.1367616,37.0481239","128.5267244,35.8427163","126.9066618,37.423942"
"127.1367149,37.0487259","128.5267614,35.8426664","126.9067748,37.4239498"
"127.1367019,37.0488665","128.5270996,35.8420991","126.9070888,37.4239757"
"127.1364025,37.0519891","128.5273706,35.841564","126.9076749,37.4240327"
"127.1363433,37.0526082","128.5274382,35.8414002","126.9085883,37.4241518"
"127.1362415,37.0536742","128.5274756,35.8412899","126.9094039,37.4243506"
"127.1360134,37.056202","128.527707,35.8406036","126.9097409,37.4244586"
"127.1354624,37.0623048","128.527728,35.8405178","126.9100588,37.4245638"
"127.1353259,37.0637891","128.5277827,35.8402929","126.9102526,37.4246387"
"127.1350933,37.0663331","128.5278503,35.8398712","126.9107551,37.4248458"
"127.1349062,37.0680434","128.5278875,35.8394878","126.9113845,37.4251455"
"127.1348439,37.0683623","128.5278973,35.839045","126.9116433,37.4252892"
"127.1348393,37.0683875","128.5278924,35.8387574","126.9123134,37.4257468"
"127.1348324,37.0684209","128.5278636,35.8384953","126.9127087,37.4260715"
"127.134784,37.0686713","128.5278076,35.8381018","126.9136928,37.426975"
"127.1346819,37.0690857","128.5277075,35.8376375","126.913925,37.4271988"
"127.1345526,37.0695243","128.5276,35.8372913","126.9140498,37.4272923"
"127.1345355,37.0695729","128.527281,35.8365069","126.9143745,37.4275355"
"127.1345025,37.0696674","128.5272207,35.8363785","126.9152424,37.4281356"
"127.1344306,37.0698718","128.5268995,35.8358593","126.9163484,37.428781"
"127.1343942,37.0699637","128.5260402,35.8347306","126.9171526,37.4291446"
"127.1342643,37.0702995","128.5245995,35.8333328","126.9172754,37.4292002"
"127.1341903,37.0704877","128.5244503,35.83318","126.917867,37.4294321"
"127.133982,37.0709864","128.524052,35.8327722","126.9183032,37.4295793"
"127.133756,37.07144","128.5238985,35.8326248","126.9184464,37.429626"
"127.1333543,37.0721645","128.5235969,35.8323334","126.9188534,37.4297587"
"127.1331831,37.0724344","128.5227505,35.8315184","126.9189538,37.4297917"
"127.1327583,37.073046","128.5217586,35.8305721","126.9192245,37.4298606"
"127.1325488,37.0733257","128.5208869,35.8296797","126.9203536,37.4301609"
"127.132337,37.0736243","128.5189836,35.8278422","126.9206536,37.4302408"
"127.1322544,37.0737313","128.516883,35.8258143","126.9214649,37.4304178"
"127.1313476,37.0749067","128.5162698,35.8252137","126.9235519,37.4308039"
"127.1310588,37.0753051","128.5150244,35.8239999","126.9261638,37.4311248"
"127.1303067,37.076343","128.5147744,35.8237531","126.9280437,37.4312466"
"127.130155,37.0765526","128.5144,35.8233884","126.9290677,37.431248"
"127.1297377,37.0772147","128.5133599,35.8223775","126.9308568,37.4311241"
"127.1295858,37.0774567","128.5133117,35.8223302","126.931748,37.4310527"
"127.1290232,37.078397","128.5119992,35.8210556","126.9326544,37.430911"
"127.1287724,37.078837","128.5111117,35.8202056","126.9338117,37.4306317"
