0,1,2,3,4,5,6,7,8,9,10
"128.1216348,38.0062604","128.2522953,37.8813125","128.0139741,37.8597661",,,"128.0490239,37.4490708",,"128.3847495,36.6245575","128.2522953,37.8813125",,"128.1118369,37.9975243"
"128.1219411,38.0065066","128.2524355,37.8814522","128.0144493,37.8602579",,,"128.0507103,37.4488628",,"128.3843364,36.6244244","128.2524355,37.8814522",,"128.1121495,37.9977246"
"128.122385,38.0068738","128.2527583,37.8817746","128.0148871,37.8606075",,,"128.052549,37.4486037",,"128.3837489,36.6242909","128.2527583,37.8817746",,"128.1124655,37.9979275"
"128.1249999,38.0092429","128.2527893,37.881806","128.0151876,37.8608234",,,"128.0527015,37.4485858",,"128.3828866,36.6240908","128.2527893,37.881806",,"128.1128378,37.9981798"
"128.1252261,38.0094553","128.2534841,37.882473","128.017031,37.8618771",,,"128.0542092,37.4483733",,"128.381782,36.623834","128.2534841,37.882473",,"128.113008,37.9982374"
"128.1254271,38.0096426","128.2540744,37.8830397","128.0180535,37.8624404",,,"128.0550337,37.448263",,"128.3812741,36.623716","128.2540744,37.8830397",,"128.1137319,37.9985933"
"128.1256969,38.0098953","128.2543441,37.8832831","128.0184724,37.8626711",,,"128.0609947,37.4474507",,"128.3810397,36.6236628","128.2543441,37.8832831",,"128.1148005,37.9991762"
"128.1260349,38.0102621","128.2604108,37.8885896","128.0201344,37.8636372",,,"128.0627351,37.4472216",,"128.3792524,36.6232505","128.2604108,37.8885896",,"128.1150684,37.9993452"
"128.1261466,38.0103958","128.2609458,37.8890756","128.0202407,37.8637169",,,"128.0637934,37.4470822",,"128.3787943,36.6230916","128.2609458,37.8890756",,"128.1151934,37.9994464"
"128.126241,38.0105233","128.2613544,37.8894461","128.0206739,37.8640413",,,"128.0659064,37.4467801",,"128.3785073,36.6230324","128.2613544,37.8894461",,"128.1152052,37.999495"
"128.1265729,38.0109722","128.2649754,37.8927348","128.0215036,37.8648253",,,"128.0667263,37.4466626",,"128.3783942,36.623017","128.2649754,37.8927348",,"128.1152044,37.9995292"
"128.1267229,38.0111967","128.2659182,37.8937228","128.0215116,37.8648325",,,"128.0675597,37.4465486",,"128.3782656,36.6230234","128.2659182,37.8937228",,"128.1151899,37.9995735"
"128.1269892,38.0116928","128.2671517,37.89521","128.0215977,37.8649412",,,"128.0695632,37.446274",,"128.3781521,36.6230711","128.2671517,37.89521",,"128.1151605,37.9995943"
"128.1277358,38.0130822","128.2672346,37.895305","128.0219453,37.8653822",,,"128.0713836,37.4460146",,"128.3780109,36.6231469","128.2672346,37.895305",,"128.114943,37.9997406"
"128.1285936,38.01469","128.2679107,37.8961181","128.0223557,37.8660284",,,"128.071841,37.4459439",,"128.3778082,36.6233134","128.2679107,37.8961181",,"128.1148491,37.999806"
"128.128847,38.0151411","128.2680339,37.8962642","128.022575,37.8664916",,,"128.0722926,37.4458669",,"128.3772375,36.6239748","128.2680339,37.8962642",,"128.1148066,37.9997647"
"128.1290462,38.015523","128.2696319,37.8984538","128.022633,37.8666518",,,"128.0728512,37.4457434",,"128.3764369,36.624883","128.2696319,37.8984538",,"128.1145698,37.9995127"
"128.1292116,38.015816","128.272241,37.90204","128.0228996,37.8673824",,,"128.0732372,37.4456568",,"128.3759854,36.6254011","128.272241,37.90204",,"128.1144987,37.9994536"
"128.1302812,38.0178048","128.2731461,37.9029885","128.0229114,37.8674338",,,"128.0737574,37.4455281",,"128.375812,36.6255998","128.2731461,37.9029885",,"128.1137453,37.9989727"
"128.1303831,38.017989","128.274552,37.904397","128.0229489,37.8675994",,,"128.0743767,37.445353",,"128.3755472,36.6259218","128.274552,37.904397",,
"128.1306076,38.018397","128.2764689,37.9059301","128.0229572,37.8676463",,,"128.0750635,37.4451297",,"128.3754999,36.6259861","128.2764689,37.9059301",,
"128.1306088,38.0183997","128.2804201,37.9092225","128.0230035,37.8679237",,,"128.0774618,37.4443113",,"128.3754791,36.626025","128.2804201,37.9092225",,
"128.1306811,38.0185948","128.2807565,37.909515","128.0230225,37.8680353",,,"128.0779523,37.4441439",,"128.3754729,36.6260693","128.2807565,37.909515",,
"128.1308537,38.0190671","128.2814549,37.9100502","128.0230597,37.8684804",,,"128.0799196,37.4434538",,"128.3754823,36.6261134","128.2814549,37.9100502",,
"128.1309008,38.0192408","128.2822474,37.9106569","128.0230728,37.868721",,,"128.080533,37.4432389",,"128.3755053,36.6261727","128.2822474,37.9106569",,
"128.1309448,38.0194614","128.282464,37.9108042","128.0231115,37.8708164",,,"128.0821362,37.4426848",,"128.3755213,36.6262014","128.282464,37.9108042",,
"128.130999,38.0200658","128.2835818,37.9115196","128.0231205,37.8716014",,,"128.0823132,37.4426235",,"128.3755476,36.6262499","128.2835818,37.9115196",,
"128.130988,38.0203822","128.2838841,37.9116969","128.0231271,37.8722241",,,"128.0832273,37.4422747",,"128.3755982,36.6263766","128.2838841,37.9116969",,
"128.1309413,38.0207745","128.2846156,37.9121274","128.0231358,37.8728099",,,"128.0837537,37.4420801",,"128.3755977,36.6264271","128.2846156,37.9121274",,
"128.1309105,38.0209099","128.2847288,37.9121834","128.0231757,37.873301",,,"128.0842123,37.441885",,"128.3755864,36.6265164","128.2847288,37.9121834",,
"128.1306241,38.0221813","128.2859102,37.9127694","128.0232284,37.8736766",,,"128.0844106,37.4417975",,"128.3754999,36.626683","128.2859102,37.9127694",,
"128.13035,38.0232995","128.2865588,37.9130049","128.0233673,37.8745115",,,"128.0846416,37.4416954",,"128.3752871,36.6269496","128.2865588,37.9130049",,
"128.1301995,38.0240916","128.2882244,37.9137607","128.02341,37.8747663",,,"128.0847666,37.4416407",,"128.3749997,36.6273492","128.2882244,37.9137607",,
"128.130079,38.0253207","128.2892394,37.9138927","128.0235252,37.8754562",,,"128.0854241,37.4412994",,"128.3749491,36.6274244","128.2892394,37.9138927",,
"128.1300623,38.0254911","128.2894942,37.9139928","128.0237239,37.8766964",,,"128.0879183,37.440054",,"128.3747365,36.6277081","128.2894942,37.9139928",,
"128.1301156,38.026931","128.2896432,37.9140955","128.0237298,37.8767306",,,"128.0880118,37.4400075",,"128.3746614,36.6277997","128.2896432,37.9140955",,
"128.1301405,38.0271734","128.2897122,37.9141626","128.0237369,37.8767748",,,"128.089463,37.4392558",,"128.3742918,36.6282415","128.2897122,37.9141626",,
"128.1301742,38.0273832","128.289817,37.914289","128.023775,37.877008",,,"128.089749,37.4391083",,"128.3741989,36.6283413","128.289817,37.914289",,
"128.1302498,38.0279659","128.2898548,37.9145213","128.0237762,37.877337",,,"128.0903617,37.4388249",,"128.3735498,36.6290943","128.2898548,37.9145213",,
"128.1304995,38.0299825","128.2898617,37.9146393","128.0237766,37.8775533",,,"128.0909491,37.4386246",,"128.3734372,36.6292249","128.2898617,37.9146393",,
"128.1305906,38.0303696","128.2898507,37.9147764","128.0237589,37.8777832",,,"128.0916992,37.4384162",,"128.3733268,36.6293573","128.2898507,37.9147764",,
"128.1306616,38.0306747","128.2898334,37.9148657","128.0237387,37.877987",,,"128.0921868,37.4383246",,"128.3730973,36.6292346","128.2898334,37.9148657",,
"128.1307597,38.0309617","128.2897956,37.9149462","128.0236861,37.878264",,,"128.092643,37.4382673",,"128.3727294,36.6290408","128.2897956,37.9149462",,
"128.1308594,38.0311612","128.2897284,37.9150422","128.0236053,37.8785816",,,"128.0927729,37.4382567",,"128.3723061,36.6287987","128.2897284,37.9150422",,
"128.1310494,38.0315162","128.2896326,37.9151248","128.0235118,37.8788677",,,"128.093174,37.438225",,"128.3721159,36.6286901","128.2896326,37.9151248",,
"128.1310621,38.0315387","128.2894857,37.9152186","128.0230603,37.8799828",,,"128.0936475,37.4382109",,"128.3683922,36.6265637","128.2894857,37.9152186",,
"128.1311292,38.0316564","128.289075,37.9154368","128.0230369,37.8800415",,,"128.0941121,37.4382167",,"128.3683607,36.6265459","128.289075,37.9154368",,
"128.1314495,38.0320665","128.2889197,37.9155956","128.022835,37.8806021",,,"128.0947909,37.4382844",,"128.3680624,36.626375","128.2889197,37.9155956",,
"128.1318867,38.0325581","128.2888673,37.9156932","128.022593,37.8812737",,,"128.0952787,37.4383577",,"128.3674246,36.6260497","128.2888673,37.9156932",,
"128.1323998,38.0329916","128.2888344,37.9158025","128.0225563,37.8813839",,,"128.0956319,37.4384262",,"128.3668121,36.6258829","128.2888344,37.9158025",,
"128.1324996,38.0330748","128.288803,37.915956","128.0225187,37.8815391",,,"128.0957418,37.4384563",,"128.3664121,36.6258245","128.288803,37.915956",,
"128.1325994,38.03315","128.2888186,37.9166661","128.0224664,37.8818674",,,"128.0962414,37.4385917",,"128.3659993,36.6258077","128.2888186,37.9166661",,
"128.1330864,38.0334664","128.2888197,37.9168797","128.0224495,37.8820414",,,"128.0965508,37.4386965",,"128.3654617,36.6258413","128.2888197,37.9168797",,
"128.1338609,38.0338228","128.2888258,37.9177701","128.0224487,37.8824181",,,"128.0968445,37.4388077",,"128.3653645,36.625851","128.2888258,37.9177701",,
"128.1346268,38.0341034","128.2888299,37.9183658","128.0224854,37.8827839",,,"128.0971711,37.4389467",,"128.3640741,36.6259749","128.2888299,37.9183658",,
"128.1347491,38.0341496","128.2889002,37.9187691","128.0226074,37.8833052",,,"128.0975297,37.439117",,"128.3626373,36.6261079","128.2889002,37.9187691",,
"128.1354,38.0343075","128.2889884,37.9191443","128.0226457,37.8834141",,,"128.0979213,37.4393223",,"128.3606623,36.626316","128.2889884,37.9191443",,
"128.1355757,38.0343308","128.2890153,37.9193181","128.0227138,37.883558",,,"128.0983248,37.4395889",,"128.3595864,36.6264166","128.2890153,37.9193181",,
"128.136162,38.0344079","128.2890449,37.9195378","128.0228235,37.8837982",,,"128.0988376,37.4399739",,,"128.2890449,37.9195378",,
"128.1368744,38.0344329","128.2890758,37.919771","128.0229834,37.8840615",,,"128.0992043,37.4403073",,,"128.2890758,37.919771",,
"128.1374373,38.0344244","128.2891024,37.9206631","128.0231558,37.8843131",,,"128.0997014,37.4408402",,,"128.2891024,37.9206631",,
"128.1377117,38.0343995","128.289107,37.9208785","128.023376,37.8845726",,,"128.0997299,37.4408707",,,"128.289107,37.9208785",,
"128.1384365,38.0342748","128.2891187,37.9210145","128.02351,37.8847108",,,"128.0997928,37.440956",,,"128.2891187,37.9210145",,
"128.1395845,38.0340712","128.2891201,37.9210343","128.0236497,37.8848535",,,"128.1000008,37.4412416",,,"128.2891201,37.9210343",,
"128.140787,38.0338582","128.2891832,37.9217243","128.024002,37.8851404",,,"128.1001749,37.4415247",,,"128.2891832,37.9217243",,
"128.1414624,38.0338158","128.289206,37.9218377","128.0242866,37.8853374",,,"128.1003322,37.4418258",,,"128.289206,37.9218377",,
"128.1419492,38.0338411","128.2892204,37.9219088","128.0245653,37.8855092",,,"128.100431,37.4420245",,,"128.2892204,37.9219088",,
"128.1420336,38.0338487","128.2892529,37.9220708","128.0248906,37.8856754",,,"128.1005866,37.4423996",,,"128.2892529,37.9220708",,
"128.1420838,38.0338539","128.2893036,37.9222426","128.025129,37.8857879",,,"128.1007252,37.4429064",,,"128.2893036,37.9222426",,
"128.1424329,38.0339015","128.2894031,37.9225006","128.0255566,37.8859437",,,"128.1007828,37.4431819",,,"128.2894031,37.9225006",,
"128.1427434,38.0339701","128.2895108,37.9226775","128.0259042,37.8860503",,,"128.1008056,37.4433494",,,"128.2895108,37.9226775",,
"128.1429467,38.0340276","128.2896182,37.9228291","128.0265671,37.886197",,,"128.10082,37.4434611",,,"128.2896182,37.9228291",,
"128.1432987,38.0341419","128.2897942,37.9230072","128.0272653,37.8863416",,,"128.1008516,37.4437386",,,"128.2897942,37.9230072",,
"128.1436247,38.0342825","128.2899434,37.9231243","128.0275478,37.8864062",,,"128.1008572,37.4440117",,,"128.2899434,37.9231243",,
"128.1438514,38.0344048","128.2900877,37.9232099","128.0278256,37.8864617",,,"128.1008506,37.4443091",,,"128.2900877,37.9232099",,
"128.1446499,38.0348916","128.2902135,37.9232739","128.0280523,37.8865067",,,"128.1008078,37.4446185",,,"128.2902135,37.9232739",,
"128.1459984,38.0357251","128.2903072,37.9233138","128.0283586,37.886572",,,"128.1007301,37.4450741",,,"128.2903072,37.9233138",,
"128.1462333,38.0358743","128.2904124,37.9233555","128.02887,37.8866715",,,"128.1003107,37.4466401",,,"128.2904124,37.9233555",,
"128.1463238,38.0359306","128.2907868,37.9234692","128.0291115,37.8867335",,,"128.1002608,37.4469009",,,"128.2907868,37.9234692",,
"128.1469368,38.0363075","128.2910477,37.9233981","128.0293405,37.8867929",,,"128.1002359,37.4470416",,,"128.2910477,37.9233981",,
"128.1481122,38.0370158","128.2911324,37.923338","128.0295627,37.8868523",,,"128.1002074,37.4472878",,,"128.2911324,37.923338",,
"128.1493245,38.0377662","128.2912539,37.9232128","128.0298842,37.8869608",,,"128.1001991,37.4476664",,,"128.2912539,37.9232128",,
"128.1507373,38.0386416","128.2913715,37.9227226","128.0301008,37.8870364",,,"128.1002083,37.4479683",,,"128.2913715,37.9227226",,
"128.1524124,38.0396661","128.2914034,37.9226125","128.0303449,37.8871435",,,"128.1002749,37.4485241",,,"128.2914034,37.9226125",,
"128.1541367,38.0407083","128.2914682,37.9223948","128.0305732,37.8872515",,,"128.1002761,37.4485277",,,"128.2914682,37.9223948",,
"128.1550695,38.0412781","128.2915538,37.9221049","128.0308334,37.8873846",,,"128.100434,37.4490515",,,"128.2915538,37.9221049",,
"128.1560227,38.0418469","128.2915778,37.922012","128.0312,37.8875993",,,"128.1005369,37.4493367",,,"128.2915778,37.922012",,
"128.1565864,38.0421826","128.2917056,37.9215145","128.0318985,37.8881018",,,"128.1006266,37.449531",,,"128.2917056,37.9215145",,
"128.1567193,38.0422666","128.2917429,37.9212808","128.0324986,37.8886867",,,"128.1006508,37.4495831",,,"128.2917429,37.9212808",,
"128.1568706,38.0423622","128.2918033,37.9209686","128.03295,37.8892993",,,"128.1007816,37.4498231",,,"128.2918033,37.9209686",,
"128.1571457,38.0425409","128.2918027,37.9208099","128.0330522,37.8894476",,,"128.1012373,37.4505437",,,"128.2918027,37.9208099",,
"128.1571836,38.0425686","128.2917956,37.9205657","128.0333366,37.8899249",,,"128.1014658,37.4508319",,,"128.2917956,37.9205657",,
"128.1573029,38.0426545","128.2916311,37.9197611","128.0338368,37.890841",,,"128.1017639,37.4512089",,,"128.2916311,37.9197611",,
"128.1574394,38.0427528","128.2915666,37.9194803","128.0345737,37.8920986",,,"128.1029731,37.4526927",,,"128.2915666,37.9194803",,
"128.1576507,38.0429355","128.2915499,37.9194074","128.0351163,37.8930533",,,"128.1032426,37.453023",,,"128.2915499,37.9194074",,
"128.1577599,38.0430395","128.291372,37.91873","128.0364115,37.8953665",,,"128.103577,37.4534224",,,"128.291372,37.91873",,
"128.1579728,38.0432744","128.2913588,37.9186652","128.0368709,37.8962963",,,"128.1036615,37.4535248",,,"128.2913588,37.9186652",,
"128.1582498,38.0436577","128.2913106,37.9184185","128.0370159,37.8966823",,,"128.104583,37.4546495",,,"128.2913106,37.9184185",,
"128.1583019,38.0437538","128.2913106,37.9183104","128.037147,37.8971963",,,"128.1058505,37.4561987",,,"128.2913106,37.9183104",,
"128.1583749,38.0438904","128.291336,37.9181354","128.0371659,37.8972891",,,"128.1062252,37.4566745",,,"128.291336,37.9181354",,
"128.1584482,38.0440585","128.2913983,37.9177853","128.0371706,37.8973107",,,"128.1064668,37.45705",,,"128.2913983,37.9177853",,
"128.1585007,38.0441907","128.2914069,37.9177374","128.03718,37.8973557",,,"128.1067784,37.4575442",,,"128.2914069,37.9177374",,
"128.1586284,38.0445839","128.2914337,37.9175867","128.0372026,37.8974989",,,"128.1067933,37.4575685",,,"128.2914337,37.9175867",,
"128.158912,38.0454493","128.2914724,37.9173783","128.0372074,37.8975296",,,"128.1070756,37.4580817",,,"128.2914724,37.9173783",,
"128.1589248,38.0454745","128.2915153,37.9171382","128.037264,37.8982747",,,"128.1071505,37.4582589",,,"128.2915153,37.9171382",,
"128.1589869,38.0456742","128.2916081,37.9166663","128.0372799,37.8993661",,,"128.1073165,37.4586492",,,"128.2916081,37.9166663",,
"128.1593373,38.0468664","128.2917506,37.9157397","128.0372974,37.9008387",,,"128.107357,37.4587635",,,"128.2917506,37.9157397",,
"128.1602492,38.0499328","128.2918206,37.9153706","128.0372987,37.9008522",,,"128.1075479,37.4593006",,,"128.2918206,37.9153706",,
"128.160724,38.0515326","128.2918913,37.9150682","128.0373222,37.9011135",,,"128.1076362,37.4595895",,,"128.2918913,37.9150682",,
"128.1610905,38.0526157","128.2919678,37.9147756","128.0373883,37.9015972",,,"128.1076971,37.4598506",,,"128.2919678,37.9147756",,
"128.1612779,38.0531671","128.2919755,37.9147459","128.0375005,37.9020221",,,"128.1077467,37.4601189",,,"128.2919755,37.9147459",,
"128.1613634,38.0534298","128.2919951,37.9145601","128.0376409,37.9023973",,,"128.1077804,37.4603684",,,"128.2919951,37.9145601",,
"128.1614556,38.0536681","128.2919919,37.9143672","128.0378715,37.9028225",,,"128.1078057,37.4606937",,,"128.2919919,37.9143672",,
"128.1616029,38.0539449","128.291957,37.9140826","128.0380371,37.9030687",,,"128.107818,37.4609559",,,"128.291957,37.9140826",,
"128.1617601,38.0541972","128.2919035,37.9138676","128.0382034,37.9032645",,,"128.107826,37.4615273",,,"128.2919035,37.9138676",,
"128.1621363,38.0547007","128.2918447,37.913685","128.038348,37.9034314",,,"128.1078183,37.461832",,,"128.2918447,37.913685",,
"128.1630564,38.0558672","128.2917375,37.9134496","128.0385577,37.903645",,,"128.1077898,37.4620891",,,"128.2917375,37.9134496",,
"128.163237,38.0560581","128.2916365,37.9132583","128.0387525,37.9038415",,,"128.1077494,37.4624083",,,"128.2916365,37.9132583",,
"128.1634703,38.0562713","128.2914745,37.913007","128.0392114,37.9042242",,,"128.1076671,37.4628585",,,"128.2914745,37.913007",,
"128.1636965,38.0564476","128.2912692,37.9127489","128.0392252,37.904235",,,"128.1075995,37.4631663",,,"128.2912692,37.9127489",,
"128.1640187,38.0566585","128.2912013,37.9126763","128.0394323,37.904408",,,"128.1074144,37.463772",,,"128.2912013,37.9126763",,
"128.1640818,38.0567005","128.2908872,37.9123413","128.0403787,37.9051878",,,"128.1072318,37.4642561",,,"128.2908872,37.9123413",,
"128.1643795,38.0568592","128.2906874,37.912166","128.0439923,37.9080796",,,"128.1069249,37.4649039",,,"128.2906874,37.912166",,
"128.1646165,38.0569696","128.2903997,37.9119661","128.0443331,37.9083331",,,"128.1067845,37.4651561",,,"128.2903997,37.9119661",,
"128.1660829,38.0575318","128.2902668,37.9118832","128.0445845,37.9084887",,,"128.1067533,37.4652131",,,"128.2902668,37.9118832",,
"128.1661779,38.0575755","128.2894457,37.911374","128.0450977,37.9088072",,,"128.1061151,37.46628",,,"128.2894457,37.911374",,
"128.1662809,38.0576217","128.2892694,37.9112644","128.0451022,37.9088099",,,"128.1058729,37.4666787",,,"128.2892694,37.9112644",,
"128.1666785,38.0578484","128.288973,37.9110978","128.0455706,37.9090826",,,"128.105774,37.4668991",,,"128.288973,37.9110978",,
"128.1668792,38.0579843","128.288668,37.9109863","128.0456072,37.9091041",,,"128.1056487,37.4672035",,,"128.288668,37.9109863",,
"128.16701,38.0580755","128.2884572,37.9109471","128.0476957,37.9103202",,,"128.1055351,37.4675611",,,"128.2884572,37.9109471",,
"128.1671385,38.0581667","128.2882374,37.9109243","128.0502446,37.9117945",,,"128.1054755,37.4678768",,,"128.2882374,37.9109243",,
"128.1680673,38.0589067","128.2877502,37.9108942","128.0505303,37.9119653",,,"128.1054522,37.4680834",,,"128.2877502,37.9108942",,
"128.1681868,38.0590034","128.2872305,37.9108075","128.0512582,37.9123999",,,"128.1054339,37.4684702",,,"128.2872305,37.9108075",,
"128.1686691,38.0593972","128.2871997,37.9108023","128.0512994,37.912425",,,"128.1054677,37.468881",,,"128.2871997,37.9108023",,
"128.1699141,38.0604203","128.2871063,37.9107858","128.0517163,37.912652",,,"128.1055636,37.4692753",,,"128.2871063,37.9107858",,
"128.170617,38.0609985","128.2870071,37.9107694","128.0517871,37.9126913",,,"128.1056842,37.4696361",,,"128.2870071,37.9107694",,
"128.1711499,38.0614416","128.2868351,37.9107489","128.0519767,37.9127841",,,"128.105881,37.4700696",,,"128.2868351,37.9107489",,
"128.173063,38.062961","128.286834,37.9107489","128.0523125,37.9129664",,,"128.1059935,37.4702673",,,"128.286834,37.9107489",,
"128.1749884,38.0645794","128.2866643,37.9107302","128.0529246,37.9132745",,,"128.1060977,37.4704344",,,"128.2866643,37.9107302",,
"128.1751379,38.0647218","128.2866461,37.9107285","128.0546614,37.9139909",,,"128.1062017,37.4705718",,,"128.2866461,37.9107285",,
"128.1753173,38.0648948","128.2863635,37.9106845","128.0551681,37.9141932",,,"128.1063846,37.4708142",,,"128.2863635,37.9106845",,
"128.1753771,38.0649521","128.2863042,37.9106695","128.0559748,37.9145165",,,"128.1065708,37.4710386",,,"128.2863042,37.9106695",,
"128.1752784,38.0650058","128.2862208,37.9106349","128.0562225,37.9146307",,,"128.1068387,37.4713058",,,"128.2862208,37.9106349",,
"128.1750035,38.0652345","128.2861292,37.910586","128.0565035,37.9147745",,,"128.1072803,37.4716578",,,"128.2861292,37.910586",,
"128.1749448,38.0652944","128.2860549,37.9105468","128.0569481,37.9150473",,,"128.1076749,37.471919",,,"128.2860549,37.9105468",,
"128.1748816,38.065365","128.2855332,37.9102691","128.0570041,37.9150822",,,"128.1081235,37.4721537",,,"128.2855332,37.9102691",,
"128.1748624,38.0653841","128.285095,37.9100368","128.057019,37.9150938",,,"128.1085322,37.4723427",,,"128.285095,37.9100368",,
"128.1747812,38.0654855","128.2849377,37.9100063","128.057487,37.9154575",,,"128.1089996,37.4725242",,,"128.2849377,37.9100063",,
"128.1748407,38.0655104","128.2846482,37.9099496","128.0576818,37.9156423",,,"128.1096368,37.4727327",,,"128.2846482,37.9099496",,
"128.1749965,38.0655888","128.2845079,37.9099127","128.0579617,37.9159492",,,"128.1102625,37.4728998",,,"128.2845079,37.9099127",,
"128.1750377,38.0656093","128.2844211,37.9098863","128.0580364,37.9160417",,,"128.1109275,37.4730406",,,"128.2844211,37.9098863",,
"128.1755417,38.0658704","128.2843183,37.9098419","128.0582242,37.916358",,,"128.1113169,37.4730873",,,"128.2843183,37.9098419",,
"128.1756759,38.0659589","128.284308,37.9098374","128.0583699,37.9166665",,,"128.1115184,37.4731115",,,"128.284308,37.9098374",,
"128.1760066,38.0663382","128.2842403,37.9097847","128.0584487,37.9168554",,,"128.111799,37.4731325",,,"128.2842403,37.9097847",,
"128.1765274,38.0669409","128.284177,37.9097175","128.0584988,37.9170174",,,"128.112144,37.4731416",,,"128.284177,37.9097175",,
"128.1766115,38.0670386","128.2840961,37.9095982","128.0585141,37.917075",,,"128.1125445,37.4731548",,,"128.2840961,37.9095982",,
"128.176325,38.0673647","128.2840283,37.9094283","128.0585387,37.917174",,,"128.1129516,37.4731509",,,"128.2840283,37.9094283",,
"128.1761265,38.0675984","128.2839769,37.9092971","128.0585602,37.9173082",,,"128.113667,37.4730904",,,"128.2839769,37.9092971",,
"128.1759314,38.0678357","128.283905,37.9091642","128.058603,37.9177055",,,"128.114094,37.4730305",,,"128.283905,37.9091642",,
"128.1759009,38.0678665","128.283743,37.9089066","128.0586058,37.9182282",,,"128.1144079,37.4729766",,,"128.283743,37.9089066",,
"128.1758288,38.0679543","128.2833429,37.9084063","128.0586021,37.9183337",,,"128.1146133,37.4729268",,,"128.2833429,37.9084063",,
"128.1754635,38.0684007","128.2831551,37.9081777","128.0585569,37.9194271",,,"128.115058,37.4728182",,,"128.2831551,37.9081777",,
"128.1753677,38.0685212","128.2829118,37.9078675","128.0585415,37.9199473",,,"128.1150806,37.4728108",,,"128.2829118,37.9078675",,
"128.175157,38.0687864","128.2827446,37.9076532","128.0585245,37.9205575",,,"128.1158036,37.4725727",,,"128.2827446,37.9076532",,
"128.1750623,38.068906","128.282484,37.9073215","128.0585614,37.9212243",,,"128.1161621,37.4724438",,,"128.282484,37.9073215",,
"128.1750161,38.0689621","128.2821761,37.906927","128.0586163,37.9217143",,,"128.1168891,37.4721425",,,"128.2821761,37.906927",,
"128.1747038,38.0693379","128.2818659,37.9065316","128.0586875,37.9220998",,,"128.1199043,37.4709288",,,"128.2818659,37.9065316",,
"128.1746192,38.0694402","128.2815811,37.9061684","128.0587623,37.9223743",,,"128.1206368,37.4706194",,,"128.2815811,37.9061684",,
"128.1744513,38.0696566","128.2814818,37.9060303","128.058837,37.9226164",,,"128.1207867,37.4705565",,,"128.2814818,37.9060303",,
"128.1741865,38.0699961","128.2811416,37.9055873","128.0588615,37.9226992",,,"128.1208892,37.4705054",,,"128.2811416,37.9055873",,
"128.1741505,38.0700432","128.2808913,37.90526","128.0590875,37.9232416",,,"128.1210513,37.4704253",,,"128.2808913,37.90526",,
"128.174454,38.0701946","128.2803861,37.9046027","128.0595072,37.9244293",,,"128.1215344,37.4701722",,,"128.2803861,37.9046027",,
"128.1745227,38.0702294","128.2801773,37.9043283","128.0595373,37.9244995",,,"128.1219957,37.4698903",,,"128.2801773,37.9043283",,
"128.1749316,38.070438","128.2799328,37.9040136","128.0596045,37.9246497",,,"128.1225342,37.4695071",,,"128.2801231,37.9042593",,
"128.1751813,38.0705672","128.2792687,37.9031609","128.0596137,37.9246712",,,"128.1228263,37.4692649",,,,,
"128.1755055,38.0707294","128.2788766,37.9026578","128.0596369,37.9247207",,,"128.1230461,37.4690447",,,,,
"128.1755948,38.0707721","128.278518,37.9021978","128.0597066,37.9249105",,,"128.1233813,37.4686986",,,,,
"128.1763827,38.0711587","128.2781692,37.9018009","128.0597299,37.924978",,,"128.124205,37.4677992",,,,,
"128.1765179,38.071231","128.2779336,37.9015762","128.0600833,37.9261246",,,"128.1245445,37.4674171",,,,,
"128.1766199,38.0712844","128.2774935,37.9011519","128.0601152,37.9262768",,,"128.1249989,37.466991",,,,,
"128.1771101,38.0715358","128.2770331,37.9007422","128.0602121,37.9267495",,,"128.1254813,37.4666577",,,,,
"128.1772499,38.071608","128.2768622,37.9006","128.0602745,37.9273242",,,"128.1261113,37.4662703",,,,,
"128.1778501,38.0719127","128.2762371,37.9001075","128.0602989,37.9276999",,,"128.1267791,37.4659396",,,,,
"128.1779486,38.0719581","128.2760114,37.8999576","128.0603239,37.9279909",,,"128.1269796,37.4658448",,,,,
"128.1780414,38.0720063","128.2759118,37.8998915","128.0603826,37.9283854",,,"128.1278252,37.4655438",,,,,
"128.1782865,38.0721319","128.275456,37.8996007","128.060538,37.9290688",,,"128.1281254,37.4654692",,,,,
"128.1785363,38.0722675","128.2751559,37.899399","128.0605804,37.9292542",,,"128.1295383,37.4651309",,,,,
"128.1786085,38.0723067","128.2733982,37.8980559","128.0607374,37.929851",,,"128.1295869,37.4651189",,,,,
"128.178933,38.0725158","128.2715949,37.8966969","128.0607386,37.9298555",,,"128.1311601,37.464749",,,,,
"128.1792064,38.0727341","128.2715296,37.8966478","128.0608729,37.9303064",,,"128.1344083,37.4640133",,,,,
"128.179505,38.0729721","128.2712106,37.8963795","128.0610376,37.9310186",,,"128.1347865,37.4639409",,,,,
"128.1797853,38.0731958","128.2711394,37.8963187","128.0611111,37.9314112",,,"128.1357389,37.463833",,,,,
"128.1798289,38.0732307","128.2702987,37.895531","128.061123,37.931476",,,"128.1362125,37.463808",,,,,
"128.1797782,38.0732887","128.2695687,37.8948914","128.0611837,37.9318254",,,"128.1370976,37.4637834",,,,,
"128.1793304,38.0738122","128.2694665,37.8947992","128.0612585,37.9322388",,,"128.1379913,37.46382",,,,,
"128.1790079,38.0741962","128.2692542,37.8946213","128.0614474,37.9332788",,,"128.1384077,37.4638511",,,,,
"128.1791077,38.0742659","128.269068,37.8944323","128.0615397,37.9337498",,,"128.1388706,37.4639063",,,,,
