0,1,2,3,4,5,6,7,8,9,10,11
"127.1279231,37.4268961","127.5168423,37.3783444","127.5233368,37.2572355",,"126.9761744,37.249973","127.2329554,37.5422719","128.8776213,36.0115193","127.2329554,37.5422719","127.3081345,37.4040236","127.309684,37.4002628","127.5233368,37.2572355",
"127.1280379,37.4267694","127.5175109,37.3783326","127.5232959,37.2561773",,"126.9762167,37.2498912","127.233031,37.5423325","128.8779112,36.0117278","127.233031,37.5423325","127.3085891,37.4029805","127.3100227,37.3994819","127.5232959,37.2561773",
"127.1281049,37.4267011","127.5181389,37.3783054","127.5233744,37.2549081",,"126.976254,37.2498751","127.2352131,37.5440563","128.8781697,36.0119141","127.2352131,37.5440563","127.3088801,37.4022995","127.3101409,37.3992035","127.5233744,37.2549081",
"127.128232,37.4266042","127.5189635,37.3782377","127.5235556,37.2536127",,"126.9762913,37.2498627","127.2356771,37.5444125","128.8784618,36.0121244","127.2356771,37.5444125","127.3092291,37.4014501","127.3102682,37.3989072","127.5235556,37.2536127",
"127.1283272,37.4265477","127.5195903,37.3781673","127.5237481,37.2525968",,"126.9763589,37.2498603","127.2357234,37.5444477","128.8801115,36.0133162","127.2357234,37.5444477","127.3094986,37.4007466","127.3105364,37.3982775","127.5237481,37.2525968",
"127.1284338,37.4264849","127.5205413,37.3780409","127.5237683,37.2525238",,"126.9764186,37.249875","127.2372122,37.5456787","128.8818618,36.0145491","127.2372122,37.5456787","127.3096021,37.4004772","127.3108047,37.3976046","127.5237683,37.2525238",
"127.1285881,37.4263619","127.5213975,37.3778957","127.5238483,37.2522435",,"126.9764388,37.2498913","127.2388693,37.5470164","128.8824351,36.0149707","127.2388693,37.5470164","127.309684,37.4002628","127.3112641,37.3964588","127.5238483,37.2522435",
"127.1286915,37.4262433","127.5220119,37.3777874","127.5241896,37.2510292",,"126.9764431,37.2499202","127.2391611,37.5471144","128.8827117,36.0151749","127.2391611,37.5471144","127.3100227,37.3994819","127.3115334,37.3958283","127.5241896,37.2510292",
"127.1287713,37.4261029","127.5226026,37.3776548","127.5245185,37.2499997",,"126.976419,37.2499858","127.2395337,37.5473775","128.8829499,36.0153443","127.2395337,37.5473775","127.3101409,37.3992035","127.3117469,37.3953653","127.5245185,37.2499997",
"127.1287931,37.4260444","127.5235208,37.3774599","127.5248531,37.2488621",,"126.9764121,37.2499993","127.2396037,37.5474281","128.883905,36.0160275","127.2396037,37.5474281","127.3102682,37.3989072","127.312224,37.3943475","127.5248531,37.2488621",
"127.1288099,37.4258524","127.5244684,37.3772704","127.524906,37.2486538",,"126.9763995,37.2500272","127.23971,37.5474825","128.8842624,36.016283","127.23971,37.5474825","127.3105364,37.3982775","127.3122399,37.3943124","127.524906,37.2486538",
"127.128823,37.4257128","127.5252172,37.3771432","127.5251897,37.2474594",,"126.9763365,37.2501658","127.2398468,37.5475341","128.884812,36.0166832","127.2398468,37.5475341","127.3108047,37.3976046","127.3128928,37.3929685","127.5251897,37.2474594",
"127.1289009,37.4252659","127.5253426,37.3771269","127.5251942,37.247399",,"126.9757745,37.251537","127.2399904,37.547566","128.8850739,36.0168749","127.2399904,37.547566","127.3112641,37.3964588","127.3137675,37.3910572","127.5251942,37.247399",
"127.1288785,37.4250045","127.5257198,37.3770773","127.5252571,37.246585",,"126.975895,37.2515664","127.2401206,37.5475807","128.8868604,36.0181362","127.2401206,37.5475807","127.3115334,37.3958283","127.3141149,37.3903574","127.5252571,37.246585",
"127.1288678,37.4248836","127.5258814,37.3770565","127.5252174,37.2458098",,"126.9765311,37.2517134","127.2402745,37.5475828","128.8869222,36.0181806","127.2402745,37.5475828","127.3117469,37.3953653","127.314316,37.3899106","127.5252174,37.2458098",
"127.1288466,37.4245951","127.5263873,37.3770014","127.5251563,37.2453637",,"126.9767371,37.2517612","127.2404489,37.547558","128.8871368,36.0183332","127.2404489,37.547558","127.312224,37.3943475","127.3144296,37.3896467","127.5251563,37.2453637",
"127.1288296,37.4243797","127.5264009,37.3769996","127.5250378,37.2448337",,"126.9773925,37.2518795","127.240662,37.5474827","128.8873245,36.0184698","127.240662,37.5474827","127.3122399,37.3943124","127.3145946,37.3891512","127.5250378,37.2448337",
"127.1287118,37.4230452","127.5270289,37.3769363","127.5247951,37.2440846",,"126.9774747,37.2518943","127.2408241,37.5474164","128.8882428,36.0191317","127.2408241,37.5474164","127.3128928,37.3929685","127.314696,37.3888043","127.5247951,37.2440846",
"127.128726,37.4222386","127.5280996,37.3768748","127.524785,37.2440612",,"126.9789068,37.2522242","127.2413119,37.5471417","128.888724,36.0194913","127.2413119,37.5471417","127.3137675,37.3910572","127.3147508,37.3885502","127.524785,37.2440612",
"127.1287247,37.4220394","127.5292257,37.3768772","127.524513,37.2434537",,"126.9792322,37.2522995","127.2418495,37.5468328","128.8894375,36.0199914","127.2418495,37.5468328","127.3141149,37.3903574","127.3148012,37.3882862","127.524513,37.2434537",
"127.1287241,37.4219312","127.5301463,37.3769248","127.5243551,37.2431455",,"126.9798705,37.2524474","127.2421625,37.5466829","128.8910118,36.0211082","127.2421625,37.5466829","127.314316,37.3899106","127.3148619,37.3879365","127.5243551,37.2431455",
"127.1287211,37.4216184","127.5314803,37.3770623","127.5241306,37.2427895",,"126.9802893,37.2525439","127.2424923,37.5465647","128.8915282,36.021507","127.2424923,37.5465647","127.3144296,37.3896467","127.3149207,37.3874499","127.5241306,37.2427895",
"127.1287194,37.4215183","127.5319005,37.3771073","127.5234064,37.2417972",,"126.9803355,37.252555","127.2427124,37.5464245","128.8916149,36.0215763","127.2427124,37.5464245","127.3145946,37.3891512","127.3150155,37.3865766","127.5234064,37.2417972",
"127.1287195,37.4214877","127.5328968,37.3772476","127.5233004,37.2416502",,"126.9808049,37.2526679","127.2435995,37.5458992","128.8922251,36.0220136","127.2435995,37.5458992","127.314696,37.3888043","127.315148,37.385524","127.5233004,37.2416502",
"127.1287185,37.4214607","127.5337202,37.3774196","127.5217304,37.2397035",,"126.980895,37.2526899","127.2440248,37.5456576","128.8927073,36.0223596","127.2440248,37.5456576","127.3147508,37.3885502","127.3153225,37.3839288","127.5217304,37.2397035",
"127.129043,37.4214346","127.5348024,37.3776455","127.5215285,37.2394521",,"126.980922,37.2526963","127.2446123,37.5453317","128.8948169,36.0238659","127.2446123,37.5453317","127.3148012,37.3882862","127.3154996,37.3826329","127.5215285,37.2394521",
"127.1293854,37.4214366","127.5350069,37.3776878","127.5213131,37.2391844",,"126.9810211,37.2527211","127.2446951,37.5452859","128.8950147,36.0240078","127.2446951,37.5452859","127.3148619,37.3879365","127.3154542,37.3822768","127.5213131,37.2391844",
"127.1294894,37.421445","127.5352599,37.3777409","127.5211169,37.238941",,"126.9810954,37.2527395","127.2447303,37.545268","128.8973278,36.0256595","127.2447303,37.545268","127.3149207,37.3874499","127.3155045,37.3810942","127.5211169,37.238941",
"127.1299502,37.4214943","127.536211,37.3779353","127.5210503,37.238859",,"126.9819847,37.2529579","127.2449491,37.5451711","128.8981368,36.0262243","127.2449491,37.5451711","127.3150155,37.3865766","127.3155486,37.3806319","127.5210503,37.238859",
"127.1305091,37.4216123","127.5377835,37.3782386","127.5186481,37.2358208",,"126.9820995,37.2529863","127.245169,37.5450814","128.8998872,36.0272415","127.245169,37.5450814","127.315148,37.385524","127.3155751,37.3803949","127.5186481,37.2358208",
"127.1308195,37.4216935","127.5395276,37.3785797","127.5182128,37.2352683",,"126.9821153,37.2529909","127.2453776,37.5449944","128.9015461,36.0280407","127.2453776,37.5449944","127.3153225,37.3839288","127.3155993,37.3801984","127.5182128,37.2352683",
"127.1313699,37.4219097","127.5407578,37.3788244","127.5178497,37.2347509",,"126.9822234,37.2530157","127.2455964,37.5449102","128.9018436,36.028168","127.2455964,37.5449102","127.3154996,37.3826329","127.3156177,37.3800632","127.5178497,37.2347509",
"127.1314026,37.4219224","127.541291,37.3789306","127.5176941,37.2345301",,"126.9821992,37.2530841","127.2459228,37.5447964","128.90284,36.0285926","127.2459228,37.5447964","127.3154542,37.3822768","127.3156396,37.379901","127.5176941,37.2345301",
"127.1316711,37.4220314","127.5463056,37.3798716","127.5174257,37.2341074",,"126.981749,37.2541052","127.2469779,37.5444436","128.9049055,36.0292869","127.2469779,37.5444436","127.3155045,37.3810942","127.3156419,37.3798839","127.5174257,37.2341074",
"127.1319226,37.4221332","127.5514818,37.3808916","127.5173535,37.2339776",,"126.981758,37.2541224","127.2480897,37.544071","128.9060934,36.0296192","127.2480897,37.544071","127.3155486,37.3806319","127.3157017,37.379445","127.5173535,37.2339776",
"127.1321242,37.422278","127.5528352,37.3811795","127.5170817,37.2334692",,"126.9823751,37.254245","127.2481327,37.5440557","128.9110924,36.0308812","127.2481327,37.5440557","127.3155751,37.3803949","127.3158295,37.3784798","127.5170817,37.2334692",
"127.1323825,37.4223852","127.5540057,37.3814584","127.5170546,37.2334143",,,"127.2493828,37.5436194","128.9119241,36.0310886","127.2493828,37.5436194","127.3155993,37.3801984","127.3159324,37.3775038","127.5170546,37.2334143",
"127.132484,37.422427","127.5564901,37.3821233","127.5170817,37.2334692",,,"127.249817,37.5434356","128.9136607,36.0315045","127.249817,37.5434356","127.3156177,37.3800632","127.3159763,37.3771081","127.5170817,37.2334692",
"127.1337292,37.4229401","127.55937,37.3828809","127.5173117,37.2336233",,,"127.2499995,37.5433494","128.9150656,36.0318657","127.2499995,37.5433494","127.3156396,37.379901","127.3160593,37.3763935","127.5173117,37.2336233",
"127.1379124,37.4247377","127.5610319,37.3833289","127.5174448,37.2338307",,,"127.2501639,37.5432741","128.915796,36.0320536","127.2501639,37.5432741","127.3156419,37.3798839","127.3161055,37.3759951","127.5174448,37.2338307",
"127.1393653,37.4253326","127.563582,37.3840135","127.5175485,37.2339938",,,"127.2507819,37.5429482","128.9171706,36.0323952","127.2507819,37.5429482","127.3157017,37.379445","127.3161494,37.3755634","127.5175485,37.2339938",
"127.1401519,37.4255675","127.5636747,37.3840387","127.5178429,37.2344526",,,"127.251239,37.5426859","128.9174972,36.0324761","127.251239,37.5426859","127.3158295,37.3784798","127.3161602,37.3753039","127.5178429,37.2344526",
"127.140555,37.4256598","127.5644012,37.3842294","127.5179286,37.234586",,,"127.2515611,37.542482","128.9213793,36.0334497","127.2515611,37.542482","127.3159324,37.3775038","127.3161652,37.374645","127.5179286,37.234586",
"127.1414968,37.4258294","127.5652824,37.3844615","127.5183752,37.2351844",,,"127.2521136,37.5421316","128.9215265,36.0334868","127.2521136,37.5421316","127.3159763,37.3771081","127.3161348,37.3741573","127.5183752,37.2351844",
"127.1418888,37.4258675","127.5661807,37.38469","127.5185026,37.235252",,,"127.25352,37.5412792","128.9221754,36.0336513","127.25352,37.5412792","127.3160593,37.3763935","127.3162069,37.3737545","127.5185026,37.235252",
"127.1423169,37.4259112","127.5670744,37.3848823","127.518542,37.2352664",,,"127.2538149,37.541114","128.9246371,36.0342603","127.2538149,37.541114","127.3161055,37.3759951","127.316273,37.37354","127.518542,37.2352664",
"127.1428457,37.4259407","127.5682358,37.3851034","127.5185916,37.2352781",,,"127.2540711,37.5410009","128.9299583,36.0355681","127.2540711,37.5410009","127.3161494,37.3755634","127.316341,37.3734329","127.5185916,37.2352781",
"127.1432854,37.4259331","127.5693667,37.3852587","127.5187653,37.235297",,,"127.2544847,37.5408558","128.9321413,36.0361046","127.2544847,37.5408558","127.3161602,37.3753039","127.3164611,37.3732771","127.5187653,37.235297",
"127.143585,37.4259177","127.5700705,37.3853313","127.5188915,37.2352501",,,"127.2549436,37.5407215","128.932624,36.0362241","127.2549436,37.5407215","127.3161652,37.374645","127.316717,37.3730125","127.5188915,37.2352501",
"127.1444025,37.4258364","127.5705789,37.3853833","127.5193345,37.2350779",,,"127.2553684,37.5406431","128.9345163,36.0367064","127.2553684,37.5406431","127.3161348,37.3741573","127.3170586,37.3727931","127.5193345,37.2350779",
"127.1452371,37.4257406","127.5714228,37.3854441","127.5196062,37.2349499",,,"127.2561294,37.5405437","128.9369071,36.037316","127.2561294,37.5405437","127.3162069,37.3737545","127.3173821,37.3726214","127.5196062,37.2349499",
"127.1464156,37.4255711","127.57274,37.3854991","127.5198328,37.2348155",,,"127.2562709,37.5405251","128.937449,36.0374483","127.2562709,37.5405251","127.316273,37.37354","127.3175844,37.372546","127.5198328,37.2348155",
"127.1467628,37.4255144","127.574012,37.3855119","127.5200875,37.2346433",,,"127.256656,37.5404556","128.9383097,36.037658","127.256656,37.5404556","127.316341,37.3734329","127.3179076,37.3724699","127.5200875,37.2346433",
"127.147774,37.425348","127.5743565,37.38549","127.5205361,37.2343079",,,"127.2567693,37.540426","128.9387613,36.0377752","127.2567693,37.540426","127.3164611,37.3732771","127.3180161,37.3724448","127.5205361,37.2343079",
"127.149003,37.4250218","127.5753708,37.3854398","127.520624,37.2342304",,,"127.2568361,37.5404091","128.9398544,36.0380667","127.2568361,37.5404091","127.316717,37.3730125","127.3183641,37.3723994","127.520624,37.2342304",
"127.1495272,37.4248232","127.5758746,37.3854143","127.5208754,37.2339923",,,"127.2571296,37.5403141","128.9408246,36.0383742","127.2571296,37.5403141","127.3170586,37.3727931","127.3186883,37.3723692","127.5208754,37.2339923",
"127.1502951,37.4244676","127.576244,37.3853888","127.5210241,37.2338445",,,"127.2573813,37.5401984","128.9412481,36.0385332","127.2573813,37.5401984","127.3173821,37.3726214","127.3194722,37.3723164","127.5210241,37.2338445",
"127.150797,37.4242158","127.5763863,37.385377","127.5211165,37.2337516",,,"127.2578405,37.5399514","128.9420366,36.0388582","127.2578405,37.5399514","127.3175844,37.372546","127.3211203,37.3722341","127.5211165,37.2337516",
"127.1515463,37.4237187","127.5769963,37.3853135","127.5212304,37.2336254",,,"127.2581514,37.539742","128.9427247,36.0392159","127.2581514,37.539742","127.3179076,37.3724699","127.3223537,37.3721729","127.5212304,37.2336254",
"127.1518139,37.4235347","127.5776739,37.3852202","127.5213679,37.2334424",,,"127.2582717,37.5396486","128.9427471,36.039231","127.2582717,37.5396486","127.3180161,37.3724448","127.3231919,37.3721318","127.5213679,37.2334424",
"127.1521543,37.4232572","127.5786543,37.3850474","127.5214287,37.2333523",,,"127.2585849,37.5394049","128.9430425,36.0394194","127.2585849,37.5394049","127.3183641,37.3723994","127.3232574,37.3721337","127.5214287,37.2333523",
"127.1522847,37.4231485","127.5800841,37.3848021","127.5214659,37.2332973",,,"127.2604312,37.5379548","128.9439747,36.0400158","127.2604312,37.5379548","127.3186883,37.3723692","127.3237023,37.3721461","127.5214659,37.2332973",
"127.1525582,37.4229005","127.5801948,37.3847831","127.5214907,37.2332603",,,"127.2606865,37.5377624","128.944799,36.0407244","127.2606865,37.5377624","127.3194722,37.3723164","127.3238729,37.3721598","127.5214907,37.2332603",
"127.1527274,37.4227469","127.5811706,37.3846094","127.5215729,37.2331088",,,"127.260775,37.5376959","128.9461997,36.0420498","127.260775,37.5376959","127.3211203,37.3722341","127.3244202,37.3723238","127.5215729,37.2331088",
"127.1535281,37.4218848","127.5823406,37.3844013","127.5216698,37.2329204",,,"127.2610903,37.5374883","128.946577,36.0424095","127.2610903,37.5374883","127.3223537,37.3721729","127.3246831,37.3724684","127.5216698,37.2329204",
"127.1536996,37.4217005","127.5827145,37.3843325","127.5217374,37.2327068",,,"127.2615281,37.5372116","128.9469498,36.0427665","127.2615281,37.5372116","127.3231919,37.3721318","127.3248995,37.3726301","127.5217374,37.2327068",
"127.1545787,37.4207594","127.5828071,37.3843144","127.521787,37.2325067",,,"127.2619941,37.5369574","128.9486101,36.0443871","127.2619941,37.5369574","127.3232574,37.3721337","127.3250742,37.372816","127.521787,37.2325067",
"127.1548172,37.420505","127.5842211,37.3840664","127.5218117,37.2323228",,,"127.2650322,37.5355087","128.9490171,36.0447861","127.2650322,37.5355087","127.3237023,37.3721461","127.325234,37.3730452","127.5218117,37.2323228",
"127.1564141,37.4187637","127.5868627,37.383603","127.5218241,37.2321984",,,"127.2655377,37.535279","128.9503577,36.0460987","127.2655377,37.535279","127.3238729,37.3721598","127.3256415,37.3736281","127.5218241,37.2321984",
"127.1566243,37.4185299","127.5880632,37.3834345","127.5218421,37.2320019",,,"127.2655853,37.5352575","128.9509978,36.04674","127.2655853,37.5352575","127.3244202,37.3723238","127.3258421,37.3738502","127.5218421,37.2320019",
"127.1575846,37.4175835","127.5882835,37.3834091","127.5218499,37.2319234",,,"127.2661158,37.5350169","128.9519494,36.0476661","127.2661158,37.5350169","127.3246831,37.3724684","127.3260721,37.3740182","127.5218499,37.2319234",
"127.158343,37.4168349","127.5888731,37.3833681","127.5219072,37.2310094",,,"127.2677945,37.534228","128.9529368,36.0485998","127.2677945,37.534228","127.3248995,37.3726301","127.3262931,37.3741546","127.5219072,37.2310094",
"127.1585189,37.4166659","127.590233,37.3832805","127.5219453,37.2304046",,,"127.2684564,37.533957","128.9541747,36.0496332","127.2684564,37.533957","127.3250742,37.372816","127.3267974,37.3744068","127.5219453,37.2304046",
"127.1590701,37.4162304","127.591244,37.3832689","127.5219498,37.2303703",,,"127.2689652,37.5337489","128.9550992,36.0502828","127.2689652,37.5337489","127.325234,37.3730452","127.3268764,37.3744322","127.5219498,37.2303703",
"127.1597404,37.4157005","127.5914631,37.383266","127.5220249,37.2290065",,,"127.2693109,37.5336072","128.9563993,36.0510747","127.2693109,37.5336072","127.3256415,37.3736281","127.3269859,37.3744666","127.5220249,37.2290065",
"127.160577,37.4151224","127.5924414,37.3832905","127.5220496,37.2283899",,,"127.2725374,37.5322416","128.9567645,36.0512506","127.2725374,37.5322416","127.3258421,37.3738502","127.3272308,37.3745345","127.5220496,37.2283899",
"127.1612546,37.4147079","127.5925792,37.3832967","127.5220777,37.2281195",,,"127.2734938,37.5318594","128.9576281,36.0516683","127.2734938,37.5318594","127.3260721,37.3740182","127.3274533,37.3745727","127.5220777,37.2281195",
"127.162707,37.4139026","127.5935405,37.3833636","127.5220844,37.22806",,,"127.2736582,37.5317931","128.9577569,36.051728","127.2736582,37.5317931","127.3262931,37.3741546","127.328901,37.374656","127.5220844,37.22806",
"127.1637318,37.4134161","127.5946714,37.3834654","127.5221058,37.2278562",,,"127.2737148,37.5317697","128.9586828,36.0521531","127.2737148,37.5317697","127.3267974,37.3744068","127.3306458,37.3747567","127.5221058,37.2278562",
"127.1643036,37.4131717","127.5950713,37.3835084","127.5221722,37.2274353",,,"127.2737545,37.5317536","128.9590047,36.0522718","127.2737545,37.5317536","127.3268764,37.3744322","127.3307972,37.3747659","127.5221722,37.2274353",
"127.1650643,37.4128673","127.5962496,37.3836228","127.5222082,37.2272739",,,"127.274142,37.5315966","128.9599097,36.0525844","127.274142,37.5315966","127.3269859,37.3744666","127.3334888,37.3747193","127.5222082,37.2272739",
"127.1662018,37.4124532","127.5978053,37.3837748","127.5222577,37.2271062",,,"127.2748447,37.5312987","128.9605492,36.0527632","127.2748447,37.5312987","127.3272308,37.3745345","127.3359668,37.3747164","127.5222577,37.2271062",
"127.16702,37.4121914","127.5984233,37.3838337","127.5222803,37.2270395",,,"127.2755166,37.5310521","128.9612743,36.0529536","127.2755166,37.5310521","127.3274533,37.3745727","127.3366897,37.374694","127.5222803,37.2270395",
"127.1689942,37.4116679","127.5992344,37.3838962","127.5222881,37.2270143",,,"127.2763153,37.5307742","128.9623955,36.0531896","127.2763153,37.5307742","127.328901,37.374656","127.3374634,37.3746933","127.5222881,37.2270143",
"127.1706534,37.4113345","127.6000037,37.383964","127.5223523,37.2268574",,,"127.2770686,37.5305692","128.9628309,36.0532619","127.2770686,37.5305692","127.3306458,37.3747567","127.3396038,37.3746484","127.5223523,37.2268574",
"127.1729507,37.4108163","127.6012001,37.3840712","127.5225123,37.2265735",,,"127.2778024,37.5304399","128.964132,36.0534398","127.2778024,37.5304399","127.3307972,37.3747659","127.3426806,37.3745876","127.5225123,37.2265735",
"127.174639,37.4102774","127.6013176,37.3840819","127.522625,37.2264067",,,"127.2784399,37.5303239","128.9646891,36.0534907","127.2784399,37.5303239","127.3334888,37.3747193","127.3445206,37.3745513","127.522625,37.2264067",
"127.1768505,37.4094659","127.603106,37.3842444","127.5226768,37.22634",,,"127.27904,37.5302565","128.9661739,36.0535744","127.27904,37.5302565","127.3359668,37.3747164","127.3488703,37.3744614","127.5226768,37.22634",
"127.1770893,37.4093773","127.6033489,37.3842667","127.5227028,37.2263066",,,"127.2797147,37.5301983","128.9679619,36.0536661","127.2797147,37.5301983","127.3366897,37.374694","127.3497254,37.3744436","127.5227028,37.2263066",
"127.1773405,37.4092861","127.6048639,37.3844024","127.5228616,37.226102",,,"127.2804901,37.5301655","128.9801748,36.0541361","127.2804901,37.5301655","127.3374634,37.3746933","127.3516726,37.3744019","127.5228616,37.226102",
"127.178398,37.4088139","127.6048944,37.3844033","127.5230442,37.2259036",,,"127.2814319,37.5301285","128.9827756,36.0542356","127.2814319,37.5301285","127.3396038,37.3746484","127.3548465,37.3743697","127.5230442,37.2259036",
"127.1799478,37.4081241","127.6068218,37.3845809","127.5231287,37.2258252",,,"127.2823023,37.5300904","128.9865319,36.0543802","127.2823023,37.5300904","127.3426806,37.3745876","127.3557636,37.37437","127.5231287,37.2258252",
"127.1825237,37.4068808","127.6080747,37.3846978","127.5232515,37.2257125",,,"127.2825785,37.5300882","128.9875396,36.05442","127.2825785,37.5300882","127.3445206,37.3745513","127.3568218,37.3744217","127.5232515,37.2257125",
"127.1838868,37.4062508","127.6086904,37.3847559","127.5232887,37.2256854",,,"127.2842184,37.5301273","128.9889172,36.0544714","127.2842184,37.5301273","127.3488703,37.3744614","127.3578167,37.3744761","127.5232887,37.2256854",
"127.185668,37.4053533","127.6105286,37.3849426","127.5241317,37.2250245",,,"127.2847141,37.530139","128.9977116,36.0547999","127.2847141,37.530139","127.3497254,37.3744436","127.3595671,37.374654","127.5241317,37.2250245",
"127.1884202,37.4040472","127.6113228,37.3850545","127.5241655,37.2249948",,,"127.2849936,37.5301458","128.9982069,36.0548046","127.2849936,37.5301458","127.3516726,37.3744019","127.3623292,37.3749385","127.5241655,37.2249948",
"127.1888978,37.4038529","127.6121499,37.3851835","127.5243706,37.2247955",,,"127.2854746,37.5301575","128.9986721,36.0548105","127.2854746,37.5301575","127.3548465,37.3743697","127.3643212,37.37514","127.5243706,37.2247955",
"127.1893709,37.4036603","127.6123375,37.3852104","127.5245486,37.22458",,,"127.2878818,37.530215","128.9999991,36.0548245","127.2878818,37.530215","127.3557636,37.37437","127.3659259,37.3753104","127.5245486,37.22458",
"127.1904006,37.4033052","127.6138053,37.38551","127.5245836,37.2245278",,,"127.288013,37.530218","129.0030502,36.0547836","127.288013,37.530218","127.3568218,37.3744217","127.3677508,37.3755044","127.5245836,37.2245278",
"127.1912545,37.4030857","127.6147794,37.385738","127.5247559,37.2242438",,,"127.289465,37.5302566","129.003109,36.054782","127.289465,37.5302566","127.3578167,37.3744761","127.3700951,37.3758099","127.5247559,37.2242438",
"127.1917895,37.4029546","127.6158451,37.3860426","127.5248506,37.2240454",,,"127.2897344,37.5302643","129.0040534,36.0547602","127.2897344,37.5302643","127.3595671,37.374654","127.3712468,37.3760284","127.5248506,37.2240454",
"127.1922622,37.4028585","127.6167538,37.3863274","127.5249508,37.2237732",,,"127.2910664,37.5303","129.0042187,36.0547554","127.2910664,37.5303","127.3623292,37.3749385","127.3724018,37.3762775","127.5249508,37.2237732",
"127.1927405,37.4027795","127.6175065,37.3865736","127.5250026,37.2235902",,,"127.291424,37.5303115","129.004991,36.0547331","127.291424,37.5303115","127.3643212,37.37514","127.3725678,37.3763191","127.5250026,37.2235902",
"127.1928999,37.4027529","127.6187058,37.3870231","127.5251523,37.223016",,,"127.2914557,37.5303124","129.005235,36.0547228","127.2914557,37.5303124","127.3659259,37.3753104","127.3735173,37.3765049","127.5251523,37.223016",
"127.193204,37.4027023","127.6196632,37.3874233","127.5252018,37.2227771",,,"127.2928805,37.5303573","129.0054447,36.0547139","127.2928805,37.5303573","127.3677508,37.3755044","127.3749997,37.376877","127.5252018,37.2227771",
"127.1937162,37.402618","127.6212663,37.3881716","127.5252345,37.2226184",,,"127.2933637,37.5303933","129.005489,36.0547115","127.2933637,37.5303933","127.3700951,37.3758099","127.3760746,37.3771269","127.5252345,37.2226184",
"127.1941774,37.4025633","127.6224138,37.3887734","127.525338,37.2222272",,,"127.2936375,37.530428","129.0056465,36.0547032","127.2936375,37.530428","127.3712468,37.3760284","127.3790599,37.3778051","127.525338,37.2222272",
"127.1943718,37.4025439","127.6227542,37.3889561","127.525427,37.2219586",,,"127.2938423,37.5304545","129.0065371,36.0546569","127.2938423,37.5304545","127.3724018,37.3762775","127.3794043,37.3778884","127.525427,37.2219586",
"127.1949393,37.4024859","127.6249997,37.3901571","127.5254833,37.221836",,,"127.293883,37.53046","129.0079289,36.0545763","127.293883,37.53046","127.3725678,37.3763191","127.3801133,37.3780613","127.5254833,37.221836",
"127.1952353,37.402475","127.6286519,37.3920866","127.525534,37.2217341",,,"127.2942586,37.5305166","129.0099869,36.0544485","127.2942586,37.5305166","127.3735173,37.3765049","127.3804972,37.3781554","127.525534,37.2217341",
"127.1953879,37.4024672","127.6295169,37.3925373","127.5256219,37.2215628",,,"127.2945132,37.5305657","129.0126374,36.0543556","127.2945132,37.5305657","127.3749997,37.376877","127.3818296,37.3784804","127.5256219,37.2215628",
"127.1965609,37.4024252","127.630322,37.3929339","127.525712,37.2214113",,,"127.2951059,37.5306839","129.0150375,36.0542955","127.2951059,37.5306839","127.3760746,37.3771269","127.3845519,37.3791149","127.525712,37.2214113",
"127.1974026,37.4024436","127.6314097,37.3934465","127.525961,37.2210832",,,"127.2974018,37.531317","129.0202693,36.0541545","127.2974018,37.531317","127.3790599,37.3778051","127.3857555,37.3793955","127.525961,37.2210832",
"127.1993006,37.4024863","127.6320496,37.3937333","127.5262348,37.2207857",,,"127.2987171,37.5316744","129.0227949,36.0540935","127.2987171,37.5316744","127.3794043,37.3778884","127.3894309,37.3802508","127.5262348,37.2207857",
"127.2016448,37.4025499","127.6345482,37.3947572","127.5265874,37.2204007",,,"127.2990474,37.5317669","129.0228826,36.0540915","127.2990474,37.5317669","127.3801133,37.3780613","127.3898193,37.3803305","127.5265874,37.2204007",
"127.2021679,37.4025683","127.634754,37.3948417","127.5266291,37.2203565",,,"127.3013987,37.5324135","129.0260296,36.0540163","127.3013987,37.5324135","127.3804972,37.3781554","127.3898566,37.3803377","127.5266291,37.2203565",
"127.2044185,37.40261","127.636443,37.3955049","127.5266415,37.220343",,,"127.3018195,37.5325287","129.0299095,36.0539507","127.3018195,37.5325287","127.3818296,37.3784804","127.3911676,37.3806211","127.5266415,37.220343",
"127.2054251,37.4026288","127.6389358,37.396352","127.5266742,37.2203069",,,"127.3023216,37.5326693","129.0308296,36.0539407","127.3023216,37.5326693","127.3845519,37.3791149","127.392621,37.3808333","127.5266742,37.2203069",
"127.2059628,37.402649","127.6402292,37.3968787","127.5268781,37.2200932",,,"127.3027141,37.5327736","129.0322034,36.0539087","127.3027141,37.5327736","127.3857555,37.3793955","127.3935268,37.3809252","127.5268781,37.2200932",
"127.2061605,37.4026577","127.6453771,37.3989042","127.5269548,37.2200139",,,"127.3041969,37.533169","129.0331344,36.0538869","127.3041969,37.533169","127.3894309,37.3802508","127.3943253,37.3809845","127.5269548,37.2200139",
"127.2065379,37.4026559","127.6458859,37.3991019","127.5270708,37.2198931",,,"127.3045668,37.5332679","129.0344593,36.0538546","127.3045668,37.5332679","127.3898193,37.3803305","127.395012,37.3810131","127.5270708,37.2198931",
"127.2067583,37.4026546","127.6460985,37.3991846","127.527375,37.2196316",,,"127.3051402,37.5334419","129.0350441,36.0538408","127.3051402,37.5334419","127.3898566,37.3803377","127.3953272,37.3810278","127.527375,37.2196316",
