0,1
"127.255847,37.4106875","127.1374367,37.4338482"
"127.2559991,37.410458","127.1376027,37.4338866"
"127.256066,37.4103869","127.1380186,37.433905"
"127.256142,37.4103041","127.1381588,37.4338982"
"127.2561919,37.4102619","127.1382991,37.4338662"
"127.2562372,37.4102223","127.1382493,37.4341076"
"127.2563934,37.4101316","127.1382206,37.434204"
"127.2564885,37.4100975","127.1381494,37.4344408"
"127.256562,37.4100814","127.1381093,37.4345435"
"127.2568324,37.4103227","127.1380979,37.4345759"
"127.2568538,37.4103416","127.1380864,37.4346083"
"127.2568797,37.4103561","127.1379893,37.43459"
"127.2572405,37.4106011","127.1379261,37.4345781"
"127.257306,37.4106247","127.1379238,37.4345771"
"127.2577825,37.4107483","127.1375477,37.4345075"
"127.2578367,37.410761","127.1374009,37.4344746"
"127.2577638,37.4109177","127.1367121,37.4343328"
"127.2576398,37.4111906","127.136676,37.4343254"
"127.2576307,37.4112113","127.1365224,37.4342961"
"127.2576068,37.4112635","127.1363869,37.434266"
"127.2575282,37.4114373","127.1360109,37.4341846"
"127.2574634,37.4115823","127.1357478,37.4341288"
"127.2573951,37.4117183","127.1355276,37.4340821"
"127.2573758,37.4117606","127.1352396,37.4340227"
"127.257361,37.4117894","127.1352114,37.4340163"
"127.257303,37.4119164","127.1351369,37.4339998"
"127.2571822,37.4122199","127.1350861,37.4339888"
"127.2571479,37.4123334","127.1349867,37.433966"
"127.2570999,37.412501","127.1349122,37.4339495"
"127.2570873,37.4125523","127.134876,37.4339449"
"127.2570816,37.4125901","127.1348478,37.4339412"
"127.2570769,37.4126289","127.1337489,37.4337494"
"127.2570687,37.412728","127.1336416,37.4337284"
"127.2570598,37.4130147","127.133173,37.4336368"
"127.2570551,37.4130985","127.1329437,37.4335919"
"127.2570407,37.4133535","127.1328094,37.4335654"
"127.2570241,37.4135924","127.1327247,37.4335498"
"127.2570213,37.4137402","127.1325993,37.4335241"
"127.2570074,37.4138709","127.1323926,37.4334856"
"127.2570072,37.4139195","127.1313402,37.4332759"
"127.2569778,37.4142665","127.1311087,37.4332284"
"127.2569696,37.4143737","127.1310522,37.4332192"
"127.2568157,37.4144158","127.1309845,37.4332072"
"127.2567649,37.4144265","127.130849,37.4331816"
"127.256637,37.4144758","127.1306322,37.433134"
"127.2562522,37.4146598","127.1304109,37.4330829"
"127.2558086,37.4148347","127.1294307,37.4328914"
"127.2556683,37.4148894","127.1293697,37.4328786"
"127.2550403,37.415135","127.1293629,37.4328768"
"127.2547518,37.4152543","127.1290581,37.4328109"
"127.2543727,37.4154095","127.1290129,37.4328009"
"127.2539212,37.4155942","127.1290375,37.4326351"
"127.2536304,37.4157135","127.129041,37.4326117"
"127.2533588,37.415822","127.1290527,37.4325297"
"127.2530884,37.4159296","127.1290866,37.432308"
"127.2522996,37.4162768","127.1291866,37.4315079"
"127.2518945,37.4164292","127.1292242,37.4312079"
"127.2518029,37.4164578","127.1292871,37.4306078"
"127.251744,37.4164856","127.1292942,37.4305375"
"127.2516897,37.4165144","127.1293038,37.4304366"
"127.2516048,37.4165602","127.1293205,37.4302545"
"127.2515368,37.4166033","127.1293252,37.4302077"
"127.2514394,37.4166662","127.1293299,37.4301798"
"127.2512978,37.4167578","127.1293543,37.4300392"
"127.2511438,37.4168638","127.1293543,37.4300383"
"127.2510203,37.4169618","127.1293708,37.4298996"
"127.2505647,37.4173512","127.129372,37.4298951"
"127.2503675,37.4175193","127.1293732,37.4298815"
"127.2503222,37.4175625","127.1293791,37.4298311"
"127.2500365,37.4178332","127.1294133,37.4295409"
"127.2500217,37.4178458","127.1294452,37.4292688"
"127.2499991,37.4178665","127.1294476,37.42924"
"127.2497803,37.4180607","127.1294488,37.4292121"
"127.2497611,37.4180769","127.1292725,37.4289907"
"127.2497554,37.4180823","127.1291613,37.4288362"
"127.2497123,37.418121","127.129077,37.428744"
"127.2496511,37.4181749","127.1289689,37.4286616"
"127.2496058,37.4182172","127.1288518,37.4285792"
"127.2495593,37.4182603","127.1286974,37.4284742"
"127.2495423,37.4182765","127.1285217,37.4283582"
"127.2494685,37.4183647","127.1283517,37.4282297"
"127.2499999,37.418639","127.1283438,37.4282225"
"127.2505111,37.4188717","127.1278947,37.4278371"
"127.2509602,37.4190809","127.127708,37.427649"
"127.2510403,37.419118","127.1276269,37.427592"
"127.2511655,37.4191759","127.1275435,37.4275538"
"127.2517364,37.4194665","127.1273946,37.4274966"
"127.2522731,37.4198372","127.126972,37.4274637"
"127.2526485,37.4201498","127.1266638,37.4273978"
"127.2530111,37.4205247","127.125701,37.4273632"
"127.2533476,37.4209652","127.1249996,37.4274827"
"127.253596,37.4213795","127.1247133,37.4275638"
"127.2536892,37.4215626","127.1243181,37.427714"
"127.2545445,37.4237205","127.1240809,37.4279097"
"127.2550231,37.4249492","127.1239263,37.4280769"
"127.2552002,37.4253876","127.1237871,37.4283415"
"127.2552148,37.4254228","127.1237133,37.4286297"
"127.2556274,37.4264422","127.1236845,37.4296535"
"127.2557463,37.4267372","127.123703,37.431606"
"127.2557721,37.4267913","127.1235501,37.4321157"
"127.2558383,37.4269465","127.1235552,37.4324411"
"127.2559055,37.4271242","127.1235546,37.4325646"
"127.2559178,37.4271522","127.1235522,37.4330378"
"127.2559313,37.4271865","127.1235456,37.4334614"
"127.2559638,37.4272677","127.1234353,37.4340334"
"127.2560108,37.4273976","127.1231352,37.4355035"
"127.2560769,37.4275798","127.1231235,37.4355837"
"127.2561453,37.4277665","127.1231082,37.4357008"
"127.2561677,37.4278305","127.1228217,37.4378407"
"127.256245,37.4280362","127.1227059,37.4388426"
"127.256318,37.4281806","127.1226846,37.4390309"
"127.256418,37.428362","127.1226826,37.4394284"
"127.2564663,37.4284459","127.1226868,37.4394879"
"127.2566687,37.4287762","127.1226962,37.4396331"
"127.2567846,37.4289243","127.1227069,37.4397719"
"127.2569468,37.4291247","127.1227132,37.4398504"
"127.2571731,37.429383","127.1228203,37.4403663"
"127.2572812,37.4295058","127.1228559,37.440489"
"127.2574705,37.4296874","127.1229992,37.4409825"
"127.2576893,37.4298555","127.1249997,37.4458148"
"127.2579418,37.4300462","127.1250456,37.4459096"
"127.2579869,37.4300769","127.1254582,37.4468294"
"127.2581054,37.4301574","127.1257404,37.4475874"
"127.2586523,37.4305344","127.1259623,37.4484354"
"127.2587629,37.4306076","127.1259767,37.4484923"
"127.2589467,37.4307297","127.1260146,37.4488394"
"127.2594768,37.4310805","127.1260254,37.4489377"
"127.2598942,37.431358","127.1260663,37.4493597"
"127.2602371,37.4315742","127.1260828,37.4501187"
"127.260448,37.4317269","127.1260477,37.4519483"
"127.2605698,37.4318101","127.126026,37.4531399"
"127.2609092,37.4320551","127.1259384,37.4539184"
"127.2609205,37.4320632","127.1258236,37.4549456"
"127.261022,37.4321391","127.1255965,37.4565006"
"127.2613624,37.4324499","127.1254878,37.4574377"
"127.2616542,37.4327551","127.1254077,37.4594592"
"127.2617116,37.4328165","127.1254123,37.4598847"
"127.262074,37.4333076","127.1254146,37.4601118"
"127.262237,37.4336","127.125417,37.4603128"
"127.2625366,37.4342911","127.1254488,37.4607321"
"127.2626203,37.4346401","127.1256279,37.4629139"
"127.2626668,37.4349457","127.1257437,37.4644124"
"127.262755,37.4356562","127.1257755,37.4655049"
"127.262906,37.4368688","127.1257432,37.4661015"
"127.2629248,37.4370158","127.1256982,37.4665025"
"127.2633747,37.4409494","127.1256244,37.4670224"
"127.2633869,37.4410495","127.1255799,37.4673287"
"127.2634739,37.4417743","127.1255437,37.4675494"
"127.2635497,37.4424749","127.1253502,37.4687071"
"127.2635869,37.4428499","127.1252476,37.469317"
"127.2638202,37.4430937","127.1252464,37.4693485"
"127.2642187,37.4436263","127.1252383,37.4698253"
"127.2642749,37.4437166","127.125253,37.4700471"
"127.2643627,37.4438574","127.1253114,37.4703609"
"127.2644088,37.443944","127.1253224,37.4704349"
"127.2646647,37.444507","127.125341,37.4705584"
"127.2647501,37.4446964","127.1255567,37.4712901"
"127.2649708,37.4453305","127.1257601,37.4717685"
"127.2650548,37.4455741","127.126064,37.4722959"
"127.2650806,37.445658","127.1264099,37.4727738"
"127.2651107,37.4457968","127.1264864,37.4728605"
"127.2652721,37.4458638","127.1268599,37.4732646"
"127.2656424,37.4460449","127.1269622,37.4733749"
"127.2660747,37.4462647","127.1273147,37.4736915"
"127.2662146,37.4463371","127.1274442,37.4738037"
"127.2671696,37.4468176","127.1281485,37.4743143"
"127.2681687,37.4472802","127.1281507,37.4743152"
"127.2689104,37.4476215","127.1285882,37.4745933"
"127.2694387,37.4478965","127.1286175,37.4746123"
"127.2698654,37.4480957","127.1289737,37.4748451"
"127.2706749,37.4484749","127.1296332,37.4752753"
"127.2710498,37.4486081","127.129977,37.475499"
"127.2711741,37.4486246","127.1311067,37.4762353"
"127.2713244,37.4486411","127.1316715,37.476604"
"127.2714624,37.4486333","127.1318597,37.4767262"
"127.2715744,37.4486164","127.1324391,37.4771391"
"127.2717497,37.4485825","127.1326814,37.4773111"
"127.2718995,37.4484079","127.1333447,37.4778819"
"127.2719871,37.4482332","127.1338748,37.4784298"
"127.2719865,37.4480583","127.1341636,37.4788011"
"127.2718739,37.4478995","127.1342255,37.4788806"
"127.2716369,37.4477575","127.1347643,37.4797025"
"127.2714494,37.4477075","127.1349928,37.480172"
"127.271099,37.4476825","127.1352052,37.4806945"
"127.2707246,37.4477494","127.1354337,37.481602"
"127.2701519,37.4479322","127.1354658,37.4817589"
"127.2698622,37.4480244","127.1355453,37.4821531"
"127.269448,37.4481552","127.1357677,37.4834012"
"127.2689365,37.4483165","127.1358412,37.4838675"
"127.2686029,37.4483537","127.1358456,37.4838981"
"127.2657408,37.4492747","127.1358654,37.4840181"
"127.264754,37.4495909","127.1362911,37.4865035"
"127.2625009,37.4502579","127.1365661,37.4878673"
"127.2619316,37.4504415","127.1368272,37.4888478"
"127.2612072,37.4506862","127.1368283,37.4888523"
"127.2608609,37.4508026","127.1368551,37.4889272"
"127.2600641,37.4510723","127.1369142,37.4890942"
"127.258983,37.4514803","127.1370717,37.4895129"
"127.2582482,37.4518186","127.1374073,37.49029"
"127.2576197,37.45214","127.137423,37.4903225"
"127.2572074,37.4523573","127.1381554,37.4918562"
"127.2563995,37.452891","127.1383032,37.4921649"
"127.2559871,37.4531714","127.1391632,37.4940009"
"127.2559474,37.4531984","127.1395439,37.4948133"
"127.2558114,37.4532909","127.1395629,37.4948539"
"127.2555235,37.453522","127.1404603,37.4966891"
"127.255129,37.4538547","127.1420826,37.4999993"
"127.2543247,37.4546435","127.1435428,37.5029286"
"127.2542033,37.454773","127.1441011,37.5040039"
"127.2539241,37.4551078","127.1445605,37.5047209"
"127.2534825,37.4556459","127.1446133,37.504804"
"127.25327,37.4559627","127.1450659,37.5055075"
"127.2528084,37.4567396","127.1451995,37.5057161"
"127.2521629,37.4580777","127.1452265,37.5057532"
"127.2520579,37.4583542","127.1456692,37.5064026"
"127.2518868,37.4588081","127.1471794,37.5086226"
"127.251687,37.4593999","127.1473155,37.5088114"
"127.2512248,37.4610241","127.1475413,37.5091501"
"127.2509228,37.4620718","127.1482995,37.5100916"
"127.2505739,37.4632744","127.148724,37.51053"
"127.250146,37.4647878","127.1492458,37.5109696"
"127.2500786,37.4649931","127.1498911,37.5113862"
"127.2499997,37.4652535","127.1504123,37.511723"
"127.2499242,37.4655102","127.1509,37.5119741"
"127.2491955,37.4680127","127.1513065,37.5121538"
"127.2491371,37.4682253","127.1518566,37.5123483"
"127.2491222,37.4682793","127.1524747,37.5125412"
"127.2490524,37.468527","127.1534241,37.5127667"
"127.2489254,37.468972","127.1558303,37.5131387"
"127.2485776,37.4701611","127.1563018,37.5132113"
"127.248279,37.4711962","127.1570153,37.5133252"
"127.248112,37.4717745","127.1610372,37.5139993"
"127.2479782,37.4721933","127.1612373,37.5140332"
"127.247873,37.4725392","127.1634287,37.5143901"
"127.2476744,37.4730913","127.1654244,37.5147167"
"127.2476139,37.4732553","127.1661379,37.5148295"
"127.2474429,37.4736524","127.1688433,37.5151319"
"127.2473233,37.4738991","127.1700365,37.5152777"
"127.2471241,37.4742908","127.1719307,37.5155425"
"127.2467369,37.475075","127.1744352,37.5160001"
"127.246465,37.4755414","127.1755229,37.5161996"
"127.246324,37.4757826","127.180855,37.5172516"
"127.2460283,37.476257","127.1830948,37.517693"
"127.245577,37.4769528","127.1845553,37.5180683"
"127.2443484,37.4787087","127.1845858,37.5180783"
"127.2439824,37.4792217","127.1863995,37.5186744"
"127.2434722,37.4799372","127.1872266,37.5189821"
"127.2430027,37.4806185","127.1877383,37.5192161"
"127.2426741,37.4811208","127.1887499,37.5197749"
"127.2422875,37.4817229","127.1894993,37.5202582"
"127.2419358,37.4823531","127.1901785,37.5207404"
"127.2415724,37.4831032","127.190783,37.5212593"
"127.2412142,37.4839965","127.1912057,37.5216534"
"127.2406358,37.4857385","127.191422,37.5219046"
"127.2403619,37.4867619","127.1917993,37.5223427"
"127.2399368,37.4883464","127.1920819,37.5226833"
"127.2395452,37.4897138","127.1921528,37.5227808"
"127.2394719,37.4899525","127.1926868,37.5236628"
"127.2393931,37.4901867","127.1929945,37.5242306"
"127.2392833,37.4905155","127.1934617,37.5251241"
"127.2390674,37.491118","127.1943703,37.5268292"
"127.2390503,37.4911558","127.1948592,37.5276597"
"127.2389101,37.4914719","127.1952963,37.5281593"
"127.2387096,37.4918645","127.1960116,37.5292662"
"127.2383874,37.4924812","127.1963614,37.5298079"
"127.238161,37.492852","127.196662,37.530208"
"127.2380187,37.4930852","127.1970373,37.5305992"
"127.2374219,37.4939221","127.197449,37.5309329"
"127.2370048,37.4944665","127.1978489,37.5311331"
"127.2361842,37.495549","127.1982625,37.531291"
"127.2355896,37.496404","127.1986491,37.5314082"
"127.2339369,37.4985996","127.1990371,37.531466"
"127.2336732,37.4989506","127.1993866,37.5315075"
"127.2333992,37.4993159","127.1997623,37.5315409"
"127.2329114,37.4999998","127.2014568,37.5314983"
"127.2324295,37.5006432","127.2025876,37.5314696"
"127.2316279,37.5017393","127.2030853,37.5315285"
"127.2302055,37.5037046","127.2040759,37.5314878"
"127.229647,37.5045263","127.2049599,37.5314521"
"127.2293082,37.5049933","127.2060014,37.5314042"
"127.2274234,37.5077408","127.2082745,37.531299"
"127.2260003,37.510155","127.2102318,37.5311975"
"127.2258215,37.5104574","127.2110254,37.5311598"
"127.2256472,37.5107752","127.2119242,37.5311079"
"127.2253875,37.5112658","127.2125616,37.5310743"
"127.2250743,37.5118158","127.2131118,37.5310161"
"127.224678,37.5124991","127.2135954,37.5309551"
"127.2244332,37.5129005","127.2140734,37.5308589"
"127.2237266,37.5139633","127.2145208,37.5307491"
"127.2228351,37.515161","127.2148495,37.5306363"
"127.221492,37.5172553","127.2151793,37.5305173"
"127.2214168,37.5173885","127.215661,37.5303291"
"127.2214123,37.5174002","127.21611,37.5301193"
"127.2210641,37.5182124","127.2162336,37.5300619"
"127.2208358,37.5190492","127.2164608,37.5298308"
"127.2206439,37.5201304","127.2168114,37.5296081"
"127.2205563,37.5220826","127.2170329,37.5294058"
"127.2205544,37.522289","127.2171498,37.5292998"
"127.2205245,37.5227161","127.2175499,37.5288491"
