0,1
"128.4842003,35.8559052","128.5820368,35.848358"
"128.4841995,35.8553976","128.5829881,35.8482827"
"128.4842222,35.8552576","128.5832307,35.8482932"
"128.4842579,35.8551906","128.5834343,35.8477125"
"128.4843244,35.8551081","128.583499,35.847583"
"128.4845744,35.8549077","128.5831891,35.8475966"
"128.4847817,35.854741","128.5830254,35.8476044"
"128.4848563,35.8546809","128.5829888,35.8476056"
"128.4849591,35.8545835","128.5827609,35.8476158"
"128.4849624,35.8544889","128.5823315,35.847635"
"128.4849663,35.854359","128.582015,35.8476496"
"128.4849761,35.8540731","128.5815402,35.8476728"
"128.4849642,35.8540101","128.5813289,35.8476828"
"128.4849581,35.8539651","128.581009,35.8476983"
"128.4848447,35.8537496","128.5804978,35.8477227"
"128.4847843,35.8536969","128.5801282,35.8477405"
"128.4844358,35.8535465","128.5802123,35.8479831"
"128.4843924,35.853527","128.580249,35.8480757"
"128.4839236,35.853319","128.5805081,35.8487279"
"128.4837911,35.8532687","128.5805998,35.8489579"
"128.4837928,35.853046","128.5806871,35.8491915"
"128.483782,35.8527089","128.5807834,35.8494286"
"128.4837603,35.8524783","128.5809243,35.8497745"
"128.4835191,35.852492","128.5809781,35.8499056"
"128.4834737,35.8524959","128.58101,35.8499729"
"128.482841,35.8526409","128.5812053,35.8504075"
"128.4820992,35.8527497","128.5812665,35.8505089"
"128.4813299,35.8528669","128.5815937,35.8510415"
"128.4812127,35.852885","128.5817625,35.8513158"
"128.4810624,35.8529078","128.5820334,35.8517768"
"128.4809386,35.8529251","128.582149,35.851975"
"128.4797325,35.853099","128.5822689,35.8521605"
"128.4792967,35.8531449","128.5823991,35.8523658"
"128.4789008,35.853186","128.5825601,35.8524013"
"128.4785025,35.8532172","128.5828922,35.8524705"
"128.4783718,35.8532174","128.5829999,35.8524911"
"128.478167,35.8532236","128.5831257,35.8525396"
"128.4780796,35.8532279","128.5832195,35.8525991"
"128.4777009,35.8532337","128.5832598,35.8526285"
"128.4774994,35.8532353","128.583299,35.8526579"
"128.476411,35.8532577","128.5833104,35.8526822"
"128.4758242,35.8532661","128.5833172,35.8526974"
"128.4754092,35.8532857","128.5833219,35.8527163"
"128.4752187,35.853289","128.5833246,35.8527524"
"128.4740761,35.85331","128.5833258,35.8528425"
"128.4739798,35.8533126","128.5833203,35.8529246"
"128.4738846,35.853317","128.583312,35.85305"
"128.4738591,35.8533181","128.5833103,35.8530852"
"128.4735105,35.8533335","128.5832957,35.853235"
"128.4734618,35.8533393","128.583284,35.8533505"
"128.4732914,35.8533506","128.5832762,35.8534308"
"128.4730505,35.8533931","128.5832625,35.8534778"
"128.4729235,35.8534239","128.583253,35.853513"
"128.4710894,35.8538616","128.5832394,35.8535744"
"128.4706135,35.8539754","128.5832311,35.853616"
"128.470247,35.8540703","128.5832182,35.8537243"
"128.4701367,35.8541091","128.5831825,35.8539509"
"128.4700333,35.8541685","128.583137,35.854266"
"128.4700419,35.8542361","128.5830314,35.8549719"
"128.4700516,35.854309","128.5830213,35.8550406"
"128.4700648,35.8543874","128.5830111,35.8551065"
"128.4702792,35.8557164","128.582924,35.8557825"
"128.4704755,35.8569157","128.582883,35.8561949"
"128.4705477,35.8576598","128.5828738,35.8562509"
"128.470677,35.8585513","128.5828574,35.8563448"
"128.4706517,35.8588364","128.5828523,35.8563764"
"128.4706791,35.8589976","128.5827299,35.8564154"
"128.4707364,35.8593352","128.5826913,35.8564283"
"128.470789,35.8596467","128.5824192,35.8565318"
