0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"126.9935489,37.7225467","127.4115871,37.6419996","128.5183939,36.0494351","129.2543453,35.3592391","128.5181313,36.041373","127.3771028,36.8132028","127.2479712,36.9770228","127.1326296,37.5787912","128.7794286,35.2280534","127.0274395,37.3132276","127.0467479,37.5368412","126.9677995,37.2346246","127.1077831,37.5295154","127.9866418,37.5201072","127.3074119,37.6323159","126.844926,37.6866802","126.844926,37.6866802","127.0434971,37.6036367","127.0467479,37.5368412","127.1326296,37.5787912","127.1077831,37.5295154","127.1033498,37.7427523","127.0719911,37.8241045","127.1241102,37.7834248","127.3074119,37.6323159","127.1077831,37.5295154"
"126.9943733,37.7226278","127.4115984,37.642005","128.518662,36.0496492","129.2542103,35.359819","128.517836,36.0417154","127.3770959,36.8133515","127.2477118,36.9769763","127.1322492,37.5787665","128.7803227,35.2277483","127.0278882,37.3131221","127.0481368,37.5364581","126.968022,37.234083","127.1077886,37.5293369","127.9865372,37.5203925","127.3079493,37.6322411","126.8437569,37.687429","126.8437569,37.687429","127.0436246,37.6037246","127.0481368,37.5364581","127.1322492,37.5787665","127.1077886,37.5293369","127.103681,37.7434231","127.0721668,37.8245774","127.1241271,37.7834474","127.3079493,37.6322411","127.1077886,37.5293369"
"126.9951762,37.7227087","127.4124821,37.6424104","128.5192248,36.0500744","129.2541111,35.3601657","128.5176493,36.0419586","127.3770867,36.8134579","127.2472974,36.9769033","127.1320986,37.5787598","128.7810664,35.2274564","127.0285791,37.3129076","127.0522853,37.5353102","126.9684463,37.2328923","127.107785,37.5291467","127.9863855,37.5207194","127.3085559,37.6321645","126.843164,37.6877862","126.843164,37.6877862","127.0438244,37.6038497","127.0522853,37.5353102","127.1320986,37.5787598","127.107785,37.5291467","127.1039146,37.7441035","127.072305,37.8248465","127.1244249,37.7838413","127.3085559,37.6321645","127.107785,37.5291467"
"126.9964784,37.7227639","127.4128956,37.6425729","128.5199994,36.0505664","129.2538906,35.3608108","128.5174141,36.0423158","127.3770855,36.8142305","127.2464477,36.9766635","127.1316763,37.5787422","128.7820352,35.2270115","127.0287929,37.312821","127.0555187,37.5344166","126.9685245,37.2326763","127.1077762,37.5291025","127.9861048,37.5212451","127.3098189,37.6319629","126.8421235,37.6883519","126.8421235,37.6883519","127.044775,37.6043915","127.0555187,37.5344166","127.1316763,37.5787422","127.1077762,37.5291025","127.1039855,37.74443","127.072664,37.8254553","127.1249991,37.7846021","127.3098189,37.6319629","127.1077762,37.5291025"
"126.9983857,37.7227963","127.4129636,37.6425991","128.5211949,36.0510719","129.253701,35.3613058","128.5173445,36.0424255","127.3770749,36.8145532","127.2463489,36.9766354","127.1307195,37.5787014","128.7825138,35.2267747","127.0293145,37.3126086","127.0571283,37.5340161","126.9691356,37.2310502","127.1077475,37.5289609","127.9858281,37.5216726","127.3098654,37.6319557","126.8417171,37.6885244","126.8417171,37.6885244","127.0451996,37.6046158","127.0571283,37.5340161","127.1307195,37.5787014","127.1077475,37.5289609","127.1040697,37.7448115","127.0728094,37.8256487","127.1253277,37.7849745","127.3098654,37.6319557","127.1077475,37.5289609"
"126.9986331,37.7227929","127.4134349,37.6428176","128.5222336,36.0514687","129.2536051,35.3615506","128.5170526,36.0429491","127.3771093,36.8147705","127.2461132,36.9765691","127.1300365,37.5787119","128.7828101,35.2266102","127.0297187,37.3123903","127.0571623,37.5340081","126.969177,37.2309414","127.1076548,37.5287326","127.9855037,37.5220859","127.3110899,37.6317594","126.8411547,37.6887638","126.8411547,37.6887638","127.0463989,37.6052414","127.0571623,37.5340081","127.1300365,37.5787119","127.1076548,37.5287326","127.1040816,37.744926","127.0730994,37.826013","127.1257931,37.7854771","127.3110899,37.6317594","127.1076548,37.5287326"
"126.9994469,37.7227504","127.4154618,37.6436663","128.5230169,36.0517686","129.2535101,35.3617891","128.5168496,36.0433898","127.377164,36.814903","127.246066,36.9765563","127.1295903,37.578715","128.7831151,35.2264402","127.0302046,37.3121028","127.0579398,37.5338263","126.9692334,37.2307713","127.1074379,37.5284443","127.9848092,37.5228423","127.3114085,37.6317094","126.8411421,37.6887691","126.8411421,37.6887691","127.047499,37.6058081","127.0579398,37.5338263","127.1295903,37.578715","127.1074379,37.5284443","127.1041281,37.7453669","127.0737143,37.8267678","127.1262984,37.7859492","127.3114085,37.6317094","127.1074379,37.5284443"
"126.9999999,37.7227049","127.4171896,37.6443643","128.5243735,36.0522781","129.2530028,35.3628603","128.5167532,36.043662","127.3772378,36.8150149","127.2445376,36.9760041","127.1294294,37.5787253","128.7840829,35.2258682","127.0307282,37.311748","127.0580645,37.5337925","126.9693732,37.2304501","127.1071743,37.5281938","127.9843213,37.5233346","127.3136965,37.631348","126.8410636,37.6888029","126.8410636,37.6888029","127.0485492,37.6063664","127.0580645,37.5337925","127.1294294,37.5787253","127.1071743,37.5281938","127.104142,37.7455229","127.0739524,37.827058","127.1267145,37.7863029","127.3136965,37.631348","127.1071743,37.5281938"
"127.0015411,37.7224961","127.4173279,37.6444185","128.5258372,36.0528245","129.2526336,35.3636509","128.5166726,36.0439584","127.3773721,36.8151773","127.2441358,36.9758698","127.1293569,37.5787277","128.7841841,35.2258049","127.031049,37.3115194","127.0585974,37.5336412","126.9694076,37.2303727","127.1070206,37.5279499","127.9834263,37.5242378","127.3144414,37.6312374","126.8405388,37.6890181","126.8405388,37.6890181","127.0487649,37.6064808","127.0585974,37.5336412","127.1293569,37.5787277","127.1070206,37.5279499","127.1041717,37.7459106","127.0743959,37.8275986","127.127398,37.7868053","127.3144414,37.6312374","127.1070206,37.5279499"
"127.0029293,37.7222586","127.4181119,37.6447246","128.5283022,36.0537031","129.2524957,35.363945","128.5165695,36.0444849","127.3776106,36.8153732","127.2433289,36.9755913","127.1286828,37.5787869","128.7851188,35.2252197","127.0312281,37.3113948","127.0587913,37.5335816","126.9695445,37.2301417","127.1066602,37.5276161","127.9823761,37.5252967","127.3149765,37.6311599","126.8393307,37.6894268","126.8393307,37.6894268","127.0496662,37.6069584","127.0587913,37.5335816","127.1286828,37.5787869","127.1066602,37.5276161","127.1041624,37.7461728","127.0749783,37.8282767","127.1276468,37.7870017","127.3149765,37.6311599","127.1066602,37.5276161"
"127.0035632,37.7221477","127.4189742,37.6450992","128.5283424,36.0537181","129.2519519,35.3650573","128.5164842,36.0451897","127.3782748,36.8157993","127.2431134,36.9755539","127.128438,37.5788087","128.7868868,35.2241127","127.0317313,37.3110453","127.0589137,37.5335433","126.9698106,37.2298003","127.1066568,37.5276125","127.9815462,37.5261302","127.3158347,37.6310296","126.8384083,37.6897164","126.8384083,37.6897164","127.0500897,37.6071835","127.0589137,37.5335433","127.128438,37.5788087","127.1066568,37.5276125","127.1041597,37.7462431","127.0752276,37.8285993","127.1277544,37.787075","127.3158347,37.6310296","127.1066568,37.5276125"
"127.0055964,37.7216632","127.4200867,37.6456075","128.5301186,36.0543862","129.2516589,35.3656566","128.5164908,36.0455268","127.3784988,36.8159384","127.2428392,36.9755668","127.1273353,37.5789693","128.7877724,35.2235551","127.0324796,37.3104848","127.0592335,37.5334498","126.9702045,37.2294172","127.1063504,37.5273365","127.9807321,37.5269484","127.3161601,37.6309814","126.8376043,37.6899516","126.8376043,37.6899516","127.0503528,37.6073233","127.0592335,37.5334498","127.1273353,37.5789693","127.1063504,37.5273365","127.1041401,37.7465107","127.0756394,37.8291164","127.1286176,37.7877339","127.3161601,37.6309814","127.1063504,37.5273365"
"127.0100929,37.7205111","127.421137,37.6461075","128.5303295,36.0544656","129.2504424,35.3681435","128.5165095,36.0457737","127.3786567,36.8160675","127.2426379,36.9756034","127.1272242,37.5789896","128.7879465,35.2234459","127.0326553,37.310353","127.060585,37.5330411","126.9704621,37.229166","127.1062977,37.5272399","127.980058,37.5277155","127.3166998,37.6308994","126.8369531,37.6900985","126.8369531,37.6900985","127.0505358,37.6074124","127.060585,37.5330411","127.1272242,37.5789896","127.1062977,37.5272399","127.1041273,37.7465828","127.0764261,37.8302512","127.1291018,37.7881185","127.3166998,37.6308994","127.1062977,37.5272399"
"127.0156248,37.7190594","127.4216695,37.6463783","128.5315757,36.0549345","129.2499991,35.3690695","128.516558,36.0461844","127.3787328,36.8161577","127.2424005,36.9757137","127.1266529,37.5790951","128.7884807,35.2231093","127.0335011,37.3097191","127.0607721,37.5329805","126.9706494,37.2289883","127.1062835,37.5271371","127.9795474,37.5284062","127.3168868,37.6308861","126.836045,37.6903025","126.836045,37.6903025","127.0507493,37.6075159","127.0607721,37.5329805","127.1266529,37.5790951","127.1062835,37.5271371","127.1040503,37.7469737","127.0773949,37.8317284","127.1295098,37.7885137","127.3168868,37.6308861","127.1062835,37.5271371"
"127.0185752,37.7183117","127.4224637,37.6467817","128.5323253,36.0552832","129.2496365,35.3698663","128.5166729,36.0466531","127.3787518,36.8161875","127.2422551,36.9758405","127.1256857,37.5793201","128.789274,35.2226248","127.0346396,37.3088249","127.060991,37.5329084","126.9707969,37.2288429","127.1063271,37.5270363","127.9791807,37.5291071","127.3170931,37.6308711","126.8337982,37.6908063","126.8337982,37.6908063","127.0509493,37.6076158","127.060991,37.5329084","127.1256857,37.5793201","127.1063271,37.5270363","127.1040165,37.747144","127.0776924,37.8321819","127.1301623,37.7892953","127.3170931,37.6308711","127.1063271,37.5270363"
"127.0212884,37.7175719","127.4234993,37.6473078","128.5330706,36.0557348","129.249294,35.3706223","128.5166868,36.0467035","127.3787921,36.8162488","127.2422096,36.9760063","127.1249995,37.5795162","128.7896236,35.2224254","127.0350874,37.308494","127.0614787,37.5327416","126.970874,37.2287829","127.1063864,37.5269563","127.9790401,37.5294159","127.3174241,37.6308527","126.8336891,37.69083","126.8336891,37.69083","127.051724,37.6080325","127.0614787,37.5327416","127.1249995,37.5795162","127.1063864,37.5269563","127.1038926,37.7475915","127.0784472,37.8333329","127.1306737,37.7899288","127.3174241,37.6308527","127.1063864,37.5269563"
"127.0229853,37.71712","127.4246991,37.647908","128.5334673,36.056019","129.2485818,35.3725556","128.5167464,36.0469293","127.3788357,36.81633","127.2421718,36.9762162","127.1237844,37.5799432","128.7901569,35.2221718","127.0358141,37.3079416","127.0618552,37.5326186","126.9712416,37.2282879","127.1064987,37.526899","127.9788323,37.530027","127.3175624,37.6308466","126.8330368,37.6909732","126.8330368,37.6909732","127.0519623,37.6081497","127.0618552,37.5326186","127.1237844,37.5799432","127.1064987,37.526899","127.1038072,37.7478544","127.0792994,37.8345572","127.1307379,37.7900245","127.3175624,37.6308466","127.1064987,37.526899"
"127.0280848,37.7158021","127.4249484,37.648029","128.5339254,36.0564072","129.2481064,35.374197","128.5169152,36.0473669","127.3788715,36.8164075","127.2422219,36.9763669","127.1231454,37.5802169","128.7905899,35.2219706","127.0358209,37.3079372","127.0620944,37.5325474","126.9713247,37.2281702","127.1066108,37.5268786","127.9787102,37.5305683","127.3178106,37.6308434","126.83094,37.6914327","126.83094,37.6914327","127.0528365,37.6086082","127.0620944,37.5325474","127.1231454,37.5802169","127.1066108,37.5268786","127.1036255,37.7482918","127.0801962,37.8357276","127.1311062,37.7906584","127.3178106,37.6308434","127.1066108,37.5268786"
"127.0298047,37.7152916","127.4253653,37.6482491","128.53446,36.0569543","129.2476779,35.3764751","128.5169244,36.0473902","127.3788938,36.8164797","127.2423338,36.9765086","127.1223644,37.5805777","128.791055,35.2217863","127.0372656,37.3069756","127.0624334,37.5324459","126.9714091,37.2280227","127.1067184,37.526879","127.9786435,37.5311211","127.3181313,37.6308403","126.8274102,37.6921887","126.8274102,37.6921887","127.0537152,37.6090739","127.0624334,37.5324459","127.1223644,37.5805777","127.1067184,37.526879","127.1036094,37.7483323","127.0806192,37.8362879","127.1312018,37.7908408","127.3181313,37.6308403","127.1067184,37.526879"
"127.0315469,37.7146505","127.4257143,37.6484206","128.5348089,36.0574039","129.2475617,35.3778273","128.5171257,36.047769","127.3789149,36.8166203","127.2425088,36.976592","127.121165,37.581249","128.7914962,35.2216156","127.0373993,37.306886","127.0624856,37.5324299","126.9714837,37.2278392","127.1068438,37.5269127","127.9786402,37.531488","127.318239,37.6308404","126.8254176,37.6926694","126.8254176,37.6926694","127.0546741,37.6095832","127.0624856,37.5324299","127.121165,37.581249","127.1068438,37.5269127","127.1034386,37.7486526","127.0809474,37.8367244","127.1314529,37.7915103","127.318239,37.6308404","127.1068438,37.5269127"
"127.0322921,37.7143326","127.4258027,37.6484567","128.5348452,36.0574604","129.2475375,35.378182","128.5172145,36.047935","127.3789236,36.8167817","127.2426727,36.9766221","127.1200797,37.5819792","128.7914973,35.2216147","127.0375148,37.306818","127.063328,37.5321671","126.971532,37.2277006","127.1069329,37.5269779","127.9786697,37.5320242","127.3184815,37.6308408","126.825197,37.6927223","126.825197,37.6927223","127.0561244,37.6103331","127.063328,37.5321671","127.1200797,37.5819792","127.1069329,37.5269779","127.1033881,37.7487462","127.0816673,37.8376454","127.1315858,37.7919587","127.3184815,37.6308408","127.1069329,37.5269779"
"127.0341428,37.7133971","127.4262741,37.6486499","128.5351002,36.0578548","129.2475148,35.3786637","128.5172577,36.0480158","127.3788658,36.8171233","127.2428727,36.9766216","127.1195932,37.5823309","128.7921521,35.2214031","127.0390437,37.3059162","127.0634233,37.5321368","126.9715619,37.2276105","127.1071669,37.5272491","127.9787266,37.5324331","127.3188283,37.6308567","126.8236299,37.6931829","126.8236299,37.6931829","127.0563864,37.6104711","127.0634233,37.5321368","127.1195932,37.5823309","127.1071669,37.5272491","127.103182,37.7490835","127.0818253,37.8378469","127.1317051,37.7924196","127.3188283,37.6308567","127.1071669,37.5272491"
"127.0348409,37.7129744","127.4270368,37.648891","128.5353437,36.0583062","129.2475119,35.3808762","128.5172622,36.0480248","127.3788452,36.8174045","127.2430987,36.9765599","127.1191098,37.5827251","128.7924815,35.2213229","127.0420673,37.3043334","127.0637725,37.5320263","126.9715897,37.2275034","127.107177,37.5272609","127.9789004,37.5332364","127.3189189,37.6308649","126.8221434,37.6937404","126.8221434,37.6937404","127.0576616,37.6111411","127.0637725,37.5320263","127.1191098,37.5827251","127.107177,37.5272609","127.1026971,37.7497714","127.082104,37.8382031","127.1318448,37.7931087","127.3189189,37.6308649","127.107177,37.5272609"
"127.0349036,37.7129359","127.4276453,37.6490663","128.5353874,36.0584212","129.2476902,35.3824576","128.5172804,36.0480535","127.3788749,36.8178075","127.2439994,36.9760246","127.1184724,37.5833332","128.7928198,35.2212427","127.0431372,37.3037498","127.064039,37.5319426","126.9716247,37.2273404","127.1077295,37.5278648","127.9792675,37.5345338","127.3190164,37.6308741","126.8215569,37.6939984","126.8215569,37.6939984","127.0588114,37.6117493","127.064039,37.5319426","127.1184724,37.5833332","127.1077295,37.5278648","127.1025189,37.7499709","127.0823364,37.8384977","127.1318479,37.79317","127.3190164,37.6308741","127.1077295,37.5278648"
"127.0355015,37.7125732","127.4279366,37.6491413","128.5355885,36.0589433","129.2478184,35.3833988","128.5176089,36.0485664","127.3789875,36.818216","127.2440433,36.9759994","127.1177034,37.5842195","128.793284,35.2211358","127.0439106,37.3032958","127.0642839,37.5318723","126.9716449,37.22719","127.1087468,37.5289778","127.9796187,37.5358267","127.319856,37.6309583","126.8206787,37.6944106","126.8206787,37.6944106","127.0598516,37.6123102","127.0642839,37.5318723","127.1177034,37.5842195","127.1087468,37.5289778","127.1024881,37.7499996","127.0826117,37.8388556","127.1318789,37.7937866","127.319856,37.6309583","127.1087468,37.5289778"
"127.0364154,37.7119225","127.4287118,37.6492995","128.5356281,36.0590863","129.2480197,35.384411","128.5176213,36.0485816","127.3791493,36.8186831","127.2443652,36.975809","127.1171847,37.5848857","128.7935929,35.2210757","127.0464531,37.3017642","127.0643961,37.5318438","126.9717116,37.2266828","127.1087536,37.5289841","127.9801061,37.5377014","127.3201132,37.6309875","126.8198355,37.6948249","126.8198355,37.6948249","127.061437,37.6132409","127.0643961,37.5318438","127.1171847,37.5848857","127.1087536,37.5289841","127.1023202,37.750191","127.0832649,37.8397133","127.1318841,37.7938767","127.3201132,37.6309875","127.1087536,37.5289841"
"127.0372203,37.7112974","127.4294871,37.6494081","128.5356911,36.0593147","129.2480304,35.3844469","128.5177928,36.0487902","127.3792598,36.8190177","127.2446805,36.9756231","127.1167076,37.5855935","128.7938931,35.2210265","127.0467272,37.3015886","127.0646625,37.531779","126.9717403,37.226444","127.109098,37.5293368","127.9801647,37.5381833","127.3201868,37.6309958","126.818155,37.6956363","126.818155,37.6956363","127.0618728,37.6134976","127.0646625,37.531779","127.1167076,37.5855935","127.109098,37.5293368","127.1020931,37.7504192","127.0835591,37.8401487","127.1318037,37.7949797","127.3201868,37.6309958","127.109098,37.5293368"
"127.0383155,37.7103355","127.4301355,37.6494472","128.5357609,36.0596423","129.2484671,35.3859606","128.5180747,36.0491331","127.3792754,36.8190646","127.2454244,36.9752244","127.1163764,37.5861341","128.7939205,35.2210226","127.0475992,37.3010583","127.0649729,37.5317324","126.9717559,37.2263125","127.1091127,37.5293512","127.9801819,37.5385682","127.3206479,37.6310749","126.8167764,37.6963061","126.8167764,37.6963061","127.0624375,37.6138161","127.0649729,37.5317324","127.1163764,37.5861341","127.1091127,37.5293512","127.1018386,37.7506653","127.0835783,37.8401776","127.1318024,37.7950085","127.3206479,37.6310749","127.1091127,37.5293512"
"127.0384273,37.7102296","127.430462,37.6494664","128.5358282,36.060115","129.2490041,35.3876829","128.5183939,36.0494351","127.3794249,36.8195164","127.2472745,36.9743161","127.1159674,37.5870251","128.7942625,35.2209703","127.0493495,37.3000662","127.0651857,37.5317251","126.9717689,37.226226","127.1094785,37.5297454","127.9801834,37.5388043","127.3213819,37.6312319","126.8158318,37.6967648","126.8158318,37.6967648","127.0628545,37.6140087","127.0651857,37.5317251","127.1159674,37.5870251","127.1094785,37.5297454","127.1016174,37.7508565","127.0837595,37.8404784","127.1317429,37.7960169","127.3213819,37.6312319","127.1094785,37.5297454"
"127.0395576,37.7090758","127.4309449,37.6494676","128.5358448,36.0604557","129.2497994,35.3900496","128.518662,36.0496492","127.3796616,36.8201999","127.2477043,36.9741359","127.1156209,37.5878938","128.7946453,35.2209265","127.0499868,37.2997324","127.065642,37.5316988","126.9717807,37.2261431","127.1096236,37.5299018","127.9801803,37.5388512","127.3214476,37.6312501","126.8145341,37.6973918","126.8145341,37.6973918","127.0633045,37.6141636","127.065642,37.5316988","127.1156209,37.5878938","127.1096236,37.5299018","127.101436,37.7510209","127.0838236,37.8406039","127.1317403,37.7960692","127.3214476,37.6312501","127.1096236,37.5299018"
"127.0400284,37.7085386","127.4310197,37.6494676","128.5358558,36.0607846","129.2499997,35.3906544","128.5192248,36.0500744","127.3797375,36.8204326","127.2480831,36.9740817","127.1153524,37.5887799","128.7950995,35.2208847","127.0505369,37.2994416","127.0658005,37.5316805","126.9717926,37.2260504","127.1097575,37.5300681","127.9801336,37.5395157","127.3222008,37.6314621","126.8136358,37.6978706","126.8136358,37.6978706","127.0635183,37.6142176","127.0658005,37.5316805","127.1153524,37.5887799","127.1097575,37.5300681","127.0987596,37.7530785","127.084008,37.8409624","127.1317173,37.7963656","127.3222008,37.6314621","127.1097575,37.5300681"
"127.0401552,37.708394","127.4317996,37.649469","128.5358327,36.062074","129.2503202,35.3917821","128.5199994,36.0505664","127.3797496,36.8205831","127.2484566,36.9739391","127.1151964,37.589605","128.7955472,35.2208519","127.0510121,37.2992162","127.0659591,37.5316531","126.9718221,37.2258684","127.1099961,37.5305277","127.9800715,37.539899","127.3229369,37.6317075","126.8135116,37.6979356","126.8135116,37.6979356","127.0641374,37.6143415","127.0659591,37.5316531","127.1151964,37.589605","127.1099961,37.5305277","127.0983241,37.7534258","127.0840832,37.8411249","127.131692,37.7968775","127.3229369,37.6317075","127.1099961,37.5305277"
"127.0409769,37.7072336","127.4333867,37.6494077","128.5357875,36.0635331","129.2507726,35.3932054","128.5211949,36.0510719","127.3797617,36.8207075","127.249524,36.9735835","127.1150738,37.5911955","128.7959426,35.2208369","127.0511185,37.2991671","127.0665395,37.5315047","126.9719098,37.2254181","127.1100685,37.5307623","127.9799013,37.5405397","127.3236242,37.6319663","126.8123967,37.6985285","126.8123967,37.6985285","127.0647871,37.6144665","127.0665395,37.5315047","127.1150738,37.5911955","127.1100685,37.5307623","127.0980493,37.7536421","127.0841582,37.8413325","127.1317409,37.7975509","127.3236242,37.6319663","127.1100685,37.5307623"
"127.0411246,37.7070161","127.4334808,37.6494032","128.5357373,36.0659749","129.2513958,35.3951915","128.5222336,36.0514687","127.3797491,36.8209077","127.2499997,36.9734223","127.1150808,37.6047923","128.7974799,35.220779","127.0512203,37.2991197","127.0668149,37.53143","126.9719421,37.2253128","127.1101321,37.5311492","127.9797725,37.5409214","127.3239322,37.6320893","126.8105011,37.6996468","126.8105011,37.6996468","127.0673098,37.6149688","127.0668149,37.53143","127.1150808,37.6047923","127.1101321,37.5311492","127.0952964,37.7557463","127.0842251,37.8415706","127.1317665,37.7978953","127.3239322,37.6320893","127.1101321,37.5311492"
"127.0417615,37.7060253","127.434042,37.6493765","128.5357496,36.066916","129.2514361,35.3953216","128.5230169,36.0517686","127.3796746,36.8211997","127.2504484,36.9732979","127.1150652,37.605187","128.7980397,35.2207468","127.0515869,37.2989498","127.0670145,37.5313758","126.9720297,37.2250274","127.1101428,37.5312718","127.9796285,37.5412438","127.323999,37.6321165","126.8094749,37.700342","126.8094749,37.700342","127.0678621,37.615079","127.0670145,37.5313758","127.1150652,37.605187","127.1101428,37.5312718","127.0928328,37.7576288","127.0842926,37.8418926","127.1318854,37.7986573","127.323999,37.6321165","127.1101428,37.5312718"
"127.0418796,37.7058193","127.4348276,37.6493391","128.5358098,36.067863","129.2520808,35.3973362","128.5243735,36.0522781","127.3796203,36.8215196","127.2510208,36.9731405","127.1149535,37.6079466","128.7983656,35.2207208","127.0518324,37.2988344","127.06847,37.5309782","126.9722474,37.224529","127.1102455,37.5324223","127.9793625,37.541774","127.3242571,37.6322124","126.8073753,37.7019097","126.8073753,37.7019097","127.068815,37.6152682","127.06847,37.5309782","127.1149535,37.6079466","127.1102455,37.5324223","127.0916036,37.7586115","127.0843155,37.8420595","127.1320389,37.7990778","127.3242571,37.6322124","127.1102455,37.5324223"
"127.0423743,37.7048748","127.4350691,37.6493284","128.5358364,36.0682829","129.2521835,35.3976557","128.5258372,36.0528245","127.3796085,36.8218766","127.2514087,36.9730484","127.1149072,37.6090199","128.7983985,35.2207177","127.0521368,37.2986914","127.0695922,37.5306713","126.9723957,37.2242773","127.110252,37.5324665","127.9789319,37.5425915","127.3256997,37.6327833","126.8067407,37.7024504","126.8067407,37.7024504","127.0714295,37.6157843","127.0695922,37.5306713","127.1149072,37.6090199","127.110252,37.5324665","127.09115,37.7589353","127.0843439,37.8422741","127.1322854,37.7997618","127.3256997,37.6327833","127.110252,37.5324665"
"127.0425848,37.704416","127.4361733,37.6492758","128.5358893,36.0686782","129.2530556,35.4004026","128.5283022,36.0537031","127.3796618,36.8222021","127.2518191,36.972951","127.1148505,37.6099022","128.7988583,35.2206812","127.0529568,37.298351","127.0706691,37.5303859","126.9724869,37.2241245","127.1103641,37.5331221","127.9783566,37.5437818","127.3270732,37.633318","126.8060579,37.7030458","126.8060579,37.7030458","127.0718596,37.6158687","127.0706691,37.5303859","127.1148505,37.6099022","127.1103641,37.5331221","127.0905491,37.7594046","127.084347,37.8423264","127.1335255,37.8025931","127.3270732,37.633318","127.1103641,37.5331221"
"127.0426434,37.7042855","127.4393203,37.6491693","128.5359239,36.0689412","129.2535272,35.401896","128.5283424,36.0537181","127.3796997,36.8223716","127.2522565,36.9728465","127.1148268,37.6105429","128.7993958,35.2206232","127.0531717,37.2982743","127.0715919,37.5301269","126.972537,37.2240571","127.1105718,37.5336636","127.9782539,37.5440192","127.3274118,37.6334492","126.8057889,37.7033056","126.8057889,37.7033056","127.0722444,37.6159522","127.0715919,37.5301269","127.1148268,37.6105429","127.1105718,37.5336636","127.0888514,37.7607299","127.0843467,37.8425877","127.1336007,37.8027582","127.3274118,37.6334492","127.1105718,37.5336636"
"127.0429619,37.7035909","127.4399154,37.6491408","128.536012,36.0696499","129.2539405,35.4031801","128.5301186,36.0543862","127.3797454,36.8225159","127.2528512,36.9727233","127.1148098,37.6107637","128.799931,35.2205624","127.0551773,37.2975941","127.0722097,37.5299489","126.9725654,37.2240175","127.1108214,37.5342026","127.9780231,37.5445709","127.3282373,37.6337578","126.8055027,37.7035806","126.8055027,37.7035806","127.0728125,37.616075","127.0722097,37.5299489","127.1148098,37.6107637","127.1108214,37.5342026","127.0877,37.7615831","127.0843008,37.8430563","127.1342964,37.8042782","127.3282373,37.6337578","127.1108214,37.5342026"
"127.0433682,37.7028273","127.4406988,37.6491042","128.536274,36.071","129.2542821,35.4042606","128.5303295,36.0544656","127.3797923,36.8226376","127.2559652,36.9721339","127.1147528,37.6114936","128.8021014,35.2202479","127.0559277,37.2973806","127.0740721,37.5294392","126.9728567,37.2236204","127.1111223,37.5346669","127.9778674,37.5451808","127.3285181,37.6338609","126.8050826,37.7039846","126.8050826,37.7039846","127.0734993,37.6162496","127.0740721,37.5294392","127.1147528,37.6114936","127.1111223,37.5346669","127.0872794,37.7618844","127.08422,37.8434886","127.1346167,37.8049795","127.3285181,37.6338609","127.1111223,37.5346669"
"127.0436402,37.7023173","127.4408665,37.6490962","128.5364746,36.0719854","129.2545312,35.4050341","128.5315757,36.0549345","127.3798638,36.822809","127.2571927,36.9719011","127.1145528,37.612479","128.8035747,35.2200327","127.0561108,37.2973407","127.0748851,37.5291852","126.9729603,37.2234785","127.1112261,37.534952","127.9778105,37.5454893","127.3290742,37.6340663","126.8042232,37.7049034","126.8042232,37.7049034","127.073937,37.6163909","127.0748851,37.5291852","127.1145528,37.612479","127.1112261,37.534952","127.0867743,37.7622621","127.0841065,37.8438559","127.1351517,37.8061502","127.3290742,37.6340663","127.1112261,37.534952"
"127.0436448,37.7023092","127.4420093,37.6490337","128.5365364,36.0722914","129.2547733,35.4057374","128.5323253,36.0552832","127.3799577,36.8229885","127.2576536,36.9718137","127.1145018,37.6127042","128.8040197,35.2199666","127.0564169,37.2972734","127.0749112,37.5291754","126.9730229,37.2233922","127.1117981,37.5355344","127.9777832,37.5456391","127.3290798,37.6340681","126.8031604,37.7061022","126.8031604,37.7061022","127.0758243,37.6170665","127.0749112,37.5291754","127.1145018,37.6127042","127.1117981,37.5355344","127.0862075,37.7627261","127.0839427,37.8442889","127.1359374,37.8078498","127.3290798,37.6340681","127.1117981,37.5355344"
"127.0436998,37.7022166","127.44305,37.6489657","128.5366867,36.0730825","129.2550358,35.4064169","128.5330706,36.0557348","127.3800069,36.823066","127.260464,36.9712831","127.1142584,37.6137697","128.8047126,35.2198726","127.0572269,37.297107","127.0773075,37.5283151","126.9730787,37.2233167","127.1119671,37.5356801","127.9776591,37.547134","127.3291784,37.634098","126.8029239,37.7063991","126.8029239,37.7063991","127.0762743,37.6172331","127.0773075,37.5283151","127.1142584,37.6137697","127.1119671,37.5356801","127.0856018,37.7632206","127.0837453,37.8446325","127.1366265,37.8093256","127.3291784,37.634098","127.1119671,37.5356801"
"127.0439383,37.7017957","127.4435,37.6489361","128.5368617,36.0739745","129.2552294,35.4068667","128.5334673,36.056019","127.3800383,36.823112","127.2625651,36.9708663","127.1142282,37.613903","128.8047181,35.2198716","127.0579036,37.2969644","127.0777757,37.5281626","126.9731003,37.2232862","127.1127559,37.5363487","127.9776275,37.5478525","127.3298874,37.6343136","126.8025405,37.706879","126.8025405,37.706879","127.0773746,37.6176327","127.0777757,37.5281626","127.1142282,37.613903","127.1127559,37.5363487","127.0850449,37.7637459","127.0834188,37.8450856","127.1370607,37.8102084","127.3298874,37.6343136","127.1127559,37.5363487"
