0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
"127.0805647,37.5274974","128.5376991,35.9402993","129.2281936,35.3077945","127.1414386,37.81454","127.5101317,36.5637983","128.7238276,35.278965","127.1358208,37.679188","127.0647117,37.7246363","127.1225501,37.4169541","128.5406871,36.0165997","127.1516333,37.639585","127.1225501,37.4169541","127.4234676,37.3790248","127.0542892,37.7058678","127.1275703,37.6363505","127.1318448,37.7931087","127.6444402,37.988208","127.1294294,37.5787253","127.1347684,37.6794272","128.1036615,37.4535248","127.1102374,37.4076408","127.1040206,37.4073966","129.096642,37.5509481","128.5046419,35.8139236","127.2515026,37.2453246","127.1943634,37.7225335","128.4644495,35.7955143","127.0289773,35.8169511","127.1254146,37.4601118","128.6330484,36.4808374","127.2879356,37.6286221","127.1773405,37.4092861","127.1430239,37.6150915","127.1035741,37.2897492","127.1409245,37.5773376","127.4692612,37.3092122","127.1349103,37.6830988","128.7238276,35.278965","127.9390619,37.4598132","127.1943634,37.7225335","127.1275703,37.6363505","127.2509089,37.6020403","128.7499994,35.267134","127.9390619,37.4598132","127.1566035,37.563918","127.1249998,37.4700246","127.1225501,37.4169541","127.1225501,37.4169541","127.2349249,37.5956915","127.1430239,37.6150915","127.2349249,37.5956915","127.4204032,37.3213339","127.2451227,37.5985496","127.1549933,37.6703585","127.6444402,37.988208","127.1414386,37.81454","127.6444402,37.988208","127.3815053,37.5118438","127.1516333,37.639585","127.6444402,37.988208","127.4204032,37.3213339","127.1124288,35.7232307","127.2323373,37.5625493","127.1409245,37.5773376","127.1943634,37.7225335","127.295242,37.4311235","127.9390619,37.4598132","127.1566035,37.563918","127.9390619,37.4598132","127.2323373,37.5625493","127.1138902,37.6211983","127.0647117,37.7246363","128.7238276,35.278965","127.2323373,37.5625493","127.0805647,37.5274974","128.0250534,35.077161","127.3189027,37.2477716","127.1566035,37.563918","127.1344743,37.6401992","127.1220216,37.7506551","127.4204032,37.3213339","127.1220216,37.7506551","127.4234676,37.3790248","127.1234839,37.4214135","127.4204032,37.3213339","127.1225501,37.4169541","127.1516333,37.639585","127.0647117,37.7246363","127.1516333,37.639585","127.1566035,37.563918","127.3189027,37.2477716","127.1220216,37.7506551"
"127.0808558,37.5274633","128.5377424,35.9403846","129.2285864,35.3088852","127.1419508,37.8148093","127.5102412,36.563681","128.7236748,35.2789657","127.1355015,37.6793132","127.0649781,37.7248824","127.1227741,37.4173523","128.5397614,36.0178491","127.1519874,37.6397258","127.1227741,37.4173523","127.4312443,37.3792225","127.0549748,37.7063634","127.1276634,37.636532","127.1318479,37.79317","127.6444508,37.9883658","127.1293569,37.5787277","127.1344632,37.6794542","128.104583,37.4546495","127.1109866,37.4076496","127.1045584,37.407402","129.0967879,37.5515797","128.5036133,35.8129269","127.2515342,37.2453238","127.1945502,37.7226241","128.4642131,35.7950898","127.0286362,35.8152854","127.125417,37.4603128","128.6323142,36.4807867","127.2879877,37.6286484","127.178398,37.4088139","127.1430121,37.614958","127.1035904,37.2883665","127.1404602,37.5775678","127.46947,37.3091581","127.1337028,37.6846526","128.7236748,35.2789657","127.9402123,37.4612493","127.1945502,37.7226241","127.1276634,37.636532","127.251564,37.6026483","128.7504994,35.2666951","127.9402123,37.4612493","127.1564946,37.5642079","127.1252289,37.4701272","127.1227741,37.4173523","127.1227741,37.4173523","127.2358103,37.5958179","127.1430121,37.614958","127.2358103,37.5958179","127.4208345,37.3211097","127.2463877,37.5989886","127.155095,37.670439","127.6444508,37.9883658","127.1419508,37.8148093","127.6444508,37.9883658","127.3820725,37.5109304","127.1519874,37.6397258","127.6444508,37.9883658","127.4208345,37.3211097","127.1124118,35.7228664","127.2334096,37.5615872","127.1404602,37.5775678","127.1945502,37.7226241","127.2954388,37.4306569","127.9402123,37.4612493","127.1564946,37.5642079","127.9402123,37.4612493","127.2334096,37.5615872","127.1142047,37.6217527","127.0649781,37.7248824","128.7236748,35.2789657","127.2334096,37.5615872","127.0808558,37.5274633","128.024996,35.0771098","127.3189647,37.2477843","127.1564946,37.5642079","127.1345123,37.6407663","127.1219415,37.7512254","127.4208345,37.3211097","127.1219415,37.7512254","127.4312443,37.3792225","127.1234993,37.4219309","127.4208345,37.3211097","127.1227741,37.4173523","127.1519874,37.6397258","127.0649781,37.7248824","127.1519874,37.6397258","127.1564946,37.5642079","127.3189647,37.2477843","127.1219415,37.7512254"
"127.0814085,37.5273986","128.5381622,35.9412077","129.2294721,35.3112788","127.142003,37.8148365","127.5103496,36.5635729","128.7207965,35.278983","127.1352972,37.6793613","127.0651215,37.7250038","127.1229115,37.4176772","128.5388185,36.0191492","127.1522804,37.6398429","127.1229115,37.4176772","127.431783,37.3792426","127.0551804,37.706512","127.1278014,37.6368182","127.1318789,37.7937866","127.6444129,37.988793","127.1286828,37.5787869","127.1344008,37.6794604","128.1058505,37.4561987","127.1121996,37.4077581","127.1051386,37.4075292","129.0969164,37.5521358","128.5025624,35.8120134","127.2522682,37.2453181","127.1946158,37.7226802","128.4639491,35.7942164","127.0283474,35.813949","127.1254488,37.4607321","128.6321287,36.480774","127.2887991,37.6290536","127.1799478,37.4081241","127.1429998,37.6149165","127.1035871,37.2881411","127.1403615,37.5776099","127.4702431,37.3089591","127.1330225,37.6855284","128.7207965,35.278983","127.9415838,37.4629532","127.1946158,37.7226802","127.1278014,37.6368182","127.2520995,37.6030856","128.7509811,35.2662736","127.9415838,37.4629532","127.1564076,37.5644042","127.125362,37.4701925","127.1229115,37.4176772","127.1229115,37.4176772","127.2363016,37.5959046","127.1429998,37.6149165","127.2363016,37.5959046","127.4213664,37.3208315","127.2472498,37.5993339","127.1552531,37.6705639","127.6444129,37.988793","127.142003,37.8148365","127.6444129,37.988793","127.3823583,37.5105242","127.1522804,37.6398429","127.6444129,37.988793","127.4213664,37.3208315","127.1124043,35.7225949","127.2334312,37.5615675","127.1403615,37.5776099","127.1946158,37.7226802","127.2955116,37.4304849","127.9415838,37.4629532","127.1564076,37.5644042","127.9415838,37.4629532","127.2334312,37.5615675","127.1144983,37.6221584","127.0651215,37.7250038","128.7207965,35.278983","127.2334312,37.5615675","127.0814085,37.5273986","128.0247447,35.0769134","127.3203027,37.247963","127.1564076,37.5644042","127.1347007,37.6411689","127.1218949,37.7514614","127.4213664,37.3208315","127.1218949,37.7514614","127.431783,37.3792426","127.1235033,37.4220472","127.4213664,37.3208315","127.1229115,37.4176772","127.1522804,37.6398429","127.0651215,37.7250038","127.1522804,37.6398429","127.1564076,37.5644042","127.3203027,37.247963","127.1218949,37.7514614"
"127.0816881,37.5273852","128.5386618,35.9419408","129.2299037,35.3124338","127.1427954,37.8151976","127.5103831,36.5635278","128.7200819,35.278992","127.1350203,37.6793992","127.0654943,37.7252854","127.1230869,37.4180924","128.5375868,36.0208494","127.1527102,37.6400452","127.1230869,37.4180924","127.4333847,37.3792544","127.0554718,37.7067276","127.1278564,37.6369319","127.1318841,37.7938767","127.6443581,37.9893158","127.128438,37.5788087","127.1336384,37.6795193","128.1062252,37.4566745","127.1130168,37.407923","127.1102374,37.4076408","129.0973301,37.5540175","128.5017621,35.81148","127.2526471,37.2453288","127.1949369,37.7229694","128.4638189,35.7937865","127.0282186,35.8134616","127.1256279,37.4629139","128.6320092,36.4807661","127.288824,37.6290636","127.1825237,37.4068808","127.1429695,37.6148714","127.1035873,37.2880996","127.1399473,37.5777871","127.4707352,37.3088583","127.1329106,37.6856767","128.7200819,35.278992","127.9418915,37.4633676","127.1949369,37.7229694","127.1278564,37.6369319","127.2524951,37.6033812","128.7515342,35.265781","127.9418915,37.4633676","127.1562726,37.5647102","127.1255019,37.4702615","127.1230869,37.4180924","127.1230869,37.4180924","127.236914,37.5960286","127.1429695,37.6148714","127.236914,37.5960286","127.4225905,37.3202401","127.2476818,37.5995448","127.1555301,37.6707386","127.6443581,37.9893158","127.1427954,37.8151976","127.6443581,37.9893158","127.3825952,37.5102378","127.1527102,37.6400452","127.6443581,37.9893158","127.4225905,37.3202401","127.1124009,35.7223695","127.2334425,37.5615567","127.1399473,37.5777871","127.1949369,37.7229694","127.2955674,37.4303272","127.9418915,37.4633676","127.1562726,37.5647102","127.9418915,37.4633676","127.2334425,37.5615567","127.1147876,37.6225316","127.0654943,37.7252854","128.7200819,35.278992","127.2334425,37.5615567","127.0816881,37.5273852","128.0244768,35.0767108","127.3206262,37.2480068","127.1562726,37.5647102","127.1347388,37.64126","127.121888,37.7514902","127.4225905,37.3202401","127.121888,37.7514902","127.4333847,37.3792544","127.1235058,37.4226646","127.4225905,37.3202401","127.1230869,37.4180924","127.1527102,37.6400452","127.0654943,37.7252854","127.1527102,37.6400452","127.1562726,37.5647102","127.3206262,37.2480068","127.121888,37.7514902"
"127.082442,37.52735","128.5393125,35.9427745","129.2310075,35.3154067","127.1430868,37.815312","127.5103641,36.5634205","128.7197972,35.278994","127.1348365,37.6794211","127.0656525,37.7253987","127.1232004,37.4184353","128.5372615,36.0212624","127.1529284,37.6401648","127.1232004,37.4184353","127.4334638,37.3792562","127.0555113,37.7067575","127.128653,37.6387867","127.1318037,37.7949797","127.6442984,37.9896314","127.1273353,37.5789693","127.1333933,37.6795564","128.1064668,37.45705","127.1136115,37.4080827","127.1109866,37.4076496","129.0975318,37.5549809","128.5015547,35.8113582","127.253461,37.2453792","127.1951155,37.723134","128.4637445,35.7933102","127.028066,35.8128813","127.1257437,37.4644124","128.6319075,36.4807626","127.2896244,37.6293742","127.1838868,37.4062508","127.1429368,37.6148244","127.1035997,37.2863744","127.1395274,37.577957","127.47126,37.3087322","127.1328535,37.6857523","128.7197972,35.278994","127.9426512,37.4642941","127.1951155,37.723134","127.128653,37.6387867","127.2528614,37.6036046","128.7520929,35.2652297","127.9426512,37.4642941","127.1561412,37.5649559","127.1256644,37.4703395","127.1232004,37.4184353","127.1232004,37.4184353","127.2379927,37.5962824","127.1429368,37.6148244","127.2379927,37.5962824","127.4229372,37.3200682","127.2480539,37.5997376","127.1556636,37.6708066","127.6442984,37.9896314","127.1430868,37.815312","127.6442984,37.9896314","127.3830734,37.5097939","127.1529284,37.6401648","127.6442984,37.9896314","127.4229372,37.3200682","127.1124135,35.722054","127.2334675,37.5615333","127.1395274,37.577957","127.1951155,37.723134","127.2959615,37.4292075","127.9426512,37.4642941","127.1561412,37.5649559","127.9426512,37.4642941","127.2334675,37.5615333","127.1151302,37.6229068","127.0656525,37.7253987","128.7197972,35.278994","127.2334675,37.5615333","127.082442,37.52735","128.0244746,35.076709","127.3217477,37.2481906","127.1561412,37.5649559","127.1348008,37.641344","127.1217349,37.7521288","127.4229372,37.3200682","127.1217349,37.7521288","127.4334638,37.3792562","127.1235205,37.4256104","127.4229372,37.3200682","127.1232004,37.4184353","127.1529284,37.6401648","127.0656525,37.7253987","127.1529284,37.6401648","127.1561412,37.5649559","127.3217477,37.2481906","127.1217349,37.7521288"
"127.0831742,37.5273661","128.5396619,35.943133","129.2318954,35.317738","127.1438116,37.8155684","127.5103361,36.5633403","128.7187396,35.2790029","127.1347684,37.6794272","127.0658491,37.7255427","127.1233204,37.4188575","128.5364744,36.0222582","127.1533285,37.6404039","127.1233204,37.4188575","127.4368003,37.3793338","127.0557711,37.7069505","127.1287651,37.6390466","127.1318024,37.7950085","127.6442463,37.9897864","127.1272242,37.5789896","127.1331899,37.6796315","128.1067784,37.4575442","127.1149244,37.4085413","127.1121996,37.4077581","129.0977775,37.5560429","128.50085,35.810944","127.2545612,37.245459","127.1961978,37.7242913","128.4637066,35.7928299","127.0278708,35.8123855","127.1257755,37.4655049","128.6313994,36.480744","127.2900048,37.6295074","127.185668,37.4053533","127.1428624,37.6147575","127.1035664,37.2845553","127.1392393,37.5780508","127.4725499,37.3083828","127.1328364,37.6857738","128.7187396,35.2790029","127.9433636,37.465245","127.1961978,37.7242913","127.1287651,37.6390466","127.2531667,37.6037783","128.7524958,35.2648324","127.9433636,37.465245","127.1561047,37.5650243","127.1258866,37.4704493","127.1233204,37.4188575","127.1233204,37.4188575","127.2387,37.5964742","127.1428624,37.6147575","127.2387,37.5964742","127.4237513,37.3196604","127.248332,37.5999013","127.1561072,37.670999","127.6442463,37.9897864","127.1438116,37.8155684","127.6442463,37.9897864","127.3834653,37.5095229","127.1533285,37.6404039","127.6442463,37.9897864","127.4237513,37.3196604","127.1124714,35.7215069","127.2335164,37.5614865","127.1392393,37.5780508","127.1961978,37.7242913","127.2966125,37.4271409","127.9433636,37.465245","127.1561047,37.5650243","127.9433636,37.465245","127.2335164,37.5614865","127.1155598,37.6233273","127.0658491,37.7255427","128.7187396,35.2790029","127.2335164,37.5614865","127.0831742,37.5273661","128.0239261,35.0763579","127.3222932,37.2482806","127.1561047,37.5650243","127.1348764,37.641402","127.1212873,37.7533045","127.4237513,37.3196604","127.1212873,37.7533045","127.4368003,37.3793338","127.1235157,37.4263378","127.4237513,37.3196604","127.1233204,37.4188575","127.1533285,37.6404039","127.0658491,37.7255427","127.1533285,37.6404039","127.1561047,37.5650243","127.3222932,37.2482806","127.1212873,37.7533045"
"127.0839368,37.5273994","128.5399869,35.9434827","129.2322958,35.3188186","127.1441553,37.8156812","127.5103071,36.5632997","128.7168365,35.2790193","127.1344632,37.6794542","127.0662224,37.7257397","127.1234125,37.4194221","128.5361998,36.0225644","127.153933,37.6408122","127.1234125,37.4194221","127.442196,37.3794708","127.0560364,37.7071678","127.1310804,37.6446016","127.1317429,37.7960169","127.6440319,37.9902211","127.1266529,37.5790951","127.1330045,37.6797426","128.1067933,37.4575685","127.115924,37.4090664","127.1130168,37.407923","129.0987497,37.5603747","128.5001743,35.8105466","127.2547877,37.2454793","127.1967305,37.7250228","128.4637223,35.7922041","127.0276682,35.8120051","127.1257432,37.4661015","128.6306492,36.4807412","127.2900251,37.6295146","127.1884202,37.4040472","127.1427618,37.6146995","127.1035619,37.2834745","127.1390725,37.5781062","127.4728942,37.308281","127.1322634,37.6865075","128.7168365,35.2790193","127.9438371,37.4659662","127.1967305,37.7250228","127.1310804,37.6446016","127.2536847,37.6040408","128.7527459,35.2645864","127.9438371,37.4659662","127.1560316,37.5651602","127.1259295,37.4704702","127.1234125,37.4194221","127.1234125,37.4194221","127.2391753,37.5966194","127.1427618,37.6146995","127.2391753,37.5966194","127.4240619,37.3195064","127.248479,37.5999873","127.157399,37.6714543","127.6440319,37.9902211","127.1441553,37.8156812","127.6440319,37.9902211","127.3836284,37.5094366","127.153933,37.6408122","127.6440319,37.9902211","127.4240619,37.3195064","127.1125645,35.7210059","127.2335743,37.5614299","127.1390725,37.5781062","127.1967305,37.7250228","127.2972873,37.4250238","127.9438371,37.4659662","127.1560316,37.5651602","127.9438371,37.4659662","127.2335743,37.5614299","127.1159491,37.6236368","127.0662224,37.7257397","128.7168365,35.2790193","127.2335743,37.5614299","127.0839368,37.5273994","128.0233616,35.0760664","127.3225896,37.2483298","127.1560316,37.5651602","127.1349634,37.6414608","127.1212666,37.7533567","127.4240619,37.3195064","127.1212666,37.7533567","127.442196,37.3794708","127.1235213,37.4270255","127.4240619,37.3195064","127.1234125,37.4194221","127.153933,37.6408122","127.0662224,37.7257397","127.153933,37.6408122","127.1560316,37.5651602","127.3225896,37.2483298","127.1212666,37.7533567"
"127.0840748,37.527408","128.5402999,35.9437577","129.2333222,35.3215068","127.1446408,37.8158449","127.5101461,36.5631392","128.7130645,35.2790518","127.1344008,37.6794604","127.0664974,37.7258696","127.1234611,37.4198702","128.5360423,36.0227388","127.1547112,37.6414175","127.1234611,37.4198702","127.4429404,37.3794901","127.056278,37.707367","127.1316268,37.6459716","127.1317403,37.7960692","127.6439446,37.9904114","127.1256857,37.5793201","127.1328656,37.6798585","128.1070756,37.4580817","127.1166615,37.4095745","127.1136115,37.4080827","129.0987498,37.5603774","128.4999993,35.8104498","127.2562813,37.2456113","127.1968861,37.725262","128.4637696,35.7919008","127.0274129,35.8115714","127.1256982,37.4665025","128.6306134,36.4807379","127.290349,37.6296278","127.1888978,37.4038529","127.1426498,37.6146658","127.1035729,37.2831068","127.1386483,37.5782446","127.4733682,37.3081414","127.1320466,37.6867764","128.7130645,35.2790518","127.9442872,37.4667333","127.1968861,37.725262","127.1316268,37.6459716","127.2541542,37.6042464","128.7532668,35.2640004","127.9442872,37.4667333","127.1556562,37.5657937","127.1264248,37.4706971","127.1234611,37.4198702","127.1234611,37.4198702","127.2412789,37.597264","127.1426498,37.6146658","127.2412789,37.597264","127.4249155,37.3190887","127.2491831,37.6004899","127.1578347,37.6716359","127.6439446,37.9904114","127.1446408,37.8158449","127.6439446,37.9904114","127.3840621,37.5092071","127.1547112,37.6414175","127.6439446,37.9904114","127.4249155,37.3190887","127.1126673,35.720568","127.2336232,37.5613822","127.1386483,37.5782446","127.1968861,37.725262","127.297521,37.4242743","127.9442872,37.4667333","127.1556562,37.5657937","127.9442872,37.4667333","127.2336232,37.5613822","127.1165453,37.6240642","127.0664974,37.7258696","128.7130645,35.2790518","127.2336232,37.5613822","127.0840748,37.527408","128.0229998,35.0759164","127.3227102,37.2483498","127.1556562,37.5657937","127.1350766,37.6415017","127.1203029,37.7557854","127.4249155,37.3190887","127.1203029,37.7557854","127.4429404,37.3794901","127.1235251,37.4274005","127.4249155,37.3190887","127.1234611,37.4198702","127.1547112,37.6414175","127.0664974,37.7258696","127.1547112,37.6414175","127.1556562,37.5657937","127.3227102,37.2483498","127.1203029,37.7557854"
"127.0850885,37.5274738","128.5407369,35.9441082","129.2334312,35.3218199","127.1456412,37.8161814","127.5100746,36.5631077","128.7126841,35.2790556","127.1336384,37.6795193","127.0668381,37.7260169","127.1234839,37.4214135","128.5352066,36.0235827","127.1554181,37.6419919","127.1234839,37.4214135","127.4469038,37.3796272","127.0564609,37.7075209","127.1317228,37.6462747","127.1317173,37.7963656","127.6439209,37.9904962","127.1249995,37.5795162","127.1327515,37.6800023","128.1071505,37.4582589","127.1175495,37.4102741","127.1149244,37.4085413","129.098949,37.5616491","128.4998242,35.8103493","127.2581604,37.245754","127.1973577,37.7262042","128.4638191,35.7916065","127.0273318,35.811434","127.1256244,37.4670224","128.6303182,36.480701","127.290957,37.629811","127.1893709,37.4036603","127.142549,37.6146493","127.1035749,37.2829247","127.137884,37.5784423","127.4740408,37.3079432","127.1313253,37.6876989","128.7126841,35.2790556","127.9446989,37.4675079","127.1973577,37.7262042","127.1317228,37.6462747","127.2548671,37.6045038","128.7540097,35.2630568","127.9446989,37.4675079","127.1554156,37.5661481","127.1265389,37.4707317","127.1234839,37.4214135","127.1234839,37.4214135","127.24146,37.5973212","127.142549,37.6146493","127.24146,37.5973212","127.4263857,37.3183677","127.2499999,37.6011658","127.1581187,37.6717647","127.6439209,37.9904962","127.1456412,37.8161814","127.6439209,37.9904962","127.3868009,37.5080984","127.1554181,37.6419919","127.6439209,37.9904962","127.4263857,37.3183677","127.1128301,35.7200591","127.2341674,37.5608643","127.137884,37.5784423","127.1973577,37.7262042","127.2977617,37.4234661","127.9446989,37.4675079","127.1554156,37.5661481","127.9446989,37.4675079","127.2341674,37.5608643","127.1181207,37.6251311","127.0668381,37.7260169","128.7126841,35.2790556","127.2341674,37.5608643","127.0850885,37.5274738","128.0226249,35.0757828","127.3236445,37.2485684","127.1554156,37.5661481","127.1353369,37.6415746","127.1199525,37.7570317","127.4263857,37.3183677","127.1199525,37.7570317","127.4469038,37.3796272","127.1235256,37.4275222","127.4263857,37.3183677","127.1234839,37.4214135","127.1554181,37.6419919","127.0668381,37.7260169","127.1554181,37.6419919","127.1554156,37.5661481","127.3236445,37.2485684","127.1199525,37.7570317"
"127.085756,37.5275167","128.5411624,35.9444318","129.2335732,35.3221866","127.147085,37.8167085","127.5094733,36.5628517","128.710847,35.2790713","127.1333933,37.6795564","127.0671541,37.7261307","127.1234993,37.4219309","128.5331365,36.0254325","127.1561158,37.6425988","127.1234993,37.4219309","127.4472732,37.3796399","127.0566719,37.7077164","127.1317529,37.6463712","127.131692,37.7968775","127.6439062,37.9905701","127.1237844,37.5799432","127.1326564,37.6801985","128.1073165,37.4586492","127.1181742,37.4109747","127.115924,37.4090664","129.0990432,37.5627195","128.4990874,35.8099326","127.2584727,37.2457798","127.1975895,37.7266934","128.4638778,35.7913346","127.0272366,35.8112542","127.1255799,37.4673287","128.6300053,36.480603","127.2919252,37.6300939","127.1904006,37.4033052","127.1424742,37.6146499","127.1035794,37.282081","127.1373897,37.5785589","127.4751976,37.3076172","127.1305833,37.6886457","128.710847,35.2790713","127.9449512,37.4680919","127.1975895,37.7266934","127.1317529,37.6463712","127.2551059,37.6045809","128.7542476,35.2627297","127.9449512,37.4680919","127.1552492,37.5663748","127.1267489,37.4707837","127.1234993,37.4219309","127.1234993,37.4219309","127.2416048,37.5973702","127.1424742,37.6146499","127.2416048,37.5973702","127.4267877,37.3181831","127.2504041,37.6015579","127.1590014,37.6721656","127.6439062,37.9905701","127.147085,37.8167085","127.6439062,37.9905701","127.3870228,37.5080085","127.1561158,37.6425988","127.6439062,37.9905701","127.4267877,37.3181831","127.1130717,35.7194657","127.2348165,37.5601248","127.1373897,37.5785589","127.1975895,37.7266934","127.297993,37.4227707","127.9449512,37.4680919","127.1552492,37.5663748","127.9449512,37.4680919","127.2348165,37.5601248","127.1187452,37.625554","127.0671541,37.7261307","128.710847,35.2790713","127.2348165,37.5601248","127.085756,37.5275167","128.0220874,35.0756165","127.3242338,37.2487414","127.1552492,37.5663748","127.1354989,37.6415832","127.1197746,37.7576368","127.4267877,37.3181831","127.1197746,37.7576368","127.4472732,37.3796399","127.1235275,37.4278106","127.4267877,37.3181831","127.1234993,37.4219309","127.1561158,37.6425988","127.0671541,37.7261307","127.1561158,37.6425988","127.1552492,37.5663748","127.3242338,37.2487414","127.1197746,37.7576368"
"127.0863623,37.5275747","128.5412621,35.9445076","129.2337811,35.3227498","127.1479537,37.8170635","127.5088743,36.5625984","128.70869,35.2790902","127.1331899,37.6796315","127.0673308,37.7261872","127.1235033,37.4220472","128.5312617,36.0271165","127.1581866,37.6443543","127.1235033,37.4220472","127.4488782,37.3796758","127.056876,37.7079254","127.131924,37.6470739","127.1317409,37.7975509","127.6438973,37.9906891","127.1231454,37.5802169","127.1326225,37.680394","128.107357,37.4587635","127.1187489,37.411741","127.1166615,37.4095745","129.0990718,37.5635266","128.4977874,35.8091825","127.2586339,37.2457928","127.197918,37.7273882","128.4639669,35.7910166","127.0271404,35.8110411","127.1255437,37.4675494","128.6295916,36.4803996","127.2924382,37.6302282","127.1912545,37.4030857","127.1422871,37.6146908","127.1035994,37.2784665","127.1373568,37.5785669","127.4769164,37.3071984","127.1295103,37.690024","128.70869,35.2790902","127.9451622,37.4685832","127.197918,37.7273882","127.131924,37.6470739","127.2553085,37.6046409","128.754862,35.2617983","127.9451622,37.4685832","127.1550704,37.5666005","127.1271298,37.4708363","127.1235033,37.4220472","127.1235033,37.4220472","127.2451227,37.5985496","127.1422871,37.6146908","127.2451227,37.5985496","127.4274291,37.3178581","127.2509089,37.6020403","127.1595511,37.6724665","127.6438973,37.9906891","127.1479537,37.8170635","127.6438973,37.9906891","127.3875323,37.5077999","127.1581866,37.6443543","127.6438973,37.9906891","127.4274291,37.3178581","127.1134166,35.7188032","127.2352668,37.5595823","127.1373568,37.5785669","127.197918,37.7273882","127.2981264,37.4223373","127.9451622,37.4685832","127.1550704,37.5666005","127.9451622,37.4685832","127.2352668,37.5595823","127.118857,37.6256301","127.0673308,37.7261872","128.70869,35.2790902","127.2352668,37.5595823","127.0863623,37.5275747","128.0215867,35.0755249","127.3245437,37.2488329","127.1550704,37.5666005","127.1357244,37.6415993","127.1196088,37.7583221","127.4274291,37.3178581","127.1196088,37.7583221","127.4488782,37.3796758","127.1235324,37.4288734","127.4274291,37.3178581","127.1235033,37.4220472","127.1581866,37.6443543","127.0673308,37.7261872","127.1581866,37.6443543","127.1550704,37.5666005","127.3245437,37.2488329","127.1196088,37.7583221"
"127.0865895,37.5276223","128.542337,35.9452249","129.2340171,35.3232945","127.1486814,37.817419","127.5082496,36.562283","128.7057954,35.2791182","127.1330045,37.6797426","127.0676412,37.7262704","127.1235058,37.4226646","128.5303446,36.0280196","127.1590232,37.6450886","127.1235058,37.4226646","127.4511451,37.3797408","127.0570472,37.7081234","127.131978,37.6474013","127.1317665,37.7978953","127.6439226,37.9908251","127.1223644,37.5805777","127.1326316,37.6806266","128.1075479,37.4593006","127.1188814,37.4119153","127.1175495,37.4102741","129.0990373,37.5646663","128.4976347,35.8090954","127.2597961,37.2458862","127.1986787,37.7292505","128.4641115,35.7906223","127.0269863,35.8107041","127.1253502,37.4687071","128.6293727,36.4802412","127.2936964,37.6305585","127.1917895,37.4029546","127.1421996,37.614741","127.103592,37.2779572","127.1370269,37.5786416","127.4774219,37.3070876","127.1281332,37.6916511","128.7057954,35.2791182","127.9454873,37.469441","127.1986787,37.7292505","127.131978,37.6474013","127.2555473,37.6047089","128.7552131,35.2611788","127.9454873,37.469441","127.1549713,37.5667246","127.127599,37.4708603","127.1235058,37.4226646","127.1235058,37.4226646","127.2463877,37.5989886","127.1421996,37.614741","127.2463877,37.5989886","127.4307871,37.3161583","127.251564,37.6026483","127.1602591,37.6728768","127.6439226,37.9908251","127.1486814,37.817419","127.6439226,37.9908251","127.3881991,37.5075427","127.1590232,37.6450886","127.6439226,37.9908251","127.4307871,37.3161583","127.1140859,35.7177947","127.2353146,37.5595247","127.1370269,37.5786416","127.1986787,37.7292505","127.2984839,37.421332","127.9454873,37.469441","127.1549713,37.5667246","127.9454873,37.469441","127.2353146,37.5595247","127.1193211,37.6259453","127.0676412,37.7262704","128.7057954,35.2791182","127.2353146,37.5595247","127.0865895,37.5276223","128.0207742,35.0753913","127.3252636,37.2490774","127.1549713,37.5667246","127.1359115,37.6415998","127.1194893,37.7590383","127.4307871,37.3161583","127.1194893,37.7590383","127.4511451,37.3797408","127.1235501,37.4321157","127.4307871,37.3161583","127.1235058,37.4226646","127.1590232,37.6450886","127.0676412,37.7262704","127.1590232,37.6450886","127.1549713,37.5667246","127.3252636,37.2490774","127.1194893,37.7590383"
