0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
"128.3491498,37.5620207",,,,"129.1680499,36.0833327",,,,,,,,,,,,,,,"129.1035324,37.5308645",,,,"127.2508659,35.8090315",,,,,,"127.260995,36.5859336",,,,,,,,,,,,,,,,,,,,,,,"127.6407868,38.0334166",,,,,,,,,,,,,,,,"128.048676,38.0410504",,,,"127.3751999,35.0145491",,"128.0681883,37.9483277",,,,,,,,,,,,,,,,,
"128.3497521,37.5621164",,,,"129.1689616,36.0838582",,,,,,,,,,,,,,,"129.103315,37.5309675",,,,"127.2505734,35.8094754",,,,,,"127.2607991,36.5856492",,,,,,,,,,,,,,,,,,,,,,,"127.640761,38.0336275",,,,,,,,,,,,,,,,"128.0486571,38.0411145",,,,"127.3749993,35.0145913",,"128.0683318,37.9484857",,,,,,,,,,,,,,,,,
"128.3502011,37.5621763",,,,"129.1695434,36.0841629",,,,,,,,,,,,,,,"129.1029136,37.5310883",,,,"127.2502849,35.8100428",,,,,,"127.2607368,36.585558",,,,,,,,,,,,,,,,,,,,,,,"127.6407535,38.0338844",,,,,,,,,,,,,,,,"128.0486371,38.0411831",,,,"127.3747109,35.0146505",,"128.0689919,37.9492197",,,,,,,,,,,,,,,,,
"128.3510708,37.5622845",,,,"129.1700745,36.0844413",,,,,,,,,,,,,,,,,,,"127.2499994,35.8107256",,,,,,"127.2607145,36.5855228",,,,,,,,,,,,,,,,,,,,,,,"127.6407595,38.0340214",,,,,,,,,,,,,,,,"128.0485812,38.0413257",,,,"127.3746747,35.0146577",,"128.0691711,37.9494325",,,,,,,,,,,,,,,,,
"128.3514618,37.5623177",,,,"129.1705151,36.0846353",,,,,,,,,,,,,,,,,,,"127.2498408,35.8111653",,,,,,"127.2606333,36.5853938",,,,,,,,,,,,,,,,,,,,,,,"127.6407974,38.0347883",,,,,,,,,,,,,,,,"128.0485767,38.0413366",,,,"127.3729117,35.0150246",,"128.0693471,37.949666",,,,,,,,,,,,,,,,,
"128.3516375,37.5623327",,,,"129.1716451,36.0851342",,,,,,,,,,,,,,,,,,,"127.2496867,35.8116248",,,,,,"127.260539,36.5851709",,,,,,,,,,,,,,,,,,,,,,,"127.6408325,38.0352425",,,,,,,,,,,,,,,,"128.0483743,38.0418494",,,,"127.3723514,35.0151359",,"128.0694115,37.9497504",,,,,,,,,,,,,,,,,
"128.3524486,37.5623674",,,,"129.172799,36.0855508",,,,,,,,,,,,,,,,,,,"127.2495351,35.8123133",,,,,,"127.2604747,36.5849995",,,,,,,,,,,,,,,,,,,,,,,"127.6408547,38.0355336",,,,,,,,,,,,,,,,"128.0483054,38.042249",,,,"127.3681127,35.0159781",,"128.0696751,37.9501394",,,,,,,,,,,,,,,,,
"128.3532988,37.5623559",,,,"129.1735431,36.0857631",,,,,,,,,,,,,,,,,,,"127.2494868,35.8125332",,,,,,"127.2602617,36.5844915",,,,,,,,,,,,,,,,,,,,,,,"127.6408733,38.035712",,,,,,,,,,,,,,,,"128.0482874,38.0424239",,,,"127.3655634,35.0164983",,"128.069697,37.9501753",,,,,,,,,,,,,,,,,
"128.3540876,37.5623258",,,,"129.1748762,36.0860951",,,,,,,,,,,,,,,,,,,"127.2494765,35.812636",,,,,,"127.2600742,36.5840079",,,,,,,,,,,,,,,,,,,,,,,"127.6409255,38.0361978",,,,,,,,,,,,,,,,"128.0482946,38.0426339",,,,"127.363808,35.0168669",,"128.0698798,37.9505602",,,,,,,,,,,,,,,,,
"128.3557756,37.562209",,,,"129.1755141,36.0862196",,,,,,,,,,,,,,,,,,,"127.2493873,35.8135365",,,,,,"127.2599123,36.583583",,,,,,,,,,,,,,,,,,,,,,,"127.6410012,38.0364473",,,,,,,,,,,,,,,,"128.048343,38.0431654",,,,"127.3625832,35.0171487",,"128.0700424,37.9509821",,,,,,,,,,,,,,,,,
"128.3563786,37.5621668",,,,"129.1767388,36.0864116",,,,,,,,,,,,,,,,,,,"127.2493553,35.8138637",,,,,,"127.2598491,36.5834161",,,,,,,,,,,,,,,,,,,,,,,"127.6411796,38.0367887",,,,,,,,,,,,,,,,"128.0484142,38.0436923",,,,"127.3609854,35.017595",,"128.0702873,37.9517326",,,,,,,,,,,,,,,,,
"128.3564997,37.5621578",,,,"129.1777228,36.086516",,,,,,,,,,,,,,,,,,,"127.2493539,35.8143208",,,,,,"127.2598248,36.5833331",,,,,,,,,,,,,,,,,,,,,,,"127.6413512,38.0371139",,,,,,,,,,,,,,,,"128.0484996,38.0439876",,,,"127.3599885,35.0179321",,"128.0704624,37.9521499",,,,,,,,,,,,,,,,,
"128.3567225,37.5621418",,,,"129.1786125,36.0865729",,,,,,,,,,,,,,,,,,,"127.2494365,35.8151343",,,,,,"127.2597871,36.5832384",,,,,,,,,,,,,,,,,,,,,,,"127.6415009,38.0373318",,,,,,,,,,,,,,,,"128.0486552,38.0443681",,,,"127.3597932,35.0180112",,"128.0705881,37.952371",,,,,,,,,,,,,,,,,
"128.3596956,37.5619273",,,,"129.1788682,36.0865892",,,,,,,,,,,,,,,,,,,"127.2494656,35.8153949",,,,,,"127.259745,36.5831319",,,,,,,,,,,,,,,,,,,,,,,"127.6417407,38.0376154",,,,,,,,,,,,,,,,"128.0487097,38.0445048",,,,"127.3585735,35.0185021",,"128.0706619,37.9524914",,,,,,,,,,,,,,,,,
"128.3605441,37.5618625",,,,"129.1800201,36.0865947",,,,,,,,,,,,,,,,,,,"127.2497515,35.8167173",,,,,,"127.2595366,36.5825491",,,,,,,,,,,,,,,,,,,,,,,"127.6417533,38.0376298",,,,,,,,,,,,,,,,"128.0487382,38.044657",,,,"127.3572571,35.0191201",,"128.0708149,37.9526998",,,,,,,,,,,,,,,,,
"128.3611469,37.5618076",,,,"129.1803674,36.0865808",,,,,,,,,,,,,,,,,,,"127.2499997,35.8173516",,,,,,"127.2593785,36.5823568",,,,,,,,,,,,,,,,,,,,,,,"127.6419371,38.0378071",,,,,,,,,,,,,,,,"128.0487494,38.0447849",,,,"127.3548402,35.020312",,"128.0713617,37.9533497",,,,,,,,,,,,,,,,,
"128.361803,37.5617506",,,,"129.1812429,36.0865459",,,,,,,,,,,,,,,,,,,"127.2503196,35.8180619",,,,,,"127.259199,36.5821996",,,,,,,,,,,,,,,,,,,,,,,"127.6420216,38.0378782",,,,,,,,,,,,,,,,"128.0487164,38.0449437",,,,"127.3540646,35.0206799",,"128.0714582,37.953461",,,,,,,,,,,,,,,,,
"128.3628253,37.5616395",,,,"129.18157,36.0865197",,,,,,,,,,,,,,,,,,,"127.2513208,35.8196905",,,,,,"127.2589748,36.5820576",,,,,,,,,,,,,,,,,,,,,,,"127.6421562,38.0379637",,,,,,,,,,,,,,,,"128.0486741,38.0450746",,,,"127.3529829,35.0211935",,"128.0716546,37.9536853",,,,,,,,,,,,,,,,,
"128.3641493,37.5614829",,,,"129.1818549,36.0864968",,,,,,,,,,,,,,,,,,,"127.2532701,35.821871",,,,,,"127.2582518,36.5816135",,,,,,,,,,,,,,,,,,,,,,,"127.6427689,38.038346",,,,,,,,,,,,,,,,"128.0486093,38.0452461",,,,"127.3518519,35.0216421",,"128.0720978,37.954178",,,,,,,,,,,,,,,,,
"128.3652617,37.5613332",,,,"129.1820855,36.0864782",,,,,,,,,,,,,,,,,,,"127.2549485,35.8236353",,,,,,"127.2579974,36.581457",,,,,,,,,,,,,,,,,,,,,,,"127.6427313,38.0383731",,,,,,,,,,,,,,,,"128.0485924,38.0452723",,,,"127.3507661,35.0219933",,"128.073324,37.9555321",,,,,,,,,,,,,,,,,
"128.3657081,37.5612632",,,,"129.18306,36.0863437",,,,,,,,,,,,,,,,,,,"127.255583,35.8243182",,,,,,"127.2579952,36.5814561",,,,,,,,,,,,,,,,,,,,,,,"127.6426118,38.0384579",,,,,,,,,,,,,,,,"128.0485372,38.0453582",,,,"127.3504667,35.0220903",,"128.0734572,37.95569",,,,,,,,,,,,,,,,,
"128.3673866,37.5610166",,,,"129.1840009,36.086198",,,,,,,,,,,,,,,,,,,"127.2559943,35.8248402",,,,,,"127.2577308,36.5812933",,,,,,,,,,,,,,,,,,,,,,,"127.6425196,38.0385004",,,,,,,,,,,,,,,,"128.0483289,38.0457044",,,,"127.350334,35.0221253",,"128.0735849,37.9558616",,,,,,,,,,,,,,,,,
"128.3674262,37.5610109",,,,"129.1863175,36.0857264",,,,,,,,,,,,,,,,,,,"127.2564198,35.825455",,,,,,"127.2575857,36.5812091",,,,,,,,,,,,,,,,,,,,,,,"127.6423989,38.038533",,,,,,,,,,,,,,,,"128.048265,38.0458408",,,,"127.3483259,35.0226513",,"128.0738199,37.9562209",,,,,,,,,,,,,,,,,
"128.3683881,37.5608695",,,,"129.1879068,36.0853642",,,,,,,,,,,,,,,,,,,"127.2569495,35.8263766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.642301,38.038598",,,,,,,,,,,,,,,,"128.0482102,38.0459879",,,,"127.3468641,35.0229714",,"128.0739435,37.9564501",,,,,,,,,,,,,,,,,
"128.3685249,37.5608496",,,,"129.1891118,36.0850551",,,,,,,,,,,,,,,,,,,"127.2572212,35.8269669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.6421668,38.0387379",,,,,,,,,,,,,,,,"128.0482043,38.0461033",,,,"127.3444614,35.0235139",,"128.0740235,37.9566327",,,,,,,,,,,,,,,,,
"128.3702438,37.5605755",,,,"129.1901476,36.0847773",,,,,,,,,,,,,,,,,,,"127.2572915,35.8271212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.6420098,38.0388634",,,,,,,,,,,,,,,,"128.0482165,38.0462195",,,,"127.344298,35.0235506",,"128.0741535,37.9571026",,,,,,,,,,,,,,,,,
"128.3710892,37.5604458",,,,"129.1909101,36.0845493",,,,,,,,,,,,,,,,,,,"127.2573069,35.8271663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.6418493,38.0389582",,,,,,,,,,,,,,,,"128.0482537,38.0463149",,,,"127.341916,35.024103",,"128.0741833,37.9572718",,,,,,,,,,,,,,,,,
"128.371729,37.5603582",,,,"129.1920847,36.0841658",,,,,,,,,,,,,,,,,,,"127.2575582,35.8278935",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.6417799,38.0389997",,,,,,,,,,,,,,,,"128.0482953,38.0463913",,,,"127.3415026,35.0241953",,"128.0742172,37.9576836",,,,,,,,,,,,,,,,,
"128.3720525,37.5603287",,,,"129.1932334,36.0837674",,,,,,,,,,,,,,,,,,,"127.2576763,35.8283752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0483322,38.0464461",,,,"127.3394321,35.0246561",,"128.0742172,37.9578332",,,,,,,,,,,,,,,,,
"128.3727279,37.5602832",,,,"129.1944246,36.0833331",,,,,,,,,,,,,,,,,,,"127.2577711,35.8288848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0483598,38.0464874",,,,"127.3365686,35.0253088",,"128.074208,37.9579585",,,,,,,,,,,,,,,,,
"128.3734331,37.5602635",,,,"129.1949217,36.0831071",,,,,,,,,,,,,,,,,,,"127.2581651,35.8322081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0486558,38.0467465",,,,"127.334815,35.0257068",,"128.0741701,37.9582156",,,,,,,,,,,,,,,,,
"128.3740118,37.5602746",,,,"129.1957619,36.0827247",,,,,,,,,,,,,,,,,,,"127.2582902,35.8333326",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0487583,38.0468921",,,,"127.3313229,35.0265442",,"128.0740807,37.9585666",,,,,,,,,,,,,,,,,
"128.374899,37.5603329",,,,"129.1971022,36.0820972",,,,,,,,,,,,,,,,,,,"127.2585001,35.8352896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0487961,38.0470586",,,,"127.3279361,35.0273384",,"128.0738481,37.9592572",,,,,,,,,,,,,,,,,
"128.3749998,37.5603412",,,,"129.1972748,36.0820163",,,,,,,,,,,,,,,,,,,"127.258661,35.8366378",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0487827,38.0472524",,,,"127.3231432,35.0284289",,"128.0737433,37.9596822",,,,,,,,,,,,,,,,,
"128.3756735,37.560438",,,,"129.1975056,36.0819022",,,,,,,,,,,,,,,,,,,"127.2586618,35.8382165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0487285,38.0474798",,,,"127.3222351,35.028626",,"128.0737356,37.9597129",,,,,,,,,,,,,,,,,
"128.376158,37.5605282",,,,"129.1987187,36.0813027",,,,,,,,,,,,,,,,,,,"127.2584837,35.8399878",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0487163,38.0475177",,,,"127.321543,35.0287755",,"128.0737324,37.959749",,,,,,,,,,,,,,,,,
"128.3766871,37.5606495",,,,"129.1997948,36.0806834",,,,,,,,,,,,,,,,,,,"127.2581826,35.8417715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0486773,38.0476396",,,,"127.3200822,35.0290718",,"128.0737017,37.9600402",,,,,,,,,,,,,,,,,
"128.3773073,37.5608207",,,,"129.2006148,36.0801868",,,,,,,,,,,,,,,,,,,"127.2578295,35.8431755",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0486406,38.047765",,,,"127.3197663,35.0291354",,"128.073701,37.9600943",,,,,,,,,,,,,,,,,
"128.3777926,37.5609757",,,,"129.2013205,36.0797495",,,,,,,,,,,,,,,,,,,"127.2574437,35.844419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0485181,38.0481414",,,,"127.3191357,35.0292634",,"128.0737003,37.9602998",,,,,,,,,,,,,,,,,
"128.3783621,37.5611743",,,,"129.2016109,36.0795696",,,,,,,,,,,,,,,,,,,"127.2569459,35.8457145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.048382,38.048389",,,,"127.3181058,35.0294801",,"128.0737213,37.9605205",,,,,,,,,,,,,,,,,
"128.3788365,37.5613663",,,,"129.2025961,36.0789588",,,,,,,,,,,,,,,,,,,"127.2560668,35.8474691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0483596,38.0484369",,,,"127.3177735,35.0295526",,"128.0737466,37.9606953",,,,,,,,,,,,,,,,,
"128.3790904,37.5614861",,,,"129.2037957,36.0782503",,,,,,,,,,,,,,,,,,,"127.255672,35.8483564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0483102,38.0485417",,,,"127.3165615,35.0298331",,"128.0737939,37.9609203",,,,,,,,,,,,,,,,,
"128.3791872,37.5615314",,,,"129.2041391,36.078058",,,,,,,,,,,,,,,,,,,"127.254405,35.8512939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0482249,38.0487241",,,,"127.3139741,35.0303999",,"128.0738605,37.9611363",,,,,,,,,,,,,,,,,
"128.379292,37.5615811",,,,"129.2053483,36.0773818",,,,,,,,,,,,,,,,,,,"127.2535359,35.8533496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0480872,38.0490492",,,,"127.3111651,35.0310196",,"128.0739567,37.9613675",,,,,,,,,,,,,,,,,
"128.3796917,37.5617809",,,,"129.2059568,36.077072",,,,,,,,,,,,,,,,,,,"127.252149,35.8566413",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0479622,38.0495581",,,,"127.3111421,35.031025",,"128.0740747,37.9616076",,,,,,,,,,,,,,,,,
"128.3800301,37.5619595",,,,"129.2067597,36.0766631",,,,,,,,,,,,,,,,,,,"127.2509309,35.8594221",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0478547,38.0501282",,,,"127.310949,35.031067",,"128.0744112,37.9621287",,,,,,,,,,,,,,,,,
"128.3802946,37.5621135",,,,"129.2092564,36.0755033",,,,,,,,,,,,,,,,,,,"127.2509075,35.8594698",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.047796,38.0503475",,,,"127.3103491,35.0311996",,"128.0746038,37.9624468",,,,,,,,,,,,,,,,,
"128.3809233,37.5625261",,,,"129.2149231,36.0729515",,,,,,,,,,,,,,,,,,,"127.2507247,35.8598409",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0476912,38.0506707",,,,"127.3097886,35.0313285",,"128.0749382,37.9629976",,,,,,,,,,,,,,,,,
"128.381203,37.5627223",,,,"129.2167837,36.0721135",,,,,,,,,,,,,,,,,,,"127.250152,35.8605853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0475524,38.051003",,,,"127.3091019,35.0314871",,"128.0751734,37.9633714",,,,,,,,,,,,,,,,,
"128.3814866,37.5629554",,,,"129.2186066,36.071277",,,,,,,,,,,,,,,,,,,"127.2499997,35.8607482",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0475132,38.0510978",,,,"127.3085107,35.0316241",,"128.0753387,37.9635536",,,,,,,,,,,,,,,,,
"128.3818423,37.5632592",,,,"129.2187638,36.0712053",,,,,,,,,,,,,,,,,,,"127.2496296,35.8611595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0471643,38.0518511",,,,"127.3080665,35.0317262",,"128.0754215,37.9636559",,,,,,,,,,,,,,,,,
"128.3824953,37.5638114",,,,"129.2201249,36.0705827",,,,,,,,,,,,,,,,,,,"127.249072,35.861665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0469458,38.0523478",,,,"127.3069641,35.032004",,"128.0755684,37.9639508",,,,,,,,,,,,,,,,,
"128.3827447,37.564024",,,,"129.2213234,36.0700445",,,,,,,,,,,,,,,,,,,"127.2487022,35.8619582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0468879,38.0525355",,,,"127.3053119,35.0324829",,"128.0757242,37.9642331",,,,,,,,,,,,,,,,,
"128.3836369,37.5647916",,,,"129.2246123,36.0685666",,,,,,,,,,,,,,,,,,,"127.2485213,35.8620831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0468504,38.0527087",,,,"127.3034247,35.0331327",,"128.0758977,37.9644332",,,,,,,,,,,,,,,,,
"128.3853242,37.5662409",,,,"129.225899,36.0679495",,,,,,,,,,,,,,,,,,,"127.2482971,35.8622368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0468506,38.0528764",,,,"127.3028793,35.0333374",,"128.0766875,37.9651287",,,,,,,,,,,,,,,,,
"128.3862864,37.5670746",,,,"129.2267745,36.0675159",,,,,,,,,,,,,,,,,,,"127.2479331,35.8624614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0468696,38.0532882",,,,"127.3024437,35.0335152",,"128.0768114,37.9652498",,,,,,,,,,,,,,,,,
"128.3883624,37.5688328",,,,"129.2280497,36.0668331",,,,,,,,,,,,,,,,,,,"127.2471819,35.8628773",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0468709,38.0533152",,,,"127.3016843,35.0338341",,"128.0774559,37.9656973",,,,,,,,,,,,,,,,,
"128.3890489,37.5694243",,,,"129.2295247,36.0658914",,,,,,,,,,,,,,,,,,,"127.2468458,35.8630263",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0468846,38.0536207",,,,"127.3014417,35.033941",,"128.0776871,37.9658593",,,,,,,,,,,,,,,,,
"128.391037,37.5711075",,,,"129.2308124,36.064966",,,,,,,,,,,,,,,,,,,"127.2462214,35.8632711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0468848,38.0536441",,,,"127.2999863,35.0346285",,"128.0778681,37.9660017",,,,,,,,,,,,,,,,,
"128.3939437,37.5735641",,,,"129.2315124,36.064433",,,,,,,,,,,,,,,,,,,"127.2455595,35.8634672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0468915,38.053782",,,,"127.2998173,35.0347075",,"128.0778071,37.9660642",,,,,,,,,,,,,,,,,
"128.3949653,37.5744226",,,,"129.2316336,36.0643411",,,,,,,,,,,,,,,,,,,"127.2445409,35.8636886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0469941,38.0553218",,,,"127.2987173,35.0353",,"128.0777429,37.9661573",,,,,,,,,,,,,,,,,
"128.3951369,37.5745673",,,,"129.2327365,36.0634995",,,,,,,,,,,,,,,,,,,"127.2439369,35.8637919",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.047216,38.0566411",,,,"127.297729,35.0359412",,"128.0777294,37.9661763",,,,,,,,,,,,,,,,,
"128.3952833,37.5746924",,,,"129.2333604,36.0630388",,,,,,,,,,,,,,,,,,,"127.240183,35.8641787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0473777,38.0581617",,,,"127.2970974,35.0364443",,"128.0776126,37.9663815",,,,,,,,,,,,,,,,,
"128.3955007,37.5748782",,,,"129.233899,36.0626416",,,,,,,,,,,,,,,,,,,"127.2374718,35.8644271",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0473816,38.0582157",,,,"127.2963789,35.0370166",,"128.077389,37.9667539",,,,,,,,,,,,,,,,,
"128.3966769,37.5758805",,,,"129.2354287,36.0615152",,,,,,,,,,,,,,,,,,,"127.2369089,35.8644791",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0474346,38.0589095",,,,"127.2955215,35.0379214",,"128.0772925,37.9669391",,,,,,,,,,,,,,,,,
"128.3976956,37.5766858",,,,"129.2356024,36.0613873",,,,,,,,,,,,,,,,,,,"127.2363129,35.8645337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0474424,38.0591906",,,,"127.2941617,35.0393555",,"128.0772458,37.9670709",,,,,,,,,,,,,,,,,
"128.3982269,37.5770801",,,,"129.2358755,36.0611869",,,,,,,,,,,,,,,,,,,"127.2352214,35.8646512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0473934,38.0601075",,,,"127.294087,35.0394339",,"128.0772397,37.9671737",,,,,,,,,,,,,,,,,
"128.3987187,37.5773901",,,,"129.2366314,36.0606197",,,,,,,,,,,,,,,,,,,"127.2349389,35.8646803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0473366,38.0608972",,,,"127.2931047,35.0402744",,"128.0772669,37.9673007",,,,,,,,,,,,,,,,,
"128.4018803,37.5792443",,,,"129.239995,36.0580838",,,,,,,,,,,,,,,,,,,"127.232212,35.8649574",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.047352,38.0615938",,,,"127.2906418,35.0421332",,"128.0773353,37.9674527",,,,,,,,,,,,,,,,,
"128.4024998,37.5796181",,,,"129.2412435,36.057157",,,,,,,,,,,,,,,,,,,"127.2306819,35.8651036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0473727,38.0620759",,,,"127.2898583,35.042791",,"128.0775429,37.9677923",,,,,,,,,,,,,,,,,
"128.4031125,37.5799911",,,,"129.2418122,36.056716",,,,,,,,,,,,,,,,,,,"127.2286908,35.8652948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.047385,38.0623426",,,,"127.2898133,35.0428342",,"128.0776926,37.9680169",,,,,,,,,,,,,,,,,
"128.405537,37.5816589",,,,"129.2422156,36.0564307",,,,,,,,,,,,,,,,,,,"127.2275573,35.8654058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0473897,38.0623724",,,,"127.2894923,35.0431411",,"128.0777756,37.9681454",,,,,,,,,,,,,,,,,
"128.4063125,37.5821919",,,,"129.2429242,36.0558913",,,,,,,,,,,,,,,,,,,"127.2259927,35.8655609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0475342,38.0634073",,,,"127.2891769,35.0434454",,"128.0779104,37.9683466",,,,,,,,,,,,,,,,,
"128.4065615,37.5823658",,,,"129.2431929,36.0556935",,,,,,,,,,,,,,,,,,,"127.2170419,35.8664472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0476607,38.0640087",,,,"127.288891,35.0437641",,"128.078324,37.9689665",,,,,,,,,,,,,,,,,
"128.4075391,37.5830406",,,,"129.2434442,36.0555087",,,,,,,,,,,,,,,,,,,"127.214756,35.8666735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0478617,38.064672",,,,"127.2888756,35.0437821",,"128.0783702,37.9690519",,,,,,,,,,,,,,,,,
"128.4079617,37.583333",,,,"129.2441368,36.0549992",,,,,,,,,,,,,,,,,,,"127.2123747,35.866941",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0482392,38.0654499",,,,"127.288417,35.044316",,"128.0784003,37.9691184",,,,,,,,,,,,,,,,,
"128.408076,37.5834123",,,,"129.2445414,36.0547229",,,,,,,,,,,,,,,,,,,"127.2112474,35.8671457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.048499,38.0666663",,,,"127.2877933,35.0450859",,"128.0784191,37.9691994",,,,,,,,,,,,,,,,,
"128.4083615,37.5836075",,,,"129.2451495,36.0543075",,,,,,,,,,,,,,,,,,,"127.2111643,35.8671608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0487742,38.0676329",,,,"127.2873918,35.0455893",,"128.0784324,37.9692922",,,,,,,,,,,,,,,,,
"128.4089055,37.5840089",,,,"129.2461947,36.0536784",,,,,,,,,,,,,,,,,,,"127.2104248,35.8673412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0489119,38.0680577",,,,"127.2873665,35.0456217",,"128.0784566,37.9697625",,,,,,,,,,,,,,,,,
"128.4090117,37.5840874",,,,"129.2469975,36.0531871",,,,,,,,,,,,,,,,,,,"127.2095123,35.8675914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.0490275,38.0684366",,,,"127.2869573,35.046135",,"128.078475,37.969931",,,,,,,,,,,,,,,,,
