0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"127.1292942,37.4305375","126.8727119,37.4989581","126.7322359,37.4322831","126.7322359,37.4322831","127.0908473,37.5076991","127.3706234,36.3201242","126.7453461,37.4366877","126.7380539,37.542835","126.7322359,37.4322831","126.9279623,37.3655499","127.0957381,37.5113674","126.8725746,37.5007663","127.1288776,37.4336585","126.8727119,37.4989581","127.1292942,37.4305375","126.7322359,37.4322831","127.0957381,37.5113674","126.7322359,37.4322831","126.7322359,37.4322831","127.2014245,37.2990666"
"127.1293038,37.4304366","126.8728813,37.4989905","126.7322383,37.4322723","126.7322383,37.4322723","127.0908901,37.5077471","127.3709666,36.3194331","126.7455065,37.4366969","126.7388747,37.5428178","126.7322383,37.4322723","126.9285132,37.3660131","127.0957048,37.5114502","126.8730586,37.5022805","127.1288659,37.4337297","126.8728813,37.4989905","127.1293038,37.4304366","126.7322383,37.4322723","127.0957048,37.5114502","126.7322383,37.4322723","126.7322383,37.4322723","127.2011246,37.299275"
"127.1293205,37.4302545","126.8729017,37.4989951","126.7322599,37.4321472","126.7322599,37.4321472","127.0911206,37.5080074","127.3710325,36.3193015","126.7455901,37.436701","126.7392617,37.5428329","126.7322599,37.4321472","126.9285413,37.3660367","127.0956888,37.5114871","126.8730598,37.5024085","127.1288543,37.4337973","126.8729017,37.4989951","127.1293205,37.4302545","126.7322599,37.4321472","127.0956888,37.5114871","126.7322599,37.4321472","126.7322599,37.4321472","127.2008247,37.2995158"
"127.1293252,37.4302077","126.8729242,37.4990025","126.7323098,37.4320141","126.7323098,37.4320141","127.0922001,37.5092379","127.3710794,36.3192222","126.7456987,37.4366981","126.7394867,37.5428577","126.7323098,37.4320141","126.9280607,37.3665734","127.0956601,37.5115573","126.8741017,37.5054056","127.1288472,37.4338468","126.8729242,37.4990025","127.1293252,37.4302077","126.7323098,37.4320141","127.0956601,37.5115573","126.7323098,37.4320141","126.7323098,37.4320141","127.2005249,37.2996998"
"127.1293299,37.4301798","126.8729705,37.4990162","126.7324261,37.4316958","126.7324261,37.4316958","127.0923452,37.5094079","127.3711822,36.3190411","126.7459169,37.4366923","126.7398255,37.5429365","126.7324261,37.4316958","126.9275705,37.3671767","127.095484,37.5118983","126.8742,37.5056909","127.1288402,37.4339063","126.8729705,37.4990162","127.1293299,37.4301798","126.7324261,37.4316958","127.095484,37.5118983","126.7324261,37.4316958","126.7324261,37.4316958","127.200325,37.2997579"
"127.1293543,37.4300392","126.8730675,37.4990501","126.7324652,37.4316329","126.7324652,37.4316329","127.0928287,37.5099603","127.3712638,36.3188952","126.7460684,37.4366869","126.7402614,37.5430376","126.7324652,37.4316329","126.9271703,37.3676679","127.0954974,37.5119434","126.8745615,37.5065663","127.1288366,37.4339333","126.8730675,37.4990501","127.1293543,37.4300392","126.7324652,37.4316329","127.0954974,37.5119434","126.7324652,37.4316329","126.7324652,37.4316329","127.2000745,37.2997663"
"127.1293543,37.4300383","126.8733707,37.4991806","126.7326813,37.4312819","126.7326813,37.4312819","127.0929873,37.5101366","127.3713119,36.3187492","126.7462132,37.4366824","126.7412478,37.5433306","126.7326813,37.4312819","126.9270563,37.367807","127.0955371,37.5121247","126.8747267,37.50697","127.1288227,37.434237","126.8733707,37.4991806","127.1293543,37.4300383","126.7326813,37.4312819","127.0955371,37.5121247","126.7326813,37.4312819","126.7326813,37.4312819","127.1997621,37.2997249"
"127.1293708,37.4298996","126.8734327,37.4992071","126.7327617,37.431158","126.7327617,37.431158","127.0931166,37.5102804","127.3713244,36.3186329","126.7463681,37.4366771","126.7418608,37.5434931","126.7327617,37.431158","126.9270438,37.3678223","127.0961059,37.5121934","126.8749998,37.5074663","127.1288143,37.4343479","126.8734327,37.4992071","127.1293708,37.4298996","126.7327617,37.431158","127.0961059,37.5121934","126.7327617,37.431158","126.7327617,37.431158","127.1989996,37.299366"
"127.129372,37.4298951","126.8734575,37.499218","126.7328981,37.4309696","126.7328981,37.4309696","127.0930511,37.5104604","127.3713129,36.3181749","126.7463828,37.4366763","126.7420719,37.5435486","126.7328981,37.4309696","126.9269524,37.3679634","127.0963659,37.5122375","126.875012,37.5074907","127.1287618,37.4351166","126.8734575,37.499218","127.129372,37.4298951","126.7328981,37.4309696","127.0963659,37.5122375","126.7328981,37.4309696","126.7328981,37.4309696","127.1986124,37.2991325"
"127.1293732,37.4298815","126.8737168,37.4993375","126.7332248,37.4305166","126.7332248,37.4305166","127.0929524,37.5107287","127.3713118,36.3181415","126.7465161,37.4366808","126.7421035,37.5435578","126.7332248,37.4305166","126.9269227,37.3680083","127.0968937,37.5123619","126.8751115,37.5076409","127.128664,37.4357085","126.8737168,37.4993375","127.1293732,37.4298815","126.7332248,37.4305166","127.0968937,37.5123619","126.7332248,37.4305166","126.7332248,37.4305166","127.1985709,37.2990846"
"127.1293791,37.4298311","126.8738092,37.4993794","126.7335413,37.4300733","126.7335413,37.4300733","127.092873,37.5109664","127.3713108,36.3180622","126.7465917,37.4366912","126.7421622,37.5435744","126.7335413,37.4300733","126.9268735,37.368091","127.0989005,37.5128735","126.8758527,37.5087084","127.1285316,37.4364201","126.8738092,37.4993794","127.1293791,37.4298311","126.7335413,37.4300733","127.0989005,37.5128735","126.7335413,37.4300733","126.7335413,37.4300733","127.1985125,37.2990169"
"127.1294133,37.4295409","126.874615,37.4997478","126.7335998,37.4299908","126.7335998,37.4299908","127.0927341,37.5113381","127.3713108,36.3180604","126.746754,37.43674","126.7422841,37.5436103","126.7335998,37.4299908","126.9265768,37.3686385","127.0996259,37.513068","126.876899,37.5099794","127.1285246,37.4364661","126.874615,37.4997478","127.1294133,37.4295409","126.7335998,37.4299908","127.0996259,37.513068","126.7335998,37.4299908","126.7335998,37.4299908","127.1984418,37.2989076"
"127.1294452,37.4292688","126.8747738,37.4998271","126.7336767,37.4298777","126.7336767,37.4298777","127.0926432,37.5116091","127.3713098,36.3180288","126.7470966,37.4368422","126.7423428,37.5436269","126.7336767,37.4298777","126.9265275,37.3688825","127.0999423,37.5131502","126.8781993,37.5114501","127.1285129,37.4365346","126.8747738,37.4998271","127.1294452,37.4292688","126.7336767,37.4298777","127.0999423,37.5131502","126.7336767,37.4298777","126.7336767,37.4298777","127.1984017,37.2987768"
"127.1294476,37.42924","126.8748729,37.4998835","126.7337352,37.4297907","126.7337352,37.4297907","127.0926213,37.5116785","127.3713056,36.3178215","126.74718,37.4368707","126.7425189,37.543674","126.7337352,37.4297907","126.9263803,37.3692369","127.0999762,37.5131584","126.8782396,37.511499","127.1284116,37.4371328","126.8748729,37.4998835","127.1294476,37.42924","126.7337352,37.4297907","127.0999762,37.5131584","126.7337352,37.4297907","126.7337352,37.4297907","127.198402,37.298711"
"127.1294488,37.4292121","126.8749991,37.49995","126.7338373,37.4296408","126.7338373,37.4296408","127.0926202,37.5116821","127.3712995,36.3175158","126.7471508,37.4369615","126.7436816,37.5439942","126.7338373,37.4296408","126.9263325,37.3694278","127.1000214,37.5131703","126.879699,37.5131741","127.1283044,37.4377832","126.8749991,37.49995","127.1294488,37.4292121","126.7338373,37.4296408","127.1000214,37.5131703","126.7338373,37.4296408","126.7338373,37.4296408","127.1984068,37.2986353"
"127.1292725,37.4289907","126.8751118,37.4999992","126.7339448,37.4294089","126.7339448,37.4294089","127.0925926,37.5117532","127.3712997,36.3173995","126.7471392,37.4369975","126.7447348,37.5442912","126.7339448,37.4294089","126.9263158,37.3695449","127.0999599,37.513463","126.879978,37.5134965","127.1282788,37.43794","126.8751118,37.4999992","127.1292725,37.4289907","126.7339448,37.4294089","127.0999599,37.513463","126.7339448,37.4294089","126.7339448,37.4294089","127.1984445,37.2985164"
"127.1291613,37.4288362","126.8756684,37.5002762","126.7340487,37.4290851","126.7340487,37.4290851","127.0925674,37.5118216","127.371275,36.3168414","126.7470964,37.4372073","126.745069,37.5443781","126.7340487,37.4290851","126.9263251,37.369663","127.099389,37.5142173","126.8803942,37.5139412","127.1281494,37.4387328","126.8756684,37.5002762","127.1291613,37.4288362","126.7340487,37.4290851","127.099389,37.5142173","126.7340487,37.4290851","126.7340487,37.4290851","127.198474,37.298466"
"127.129077,37.428744","126.8759929,37.5004374","126.7341422,37.4286756","126.7341422,37.4286756","127.0928953,37.5118561","127.3712717,36.3167765","126.7470659,37.4375379","126.745452,37.544449","126.7341422,37.4286756","126.9263524,37.3697875","127.0992021,37.5144501","126.8808589,37.5143907","127.1281119,37.4389913","126.8759929,37.5004374","127.129077,37.428744","126.7341422,37.4286756","127.0992021,37.5144501","126.7341422,37.4286756","126.7341422,37.4286756","127.1986175,37.2981301"
"127.1289689,37.4286616","126.876815,37.5008906","126.7342327,37.4282156","126.7342327,37.4282156","127.0931317,37.5118812","127.3712501,36.3163483","126.7470727,37.4378795","126.7455232,37.5444621","126.7342327,37.4282156","126.926865,37.3709888","127.099029,37.514665","126.8808892,37.5144206","127.1280831,37.4391012","126.876815,37.5008906","127.1289689,37.4286616","126.7342327,37.4282156","127.099029,37.514665","126.7342327,37.4282156","126.7342327,37.4282156","127.1986312,37.2980977"
"127.1288518,37.4285792","126.8773375,37.5011827","126.7344127,37.4273046","126.7344127,37.4273046","127.0945725,37.5120232","127.3712081,36.3161697","126.74706,37.4382436","126.7457403,37.5444896","126.7344127,37.4273046","126.9270226,37.3713574","127.0983774,37.5154767","126.881217,37.514736","127.1280589,37.4392075","126.8773375,37.5011827","127.1288518,37.4285792","126.7344127,37.4273046","127.0983774,37.5154767","126.7344127,37.4273046","126.7344127,37.4273046","127.1986858,37.2979798"
"127.1286974,37.4284742","126.8775128,37.5013234","126.7344363,37.427202","126.7344363,37.427202","127.0946392,37.5120306","127.3711238,36.3159298","126.7470587,37.4382616","126.7458262,37.5445001","126.7344363,37.427202","126.9271406,37.3718789","127.0983135,37.5155747","126.8815639,37.5150686","127.1280369,37.4393075","126.8775128,37.5013234","127.1286974,37.4284742","126.7344363,37.427202","127.0983135,37.5155747","126.7344363,37.427202","126.7344363,37.427202","127.1987304,37.2978492"
"127.1285217,37.4283582","126.8777894,37.5015375","126.7344562,37.4271426","126.7344562,37.4271426","127.0947738,37.5120473","127.3710405,36.3157846","126.747064,37.438295","126.7462029,37.5445268","126.7344562,37.4271426","126.9271868,37.3720333","127.0979887,37.5160089","126.8817983,37.5153213","127.1279756,37.4395822","126.8777894,37.5015375","127.1285217,37.4283582","126.7344562,37.4271426","127.0979887,37.5160089","126.7344562,37.4271426","126.7344562,37.4271426","127.1987366,37.297705"
"127.1283517,37.4282297","126.879266,37.5026071","126.7344496,37.4268938","126.7344496,37.4268938","127.0949174,37.5120622","127.3709649,36.3156907","126.7471265,37.4383738","126.7463523,37.5445278","126.7344496,37.4268938","126.9271978,37.3720775","127.0977891,37.516303","126.8820279,37.5156155","127.1279652,37.4396318","126.879266,37.5026071","127.1283517,37.4282297","126.7344496,37.4268938","127.0977891,37.516303","126.7344496,37.4268938","126.7344496,37.4268938","127.1987202,37.2970127"
"127.1283438,37.4282225","126.8793031,37.5026334","126.7344472,37.4268028","126.7344472,37.4268028","127.0955371,37.5121247","127.3708849,36.3155852","126.7473435,37.4383752","126.7465255,37.544528","126.7344472,37.4268028","126.9272109,37.3721326","127.097772,37.5163264","126.8821539,37.5158379","127.1279594,37.4396588","126.8793031,37.5026334","127.1283438,37.4282225","126.7344472,37.4268028","127.097772,37.5163264","126.7344472,37.4268028","126.7344472,37.4268028","127.1987411,37.2968496"
"127.1278947,37.4278371","126.8803547,37.5033844","126.7344507,37.4266802","126.7344507,37.4266802","127.0961059,37.5121934","127.3706225,36.3152901","126.7476001,37.4383768","126.7467146,37.5445184","126.7344507,37.4266802","126.9272296,37.3722075","127.0977492,37.5163579","126.8821941,37.5159093","127.1279548,37.4396777","126.8803547,37.5033844","127.1278947,37.4278371","126.7344507,37.4266802","127.0977492,37.5163579","126.7344507,37.4266802","126.7344507,37.4266802","127.1987458,37.296818"
"127.127708,37.427649","126.8803941,37.5034125","126.734457,37.4265","126.734457,37.4265","127.0963659,37.5122375","127.3703367,36.3149914","126.7491965,37.4383545","126.7471304,37.5444796","126.734457,37.4265","126.9272438,37.3722616","127.0977842,37.5167915","126.8823695,37.5163131","127.1279374,37.4397579","126.8803941,37.5034125","127.127708,37.427649","126.734457,37.4265","127.0976147,37.5165305","126.734457,37.4265","126.734457,37.4265","127.1987709,37.2967361"
"127.1276269,37.427592","126.8819618,37.5045582","126.7344336,37.4262466","126.7344336,37.4262466","127.0968937,37.5123619","127.3695616,36.3141746","126.7493446,37.4383492","126.7474502,37.5444257","126.7344336,37.4262466","126.9272613,37.372341","127.0977716,37.5168212","126.882424,37.5165748","127.1279177,37.4398551","126.8819618,37.5045582","127.1276269,37.427592","126.7344336,37.4262466","127.0974848,37.5166959","126.7344336,37.4262466","126.7344336,37.4262466","127.1988017,37.2966586"
"127.1275435,37.4275538","126.8826309,37.5050485","126.7343992,37.4261859","126.7343992,37.4261859","127.0989005,37.5128735","127.3692213,36.3138362","126.7493516,37.4385565","126.7478054,37.5443424","126.7343992,37.4261859","126.9272843,37.3724385","127.0976916,37.5169625","126.8824371,37.5169074","127.1278841,37.4400218","126.8826309,37.5050485","127.1275435,37.4275538","126.7343992,37.4261859","127.0963625,37.5181333","126.7343992,37.4261859","126.7343992,37.4261859","127.198863,37.2965506"
"127.1273946,37.4274966","126.8827996,37.5051746","126.7340652,37.4255781","126.7340652,37.4255781","127.0996259,37.513068","127.3691624,36.3137658","126.7493601,37.438946","126.7482321,37.544227","126.7340652,37.4255781","126.92755,37.3740262","127.0963495,37.5188661","126.8824115,37.5173994","127.1278621,37.4401335","126.8827996,37.5051746","127.1273946,37.4274966","126.7340652,37.4255781","127.0960241,37.5185576","126.7340652,37.4255781","126.7340652,37.4255781","127.1989628,37.2964247"
"127.126972,37.4274637","126.8829784,37.5053063","126.7336973,37.4248618","126.7336973,37.4248618","127.0999423,37.5131502","127.3690624,36.3135745","126.7493633,37.439302","126.7487794,37.5440619","126.7336973,37.4248618","126.9277412,37.3751782","127.0963,37.5190164","126.8821127,37.5193286","127.1278354,37.4402668","126.8829784,37.5053063","127.126972,37.4274637","126.7336973,37.4248618","127.0958174,37.5189075","126.7336973,37.4248618","126.7336973,37.4248618","127.1990738,37.2963321"
"127.1266638,37.4273978","126.8831752,37.505447","126.7335278,37.4245281","126.7335278,37.4245281","127.0999762,37.5131584","127.3689327,36.3132201","126.7493655,37.4394246","126.7491223,37.5439614","126.7335278,37.4245281","126.9278018,37.375521","127.0962993,37.5191408","126.8819994,37.5200328","127.1278099,37.4403938","126.8831752,37.505447","127.1266638,37.4273978","126.7335278,37.4245281","127.0957911,37.5189507","126.7335278,37.4245281","126.7335278,37.4245281","127.1993362,37.2961651"
"127.125701,37.4273632","126.88347,37.5056568","126.7334602,37.4243934","126.7334602,37.4243934","127.1000214,37.5131703","127.3689316,36.3132192","126.749367,37.4394985","126.7495846,37.5438075","126.7334602,37.4243934","126.927912,37.3758857","127.0963405,37.5192699","126.8819835,37.5201734","127.1277251,37.4408596","126.88347,37.5056568","127.125701,37.4273632","126.7334602,37.4243934","127.0950844,37.5198956","126.7334602,37.4243934","126.7334602,37.4243934","127.1993656,37.2961499"
"127.1249996,37.4274827","126.8836037,37.5057593","126.7333893,37.4242568","126.7333893,37.4242568","127.0999599,37.513463","127.3689116,36.3131579","126.7493747,37.4399745","126.7497646,37.5436923","126.7333893,37.4242568","126.9280667,37.3761947","127.0964099,37.5194035","126.8819712,37.5202905","127.127624,37.4414244","126.8836037,37.5057593","127.1249996,37.4274827","126.7333893,37.4242568","127.0950582,37.5199316","126.7333893,37.4242568","126.7333893,37.4242568","127.1994956,37.2960844"
