0,1,2,3,4,5,6
"127.0105158,37.3007305","127.3410544,36.3698797","127.1653785,36.7820933","126.9472799,37.4040799","126.9472799,37.4040799","127.2120444,37.5481141","127.136243,35.8441646"
"127.0102437,37.3009339","127.3408483,36.3698218","127.1653746,36.7819553","126.9472539,37.4040698","126.9472539,37.4040698","127.2122947,37.5483995","127.1364167,35.844212"
"127.0101575,37.3009985","127.3405997,36.3698052","127.1653726,36.7819121","126.9472247,37.4040508","126.9472247,37.4040508","127.2124367,37.5485504","127.1364808,35.8442294"
"127.009362,37.3015162","127.3403343,36.3698418","127.165365,36.7815965","126.9472035,37.4040209","126.9472035,37.4040209","127.2129892,37.5491376","127.1366168,35.8442703"
"127.0092408,37.3015905","127.3401246,36.3699019","127.1653618,36.7815469","126.9471924,37.4039938","126.9471924,37.4039938","127.2142013,37.5504259","127.1369552,35.8443705"
"127.0080898,37.3022906","127.3400681,36.3697315","127.1653237,36.7810339","126.9471926,37.4039596","126.9471926,37.4039596","127.2143494,37.5504848","127.1370581,35.8444015"
"127.008083,37.3022951","127.340056,36.3696945","127.1653473,36.7805084","126.9472008,37.4039281","126.9472008,37.4039281","127.2144941,37.5505203","127.1376353,35.844571"
"127.006454,37.303278","127.3399795,36.3694798","127.1653285,36.7801892","126.947227,37.4038993","126.947227,37.4038993","127.2146288,37.5505396","127.1376796,35.8445837"
"127.0061765,37.3034454","127.3398509,36.3691073","127.1653118,36.7799043","126.9472723,37.4038779","126.9472723,37.4038779","127.2146967,37.5505316","127.1380158,35.8446713"
"127.0061119,37.303483","127.3396869,36.3686329","127.1653003,36.7792092","126.9473119,37.4038718","126.9473119,37.4038718","127.2148157,37.5504977","127.1381618,35.8447096"
"127.0046572,37.3043819","127.3395617,36.368282","127.1652289,36.7788638","126.9473526,37.4038738","126.9473526,37.4038738","127.2150734,37.5503216","127.1382289,35.8445646"
"127.0044101,37.3045368","127.3392403,36.3673422","127.1652247,36.7788088","126.9473887,37.4038803","126.9473887,37.4038803","127.2154967,37.550045","127.1382837,35.844444"
"127.0040114,37.3047767","127.338847,36.3661895","127.1651965,36.7785833","126.9474191,37.4038948","126.9474191,37.4038948","127.215929,37.5497919","127.1384483,35.8440568"
"127.0037248,37.3049495","127.3386886,36.365716","127.1651922,36.7785536","126.9474471,37.4039193","126.9474471,37.4039193","127.2162705,37.5496016","127.1385523,35.8438263"
"127.0034494,37.3051241","127.3386841,36.3657033","127.1650885,36.7781774","126.9474639,37.4039446","126.9474639,37.4039446","127.2171257,37.5491728","127.1385668,35.8437939"
"127.0033089,37.3052092","127.3386741,36.3656745","127.1650231,36.7779987","126.9474739,37.4039699","126.9474739,37.4039699","127.2173242,37.5490841","127.1387926,35.8433239"
"127.0031616,37.3052996","127.3384891,36.365136","127.1643873,36.7763012","126.9477552,37.4039784","126.9477552,37.4039784","127.2177697,37.5489058","127.138949,35.8430413"
"127.0028489,37.3054912","127.3384181,36.3649493","127.1642965,36.7760549","126.9483435,37.4040217","126.9483435,37.4040217","127.2179759,37.5488774","127.1390676,35.8427693"
"127.0026246,37.3056245","127.3382423,36.3648183","127.1642216,36.7757409","126.949038,37.40407","126.949038,37.40407","127.2180417,37.5488496","127.1390955,35.8427045"
"127.0021081,37.3059243","127.3381255,36.3647172","127.1642086,36.7756508","126.9493747,37.4040788","126.9493747,37.4040788","127.2181358,37.548812","127.1391259,35.8425946"
"127.002039,37.3059646","127.3380397,36.3646639","127.1641618,36.7753261","126.9495216,37.4040741","126.9495216,37.4040741","127.2190496,37.548432","127.1393836,35.8426738"
"127.0014119,37.3062576","127.3379707,36.3646485","127.1641456,36.7749231","126.9494881,37.4038621","126.9494881,37.4038621","127.2193444,37.5483236","127.1395705,35.8427321"
"127.0009739,37.3064496","127.3379005,36.3646376","127.1641731,36.7745265","126.9494675,37.4037412","126.9494675,37.4037412","127.2193761,37.5483129","127.1396424,35.8427521"
"127.0003548,37.3067309","127.3378358,36.3646366","127.164226,36.7742274","126.9494638,37.4036313","126.9494638,37.4036313","127.2194294,37.548295","127.1397916,35.8427977"
"127.0002371,37.3067827","127.3376953,36.3646544","127.1642885,36.7740166","126.9494884,37.4035187","126.9494884,37.4035187","127.2203396,37.5479844","127.1402483,35.8429379"
"126.9999995,37.3068826","127.3375314,36.3646758","127.1644202,36.7736248","126.9496863,37.4028715","126.9496863,37.4028715","127.2212011,37.5476836","127.1415333,35.8433231"
"126.9990999,37.3072583","127.33687,36.364894","127.1646376,36.7731098","126.9497048,37.4028112","126.9497048,37.4028112","127.2234704,37.546893","127.1416085,35.8433459"
"126.9987842,37.307385","127.3352246,36.3654579","127.1647372,36.772891","126.9499049,37.4021839","126.9499049,37.4021839","127.2253405,37.5462998","127.1416528,35.8433577"
"126.9984527,37.3075179","127.3347706,36.3656223","127.164865,36.7726083","126.9499463,37.4020795","126.9499463,37.4020795","127.226299,37.5460929","127.1416992,35.8433705"
"126.9983746,37.30755","127.3346746,36.3656537","127.164882,36.7725714","126.9500684,37.40177","126.9500684,37.40177","127.2264373,37.5460445","127.1418386,35.8434106"
"126.9980362,37.3077063","127.3332958,36.3661485","127.1649397,36.7724373","126.9502012,37.4015327","126.9502012,37.4015327","127.2282401,37.5452474","127.1427742,35.8436802"
"126.9979536,37.3077429","127.3328708,36.3663012","127.1649488,36.7724148","126.9502859,37.401378","126.9502859,37.401378","127.2282843,37.5452277","127.1428538,35.8437039"
"126.997932,37.3077527","127.3328049,36.3663254","127.1652976,36.7715674","126.9504416,37.4010957","126.9504416,37.4010957","127.2289589,37.5449291","127.1430175,35.8437495"
"126.997889,37.3077715","127.3325484,36.3664161","127.1654296,36.7711009","126.9504771,37.4010373","126.9504771,37.4010373","127.2299373,37.5445329","127.1432353,35.8438123"
"126.9966678,37.3083152","127.3324792,36.3664413","127.1654885,36.7707017","126.9508523,37.4004036","126.9508523,37.4004036","127.2301073,37.5444729","127.1437274,35.8439653"
"126.9962773,37.3084911","127.3321367,36.3665562","127.165652,36.7691804","126.9508855,37.4003434","126.9508855,37.4003434","127.2301844,37.544446","127.1438126,35.8439899"
"126.9961495,37.3085402","127.3320375,36.3665912","127.16568,36.7689218","126.9510137,37.4001159","126.9510137,37.4001159","127.2305074,37.5443413","127.1438955,35.8440199"
"126.9961325,37.3085464","127.3317519,36.3666972","127.1657113,36.7686902","126.9512163,37.3997527","126.9512163,37.3997527","127.2316,37.5439824","127.1442096,35.8441145"
"126.9956832,37.3087446","127.3314596,36.366805","127.1657298,36.7685496","126.9512839,37.399625","126.9512839,37.399625","127.2327242,37.5436244","127.1443732,35.8441655"
"126.9955678,37.308791","127.331338,36.3668409","127.1657779,36.7683046","126.9513137,37.3995629","126.9513137,37.3995629","127.2327673,37.5436091","127.1454227,35.8444815"
"126.9953018,37.3089088","127.3312075,36.3668731","127.1658031,36.7681793","126.9513622,37.3994271","126.9513622,37.3994271","127.2330744,37.5434999","127.1456959,35.8445634"
"126.9949374,37.3090659","127.331067,36.3668937","127.1658226,36.7680811","126.9514098,37.399256","126.9514098,37.399256","127.2336245,37.543191","127.1458341,35.8446035"
"126.9946375,37.3091972","127.3310246,36.3668999","127.165884,36.7678731","126.9519555,37.3981616","126.9519555,37.3981616","127.2337369,37.5430994","127.1459049,35.8446245"
"126.9941123,37.3094248","127.3308964,36.3669051","127.1659193,36.7677524","126.9520541,37.3979701","126.9520541,37.3979701","127.2339867,37.5428998","127.1459425,35.8446354"
"126.9940659,37.3094453","127.330669,36.3669192","127.1659986,36.7675488","126.9520965,37.3978909","126.9520965,37.3978909","127.2341898,37.5427552","127.1459956,35.8446518"
"126.9939222,37.3095087","127.3301036,36.3669969","127.1661592,36.767195","126.9522064,37.3976913","126.9522064,37.3976913","127.2343566,37.5426564","127.1461415,35.8446946"
"126.9936188,37.3096426","127.3294248,36.3669977","127.1662326,36.7670717","126.9526153,37.396919","126.9526153,37.396919","127.2344451,37.5426052","127.1467808,35.8448813"
"126.9934479,37.3097185","127.3278039,36.3670071","127.1663892,36.7668657","126.95266,37.3968389","126.95266,37.3968389","127.2344689,37.5425935","127.1472486,35.8450134"
"126.9930484,37.3098943","127.3276579,36.3670105","127.166572,36.7665814","126.952716,37.39674","126.952716,37.39674","127.2346787,37.5424849","127.1473227,35.8450326"
"126.9929601,37.3099327","127.3273213,36.3670136","127.16666,36.7664437","126.9527355,37.396705","126.9527355,37.396705","127.2350776,37.542357","127.1473813,35.845049"
"126.992229,37.310255","127.3270994,36.367016","127.166758,36.7663169","126.9528019,37.396589","126.9528019,37.396589","127.2356646,37.5421681","127.1474908,35.8450799"
"126.9920886,37.3103157","127.3269601,36.3670158","127.1668391,36.7662206","126.952834,37.3965243","126.952834,37.3965243","127.2360159,37.5420544","127.147576,35.8451054"
"126.9918261,37.3104281","127.3268885,36.3666389","127.167007,36.7660111","126.9534569,37.3953743","126.9534569,37.3953743","127.2363729,37.5419335","127.1478392,35.8451828"
"126.9916053,37.3105344","127.3268887,36.3665162","127.1675262,36.7653869","126.9535062,37.3952826","126.9535062,37.3952826","127.2365497,37.5418744","127.1482517,35.8453049"
"126.9914241,37.310622","127.3268889,36.3664216","127.1677897,36.7650712","126.9541006,37.3941748","126.9541006,37.3941748","127.2368171,37.5418083","127.1487615,35.845456"
"126.9913064,37.3106756","127.3268983,36.3662179","127.1679204,36.7649147","126.9541349,37.394111","126.9541349,37.394111","127.2369497,37.5417671","127.1492183,35.8455908"
"126.9912124,37.3107247","127.3269187,36.365576","127.1680701,36.764752","126.954175,37.3940409","126.954175,37.3940409","127.2370754,37.5417467","127.1499272,35.8458002"
"126.9911501,37.3107614","127.3269374,36.3646664","127.1680994,36.7647169","126.9542414,37.3939213","126.9542414,37.3939213","127.2371411,37.541736","127.1501019,35.8458521"
"126.9908181,37.3109583","127.3269387,36.3645942","127.1684778,36.7642627","126.9546409,37.3931966","126.9546409,37.3931966","127.23726,37.5417327","127.150134,35.8458621"
"126.9907489,37.3110076","127.3269471,36.3643238","127.1686648,36.7640225","126.9547496,37.3930096","126.9547496,37.3930096","127.2372962,37.5417355","127.1503275,35.8459186"
"126.9904258,37.3112352","127.3271265,36.3643295","127.168842,36.763721","126.9548548,37.3928244","126.9548548,37.3928244","127.2373301,37.5417409","127.1505355,35.8459796"
"126.9900114,37.3116083","127.3280819,36.3643164","127.1698005,36.7625563","126.9548835,37.3927642","126.9548835,37.3927642","127.2373629,37.5417491","127.1506096,35.8460033"
"126.9899694,37.311646","127.3284765,36.364308","127.1701564,36.7621237","126.9549775,37.3925726","126.9549775,37.3925726","127.2374409,37.541779","127.1507323,35.8460397"
"126.9899126,37.3116963","127.3285813,36.3643018","127.170499,36.7616703","126.9550395,37.3924422","126.9550395,37.3924422","127.237494,37.5418098","127.1517221,35.8463338"
"126.989757,37.3118362","127.3296302,36.3642754","127.1706635,36.7614616","126.9550464,37.3924287","126.9550464,37.3924287","127.2375742,37.5418668","127.1519068,35.8463857"
"126.9896592,37.3119457","127.3297339,36.3642737","127.1709998,36.7608865","126.9550659,37.3923874","126.9550659,37.3923874","127.2376013,37.5418966","127.1523371,35.8465141"
"126.9894887,37.3121352","127.3299336,36.3641892","127.1711718,36.7604813","126.9550922,37.3923415","126.9550922,37.3923415","127.2376238,37.5419273","127.152514,35.8465633"
"126.9893122,37.3123661","127.3302013,36.3641355","127.1713239,36.7600201","126.9551483,37.3922417","126.9551483,37.3922417","127.2376452,37.5419652","127.1525229,35.846566"
"126.9890921,37.3127032","127.3304122,36.3640078","127.1713296,36.7599967","126.9551574,37.3922264","126.9551574,37.3922264","127.2376642,37.5420211","127.1525815,35.8465824"
"126.9889229,37.3130278","127.3304513,36.3639781","127.1714291,36.7595228","126.9551883,37.3921725","126.9551883,37.3921725","127.2376742,37.5420905","127.1528359,35.8466526"
"126.9888452,37.3131771","127.3305116,36.3639331","127.1714544,36.7591055","126.9553784,37.3918164","126.9553784,37.3918164","127.2376671,37.5421572","127.1532617,35.846771"
"126.9887008,37.3134947","127.3306624,36.3637666","127.1714422,36.7588179","126.955572,37.3914459","126.955572,37.3914459","127.2376557,37.5421933","127.1533922,35.8468056"
"126.9885615,37.3138979","127.3307375,36.3635999","127.171427,36.7584464","126.9556797,37.3912418","126.9556797,37.3912418","127.2376249,37.5422581","127.1536345,35.8468686"
"126.9884738,37.3141797","127.3307746,36.3634331","127.1714239,36.7583833","126.9557129,37.3911825","126.9557129,37.3911825","127.2375692,37.5423274","127.1536533,35.846874"
"126.9884391,37.3143093","127.3307864,36.3631411","127.1714164,36.7583067","126.9557747,37.3910746","126.9557747,37.3910746","127.2375022,37.5423912","127.1537628,35.8469059"
"126.9883935,37.3145453","127.33076,36.3629923","127.1714099,36.7582508","126.9560035,37.3906755","126.9560035,37.3906755","127.2373026,37.5425016","127.1542317,35.8470425"
"126.9883521,37.3153266","127.3307269,36.3628146","127.1714045,36.7582039","126.956039,37.3906116","126.956039,37.3906116","127.2367663,37.542724","127.1547161,35.8472035"
"126.9883507,37.3153591","127.3306351,36.3625071","127.1714013,36.7581732","126.9560733,37.3905451","126.9560733,37.3905451","127.2359073,37.5430168","127.1547503,35.8472153"
"126.9883004,37.3162936","127.3299916,36.3610952","127.1713263,36.7576195","126.9561054,37.390483","126.9561054,37.390483","127.2355616,37.5431413","127.1548476,35.8472489"
"126.9882835,37.3166198","127.3299509,36.3608788","127.1712275,36.7568782","126.9561626,37.3903869","126.9561626,37.3903869","127.2354029,37.543205","127.1551904,35.8473662"
"126.9882568,37.3170659","127.3298866,36.3607246","127.1711225,36.7560134","126.9561992,37.3903248","126.9561992,37.3903248","127.235286,37.5432768","127.1553817,35.8474317"
"126.988244,37.3172921","127.3289619,36.3589499","127.171099,36.7557618","126.9569494,37.3889077","126.9569494,37.3889077","127.2352281,37.5433371","127.1556007,35.8475071"
"126.9882358,37.3174993","127.3286367,36.3583328","127.1710851,36.7555905","126.9569929,37.3888259","126.9569929,37.3888259","127.2351734,37.5434289","127.1559567,35.8476308"
"126.9882275,37.3177256","127.3284314,36.3579448","127.1710055,36.7542985","126.9570181,37.3887791","126.9570181,37.3887791","127.2351436,37.5435469","127.1559899,35.8476417"
"126.9881754,37.3182436","127.3266311,36.3545326","127.1710024,36.7542435","126.9574463,37.3879879","126.9574463,37.3879879","127.2351431,37.5436677","127.1560397,35.847659"
"126.9881752,37.3182806","127.3265578,36.3543937","127.1709897,36.7540569","126.9574897,37.3879115","126.9574897,37.3879115","127.2351744,37.5437813","127.1560883,35.8476753"
"126.9881741,37.3184356","127.3253115,36.3520325","127.1709686,36.7535042","126.9575264,37.3878458","126.9575264,37.3878458","127.2352431,37.5438896","127.1569221,35.8479617"
"126.9881642,37.3185681","127.3242982,36.3501252","127.1709645,36.7534068","126.9575595,37.3877874","126.9575595,37.3877874","127.2353074,37.5439529","127.1570481,35.8480045"
"126.988133,37.3188456","127.3228211,36.3473445","127.1709624,36.7533708","126.9576271,37.3876651","126.9576271,37.3876651","127.2355904,37.5442663","127.1571399,35.8480354"
"126.9880789,37.3193267","127.3223928,36.3465379","127.1709551,36.7532391","126.9576488,37.3876211","126.9576488,37.3876211","127.2356771,37.5444125","127.1572085,35.8480581"
"126.9880459,37.3195339","127.3217124,36.3453333","127.1709198,36.7525936","126.958266,37.3864728","126.958266,37.3864728","127.2357234,37.5444477","127.157298,35.848089"
"126.9880058,37.3197888","127.3213448,36.3447584","127.1708774,36.7517659","126.9583313,37.3863487","126.9583313,37.3863487","127.2372122,37.5456787","127.1575722,35.8481872"
"126.9879473,37.3200959","127.3203599,36.3432207","127.1708215,36.7509508","126.9589448,37.385232","126.9589448,37.385232","127.2388693,37.5470164","127.1584303,35.8484971"
"126.987925,37.3202247","127.3196792,36.3421361","127.1707897,36.7499997","126.9589803,37.3851673","126.9589803,37.3851673","127.2391611,37.5471144","127.1584657,35.8485098"
"126.9878455,37.320959","127.3194294,36.3417372","127.1707868,36.7498933","126.9590077,37.3851151","126.9590077,37.3851151","127.2395337,37.5473775","127.1587918,35.8486279"
"126.9877336,37.3214867","127.3192296,36.3414178","127.1707848,36.7498374","126.9590261,37.3850819","126.9590261,37.3850819","127.2396037,37.5474281","127.1589157,35.8486725"
"126.9877184,37.3215605","127.3177351,36.3390661","127.1707755,36.7496643","126.9590615,37.3850162","126.9590615,37.3850162","127.23971,37.5474825","127.15916,35.8487642"
"126.9876036,37.3220071","127.3172834,36.3383153","127.1707701,36.7496129","126.9591245,37.3849057","126.9591245,37.3849057","127.2398468,37.5475341","127.1592905,35.8488133"
"126.9874448,37.3226284","127.3169626,36.3377829","127.1707464,36.749391","126.9591554,37.3848517","126.9591554,37.3848517","127.2399904,37.547566","127.1593104,35.8488205"
"126.9874367,37.322659","127.3168871,36.3376575","127.1707322,36.7490575","126.9593042,37.384573","126.9593042,37.384573","127.2401206,37.5475807","127.1594773,35.8488823"
"126.9870116,37.3239245","127.3159989,36.3362659","127.170711,36.7487536","126.9594416,37.3843122","126.9594416,37.3843122","127.2402745,37.5475828","127.159662,35.8489505"
"126.9867519,37.3245985","127.3147511,36.3342905","127.1706594,36.7479908","126.9596695,37.3838797","126.9596695,37.3838797","127.2404489,37.547558","127.1597018,35.8489668"
"126.9865007,37.3251978","127.3144991,36.3338917","127.1705991,36.7466321","126.9598493,37.3835416","126.9598493,37.3835416","127.240662,37.5474827","127.1598872,35.8491215"
"126.9860922,37.3261758","127.3141495,36.3333331","127.1705677,36.7461272","126.9599557,37.3833483","126.9599557,37.3833483","127.2408241,37.5474164","127.1599347,35.8491415"
"126.9860155,37.3263359","127.3126243,36.3309082","127.1705223,36.745469","126.960322,37.3826838","126.960322,37.3826838","127.2413119,37.5471417","127.1601595,35.8491412"
"126.985925,37.326523","127.3119861,36.3299047","127.1705118,36.745322","126.9605027,37.382371","126.9605027,37.382371","127.2418495,37.5468328","127.1603035,35.8491281"
"126.9855744,37.3271326","127.3117496,36.3295329","127.1705097,36.7452679","126.9607209,37.3820213","126.9607209,37.3820213","127.2421625,37.5466829","127.1603789,35.8491058"
"126.9854419,37.3273601","127.3113745,36.3289075","127.1705046,36.7451688","126.9607461,37.3819791","126.9607461,37.3819791","127.2424923,37.5465647","127.1604155,35.8490933"
"126.9854225,37.3273934","127.3111372,36.3284411","127.1705014,36.7451138","126.9607735,37.3819387","126.9607735,37.3819387","127.2427124,37.5464245","127.1605841,35.8490279"
"126.9851357,37.3278906","127.310799,36.3277662","127.1704973,36.7450263","126.9608317,37.3818452","126.9608317,37.3818452","127.2435995,37.5458992","127.1608069,35.8487373"
"126.9848695,37.3283617","127.3104114,36.3267991","127.1703757,36.7425676","126.9610728,37.3814659","126.9610728,37.3814659","127.2440248,37.5456576","127.1615237,35.8478864"
"126.9845817,37.3288562","127.3100241,36.3257329","127.1703746,36.7425469","126.9611699,37.381314","126.9611699,37.381314","127.2446123,37.5453317","127.1615448,35.8478621"
"126.9842996,37.3293328","127.3095248,36.3244158","127.1703495,36.742133","126.9611995,37.381279","126.9611995,37.381279","127.2446951,37.5452859","127.1616316,35.8477623"
"126.9839741,37.3298992","127.3088885,36.3226288","127.1703117,36.7415578","126.9612496,37.3812242","126.9612496,37.3812242","127.2447303,37.545268","127.1619298,35.847425"
"126.9839592,37.3299235","127.3087624,36.3222743","127.1702617,36.7404083","126.9612553,37.3812125","126.9612553,37.3812125","127.2449491,37.5451711","127.1619743,35.847372"
"126.9829274,37.3315946","127.3086495,36.3219812","127.1701617,36.7391658","126.9612656,37.3811946","126.9612656,37.3811946","127.245169,37.5450814","127.162198,35.8471228"
"126.9828589,37.3317052","127.3086118,36.3218828","127.1700871,36.7385327","126.9613515,37.3810327","126.9613515,37.3810327","127.2453776,37.5449944","127.1624573,35.8468287"
"126.9819089,37.3331072","127.3085389,36.3216573","127.1699615,36.7377995","126.961387,37.3809662","126.961387,37.3809662","127.2455964,37.5449102","127.1628579,35.8463583"
"126.9818462,37.3332025","127.3077619,36.3195915","127.1697031,36.7366791","126.961506,37.3807576","126.961506,37.3807576","127.2459228,37.5447964","127.1632408,35.8459095"
"126.9818223,37.3332384","127.3073746,36.3185244","127.1696877,36.7366133","126.9615243,37.3807243","126.9615243,37.3807243","127.2469779,37.5444436","127.1633098,35.8458294"
"126.9817494,37.3333328","127.3071578,36.3178912","127.1696252,36.7363003","126.961727,37.3808127","126.961727,37.3808127","127.2480897,37.544071","127.163421,35.8457026"
"126.9816523,37.3334937","127.307087,36.3176828","127.1695396,36.7358881","126.9626211,37.3811899","126.9626211,37.3811899","127.2481327,37.5440557","127.1635056,35.845601"
"126.9816009,37.3335818","127.3070062,36.3174474","127.1694618,36.7354831","126.9631663,37.3814024","126.9631663,37.3814024","127.2493828,37.5436194","127.1640797,35.8449751"
"126.9815324,37.3336942","127.3069366,36.3172408","127.1691744,36.7343248","126.9638492,37.3816245","126.9638492,37.3816245","127.249817,37.5434356","127.1648865,35.8440297"
"126.9810997,37.334408","127.3068749,36.3169693","127.1689247,36.7335416","126.9643287,37.3817096","126.9643287,37.3817096","127.2499995,37.5433494","127.1649421,35.8439686"
"126.9809864,37.3346274","127.3068683,36.3169296","127.1686085,36.7328331","126.9645996,37.3817415","126.9645996,37.3817415","127.2501639,37.5432741","127.1650489,35.8438481"
"126.9809303,37.3347344","127.3068045,36.3165698","127.1683573,36.7323906","126.9651743,37.3817712","126.9651743,37.3817712","127.2507819,37.5429482","127.1650812,35.8438121"
"126.9808869,37.3348199","127.3067413,36.3160198","127.1682995,36.7322877","126.9656374,37.381766","126.9656374,37.381766","127.251239,37.5426859","127.1651702,35.8437204"
"126.980795,37.3350394","127.3067303,36.3155059","127.1681495,36.7320214","126.965938,37.3817539","126.965938,37.3817539","127.2515611,37.542482","127.1654971,35.8434003"
"126.9807767,37.3350835","127.3067367,36.3151885","127.1678491,36.73154","126.9660171,37.3817488","126.9660171,37.3817488","127.2521136,37.5421316","127.1659507,35.8429607"
"126.9807537,37.3351393","127.3067617,36.3149623","127.1673348,36.7308309","126.9663913,37.3817054","126.9663913,37.3817054","127.25352,37.5412792","127.1659941,35.842922"
"126.9806032,37.3355199","127.3067766,36.3148217","127.1672523,36.7307306","126.9665564,37.3816792","126.9665564,37.3816792","127.2538149,37.541114","127.166291,35.8426253"
"126.9805928,37.3355541","127.3068796,36.3141547","127.1671353,36.7305924","126.9669375,37.381616","126.9669375,37.381616","127.2540711,37.5410009","127.1663521,35.8425651"
"126.9805766,37.335609","127.3078243,36.3095998","127.1666984,36.730099","126.967328,37.3815078","126.967328,37.3815078","127.2544847,37.5408558","127.1672404,35.8417164"
"126.9805489,37.3357008","127.308525,36.3063914","127.1664856,36.7298586","126.9674106,37.3814847","126.9674106,37.3814847","127.2549436,37.5407215","127.1673304,35.8416355"
"126.9804103,37.3361527","127.3086498,36.3059075","127.1664175,36.7297908","126.9677739,37.3813809","126.9677739,37.3813809","127.2553684,37.5406431","127.1673994,35.8415735"
"126.9803033,37.3364551","127.3087373,36.3056327","127.166016,36.7294029","126.9678286,37.3813153","126.9678286,37.3813153","127.2561294,37.5405437","127.1674685,35.8414583"
"126.979939,37.3373828","127.3089995,36.3050083","127.1657795,36.7292102","126.9678887,37.381275","126.9678887,37.381275","127.2562709,37.5405251","127.1675308,35.841399"
"126.9798602,37.3376827","127.3090622,36.304866","127.1657248,36.7291659","126.968179,37.3811258","126.968179,37.3811258","127.256656,37.5404556","127.1677821,35.8411472"
"126.9797449,37.3381959","127.309325,36.3044499","127.1657203,36.7291632","126.9684495,37.3810414","126.9684495,37.3810414","127.2567693,37.540426","127.1680834,35.8408559"
