0,1
"127.3454797,36.3666634","127.3454797,36.3666634"
"127.3455358,36.3670313","127.3455358,36.3670313"
"127.3455974,36.3674497","127.3455974,36.3674497"
"127.3456161,36.3675868","127.3456161,36.3675868"
"127.3456282,36.3676607","127.3456282,36.3676607"
"127.3456954,36.3680791","127.3456954,36.3680791"
"127.3457448,36.3684642","127.3457448,36.3684642"
"127.3444525,36.3686185","127.3444525,36.3686185"
"127.3440522,36.3686657","127.3440522,36.3686657"
"127.3438036,36.3686915","127.3438036,36.3686915"
"127.3432405,36.3687503","127.3432405,36.3687503"
"127.3429595,36.3687761","127.3429595,36.3687761"
"127.3427867,36.3687912","127.3427867,36.3687912"
"127.3427209,36.3687974","127.3427209,36.3687974"
"127.3425715,36.3688116","127.3425715,36.3688116"
"127.3423887,36.3688249","127.3423887,36.3688249"
"127.3422504,36.3688346","127.3422504,36.3688346"
"127.3417543,36.3688709","127.3417543,36.3688709"
"127.3416372,36.3688942","127.3416372,36.3688942"
"127.3415625,36.3689203","127.3415625,36.3689203"
"127.3414865,36.3689932","127.3414865,36.3689932"
"127.3414362,36.3690779","127.3414362,36.3690779"
"127.3411944,36.3695743","127.3411944,36.3695743"
"127.3411093,36.3697437","127.3411093,36.3697437"
"127.3410544,36.3698797","127.3410544,36.3698797"
"127.3408483,36.3698218","127.3408483,36.3698218"
"127.3405997,36.3698052","127.3405997,36.3698052"
"127.3403343,36.3698418","127.3403343,36.3698418"
"127.3401246,36.3699019","127.3401246,36.3699019"
"127.3400681,36.3697315","127.3400681,36.3697315"
"127.340056,36.3696945","127.340056,36.3696945"
"127.3399795,36.3694798","127.3399795,36.3694798"
"127.3398509,36.3691073","127.3398509,36.3691073"
"127.3396869,36.3686329","127.3396869,36.3686329"
"127.3395617,36.368282","127.3395617,36.368282"
"127.3392403,36.3673422","127.3392403,36.3673422"
"127.338847,36.3661895","127.338847,36.3661895"
"127.3386886,36.365716","127.3386886,36.365716"
"127.3386841,36.3657033","127.3386841,36.3657033"
"127.3386741,36.3656745","127.3386741,36.3656745"
"127.3384891,36.365136","127.3384891,36.365136"
"127.3384181,36.3649493","127.3384181,36.3649493"
"127.3382423,36.3648183","127.3382423,36.3648183"
"127.3381255,36.3647172","127.3381255,36.3647172"
"127.3380397,36.3646639","127.3380397,36.3646639"
"127.3379707,36.3646485","127.3379707,36.3646485"
"127.3379005,36.3646376","127.3379005,36.3646376"
"127.3378358,36.3646366","127.3378358,36.3646366"
"127.3376953,36.3646544","127.3376953,36.3646544"
"127.3375314,36.3646758","127.3375314,36.3646758"
"127.33687,36.364894","127.33687,36.364894"
"127.3352246,36.3654579","127.3352246,36.3654579"
"127.3347706,36.3656223","127.3347706,36.3656223"
"127.3346746,36.3656537","127.3346746,36.3656537"
"127.3332958,36.3661485","127.3332958,36.3661485"
"127.3328708,36.3663012","127.3328708,36.3663012"
"127.3328049,36.3663254","127.3328049,36.3663254"
"127.3325484,36.3664161","127.3325484,36.3664161"
"127.3324792,36.3664413","127.3324792,36.3664413"
"127.3321367,36.3665562","127.3321367,36.3665562"
"127.3320375,36.3665912","127.3320375,36.3665912"
"127.3317519,36.3666972","127.3317519,36.3666972"
"127.3314596,36.366805","127.3314596,36.366805"
"127.331338,36.3668409","127.331338,36.3668409"
"127.3312075,36.3668731","127.3312075,36.3668731"
"127.331067,36.3668937","127.331067,36.3668937"
"127.3310246,36.3668999","127.3310246,36.3668999"
"127.3308964,36.3669051","127.3308964,36.3669051"
"127.330669,36.3669192","127.330669,36.3669192"
"127.3301036,36.3669969","127.3301036,36.3669969"
"127.3294248,36.3669977","127.3294248,36.3669977"
"127.3278039,36.3670071","127.3294034,36.3670716"
"127.3276579,36.3670105","127.3293754,36.3671509"
"127.3273213,36.3670136","127.3283994,36.3694511"
"127.3270994,36.367016","127.3282134,36.3698827"
"127.3269601,36.3670158","127.3281383,36.3700566"
"127.3268885,36.3666389","127.3281148,36.3701125"
"127.3268887,36.3665162","127.3274247,36.3716747"
"127.3268889,36.3664216","127.3274235,36.3716774"
"127.3268983,36.3662179","127.327298,36.3720072"
"127.3269187,36.365576","127.3272677,36.3720874"
"127.3269374,36.3646664","127.3271727,36.3722036"
"127.3269387,36.3645942","127.3270509,36.3723296"
"127.3269471,36.3643238","127.3270131,36.3727542"
"127.3271265,36.3643295","127.3268376,36.3734715"
"127.3280819,36.3643164","127.3265756,36.3740184"
"127.3284765,36.364308","127.3251883,36.3767102"
"127.3285813,36.3643018","127.3250786,36.3769137"
"127.3296302,36.3642754","127.3250293,36.3770011"
"127.3297339,36.3642737","127.3249487,36.3771633"
"127.3299336,36.3641892","127.3248871,36.3772858"
"127.3302013,36.3641355","127.3248445,36.3773696"
"127.3304122,36.3640078","127.3248031,36.3774507"
"127.3304513,36.3639781","127.3231819,36.3805072"
"127.3305116,36.3639331","127.3230206,36.380809"
"127.3306624,36.3637666","127.3229993,36.3808495"
"127.3307375,36.3635999","127.3229008,36.3810306"
"127.3307746,36.3634331","127.3228169,36.3811846"
"127.3307864,36.3631411","127.3223869,36.381971"
"127.33076,36.3629923","127.3222135,36.3822529"
"127.3307269,36.3628146","127.3219258,36.3827393"
"127.3306351,36.3625071","127.3215779,36.3832346"
"127.3299916,36.3610952","127.3212671,36.3836128"
"127.3299509,36.3608788","127.3210647,36.383864"
"127.3298866,36.3607246","127.3208467,36.3841225"
"127.3289619,36.3589499","127.3201558,36.3849283"
"127.3286367,36.3583328","127.3192268,36.3859997"
"127.3284314,36.3579448","127.3187314,36.3866264"
"127.3266311,36.3545326","127.3186542,36.3867246"
"127.3265578,36.3543937","127.3185167,36.386911"
"127.3253115,36.3520325","127.318435,36.3870182"
"127.3242982,36.3501252","127.3184037,36.3870596"
"127.3228211,36.3473445","127.3182829,36.3872244"
"127.3223928,36.3465379","127.3182627,36.3872541"
"127.3217124,36.3453333","127.3181296,36.3874351"
"127.3213448,36.3447584","127.3180771,36.3875099"
"127.3203599,36.3432207","127.3179629,36.3876792"
"127.3196792,36.3421361","127.3176452,36.388152"
"127.3194294,36.3417372","127.3176183,36.3881925"
"127.3192296,36.3414178","127.3166821,36.389446"
"127.3177351,36.3390661","127.3163923,36.3898477"
"127.3172834,36.3383153","127.3158397,36.3906122"
"127.3169626,36.3377829","127.3158296,36.3906257"
"127.3168871,36.3376575","127.3153262,36.3913209"
"127.3159989,36.3362659","127.3148317,36.3920152"
"127.3147511,36.3342905","127.31475,36.3921296"
"127.3144991,36.3338917","127.3145968,36.3923349"
"127.3141495,36.3333331","127.3141672,36.392913"
"127.3126243,36.3309082","127.3131859,36.3943161"
"127.3119861,36.3299047","127.3122607,36.3955624"
"127.3117496,36.3295329","127.3122305,36.3956083"
"127.3113745,36.3289075","127.3121556,36.3957001"
"127.3111372,36.3284411","127.3120996,36.3957695"
"127.310799,36.3277662","127.3120829,36.3957902"
"127.3104114,36.3267991","127.3120571,36.3958244"
"127.3100241,36.3257329","127.3120415,36.3958451"
"127.3095248,36.3244158","127.3119755,36.3959406"
"127.3088885,36.3226288","127.3119262,36.3960189"
"127.3087624,36.3222743","127.311327,36.3971151"
"127.3086495,36.3219812","127.3107622,36.3982394"
"127.3086118,36.3218828","127.3104597,36.3987942"
"127.3085389,36.3216573","127.3104048,36.3989005"
"127.3077619,36.3195915","127.3101317,36.3993346"
"127.3073746,36.3185244","127.3100657,36.3994283"
"127.3071578,36.3178912","127.3093007,36.4003277"
"127.307087,36.3176828","127.3089092,36.4007877"
"127.3070062,36.3174474","127.3083825,36.4013666"
"127.3069366,36.3172408","127.3064402,36.4034784"
"127.3068749,36.3169693","127.3055901,36.4045012"
"127.3068683,36.3169296","127.304458,36.4058634"
"127.3068045,36.3165698","127.3044423,36.4058832"
"127.3067413,36.3160198","127.3041078,36.4063253"
"127.3067303,36.3155059","127.3037866,36.4067503"
"127.3067367,36.3151885","127.3036735,36.4069133"
"127.3067617,36.3149623","127.3035235,36.4071303"
"127.3067766,36.3148217","127.302937,36.4079768"
"127.3068796,36.3141547","127.3023828,36.4088224"
"127.3078243,36.3095998","127.3015039,36.4105933"
"127.308525,36.3063914","127.3013693,36.4108645"
"127.3086498,36.3059075","127.3012572,36.4110897"
"127.3087373,36.3056327","127.3011461,36.4113446"
"127.3089995,36.3050083","127.3009711,36.4117482"
"127.3090622,36.304866","127.3007758,36.4122401"
"127.309325,36.3044499","127.3005153,36.4128969"
"127.3095172,36.3041914","127.3003502,36.4133699"
"127.309649,36.3040158","127.3001995,36.4138592"
"127.3100623,36.3035576","127.3000836,36.414244"
"127.3104374,36.3032075","127.3000351,36.4144485"
"127.3116493,36.3022412","127.2999744,36.4146504"
"127.3119997,36.3019577","127.2997771,36.4154407"
"127.3122374,36.301758","127.2996823,36.4158913"
"127.3124999,36.3014663","127.2996551,36.4160481"
"127.3127243,36.3012412","127.2995643,36.4166664"
"127.312912,36.3009999","127.2994687,36.4173866"
"127.3131244,36.3006577","127.2992761,36.4185601"
"127.3133,36.3003658","127.2989777,36.4196324"
"127.3135742,36.2997694","127.2987678,36.4201486"
"127.3137579,36.2993397","127.2983251,36.4209412"
"127.3142676,36.2981171","127.2982019,36.4211357"
"127.3146495,36.2972161","127.2978427,36.4215877"
"127.3150145,36.2963864","127.2978002,36.4216417"
"127.3159674,36.2942196","127.2973862,36.4220954"
"127.3159864,36.2941746","127.2969288,36.4225499"
"127.3160716,36.2939637","127.2961742,36.4231706"
"127.3164491,36.2930249","127.2943914,36.4245352"
"127.3169869,36.29165","127.2922889,36.4260957"
"127.3172114,36.290884","127.2917903,36.4264663"
"127.3173062,36.2903288","127.2916003,36.4266066"
"127.3173517,36.2899286","127.2912717,36.4268494"
"127.317384,36.2894309","127.2902288,36.4276193"
"127.3173799,36.2892831","127.2899794,36.4278217"
"127.3173718,36.2889639","127.2899101,36.4278784"
"127.3173349,36.2885311","127.2892885,36.428383"
"127.3173195,36.2884346","127.2885559,36.4290849"
"127.3172723,36.288147","127.2881027,36.4295737"
"127.3171488,36.2876131","127.2877064,36.4301003"
"127.3171367,36.287558","127.2872851,36.4307622"
"127.3169909,36.2870611","127.2868602,36.4315232"
"127.3166866,36.2862411","127.2866917,36.4319313"
"127.3165803,36.2859876","127.2865003,36.4325558"
"127.316371,36.2854869","127.2863861,36.4331235"
"127.3161871,36.2850494","127.2862516,36.4337525"
"127.3157618,36.2841075","127.2862083,36.4344962"
"127.3151991,36.2828328","127.2861682,36.4357069"
"127.3147893,36.2818891","127.2861633,36.436246"
"127.3147871,36.2818828","127.2861589,36.4366535"
"127.3143275,36.2808273","127.2861525,36.4373386"
"127.3141492,36.2804159","127.2861493,36.4376992"
"127.3135993,36.2793909","127.286146,36.4380815"
"127.3132499,36.2788494","127.2861351,36.4392264"
"127.3129746,36.2784748","127.2861338,36.4392841"
"127.3123494,36.2777913","127.28612,36.4398268"
"127.3119372,36.2774247","127.2861174,36.4399873"
"127.3113349,36.2769189","127.2861044,36.4410456"
"127.3112716,36.2768656","127.2860951,36.4415919"
"127.3111582,36.2767833","127.2860718,36.4427792"
"127.3103366,36.2762826","127.2860053,36.4462445"
