0,1
"127.0100787,35.9679017","127.3651416,36.3205265"
"127.0101033,35.9680389","127.3651715,36.3205761"
"127.0100854,35.9682417","127.3652127,36.3206195"
"127.0100255,35.9684307","127.3652717,36.3206637"
"127.0098173,35.9687301","127.3653629,36.3207161"
"127.0096566,35.9688927","127.3654797,36.3208136"
"127.009474,35.9690163","127.3655208,36.3208894"
"127.0092239,35.9690992","127.3655419,36.3209489"
"127.0089742,35.9691333","127.3655684,36.3211076"
"127.0082557,35.9690997","127.3655683,36.3211292"
"127.0081607,35.9688487","127.3655693,36.3211878"
"127.0079766,35.9686721","127.3655533,36.3214159"
"127.0078863,35.9685699","127.3655498,36.3215331"
"127.0078247,35.9684849","127.3655517,36.3217116"
"127.0077499,35.9680329","127.3655547,36.3219054"
"127.0078119,35.9676995","127.3655568,36.3219731"
"127.0079367,35.9674241","127.3655599,36.3221101"
"127.0082213,35.9671323","127.3655665,36.3221813"
"127.0085096,35.9669577","127.3655865,36.32224"
"127.0088175,35.9668471","127.3656142,36.3222968"
"127.0091248,35.9668394","127.3656698,36.3223699"
"127.0093276,35.9663263","127.365759,36.3223492"
"127.0093524,35.966266","127.365847,36.322352"
"127.0100921,35.9651871","127.3660352,36.3223892"
"127.0100445,35.9648073","127.3660931,36.3224001"
"127.0100197,35.9646954","127.3661143,36.3224037"
"127.0099466,35.964513","127.366347,36.3224788"
"127.0096138,35.964335","127.3664438,36.3225339"
"127.0092666,35.9641803","127.3665339,36.3226161"
"127.0089202,35.9640625","127.3666498,36.3226162"
"127.0084617,35.9639588","127.3667312,36.3225667"
"127.0081947,35.9639144","127.367471,36.3225396"
"127.0082275,35.96381","127.3675489,36.3225748"
"127.0085155,35.9638616","127.367599,36.3225749"
"127.0089762,35.9639699","127.3677584,36.3225696"
"127.0093647,35.9640905","127.367862,36.3225661"
"127.0096401,35.9642188","127.3679188,36.3225644"
"127.0097473,35.9642688","127.3680403,36.3225609"
"127.0100336,35.9644205","127.3683177,36.3225495"
"127.0103817,35.9646302","127.3687165,36.3225409"
"127.0105386,35.9647237","127.3688202,36.3225383"
"127.0106093,35.96477","127.369668,36.3225221"
"127.0107064,35.9648434","127.3700312,36.3225198"
"127.0110199,35.9650809","127.3701047,36.3225199"
"127.0112538,35.965282","127.3701081,36.3225199"
