0
"126.9238418,35.1698817"
"126.9238836,35.1698612"
"126.9241227,35.1697478"
"126.9244028,35.1695841"
"126.9245427,35.1695172"
"126.9248677,35.169379"
"126.9249781,35.169292"
"126.9252806,35.1690536"
"126.925401,35.1689595"
"126.9255181,35.1688672"
"126.9258494,35.1687578"
"126.9259296,35.168751"
"126.9260513,35.1687795"
"126.9261583,35.1688603"
"126.9263101,35.1689728"
"126.926522,35.1691352"
"126.926557,35.1691615"
"126.9258183,35.1695863"
"126.925741,35.1696401"
"126.9256989,35.1696922"
"126.9256863,35.1697679"
"126.9256992,35.1698166"
"126.9257239,35.1698898"
"126.9257541,35.1699684"
"126.9258036,35.1701084"
"126.9258165,35.1701463"
"126.925823,35.1701635"
"126.9259902,35.1701282"
"126.9264257,35.1700266"
"126.9265544,35.1699974"
"126.9269921,35.1699021"
"126.9270615,35.1698826"
"126.9273892,35.1698138"
"126.927619,35.1697662"
"126.9277741,35.1697327"
"126.9278489,35.1697195"
"126.928248,35.1696438"
"126.9283888,35.1696129"
"126.9289607,35.1694876"
"126.9292181,35.1694302"
"126.9295986,35.1693472"
"126.9296624,35.1693331"
"126.9297866,35.1693075"
"126.9300088,35.1692581"
"126.9303156,35.1691919"
"126.9305136,35.1691495"
"126.930628,35.1691239"
"126.9309744,35.1690498"
"126.9319533,35.16882"
"126.932348,35.1687506"
"126.9326371,35.1687159"
"126.9326404,35.1685554"
"126.9326443,35.1684652"
"126.9326527,35.1680505"
"126.9326618,35.1676917"
"126.9326497,35.1672164"
"126.9326296,35.167109"
"126.9326285,35.1671036"
"126.9325659,35.166785"
"126.9325382,35.1666658"
"126.9325284,35.1666487"
"126.9327151,35.1666459"
"126.9333204,35.1666109"
"126.9333743,35.1666075"
"126.9334193,35.166605"
"126.9335885,35.1665959"
"126.9341619,35.1665661"
"126.9342431,35.1665629"
"126.934387,35.1665582"
"126.9344343,35.1665557"
"126.9346594,35.1665459"
"126.9349615,35.1665329"
"126.935101,35.1665236"
"126.9351043,35.1665236"
"126.9361612,35.1664528"
"126.9362315,35.1664477"
"126.9364127,35.1664378"
"126.9365215,35.1664329"
"126.9367949,35.1664269"
"126.936997,35.1664224"
"126.9369992,35.1664215"
"126.9371749,35.1664161"
"126.9371629,35.1662546"
"126.9371124,35.1654491"
"126.9370843,35.1650712"
"126.9370371,35.1644244"
"126.9370096,35.1641159"
"126.9370074,35.1639626"
"126.9370101,35.1637192"
"126.9370119,35.1636191"
"126.9370348,35.1626977"
"126.9370348,35.1626932"
"126.9370365,35.1626075"
"126.9370374,35.1624659"
"126.9370306,35.1621855"
"126.937042,35.1619619"
"126.9370365,35.1617996"
"126.9372013,35.1617994"
"126.9375988,35.1617923"
"126.937702,35.1617909"
"126.9383839,35.1617815"
"126.9386936,35.1617775"
"126.9388869,35.1617748"
"126.9389121,35.1617749"
"126.9390615,35.1617756"
"126.9391866,35.1617744"
"126.9392372,35.1617665"
"126.9392306,35.1619288"
"126.939212,35.1623994"
"126.9392043,35.1627276"
"126.9391952,35.1634029"
"126.9391854,35.1637121"
"126.9392272,35.1638647"
"126.9392767,35.1640128"
"126.9392958,35.1641076"
"126.939312,35.1643079"
"126.9392503,35.1656187"
"126.9392491,35.1656331"
"126.9392529,35.1660334"
"126.9393101,35.1666658"
"126.9393241,35.1668606"
"126.939277,35.1670074"
"126.9392957,35.1671671"
"126.9392998,35.1671996"
"126.9393994,35.1680494"
"126.9394495,35.1687575"
"126.9394867,35.1697333"
"126.9394869,35.1708244"
"126.9394865,35.171681"
"126.9394869,35.1719416"
"126.9395249,35.1726496"
"126.9396211,35.1731875"
