0,1,2,3,4,5
"127.6355927,34.8019609","128.5721089,35.2298267","126.7546924,37.5057815","128.5438086,35.8527614","128.5438086,35.8527614","128.5438086,35.8527614"
"127.6356484,34.8026129","128.5710348,35.2302897","126.7543823,37.5057949","128.5428868,35.8523916","128.5428868,35.8523916","128.5428868,35.8523916"
"127.6357576,34.8031565","128.5705278,35.2305133","126.7538448,37.5058032","128.5421889,35.8521227","128.5421889,35.8521227","128.5421889,35.8521227"
"127.6358654,34.803564","128.5704535,35.2305437","126.7535981,37.505808","128.54151,35.8518608","128.54151,35.8518608","128.54151,35.8518608"
"127.6359774,34.8038732","128.5703988,35.2305658","126.7532789,37.505815","128.5413397,35.8517974","128.5413397,35.8517974","128.5413397,35.8517974"
"127.6361494,34.8040759","128.5703562,35.2305824","126.7531862,37.5058153","128.5411249,35.8517163","128.5411249,35.8517163","128.5411249,35.8517163"
"127.6363357,34.8043534","128.569637,35.23088","126.7531477,37.5058159","128.5410392,35.8516837","128.5410392,35.8516837","128.5410392,35.8516837"
"127.6364529,34.8044696","128.5695419,35.230916","126.7524881,37.5058136","128.540525,35.8514826","128.540525,35.8514826","128.540525,35.8514826"
"127.6365678,34.8045579","128.5694676,35.2309474","126.7520706,37.5058118","128.5396156,35.8511289","128.5396156,35.8511289","128.5396156,35.8511289"
"127.6367298,34.8046524","128.5693987,35.2309759","126.7517505,37.5059179","128.5394119,35.8510495","128.5394119,35.8510495","128.5394119,35.8510495"
"127.6369201,34.8047288","128.5691353,35.2310837","126.7510455,37.5059333","128.5381122,35.8505658","128.5381122,35.8505658","128.5381122,35.8505658"
"127.6371082,34.8047628","128.5685261,35.2313028","126.7499994,37.5059961","128.5377218,35.8504421","128.5377218,35.8504421","128.5377218,35.8504421"
"127.6373324,34.8047761","128.5685009,35.2313112","126.7492256,37.5061002","128.5373468,35.8503029","128.5373468,35.8503029","128.5373468,35.8503029"
"127.637469,34.8047588","128.5684867,35.2313158","126.7490319,37.5061224","128.5373301,35.8502958","128.5373301,35.8502958","128.5373301,35.8502958"
"127.637634,34.8047217","128.5683937,35.2313491","126.748973,37.5061302","128.5373057,35.850287","128.5373057,35.850287","128.5373057,35.850287"
"127.6378972,34.8045636","128.5679669,35.2314845","126.7486919,37.5061788","128.5372356,35.8502605","128.5372356,35.8502605","128.5372356,35.8502605"
"127.6380313,34.8043506","128.5679232,35.2314984","126.7484608,37.5062098","128.5368055,35.850147","128.5368055,35.850147","128.5368055,35.850147"
"127.6381033,34.8042098","128.5676483,35.2315729","126.7479421,37.5062669","128.5367234,35.8501369","128.5367234,35.8501369","128.5367234,35.8501369"
"127.6381064,34.8041133","128.5674523,35.2316261","126.7477393,37.5058402","128.5367035,35.8501344","128.5367035,35.8501344","128.5367035,35.8501344"
"127.6380876,34.8040124","128.5673374,35.2316613","126.7477187,37.505749","128.5364506,35.8501059","128.5364506,35.8501059","128.5364506,35.8501059"
"127.6380152,34.8038763","128.5667748,35.2318331","126.7477123,37.5057111","128.5359827,35.8500631","128.5359827,35.8500631","128.5359827,35.8500631"
"127.6378708,34.8037637","128.5664487,35.231937","126.7475148,37.5045381","128.5350991,35.8499833","128.5350991,35.8499833","128.5350991,35.8499833"
"127.6376487,34.8037","128.5661499,35.2320325","126.7474849,37.5043595","128.5346002,35.8499416","128.5346002,35.8499416","128.5346002,35.8499416"
"127.6374792,34.803692","128.5657506,35.232173","126.7472234,37.5030247","128.5343996,35.8499244","128.5343996,35.8499244","128.5343996,35.8499244"
"127.6373218,34.8037093","128.5650213,35.2324509","126.747173,37.5027414","128.5334118,35.8498409","128.5334118,35.8498409","128.5334118,35.8498409"
"127.6371426,34.80376","128.5650202,35.2324509","126.7468397,37.5008969","128.5324977,35.849718","128.5324977,35.849718","128.5324977,35.849718"
"127.6363277,34.8041361","128.5649546,35.2324749","126.7466881,37.5","128.5322249,35.8496816","128.5322249,35.8496816","128.5322249,35.8496816"
"127.635812,34.8043693","128.5646583,35.232592","126.7466249,37.4996472","128.5321117,35.8496664","128.5321117,35.8496664","128.5321117,35.8496664"
"127.635103,34.8046939","128.5644987,35.2326574","126.7464651,37.4986583","128.5310708,35.8495004","128.5310708,35.8495004","128.5310708,35.8495004"
"127.6346288,34.8048251","128.5644823,35.2326639","126.7463415,37.4979012","128.5309421,35.8494808","128.5309421,35.8494808","128.5309421,35.8494808"
"127.6332881,34.8053496","128.5644681,35.2326685","126.7462708,37.4975087","128.5307291,35.8494501","128.5307291,35.8494501","128.5307291,35.8494501"
"127.633192,34.8053903","128.5644528,35.2326741","126.7460534,37.4961733","128.5307136,35.8494476","128.5307136,35.8494476","128.5307136,35.8494476"
"127.6328872,34.8055052","128.5643828,35.2327008","126.7459822,37.4953788","128.530677,35.8494425","128.530677,35.8494425","128.530677,35.8494425"
"127.6322075,34.8057602","128.5641247,35.2327996","126.7460254,37.4950185","128.5306115,35.8494331","128.5306115,35.8494331","128.5306115,35.8494331"
"127.6320251,34.8058335","128.5638185,35.2329159","126.746025,37.4949491","128.5303319,35.8493895","128.5303319,35.8493895","128.5303319,35.8493895"
"127.6312766,34.8061228","128.563707,35.2329583","126.7459746,37.4939916","128.5302808,35.8493818","128.5302808,35.8493818","128.5302808,35.8493818"
"127.6310996,34.806188","128.563648,35.2329805","126.7459741,37.4933741","128.5300978,35.8493537","128.5300978,35.8493537","128.5300978,35.8493537"
"127.6302758,34.8065081","128.5634438,35.233168","126.7459993,37.4926658","128.5294742,35.8492589","128.5294742,35.8492589","128.5294742,35.8492589"
"127.6297699,34.806716","128.5633114,35.2332945","126.7460401,37.4922091","128.52853,35.8491165","128.52853,35.8491165","128.52853,35.8491165"
"127.6294137,34.8068625","128.5632465,35.2333726","126.7461154,37.4914678","128.527922,35.8490279","128.527922,35.8490279","128.527922,35.8490279"
"127.628744,34.8071923","128.5631277,35.2335342","126.7461617,37.4910246","128.5271453,35.848911","128.5271453,35.848911","128.5271453,35.848911"
"127.6283748,34.8074055","128.5631206,35.2335811","126.7462989,37.4903161","128.5262944,35.8487867","128.5262944,35.8487867","128.5262944,35.8487867"
"127.627951,34.8076783","128.5630951,35.233731","126.7466498,37.4888329","128.525914,35.8487484","128.525914,35.8487484","128.525914,35.8487484"
"127.6275721,34.8079457","128.5630637,35.2338548","126.7468415,37.4882185","128.525717,35.8487537","128.525717,35.8487537","128.525717,35.8487537"
"127.6272619,34.8081949","128.5630143,35.2340239","126.7478336,37.4850449","128.5256407,35.8487607","128.5256407,35.8487607","128.5256407,35.8487607"
"127.6270305,34.808389","128.5629866,35.2340917","126.7478781,37.4848965","128.5254593,35.8487776","128.5254593,35.8487776","128.5254593,35.8487776"
"127.6266844,34.8087383","128.5629717,35.2341315","126.7481244,37.4841337","128.5252962,35.8488421","128.5252962,35.8488421","128.5252962,35.8488421"
"127.6264355,34.8089902","128.5628841,35.2343189","126.748324,37.4835166","128.5251902,35.8488673","128.5251902,35.8488673","128.5251902,35.8488673"
"127.6257894,34.8097438","128.5627872,35.2344758","126.7492243,37.4808075","128.5249617,35.8489216","128.5249617,35.8489216","128.5249617,35.8489216"
"127.6249992,34.8106645","128.5626074,35.2346766","126.7493991,37.4802912","128.5247454,35.8489793","128.5247454,35.8489793","128.5247454,35.8489793"
"127.6248988,34.8107773","128.562487,35.2347994","126.7496367,37.4796077","128.5246627,35.8490071","128.5246627,35.8490071","128.5246627,35.8490071"
"127.6222628,34.8137747","128.5624121,35.2348659","126.7499703,37.4789266","128.5244215,35.8491119","128.5244215,35.8491119","128.5244215,35.8491119"
"127.6220936,34.8139688","128.562237,35.2350081","126.7499992,37.4788664","128.5243194,35.8491732","128.5243194,35.8491732","128.5243194,35.8491732"
"127.621502,34.8146529","128.562025,35.2351831","126.750075,37.4787551","128.5242515,35.8492359","128.5242515,35.8492359","128.5242515,35.8492359"
"127.6207914,34.8154824","128.5619489,35.2352495","126.7503114,37.4784078","128.52422,35.8492849","128.52422,35.8492849","128.52422,35.8492849"
"127.620585,34.8157224","128.5618245,35.2353165","126.7506395,37.4779511","128.5242113,35.8492985","128.5242113,35.8492985","128.5242113,35.8492985"
"127.6200293,34.8162857","128.5616709,35.2353331","126.7507058,37.4778803","128.5241638,35.8493936","128.5241638,35.8493936","128.5241638,35.8493936"
"127.6191252,34.8171324","128.5615346,35.2353352","126.7508304,37.4777477","128.5241592,35.8494666","128.5241592,35.8494666","128.5241592,35.8494666"
"127.6183771,34.8177996","128.5613287,35.2353046","126.7515292,37.4770779","128.5241688,35.8495252","128.5241688,35.8495252","128.5241688,35.8495252"
"127.6177098,34.8183584","128.5610431,35.2352277","126.7521319,37.476522","128.5241998,35.8496087","128.5241998,35.8496087","128.5241998,35.8496087"
"127.6175886,34.8184595","128.5606369,35.2350915","126.7536039,37.4750982","128.524237,35.8496598","128.524237,35.8496598","128.524237,35.8496598"
"127.6173134,34.8186889","128.5600517,35.2348794","126.753878,37.4748277","128.5242941,35.8497062","128.5242941,35.8497062","128.5242941,35.8497062"
"127.6165456,34.8193289","128.5598544,35.2348333","126.7541377,37.4745274","128.5243788,35.8497452","128.5243788,35.8497452","128.5243788,35.8497452"
"127.615663,34.8200007","128.5590494,35.2347078","126.754264,37.4743335","128.524462,35.8497589","128.524462,35.8497589","128.524462,35.8497589"
"127.6150229,34.8204883","128.5589746,35.2346995","126.7545152,37.4738655","128.5245418,35.8497672","128.5245418,35.8497672","128.5245418,35.8497672"
"127.6141435,34.8211537","128.5584499,35.2346662","126.7545963,37.4736722","128.5246392,35.8497637","128.5246392,35.8497637","128.5246392,35.8497637"
"127.6138475,34.8213767","128.5579203,35.2346672","126.7547226,37.4732511","128.524732,35.8497476","128.524732,35.8497476","128.524732,35.8497476"
"127.6137951,34.8214182","128.557551,35.2346668","126.754725,37.4732412","128.5248234,35.8497071","128.5248234,35.8497071","128.5248234,35.8497071"
"127.6134608,34.8216855","128.5571723,35.234699","126.7547499,37.4731242","128.5249158,35.8496558","128.5249158,35.8496558","128.5249158,35.8496558"
"127.6129846,34.8220665","128.5569927,35.2346663","126.7547865,37.4729658","128.5250583,35.8495428","128.5250583,35.8495428","128.5250583,35.8495428"
"127.6117667,34.8230604","128.5566119,35.2347075","126.7547993,37.4728163","128.5250814,35.8494471","128.5250814,35.8494471","128.5250814,35.8494471"
"127.6116083,34.8232058","128.5559493,35.2347998","126.7547996,37.4723332","128.5250909,35.8493235","128.5250909,35.8493235","128.5250909,35.8493235"
"127.6097875,34.8248234","128.5554242,35.2349","126.7547562,37.471692","128.5250548,35.8491858","128.5250548,35.8491858","128.5250548,35.8491858"
"127.6090787,34.8255094","128.5550617,35.2349915","126.7546546,37.4706467","128.5249959,35.8490799","128.5249959,35.8490799","128.5249959,35.8490799"
"127.6085098,34.8261574","128.554046,35.2353141","126.7545989,37.4698829","128.52497,35.8490477","128.52497,35.8490477","128.52497,35.8490477"
"127.6078776,34.8268775","128.5536772,35.2354346","126.7545498,37.4690164","128.524428,35.8484915","128.524428,35.8484915","128.524428,35.8484915"
"127.6071504,34.8277069","128.5533041,35.2355595","126.7544374,37.467816","128.5243584,35.8484245","128.5243584,35.8484245","128.5243584,35.8484245"
"127.6024274,34.8331604","128.5531367,35.235616","126.754437,37.4677412","128.523895,35.848121","128.523895,35.848121","128.523895,35.848121"
"127.6022799,34.8333327","128.5523329,35.235925","126.7544371,37.467158","128.5236154,35.8479936","128.5236154,35.8479936","128.5236154,35.8479936"
"127.6013495,34.8344661","128.551574,35.2362165","126.7545367,37.4665827","128.5234421,35.8479527","128.5234421,35.8479527","128.5234421,35.8479527"
"127.6001242,34.8359578","128.5508622,35.2364995","126.7545992,37.4663244","128.5232827,35.8479523","128.5232827,35.8479523","128.5232827,35.8479523"
"127.5992375,34.8370839","128.5497502,35.2369375","126.7547495,37.4658747","128.5231213,35.8479789","128.5231213,35.8479789","128.5231213,35.8479789"
"127.5989219,34.8375107","128.5479165,35.2376585","126.7549366,37.4654828","128.5230111,35.8480168","128.5230111,35.8480168","128.5230111,35.8480168"
"127.5983705,34.8382758","128.5475818,35.2377831","126.7552624,37.4650162","128.5229055,35.8480772","128.5229055,35.8480772","128.5229055,35.8480772"
"127.5975615,34.83952","128.5467344,35.2381186","126.7555624,37.4646413","128.5227678,35.8482136","128.5227678,35.8482136","128.5227678,35.8482136"
"127.5971959,34.8401362","128.5460999,35.2383495","126.7556892,37.4645096","128.5227214,35.8483113","128.5227214,35.8483113","128.5227214,35.8483113"
"127.5967025,34.8409897","128.5457923,35.238446","126.7559095,37.4643037","128.5225672,35.8486336","128.5225672,35.8486336","128.5225672,35.8486336"
"127.5965563,34.8412712","128.5456927,35.2384775","126.7560122,37.4642079","128.5224987,35.8488199","128.5224987,35.8488199","128.5224987,35.8488199"
"127.5965028,34.8413758","128.5452768,35.2386082","126.7563368,37.4639747","128.5222758,35.849223","128.5222758,35.849223","128.5222758,35.849223"
"127.5956791,34.8432052","128.5449449,35.2386967","126.7566499,37.4637576","128.5222652,35.8492619","128.5222652,35.8492619","128.5222652,35.8492619"
"127.5945914,34.8456102","128.5445802,35.2387954","126.7571366,37.463475","128.5221628,35.8496531","128.5221628,35.8496531","128.5221628,35.8496531"
"127.5943372,34.8462678","128.5437748,35.2389827","126.7576999,37.4632324","128.5221072,35.8499836","128.5221072,35.8499836","128.5221072,35.8499836"
"127.5939818,34.8472952","128.5421853,35.2393796","126.7584875,37.4629498","128.5220959,35.8500495","128.5220959,35.8500495","128.5220959,35.8500495"
"127.5935372,34.8487492","128.5420023,35.2394281","126.7609747,37.4621912","128.5220679,35.8502832","128.5220679,35.8502832","128.5220679,35.8502832"
"127.5929693,34.8505306","128.5414393,35.2395772","126.7611936,37.462124","128.5220483,35.85091","128.5220483,35.85091","128.5220483,35.85091"
"127.5926881,34.8514317","128.5409741,35.2397219","126.7634675,37.4614334","128.5220645,35.8512281","128.5220645,35.8512281","128.5220645,35.8512281"
"127.5923578,34.8524518","128.5402497,35.2399661","126.7638656,37.4613124","128.5221243,35.8518326","128.5221243,35.8518326","128.5221243,35.8518326"
"127.5919673,34.8534855","128.5393531,35.2403282","126.7672396,37.460286","128.5221545,35.8520243","128.5221545,35.8520243","128.5221545,35.8520243"
"127.5915067,34.8544706","128.539011,35.2404754","126.7686924,37.4598398","128.5223157,35.8525946","128.5223157,35.8525946","128.5223157,35.8525946"
"127.5909957,34.8553214","128.5380462,35.2409192","126.7714231,37.4590193","128.5229094,35.8542367","128.5229094,35.8542367","128.5229094,35.8542367"
"127.590099,34.8566612","128.5378473,35.2410101","126.772512,37.4587808","128.5231872,35.8549997","128.5231872,35.8549997","128.5231872,35.8549997"
"127.5894938,34.8574101","128.5376364,35.2411075","126.7731191,37.4586755","128.5243656,35.8581957","128.5243656,35.8581957","128.5243656,35.8581957"
"127.5886906,34.858206","128.5372125,35.2412996","126.773881,37.4585756","128.5250324,35.8600085","128.5250324,35.8600085","128.5250324,35.8600085"
"127.5885059,34.8583883","128.536937,35.2414165","126.7743426,37.4585478","128.525223,35.8605279","128.525223,35.8605279","128.525223,35.8605279"
"127.5879769,34.858817","128.5365337,35.2415967","126.7743483,37.4585479","128.5254248,35.8610663","128.5254248,35.8610663","128.5254248,35.8610663"
"127.5869209,34.8596095","128.535975,35.2418214","126.775328,37.458489","128.525932,35.8625225","128.525932,35.8625225","128.525932,35.8625225"
"127.586383,34.8599472","128.5354246,35.2420137","126.7760249,37.4584554","128.5262149,35.8631539","128.5262149,35.8631539","128.5262149,35.8631539"
"127.5852186,34.860673","128.5349165,35.2421596","126.7777001,37.4583827","128.5264592,35.863553","128.5264592,35.863553","128.5264592,35.863553"
"127.5837328,34.8615965","128.5340213,35.2424648","126.7801224,37.458228","128.5268388,35.864042","128.5268388,35.864042","128.5268388,35.864042"
"127.5821529,34.8626121","128.5329005,35.242826","126.7818105,37.4581184","128.527317,35.8645338","128.527317,35.8645338","128.527317,35.8645338"
"127.5812859,34.8631718","128.5326302,35.2429194","126.7824694,37.4580305","128.5273529,35.8645713","128.5273529,35.8645713","128.5273529,35.8645713"
"127.5796055,34.8643217","128.5320765,35.243109","126.7830976,37.4579649","128.5285738,35.8657104","128.5285738,35.8657104","128.5285738,35.8657104"
"127.5784114,34.8650719","128.5310445,35.2434622","126.7842961,37.4578397","128.5295996,35.866669","128.5295996,35.866669","128.5295996,35.866669"
"127.5742978,34.8676562","128.5306494,35.2435909","126.7844693,37.4578218","128.5298626,35.8669579","128.5298626,35.8669579","128.5298626,35.8669579"
"127.5734974,34.8681978","128.5302776,35.2437419","126.7852739,37.4577491","128.5301916,35.867387","128.5301916,35.867387","128.5301916,35.867387"
"127.5726292,34.8687384","128.5297866,35.2439409","126.79009,37.4573455","128.5306534,35.8681529","128.5306534,35.8681529","128.5306534,35.8681529"
"127.5720507,34.8691482","128.5294304,35.2441035","126.7903129,37.4573261","128.530984,35.8689615","128.530984,35.8689615","128.530984,35.8689615"
"127.5714647,34.8695769","128.5290742,35.2442742","126.7904883,37.4573137","128.5311107,35.8695068","128.5311107,35.8695068","128.5311107,35.8695068"
"127.5711596,34.869816","128.5287727,35.2444174","126.792424,37.4570693","128.5311447,35.8696525","128.5311447,35.8696525","128.5311447,35.8696525"
"127.5707212,34.8701589","128.5283446,35.2446393","126.7938161,37.4568072","128.531613,35.8729672","128.531613,35.8729672","128.531613,35.8729672"
"127.5702619,34.8705488","128.5282246,35.2447079","126.7940619,37.4567582","128.5317311,35.8738731","128.5317311,35.8738731","128.5317311,35.8738731"
"127.5692943,34.8714051","128.5272668,35.2452778","126.7949052,37.4565379","128.5318177,35.8744909","128.5318177,35.8744909","128.5318177,35.8744909"
"127.5681169,34.8725618","128.5264966,35.2457352","126.7955119,37.4563495","128.5318899,35.8751033","128.5318899,35.8751033","128.5318899,35.8751033"
"127.5679726,34.872708","128.5241873,35.2471244","126.7960553,37.4561545","128.5319033,35.8754503","128.5319033,35.8754503","128.5319033,35.8754503"
"127.5676227,34.8730599","128.5239908,35.2472378","126.7961619,37.4561163","128.5318797,35.8758553","128.5318797,35.8758553","128.5318797,35.8758553"
