0,1,2
"127.1649775,36.75577","127.0391241,35.9786249","127.3759028,36.4037223"
"127.165043,36.7556647","127.0393114,35.978833","127.3763902,36.4044341"
"127.1650862,36.755508","127.0401621,35.9798127","127.376428,36.4044981"
"127.1648896,36.7543553","127.0410825,35.9808134","127.3764758,36.4045802"
"127.1648699,36.7542399","127.0412534,35.9809835","127.3765592,36.4047336"
"127.1648295,36.7539919","127.0416262,35.9813573","127.3766381,36.4049122"
"127.1646146,36.752658","127.0429687,35.9824578","127.3767102,36.4051521"
"127.1646128,36.7523145","127.0429996,35.9824832","127.3767601,36.4053405"
"127.164486,36.7515831","127.0430747,35.9825412","127.3767743,36.4055317"
"127.1643267,36.7508714","127.0431255,35.9825792","127.3767591,36.4059824"
"127.1641243,36.75","127.0431808,35.98262","127.3767069,36.4065566"
"127.1637497,36.7488333","127.0432492,35.9826717","127.3766818,36.4069127"
"127.1633614,36.7477081","127.0432868,35.9826998","127.3766978,36.4073671"
"127.1629615,36.7466666","127.0441242,35.9832908","127.3767106,36.4077376"
"127.1625945,36.7458056","127.0447199,35.9836789","127.3767722,36.4083219"
"127.1623728,36.745292","127.0450294,35.9838803","127.3768773,36.408862"
"127.1619075,36.7443531","127.0466873,35.9849243","127.3769471,36.4091497"
"127.1612252,36.7431234","127.0475572,35.9854865","127.3770292,36.4094247"
"127.161164,36.7430177","127.0478666,35.9856869","127.3771046,36.4096691"
"127.1611296,36.7429545","127.0479827,35.9857622","127.3773257,36.4102022"
"127.1601117,36.7413569","127.0484206,35.9860028","127.3776724,36.4110391"
"127.1598681,36.740974","127.0485124,35.9860491","127.3778124,36.4113918"
"127.1595477,36.7404773","127.0487958,35.9861539","127.3778624,36.4115162"
"127.1585353,36.7391645","127.0489331,35.9861986","127.3779135,36.4116614"
"127.1578092,36.7382222","127.0490051,35.9862187","127.3779401,36.4117354"
"127.1570258,36.7373221","127.0492644,35.9862674","127.3779612,36.4117931"
"127.1569868,36.7372778","127.0494451,35.9862951","127.3780912,36.4121602"
"127.1557939,36.7360303","127.049475,35.9862998","127.3780934,36.4121746"
"127.15499,36.7352202","127.0495947,35.9863146","127.3781531,36.4124821"
"127.1537635,36.7339853","127.0498542,35.9863409","127.3781774,36.4126128"
"127.1532316,36.7334609","127.0501811,35.9863881","127.3782129,36.4127769"
"127.1531882,36.7334175","127.0524934,35.986706","127.3782748,36.4131331"
"127.1528347,36.733064","127.0529568,35.9867582","127.3782998,36.4135163"
"127.1519169,36.7321959","127.0534158,35.9868158","127.3782815,36.413848"
"127.1510181,36.731326","127.0557036,35.9871497","127.3782746,36.4139914"
"127.1498207,36.7301334","127.0569616,35.987341","127.3781083,36.414762"
"127.1479934,36.7283152","127.0582582,35.9875946","127.3779937,36.4152929"
"127.1473114,36.7275748","127.0587967,35.9876949","127.3779004,36.4157264"
"127.1472679,36.7275323","127.0592721,35.987794","127.3777881,36.4162465"
"127.1466246,36.7269075","127.0610729,35.9881333","127.3777746,36.4163078"
"127.1462644,36.7265738","127.0614397,35.9882041","127.3778524,36.41649"
"127.1458172,36.7261596","127.0617545,35.9882557","127.3779169,36.4165784"
"127.1453164,36.7257173","127.0620605,35.9882902","127.377937,36.4165947"
"127.1450497,36.7255082","127.0624674,35.9883268","127.3780128,36.4166272"
"127.1443367,36.7249409","127.0626216,35.9883346","127.3781343,36.4166408"
"127.143946,36.7246693","127.0661784,35.9885053","127.3783117,36.4166491"
"127.1435598,36.7243995","127.0664457,35.988518","127.3792124,36.4162993"
"127.1435118,36.724366","127.0674227,35.9885864","127.3793865,36.4162166"
"127.1430752,36.724087","127.0675912,35.988597","127.3795496,36.4160995"
"127.1430485,36.724068","127.0692524,35.9887183","127.3796624,36.4160077"
"127.1417452,36.7232798","127.0703246,35.988815","127.3797998,36.4158248"
"127.1415286,36.7231493","127.0724847,35.989004","127.3799858,36.4152994"
"127.1413688,36.7230686","127.07312,35.9890657","127.3800172,36.4152048"
"127.1413208,36.7230441","127.0735979,35.9891134","127.3801629,36.4147542"
"127.1409812,36.7228736","127.0747521,35.9892266","127.3806222,36.4134132"
"127.1404739,36.7226242","127.0761426,35.9893551","127.3809373,36.4123659"
"127.1398369,36.722341","127.076697,35.9894048","127.3811791,36.4117351"
"127.1391496,36.7220414","127.0771117,35.9894468","127.3812966,36.4115422"
"127.1385125,36.7217997","127.0774344,35.9894795","127.3813156,36.4115152"
"127.1379758,36.7216097","127.0804304,35.9897686","127.3813804,36.4114287"
"127.137712,36.721516","127.081108,35.9898152","127.3814742,36.4113243"
"127.1375868,36.7214742","127.0815384,35.9898113","127.3816149,36.411218"
"127.1372491,36.7213595","127.0818314,35.9897979","127.3817366,36.4111415"
"127.1370121,36.7212831","127.0821333,35.9897629","127.3819242,36.4110326"
"127.1361242,36.7210244","127.0824353,35.9897224","127.3821373,36.410958"
"127.1350618,36.7207164","127.0825974,35.9897014","127.3821652,36.4109508"
"127.133986,36.7204192","127.082654,35.9896952","127.3823248,36.4109077"
"127.1333015,36.7202296","127.0827195,35.9896874","127.3824999,36.4108745"
"127.1324717,36.7200035","127.0828561,35.9896626","127.3826617,36.4108665"
"127.1317247,36.7197992","127.0832303,35.9895882","127.3828992,36.4108749"
"127.1305874,36.7194748","127.0836401,35.9895021","127.3830498,36.4108913"
"127.12995,36.7192916","127.0864999,35.9889007","127.3832371,36.4109248"
"127.1289494,36.7189495","127.0867398,35.9888511","127.3834367,36.4109746"
"127.1284119,36.7187243","127.0871585,35.9887669","127.3836741,36.4110415"
"127.1279371,36.7184993","127.0873862,35.9887217","127.3838814,36.4111616"
"127.1274489,36.7182498","127.087757,35.988658","127.3843371,36.4115083"
"127.1268248,36.7178746","127.088039,35.9886166","127.3846368,36.4117159"
"127.126337,36.7175576","127.0884818,35.9885812","127.3848864,36.4118658"
"127.1262555,36.7174978","127.0891607,35.9885844","127.3850871,36.411958"
"127.1257746,36.7171493","127.0899026,35.9886374","127.3853245,36.4120411"
"127.1252117,36.7166328","127.0905257,35.9887234","127.3856244,36.4121325"
"127.1249999,36.7164247","127.0909865,35.9888422","127.3858374,36.4121741"
"127.1247772,36.7161707","127.0914364,35.9889537","127.3860571,36.4122032"
"127.1244265,36.7157622","127.0923247,35.9892164","127.3865891,36.4122001"
"127.1240892,36.7153455","127.0927423,35.9893404","127.3868947,36.4121788"
"127.1237647,36.7148541","127.092811,35.9893605","127.3874615,36.4121081"
"127.1235479,36.714518","127.0930204,35.9894162","127.3884733,36.4119485"
"127.1234524,36.7143708","127.0932587,35.9894648","127.388904,36.4118308"
"127.1232149,36.7139211","127.0935457,35.9895145","127.389213,36.4118113"
"127.1229265,36.7133712","127.0941423,35.9895751","127.3900621,36.4115912"
"127.122347,36.7121208","127.0945826,35.9895937","127.3930245,36.4107744"
"127.1221276,36.7116613","127.0949675,35.9896094","127.3939294,36.4105354"
"127.1219648,36.7112857","127.0958042,35.9895581","127.3940365,36.4105076"
"127.1215317,36.7103441","127.0975071,35.9893484","127.3941369,36.4104833"
"127.1206861,36.7085601","127.0984304,35.9892839","127.3961497,36.4099496"
"127.1205089,36.7081791","127.0988332,35.989269","127.3981993,36.4094329"
"127.1204989,36.7081574","127.0989464,35.9892658","127.3989491,36.409183"
"127.1201709,36.7074514","127.1008821,35.9892993","127.3991555,36.4091002"
"127.1198456,36.7066706","127.1014256,35.9893092","127.3996175,36.4088923"
"127.1196333,36.7061371","127.1018571,35.9893169","127.400199,36.4086242"
"127.1194931,36.7057391","127.1020069,35.9893147","127.4008865,36.4082326"
"127.119429,36.7055586","127.102292,35.9893103","127.4016935,36.4077383"
"127.1193037,36.7050922","127.1026361,35.9892816","127.4018855,36.4076221"
"127.1191948,36.7046898","127.1029314,35.9892448","127.4031746,36.4068497"
"127.1190395,36.7039437","127.1033811,35.9891516","127.4037739,36.4065409"
"127.1189511,36.7034792","127.1035279,35.9890953","127.4045617,36.4061999"
"127.1188845,36.7029228","127.1038457,35.9889728","127.4049745,36.4060659"
"127.118825,36.702269","127.104425,35.9887096","127.4056016,36.4058717"
"127.1187893,36.7015621","127.104514,35.9886703","127.4056741,36.4058492"
"127.1187874,36.7014999","127.1049165,35.9884822","127.4061616,36.4057414"
"127.1187516,36.7005956","127.1051433,35.9883829","127.4065498,36.4056578"
"127.1187391,36.7001629","127.1052678,35.9883283","127.407112,36.4055826"
"127.1187269,36.699246","127.1058102,35.9881273","127.4108308,36.4051274"
"127.118724,36.6991459","127.1062568,35.9880124","127.410881,36.4051211"
"127.1187162,36.6989052","127.1077719,35.9876126","127.4111621,36.4050871"
"127.118686,36.6979919","127.1084496,35.9874164","127.4119418,36.4049759"
"127.1186774,36.6976962","127.1097746,35.9870953","127.4147939,36.4046245"
"127.1186271,36.695638","127.1104533,35.9869253","127.4151888,36.4045797"
"127.1186148,36.6951854","127.1114807,35.9866671","127.4163354,36.4044498"
"127.118613,36.6951096","127.1121282,35.9865043","127.4167771,36.4044132"
"127.1186017,36.6946625","127.1124026,35.9864348","127.417124,36.4043747"
"127.1185308,36.6926997","127.112748,35.9863539","127.4171374,36.4043747"
"127.1185185,36.6920245","127.1129912,35.9862979","127.4176749,36.404366"
"127.1184809,36.6910327","127.1130723,35.9862792","127.4180619,36.4043744"
"127.1184646,36.6904629","127.1134125,35.9861243","127.4185425,36.4044288"
"127.1184553,36.6900906","127.1138224,35.9860111","127.4186897,36.4044623"
"127.1184395,36.6894288","127.1151686,35.9856539","127.4188871,36.4045075"
"127.1184146,36.6888121","127.1157952,35.9854558","127.4191246,36.4045744"
"127.118377,36.6878123","127.1160819,35.9853548","127.4194122,36.4046746"
"127.1183326,36.687283","127.1167447,35.9850116","127.4197288,36.4048398"
"127.1181578,36.6859599","127.1170028,35.9848772","127.4199862,36.4050023"
"127.1180622,36.6853845","127.1170384,35.9848566","127.4203373,36.4052414"
"127.1178925,36.6846077","127.1170539,35.9848476","127.4204743,36.4053578"
"127.1176095,36.683452","127.1171174,35.9848082","127.4207239,36.4056158"
"127.1175502,36.6832075","127.117397,35.9845647","127.4209745,36.4059495"
"127.1173714,36.6824786","127.1175128,35.9844596","127.421137,36.406258"
"127.1173012,36.6821917","127.1178159,35.9841829","127.4213373,36.406708"
"127.1170281,36.6810675","127.117865,35.9841353","127.4213994,36.4070659"
"127.116937,36.6806913","127.1186329,35.9833695","127.4214247,36.4074662"
"127.1165748,36.6790413","127.1187834,35.9832195","127.4213616,36.4080495"
"127.1161374,36.6771982","127.1189841,35.983019","127.4212996,36.4087075"
"127.1156091,36.6751754","127.119168,35.9828357","127.4213081,36.409097"
"127.1150746,36.6728451","127.1192304,35.9827692","127.4213302,36.4093269"
"127.1144421,36.6701819","127.1192717,35.982726","127.4214403,36.4096651"
"127.1140292,36.6683785","127.1194858,35.9824914","127.4219376,36.4109465"
"127.1137097,36.6669377","127.1196174,35.9823467","127.4219741,36.4112314"
"127.1136495,36.6666662","127.1197546,35.9821812","127.4220975,36.411583"
"127.1128994,36.6636077","127.119901,35.9819572","127.4223867,36.4124081"
"127.1123479,36.6613387","127.120154,35.981481","127.4226246,36.4131746"
"127.1123129,36.6611853","127.1202571,35.9812496","127.4227121,36.413812"
"127.1120991,36.6603075","127.1203393,35.980992","127.4227332,36.413977"
"127.1120495,36.6601495","127.1204483,35.9804722","127.4227427,36.4144702"
"127.1119497,36.6597499","127.1204835,35.9802992","127.4227369,36.4146793"
"127.1113153,36.6570812","127.120503,35.9801685","127.4226996,36.4151661"
"127.1110707,36.6558868","127.120511,35.9801135","127.4226547,36.4154861"
"127.1105131,36.6535132","127.1205564,35.9799099","127.4226244,36.4156998"
"127.1102706,36.6525667","127.1205836,35.9797802","127.4225358,36.4160991"
"127.1100735,36.6517178","127.1207673,35.9789432","127.4224463,36.416383"
"127.1100001,36.6514002","127.1208422,35.978608","127.4223256,36.416666"
"127.1099739,36.6512856","127.1209278,35.9783279","127.4222216,36.4168859"
"127.1099607,36.6512306","127.1210032,35.9780946","127.4220473,36.4172194"
"127.1098029,36.6501294","127.1211411,35.977784","127.4219713,36.4173645"
"127.1097294,36.6491916","127.1212921,35.9775257","127.4217367,36.4177258"
"127.1097308,36.6482342","127.1216375,35.9769705","127.4214932,36.4180773"
"127.1097802,36.6475348","127.1217012,35.9768671","127.4212095,36.4184431"
"127.1097862,36.6474546","127.1217292,35.9768203","127.4201273,36.4196631"
"127.1099633,36.646276","127.1218018,35.9767087","127.4197421,36.4200974"
"127.1100756,36.6457598","127.1218766,35.9766043","127.4191267,36.4207668"
"127.1102865,36.6449825","127.1220307,35.9763885","127.4186866,36.4213615"
"127.1106245,36.6440497","127.1225922,35.9756374","127.4183279,36.4219211"
"127.1107581,36.6437409","127.1241168,35.9734134","127.4179658,36.4226204"
"127.1109494,36.6432998","127.1249989,35.9721747","127.4175912,36.4234622"
"127.1110793,36.6430469","127.1262115,35.970241","127.417291,36.4246042"
"127.1112996,36.6426158","127.126389,35.9699828","127.4171911,36.425237"
"127.1115195,36.6422596","127.126484,35.9698433","127.4171347,36.4257932"
"127.1116707,36.642013","127.1266872,35.9695491","127.4171279,36.4258545"
"127.1117,36.6419663","127.1270246,35.9690245","127.4171164,36.4272537"
"127.1119275,36.6416587","127.1283248,35.9665826","127.4171483,36.4276729"
"127.112271,36.6411937","127.1283383,35.9665546","127.4172113,36.4282373"
"127.1124827,36.6409141","127.1283842,35.9664556","127.417433,36.4296231"
"127.1128248,36.6405077","127.1285265,35.9661531","127.4176162,36.430404"
"127.1132331,36.6400601","127.1285388,35.9661261","127.417704,36.4307106"
"127.1135525,36.6397231","127.1285556,35.9660865","127.4177763,36.4309631"
"127.1140741,36.6392217","127.1285982,35.9659974","127.4178352,36.4311677"
"127.1147583,36.6386172","127.1285982,35.9659965","127.4181998,36.432441"
"127.1154871,36.6380498","127.1286553,35.9658704","127.4186245,36.4338666"
"127.1162991,36.6374079","127.1287573,35.9656507","127.4189047,36.4347475"
"127.116999,36.6367998","127.129009,35.9651872","127.419276,36.4360694"
"127.1172969,36.6364997","127.1291833,35.9649146","127.4196582,36.4375852"
"127.1176375,36.6361582","127.1293285,35.9646869","127.4197493,36.4379494"
"127.118012,36.6357411","127.1297516,35.9640959","127.4198989,36.4389746"
"127.1181999,36.6355155","127.1298376,35.9639753","127.4199619,36.4395741"
"127.1183248,36.6353662","127.1300394,35.9637334","127.4200161,36.4400538"
"127.1184206,36.6352394","127.1302491,35.9634807","127.4200259,36.4402584"
"127.1185872,36.6350164","127.1311034,35.9624546","127.4200357,36.440537"
"127.1189873,36.6344082","127.1313007,35.9622235","127.4200333,36.4406903"
"127.1191622,36.6340915","127.1313688,35.9621435","127.4200296,36.4409842"
"127.1193869,36.6336748","127.1319051,35.9615185","127.4200248,36.4413078"
"127.1195497,36.6333246","127.1323897,35.9610367","127.4199739,36.4419911"
"127.1198121,36.6327161","127.1324309,35.9609999","127.419831,36.4431441"
"127.1200121,36.6320911","127.1325835,35.9608642","127.4195731,36.4444007"
"127.1201747,36.6313244","127.1326047,35.9608454","127.419471,36.4449009"
"127.1202623,36.630791","127.1326191,35.9608319","127.4194206,36.4451452"
"127.1202914,36.6305513","127.1326514,35.960804","127.4187996,36.4478079"
"127.1203171,36.6303251","127.1327182,35.9607438","127.4183995,36.4494664"
"127.1203389,36.6286322","127.1327684,35.9606998","127.4183132,36.4498243"
"127.1203401,36.6286087","127.1333828,35.9602112","127.4180151,36.4510691"
"127.1202269,36.6279755","127.1336554,35.9600191","127.4178806,36.4516279"
"127.1201741,36.627558","127.1347145,35.959274","127.417755,36.4521525"
"127.1200748,36.6270663","127.1354321,35.958774","127.4176553,36.4525717"
"127.1199742,36.6268163","127.1355222,35.9587112","127.4173952,36.4536533"
"127.1198243,36.6266076","127.1355845,35.9586708","127.4170243,36.4551325"
"127.1196373,36.6264159","127.1356468,35.9586286","127.4167114,36.4565017"
"127.1194023,36.6262222","127.1361374,35.958283","127.4165254,36.4572642"
"127.1192976,36.6261281","127.1365279,35.9580236","127.4164962,36.4573823"
"127.1192165,36.6260143","127.1372408,35.9575569","127.4164379,36.4576239"
"127.119121,36.6258832","127.1373754,35.9574672","127.4162115,36.4585496"
"127.1190868,36.6257777","127.1381762,35.9569467","127.4159995,36.4595745"
"127.1190773,36.6256604","127.1383864,35.9568247","127.4159249,36.4604327"
"127.1190924,36.625546","127.1386276,35.9566857","127.4159622,36.4610241"
"127.1191613,36.6254137","127.1388211,35.9565781","127.4160997,36.4618329"
"127.1192625,36.6252986","127.1392313,35.9563602","127.4162864,36.4625578"
