0,1,2,3,4,5,6
"127.1024147,37.2898913","127.1520766,35.8488521","127.1256244,37.4670224","127.1520766,35.8488521","126.7845373,35.1895642","127.8251594,36.973453","127.4493117,36.366191"
"127.10405,37.2900031","127.1521165,35.8491029","127.1255799,37.4673287","127.1521165,35.8491029","126.7848236,35.1897327","127.8245467,36.9736421","127.448589,36.3667153"
"127.1046212,37.2899401","127.1521361,35.8491615","127.1255437,37.4675494","127.1521361,35.8491615","126.7850477,35.1898639","127.8243639,36.9737021","127.4480972,36.3671677"
"127.105165,37.2899284","127.1521623,35.8492545","127.1253502,37.4687071","127.1521623,35.8492545","126.7855233,35.1901093","127.8241473,36.9737739","127.4475071,36.3677048"
"127.1055341,37.2899035","127.1522881,35.8496119","127.1252476,37.469317","127.1522881,35.8496119","126.7857868,35.1902452","127.8235089,36.9739686","127.4469439,36.3681436"
"127.1057679,37.2898439","127.1522936,35.8496281","127.1252464,37.4693485","127.1522936,35.8496281","126.7859126,35.190309","127.8229108,36.9741532","127.4466271,36.3683616"
"127.1059489,37.2897508","127.15241,35.8498557","127.1252383,37.4698253","127.15241,35.8498557","126.7860536,35.190382","127.8223138,36.9743207","127.4458019,36.368858"
"127.1060623,37.2896502","127.1524683,35.8499433","127.125253,37.4700471","127.1524683,35.8499433","126.7868136,35.1907706","127.8221242,36.9743744","127.4453937,36.3690651"
"127.1061613,37.289491","127.1525948,35.8501339","127.1253114,37.4703609","127.1525948,35.8501339","126.7870673,35.1909001","127.8217313,36.9744584","127.4447168,36.3693831"
"127.1061947,37.2893451","127.1527258,35.8503092","127.1253224,37.4704349","127.1527258,35.8503092","126.7890226,35.1918999","127.8213495,36.9745","127.4438114,36.3697523"
"127.1061842,37.2892035","127.1528073,35.8504068","127.125341,37.4705584","127.1528073,35.8504068","126.7894031,35.1920951","127.8209731,36.974492","127.4429517,36.3700268"
"127.1061498,37.2890979","127.1534016,35.8510234","127.1255567,37.4712901","127.1534016,35.8510234","126.7894064,35.1920969","127.8206741,36.9744667","127.4418836,36.3702697"
"127.1060838,37.2889877","127.1536065,35.8512701","127.1257601,37.4717685","127.1536065,35.8512701","126.7896273,35.1922127","127.8203122,36.9744244","127.4411344,36.3703776"
"127.1060411,37.288947","127.1536869,35.8513669","127.126064,37.4722959","127.1536869,35.8513669","126.7910334,35.1929495","127.8202728,36.97442","127.4392357,36.3706381"
"127.1059704,37.2888783","127.1540403,35.8518421","127.1264099,37.4727738","127.1540403,35.8518421","126.7917646,35.1933713","127.8197367,36.9743664","127.4388009,36.3706468"
"127.1058715,37.288805","127.1542837,35.8524126","127.1264864,37.4728605","127.1542837,35.8524126","126.7923267,35.1937866","127.8196097,36.9743514","127.4379692,36.3707636"
"127.1057263,37.2887432","127.1544396,35.8527332","127.1268599,37.4732646","127.1544396,35.8527332","126.7926476,35.1940247","127.8192219,36.9743227","127.4365243,36.3709666"
"127.1055573,37.2887057","127.1545634,35.8530419","127.1269622,37.4733749","127.1545634,35.8530419","126.7931085,35.194453","127.8191927,36.974321","127.4356992,36.3711275"
"127.1053847,37.2887024","127.1545732,35.8530671","127.1273147,37.4736915","127.1545732,35.8530671","126.7933467,35.1947303","127.8191556,36.9743175","127.4353725,36.3712229"
"127.1051792,37.288735","127.1546469,35.8532026","127.1274442,37.4738037","127.1546469,35.8532026","126.7935065,35.1949179","127.8186836,36.9742746","127.43497,36.3713408"
"127.1050242,37.2888057","127.1546985,35.8532911","127.1281485,37.4743143","127.1546985,35.8532911","126.7938615,35.1954006","127.8185352,36.9742543","127.434399,36.3715641"
"127.1048872,37.2889098","127.1551371,35.8540659","127.1281507,37.4743152","127.1551371,35.8540659","126.7941236,35.1958322","127.8179743,36.9742026","127.4338392,36.3718261"
"127.1047681,37.2890338","127.1554759,35.8545998","127.1285882,37.4745933","127.1554759,35.8545998","126.7942023,35.1960085","127.8169616,36.9741088","127.4333741,36.3720828"
"127.1047098,37.2891679","127.1555188,35.8546666","127.1286175,37.4746123","127.1555188,35.8546666","126.7943564,35.1963458","127.8162614,36.9740395","127.432755,36.3725215"
"127.1046899,37.2893121","127.1555474,35.8547127","127.1289737,37.4748451","127.1555474,35.8547127","126.7945144,35.1967524","127.8160389,36.9740212","127.4325498,36.3726665"
