0
"126.7980671,37.5014567"
"126.7979627,37.5013695"
"126.7978715,37.5013212"
"126.7978129,37.5013046"
"126.7977291,37.5013041"
"126.797625,37.5013053"
"126.7972414,37.5013157"
"126.7971599,37.5013197"
"126.7969777,37.5013285"
"126.7969405,37.5004657"
"126.7969323,37.500261"
"126.7969211,37.4999996"
"126.7969165,37.4998923"
"126.7968994,37.4994253"
"126.7968855,37.4992116"
"126.7968707,37.4989808"
"126.7968646,37.4989095"
"126.7968379,37.4987453"
"126.7967508,37.4985014"
"126.7967398,37.4984716"
"126.7967122,37.4983993"
"126.7966664,37.4983351"
"126.7965838,37.4982147"
"126.7963116,37.4978075"
"126.7958887,37.4971785"
"126.7958742,37.4971577"
"126.7958442,37.4970998"
"126.7957498,37.4969163"
"126.7957088,37.4968223"
"126.7956766,37.4967545"
"126.7956248,37.4966163"
"126.7955614,37.4963744"
"126.7954989,37.4960414"
"126.7955368,37.4951412"
"126.7955522,37.4949475"
"126.7955805,37.4945826"
"126.7955737,37.4943446"
"126.7955381,37.4941632"
"126.7953132,37.49353"
"126.795196,37.4932499"
"126.7951384,37.4931135"
"126.7947872,37.4923326"
"126.7947274,37.4921907"
"126.7946776,37.4920796"
"126.7942782,37.491247"
"126.7939675,37.4905971"
"126.7939176,37.4904923"
"126.7939032,37.4904615"
"126.7937972,37.4901869"
"126.7936647,37.490077"
"126.7935784,37.489761"
"126.7935586,37.4896924"
"126.7935193,37.4895489"
"126.7935124,37.4894407"
"126.7934946,37.4891665"
"126.7934877,37.4890592"
"126.7934671,37.4886012"
"126.7934719,37.4883345"
"126.7934981,37.4881913"
"126.793517,37.4881049"
"126.7935557,37.4879672"
"126.7935996,37.4878629"
"126.7937663,37.4875764"
"126.7937686,37.4875728"
"126.7939503,37.4875054"
"126.7939929,37.4874227"
"126.7941368,37.4871496"
"126.7941567,37.4870839"
"126.7941746,37.486983"
"126.7941865,37.486801"
"126.794187,37.4866298"
"126.7941691,37.4858879"
"126.7941696,37.4858365"
"126.7941514,37.4853641"
"126.794137,37.4849746"
"126.79413,37.4848718"
"126.7941271,37.4848204"
"126.7941241,37.4847825"
"126.7940657,37.4844938"
"126.7940318,37.4843737"
"126.7940132,37.4843078"
"126.7940066,37.4842843"
"126.7940022,37.484268"
"126.7940002,37.4842419"
"126.7940098,37.4841779"
"126.7940227,37.4841303"
"126.7940526,37.4840809"
"126.7940767,37.4840404"
"126.7940893,37.4840261"
"126.7940962,37.484018"
"126.7942242,37.4838773"
"126.794597,37.4835667"
"126.794727,37.4834503"
"126.7947898,37.4833858"
"126.794838,37.4833167"
"126.7948967,37.4832017"
"126.7949296,37.4830712"
"126.7949439,37.4830028"
"126.794951,37.4829649"
"126.7949678,37.4828668"
"126.7950259,37.4825778"
"126.7950622,37.4824509"
"126.7951697,37.4820757"
"126.7954408,37.4811561"
"126.7954528,37.4810823"
"126.79546,37.4810364"
"126.7954663,37.4809661"
"126.79547,37.4808111"
"126.7954701,37.4806795"
"126.7954699,37.4804587"
"126.79547,37.4799692"
"126.7954668,37.4795925"
"126.7954679,37.4793464"
"126.7954613,37.4787271"
"126.7954619,37.4786694"
"126.7954624,37.4786163"
"126.7954627,37.4784612"
"126.7954632,37.4782819"
"126.7954617,37.4780872"
"126.7954631,37.477933"
"126.7954654,37.4774499"
"126.7954623,37.4774211"
"126.7954609,37.4773237"
"126.7954524,37.4764232"
"126.7954489,37.4763159"
"126.7954492,37.476288"
"126.7954491,37.4761744"
"126.7954498,37.4757328"
"126.7954582,37.4754444"
"126.7954579,37.4753542"
"126.7954597,37.4752803"
"126.7954611,37.4752533"
"126.7954626,37.4752173"
"126.7954618,37.4750631"
"126.7954592,37.4749784"
"126.7954429,37.4741833"
"126.7954374,37.4734405"
"126.7954371,37.4733576"
"126.7954504,37.4726619"
"126.7954492,37.4725465"
"126.7954497,37.4724996"
"126.7954544,37.4723608"
"126.7954606,37.4721734"
"126.7954611,37.4718886"
"126.7954777,37.4715633"
"126.7955018,37.4714075"
"126.7956275,37.4710179"
"126.7956865,37.4708831"
"126.7957508,37.4707789"
"126.7958494,37.4706317"
"126.7959561,37.4704719"
"126.7960651,37.4703085"
"126.7963231,37.4699224"
"126.7964297,37.4697762"
"126.7964584,37.4697295"
"126.7964779,37.4696998"
"126.7964871,37.4696846"
"126.7969326,37.4689643"
"126.7969958,37.468861"
"126.7970727,37.468738"
"126.7973574,37.4682818"
"126.7975793,37.4678947"
"126.7976355,37.4678112"
"126.7977619,37.4675911"
"126.7978538,37.4674411"
"126.798762,37.4659719"
"126.7988815,37.4657716"
"126.7989206,37.465706"
"126.7989493,37.4656575"
"126.7990652,37.4654725"
"126.799273,37.4651339"
"126.7999001,37.4640975"
"126.799907,37.464084"
"126.7999725,37.4639735"
"126.8000163,37.4638918"
"126.8001497,37.4636492"
"126.8004817,37.4630878"
"126.8009321,37.4623261"
"126.8011148,37.4620136"
"126.8017063,37.4610292"
"126.8020132,37.4604893"
"126.8023698,37.4598397"
"126.8024779,37.4596429"
"126.8030197,37.4586438"
"126.8030301,37.4586231"
"126.8039005,37.4568211"
"126.8040215,37.4565703"
"126.8044436,37.455675"
"126.8047258,37.4551188"
"126.8047741,37.4550343"
"126.8048463,37.4549257"
"126.8050422,37.4546519"
"126.8051325,37.4545371"
"126.8052832,37.454382"
"126.805629,37.4540343"
"126.8058364,37.4538571"
"126.8065198,37.4533158"
"126.8070504,37.4529088"
"126.8102981,37.450394"
"126.8105441,37.4501927"
"126.8112446,37.4496217"
"126.8114032,37.4494649"
"126.8115131,37.449324"
"126.8116367,37.4491544"
"126.8118101,37.4488633"
"126.8119601,37.448537"
"126.8119751,37.4484965"
"126.8120263,37.4483355"
"126.812072,37.4481609"
"126.8120829,37.4480898"
"126.8121191,37.4478331"
"126.812126,37.4475798"
"126.8121143,37.4473734"
"126.8120205,37.4468753"
"126.811949,37.4466585"
"126.8118782,37.4464851"
"126.8117841,37.4462727"
"126.811662,37.4460268"
"126.8110899,37.4449202"
"126.8108804,37.444471"
"126.8106909,37.4440517"
"126.8106491,37.4439243"
"126.8104304,37.4433624"
"126.8101029,37.4425853"
"126.8098909,37.4420442"
"126.8097244,37.4415871"
"126.8095277,37.4409686"
"126.8092884,37.4400667"
"126.8091702,37.4396424"
"126.8091109,37.4394563"
"126.8090089,37.4391213"
"126.8088177,37.4385154"
"126.8086971,37.4382407"
"126.8085542,37.4379163"
"126.8084003,37.4375638"
"126.8083505,37.4374482"
"126.807647,37.4359"
