0,1,2,3,4,5
"128.6442525,35.2459287","127.1546239,35.8176275","127.1454227,35.8444815","127.1624193,35.8380217","127.1697252,35.8403871","128.6442525,35.2459287"
"128.6439442,35.24612","127.1546187,35.8175563","127.1456959,35.8445634","127.1625,35.838039","127.1698877,35.8404533","128.6439442,35.24612"
"128.6437015,35.2462936","127.1546134,35.8175031","127.1458341,35.8446035","127.1627102,35.8380838","127.1701574,35.840565","128.6437015,35.2462936"
"128.6434221,35.2465154","127.1545687,35.8170693","127.1459049,35.8446245","127.1646207,35.8384976","127.1702625,35.8406086","128.6434221,35.2465154"
"128.6432736,35.2466584","127.1545487,35.8168348","127.1459425,35.8446354","127.1648133,35.8385369","127.1702647,35.8406095","128.6432736,35.2466584"
"128.64324,35.2466902","127.1545469,35.8167419","127.1459956,35.8446518","127.1650223,35.8385799","127.1710915,35.8409525","128.64324,35.2466902"
"128.6430374,35.2469022","127.1545449,35.8166941","127.1461415,35.8446946","127.1663829,35.8389109","127.1713745,35.8410705","128.6430374,35.2469022"
"128.642684,35.247332","127.154543,35.8166238","127.1467808,35.8448813","127.1665475,35.839016","127.1716553,35.841193","128.642684,35.247332"
"128.6426277,35.247393","127.1545381,35.816484","127.1472486,35.8450134","127.1665751,35.8390251","127.1716862,35.8412066","128.6426277,35.247393"
"128.6416692,35.2485615","127.1545352,35.8163876","127.1473227,35.8450326","127.1669532,35.8391632","127.1717249,35.8412248","128.6416692,35.2485615"
"128.6416368,35.2486033","127.1545247,35.8159998","127.1473813,35.845049","127.1670416,35.8392031","127.171935,35.8412866","128.6416368,35.2486033"
"128.6415773,35.2486715","127.1545618,35.8155996","127.1474908,35.8450799","127.1671301,35.839243","127.1719781,35.8413048","128.6415773,35.2486715"
"128.6415135,35.2487461","127.1546741,35.8152249","127.147576,35.8451054","127.1676748,35.8395078","127.1723661,35.8414672","128.6415135,35.2487461"
"128.6408043,35.2495904","127.1547735,35.8150259","127.1478392,35.8451828","127.167824,35.8395749","127.1730172,35.8417368","128.6408043,35.2495904"
"128.6405384,35.2499094","127.1548872,35.8148576","127.1482517,35.8453049","127.1680285,35.8396656","127.1732969,35.841853","128.6405384,35.2499094"
"128.6405038,35.2499494","127.1552121,35.8144664","127.1487615,35.845456","127.1681258,35.8397056","127.1734738,35.8419247","128.6405038,35.2499494"
"128.6404583,35.2499994","127.1552754,35.8144061","127.1492183,35.8455908","127.1688674,35.8400376","127.1735246,35.8419446","128.6404583,35.2499994"
"128.6401026,35.2504238","127.1555744,35.8141248","127.1499272,35.8458002","127.168916,35.8400594","127.1738618,35.8420781","128.6401026,35.2504238"
"128.6399123,35.2506492","127.1559506,35.8139014","127.1501019,35.8458521","127.1691283,35.8401492","127.1742421,35.8422351","128.6399123,35.2506492"
"128.6398799,35.2506874","127.1560372,35.8138493","127.150134,35.8458621","127.1691913,35.8401755","127.1743825,35.8422959","128.6398799,35.2506874"
"128.6396205,35.2510054","127.156637,35.8136238","127.1503275,35.8459186","127.1694079,35.8402636","127.1745107,35.8423521","128.6396205,35.2510054"
"128.6395579,35.2510817","127.1567412,35.8135862","127.1505355,35.8459796","127.1694433,35.8402781","127.1748136,35.8424837","128.6395579,35.2510817"
"128.6388002,35.252004","127.1568588,35.8135433","127.1506096,35.8460033","127.1695185,35.8403081","127.1749363,35.8425417","128.6388002,35.252004"
"128.6387106,35.2521149","127.1571392,35.8134548","127.1507323,35.8460397","127.169587,35.8403344","127.1753254,35.8427096","128.6387106,35.2521149"
"128.6386802,35.2521485","127.1573886,35.8133762","127.1517221,35.8463338","127.1697252,35.8403871","127.1762232,35.8430411","128.6386802,35.2521485"
"128.638596,35.2522575","127.1576435,35.8132976","127.1519068,35.8463857","127.1698877,35.8404533","127.1769265,35.8432702","128.638596,35.2522575"
"128.6385084,35.2523602","127.1576945,35.8132806","127.1523371,35.8465141","127.1701574,35.840565","127.1774518,35.843442","128.6385084,35.2523602"
"128.6384749,35.2524002","127.1577488,35.8132645","127.152514,35.8465633","127.1702625,35.8406086","127.1777814,35.8435502","128.6384749,35.2524002"
"128.6379385,35.2530301","127.1580747,35.8131672","127.1525229,35.846566","127.1702647,35.8406095","127.17831,35.8437049","128.6379385,35.2530301"
"128.637395,35.253697","127.158487,35.8130412","127.1525815,35.8465824","127.1710915,35.8409525","127.179291,35.8440258","128.637395,35.253697"
"128.6360523,35.2553155","127.1589371,35.8128748","127.1528359,35.8466526","127.1713745,35.8410705","127.1795751,35.8441392","128.6360523,35.2553155"
"128.6360145,35.2553618","127.1592577,35.8127107","127.1532617,35.846771","127.1716553,35.841193","127.1799066,35.8443078","128.6360145,35.2553618"
"128.635994,35.2553854","127.1593487,35.8126641","127.1533922,35.8468056","127.1716862,35.8412066","127.1800569,35.8443902","128.635994,35.2553854"
"128.6359495,35.2554327","127.1593853,35.8126453","127.1536345,35.8468686","127.1717249,35.8412248","127.1803629,35.8445867","128.6359495,35.2554327"
"128.6358488,35.2555374","127.1594286,35.8126219","127.1536533,35.846874","127.171935,35.8412866","127.1805296,35.8447008","128.6358488,35.2555374"
"128.6346402,35.2569183","127.1595496,35.8125411","127.1537628,35.8469059","127.1719781,35.8413048","127.1807273,35.8448374","128.6346402,35.2569183"
"128.6343686,35.2572283","127.1597116,35.8124388","127.1542317,35.8470425","127.1723661,35.8414672","127.1809956,35.8450437","128.6343686,35.2572283"
"128.6343329,35.2572683","127.1599889,35.8123107","127.1547161,35.8472035","127.1730172,35.8417368","127.1812692,35.8452987","128.6343329,35.2572683"
"128.6342994,35.2573083","127.1600733,35.8122451","127.1547503,35.8472153","127.1732969,35.841853","127.1815439,35.8455429","128.6342994,35.2573083"
"128.6342172,35.2574056","127.1601321,35.8122002","127.1548476,35.8472489","127.1734738,35.8419247","127.1818594,35.8458556","128.6342172,35.2574056"
"128.6334807,35.2582789","127.1601466,35.8121894","127.1551904,35.8473662","127.1735246,35.8419446","127.182444,35.8464342","128.6334807,35.2582789"
"128.6327605,35.2591314","127.160171,35.8121705","127.1553817,35.8474317","127.1738618,35.8420781","127.1826813,35.8466395","128.6327605,35.2591314"
"128.632714,35.2591869","127.1602166,35.8121238","127.1556007,35.8475071","127.1742421,35.8422351","127.1828502,35.8467698","128.632714,35.2591869"
"128.632674,35.2592332","127.1603288,35.8120204","127.1559567,35.8476308","127.1743825,35.8422959","127.1831109,35.8469129","128.632674,35.2592332"
"128.6317835,35.260255","127.1603499,35.8120015","127.1559899,35.8476417","127.1745107,35.8423521","127.1833476,35.8469911","128.6317835,35.260255"
"128.6313121,35.2606634","127.1605034,35.811828","127.1560397,35.847659","127.1748136,35.8424837","127.1836951,35.8470398","128.6313121,35.2606634"
"128.6312602,35.260726","127.1608827,35.8114116","127.1560883,35.8476753","127.1749363,35.8425417","127.1840749,35.8470516","128.6312602,35.260726"
"128.6310599,35.2610255","127.1609416,35.8113441","127.1569221,35.8479617","127.1753254,35.8427096","127.1847608,35.8469615","128.6310599,35.2610255"
"128.6309485,35.2612375","127.1611218,35.8111409","127.1570481,35.8480045","127.1762232,35.8430411","127.1850132,35.8469657","128.6309485,35.2612375"
"128.6308853,35.2615176","127.161263,35.8109817","127.1571399,35.8480354","127.1769265,35.8432702","127.1860906,35.8467305","128.6308853,35.2615176"
"128.6307103,35.2615003","127.1613353,35.8109016","127.1572085,35.8480581","127.1774518,35.843442","127.1862601,35.8466958","128.6307103,35.2615003"
"128.6306387,35.2614928","127.161549,35.8106408","127.157298,35.848089","127.1777814,35.8435502","127.1866913,35.8466005","128.6306387,35.2614928"
"128.6299253,35.2614193","127.1617114,35.8104411","127.1575722,35.8481872","127.17831,35.8437049","127.1870205,35.8465274","128.6299253,35.2614193"
"128.629474,35.261373","127.1619242,35.8101162","127.1584303,35.8484971","127.179291,35.8440258","127.1873986,35.8463886","128.629474,35.261373"
"128.6292055,35.2613512","127.1620369,35.8098992","127.1584657,35.8485098","127.1795751,35.8441392","127.1880892,35.8462092","128.6292055,35.2613512"
"128.6287839,35.2613163","127.1620872,35.8097912","127.1587918,35.8486279","127.1799066,35.8443078","127.1884097,35.846091","128.6287839,35.2613163"
"128.6287256,35.2613123","127.1621401,35.8095758","127.1589157,35.8486725","127.1800569,35.8443902","127.1886694,35.8459609","128.6287256,35.2613123"
"128.6283238,35.261271","127.1622662,35.8090821","127.15916,35.8487642","127.1803629,35.8445867","127.1889115,35.8457659","128.6283238,35.261271"
"128.6281234,35.2612503","127.162301,35.8089713","127.1592905,35.8488133","127.1805296,35.8447008","127.1890796,35.8455599","128.6281234,35.2612503"
"128.6278603,35.261223","127.1623998,35.8086335","127.1593104,35.8488205","127.1807273,35.8448374","127.1891843,35.8453852","128.6278603,35.261223"
"128.6277062,35.2612091","127.1626623,35.807802","127.1594773,35.8488823","127.1809956,35.8450437","127.1892715,35.8451709","128.6277062,35.2612091"
"128.6273588,35.2612052","127.1626994,35.807675","127.159662,35.8489505","127.1812692,35.8452987","127.1893556,35.8449223","128.6273588,35.2612052"
"128.6269765,35.2612214","127.1627732,35.8072307","127.1597018,35.8489668","127.1815439,35.8455429","127.1894017,35.844724","128.6269765,35.2612214"
"128.6265085,35.2612492","127.1627743,35.8072244","127.1598872,35.8491215","127.1818594,35.8458556","127.1894294,35.8444572","128.6265085,35.2612492"
"128.6264624,35.2612514","127.1627994,35.8070667","127.1599347,35.8491415","127.182444,35.8464342","127.1894575,35.8440425","128.6264624,35.2612514"
"128.6261372,35.2612661","127.162787,35.8068493","127.1601595,35.8491412","127.1826813,35.8466395","127.189432,35.8426459","128.6261372,35.2612661"
"128.6258868,35.2612829","127.1627367,35.8064498","127.1603035,35.8491281","127.1828502,35.8467698","127.189354,35.8419244","128.6258868,35.2612829"
"128.6251674,35.2614122","127.1627243,35.8062243","127.1603789,35.8491058","127.1831109,35.8469129","127.1893037,35.8414689","128.6251674,35.2614122"
"128.6251049,35.2614227","127.1627739,35.8060162","127.1604155,35.8490933","127.1833476,35.8469911","127.1893361,35.841112","128.6251049,35.2614227"
"128.6249994,35.2614246","127.1628242,35.8058991","127.1605841,35.8490279","127.1836951,35.8470398","127.189284,35.8408513","128.6249994,35.2614246"
"128.6244238,35.2614543","127.1628991,35.8057325","127.1608069,35.8487373","127.1840749,35.8470516","127.1891604,35.8401603","128.6244238,35.2614543"
"128.6238207,35.261486","127.1631867,35.8052492","127.1615237,35.8478864","127.1847608,35.8469615","127.1891201,35.8400015","128.6238207,35.261486"
"128.6237372,35.2614913","127.163962,35.8038079","127.1615448,35.8478621","127.1850132,35.8469657","127.1890045,35.8395477","128.6237372,35.2614913"
"128.6235955,35.2614981","127.1642897,35.8032507","127.1616316,35.8477623","127.1860906,35.8467305","127.1887516,35.8385084","128.6235955,35.2614981"
"128.6234999,35.2615025","127.1643499,35.8031499","127.1619298,35.847425","127.1862601,35.8466958","127.1887309,35.8384191","128.6234999,35.2615025"
"128.6220433,35.2615765","127.1646125,35.8028242","127.1619743,35.847372","127.1866913,35.8466005","127.1885658,35.8376","128.6220433,35.2615765"
"128.620937,35.2616327","127.1648491,35.8026166","127.162198,35.8471228","127.1870205,35.8465274","127.1885474,35.8375062","128.620937,35.2616327"
"128.6205504,35.2616525","127.1652366,35.8023165","127.1624573,35.8468287","127.1873986,35.8463886","127.188531,35.8371617","128.6205504,35.2616525"
"128.6205218,35.2616546","127.1653997,35.8022259","127.1628579,35.8463583","127.1880892,35.8462092","127.1885249,35.8367398","128.6205218,35.2616546"
"128.6204779,35.2616586","127.1657492,35.802033","127.1632408,35.8459095","127.1884097,35.846091","127.1885299,35.8360194","128.6204779,35.2616586"
"128.6184685,35.2617475","127.166362,35.8018409","127.1633098,35.8458294","127.1886694,35.8459609","127.1885539,35.8355542","128.6184685,35.2617475"
"128.6183267,35.2617515","127.1664573,35.8018159","127.163421,35.8457026","127.1889115,35.8457659","127.1886505,35.8349125","128.6183267,35.2617515"
"128.6182465,35.2617541","127.1667365,35.801741","127.1635056,35.845601","127.1890796,35.8455599","127.1886972,35.8345917","128.6182465,35.2617541"
"128.6182157,35.2617544","127.1672138,35.8016738","127.1640797,35.8449751","127.1891843,35.8453852","127.1887447,35.8343276","128.6182157,35.2617544"
"128.6181542,35.2617576","127.1680868,35.801458","127.1648865,35.8440297","127.1892715,35.8451709","127.1887966,35.8340852","128.6181542,35.2617576"
"128.6181355,35.2617587","127.1686086,35.801335","127.1649421,35.8439686","127.1893556,35.8449223","127.1890105,35.8334573","128.6181355,35.2617587"
"128.6181059,35.2617608","127.169116,35.8012318","127.1650489,35.8438481","127.1894017,35.844724","127.1890564,35.833333","128.6181059,35.2617608"
"128.6180433,35.2617641","127.1694073,35.8011686","127.1650812,35.8438121","127.1894294,35.8444572","127.1899115,35.8315491","128.6180433,35.2617641"
"128.6179971,35.2617672","127.1705129,35.8009237","127.1651702,35.8437204","127.1894575,35.8440425","127.1900848,35.8311114","128.6179971,35.2617672"
"128.6179774,35.2617683","127.1706247,35.8008996","127.1654971,35.8434003","127.189432,35.8426459","127.1901429,35.8309664","128.6179774,35.2617683"
"128.6163244,35.2618746","127.1707942,35.8008631","127.1659507,35.8429607","127.189354,35.8419244","127.1902938,35.8305953","128.6163244,35.2618746"
"128.6154018,35.2619381","127.1708795,35.8008444","127.1659941,35.842922","127.1893037,35.8414689","127.1904169,35.8302747","128.6154018,35.2619381"
"128.6152371,35.2619496","127.1715951,35.8006877","127.166291,35.8426253","127.1893361,35.841112","127.190754,35.8292783","128.6152371,35.2619496"
"128.6145744,35.2619665","127.171851,35.8006316","127.1663521,35.8425651","127.189284,35.8408513","127.1908861,35.8289063","128.6145744,35.2619665"
"128.614216,35.2619662","127.1723163,35.8005292","127.1672404,35.8417164","127.1891604,35.8401603","127.1910138,35.8285054","128.614216,35.2619662"
"128.6141622,35.2619658","127.1734539,35.800278","127.1673304,35.8416355","127.1891201,35.8400015","127.1911228,35.8280946","128.6141622,35.2619658"
"128.6139389,35.261957","127.1739535,35.8001685","127.1673994,35.8415735","127.1890045,35.8395477","127.1911936,35.8278297","128.6139389,35.261957"
"128.6137925,35.2619439","127.1742537,35.8001026","127.1674685,35.8414583","127.1887516,35.8385084","127.1913343,35.8272259","128.6137925,35.2619439"
"128.6136626,35.2619289","127.1744177,35.8000688","127.1675308,35.841399","127.1887309,35.8384191","127.1915459,35.8263465","128.6136626,35.2619289"
"128.6134752,35.2618937","127.1755121,35.7998409","127.1677821,35.8411472","127.1885658,35.8376","127.1916182,35.8259635","128.6134752,35.2618937"
"128.6133583,35.2618677","127.1755829,35.7998267","127.1680834,35.8408559","127.1885474,35.8375062","127.1917194,35.8255517","128.6133583,35.2618677"
"128.6131994,35.261825","127.1757624,35.7997911","127.1683035,35.8406482","127.188531,35.8371617","127.1918164,35.8248072","128.6131994,35.261825"
"128.6130239,35.2617743","127.176375,35.7996575","127.1684702,35.8404873","127.1885249,35.8367398","127.1918674,35.8242222","128.6130239,35.2617743"
"128.6125745,35.2616242","127.1770761,35.7995052","127.1688549,35.8401178","127.1885299,35.8360194","127.1918824,35.8234983","128.6125745,35.2616242"
"128.6124873,35.2615998","127.1771492,35.7994883","127.1691913,35.8401755","127.1885539,35.8355542","127.1918281,35.8220745","128.6124873,35.2615998"
"128.6115739,35.2612079","127.1773088,35.7994535","127.1694079,35.8402636","127.1886505,35.8349125","127.1915829,35.8193573","128.6115739,35.2612079"
"128.611125,35.2610163","127.1774018,35.799434","127.1694433,35.8402781","127.1886972,35.8345917","127.1913877,35.8180134","128.611125,35.2610163"
"128.6107114,35.2607577","127.1777984,35.7993476","127.1695185,35.8403081","127.1887447,35.8343276","127.1912596,35.8167814","128.6107114,35.2607577"
"128.6105257,35.2606017","127.1784021,35.7992166","127.169587,35.8403344","127.1887966,35.8340852","127.1912355,35.8164442","128.6105257,35.2606017"
"128.6104234,35.2605169","127.1785173,35.7991926","127.1697252,35.8403871","127.1890105,35.8334573","127.1912334,35.8164009","128.6104234,35.2605169"
"128.6103499,35.26045","127.1785859,35.7991793","127.1698877,35.8404533","127.1890564,35.833333","127.1912158,35.8160979","128.6103499,35.26045"
"128.6097116,35.2597499","127.1787499,35.7991409","127.1701574,35.840565","127.1899115,35.8315491","127.1912233,35.815016","128.6097116,35.2597499"
"128.6086125,35.2585499","127.178895,35.7991098","127.1702625,35.8406086","127.1900848,35.8311114","127.1912801,35.8143435","128.6086125,35.2585499"
"128.6081939,35.2580867","127.1791475,35.7990545","127.1702647,35.8406095","127.1901429,35.8309664","127.1913295,35.8138811","128.6081939,35.2580867"
"128.6080365,35.2579078","127.1793624,35.7990082","127.1710915,35.8409525","127.1902938,35.8305953","127.1913579,35.8137135","128.6080365,35.2579078"
"128.6079728,35.2578354","127.1796826,35.7989397","127.1713745,35.8410705","127.1904169,35.8302747","127.1914294,35.813252","128.6079728,35.2578354"
"128.6078913,35.2577432","127.1820585,35.7984302","127.1716553,35.841193","127.190754,35.8292783","127.1914767,35.8130258","128.6078913,35.2577432"
"128.6078511,35.2576967","127.1821981,35.7983999","127.1716862,35.8412066","127.1908861,35.8289063","127.1917233,35.8119445","128.6078511,35.2576967"
"128.6078266,35.2576672","127.1837211,35.798074","127.1717249,35.8412248","127.1910138,35.8285054","127.1921599,35.8106852","128.6078266,35.2576672"
"128.6077997,35.2576332","127.1838374,35.7980499","127.171935,35.8412866","127.1911228,35.8280946","127.1924971,35.8099296","128.6077997,35.2576332"
"128.6071903,35.2569562","127.1840833,35.7980046","127.1719781,35.8413048","127.1911936,35.8278297","127.1931728,35.8086555","128.6071903,35.2569562"
"128.6065386,35.25624","127.1845064,35.7979237","127.1723661,35.8414672","127.1913343,35.8272259","127.1937537,35.8078401","128.6065386,35.25624"
"128.6064761,35.2561693","127.1853249,35.7977662","127.1730172,35.8417368","127.1915459,35.8263465","127.1939284,35.8076017","128.6064761,35.2561693"
"128.606409,35.256087","127.1866374,35.7974992","127.1732969,35.841853","127.1916182,35.8259635","127.1943169,35.8070058","128.606409,35.256087"
"128.6063621,35.2560288","127.1867869,35.7974716","127.1734738,35.8419247","127.1917194,35.8255517","127.1946074,35.8065855","128.6063621,35.2560288"
"128.6061014,35.2556137","127.1871346,35.7974076","127.1735246,35.8419446","127.1918164,35.8248072","127.1951305,35.8058294","128.6061014,35.2556137"
"128.6060547,35.2555763","127.187499,35.7973409","127.1738618,35.8420781","127.1918674,35.8242222","127.1956206,35.8050228","128.6060547,35.2555763"
"128.6058791,35.2554327","127.1881116,35.7971991","127.1742421,35.8422351","127.1918824,35.8234983","127.1959614,35.8044638","128.6058791,35.2554327"
