0,1
"126.7331755,37.4341334","126.7331755,37.4341334"
"126.7331185,37.4341763","126.7331185,37.4341763"
"126.7331151,37.4341781","126.7331151,37.4341781"
"126.7330245,37.4341973","126.7330245,37.4341973"
"126.7329512,37.434186","126.7329512,37.434186"
"126.7329099,37.4341317","126.7329099,37.4341317"
"126.7329037,37.4340703","126.7329037,37.4340703"
"126.7329178,37.4340253","126.7329178,37.4340253"
"126.7329521,37.4339859","126.7329521,37.4339859"
"126.7330269,37.4339666","126.7330269,37.4339666"
"126.7331287,37.4339546","126.7331287,37.4339546"
"126.7331933,37.4339442","126.7331933,37.4339442"
"126.7333329,37.433882","126.7333329,37.433882"
"126.7333828,37.4338697","126.7333828,37.4338697"
"126.7335255,37.4338418","126.7335255,37.4338418"
"126.7335708,37.4338358","126.7335708,37.4338358"
"126.7336126,37.4338334","126.7336126,37.4338334"
"126.733798,37.4338337","126.733798,37.4338337"
"126.7338579,37.4338367","126.7338579,37.4338367"
"126.7339425,37.4338463","126.7339425,37.4338463"
"126.7340959,37.4338825","126.7340959,37.4338825"
"126.7341916,37.4339218","126.7341916,37.4339218"
"126.7343232,37.4339858","126.7343232,37.4339858"
"126.7343949,37.4340448","126.7343949,37.4340448"
"126.734405,37.4340557","126.734405,37.4340557"
"126.7344924,37.4341275","126.7344924,37.4341275"
"126.7345436,37.4342098","126.7345436,37.4342098"
"126.7345754,37.4343002","126.7345754,37.4343002"
"126.7346413,37.4344899","126.7346413,37.4344899"
"126.7346588,37.4345495","126.7346588,37.4345495"
"126.7346683,37.4347244","126.7346683,37.4347244"
"126.7346434,37.4348405","126.7346434,37.4348405"
"126.7346002,37.4349746","126.7346002,37.4349746"
"126.7345667,37.4350419","126.7345667,37.4350419"
"126.7344321,37.4352772","126.7344321,37.4352772"
"126.7343447,37.4354173","126.7343447,37.4354173"
"126.7342822,37.4356765","126.7342822,37.4356765"
"126.7342759,37.4360748","126.7342759,37.4360748"
"126.7340656,37.4360762","126.7340656,37.4360762"
"126.7339017,37.4360769","126.7339017,37.4360769"
"126.7335196,37.4360771","126.7335196,37.4360771"
"126.7327295,37.4360774","126.7327295,37.4360774"
"126.7325762,37.4361512","126.7325762,37.4361512"
"126.7324681,37.4362181","126.7324681,37.4362181"
"126.7324567,37.4362253","126.7324567,37.4362253"
"126.7323713,37.436286","126.7323713,37.436286"
"126.7323209,37.4363524","126.7323209,37.4363524"
"126.7322742,37.4373832","126.7322742,37.4373832"
"126.7322597,37.4385855","126.7322597,37.4385855"
"126.7322646,37.4390975","126.7322646,37.4390975"
"126.7322628,37.4391642","126.7322628,37.4391642"
"126.7322639,37.4392769","126.7322639,37.4392769"
"126.7322662,37.4394959","126.7322662,37.4394959"
"126.7322668,37.4395464","126.7322668,37.4395464"
"126.7322642,37.4396951","126.7322642,37.4396951"
"126.7322642,37.4398015","126.7322642,37.4398015"
"126.7322643,37.4400133","126.7322643,37.4400133"
"126.7322563,37.4405784","126.7322563,37.4405784"
"126.7321721,37.4424013","126.7321721,37.4424013"
"126.7320894,37.4428559","126.7320894,37.4428559"
"126.7320747,37.4434156","126.7320747,37.4434156"
"126.7320746,37.4435319","126.7320746,37.4435319"
"126.7320694,37.4438221","126.7320694,37.4438221"
"126.7320625,37.4444944","126.7320625,37.4444944"
"126.7320781,37.4446279","126.7320781,37.4446279"
"126.7321186,37.4447544","126.7321186,37.4447544"
"126.7321867,37.4449567","126.7321867,37.4449567"
"126.7322586,37.4451032","126.7322586,37.4451032"
"126.732283,37.4451539","126.732283,37.4451539"
"126.7324402,37.4454785","126.7324402,37.4454785"
"126.7325033,37.4456078","126.7325033,37.4456078"
"126.7327779,37.4461702","126.7327779,37.4461702"
"126.7328079,37.4462299","126.7328079,37.4462299"
"126.733141,37.4469297","126.733141,37.4469297"
"126.7332029,37.4470662","126.7332029,37.4470662"
"126.7334237,37.4474813","126.7334237,37.4474813"
"126.7336531,37.4479281","126.7336531,37.4479281"
"126.733714,37.4480574","126.733714,37.4480574"
"126.7338059,37.4482491","126.7338059,37.4482491"
"126.7338402,37.4483196","126.7338402,37.4483196"
"126.7339272,37.4483184","126.7339272,37.4483184"
"126.7347054,37.4482828","126.7347054,37.4482828"
"126.7347371,37.4482812","126.7347371,37.4482812"
"126.7354543,37.4482426","126.7354543,37.4482426"
"126.7356013,37.4482346","126.7356013,37.4482346"
"126.7360945,37.448208","126.7360945,37.448208"
"126.736496,37.4481926","126.736496,37.4481926"
"126.7366001,37.448186","126.7366001,37.448186"
"126.7369846,37.4481723","126.7369846,37.4481723"
"126.7373296,37.4481547","126.7373296,37.4481547"
"126.7387084,37.4480879","126.7387084,37.4480879"
"126.738731,37.4480862","126.738731,37.4480862"
"126.7389018,37.4480765","126.7389018,37.4480765"
"126.7398587,37.4480358","126.7398587,37.4480358"
"126.7400859,37.4480327","126.7400859,37.4480327"
"126.7402997,37.4480242","126.7402997,37.4480242"
"126.7404558,37.4480117","126.7404558,37.4480117"
"126.7444221,37.4476432","126.7444221,37.4476432"
"126.7444903,37.4476067","126.7444903,37.4476067"
"126.7445575,37.4475584","126.7445575,37.4475584"
"126.7446591,37.4474617","126.7446591,37.4474617"
"126.7446763,37.4474366","126.7446763,37.4474366"
"126.7447281,37.4473396","126.7447281,37.4473396"
"126.7446732,37.4471815","126.7446732,37.4471815"
"126.7442499,37.4459908","126.7442499,37.4459908"
"126.7439337,37.4452857","126.7439337,37.4452857"
"126.7438987,37.4448294","126.7438987,37.4448294"
"126.7437139,37.4444353","126.7437139,37.4444353"
"126.7436129,37.4442498","126.7436129,37.4442498"
"126.7434375,37.4439287","126.7434375,37.4439287"
"126.7432625,37.4435743","126.7432625,37.4435743"
"126.7431449,37.4433455","126.7431449,37.4433455"
"126.7428367,37.4427414","126.7428367,37.4427414"
"126.7422123,37.441891","126.7422123,37.441891"
"126.7421094,37.4417822","126.7421094,37.4417822"
"126.7420479,37.4417151","126.7420479,37.4417151"
"126.7419058,37.4415655","126.7419058,37.4415655"
"126.7407501,37.4402574","126.7407501,37.4402574"
"126.7404275,37.4398542","126.7404275,37.4398542"
"126.7403315,37.4397346","126.7403315,37.4397346"
"126.7401336,37.4394062","126.7401336,37.4394062"
"126.7399941,37.4391186","126.7399941,37.4391186"
"126.73993,37.4389713","126.73993,37.4389713"
"126.7398175,37.4386966","126.7398175,37.4386966"
"126.7394995,37.4376165","126.7394995,37.4376165"
"126.7391549,37.4361523","126.7391549,37.4361523"
"126.7390898,37.4358797","126.7390898,37.4358797"
"126.7389517,37.4353434","126.7389517,37.4353434"
"126.7389138,37.4351746","126.7389138,37.4351746"
"126.7387371,37.4344325","126.7387371,37.4344325"
"126.7387273,37.4343919","126.7387273,37.4343919"
"126.7384829,37.4334115","126.7384829,37.4334115"
"126.7384248,37.4331271","126.7384248,37.4331271"
"126.7383409,37.432703","126.7383409,37.432703"
"126.7381687,37.4316265","126.7381687,37.4316265"
"126.738042,37.4307496","126.738042,37.4307496"
"126.7380141,37.4305971","126.7380141,37.4305971"
"126.737993,37.4304527","126.737993,37.4304527"
"126.7378429,37.4294224","126.7378429,37.4294224"
"126.7377816,37.4290011","126.7377816,37.4290011"
"126.7377445,37.4287602","126.7377445,37.4287602"
"126.737699,37.428458","126.737699,37.428458"
"126.7374857,37.426863","126.7374857,37.426863"
"126.7373802,37.4256806","126.7373802,37.4256806"
"126.7373377,37.4250773","126.7373377,37.4250773"
"126.737363,37.4242546","126.737363,37.4242546"
"126.7374542,37.4233944","126.7374542,37.4233944"
"126.7376443,37.422149","126.7376443,37.422149"
"126.7376611,37.4220545","126.7376611,37.4220545"
"126.7378361,37.4209541","126.7378361,37.4209541"
"126.7378876,37.4206714","126.7378876,37.4206714"
"126.7379116,37.4205328","126.7379116,37.4205328"
"126.7379681,37.4201924","126.7379681,37.4201924"
"126.7380657,37.4196009","126.7380657,37.4196009"
"126.7381792,37.4189878","126.7381792,37.4189878"
"126.7382999,37.4182332","126.7382999,37.4182332"
"126.7383368,37.4180496","126.7383368,37.4180496"
"126.7383548,37.4179424","126.7383548,37.4179424"
"126.73857,37.4166666","126.73857,37.4166666"
"126.7386244,37.4163163","126.7386244,37.4163163"
"126.7388743,37.4147369","126.7388743,37.4147369"
"126.7388792,37.4147027","126.7388792,37.4147027"
"126.7389009,37.4145659","126.7389009,37.4145659"
"126.7390101,37.413941","126.7390101,37.413941"
"126.7390596,37.4136241","126.7390596,37.4136241"
"126.7392493,37.4121912","126.7392493,37.4121912"
"126.7395167,37.410328","126.7395167,37.410328"
"126.7396288,37.4096311","126.7396288,37.4096311"
"126.7398502,37.4080705","126.7398502,37.4080705"
"126.7402735,37.4049878","126.7402735,37.4049878"
"126.740305,37.404778","126.740305,37.404778"
"126.7403947,37.4041675","126.7403947,37.4041675"
"126.7404336,37.4038955","126.7404336,37.4038955"
"126.7404495,37.4037829","126.7404495,37.4037829"
