0,1,2,3,4,5,6
"126.8599256,35.1325703","127.0483914,37.2934987","126.8599256,35.1325703","127.2194294,37.548295","127.1443033,37.558414","127.1443033,37.558414","127.1443033,37.558414"
"126.8597534,35.1325559","127.0485477,37.2937688","126.8597534,35.1325559","127.2203396,37.5479844","127.144097,37.5587027","127.144097,37.5587027","127.144097,37.5587027"
"126.8595977,35.1325388","127.0486759,37.2940235","126.8595977,35.1325388","127.2212011,37.5476836","127.1439865,37.5588502","127.1439865,37.5588502","127.1439865,37.5588502"
"126.859397,35.1325125","127.0487987,37.2944304","126.859397,35.1325125","127.2234704,37.546893","127.143713,37.5592099","127.143713,37.5592099","127.143713,37.5592099"
"126.8591975,35.1324853","127.0488542,37.2945902","126.8591975,35.1324853","127.2253405,37.5462998","127.1436675,37.5592539","127.1436675,37.5592539","127.1436675,37.5592539"
"126.859056,35.1324674","127.0488763,37.2946651","126.859056,35.1324674","127.226299,37.5460929","127.1435379,37.5593788","127.1435379,37.5593788","127.1435379,37.5593788"
"126.8589124,35.1324496","127.0489006,37.294749","126.8589124,35.1324496","127.2264373,37.5460445","127.1433662,37.5595216","127.1433662,37.5595216","127.1433662,37.5595216"
"126.8580275,35.1323276","127.0490244,37.2951759","126.8580275,35.1323276","127.2282401,37.5452474","127.1429799,37.559808","127.1429799,37.559808","127.1429799,37.559808"
"126.8579749,35.1323202","127.0490466,37.2952526","126.8579749,35.1323202","127.2282843,37.5452277","127.1425936,37.5600953","127.1425936,37.5600953","127.1425936,37.5600953"
"126.8578269,35.1323058","127.0488196,37.2952887","126.8578269,35.1323058","127.2289589,37.5449291","127.1420508,37.5604154","127.1420508,37.5604154","127.1420508,37.5604154"
"126.8575253,35.1322718","127.04871,37.2953036","126.8575253,35.1322718","127.2299373,37.5445329","127.1406228,37.5611736","127.1406228,37.5611736","127.1406228,37.5611736"
"126.8568047,35.1321949","127.0483453,37.2953517","126.8568047,35.1321949","127.2301073,37.5444729","127.1396385,37.5617069","127.1396385,37.5617069","127.1396385,37.5617069"
"126.8562028,35.1321106","127.048238,37.2953667","126.8562028,35.1321106","127.2301844,37.544446","127.1389584,37.5621059","127.1389584,37.5621059","127.1389584,37.5621059"
"126.8555701,35.1320342","127.0479704,37.2954035","126.8555701,35.1320342","127.2305074,37.5443413","127.1383541,37.5625025","127.1383541,37.5625025","127.1383541,37.5625025"
"126.8554615,35.1320246","127.0479332,37.2954079","126.8554615,35.1320246","127.2316,37.5439824","127.1382859,37.5625491","127.1382859,37.5625491","127.1382859,37.5625491"
"126.8552641,35.1320082","127.0474261,37.2954771","126.8552641,35.1320082","127.2327242,37.5436244","127.1380394,37.5627197","127.1380394,37.5627197","127.1380394,37.5627197"
"126.855151,35.1320076","127.0468279,37.2957155","126.855151,35.1320076","127.2327673,37.5436091","127.137238,37.563359","127.137238,37.563359","127.137238,37.563359"
"126.8551291,35.1320075","127.045828,37.2959361","126.8551291,35.1320075","127.2330744,37.5434999","127.1370786,37.5635514","127.1370786,37.5635514","127.1370786,37.5635514"
"126.8547823,35.1320038","127.0456991,37.2959816","126.8547823,35.1320038","127.2336245,37.543191","127.1368385,37.563794","127.1368385,37.563794","127.1368385,37.563794"
"126.8547011,35.1320007","127.0455701,37.2960406","126.8547011,35.1320007","127.2337369,37.5430994","127.1368271,37.5638057","127.1368271,37.5638057","127.1368271,37.5638057"
"126.8544586,35.1319904","127.0454863,37.2960944","126.8544586,35.1319904","127.2339867,37.5428998","127.1366279,37.5640151","127.1366279,37.5640151","127.1366279,37.5640151"
"126.8535204,35.1319502","127.0454137,37.2961662","126.8535204,35.1319502","127.2341898,37.5427552","127.136547,37.5641338","127.136547,37.5641338","127.136547,37.5641338"
"126.853042,35.1319323","127.0453624,37.2962534","126.853042,35.1319323","127.2343566,37.5426564","127.1364897,37.5642661","127.1364897,37.5642661","127.1364897,37.5642661"
"126.8526667,35.1319276","127.0453393,37.2963327","126.8526667,35.1319276","127.2344451,37.5426052","127.1364667,37.5643427","127.1364667,37.5643427","127.1364667,37.5643427"
"126.8525218,35.1319296","127.0453355,37.2964093","126.8525218,35.1319296","127.2344689,37.5425935","127.136455,37.5644228","127.136455,37.5644228","127.136455,37.5644228"
"126.8515667,35.1319425","127.0453497,37.2964814","126.8515667,35.1319425","127.2346787,37.5424849","127.1364513,37.564485","127.1364513,37.564485","127.1364513,37.564485"
"126.8514361,35.1319454","127.0454896,37.2968624","126.8514361,35.1319454","127.2350776,37.542357","127.1364487,37.5645445","127.1364487,37.5645445","127.1364487,37.5645445"
"126.851334,35.131953","127.045628,37.2969314","126.851334,35.131953","127.2356646,37.5421681","127.1364586,37.5646013","127.1364586,37.5646013","127.1364586,37.5646013"
"126.8509935,35.1319755","127.0474585,37.2976045","126.8509935,35.1319755","127.2360159,37.5420544","127.1366173,37.5652634","127.1366173,37.5652634","127.1366173,37.5652634"
"126.8506794,35.1319963","127.0475846,37.2976474","126.8506794,35.1319963","127.2363729,37.5419335","127.1366941,37.5655449","127.1366941,37.5655449","127.1366941,37.5655449"
"126.8500466,35.1320786","127.0477231,37.2976957","126.8500466,35.1320786","127.2365497,37.5418744","127.1368132,37.5659806","127.1368132,37.5659806","127.1368132,37.5659806"
"126.8497718,35.1321258","127.0487827,37.2980648","126.8497718,35.1321258","127.2368171,37.5418083","127.1369119,37.5661594","127.1369119,37.5661594","127.1369119,37.5661594"
"126.8493838,35.1321923","127.0495192,37.2983038","126.8493838,35.1321923","127.2369497,37.5417671","127.1370617,37.5663257","127.1370617,37.5663257","127.1370617,37.5663257"
"126.8488726,35.1322896","127.0497871,37.2984066","126.8488726,35.1322896","127.2370754,37.5417467","127.1372694,37.5664606","127.1372694,37.5664606","127.1372694,37.5664606"
"126.8487594,35.1323107","127.0500043,37.2984958","126.8487594,35.1323107","127.2371411,37.541736","127.1376628,37.566597","127.1376628,37.566597","127.1376628,37.566597"
"126.8487122,35.1321697","127.0502847,37.2985888","126.8487122,35.1321697","127.23726,37.5417327","127.138164,37.5666968","127.138164,37.5666968","127.138164,37.5666968"
"126.8486641,35.1320171","127.0505766,37.2986494","126.8486641,35.1320171","127.2372962,37.5417355","127.1385475,37.5667575","127.1385475,37.5667575","127.1385475,37.5667575"
"126.8485765,35.1317064","127.0508517,37.2986847","126.8485765,35.1317064","127.2373301,37.5417409","127.1388995,37.5667955","127.1388995,37.5667955","127.1388995,37.5667955"
"126.8484697,35.1313362","127.0511641,37.2987021","126.8484697,35.1313362","127.2373629,37.5417491","127.1392867,37.5668048","127.1392867,37.5668048","127.1392867,37.5668048"
"126.8481359,35.1302487","127.0515116,37.2987034","126.8481359,35.1302487","127.2374409,37.541779","127.139991,37.5668105","127.139991,37.5668105","127.139991,37.5668105"
"126.8480236,35.129882","127.0519622,37.2986493","126.8480236,35.129882","127.237494,37.5418098","127.1404007,37.566856","127.1404007,37.566856","127.1404007,37.566856"
"126.8476503,35.1286654","127.0523432,37.2985092","126.8476503,35.1286654","127.2375742,37.5418668","127.1408029,37.5668211","127.1408029,37.5668211","127.1408029,37.5668211"
"126.8476267,35.1285877","127.0528568,37.2982876","126.8476267,35.1285877","127.2376013,37.5418966","127.1416219,37.5667488","127.1416219,37.5667488","127.1416219,37.5667488"
"126.8476096,35.1285317","127.0540157,37.2978818","126.8476096,35.1285317","127.2376238,37.5419273","127.1418179,37.5667314","127.1418179,37.5667314","127.1418179,37.5667314"
"126.8474289,35.1279266","127.0555371,37.2974206","126.8474289,35.1279266","127.2376452,37.5419652","127.1429111,37.5666346","127.1429111,37.5666346","127.1429111,37.5666346"
"126.8473581,35.1274574","127.0561108,37.2973407","126.8473581,35.1274574","127.2376642,37.5420211","127.1430697,37.5666207","127.1430697,37.5666207","127.1430697,37.5666207"
"126.8472592,35.1271881","127.0564169,37.2972734","126.8472592,35.1271881","127.2376742,37.5420905","127.1443373,37.5665091","127.1443373,37.5665091","127.1443373,37.5665091"
"126.8472214,35.1271131","127.0572269,37.297107","126.8472214,35.1271131","127.2376671,37.5421572","127.1459085,37.566366","127.1459085,37.566366","127.1459085,37.566366"
"126.8471879,35.1270453","127.0579036,37.2969644","126.8471879,35.1270453","127.2376557,37.5421933","127.1467218,37.566309","127.1467218,37.566309","127.1467218,37.566309"
"126.8469481,35.1271152","127.0585654,37.2968506","126.8469481,35.1271152","127.2376249,37.5422581","127.1471783,37.566286","127.1471783,37.566286","127.1471783,37.566286"
"126.8469052,35.1271276","127.0585778,37.2968488","126.8469052,35.1271276","127.2375692,37.5423274","127.1474444,37.5662814","127.1474444,37.5662814","127.1474444,37.5662814"
"126.8458878,35.1273971","127.0589833,37.2967764","126.8458878,35.1273971","127.2375022,37.5423912","127.1479336,37.5662874","127.1479336,37.5662874","127.1479336,37.5662874"
"126.8455734,35.1274631","127.0617471,37.2962873","126.8455734,35.1274631","127.2373026,37.5425016","127.1482981,37.5663011","127.1482981,37.5663011","127.1482981,37.5663011"
"126.8453755,35.1275044","127.0622925,37.2962127","126.8453755,35.1275044","127.2367663,37.542724","127.1484758,37.5663079","127.1484758,37.5663079","127.1484758,37.5663079"
"126.8449643,35.1275905","127.066956,37.2953744","126.8449643,35.1275905","127.2359073,37.5430168","127.1488086,37.5663369","127.1488086,37.5663369","127.1488086,37.5663369"
"126.8441586,35.127744","127.0688375,37.2950577","126.8441586,35.127744","127.2355616,37.5431413","127.1492047,37.5663948","127.1492047,37.5663948","127.1492047,37.5663948"
"126.8431879,35.1279362","127.0717763,37.2945068","126.8431879,35.1279362","127.2354029,37.543205","127.1494943,37.5664425","127.1494943,37.5664425","127.1494943,37.5664425"
"126.8431428,35.1279441","127.0718622,37.2944909","126.8431428,35.1279441","127.235286,37.5432768","127.1496572,37.5664746","127.1496572,37.5664746","127.1496572,37.5664746"
"126.8430242,35.1279623","127.0746121,37.2940249","126.8430242,35.1279623","127.2352281,37.5433371","127.1498213,37.5665066","127.1498213,37.5665066","127.1498213,37.5665066"
"126.8425693,35.1280248","127.075799,37.2938245","126.8425693,35.1280248","127.2351734,37.5434289","127.1498937,37.5665212","127.1498937,37.5665212","127.1498937,37.5665212"
"126.8423891,35.1280527","127.076899,37.2936328","126.8423891,35.1280527","127.2351436,37.5435469","127.1499582,37.5665341","127.1499582,37.5665341","127.1499582,37.5665341"
"126.8418769,35.1281383","127.0769972,37.2936161","126.8418769,35.1281383","127.2351431,37.5436677","127.150242,37.5666088","127.150242,37.5666088","127.150242,37.5666088"
"126.8414922,35.1282029","127.0778081,37.2934738","126.8414922,35.1282029","127.2351744,37.5437813","127.1507079,37.5667598","127.1507079,37.5667598","127.1507079,37.5667598"
"126.8410165,35.128267","127.0785614,37.2933413","126.8410165,35.128267","127.2352431,37.5438896","127.151151,37.5669243","127.151151,37.5669243","127.151151,37.5669243"
"126.8406836,35.1283112","127.0797508,37.2930895","126.8406836,35.1283112","127.2353074,37.5439529","127.1520742,37.5673326","127.1520742,37.5673326","127.1520742,37.5673326"
"126.8399869,35.128412","127.0799372,37.2930496","126.8399869,35.128412","127.2355904,37.5442663","127.1521115,37.5673498","127.1521115,37.5673498","127.1521115,37.5673498"
"126.8396147,35.1284253","127.0811368,37.2927997","126.8396147,35.1284253","127.2356771,37.5444125","127.1533647,37.567916","127.1533647,37.567916","127.1533647,37.567916"
"126.8395982,35.128427","127.0816192,37.2926788","126.8395982,35.128427","127.2357234,37.5444477","127.1538856,37.5681527","127.1538856,37.5681527","127.1538856,37.5681527"
"126.8379097,35.1286261","127.0826371,37.2924246","126.8379097,35.1286261","127.2372122,37.5456787","127.1561434,37.5691707","127.1561434,37.5691707","127.1561434,37.5691707"
"126.8375869,35.1286415","127.0839997,37.2920662","126.8375869,35.1286415","127.2388693,37.5470164","127.1562406,37.5692151","127.1562406,37.5692151","127.1562406,37.5692151"
"126.8374121,35.1286667","127.0857601,37.2916","126.8374121,35.1286667","127.2391611,37.5471144","127.1564903,37.5693276","127.1564903,37.5693276","127.1564903,37.5693276"
"126.8363584,35.1288169","127.0862742,37.2914621","126.8363584,35.1288169","127.2395337,37.5473775","127.1566124,37.5693829","127.1566124,37.5693829","127.1566124,37.5693829"
"126.835635,35.1289572","127.0874854,37.2911364","126.835635,35.1289572","127.2396037,37.5474281","127.1566519,37.5694011","127.1566519,37.5694011","127.1566519,37.5694011"
"126.8352467,35.1290597","127.0887249,37.2907829","126.8352467,35.1290597","127.23971,37.5474825","127.1576373,37.5698402","127.1576373,37.5698402","127.1576373,37.5698402"
"126.8348583,35.1291856","127.0892559,37.2906477","126.8348583,35.1291856","127.2398468,37.5475341","127.1576385,37.5698402","127.1576385,37.5698402","127.1576385,37.5698402"
"126.8343529,35.1293803","127.0893565,37.2906219","126.8343529,35.1293803","127.2399904,37.547566","127.1582182,37.5701024","127.1582182,37.5701024","127.1582182,37.5701024"
"126.8337842,35.1296648","127.0896739,37.290541","126.8337842,35.1296648","127.2401206,37.5475807","127.1587516,37.5703437","127.1587516,37.5703437","127.1587516,37.5703437"
"126.8332151,35.1300097","127.0901043,37.2904424","126.8332151,35.1300097","127.2402745,37.5475828","127.1588115,37.5703745","127.1588115,37.5703745","127.1588115,37.5703745"
"126.8328009,35.1303258","127.0910159,37.2902346","126.8328009,35.1303258","127.2404489,37.547558","127.1589493,37.5704425","127.1589493,37.5704425","127.1589493,37.5704425"
"126.832519,35.1305758","127.0927336,37.2899251","126.832519,35.1305758","127.240662,37.5474827","127.1603359,37.5710847","127.1603359,37.5710847","127.1603359,37.5710847"
"126.8319807,35.1311716","127.0935227,37.2898196","126.8319807,35.1311716","127.2408241,37.5474164","127.1621887,37.5718011","127.1621887,37.5718011","127.1621887,37.5718011"
"126.8317978,35.1313942","127.0939449,37.2897751","126.8317978,35.1313942","127.2413119,37.5471417","127.1631655,37.5721428","127.1631655,37.5721428","127.1631655,37.5721428"
"126.8315042,35.1318533","127.0947306,37.2896922","126.8315042,35.1318533","127.2418495,37.5468328","127.1632243,37.5721637","127.1632243,37.5721637","127.1632243,37.5721637"
"126.8313492,35.1321581","127.0960792,37.2896156","126.8313492,35.1321581","127.2421625,37.5466829","127.1633374,37.572201","127.1633374,37.572201","127.1633374,37.572201"
"126.8311294,35.1327295","127.0967065,37.2895998","126.8311294,35.1327295","127.2424923,37.5465647","127.1641751,37.5725207","127.1641751,37.5725207","127.1641751,37.5725207"
"126.8309626,35.1333913","127.0971803,37.2896023","126.8309626,35.1333913","127.2427124,37.5464245","127.1641762,37.5725207","127.1641762,37.5725207","127.1641762,37.5725207"
"126.8309158,35.1338789","127.0980377,37.289607","126.8309158,35.1338789","127.2435995,37.5458992","127.1649923,37.5728655","127.1649923,37.5728655","127.1649923,37.5728655"
"126.8308542,35.1355016","127.0983999,37.2896091","126.8308542,35.1355016","127.2440248,37.5456576","127.1656873,37.5731956","127.1656873,37.5731956","127.1656873,37.5731956"
"126.8308439,35.1363681","127.0987371,37.2896256","126.8308439,35.1363681","127.2446123,37.5453317","127.1663934,37.5735761","127.1663934,37.5735761","127.1663934,37.5735761"
"126.8308457,35.136415","127.0998705,37.2897033","126.8308457,35.136415","127.2446951,37.5452859","127.1666079,37.5737101","127.1666079,37.5737101","127.1666079,37.5737101"
"126.8309064,35.1365082","127.1007118,37.2897747","126.8309064,35.1365082","127.2447303,37.545268","127.1671443,37.5740551","127.1671443,37.5740551","127.1671443,37.5740551"
"126.8309841,35.1369388","127.1012847,37.2898136","126.8309841,35.1369388","127.2449491,37.5451711","127.1684226,37.5748771","127.1684226,37.5748771","127.1684226,37.5748771"
"126.8310493,35.1372908","127.1024147,37.2898913","126.8310493,35.1372908","127.245169,37.5450814","127.1693975,37.5754251","127.1693975,37.5754251","127.1693975,37.5754251"
"126.8311126,35.1375986","127.10405,37.2900031","126.8311126,35.1375986","127.2453776,37.5449944","127.1699523,37.5757133","127.1699523,37.5757133","127.1699523,37.5757133"
"126.8312684,35.138145","127.1046212,37.2899401","126.8312684,35.138145","127.2455964,37.5449102","127.1707421,37.576122","127.1707421,37.576122","127.1707421,37.576122"
"126.8313615,35.1383078","127.105165,37.2899284","126.8313615,35.1383078","127.2459228,37.5447964","127.1719131,37.5766337","127.1719131,37.5766337","127.1719131,37.5766337"
"126.8313743,35.1383494","127.1055341,37.2899035","126.8313743,35.1383494","127.2469779,37.5444436","127.1727498,37.5769506","127.1727498,37.5769506","127.1727498,37.5769506"
"126.8318743,35.1396244","127.1057679,37.2898439","126.8318743,35.1396244","127.2480897,37.544071","127.1733231,37.5771559","127.1733231,37.5771559","127.1733231,37.5771559"
"126.8319366,35.1397898","127.1059489,37.2897508","126.8319366,35.1397898","127.2481327,37.5440557","127.1737867,37.5773158","127.1737867,37.5773158","127.1737867,37.5773158"
"126.8320227,35.1400022","127.1060623,37.2896502","126.8320227,35.1400022","127.2493828,37.5436194","127.1744281,37.5774933","127.1744281,37.5774933","127.1744281,37.5774933"
"126.8314624,35.140192","127.1061613,37.289491","126.8314624,35.140192","127.249817,37.5434356","127.1747358,37.577578","127.1747358,37.577578","127.1747358,37.577578"
"126.8308618,35.1403492","127.1061947,37.2893451","126.8308618,35.1403492","127.2499995,37.5433494","127.1759303,37.5779076","127.1759303,37.5779076","127.1759303,37.5779076"
"126.8303898,35.1404792","127.1061842,37.2892035","126.8303898,35.1404792","127.2501639,37.5432741","127.1760615,37.5779413","127.1760615,37.5779413","127.1760615,37.5779413"
"126.8302292,35.1405234","127.1061498,37.2890979","126.8302292,35.1405234","127.2507819,37.5429482","127.1773739,37.5782495","127.1773739,37.5782495","127.1773739,37.5782495"
"126.830162,35.1405419","127.1060838,37.2889877","126.830162,35.1405419","127.251239,37.5426859","127.1795179,37.5787349","127.1795179,37.5787349","127.1795179,37.5787349"
"126.8300597,35.1405693","127.1060411,37.288947","126.8300597,35.1405693","127.2515611,37.542482","127.1802941,37.5789109","127.1802941,37.5789109","127.1802941,37.5789109"
"126.8300124,35.1405826","127.1059704,37.2888783","126.8300124,35.1405826","127.2521136,37.5421316","127.1810499,37.5790824","127.1810499,37.5790824","127.1810499,37.5790824"
"126.8260938,35.1417547","127.1058715,37.288805","126.8260938,35.1417547","127.25352,37.5412792","127.1834746,37.5796325","127.1834746,37.5796325","127.1834746,37.5796325"
"126.8260123,35.1417831","127.1057263,37.2887432","126.8260123,35.1417831","127.2538149,37.541114","127.1846264,37.5799033","127.1846264,37.5799033","127.1846264,37.5799033"
"126.8255997,35.1418998","127.1055573,37.2887057","126.8255997,35.1418998","127.2540711,37.5410009","127.1860509,37.5802379","127.1860509,37.5802379","127.1860509,37.5802379"
"126.8253159,35.1419713","127.1053847,37.2887024","126.8253159,35.1419713","127.2544847,37.5408558","127.1866211,37.5803719","127.1866211,37.5803719","127.1866211,37.5803719"
"126.8252224,35.1419942","127.1051792,37.288735","126.8252224,35.1419942","127.2549436,37.5407215","127.1870239,37.5804658","127.1870239,37.5804658","127.1870239,37.5804658"
"126.8243434,35.1422147","127.1050242,37.2888057","126.8243434,35.1422147","127.2553684,37.5406431","127.188825,37.5809492","127.188825,37.5809492","127.188825,37.5809492"
"126.8237747,35.1423577","127.1048872,37.2889098","126.8237747,35.1423577","127.2561294,37.5405437","127.1890693,37.5810282","127.1890693,37.5810282","127.1890693,37.5810282"
"126.823613,35.1423964","127.1047681,37.2890338","126.823613,35.1423964","127.2562709,37.5405251","127.1896472,37.5812163","127.1896472,37.5812163","127.1896472,37.5812163"
"126.823381,35.1424447","127.1047098,37.2891679","126.823381,35.1424447","127.256656,37.5404556","127.1903608,37.5814697","127.1903608,37.5814697","127.1903608,37.5814697"
"126.8229677,35.1425164","127.1046899,37.2893121","126.8229677,35.1425164","127.2567693,37.540426","127.1907238,37.5816166","127.1907238,37.5816166","127.1907238,37.5816166"
