0,1
"128.9768431,35.1700074","128.9768431,35.1700074"
"128.9768418,35.1699398","128.9768418,35.1699398"
"128.9768361,35.1697424","128.9768361,35.1697424"
"128.9768364,35.1696396","128.9768364,35.1696396"
"128.9768361,35.1696252","128.9768361,35.1696252"
"128.9768371,35.1696198","128.9768371,35.1696198"
"128.9768368,35.1696","128.9768368,35.1696"
"128.976822,35.169391","128.976822,35.169391"
"128.9768102,35.1692225","128.9768102,35.1692225"
"128.9768026,35.1691072","128.9768026,35.1691072"
"128.9767837,35.1688505","128.9767837,35.1688505"
"128.9767734,35.1685864","128.9767734,35.1685864"
"128.9767587,35.168317","128.9767587,35.168317"
"128.9767559,35.1682855","128.9767559,35.1682855"
"128.9767421,35.168127","128.9767421,35.168127"
"128.9767229,35.1679775","128.9767229,35.1679775"
"128.9767089,35.1678713","128.9767089,35.1678713"
"128.9766949,35.1677633","128.9766949,35.1677633"
"128.976651,35.16746","128.976651,35.16746"
"128.9765246,35.1666663","128.9765246,35.1666663"
"128.9761246,35.1644","128.9761246,35.1644"
"128.9759642,35.1637248","128.9759642,35.1637248"
"128.9759368,35.163608","128.9759368,35.163608"
"128.9759287,35.1635819","128.9759287,35.1635819"
"128.9759098,35.1635091","128.9759098,35.1635091"
"128.9758921,35.1634417","128.9758921,35.1634417"
"128.9758614,35.1633249","128.9758614,35.1633249"
"128.9758416,35.1632593","128.9758416,35.1632593"
"128.9757306,35.1628865","128.9757306,35.1628865"
"128.9755775,35.1623735","128.9755775,35.1623735"
"128.9755015,35.1621202","128.9755015,35.1621202"
"128.9748356,35.1598977","128.9748356,35.1598977"
"128.974811,35.159815","128.974811,35.159815"
"128.9746743,35.1593578","128.9746743,35.1593578"
"128.9745498,35.1589067","128.9745498,35.1589067"
"128.9743764,35.1583615","128.9743764,35.1583615"
"128.9742565,35.1579825","128.9742565,35.1579825"
"128.9742495,35.1579636","128.9742495,35.1579636"
"128.9742247,35.1578666","128.9742247,35.1578666"
"128.9741047,35.1574803","128.9741047,35.1574803"
"128.9739412,35.1568746","128.9739412,35.1568746"
"128.9739308,35.1568495","128.9739308,35.1568495"
"128.9737622,35.1563241","128.9737622,35.1563241"
"128.9737352,35.1562307","128.9737352,35.1562307"
"128.973433,35.1551776","128.973433,35.1551776"
"128.9733873,35.1550159","128.9733873,35.1550159"
"128.9732092,35.1543374","128.9732092,35.1543374"
"128.9731621,35.1541576","128.9731621,35.1541576"
"128.9730857,35.1539385","128.9730857,35.1539385"
"128.9730579,35.1538568","128.9730579,35.1538568"
"128.9730195,35.1537365","128.9730195,35.1537365"
"128.9732122,35.153708","128.9732122,35.153708"
"128.9735668,35.1536478","128.9735668,35.1536478"
"128.974689,35.1534808","128.974689,35.1534808"
"128.9757955,35.1532907","128.9757955,35.1532907"
"128.9760317,35.1532427","128.9760317,35.1532427"
"128.976121,35.1532046","128.976121,35.1532046"
"128.9762022,35.1531414","128.9762022,35.1531414"
"128.9762506,35.153084","128.9762506,35.153084"
"128.9762759,35.1530278","128.9762759,35.1530278"
"128.9763033,35.1529617","128.9763033,35.1529617"
"128.9763135,35.152921","128.9763135,35.152921"
"128.9763214,35.1528695","128.9763214,35.1528695"
"128.9763059,35.1526803","128.9763059,35.1526803"
"128.9762635,35.152341","128.9762635,35.152341"
"128.9762622,35.1523265","128.9762622,35.1523265"
"128.9762544,35.152259","128.9762544,35.152259"
"128.9761578,35.1521403","128.9761578,35.1521403"
"128.9760943,35.1520879","128.9760943,35.1520879"
"128.9760365,35.1520516","128.9760365,35.1520516"
"128.9759645,35.1520137","128.9759645,35.1520137"
"128.9758068,35.1519732","128.9758068,35.1519732"
"128.9754412,35.1520309","128.9754412,35.1520309"
"128.975255,35.1520539","128.975255,35.1520539"
"128.9727429,35.152464","128.9727429,35.152464"
"128.9701381,35.1529627","128.9701381,35.1529627"
"128.9696855,35.1530061","128.9696855,35.1530061"
"128.9695073,35.1530497","128.9695073,35.1530497"
"128.9671966,35.1535475","128.9671966,35.1535475"
"128.9638523,35.1541388","128.9638523,35.1541388"
"128.9607626,35.154663","128.9607626,35.154663"
"128.9604594,35.1547144","128.9604594,35.1547144"
"128.9585713,35.155032","128.9585713,35.155032"
"128.956062,35.1554202","128.956062,35.1554202"
"128.9559482,35.1554387","128.9559482,35.1554387"
"128.9543697,35.1556947","128.9543697,35.1556947"
"128.9539625,35.1557609","128.9539625,35.1557609"
"128.9522975,35.1560334","128.9522975,35.1560334"
"128.9522449,35.1560421","128.9522449,35.1560421"
"128.9519418,35.1560971","128.9519418,35.1560971"
"128.9509643,35.1562585","128.9509643,35.1562585"
"128.9476629,35.1568029","128.9476629,35.1568029"
"128.9468298,35.15694","128.9468298,35.15694"
"128.9448872,35.1572806","128.9448872,35.1572806"
"128.9445708,35.1573348","128.9445708,35.1573348"
"128.9436197,35.1574967","128.9436197,35.1574967"
"128.9430385,35.1575956","128.9430385,35.1575956"
"128.9387652,35.1583236","128.9387652,35.1583236"
"128.9384653,35.1583767","128.9384653,35.1583767"
"128.9331936,35.1592696","128.9331936,35.1592696"
"128.932896,35.1593236","128.932896,35.1593236"
"128.9304233,35.1597478","128.9304233,35.1597478"
"128.9269737,35.1603132","128.9269737,35.1603132"
"128.9266299,35.1603668","128.9266299,35.1603668"
"128.926168,35.1604507","128.926168,35.1604507"
"128.924696,35.160716","128.924696,35.160716"
"128.9238498,35.1608612","128.9238498,35.1608612"
"128.9235072,35.1609193","128.9235072,35.1609193"
"128.9218488,35.1612039","128.9218488,35.1612039"
"128.9212424,35.1613075","128.9212424,35.1613075"
"128.919622,35.1615699","128.919622,35.1615699"
"128.9179504,35.16185","128.9179504,35.16185"
"128.9177139,35.1618916","128.9177139,35.1618916"
"128.9171283,35.1619949","128.9171283,35.1619949"
"128.9136221,35.1625958","128.9136221,35.1625958"
"128.9131546,35.1626752","128.9131546,35.1626752"
"128.9126368,35.1627624","128.9126368,35.1627624"
"128.91101,35.1630365","128.91101,35.1630365"
"128.907237,35.163771","128.907237,35.163771"
"128.9070958,35.163797","128.9070958,35.163797"
"128.9058743,35.1640195","128.9058743,35.1640195"
"128.8991227,35.1651589","128.8991227,35.1651589"
"128.8982509,35.1652843","128.8982509,35.1652843"
"128.8975803,35.1653615","128.8975803,35.1653615"
"128.8960782,35.1654861","128.8960782,35.1654861"
"128.8951643,35.1655282","128.8951643,35.1655282"
"128.8946024,35.1655482","128.8946024,35.1655482"
"128.8945124,35.1655501","128.8945124,35.1655501"
"128.8939985,35.1655425","128.8939985,35.1655425"
"128.8934296,35.1655347","128.8934296,35.1655347"
"128.8921435,35.1655161","128.8921435,35.1655161"
"128.8918624,35.165513","128.8918624,35.165513"
"128.8888789,35.1654291","128.8888789,35.1654291"
"128.8885725,35.1654299","128.8885725,35.1654299"
"128.8879314,35.1654319","128.8879314,35.1654319"
"128.8878128,35.165436","128.8878128,35.165436"
"128.8869991,35.1654913","128.8869991,35.1654913"
"128.8862489,35.1656035","128.8862489,35.1656035"
"128.8855841,35.1657689","128.8855841,35.1657689"
"128.8849375,35.1659675","128.8849375,35.1659675"
"128.8843108,35.1662397","128.8843108,35.1662397"
"128.8837612,35.1664642","128.8837612,35.1664642"
"128.8834121,35.1666665","128.8834121,35.1666665"
"128.8826503,35.1671324","128.8826503,35.1671324"
"128.8819991,35.1675816","128.8819991,35.1675816"
"128.8806164,35.168535","128.8806164,35.168535"
"128.8806044,35.1685424","128.8806044,35.1685424"
"128.8803262,35.1687133","128.8803262,35.1687133"
"128.8800861,35.1688621","128.8800861,35.1688621"
"128.8798633,35.1690008","128.8798633,35.1690008"
"128.8790104,35.1695316","128.8790104,35.1695316"
"128.8784292,35.1698385","128.8784292,35.1698385"
"128.875734,35.171108","128.875734,35.171108"
"128.8749998,35.1714544","128.8749998,35.1714544"
"128.8732194,35.1722771","128.8732194,35.1722771"
"128.8727053,35.172529","128.8727053,35.172529"
"128.8726074,35.1725815","128.8726074,35.1725815"
"128.8713873,35.1731652","128.8713873,35.1731652"
"128.8702283,35.1737202","128.8702283,35.1737202"
"128.8679129,35.1748626","128.8679129,35.1748626"
"128.8662788,35.1757114","128.8662788,35.1757114"
"128.8654905,35.1761125","128.8654905,35.1761125"
"128.8646169,35.1766002","128.8646169,35.1766002"
"128.8637774,35.1770326","128.8637774,35.1770326"
"128.8631391,35.1773454","128.8631391,35.1773454"
"128.8628888,35.177478","128.8628888,35.177478"
"128.8619219,35.1779091","128.8619219,35.1779091"
"128.8615552,35.1780448","128.8615552,35.1780448"
"128.8609904,35.1782225","128.8609904,35.1782225"
"128.8604371,35.1783649","128.8604371,35.1783649"
"128.8598835,35.1784874","128.8598835,35.1784874"
"128.859312,35.1785921","128.859312,35.1785921"
"128.859096,35.1786135","128.859096,35.1786135"
"128.8582498,35.1787032","128.8582498,35.1787032"
"128.8574982,35.1787459","128.8574982,35.1787459"
"128.8570678,35.1787489","128.8570678,35.1787489"
"128.8564106,35.1787193","128.8564106,35.1787193"
"128.8557782,35.1786624","128.8557782,35.1786624"
"128.8557749,35.1786624","128.8557749,35.1786624"
"128.8551907,35.1785986","128.8551907,35.1785986"
"128.8548121,35.178546","128.8548121,35.178546"
"128.8544752,35.178493","128.8544752,35.178493"
"128.8543111,35.1784678","128.8543111,35.1784678"
"128.8541438,35.1784435","128.8541438,35.1784435"
"128.8538036,35.1783923","128.8538036,35.1783923"
"128.8529361,35.1782605","128.8529361,35.1782605"
"128.8528128,35.1782411","128.8528128,35.1782411"
"128.8508189,35.1779289","128.8508189,35.1779289"
"128.8495545,35.1777707","128.8495545,35.1777707"
"128.8479978,35.1776005","128.8479978,35.1776005"
"128.84628,35.177451","128.84628,35.177451"
"128.8445107,35.1773733","128.8445107,35.1773733"
"128.8430745,35.1773126","128.8430745,35.1773126"
"128.842054,35.1772942","128.842054,35.1772942"
"128.8408149,35.1772727","128.8408149,35.1772727"
"128.8397307,35.177181","128.8397307,35.177181"
"128.8390601,35.1770694","128.8390601,35.1770694"
"128.8382955,35.1769183","128.8382955,35.1769183"
"128.8374224,35.1767134","128.8374224,35.1767134"
"128.8366926,35.176542","128.8366926,35.176542"
"128.8349487,35.1761321","128.8349487,35.1761321"
"128.8336325,35.1758238","128.8336325,35.1758238"
"128.8328638,35.1756898","128.8328638,35.1756898"
"128.8326799,35.1756611","128.8326799,35.1756611"
"128.832648,35.1756561","128.832648,35.1756561"
"128.8319628,35.1755906","128.8319628,35.1755906"
"128.8316088,35.1755674","128.8316088,35.1755674"
"128.8308916,35.1755591","128.8308916,35.1755591"
"128.8308356,35.1755588","128.8308356,35.1755588"
"128.8301245,35.1755846","128.8301245,35.1755846"
"128.8300543,35.175589","128.8300543,35.175589"
"128.8297144,35.1756252","128.8297144,35.1756252"
"128.8293319,35.1756682","128.8293319,35.1756682"
"128.8286825,35.175779","128.8286825,35.175779"
"128.8281092,35.175907","128.8281092,35.175907"
"128.8280085,35.1759297","128.8280085,35.1759297"
"128.8275078,35.1760705","128.8275078,35.1760705"
"128.8272521,35.1761427","128.8272521,35.1761427"
"128.8266212,35.1763831","128.8266212,35.1763831"
"128.8262002,35.1765546","128.8262002,35.1765546"
"128.8257587,35.1767596","128.8257587,35.1767596"
"128.8254962,35.1768905","128.8254962,35.1768905"
"128.8251596,35.1770564","128.8251596,35.1770564"
"128.824568,35.1774155","128.824568,35.1774155"
"128.8241292,35.177716","128.8241292,35.177716"
"128.8238189,35.1779448","128.8238189,35.1779448"
"128.8237613,35.177986","128.8237613,35.177986"
"128.8232022,35.1784474","128.8232022,35.1784474"
"128.8226544,35.1790034","128.8226544,35.1790034"
"128.8225642,35.179127","128.8225642,35.179127"
"128.822402,35.1793497","128.822402,35.1793497"
"128.8223729,35.1793888","128.8223729,35.1793888"
"128.8220832,35.1798049","128.8220832,35.1798049"
"128.8217618,35.1803016","128.8217618,35.1803016"
"128.8215588,35.1806554","128.8215588,35.1806554"
"128.8213902,35.1810234","128.8213902,35.1810234"
