0,1,2
"127.1415333,35.8433231","127.0486759,37.2940235","127.0486759,37.2940235"
"127.1416085,35.8433459","127.0487987,37.2944304","127.0487987,37.2944304"
"127.1416528,35.8433577","127.0488542,37.2945902","127.0488542,37.2945902"
"127.1416992,35.8433705","127.0488763,37.2946651","127.0488763,37.2946651"
"127.1418386,35.8434106","127.0489006,37.294749","127.0489006,37.294749"
"127.1427742,35.8436802","127.0490244,37.2951759","127.0490244,37.2951759"
"127.1428538,35.8437039","127.0490466,37.2952526","127.0490466,37.2952526"
"127.1430175,35.8437495","127.0488196,37.2952887","127.0488196,37.2952887"
"127.1432353,35.8438123","127.04871,37.2953036","127.04871,37.2953036"
"127.1437274,35.8439653","127.0483453,37.2953517","127.0483453,37.2953517"
"127.1438126,35.8439899","127.048238,37.2953667","127.048238,37.2953667"
"127.1438955,35.8440199","127.0479704,37.2954035","127.0479704,37.2954035"
"127.1442096,35.8441145","127.0479332,37.2954079","127.0479332,37.2954079"
"127.1443732,35.8441655","127.0474261,37.2954771","127.0474261,37.2954771"
"127.1454227,35.8444815","127.0468279,37.2957155","127.0468279,37.2957155"
"127.1456959,35.8445634","127.045828,37.2959361","127.045828,37.2959361"
"127.1458341,35.8446035","127.0456991,37.2959816","127.0456991,37.2959816"
"127.1459049,35.8446245","127.0455701,37.2960406","127.0455701,37.2960406"
"127.1459425,35.8446354","127.0454863,37.2960944","127.0454863,37.2960944"
"127.1459956,35.8446518","127.0454137,37.2961662","127.0454137,37.2961662"
"127.1461415,35.8446946","127.0453624,37.2962534","127.0453624,37.2962534"
"127.1467808,35.8448813","127.0453393,37.2963327","127.0453393,37.2963327"
"127.1472486,35.8450134","127.0453355,37.2964093","127.0453355,37.2964093"
"127.1473227,35.8450326","127.0453497,37.2964814","127.0453497,37.2964814"
"127.1473813,35.845049","127.0454896,37.2968624","127.0454896,37.2968624"
"127.1474908,35.8450799","127.045628,37.2969314","127.045628,37.2969314"
"127.147576,35.8451054","127.0474585,37.2976045","127.0474585,37.2976045"
"127.1478392,35.8451828","127.0475846,37.2976474","127.0475846,37.2976474"
"127.1482517,35.8453049","127.0477231,37.2976957","127.0477231,37.2976957"
"127.1487615,35.845456","127.0487827,37.2980648","127.0487827,37.2980648"
"127.1492183,35.8455908","127.0495192,37.2983038","127.0495192,37.2983038"
"127.1499272,35.8458002","127.0497871,37.2984066","127.0497871,37.2984066"
"127.1501019,35.8458521","127.0500043,37.2984958","127.0500043,37.2984958"
"127.150134,35.8458621","127.0502847,37.2985888","127.0502847,37.2985888"
"127.1503275,35.8459186","127.0505766,37.2986494","127.0505766,37.2986494"
"127.1505355,35.8459796","127.0508517,37.2986847","127.0508517,37.2986847"
"127.1506096,35.8460033","127.0511641,37.2987021","127.0511641,37.2987021"
"127.1507323,35.8460397","127.0515116,37.2987034","127.0515116,37.2987034"
"127.1517221,35.8463338","127.0519622,37.2986493","127.0519622,37.2986493"
"127.1519068,35.8463857","127.0523432,37.2985092","127.0523432,37.2985092"
"127.1523371,35.8465141","127.0528568,37.2982876","127.0528568,37.2982876"
"127.152514,35.8465633","127.0540157,37.2978818","127.0540157,37.2978818"
"127.1525229,35.846566","127.0555371,37.2974206","127.0555371,37.2974206"
"127.1525815,35.8465824","127.0561108,37.2973407","127.0561108,37.2973407"
"127.1528359,35.8466526","127.0564169,37.2972734","127.0564169,37.2972734"
"127.1532617,35.846771","127.0572269,37.297107","127.0572269,37.297107"
"127.1533922,35.8468056","127.0579036,37.2969644","127.0579036,37.2969644"
"127.1536345,35.8468686","127.0585654,37.2968506","127.0585654,37.2968506"
"127.1536533,35.846874","127.0585778,37.2968488","127.0585778,37.2968488"
"127.1537628,35.8469059","127.0589833,37.2967764","127.0589833,37.2967764"
"127.1542317,35.8470425","127.0617471,37.2962873","127.0617471,37.2962873"
"127.1547161,35.8472035","127.0622925,37.2962127","127.0622925,37.2962127"
"127.1547503,35.8472153","127.066956,37.2953744","127.066956,37.2953744"
"127.1548476,35.8472489","127.0688375,37.2950577","127.0688375,37.2950577"
"127.1551904,35.8473662","127.0717763,37.2945068","127.0717763,37.2945068"
"127.1553817,35.8474317","127.0718622,37.2944909","127.0718622,37.2944909"
"127.1556007,35.8475071","127.0746121,37.2940249","127.0746121,37.2940249"
"127.1559567,35.8476308","127.075799,37.2938245","127.075799,37.2938245"
"127.1559899,35.8476417","127.076899,37.2936328","127.076899,37.2936328"
"127.1560397,35.847659","127.0769972,37.2936161","127.0769972,37.2936161"
"127.1560883,35.8476753","127.0778081,37.2934738","127.0778081,37.2934738"
"127.1569221,35.8479617","127.0785614,37.2933413","127.0785614,37.2933413"
"127.1570481,35.8480045","127.0797508,37.2930895","127.0797508,37.2930895"
"127.1571399,35.8480354","127.0799372,37.2930496","127.0799372,37.2930496"
"127.1572085,35.8480581","127.0811368,37.2927997","127.0811368,37.2927997"
"127.157298,35.848089","127.0816192,37.2926788","127.0816192,37.2926788"
"127.1575722,35.8481872","127.0826371,37.2924246","127.0826371,37.2924246"
"127.1584303,35.8484971","127.0839997,37.2920662","127.0839997,37.2920662"
"127.1584657,35.8485098","127.0857601,37.2916","127.0857601,37.2916"
"127.1587918,35.8486279","127.0862742,37.2914621","127.0862742,37.2914621"
"127.1589157,35.8486725","127.0874854,37.2911364","127.0874854,37.2911364"
"127.15916,35.8487642","127.0887249,37.2907829","127.0887249,37.2907829"
"127.1592905,35.8488133","127.0892559,37.2906477","127.0892559,37.2906477"
"127.1593104,35.8488205","127.0893565,37.2906219","127.0893565,37.2906219"
"127.1594773,35.8488823","127.0896739,37.290541","127.0896739,37.290541"
"127.159662,35.8489505","127.0901043,37.2904424","127.0901043,37.2904424"
"127.1597018,35.8489668","127.0910159,37.2902346","127.0910159,37.2902346"
"127.1598872,35.8491215","127.0927336,37.2899251","127.0927336,37.2899251"
"127.1599347,35.8491415","127.0935227,37.2898196","127.0935227,37.2898196"
"127.1601595,35.8491412","127.0939449,37.2897751","127.0939449,37.2897751"
"127.1603035,35.8491281","127.0947306,37.2896922","127.0947306,37.2896922"
"127.1603789,35.8491058","127.0960792,37.2896156","127.0960792,37.2896156"
"127.1604155,35.8490933","127.0967065,37.2895998","127.0967065,37.2895998"
"127.1605841,35.8490279","127.0971803,37.2896023","127.0971803,37.2896023"
"127.1608069,35.8487373","127.0980377,37.289607","127.0980377,37.289607"
"127.1615237,35.8478864","127.0983999,37.2896091","127.0983999,37.2896091"
"127.1615448,35.8478621","127.0987371,37.2896256","127.0987371,37.2896256"
"127.1616316,35.8477623","127.0998705,37.2897033","127.0998705,37.2897033"
"127.1619298,35.847425","127.1007118,37.2897747","127.1007118,37.2897747"
"127.1619743,35.847372","127.1012847,37.2898136","127.1012847,37.2898136"
"127.162198,35.8471228","127.1024147,37.2898913","127.1024147,37.2898913"
"127.1624573,35.8468287","127.10405,37.2900031","127.10405,37.2900031"
"127.1628579,35.8463583","127.1049511,37.2900656","127.1049511,37.2900656"
"127.1632408,35.8459095","127.1052195,37.2900954","127.1052195,37.2900954"
"127.1633098,35.8458294","127.105463,37.2901223","127.105463,37.2901223"
"127.163421,35.8457026","127.1061271,37.2901967","127.1061271,37.2901967"
"127.1635056,35.845601","127.1070594,37.2903422","127.1070594,37.2903422"
"127.1640797,35.8449751","127.1083083,37.2905536","127.1083083,37.2905536"
"127.1648865,35.8440297","127.1091188,37.2906843","127.1091188,37.2906843"
"127.1649421,35.8439686","127.1093837,37.2907266","127.1093837,37.2907266"
"127.1650489,35.8438481","127.1098493,37.2908021","127.1098493,37.2908021"
"127.1650812,35.8438121","127.111468,37.2910625","127.111468,37.2910625"
"127.1651702,35.8437204","127.1128559,37.2912555","127.1128559,37.2912555"
"127.1654971,35.8434003","127.1135617,37.2913344","127.1135617,37.2913344"
"127.1659507,35.8429607","127.113988,37.2913754","127.113988,37.2913754"
"127.1659941,35.842922","127.1141966,37.2913914","127.1141966,37.2913914"
"127.166291,35.8426253","127.1147007,37.2914291","127.1147007,37.2914291"
"127.1663521,35.8425651","127.1157714,37.291438","127.1157714,37.291438"
"127.1672404,35.8417164","127.1164811,37.2914214","127.1164811,37.2914214"
"127.1673304,35.8416355","127.1172597,37.2913951","127.1172597,37.2913951"
"127.1673994,35.8415735","127.1185565,37.291301","127.1185565,37.291301"
"127.1674685,35.8414583","127.1192406,37.291214","127.1192406,37.291214"
"127.1675308,35.841399","127.1203302,37.2910516","127.1203302,37.2910516"
"127.1677821,35.8411472","127.1205402,37.291018","127.1205402,37.291018"
"127.1680834,35.8408559","127.1227871,37.2906611","127.1227871,37.2906611"
"127.1683035,35.8406482","127.1239433,37.2904772","127.1239433,37.2904772"
"127.1684702,35.8404873","127.124999,37.2903057","127.124999,37.2903057"
"127.1688549,35.8401178","127.125384,37.290252","127.125384,37.290252"
"127.1691913,35.8401755","127.1270234,37.2899966","127.1270234,37.2899966"
"127.1694079,35.8402636","127.1295581,37.2896026","127.1295581,37.2896026"
"127.1694433,35.8402781","127.1299194,37.2895478","127.1299194,37.2895478"
"127.1695185,35.8403081","127.1323546,37.2891822","127.1323546,37.2891822"
"127.169587,35.8403344","127.1348429,37.2888131","127.1348429,37.2888131"
"127.1697252,35.8403871","127.1362235,37.2886344","127.1362235,37.2886344"
"127.1698877,35.8404533","127.1373737,37.2885298","127.1373737,37.2885298"
"127.1701574,35.840565","127.1376502,37.2885045","127.1376502,37.2885045"
"127.1702625,35.8406086","127.138511,37.2885044","127.138511,37.2885044"
"127.1702647,35.8406095","127.1391303,37.2885207","127.1391303,37.2885207"
"127.1710915,35.8409525","127.1394709,37.2885389","127.1394709,37.2885389"
"127.1713745,35.8410705","127.1419858,37.2887268","127.1419858,37.2887268"
"127.1716553,35.841193","127.1421899,37.2887427","127.1421899,37.2887427"
"127.1716862,35.8412066","127.1432737,37.2888253","127.1432737,37.2888253"
"127.1717249,35.8412248","127.1433166,37.2888291","127.1433166,37.2888291"
"127.171935,35.8412866","127.1473617,37.2891846","127.1473617,37.2891846"
"127.1719781,35.8413048","127.1478996,37.289225","127.1478996,37.289225"
"127.1723661,35.8414672","127.1487534,37.2892897","127.1487534,37.2892897"
"127.1730172,35.8417368","127.1495508,37.2893281","127.1495508,37.2893281"
"127.1732969,35.841853","127.1501104,37.2893271","127.1501104,37.2893271"
"127.1734738,35.8419247","127.1508631,37.2892869","127.1508631,37.2892869"
"127.1735246,35.8419446","127.1514783,37.2892148","127.1514783,37.2892148"
"127.1738618,35.8420781","127.1519141,37.2891449","127.1519141,37.2891449"
"127.1742421,35.8422351","127.1520767,37.2891093","127.1520767,37.2891093"
"127.1743825,35.8422959","127.152324,37.2890551","127.152324,37.2890551"
"127.1745107,35.8423521","127.153406,37.2887887","127.153406,37.2887887"
"127.1748136,35.8424837","127.1557036,37.2881627","127.1557036,37.2881627"
"127.1749363,35.8425417","127.1618955,37.2865156","127.1618955,37.2865156"
"127.1753254,35.8427096","127.1627336,37.2862864","127.1627336,37.2862864"
"127.1762232,35.8430411","127.1637694,37.2860036","127.1637694,37.2860036"
"127.1769265,35.8432702","127.1641467,37.285882","127.1641467,37.285882"
"127.1774518,35.843442","127.1648123,37.2856279","127.1648123,37.2856279"
"127.1777814,35.8435502","127.1650338,37.2855357","127.1650338,37.2855357"
"127.17831,35.8437049","127.1651616,37.2854829","127.1651616,37.2854829"
"127.179291,35.8440258","127.1665621,37.2848577","127.1665621,37.2848577"
"127.1795751,35.8441392","127.1678681,37.2841538","127.1678681,37.2841538"
"127.1799066,35.8443078","127.1679993,37.2840829","127.1679993,37.2840829"
"127.1800569,35.8443902","127.1689461,37.2835006","127.1689461,37.2835006"
"127.1803629,35.8445867","127.1696443,37.2830031","127.1696443,37.2830031"
"127.1805296,35.8447008","127.170122,37.2826259","127.170122,37.2826259"
"127.1807273,35.8448374","127.1707493,37.2820742","127.1707493,37.2820742"
"127.1809956,35.8450437","127.1713994,37.2814829","127.1713994,37.2814829"
"127.1812692,35.8452987","127.1715297,37.2813534","127.1715297,37.2813534"
"127.1814742,35.8455328","127.1723228,37.2805615","127.1723228,37.2805615"
"127.1816428,35.8457406","127.1740712,37.2787383","127.1740712,37.2787383"
"127.1819998,35.8461833","127.1756247,37.2771173","127.1756247,37.2771173"
"127.1824747,35.8467832","127.1769828,37.275796","127.1769828,37.275796"
"127.1830313,35.8474447","127.1783098,37.274626","127.1783098,37.274626"
"127.1832209,35.847676","127.1802941,37.2729656","127.1802941,37.2729656"
"127.1833035,35.8477799","127.1816509,37.2719272","127.1816509,37.2719272"
"127.1834314,35.8479335","127.1819066,37.2717314","127.1819066,37.2717314"
"127.1837355,35.8483004","127.1833186,37.2706986","127.1833186,37.2706986"
"127.1841799,35.8487956","127.1833492,37.2706743","127.1833492,37.2706743"
"127.1844866,35.8490831","127.1834046,37.2706393","127.1834046,37.2706393"
"127.1848662,35.8494222","127.1839452,37.2702919","127.1839452,37.2702919"
"127.1849247,35.8494747","127.1842189,37.2700952","127.1842189,37.2700952"
"127.1849865,35.8495244","127.1842959,37.270045","127.1842959,37.270045"
"127.1851621,35.8496574","127.1851622,37.2694749","127.1851622,37.2694749"
"127.1852261,35.8497063","127.1860126,37.2689462","127.1860126,37.2689462"
"127.1852614,35.8497325","127.1860329,37.2689337","127.1860329,37.2689337"
"127.1857375,35.8500575","127.1863586,37.2687317","127.1863586,37.2687317"
"127.1861617,35.8503245","127.1866243,37.2685666","127.1866243,37.2685666"
"127.1865617,35.8505492","127.1869872,37.2683539","127.1869872,37.2683539"
"127.1870248,35.8507749","127.1872575,37.268196","127.1872575,37.268196"
"127.187812,35.8511078","127.1874497,37.2680829","127.1874497,37.2680829"
"127.188387,35.851341","127.1891624,37.2671067","127.1891624,37.2671067"
"127.1888095,35.8514873","127.1935978,37.2644312","127.1935978,37.2644312"
"127.1891623,35.8516081","127.1947136,37.2637643","127.1947136,37.2637643"
"127.1896623,35.8517329","127.1959865,37.2630284","127.1959865,37.2630284"
"127.1905243,35.8519326","127.1977895,37.2619847","127.1977895,37.2619847"
"127.1914117,35.8521332","127.1989923,37.2612658","127.1989923,37.2612658"
"127.1920225,35.8522737","127.2006369,37.2603334","127.2006369,37.2603334"
"127.1935494,35.8526247","127.2016076,37.2598419","127.2016076,37.2598419"
"127.1959031,35.8531347","127.2026198,37.2594","127.2026198,37.2594"
"127.1965117,35.853266","127.2040406,37.2588519","127.2040406,37.2588519"
"127.1993501,35.85387","127.2052028,37.2584068","127.2052028,37.2584068"
"127.1998349,35.853956","127.2052525,37.2583862","127.2052525,37.2583862"
"127.2007835,35.8541026","127.2058759,37.2581498","127.2058759,37.2581498"
"127.2022745,35.8542912","127.2063254,37.2579778","127.2063254,37.2579778"
"127.2023587,35.8542977","127.2067817,37.2577987","127.2067817,37.2577987"
"127.2026421,35.8543209","127.2076129,37.2574726","127.2076129,37.2574726"
"127.2038047,35.8544076","127.2081889,37.2572451","127.2081889,37.2572451"
"127.204231,35.8544249","127.2094121,37.2567614","127.2094121,37.2567614"
"127.2064825,35.8544395","127.2099158,37.2565715","127.2099158,37.2565715"
"127.2073076,35.8544451","127.2100694,37.2565088","127.2100694,37.2565088"
"127.2076232,35.8544467","127.2112135,37.2560464","127.2112135,37.2560464"
"127.2089943,35.8544474","127.2121304,37.255717","127.2121304,37.255717"
"127.2090275,35.8544475","127.2122999,37.2556498","127.2122999,37.2556498"
"127.2090851,35.8544494","127.2136439,37.2550987","127.2136439,37.2550987"
"127.2093653,35.8544519","127.2147338,37.254656","127.2147338,37.254656"
"127.2094472,35.8544521","127.2181579,37.2532959","127.2181579,37.2532959"
"127.2113476,35.8544738","127.2198258,37.2526481","127.2198258,37.2526481"
"127.2122248,35.8544768","127.2201296,37.2525263","127.2201296,37.2525263"
"127.2130178,35.8544516","127.2210771,37.2521454","127.2210771,37.2521454"
"127.2135407,35.854424","127.2234237,37.2512198","127.2234237,37.2512198"
"127.2145111,35.8543515","127.2236665,37.2511239","127.2236665,37.2511239"
"127.2163722,35.8542135","127.2241769,37.2509213","127.2241769,37.2509213"
"127.2169904,35.854159","127.2265042,37.2499992","127.2265042,37.2499992"
"127.2177006,35.8540741","127.2276515,37.2495556","127.2276515,37.2495556"
"127.2188497,35.8538866","127.2293474,37.2489277","127.2293474,37.2489277"
"127.2197264,35.8537056","127.2299095,37.2487487","127.2299095,37.2487487"
"127.221401,35.8533588","127.2302346,37.2486629","127.2302346,37.2486629"
"127.2223851,35.8531717","127.230458,37.2486066","127.230458,37.2486066"
"127.2229825,35.8530415","127.2306048,37.2485655","127.2306048,37.2485655"
"127.2234745,35.8529605","127.2308993,37.2484994","127.2308993,37.2484994"
"127.2236241,35.8529356","127.231494,37.2483611","127.231494,37.2483611"
"127.2239797,35.8528914","127.2323888,37.2482008","127.2323888,37.2482008"
"127.2246589,35.8528226","127.2354553,37.2476831","127.2354553,37.2476831"
"127.2252338,35.852787","127.2374546,37.247336","127.2374546,37.247336"
"127.2257422,35.8527692","127.2382025,37.247216","127.2382025,37.247216"
"127.2261763,35.8527648","127.2397155,37.2469498","127.2397155,37.2469498"
"127.2281496,35.8528414","127.2414586,37.2466552","127.2414586,37.2466552"
"127.2292403,35.8528718","127.2419155,37.2465778","127.2419155,37.2465778"
"127.229536,35.8528806","127.2466787,37.2457714","127.2466787,37.2457714"
"127.2301661,35.8529072","127.2483528,37.2455163","127.2483528,37.2455163"
"127.2307241,35.85294","127.2487758,37.2454739","127.2487758,37.2454739"
"127.231601,35.8530322","127.2489021,37.2454607","127.2489021,37.2454607"
"127.2319463,35.8530897","127.2490747,37.2454475","127.2490747,37.2454475"
"127.2321666,35.8531281","127.2499995,37.2453765","127.2499995,37.2453765"
"127.2326745,35.853241","127.2506693,37.2453463","127.2506693,37.2453463"
"127.2333118,35.8534165","127.2510166,37.2453317","127.2510166,37.2453317"
"127.233938,35.8536225","127.2511824,37.2453285","127.2511824,37.2453285"
"127.2343096,35.8537595","127.2515026,37.2453246","127.2515026,37.2453246"
"127.2349201,35.8540151","127.2515342,37.2453238","127.2515342,37.2453238"
"127.2355493,35.854323","127.2522682,37.2453181","127.2522682,37.2453181"
"127.2356521,35.8543728","127.2526471,37.2453288","127.2526471,37.2453288"
"127.2356676,35.854381","127.253461,37.2453792","127.253461,37.2453792"
"127.2363575,35.8547269","127.2545612,37.245459","127.2545612,37.245459"
"127.2376101,35.8554095","127.2547877,37.2454793","127.2547877,37.2454793"
"127.2386782,35.855951","127.2562813,37.2456113","127.2562813,37.2456113"
"127.2393604,35.8562842","127.2581604,37.245754","127.2581604,37.245754"
"127.2400151,35.8565724","127.2584727,37.2457798","127.2584727,37.2457798"
"127.2402496,35.8566666","127.2586339,37.2457928","127.2586339,37.2457928"
"127.2405328,35.8567736","127.2597961,37.2458862","127.2597961,37.2458862"
"127.2406456,35.8568109","127.2599967,37.2459028","127.2599967,37.2459028"
"127.2412475,35.8570105","127.2603665,37.2459324","127.2603665,37.2459324"
"127.2419854,35.8572591","127.2606641,37.2459574","127.2606641,37.2459574"
"127.2421957,35.8572939","127.2639894,37.24623","127.2639894,37.24623"
"127.2425277,35.8573784","127.2643614,37.2462559","127.2643614,37.2462559"
"127.2427437,35.8573888","127.2654031,37.2463274","127.2654031,37.2463274"
"127.242922,35.8573802","127.2662272,37.2463534","127.2662272,37.2463534"
"127.2430517,35.857348","127.266968,37.2463557","127.266968,37.2463557"
"127.2431714,35.8573113","127.267401,37.246344","127.267401,37.246344"
"127.2432524,35.8572655","127.2677946,37.2463339","127.2677946,37.2463339"
"127.2433412,35.8572052","127.2683979,37.24629","127.2683979,37.24629"
"127.2433879,35.857154","127.269236,37.246197","127.269236,37.246197"
"127.2434536,35.8570513","127.2693251,37.2461837","127.2693251,37.2461837"
"127.2434738,35.856963","127.2694842,37.2461606","127.2694842,37.2461606"
"127.2434818,35.8568719","127.2700685,37.2460652","127.2700685,37.2460652"
"127.2434744,35.8567755","127.2708199,37.2459153","127.2708199,37.2459153"
"127.243415,35.8566635","127.2709835,37.2458831","127.2709835,37.2458831"
"127.2433278,35.8565669","127.2717362,37.2456845","127.2717362,37.2456845"
"127.2430063,35.8563264","127.272376,37.2455054","127.272376,37.2455054"
"127.2427639,35.8562771","127.2730611,37.2452706","127.2730611,37.2452706"
"127.2425214,35.8562568","127.2740308,37.2448911","127.2740308,37.2448911"
"127.2419653,35.8562836","127.2749137,37.2444836","127.2749137,37.2444836"
"127.2413748,35.8563499","127.2761332,37.2438864","127.2761332,37.2438864"
"127.2409248,35.8564661","127.2831415,37.2404669","127.2831415,37.2404669"
"127.2405743,35.8565997","127.2837566,37.2402202","127.2837566,37.2402202"
"127.2405544,35.8566114","127.2843018,37.2400129","127.2843018,37.2400129"
"127.2404434,35.8566761","127.285393,37.239676","127.285393,37.239676"
"127.2403446,35.8567507","127.2864772,37.2394184","127.2864772,37.2394184"
"127.2402424,35.8568424","127.2870368,37.2392833","127.2870368,37.2392833"
"127.2401757,35.8569081","127.2875049,37.2391967","127.2875049,37.2391967"
"127.2401457,35.8569378","127.2877125,37.2391583","127.2877125,37.2391583"
"127.2399899,35.857171","127.2885438,37.2390227","127.2885438,37.2390227"
"127.2399118,35.8573566","127.2892103,37.238941","127.2892103,37.238941"
"127.2397254,35.8577997","127.2896997,37.2389139","127.2896997,37.2389139"
"127.2395041,35.8584124","127.2900086,37.2388974","127.2900086,37.2388974"
"127.2390838,35.8595736","127.2905724,37.2388812","127.2905724,37.2388812"
"127.2390704,35.8596088","127.2911327,37.2388831","127.2911327,37.2388831"
"127.2390581,35.859643","127.2912748,37.2388825","127.2912748,37.2388825"
"127.2388358,35.860234","127.2922769,37.2389536","127.2922769,37.2389536"
"127.238456,35.8612087","127.2927142,37.2390031","127.2927142,37.2390031"
"127.2381136,35.8619148","127.2935617,37.2391362","127.2935617,37.2391362"
"127.238064,35.8621897","127.2941712,37.2392661","127.2941712,37.2392661"
"127.2379644,35.8624897","127.2944924,37.2393397","127.2944924,37.2393397"
"127.2379135,35.8628133","127.2947075,37.2393996","127.2947075,37.2393996"
"127.2379309,35.862926","127.295451,37.239637","127.295451,37.239637"
"127.2379678,35.8631605","127.2956741,37.2397086","127.2956741,37.2397086"
"127.2379887,35.8632002","127.2962023,37.2399087","127.2962023,37.2399087"
"127.2381054,35.8634223","127.2964467,37.2400011","127.2964467,37.2400011"
"127.2382941,35.8636256","127.2970976,37.2402997","127.2970976,37.2402997"
"127.2384886,35.8637657","127.297611,37.2405548","127.297611,37.2405548"
"127.2386842,35.8638852","127.2980129,37.2407862","127.2980129,37.2407862"
"127.239066,35.8640113","127.2993558,37.2416024","127.2993558,37.2416024"
"127.2394623,35.8640582","127.3009553,37.2425796","127.3009553,37.2425796"
"127.2427387,35.8637154","127.3015938,37.2429033","127.3015938,37.2429033"
"127.2433945,35.8637114","127.3022853,37.2431984","127.3022853,37.2431984"
"127.2437435,35.8636779","127.302648,37.2433396","127.302648,37.2433396"
"127.2444815,35.8635613","127.303093,37.2434755","127.303093,37.2434755"
"127.2454391,35.8633704","127.303387,37.2435653","127.303387,37.2435653"
"127.2460954,35.8631816","127.303476,37.243587","127.303476,37.243587"
"127.2466888,35.8629502","127.3035831,37.2436134","127.3035831,37.2436134"
"127.2470415,35.8627968","127.3041025,37.2437404","127.3041025,37.2437404"
"127.2478314,35.8623882","127.305198,37.2439198","127.305198,37.2439198"
"127.2482087,35.8621636","127.3058901,37.2439894","127.3058901,37.2439894"
"127.2485817,35.8619074","127.3067165,37.2440323","127.3067165,37.2440323"
"127.2489592,35.8616098","127.3075891,37.2440553","127.3075891,37.2440553"
"127.2495079,35.8611033","127.3083941,37.2440936","127.3083941,37.2440936"
"127.2499991,35.8605733","127.3084437,37.2440982","127.3084437,37.2440982"
"127.2502327,35.8602798","127.3089757,37.2441486","127.3089757,37.2441486"
"127.2502416,35.8602663","127.309661,37.2442543","127.309661,37.2442543"
"127.2505454,35.8597999","127.3105422,37.244454","127.3105422,37.244454"
"127.250757,35.859437","127.3111777,37.2446344","127.3111777,37.2446344"
"127.2511539,35.8585831","127.3117432,37.2448309","127.3117432,37.2448309"
"127.2519806,35.856659","127.3118277,37.2448599","127.3118277,37.2448599"
