0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,"127.7489988,36.1490061",,,,"128.9260344,35.9767835","127.256589,35.6518274",,,,"128.1167704,37.1318359","128.6295196,38.0849108","128.5771649,38.1558734","128.9309621,35.9526328",,,"127.37354,37.5671015","127.3798869,36.5272162",,"127.0494337,37.7787005","128.3458897,35.2620334",,"127.549598,37.1974325"
,"127.7489898,36.1489772",,,,"128.9261423,35.9766785","127.2570427,35.651932",,,,"128.117913,37.1314108","128.6295177,38.0850108","128.5771893,38.1559831","128.9309813,35.9526488",,,"127.3749997,37.5664","127.3798444,36.5272062",,"127.0495025,37.7795237","128.3464498,35.2621909",,"127.5497714,37.1971954"
,"127.7488687,36.1486241",,,,"128.9263379,35.9765148",,,,,"128.1183038,37.1312871","128.6294996,38.0858329","128.5774137,38.1561829","128.9310894,35.9527421",,,"127.3760774,37.5658946","127.3797752,36.5271899",,"127.0495174,37.7796869","128.3468897,35.2623068",,"127.5500337,37.1967788"
,"127.7488395,36.1485277",,,,"128.9266095,35.9763232",,,,,"128.1183229,37.1312807","128.6294845,38.0861151","128.5777208,38.1562684","128.9312631,35.952722",,,"127.3792526,37.5644206","127.3794156,36.5271246",,"127.0495229,37.7797275","128.3470825,35.2623524",,"127.5502397,37.1964876"
,"127.7488013,36.1484132",,,,"128.9271146,35.9759809",,,,,"128.1185677,37.1312037","128.6294698,38.0864199","128.5783695,38.1564481","128.9312664,35.9527211",,,"127.3793817,37.5643684","127.3792358,36.5271082",,"127.0495315,37.7798005","128.3471585,35.2623663",,"127.550386,37.1962829"
,"127.7487665,36.1483078",,,,"128.9272216,35.9758868",,,,,"128.1186003,37.1311972","128.6294047,38.0877435","128.5788978,38.1566704","128.9313923,35.9526935",,,"127.3800956,37.5640546","127.3791007,36.5271009",,"127.0495564,37.7799935","128.3472379,35.2623892",,"127.5506067,37.1960484"
,"127.7486934,36.1480483",,,,"128.9274191,35.975705",,,,,"128.1189262,37.1311342","128.6293957,38.0879761","128.5799681,38.157113","128.931442,35.9526802",,,"127.3807733,37.5637218","127.3790873,36.5270999",,"127.0495925,37.7804109","128.3476249,35.2624992",,"127.5507745,37.1958807"
,"127.7486508,36.1479204",,,,"128.9274767,35.9756385",,,,,"128.1192997,37.1310908","128.6293886,38.0881826","128.5800942,38.157156","128.9315865,35.9526416",,,"127.3818634,37.5631866","127.3789666,36.5270998",,"127.0495795,37.7804983","128.3477826,35.2625458",,"127.5508871,37.1957941"
,"127.7485632,36.1476555",,,,"128.9276366,35.9754058",,,,,"128.1197285,37.1310823","128.629349,38.089241","128.5803007,38.1572262","128.93445,35.9516932",,,"127.3819665,37.5631353","127.3788963,36.5270998",,"127.049544,37.780728","128.3478245,35.2625573",,"127.5510448,37.1956778"
,"127.7484488,36.1473303",,,,"128.9278721,35.9750541",,,,,"128.119876,37.1310842","128.6293489,38.0893825","128.5807133,38.1573422","128.934708,35.9524132",,,"127.3823269,37.562959","127.3788538,36.5270997",,"127.0495006,37.7809577","128.3479613,35.262596",,"127.5511011,37.1956354"
,"127.7482861,36.1468528",,,,"128.9280989,35.9744682",,,,,"128.1201552,37.1310863","128.6293225,38.08981","128.5810135,38.157417","128.9349024,35.9529211",,,"127.3830238,37.5626244","127.3787254,36.5270969",,"127.0494101,37.7814576","128.3481244,35.2626408",,"127.5514559,37.1953963"
,"127.7482726,36.1468005",,,,"128.9281924,35.9742399",,,,,"128.1209254,37.1311003","128.6292493,38.091058","128.5812596,38.1574634","128.9350447,35.9533106",,,"127.384268,37.5619604","127.3784953,36.5270912",,"127.0493854,37.7815999","128.3481873,35.2626575",,"127.5517938,37.1952213"
,"127.7480875,36.1462491",,,,"128.9284266,35.9738846",,,,,"128.1249991,37.131161","128.6292493,38.0910616","128.5816346,38.1575077",,,,"127.3844686,37.5618533","127.3783545,36.5270884",,"127.0493691,37.78168","128.3485356,35.2627507",,"127.5522275,37.1950535"
,"127.7480325,36.1460978",,,,"128.9284948,35.97379",,,,,"128.1265698,37.1311833","128.6292388,38.0914123","128.5820503,38.1575237",,,,"127.3845921,37.5617903","127.3782964,36.5270865",,"127.0493363,37.7818394","128.3485731,35.2627612",,"127.5525936,37.1949298"
,"127.7478632,36.1456338",,,,"128.9285251,35.9737473",,,,,"128.1269571,37.1311867","128.6292364,38.0914826","128.5824382,38.1575138",,,,"127.3854455,37.561318","127.3782384,36.5270838",,"127.0492717,37.7820032","128.3493095,35.2629571",,"127.5532245,37.1947817"
,"127.7478318,36.1455474",,,,"128.9286439,35.9737576",,,,,"128.1273864,37.1312349","128.629219,38.0916837","128.5826036,38.1575096",,,,"127.3856053,37.5612082","127.3781133,36.5270764",,"127.0492119,37.782122","128.3493713,35.2629738",,"127.5548706,37.1945655"
,"127.7477993,36.1454582",,,,"128.929087,35.9739705",,,,,"128.1274337,37.1312346","128.6291741,38.0921744","128.5829377,38.1574858",,,,"127.3864769,37.5606384","127.3778665,36.5270392",,"127.0491374,37.7822425","128.3495486,35.2630086",,"127.555248,37.1945158"
,"127.7475795,36.1448383",,,,"128.9291999,35.9740241",,,,,"128.1276004,37.1312392","128.6290989,38.0926997","128.5856886,38.1572675",,,,"127.3874413,37.5600282","127.377757,36.5270211",,"127.0491271,37.7822587","128.349619,35.2630091",,"127.5556051,37.1944543"
,"127.7474999,36.144614",,,,"128.9293141,35.9740805",,,,,"128.1277209,37.1312403","128.6290455,38.0930841","128.5864046,38.1572104",,,,"127.388551,37.5592388","127.3776476,36.5269912",,"127.0489955,37.7824222","128.3498235,35.2630157",,"127.5559949,37.194355"
,"127.7473567,36.1443312",,,,"128.9294372,35.9741412",,,,,"128.1280384,37.131244","128.6290117,38.0932575","128.5865585,38.1572009",,,,"127.3893241,37.5586248","127.3774902,36.5269433",,"127.0488812,37.7825371","128.350038,35.2630241",,"127.5562743,37.1942575"
,"127.7472115,36.1440908",,,,"128.9304092,35.9745975",,,,,"128.1283074,37.1312372","128.6287493,38.094583","128.5869495,38.1571675",,,,"127.3897957,37.5582404","127.3768494,36.5267082",,"127.0487888,37.7826062","128.3504108,35.2630387",,"127.5563746,37.1942097"
,"127.7470741,36.1438999",,,,"128.930511,35.9746459",,,,,"128.1285627,37.1312097","128.6286874,38.0949333","128.5871194,38.1571524",,,,"127.3898637,37.5581818","127.3767958,36.5266919",,"127.0486405,37.7827174","128.3505286,35.2630468",,"127.5565627,37.1941158"
,"127.7465741,36.143241",,,,"128.9305367,35.9746582",,,,,"128.1286516,37.1312047","128.6286499,38.0950913","128.5877247,38.1571035",,,,"127.3910699,37.5571455","127.3766875,36.5266576",,"127.0485036,37.7828151","128.3507596,35.2630633",,"127.5565852,37.1941032"
,"127.7465019,36.1432727",,,,"128.9306116,35.9746915",,,,,"128.1287258,37.1311926","128.6286436,38.0951275","128.5880379,38.1570547",,,,"127.3919303,37.5563774","127.3764999,36.5265997",,"127.0484374,37.7828662","128.3508355,35.2630699",,"127.5566483,37.1940707"
,"127.7463811,36.1433767",,,,"128.9307147,35.9747471",,,,,"128.1297243,37.1310413","128.6286405,38.0951446","128.5883493,38.1569689",,,,"127.3921129,37.5561883","127.3763492,36.5265743",,"127.0483861,37.7828985","128.350857,35.2629201",,"127.5566843,37.1940518"
,"127.746327,36.1435012",,,,"128.9307482,35.9747638",,,,,"128.1298929,37.1310143","128.6286291,38.0952204","128.5885965,38.1568557",,,,"127.3953726,37.55284","127.3759996,36.5265577",,"127.0483725,37.7829074","128.3508747,35.2628226",,"127.5569332,37.1938957"
,"127.7462372,36.1435744",,,,"128.9314634,35.9751222",,,,,"128.1300919,37.1309826","128.6285968,38.0954199","128.5888159,38.1567248",,,,"127.3991911,37.5488602","127.3759225,36.5265576",,"127.0478695,37.7832597","128.3508837,35.2627342",,"127.5573172,37.1935989"
,"127.7461375,36.1436666",,,,"128.9316044,35.9751927",,,,,"128.1302381,37.130961","128.6285697,38.0955878","128.5890902,38.1565186",,,,"127.40216,37.5458134","127.3758801,36.5265575",,"127.047817,37.7832974","128.3508839,35.2626512",,"127.5581369,37.19279"
,"127.7459855,36.1437796",,,,"128.9316996,35.9752411",,,,,"128.1308746,37.1308666","128.6285385,38.0957819","128.590135,38.1557059",,,,"127.4041663,37.5437798","127.3758242,36.5265575",,"127.0475262,37.783499","128.3508827,35.2626431",,"127.5583204,37.1926105"
,"127.7458869,36.1438582",,,,"128.9316614,35.9753389",,,,,"128.1312872,37.1307995","128.628474,38.0961826","128.5903292,38.155559",,,,"127.4052998,37.5426306","127.3756007,36.5265897",,"127.0474395,37.7835582","128.3508711,35.262581",,"127.5583913,37.192542"
,"127.7458148,36.1439097",,,,"128.931562,35.975671",,,,,"128.1323147,37.1306192","128.6284789,38.0963538","128.590733,38.1553931",,,,"127.4072629,37.540559","127.3754018,36.5266382",,"127.047379,37.7836075","128.3508405,35.2624991",,"127.558433,37.1925023"
,"127.7457937,36.1439242",,,,"128.9312016,35.9754878",,,,,"128.1324473,37.1305959","128.628481,38.0964169","128.5909824,38.1553565",,,,"127.4078693,37.539952","127.3752599,36.526684",,"127.0471361,37.7837778","128.3507801,35.2623977",,"127.5586559,37.1922921"
,,,,,"128.9305199,35.9751407",,,,,"128.1325237,37.1305802","128.6284866,38.0966331","128.5913541,38.1553269",,,,"127.4089923,37.5389181","127.3751839,36.526711",,"127.0469857,37.7838638","128.3506823,35.2622983",,"127.5589689,37.1919792"
,,,,,"128.9304553,35.9751261",,,,,"128.1327846,37.13054","128.6286372,38.0972328","128.5914111,38.1553228",,,,"127.4102795,37.5378627","127.3751549,36.5267209",,"127.0468387,37.7839371","128.3501597,35.2619368",,"127.5592436,37.1916536"
,,,,,"128.9304046,35.9751448",,,,,"128.1330938,37.1304888","128.6289464,38.0979815","128.5916174,38.1553064",,,,"127.4105514,37.5376519","127.3749995,36.526791",,"127.0467238,37.7839682","128.3500276,35.2618187",,"127.5595666,37.1911838"
,,,,,"128.9302573,35.9753358",,,,,"128.1343653,37.1302792","128.6289535,38.0979967","128.5920882,38.1552696",,,,"127.4119085,37.5366948","127.3748787,36.5268549",,"127.0467011,37.7839745","128.3499764,35.2617568",,"127.5597106,37.1908854"
,,,,,,,,,,"128.1344406,37.1302671","128.6293891,38.098882","128.5927001,38.1552017",,,,"127.4125134,37.5363086","127.3748117,36.5268909",,"127.0466135,37.7839913","128.3499359,35.2616696",,"127.5599771,37.1902723"
,,,,,,,,,,"128.1345822,37.130233","128.6295869,38.099283","128.5928103,38.1551665",,,,"127.413355,37.5357693","127.374607,36.527016",,"127.0464794,37.7840124","128.3499347,35.2616633",,"127.5604202,37.1892859"
,,,,,,,,,,"128.1350462,37.1301223","128.6300133,38.10009","128.5928319,38.1551591",,,,"127.414413,37.5350922","127.374426,36.5270852",,"127.0463998,37.7840247","128.3499084,35.2615616",,"127.5606926,37.1888739"
,,,,,,,,,,"128.1355095,37.1300549","128.6301667,38.1003517","128.5930688,38.1550469",,,,"127.4148185,37.5348329","127.3744293,36.5271042",,"127.0459088,37.7841012","128.3499092,35.2614309",,"127.5609571,37.1885474"
,,,,,,,,,,"128.1355477,37.1300493","128.6301936,38.100392","128.5932304,38.1549454",,,,"127.415224,37.5345818","127.3744293,36.5271195",,"127.0458815,37.7841065","128.3499454,35.2613179",,"127.5612622,37.1882327"
,,,,,,,,,,"128.1357861,37.1300147","128.6302623,38.1004832","128.5933522,38.1548451",,,,"127.4187227,37.5324164","127.374427,36.527133",,"127.0456599,37.7841246","128.3499919,35.2612383",,"127.5613781,37.1881289"
,,,,,,,,,,"128.1360751,37.1299789","128.6304618,38.1006994","128.5934498,38.1547333",,,,"127.4189923,37.5322508","127.3744214,36.5271519",,"127.044718,37.7841949","128.3503649,35.2607442",,"127.5614941,37.1880261"
,,,,,,,,,,"128.1366826,37.1299242","128.6307995,38.1010828","128.5935219,38.1545876",,,,"127.4190602,37.5322094","127.3744124,36.5271645",,"127.0445237,37.784213","128.3505901,35.2608391",,"127.5615616,37.1879657"
,,,,,,,,,,"128.1375007,37.1298829","128.6310362,38.1013383","128.5935683,38.1544862",,,,"127.4200172,37.5316349","127.3744001,36.5271771",,"127.0442192,37.7842398","128.3509406,35.2609241",,"127.5617958,37.1877727"
,,,,,,,,,,"128.1385104,37.1298684","128.6315177,38.1018014","128.593607,38.1543281",,,,"127.4204159,37.5313954","127.3743822,36.5271888",,"127.0439499,37.7842658","128.3517629,35.2610265",,"127.5621494,37.1875129"
,,,,,,,,,,"128.1394023,37.1298925","128.6325292,38.1027532","128.5936411,38.1541647",,,,"127.4211056,37.531002","127.3743588,36.5271996",,"127.0438113,37.7842788","128.3521283,35.2610699",,"127.5622203,37.1874605"
,,,,,,,,,,"128.1402518,37.1299762","128.6325339,38.1027568","128.593666,38.1540752",,,,"127.4216344,37.530741","127.3743308,36.5272041",,"127.0437147,37.7842883","128.3521897,35.261056",,"127.5623645,37.1873613"
,,,,,,,,,,"128.1405436,37.1300044","128.6328627,38.1031484","128.5938091,38.1538008",,,,"127.4227657,37.530191","127.3742996,36.527205",,"127.0427407,37.7844035",,,"127.5624027,37.1873343"
,,,,,,,,,,"128.1421498,37.1302328","128.6329795,38.1033275","128.5939008,38.1536711",,,,"127.4232707,37.529947","127.3741877,36.5272797",,"127.0421622,37.7844707",,,"127.5627068,37.1871196"
,,,,,,,,,,"128.1434,37.1304243","128.6331377,38.1036008","128.5941412,38.1534165",,,,"127.4239784,37.5296573","127.3737315,36.5275587",,"127.041985,37.7844871",,,"127.5629252,37.1868986"
,,,,,,,,,,"128.1440491,37.1305082","128.6332839,38.1039861","128.5944684,38.1531638",,,,"127.4242558,37.529543","127.3736466,36.5276136",,"127.0416873,37.7845031",,,"127.563067,37.1867327"
,,,,,,,,,,"128.1444729,37.1305654","128.6333848,38.1043888","128.5946236,38.1530083",,,,"127.4251808,37.5291632","127.3735594,36.5276459",,"127.0413944,37.7844875",,,"127.5632087,37.1864919"
,,,,,,,,,,"128.1450118,37.1306499","128.6334489,38.1046991","128.5947304,38.1529018",,,,"127.4264093,37.5287025","127.3734834,36.5276612",,"127.0411119,37.7844504",,,"127.5633133,37.1862557"
,,,,,,,,,,"128.1452147,37.1306804","128.6336245,38.1055825","128.5949305,38.1526215",,,,"127.4274984,37.5283435","127.3730868,36.5276878",,"127.0407261,37.7843867",,,"127.5633931,37.1860492"
,,,,,,,,,,"128.1468041,37.1309232","128.6339123,38.1070081","128.5949692,38.1525382",,,,"127.4282048,37.528142","127.3729974,36.5277003",,"127.0406161,37.7843691",,,"127.5634482,37.1858373"
,,,,,,,,,,"128.1469247,37.1309415","128.6339438,38.107198","128.5950278,38.1524088",,,,"127.4284425,37.5280737","127.3728622,36.5277245",,"127.0404243,37.7843413",,,"127.5634673,37.1857553"
,,,,,,,,,,"128.1472437,37.1309875","128.6339684,38.1073131","128.5950543,38.1523518",,,,"127.4286282,37.5280206","127.3728488,36.5277525",,"127.0396489,37.7843085",,,"127.5635109,37.1854091"
,,,,,,,,,,"128.1479336,37.1310874","128.6339929,38.1074246","128.5951326,38.1522402",,,,"127.4312059,37.5272668","127.3728174,36.5277813",,"127.039583,37.7843074",,,"127.563559,37.1849656"
,,,,,,,,,,"128.1487125,37.1311994","128.634004,38.1074777","128.5951381,38.152232",,,,"127.4327478,37.5268296","127.372775,36.5278083",,"127.0385247,37.7842915",,,"127.5635824,37.1847168"
,,,,,,,,,,"128.1490721,37.1312497","128.6340262,38.1075865","128.5952533,38.1520705",,,,"127.4342579,37.5264086","127.3727247,36.5278245",,"127.0380875,37.7842844",,,"127.5635914,37.1846222"
,,,,,,,,,,"128.14955,37.1313165","128.6340447,38.1076738","128.5954715,38.1518603",,,,"127.4364778,37.5257897","127.3726744,36.5278325",,"127.0375209,37.7842687",,,"127.5636067,37.1841453"
,,,,,,,,,,"128.1499242,37.1313658","128.6341247,38.1080578","128.5955189,38.1518184",,,,"127.4368423,37.5256943","127.3726241,36.5278343",,"127.036524,37.7842431",,,"127.5635839,37.1838406"
,,,,,,,,,,"128.1503368,37.131433","128.6341852,38.1084294","128.5958692,38.1515087",,,,"127.4385618,37.5252139","127.3725928,36.5278288",,"127.0361368,37.7842245",,,"127.5635465,37.1835405"
,,,,,,,,,,"128.1505623,37.1314741","128.634189,38.1084519","128.5959863,38.1514058",,,,"127.4396463,37.5249098","127.3725504,36.5278089",,"127.0356601,37.7841847",,,"127.5633091,37.1825491"
,,,,,,,,,,"128.1508746,37.1315247","128.6341991,38.1085158","128.5960303,38.1513675",,,,"127.4407782,37.524594","127.3725214,36.5277891",,"127.0354819,37.784166",,,"127.5631091,37.1818244"
,,,,,,,,,,"128.1516996,37.1316256","128.6342115,38.1091664","128.5961497,38.1512664",,,,"127.4410046,37.5245247","127.3725002,36.5277665",,"127.0352924,37.7841436",,,"127.5630819,37.1816415"
,,,,,,,,,,"128.1518809,37.1316354","128.6341492,38.1095662","128.5961757,38.1512454",,,,"127.4425011,37.5240685","127.3724768,36.527734",,"127.0349179,37.7840935",,,"127.5630682,37.1813918"
,,,,,,,,,,"128.1521636,37.1316501","128.6341397,38.1096141","128.5962726,38.1511661",,,,"127.4428475,37.5239488","127.3723293,36.527788",,"127.0347591,37.7840694",,,"127.5630804,37.1811826"
,,,,,,,,,,"128.1525148,37.1316437","128.6341139,38.1097207","128.5964694,38.1509687",,,,"127.4436988,37.5236021","127.3722667,36.5278141",,"127.0345742,37.7840426",,,"127.5631252,37.1809293"
,,,,,,,,,,"128.1530413,37.1316002","128.6340421,38.110017","128.5964874,38.1509496",,,,"127.4441097,37.5234338","127.3721985,36.5278338",,"127.0342678,37.7840062",,,"127.563132,37.1808897"
,,,,,,,,,,"128.1536049,37.1315529","128.6339844,38.1101924","128.5965917,38.1508288",,,,"127.4445693,37.5232519","127.3721628,36.5278401",,"127.0338933,37.7839515",,,"127.5631972,37.180731"
,,,,,,,,,,"128.1536747,37.1315471","128.6339527,38.1102828","128.5966175,38.1507988",,,,"127.4451343,37.5229764","127.3716086,36.527936",,"127.0336334,37.7839262",,,"127.5632377,37.1806327"
,,,,,,,,,,"128.1543581,37.1314217","128.6339394,38.1103109","128.5966747,38.1507325",,,,"127.4458747,37.5225432","127.3707837,36.5275618",,"127.0334506,37.7839173",,,"127.5633343,37.1803983"
,,,,,,,,,,"128.1560937,37.1309839","128.6336749,38.1108325","128.5967229,38.1505986",,,,"127.4466865,37.5220135","127.3706498,36.5275013",,"127.0333303,37.7839169",,,"127.5635672,37.1800493"
,,,,,,,,,,"128.1564504,37.1309558","128.6335171,38.1111044","128.5967371,38.1505579",,,,"127.4469571,37.5218217","127.3702234,36.5273088",,"127.0331622,37.7839108",,,"127.5638475,37.1797661"
,,,,,,,,,,"128.1567246,37.1308993","128.6334617,38.1112077","128.5968121,38.1501499",,,,"127.4470556,37.5217505","127.3701118,36.5272582",,"127.0329271,37.783918",,,"127.5641683,37.1794423"
,,,,,,,,,,"128.1569337,37.1308666","128.6333872,38.1113328","128.596839,38.1500442",,,,"127.4474315,37.5214658","127.3699923,36.5272004",,"127.0323137,37.7839363",,,"127.5642741,37.1793359"
,,,,,,,,,,"128.1575073,37.1308084","128.6333694,38.1113636","128.5969031,38.1499012",,,,"127.4476455,37.5213037","127.36997,36.5271904",,"127.031857,37.783966",,,"127.5644205,37.1791916"
,,,,,,,,,,"128.1581115,37.1307663","128.6333494,38.1113999","128.5969476,38.1498287",,,,"127.448548,37.5204919","127.3698405,36.5271281",,"127.031047,37.7840141",,,"127.5645353,37.179078"
,,,,,,,,,,"128.1581701,37.1307633","128.6332871,38.1114996","128.5970537,38.1496745",,,,"127.4491347,37.5198459","127.3695269,36.5269781",,"127.0309311,37.7840209",,,"127.5650666,37.1785702"
,,,,,,,,,,"128.1585105,37.1306812","128.6332403,38.1115685","128.5971244,38.1495954",,,,"127.4493148,37.5195981","127.3693327,36.526885",,"127.0306278,37.7840413",,,"127.5651003,37.1785377"
,,,,,,,,,,"128.1589745,37.1305749","128.6332246,38.1115894","128.5978878,38.1487465",,,,"127.4497928,37.5189376","127.3689242,36.5266898",,"127.030555,37.7840464",,,"127.5653266,37.1783194"
,,,,,,,,,,"128.1591351,37.1305308","128.6331622,38.1116828","128.5979492,38.1486576",,,,"127.4501077,37.5184357","127.3685704,36.5265308",,"127.0305255,37.7840481",,,"127.565617,37.1780209"
,,,,,,,,,,"128.1596615,37.1303494","128.6327844,38.1122588","128.5979702,38.1486124",,,,"127.4504441,37.5179013","127.3683215,36.5264214",,"127.0303243,37.7840735",,,"127.5658578,37.1777431"
,,,,,,,,,,"128.1600246,37.1301499","128.6327744,38.1122742","128.5979868,38.1485744",,,,"127.4505314,37.5177292","127.3681306,36.5263473",,"127.0300402,37.7841084",,,"127.5659557,37.1775817"
,,,,,,,,,,"128.1602496,37.1299999","128.6324864,38.1126077","128.59801,38.1476107",,,,"127.4508487,37.5170362","127.3680201,36.5263039",,"127.0298959,37.7841258",,,"127.566148,37.1772508"
,,,,,,,,,,"128.1603869,37.1298748","128.6322728,38.1128135","128.5980119,38.147508",,,,"127.4510845,37.5164558","127.3680258,36.5262507",,"127.0296048,37.7841815",,,"127.5663189,37.1768586"
,,,,,,,,,,"128.1606125,37.1296581","128.6321739,38.1129081","128.5980264,38.147415",,,,"127.4512954,37.5157492","127.3678761,36.5262235",,"127.029499,37.7842072",,,"127.566383,37.1767035"
,,,,,,,,,,"128.160787,37.1293993","128.6316494,38.1133665","128.5980373,38.1473744",,,,"127.451478,37.5150201","127.3676986,36.5261918",,"127.0292714,37.7842748",,,"127.5664347,37.1765791"
,,,,,,,,,,"128.1609866,37.1290494","128.6313835,38.1135791","128.5979621,38.1473832",,,,"127.4516382,37.5140557","127.3675891,36.5261727",,"127.0290996,37.7843345",,,"127.5664482,37.176543"
,,,,,,,,,,"128.1611489,37.1286915","128.6312722,38.1136829","128.5977247,38.1474575",,,,"127.4517817,37.5125838","127.3675501,36.5261501",,"127.028652,37.7845319",,,"127.5665426,37.176332"
,,,,,,,,,,"128.1612678,37.1285042","128.6311284,38.1138284","128.5974624,38.1475492",,,,"127.4518764,37.5114274","127.3675099,36.5261086",,"127.0285051,37.7845899",,,"127.5665876,37.1762328"
,,,,,,,,,,"128.1612866,37.1284744","128.6311127,38.1138439","128.597274,38.1476158",,,,"127.4520075,37.509915","127.3674966,36.5260671",,"127.0279782,37.7847662",,,"127.5667743,37.1759073"
,,,,,,,,,,"128.1613615,37.1284082","128.630987,38.113983","128.5971999,38.1476246",,,,"127.4520463,37.5093697","127.3675068,36.5260076",,"127.0279145,37.7847858",,,"127.5668913,37.1757243"
,,,,,,,,,,"128.1614204,37.1283249","128.6306998,38.1143661","128.5966492,38.1472747",,,,"127.4521148,37.5083881","127.367375,36.5260012",,"127.0278417,37.7848089",,,"127.5669858,37.1755953"
,,,,,,,,,,"128.1614816,37.128238","128.6304364,38.1148165","128.5962239,38.1469993",,,,"127.4522697,37.5067811","127.367318,36.5260164",,"127.0276698,37.7848677",,,"127.5671119,37.1754654"
,,,,,,,,,,"128.1615494,37.1281403","128.6300101,38.1158021","128.5958558,38.1467287",,,,"127.4526283,37.5016407","127.3672397,36.5260569",,"127.0266695,37.7851882",,,"127.5673122,37.1752571"
,,,,,,,,,,"128.161585,37.1280905","128.6299096,38.1160157","128.5956401,38.1465703",,,,"127.4526625,37.5011414","127.3672151,36.5260569",,"127.0265044,37.7852479",,,"127.5674315,37.1751362"
,,,,,,,,,,"128.1617743,37.1278497","128.6298345,38.1161742","128.5956124,38.1465499",,,,"127.4526994,37.5001427","127.3671962,36.5260433",,"127.0259023,37.7854681",,,"127.5675992,37.1749658"
,,,,,,,,,,"128.1620499,37.127566","128.6297248,38.1163834","128.5952867,38.1462915",,,,"127.4527119,37.4999994","127.3671751,36.525973",,"127.0255255,37.7856009",,,"127.5679492,37.1745951"
,,,,,,,,,,"128.1624621,37.1271995","128.6296594,38.116512","128.5949244,38.1460245",,,,"127.4527597,37.4995694","127.3671518,36.52589",,"127.0254618,37.785625",,,"127.5681495,37.1743823"
,,,,,,,,,,"128.162725,37.1270079","128.6293871,38.11705","128.594624,38.1458579",,,,"127.4528221,37.4991755",,,"127.0250668,37.7857631",,,"127.5681731,37.1743561"
,,,,,,,,,,"128.1632323,37.1267067","128.6289757,38.1175199","128.5942998,38.1456996",,,,"127.4529118,37.4986952",,,"127.0243898,37.7859631",,,"127.5684567,37.1740603"
,,,,,,,,,,"128.1637997,37.1264493","128.6287719,38.1176949","128.5941931,38.1456583",,,,"127.4530094,37.4983013",,,"127.024309,37.785989",,,"127.5687065,37.1737491"
,,,,,,,,,,"128.1643867,37.1262495","128.628675,38.1177697","128.5936616,38.1454496",,,,"127.4530944,37.4979895",,,"127.0229765,37.786391",,,"127.5688516,37.1735219"
,,,,,,,,,,"128.1646821,37.126173","128.6281492,38.1180749","128.5933695,38.1453009",,,,"127.453227,37.4975956",,,"127.0227523,37.7864595",,,"127.5689618,37.1732911"
,,,,,,,,,,"128.1649215,37.1261248","128.6280813,38.1181098","128.5930245,38.1451248",,,,"127.4532452,37.4975433",,,"127.0226977,37.7864755",,,"127.5691,37.1729079"
,,,,,,,,,,"128.1653746,37.1260664","128.6274958,38.1183866","128.5927741,38.1450163",,,,"127.4535001,37.4968899",,,"127.0223245,37.786583",,,"127.5692247,37.1724571"
,,,,,,,,,,"128.1660114,37.126025","128.6273746,38.1184428","128.592382,38.1448937",,,,"127.4536542,37.4965484",,,"127.0219193,37.7867184",,,"127.5693751,37.1719576"
,,,,,,,,,,"128.1660497,37.1260238","128.6272873,38.1184833","128.5923508,38.1448679",,,,"127.4540268,37.4958689",,,"127.0219,37.7867246",,,"127.569492,37.1716502"
,,,,,,,,,,"128.1672122,37.125983","128.6269665,38.1186143","128.5923161,38.1447583",,,,"127.4545057,37.4951624",,,"127.0217748,37.7867746",,,"127.5696573,37.1713084"
,,,,,,,,,,"128.1682499,37.1259493","128.6265199,38.1187962","128.5921475,38.1446256",,,,"127.4548375,37.4947092",,,"127.0216996,37.7868049",,,"127.5698215,37.1710406"
,,,,,,,,,,"128.1687999,37.1258993","128.6259257,38.1190326","128.5920027,38.1444809",,,,"127.4552009,37.4942694",,,"127.0214343,37.7869147",,,"127.5700116,37.1707908"
,,,,,,,,,,"128.1692619,37.1258165","128.6249997,38.1194245",,,,,"127.457286,37.4918834",,,"127.0210754,37.7870881",,,"127.5701388,37.1706718"
,,,,,,,,,,"128.1696114,37.1257496","128.6245243,38.119666",,,,,"127.4587575,37.4902623",,,"127.0205508,37.7874221",,,"127.5704123,37.1704156"
,,,,,,,,,,"128.1701244,37.1255916","128.6242499,38.1198498",,,,,"127.4600377,37.4888512",,,"127.0203672,37.7875404",,,"127.5706565,37.1702153"
,,,,,,,,,,"128.1705115,37.1254416","128.6241902,38.1199008",,,,,"127.4615486,37.4871734",,,"127.0200842,37.7877474",,,"127.5709155,37.1700448"
,,,,,,,,,,"128.1705563,37.1254179","128.6241587,38.1199282",,,,,"127.4636594,37.4848431",,,"127.0194754,37.788292",,,"127.5711597,37.1698941"
,,,,,,,,,,"128.1708578,37.1252621","128.6238716,38.1201752",,,,,"127.4645025,37.483896",,,"127.0191334,37.7886557",,,"127.5718014,37.169507"
,,,,,,,,,,"128.1710404,37.1251673","128.623455,38.1206081",,,,,"127.4646044,37.4836338",,,"127.0189447,37.7888676",,,"127.5721437,37.1693184"
,,,,,,,,,,"128.1713675,37.1249816","128.6234426,38.1206218",,,,,"127.4646916,37.483513",,,"127.0187789,37.7890391",,,"127.5724758,37.1691352"
,,,,,,,,,,"128.1715735,37.1248488","128.6232866,38.1207882",,,,,"127.4648308,37.4832607",,,"127.0185824,37.7892185",,,"127.5741847,37.168167"
