0,1,2,3
"128.9743161,35.2117451","128.16441,35.1619214","128.5899869,35.8829233","128.5899869,35.8829233"
"128.9743152,35.2117577","128.1645366,35.1627665","128.5901371,35.8833745","128.5901371,35.8833745"
"128.9743136,35.2117911","128.1645825,35.1631395","128.5902063,35.8835713","128.5902063,35.8835713"
"128.9743139,35.2118055","128.1645872,35.1631792","128.590325,35.8839047","128.590325,35.8839047"
"128.9743163,35.2121202","128.1646496,35.1636991","128.5904697,35.8844417","128.5904697,35.8844417"
"128.9743153,35.2122482","128.1646825,35.1639704","128.5904999,35.8845451","128.5904999,35.8845451"
"128.9743836,35.2124421","128.1646947,35.164111","128.5905466,35.8847177","128.5905466,35.8847177"
"128.9743854,35.2143598","128.1646909,35.1641921","128.5905478,35.8847213","128.5905478,35.8847213"
"128.9743952,35.2147835","128.1646861,35.164276","128.5906857,35.8851691","128.5906857,35.8851691"
"128.9743868,35.2159602","128.1646534,35.1644331","128.5907182,35.885276","128.5907182,35.885276"
"128.9743592,35.2163734","128.1646184,35.164592","128.5907622,35.8854145","128.5907622,35.8854145"
"128.9743046,35.2170016","128.1645657,35.1647284","128.5908249,35.8856249","128.5908249,35.8856249"
"128.9741998,35.2174636","128.1645106,35.1648405","128.5908712,35.8857651","128.5908712,35.8857651"
"128.9742057,35.2176682","128.1644623,35.1649743","128.5912211,35.8868068","128.5912211,35.8868068"
"128.9742875,35.2180621","128.1644211,35.1650412","128.5912315,35.8868383","128.5912315,35.8868383"
"128.9743514,35.2188025","128.1643312,35.1651878","128.5912547,35.8869084","128.5912547,35.8869084"
"128.9745502,35.2199523","128.1642541,35.1652919","128.5912812,35.8869857","128.5912812,35.8869857"
"128.9746922,35.2202066","128.1641987,35.1653652","128.5914314,35.8874351","128.5914314,35.8874351"
"128.9747642,35.2203031","128.1639346,35.1656994","128.5915023,35.8876761","128.5915023,35.8876761"
"128.9748693,35.2204037","128.1638661,35.16579","128.5915558,35.8878622","128.5915558,35.8878622"
"128.9750434,35.2204918","128.1637748,35.1659077","128.5915927,35.8880458","128.5915927,35.8880458"
"128.9752428,35.22052","128.1636618,35.1660499","128.5915869,35.888191","128.5915869,35.888191"
"128.9754173,35.220508","128.1635835,35.1661495","128.5915335,35.8884124","128.5915335,35.8884124"
"128.9755875,35.2204455","128.163527,35.166221","128.5914312,35.8886297","128.5914312,35.8886297"
"128.9757103,35.22037","128.1634748,35.1662862","128.5913329,35.8888163","128.5913329,35.8888163"
"128.9758107,35.2202723","128.1633957,35.1664102","128.591266,35.8889449","128.591266,35.8889449"
"128.9758404,35.2202116","128.1632988,35.1665135","128.591157,35.8891533","128.591157,35.8891533"
"128.975869,35.2201544","128.1632477,35.1665769","128.591063,35.8893335","128.591063,35.8893335"
"128.975889,35.2200415","128.1632031,35.1666322","128.5907867,35.8898626","128.5907867,35.8898626"
"128.9758824,35.2199207","128.1631749,35.1666666","128.590737,35.8899577","128.590737,35.8899577"
"128.9758373,35.2197951","128.16314,35.1667028","128.5906754,35.8900736","128.5906754,35.8900736"
"128.9757864,35.2197182","128.1630715,35.1667826","128.5904407,35.8904869","128.5904407,35.8904869"
"128.9757103,35.2196397","128.1630541,35.1668052","128.5903618,35.8906327","128.5903618,35.8906327"
"128.9756122,35.2195634","128.1630088,35.1669092","128.5902625,35.8908212","128.5902625,35.8908212"
"128.975485,35.2195172","128.1629104,35.1672352","128.5900536,35.8912666","128.5900536,35.8912666"
"128.9753349,35.2194784","128.1628891,35.1673156","128.5900288,35.8913173","128.5900288,35.8913173"
"128.9751686,35.2194543","128.162837,35.1675151","128.5898445,35.8916914","128.5898445,35.8916914"
"128.9748778,35.2194137","128.1627834,35.1676822","128.5898114,35.8917827","128.5898114,35.8917827"
"128.9745313,35.2193899","128.1627674,35.1677382","128.5897943,35.8918316","128.5897943,35.8918316"
"128.9740903,35.2193692","128.162699,35.1679658","128.5899869,35.891892","128.5899869,35.891892"
"128.9729929,35.2193158","128.1626626,35.1680805","128.5904364,35.8920331","128.5904364,35.8920331"
"128.972883,35.2193153","128.1625928,35.1682838","128.5909138,35.8921856","128.5909138,35.8921856"
"128.9723908,35.2193141","128.1625553,35.1684012","128.5912366,35.8922918","128.5912366,35.8922918"
"128.9721897,35.2193129","128.1624867,35.1686081","128.5912455,35.8922953","128.5912455,35.8922953"
"128.9708873,35.2193495","128.1623989,35.1688827","128.5913624,35.892333","128.5913624,35.892333"
"128.9706546,35.2193605","128.1623217,35.1691094","128.5914058,35.8923488","128.5914058,35.8923488"
"128.9701935,35.2193823","128.1622874,35.1692106","128.5915583,35.8924034","128.5915583,35.8924034"
"128.9700739,35.2193883","128.1621801,35.1695241","128.591899,35.8925247","128.591899,35.8925247"
"128.9679205,35.2195749","128.1621101,35.1696967","128.5921441,35.8926225","128.5921441,35.8926225"
"128.9668699,35.2196859","128.1618318,35.1704421","128.5923435,35.8926973","128.5923435,35.8926973"
"128.9666006,35.219736","128.1617973,35.170528","128.5923613,35.8927044","128.5923613,35.8927044"
"128.9659634,35.2198601","128.1617812,35.1705677","128.5922741,35.8928125","128.5922741,35.8928125"
"128.9651142,35.2200489","128.1617359,35.1706771","128.5922372,35.8928669","128.5922372,35.8928669"
"128.9580744,35.2218082","128.161492,35.1710689","128.5921732,35.892963","128.5921732,35.892963"
"128.9565748,35.2221833","128.16144,35.1711521","128.5920845,35.8931243","128.5920845,35.8931243"
"128.9564226,35.2222166","128.161262,35.1714083","128.5920715,35.8931452","128.5920715,35.8931452"
"128.955824,35.2223492","128.1607273,35.1722326","128.5920293,35.8932141","128.5920293,35.8932141"
"128.9553871,35.2224329","128.16053,35.1725493","128.5918287,35.8935387","128.5918287,35.8935387"
"128.9540118,35.2226333","128.1604031,35.172752","128.5915681,35.8940838","128.5915681,35.8940838"
"128.9528853,35.2227415","128.1603261,35.1728741","128.5914869,35.8943018","128.5914869,35.8943018"
"128.952712,35.222758","128.1602491,35.1729881","128.5914022,35.8945892","128.5914022,35.8945892"
"128.9518742,35.2227915","128.1600925,35.1731811","128.5912645,35.8951314","128.5912645,35.8951314"
"128.9518369,35.2227911","128.1598555,35.1734727","128.5911628,35.8953082","128.5911628,35.8953082"
"128.9517369,35.2227914","128.1597684,35.1735651","128.5911247,35.8956836","128.5911247,35.8956836"
"128.95157,35.222797","128.1595265,35.1738009","128.591119,35.8965635","128.591119,35.8965635"
"128.9515118,35.2227995","128.159095,35.1742207","128.591144,35.8969275","128.591144,35.8969275"
"128.9508372,35.2227995","128.158951,35.1743487","128.5911866,35.8972075","128.5911866,35.8972075"
"128.9493117,35.2227158","128.1588736,35.1744185","128.5913381,35.8979085","128.5913381,35.8979085"
"128.9486261,35.222651","128.1586633,35.1746144","128.5914369,35.8982457","128.5914369,35.8982457"
"128.9481616,35.2226079","128.1583542,35.1749588","128.5916825,35.8990233","128.5916825,35.8990233"
"128.9468531,35.2224243","128.1581746,35.1751599","128.5917554,35.8993345","128.5917554,35.8993345"
"128.9449667,35.2221249","128.1580897,35.1752559","128.5917972,35.8995487","128.5917972,35.8995487"
"128.9440985,35.2219847","128.1580116,35.1753709","128.5918162,35.8997262","128.5918162,35.8997262"
"128.9434451,35.2218798","128.1578033,35.1756921","128.5918279,35.8999325","128.5918279,35.8999325"
"128.9425067,35.2216927","128.1576565,35.1760049","128.5918278,35.9000885","128.5918278,35.9000885"
"128.9415508,35.2215021","128.1574459,35.1765849","128.5917945,35.9004873","128.5917945,35.9004873"
"128.9415067,35.2214936","128.1573626,35.1767468","128.5917659,35.9006624","128.5917659,35.9006624"
"128.9415022,35.2214928","128.1572692,35.1768789","128.591742,35.9007772","128.591742,35.9007772"
"128.9414615,35.2214851","128.1571114,35.1770574","128.5916804,35.9009743","128.5916804,35.9009743"
"128.9397368,35.221191","128.1567339,35.1774959","128.5916194,35.9011272","128.5916194,35.9011272"
"128.9396773,35.2211845","128.1566492,35.1772132","128.5914715,35.9014152","128.5914715,35.9014152"
"128.9392535,35.221139","128.1565617,35.1769748","128.5912895,35.9017189","128.5912895,35.9017189"
"128.9391996,35.2211325","128.156412,35.1766663","128.5911906,35.9018613","128.5911906,35.9018613"
"128.9385862,35.2211145","128.1563497,35.176425","128.5909333,35.9021675","128.5909333,35.9021675"
"128.9377278,35.2211004","128.156337,35.1762158","128.5906479,35.902446","128.5906479,35.902446"
"128.936975,35.2211499","128.1563497,35.1760165","128.590387,35.9026476","128.590387,35.9026476"
"128.9363118,35.221238","128.1564117,35.1758079","128.5901741,35.9028028","128.5901741,35.9028028"
"128.935948,35.2212964","128.1565866,35.1755662","128.5899016,35.9029702","128.5899016,35.9029702"
"128.9355177,35.2213808","128.1570244,35.1751166","128.5896574,35.9031023","128.5896574,35.9031023"
"128.9351624,35.2214824","128.1576229,35.1745687","128.5894912,35.9031831","128.5894912,35.9031831"
"128.9347121,35.2216158","128.1576534,35.1745397","128.5892366,35.9032837","128.5892366,35.9032837"
"128.9333709,35.2220699","128.1576872,35.1745079","128.5889156,35.9033921","128.5889156,35.9033921"
"128.9318564,35.2226098","128.1580633,35.174156","128.5887135,35.9034426","128.5887135,35.9034426"
"128.9315244,35.222722","128.1584093,35.1737673","128.5884572,35.9034999","128.5884572,35.9034999"
"128.9310591,35.2228798","128.1585624,35.1734058","128.588255,35.9035387","128.588255,35.9035387"
"128.9301241,35.2231965","128.1587271,35.1731335","128.5880349,35.9035696","128.5880349,35.9035696"
"128.9295048,35.2234058","128.1587873,35.1729754","128.5877703,35.90359","128.5877703,35.90359"
"128.9293246,35.2234665","128.1587908,35.1728599","128.5874679,35.9036","128.5874679,35.9036"
"128.9291364,35.2235166","128.1587654,35.1727086","128.5870647,35.9036099","128.5870647,35.9036099"
"128.9276874,35.2238411","128.1587039,35.1725746","128.5867214,35.9037041","128.5867214,35.9037041"
"128.926984,35.223954","128.1585841,35.1724282","128.5864147,35.9037249","128.5864147,35.9037249"
"128.9264698,35.2240187","128.1584471,35.1723217","128.5862288,35.9037437","128.5862288,35.9037437"
"128.9258578,35.2240854","128.1582861,35.1722369","128.5859229,35.9038195","128.5859229,35.9038195"
"128.9254004,35.2241286","128.1580623,35.1721317","128.5857211,35.9038898","128.5857211,35.9038898"
"128.9252171,35.2241398","128.1575087,35.1719787","128.5854986,35.9039919","128.5854986,35.9039919"
"128.9242995,35.2241957","128.1566847,35.1717929","128.5852997,35.9041163","128.5852997,35.9041163"
"128.9240031,35.2242073","128.1563522,35.1716838","128.5850993,35.9042912","128.5850993,35.9042912"
"128.9185018,35.2244116","128.1545776,35.1712732","128.5849574,35.9044494","128.5849574,35.9044494"
"128.9172424,35.2244589","128.1534103,35.1710027","128.5848368,35.9046245","128.5848368,35.9046245"
"128.9140209,35.2245912","128.1513958,35.1705285","128.5847419,35.9048147","128.5847419,35.9048147"
"128.9116668,35.2246881","128.1502472,35.1702551","128.5846824,35.9050036","128.5846824,35.9050036"
"128.9114637,35.2246977","128.1493613,35.1700164","128.5846567,35.9051463","128.5846567,35.9051463"
"128.9104624,35.2247436","128.1487768,35.1698347","128.5846592,35.9053302","128.5846592,35.9053302"
"128.9064056,35.2249297","128.1479872,35.1695558","128.5846942,35.9055381","128.5846942,35.9055381"
"128.905725,35.2249655","128.1433466,35.1678826","128.5847747,35.9059161","128.5847747,35.9059161"
"128.9049651,35.2249897","128.142849,35.1675868","128.5848369,35.9060913","128.5848369,35.9060913"
"128.9048047,35.2249943","128.1427125,35.1675424","128.5863117,35.9106994","128.5863117,35.9106994"
"128.9041559,35.2250252","128.1404848,35.1667481","128.5863614,35.9108495","128.5863614,35.9108495"
"128.9007334,35.2251641","128.1402393,35.1666664","128.5865489,35.9111083","128.5865489,35.9111083"
"128.9004721,35.2251761","128.1402008,35.1666531","128.5868621,35.9114832","128.5868621,35.9114832"
"128.8985804,35.2252629","128.1388101,35.1661645","128.5870122,35.9116","128.5870122,35.9116"
"128.89695,35.2253385","128.1375788,35.1658329","128.5871871,35.911666","128.5871871,35.911666"
"128.8949615,35.225421","128.1369893,35.1657206","128.5874118,35.9117244","128.5874118,35.9117244"
"128.8949352,35.2254222","128.1366682,35.1656582","128.5876239,35.9117576","128.5876239,35.9117576"
"128.8946573,35.2254272","128.1362019,35.1655696","128.5877993,35.9117822","128.5877993,35.9117822"
"128.8946386,35.2254274","128.1353831,35.1654702","128.5880529,35.911843","128.5880529,35.911843"
"128.8941004,35.2254381","128.1325864,35.1651999","128.5881999,35.9118994","128.5881999,35.9118994"
"128.893873,35.2254416","128.1314883,35.1650523","128.588312,35.9119912","128.588312,35.9119912"
"128.8937796,35.2254418","128.1308889,35.1649265","128.5884123,35.9121165","128.5884123,35.9121165"
"128.8929706,35.2254259","128.1301363,35.1647285","128.5884369,35.9122083","128.5884369,35.9122083"
"128.8924891,35.2254116","128.1298028,35.1646238","128.5884497,35.9123326","128.5884497,35.9123326"
"128.8917453,35.2253516","128.129499,35.1645244","128.5884124,35.9124411","128.5884124,35.9124411"
"128.8911762,35.2252905","128.129325,35.1644595","128.5883489,35.9125832","128.5883489,35.9125832"
"128.8902775,35.2251701","128.1292523,35.1644319","128.5882375,35.9126996","128.5882375,35.9126996"
"128.8899899,35.225122","128.1285861,35.1641946","128.5880744,35.9128498","128.5880744,35.9128498"
"128.8883824,35.2247997","128.128347,35.1640849","128.5880315,35.9128764","128.5880315,35.9128764"
"128.8860762,35.2242878","128.128022,35.163936","128.5878744,35.9129743","128.5878744,35.9129743"
"128.8854585,35.2241497","128.1278412,35.1638423","128.5876574,35.9130691","128.5876574,35.9130691"
"128.8842112,35.2238782","128.1268808,35.1633198","128.5874743,35.913133","128.5874743,35.913133"
"128.8836013,35.2237454","128.125846,35.1626993","128.5872366,35.9131748","128.5872366,35.9131748"
"128.8808343,35.2231441","128.1249995,35.1622709","128.5869743,35.9131997","128.5869743,35.9131997"
"128.8761516,35.2221146","128.1246458,35.1621077","128.5866749,35.9131916","128.5866749,35.9131916"
"128.8756697,35.2220091","128.1242669,35.1619528","128.586424,35.9131578","128.586424,35.9131578"
"128.8749993,35.2218662","128.1234499,35.1616531","128.5861366,35.9130495","128.5861366,35.9130495"
"128.8745912,35.2217752","128.1222392,35.161277","128.5853739,35.9126327","128.5853739,35.9126327"
"128.8732778,35.2214899","128.1211246,35.1609698","128.5849523,35.9123507","128.5849523,35.9123507"
"128.8722279,35.2212611","128.1201508,35.1606971","128.5838226,35.9116703","128.5838226,35.9116703"
"128.8719622,35.2212037","128.1191044,35.160413","128.5837644,35.9116348","128.5837644,35.9116348"
"128.8702562,35.2208984","128.1184641,35.1602422","128.5837443,35.9116241","128.5837443,35.9116241"
"128.8698,35.220817","128.1175784,35.1600087","128.5837075,35.9116073","128.5837075,35.9116073"
"128.8691862,35.2207113","128.1173012,35.1599353","128.5822472,35.9109002","128.5822472,35.9109002"
"128.8681038,35.2205702","128.1163671,35.1596885","128.5820606,35.9107891","128.5820606,35.9107891"
"128.8674093,35.2204978","128.1156068,35.1594795","128.5815124,35.9105714","128.5815124,35.9105714"
"128.8668766,35.2204407","128.1153417,35.1594042","128.5812708,35.910405","128.5812708,35.910405"
"128.8667633,35.2204348","128.114973,35.1592952","128.580985,35.9101686","128.580985,35.9101686"
"128.8661837,35.2204026","128.1144491,35.159122","128.5807415,35.9099518","128.5807415,35.9099518"
"128.8640302,35.2202718","128.1140043,35.1589665","128.5801745,35.9094917","128.5801745,35.9094917"
"128.8627875,35.2202028","128.1134566,35.1586969","128.5799371,35.9093081","128.5799371,35.9093081"
"128.8607662,35.2200903","128.1128311,35.1583079","128.5796497,35.9091159","128.5796497,35.9091159"
"128.8592492,35.2200416","128.1125584,35.1580973","128.5792495,35.908941","128.5792495,35.908941"
"128.8572745,35.220025","128.1124645,35.1580239","128.5786873,35.9087576","128.5786873,35.9087576"
"128.8556494,35.2200161","128.1123297,35.1579127","128.5783829,35.9086991","128.5783829,35.9086991"
"128.8534992,35.2200826","128.1121308,35.1577487","128.5768107,35.9083949","128.5768107,35.9083949"
"128.8522235,35.2201437","128.1119506,35.1575801","128.5735614,35.907737","128.5735614,35.907737"
"128.8511706,35.2201933","128.1118832,35.1575164","128.5687975,35.9067617","128.5687975,35.9067617"
"128.8497267,35.2203113","128.1118211,35.1574419","128.567256,35.9063498","128.567256,35.9063498"
"128.8488338,35.2204024","128.1116582,35.1572435","128.5654561,35.905833","128.5654561,35.905833"
"128.8482954,35.2204652","128.1115729,35.1571402","128.5646206,35.9055934","128.5646206,35.9055934"
"128.8482066,35.2204752","128.1113856,35.1569013","128.5642204,35.9054148","128.5642204,35.9054148"
"128.8476363,35.2205429","128.1112403,35.1567036","128.5610761,35.9044636","128.5610761,35.9044636"
"128.8465606,35.2206685","128.1111081,35.1564978","128.5592536,35.9039126","128.5592536,35.9039126"
"128.8459632,35.2207581","128.1109086,35.1561003","128.5584619,35.9036301","128.5584619,35.9036301"
"128.8455194,35.2208252","128.1105241,35.1553448","128.5579492,35.9034075","128.5579492,35.9034075"
"128.843627,35.2211384","128.1102053,35.1546945","128.5576,35.9032248","128.5576,35.9032248"
"128.8426299,35.2213027","128.1099939,35.1543231","128.5572244,35.9029829","128.5572244,35.9029829"
"128.842437,35.2213346","128.1098017,35.1540229","128.5565249,35.902458","128.5565249,35.902458"
"128.8421512,35.2213928","128.1094412,35.1535225","128.5559667,35.9018968","128.5559667,35.9018968"
"128.8411284,35.2215988","128.1092029,35.1532252","128.5538745,35.8995495","128.5538745,35.8995495"
"128.8397069,35.221886","128.1087479,35.1527243","128.5538082,35.8994851","128.5538082,35.8994851"
"128.83826,35.2222284","128.1083421,35.1523296","128.5529248,35.8986247","128.5529248,35.8986247"
"128.8351542,35.2229191","128.1070469,35.1511964","128.5525489,35.8983575","128.5525489,35.8983575"
"128.8347906,35.2229943","128.1047357,35.1492359","128.5519747,35.8979992","128.5519747,35.8979992"
"128.8335054,35.2232817","128.1046859,35.1491938","128.5514499,35.8977829","128.5514499,35.8977829"
"128.831056,35.2238072","128.1044208,35.1489643","128.5509433,35.8975962","128.5509433,35.8975962"
"128.8310133,35.2238167","128.1028289,35.1476205","128.5501623,35.8973578","128.5501623,35.8973578"
"128.8290575,35.2242214","128.1016332,35.1465634","128.5484734,35.8970038","128.5484734,35.8970038"
"128.8284384,35.2243256","128.101127,35.1460997","128.5479367,35.8968913","128.5479367,35.8968913"
"128.8281314,35.2243668","128.1004867,35.1456078","128.5468714,35.8966861","128.5468714,35.8966861"
"128.8274294,35.2244412","128.1000868,35.1451247","128.5445742,35.8962454","128.5445742,35.8962454"
"128.826882,35.2244914","128.0996748,35.1444748","128.5422992,35.895808","128.5422992,35.895808"
"128.8260541,35.2245284","128.0995241,35.144141","128.5421404,35.8957788","128.5421404,35.8957788"
"128.8255741,35.22454","128.0993873,35.1437495","128.541555,35.8956684","128.541555,35.8956684"
"128.8252214,35.2245402","128.0991646,35.1430184","128.5389291,35.8951665","128.5389291,35.8951665"
"128.8251555,35.2245401","128.0989247,35.1421909","128.5375166,35.8948415","128.5375166,35.8948415"
"128.8246795,35.2245263","128.0988907,35.1420423","128.5340157,35.8939404","128.5340157,35.8939404"
"128.8241692,35.2245022","128.0988008,35.141912","128.5335522,35.8938236","128.5335522,35.8938236"
"128.8236918,35.2244686","128.0986165,35.141471","128.533043,35.8936954","128.533043,35.8936954"
"128.8232659,35.2244228","128.0985356,35.1413714","128.5306486,35.8930912","128.5306486,35.8930912"
"128.8227439,35.2243519","128.0984248,35.141233","128.5303768,35.8930665","128.5303768,35.8930665"
"128.8223904,35.2243034","128.0982369,35.1410581","128.5294194,35.8928881","128.5294194,35.8928881"
"128.8219101,35.2242257","128.0979742,35.1408575","128.5292384,35.8928536","128.5292384,35.8928536"
"128.8212982,35.2240981","128.0976071,35.140642","128.5289287,35.8928093","128.5289287,35.8928093"
"128.8210292,35.2240424","128.0974494,35.1405499","128.5286747,35.8927908","128.5286747,35.8927908"
"128.8201509,35.2238157","128.097174,35.1404078","128.5282489,35.8927665","128.5282489,35.8927665"
"128.819675,35.2236767","128.0966998,35.1401162","128.5276372,35.8927582","128.5276372,35.8927582"
"128.8188133,35.2233858","128.096174,35.1398077","128.5275497,35.892758","128.5275497,35.892758"
"128.8184132,35.2232414","128.0958622,35.1396578","128.5270999,35.8927664","128.5270999,35.8927664"
"128.8179088,35.2230332","128.0954242,35.1394994","128.5267994,35.892833","128.5267994,35.892833"
"128.8173201,35.2227746","128.0950998,35.1394244","128.5265365,35.8928911","128.5265365,35.8928911"
"128.8165869,35.2224165","128.094812,35.1393996","128.5262865,35.8930077","128.5262865,35.8930077"
"128.8158626,35.2220637","128.0943871,35.1393828","128.5259992,35.893241","128.5259992,35.893241"
"128.8156123,35.2219411","128.0938937,35.1394691","128.5257214,35.8935265","128.5257214,35.8935265"
"128.8155072,35.2218917","128.0937491,35.1395094","128.5256996,35.8935492","128.5256996,35.8935492"
"128.814762,35.221541","128.0902533,35.1404769","128.525474,35.8937576","128.525474,35.8937576"
"128.8138748,35.2211665","128.0879723,35.1411048","128.5251616,35.8939324","128.5251616,35.8939324"
"128.8131863,35.2209161","128.0876455,35.1411442","128.5249365,35.8940083","128.5249365,35.8940083"
"128.8130492,35.2208662","128.0869093,35.1413462","128.5246254,35.8940245","128.5246254,35.8940245"
"128.8121749,35.2206079","128.085504,35.1417822","128.5245367,35.8940243","128.5245367,35.8940243"
"128.8114366,35.2204076","128.084408,35.1421851","128.5241867,35.8939417","128.5241867,35.8939417"
"128.8106869,35.2202499","128.0828473,35.1428491","128.523899,35.8937999","128.523899,35.8937999"
"128.8099259,35.2201364","128.0818824,35.1433136","128.5236873,35.893625","128.5236873,35.893625"
"128.8097519,35.2201121","128.0818059,35.1433563","128.5235745,35.8934663","128.5235745,35.8934663"
"128.808981,35.2200032","128.0808929,35.1438702","128.523499,35.8932831","128.523499,35.8932831"
"128.8081492,35.2199284","128.0806491,35.1440075","128.5234873,35.8930659","128.5234873,35.8930659"
"128.8076477,35.2199004","128.0798121,35.144558","128.5234995,35.8928909","128.5234995,35.8928909"
"128.8064764,35.2198942","128.0786574,35.1453669","128.5236125,35.892633","128.5236125,35.892633"
"128.805946,35.2199125","128.0775367,35.1463082","128.5238495,35.8923659","128.5238495,35.8923659"
"128.8058461,35.2199163","128.0770404,35.1467677","128.5242365,35.8921327","128.5242365,35.8921327"
"128.8056431,35.2199311","128.075637,35.1482703","128.5244242,35.8919995","128.5244242,35.8919995"
"128.8052621,35.2199523","128.0755978,35.1483102","128.5246624,35.8917414","128.5246624,35.8917414"
"128.8047181,35.2200096","128.0748493,35.1492831","128.524774,35.8915412","128.524774,35.8915412"
"128.8030625,35.2202285","128.0745969,35.1496152","128.5249368,35.8912747","128.5249368,35.8912747"
"128.8021198,35.2203658","128.0723575,35.1529369","128.5249873,35.8910742","128.5249873,35.8910742"
"128.8001862,35.2206498","128.0708995,35.1551331","128.5250869,35.8903746","128.5250869,35.8903746"
"128.7995755,35.2207312","128.0702611,35.1560135","128.5251813,35.8901349","128.5251813,35.8901349"
"128.7989481,35.2207966","128.0701274,35.156198","128.5255859,35.8868831","128.5255859,35.8868831"
"128.7981789,35.2208652","128.0695999,35.1569255","128.5256555,35.8866084","128.5256555,35.8866084"
"128.7966285,35.2209269","128.068924,35.1577664","128.5257139,35.8863311","128.5257139,35.8863311"
"128.7959488,35.220954","128.0685494,35.1582163","128.5259033,35.8857228","128.5259033,35.8857228"
"128.7956545,35.2209662","128.0679872,35.1588492","128.5260553,35.8853113","128.5260553,35.8853113"
"128.7954197,35.2209813","128.067486,35.1594079","128.5263549,35.8846596","128.5263549,35.8846596"
"128.7953725,35.2209855","128.0667153,35.1602104","128.5266583,35.8841323","128.5266583,35.8841323"
"128.7948293,35.2210327","128.0658921,35.1610474","128.5276409,35.882758","128.5276409,35.882758"
"128.7946461,35.22105","128.0655923,35.1613518","128.5279511,35.8823253","128.5279511,35.8823253"
"128.7942503,35.2211011","128.064635,35.1623292","128.5288378,35.8810726","128.5288378,35.8810726"
"128.7939061,35.2211499","128.063862,35.163129","128.5292831,35.8804756","128.5292831,35.8804756"
"128.7932499,35.2212732","128.0633343,35.1636626","128.5300887,35.8792948","128.5300887,35.8792948"
"128.7928985,35.2213545","128.0629308,35.1640711","128.5306669,35.8784298","128.5306669,35.8784298"
"128.7922201,35.2215358","128.0628697,35.1641327","128.5308091,35.878205","128.5308091,35.878205"
"128.7917194,35.2216935","128.0621991,35.1648166","128.531145,35.8775385","128.531145,35.8775385"
"128.7910934,35.2219202","128.0606998,35.1663493","128.5313798,35.8768585","128.5313798,35.8768585"
"128.7907169,35.2220793","128.0606497,35.1664","128.5314833,35.8762969","128.5314833,35.8762969"
"128.7901734,35.2223159","128.0603868,35.1666663","128.5315668,35.8758156","128.5315668,35.8758156"
"128.7897071,35.2225643","128.0598493,35.1672242","128.5315913,35.8753935","128.5315913,35.8753935"
"128.7889468,35.2229863","128.057812,35.1692661","128.5315896,35.8753538","128.5315896,35.8753538"
