0,1
"129.185386,35.8395991","129.3648165,36.0089169"
"129.1853819,35.8396145","129.3648366,36.0088742"
"129.1854236,35.8398086","129.3651248,36.0089581"
"129.1854235,35.8398564","129.3650633,36.0091231"
"129.1853998,35.8398865","129.3650393,36.0091875"
"129.1852074,35.8400009","129.3649402,36.009455"
"129.185189,35.8400228","129.3645794,36.0103909"
"129.1851831,35.8400581","129.3645345,36.0105087"
"129.1851948,35.8400859","129.3643125,36.0104554"
"129.1852222,35.8401251","129.3636999,36.0103081"
"129.1854995,35.8405161","129.3631999,36.0101824"
"129.1855791,35.8406133","129.3625491,36.0100159"
"129.1856495,35.8406997","129.3617923,36.0098212"
"129.1858813,35.8409777","129.361674,36.0097915"
"129.1861494,35.8412994","129.3613993,36.0097164"
"129.1862257,35.8414516","129.3604667,36.0095001"
"129.1866216,35.8413243","129.3603038,36.009463"
"129.1868503,35.8412508","129.3598866,36.0093658"
"129.1873637,35.8410786","129.359399,36.0092498"
"129.1877262,35.8409428","129.3592941,36.0092244"
"129.1881144,35.8407688","129.3590498,36.009166"
"129.188329,35.8406522","129.3588601,36.0091212"
"129.1884176,35.8406041","129.358599,36.0090576"
"129.1887663,35.8403891","129.3581784,36.0089578"
"129.1890119,35.8402243","129.3580367,36.0089248"
"129.1890763,35.8401828","129.3578615,36.0088825"
"129.1891504,35.8401286","129.3577689,36.0088586"
"129.1894343,35.8399416","129.3574801,36.0087973"
"129.1895877,35.8398141","129.357277,36.0087509"
"129.1897346,35.8396904","129.3571087,36.0087165"
"129.1898465,35.8395887","129.3570229,36.0086998"
"129.1901763,35.8393749","129.3567891,36.0086647"
"129.1904912,35.8391875","129.3566056,36.0086459"
"129.1907994,35.8390497","129.3564134,36.0086353"
"129.1920113,35.838563","129.3562904,36.0086418"
"129.1930103,35.8381649","129.3558115,36.0087078"
"129.1934891,35.8379787","129.3555871,36.008741"
"129.1949197,35.8374159","129.3545742,36.0089333"
"129.1954368,35.837212","129.3541797,36.0090034"
"129.1955951,35.8371584","129.3540118,36.0090331"
"129.1960223,35.8370469","129.3537079,36.0090838"
"129.1964003,35.8369668","129.3536614,36.0090908"
"129.1967416,35.8369295","129.3534958,36.009124"
"129.1969274,35.8369215","129.3533366,36.0091499"
"129.1970402,35.8369163","129.3529874,36.0092076"
"129.197306,35.8369206","129.3525995,36.0092749"
"129.1974169,35.8369263","129.3523851,36.0093079"
"129.1976574,35.8369391","129.3511621,36.0095332"
"129.1979438,35.8369765","129.3497743,36.0097746"
"129.1982773,35.8370403","129.3481742,36.0100508"
"129.1985813,35.8371244","129.3480427,36.0100736"
"129.1987762,35.8371775","129.3479874,36.0100825"
"129.1988498,35.8371999","129.3477675,36.0101229"
"129.1990213,35.837248","129.3470993,36.0102495"
