0,1,2,3,4
"129.4311977,35.6006582","127.4960125,34.9933248","128.5286241,35.892308","129.4311977,35.6006582","128.5286241,35.892308"
"129.4314178,35.601137","127.4954864,34.9940164","128.5290901,35.8923545","129.4314178,35.601137","128.5290901,35.8923545"
"129.4314561,35.6012608","127.4953999,34.9941355","128.5296606,35.8924343","129.4314561,35.6012608","128.5296606,35.8924343"
"129.4315311,35.6015318","127.4948475,34.9948929","128.5303074,35.8925838","129.4315311,35.6015318","128.5303074,35.8925838"
"129.4316077,35.6018263","127.4945242,34.9953329","128.5307357,35.8927163","129.4316077,35.6018263","128.5307357,35.8927163"
"129.4316125,35.6018424","127.4935741,34.9966332","128.5317421,35.8930007","129.4316125,35.6018424","128.5317421,35.8930007"
"129.4316319,35.6020044","127.4931883,34.9971634","128.5323502,35.8931559","129.4316319,35.6020044","128.5323502,35.8931559"
"129.4316558,35.6024962","127.492797,34.9977053","128.5331435,35.8934133","129.4316558,35.6024962","128.5331435,35.8934133"
"129.4316499,35.6027992","127.4920123,34.998791","128.5350124,35.8939011","129.4316499,35.6027992","128.5350124,35.8939011"
"129.4315719,35.6035956","127.4911344,34.9999993","128.537513,35.8945675","129.4315719,35.6035956","128.537513,35.8945675"
"129.4314871,35.6044326","127.4903376,35.0009379","128.5388891,35.8949081","129.4314871,35.6044326","128.5388891,35.8949081"
"129.4311871,35.60683","127.489943,35.0012986","128.5406956,35.8952738","129.4311871,35.60683","128.5406956,35.8952738"
"129.4310496,35.6079527","127.4895397,35.0015961","128.5413095,35.8954542","129.4310496,35.6079527","128.5413095,35.8954542"
"129.4310459,35.6079807","127.4890662,35.001909","128.5415952,35.8955184","129.4310459,35.6079807","128.5415952,35.8955184"
"129.4308495,35.6095912","127.4886629,35.0021389","128.5421496,35.8956326","129.4308495,35.6095912","128.5421496,35.8956326"
"129.4308105,35.6099011","127.4882618,35.0023409","128.5423739,35.8956749","129.4308105,35.6099011","128.5423739,35.8956749"
"129.4305746,35.6120242","127.4877248,35.0025581","128.5446155,35.896098","129.4305746,35.6120242","128.5446155,35.896098"
"129.4305315,35.6124847","127.4871614,35.0027583","128.545142,35.896198","129.4305315,35.6124847","128.545142,35.896198"
"129.4304122,35.6138578","127.4866869,35.0028826","128.5462994,35.8964161","129.4304122,35.6138578","128.5462994,35.8964161"
"129.430372,35.6143921","127.4860874,35.003016","128.5469704,35.8965445","129.430372,35.6143921","128.5469704,35.8965445"
"129.4304048,35.6151578","127.4860491,35.0030214","128.5480368,35.8967498","129.4304048,35.6151578","128.5480368,35.8967498"
"129.4305127,35.6162036","127.4856249,35.0030827","128.5485757,35.8968641","129.4305127,35.6162036","128.5485757,35.8968641"
"129.4306126,35.6167312","127.4852797,35.0031223","128.5501535,35.8971983","129.4306126,35.6167312","128.5501535,35.8971983"
"129.4306962,35.6170823","127.4849191,35.0031512","128.5502746,35.8972243","129.4306962,35.6170823","128.5502746,35.8972243"
"129.4309508,35.617941","127.4845553,35.0031728","128.5510068,35.8974595","129.4309508,35.617941","128.5510068,35.8974595"
"129.4312365,35.6187081","127.4844775,35.0031773","128.5515748,35.8976745","129.4312365,35.6187081","128.5515748,35.8976745"
"129.4314324,35.6191404","127.482598,35.0032122","128.5522248,35.8979745","129.4314324,35.6191404","128.5522248,35.8979745"
"129.4324573,35.6214975","127.4814495,35.0032499","128.5526615,35.8982411","129.4324573,35.6214975","128.5526615,35.8982411"
"129.432631,35.621922","127.4811043,35.0032606","128.5530489,35.8985415","129.432631,35.621922","128.5530489,35.8985415"
"129.4327704,35.622348","127.4798505,35.0032893","128.5539618,35.8994495","129.4327704,35.622348","128.5539618,35.8994495"
"129.4329367,35.6228826","127.4792817,35.0033072","128.5566472,35.9023226","129.4329367,35.6228826","128.5566472,35.9023226"
"129.433262,35.6242413","127.4790198,35.0033108","128.5573234,35.9028396","129.433262,35.6242413","128.5573234,35.9028396"
"129.4333056,35.6244922","127.478793,35.0033225","128.5577302,35.9031011","129.4333056,35.6244922","128.5577302,35.9031011"
"129.4333804,35.6249399","127.4782844,35.0033837","128.5581911,35.9033449","129.4333804,35.6249399","128.5581911,35.9033449"
"129.4334374,35.625241","127.4777748,35.0034494","128.5586247,35.903534","129.4334374,35.625241","128.5586247,35.903534"
"129.4335261,35.6264052","127.4773288,35.0035287","128.5592672,35.9037709","129.4335261,35.6264052","128.5592672,35.9037709"
"129.4335327,35.6268603","127.4768443,35.0036431","128.5613632,35.9043898","129.4335327,35.6268603","128.5613632,35.9043898"
"129.4335543,35.6283997","127.4762086,35.0038333","128.5678527,35.906304","129.4335543,35.6283997","128.5678527,35.906304"
"129.4335629,35.6305442","127.4758382,35.0039631","128.5685823,35.9064976","129.4335629,35.6305442","128.5685823,35.9064976"
"129.4335762,35.6326553","127.4740176,35.0046615","128.5688937,35.9065805","129.4335762,35.6326553","128.5688937,35.9065805"
"129.4335824,35.63337","127.4735178,35.004803","128.5712239,35.9070574","129.4335824,35.63337","128.5712239,35.9070574"
"129.4335875,35.6338586","127.4725172,35.0050454","128.572886,35.907368","129.4335875,35.6338586","128.572886,35.907368"
"129.4336,35.6351556","127.4719922,35.0051516","128.576933,35.9081802","129.4336,35.6351556","128.576933,35.9081802"
"129.4336112,35.6371765","127.4718738,35.0051651","128.5790274,35.9085851","129.4336112,35.6371765","128.5790274,35.9085851"
"129.4337576,35.6384894","127.4713214,35.0052272","128.5809119,35.9089495","129.4337576,35.6384894","128.5809119,35.9089495"
"129.4339061,35.6390595","127.4706902,35.0052568","128.5813874,35.9090408","129.4339061,35.6390595","128.5813874,35.9090408"
"129.4341834,35.6398889","127.4695504,35.0052737","128.5816675,35.9090978","129.4341834,35.6398889","128.5816675,35.9090978"
"129.4345867,35.6407668","127.4681804,35.0052986","128.5849002,35.9097565","129.4345867,35.6407668","128.5849002,35.9097565"
"129.4350502,35.641531","127.4674801,35.0053119","128.5858872,35.9099666","129.4350502,35.641531","128.5858872,35.9099666"
"129.4354104,35.6420418","127.4657135,35.005325","128.5861994,35.9100242","129.4354104,35.6420418","128.5861994,35.9100242"
"129.4357778,35.6424857","127.4642515,35.0053417","128.5865239,35.9100916","129.4357778,35.6424857","128.5865239,35.9100916"
"129.4361913,35.642919","127.4629506,35.0053512","128.589587,35.9107328","129.4361913,35.642919","128.589587,35.9107328"
"129.4365973,35.6433136","127.4618667,35.0053842","128.5937493,35.9116082","129.4365973,35.6433136","128.5937493,35.9116082"
"129.4371532,35.643787","127.4615839,35.0053986","128.5950476,35.9118885","129.4371532,35.643787","128.5950476,35.9118885"
"129.4375952,35.6441188","127.4615554,35.0054013","128.5963748,35.9121748","129.4375952,35.6441188","128.5963748,35.9121748"
"129.4379623,35.6443644","127.4607817,35.0054849","128.5993612,35.9127155","129.4379623,35.6443644","128.5993612,35.9127155"
"129.438219,35.6445207","127.4601942,35.0055758","128.6046243,35.9136661","129.438219,35.6445207","128.6046243,35.9136661"
"129.438571,35.6447368","127.459473,35.0056937","128.6047498,35.9136911","129.438571,35.6447368","128.6047498,35.9136911"
"129.4389325,35.6449348","127.4579155,35.0060836","128.6080873,35.9142833","129.4389325,35.6449348","128.6080873,35.9142833"
"129.4389862,35.6449636","127.4556903,35.0067113","128.6087461,35.9143962","129.4389862,35.6449636","128.6087461,35.9143962"
"129.4392825,35.6451139","127.4555314,35.0067563","128.6109491,35.914777","129.4392825,35.6451139","128.6109491,35.914777"
"129.439754,35.6453371","127.4529182,35.0074975","128.6125778,35.9150595","129.439754,35.6453371","128.6125778,35.9150595"
"129.4416986,35.6460558","127.4507829,35.00809","128.6130656,35.9151469","129.4416986,35.6460558","128.6130656,35.9151469"
"129.4441366,35.6468999","127.4500759,35.0082935","128.6131112,35.9151555","129.4441366,35.6468999","128.6131112,35.9151555"
"129.4446483,35.6471413","127.4493458,35.0085033","128.6133434,35.9152002","129.4446483,35.6471413","128.6133434,35.9152002"
"129.4453481,35.6475339","127.4474999,35.0090075","128.6135123,35.9152329","129.4453481,35.6475339","128.6135123,35.9152329"
"129.4456551,35.6477615","127.4463368,35.009291","128.6176544,35.9159725","129.4456551,35.6477615","128.6176544,35.9159725"
"129.4457664,35.6478409","127.4442124,35.0098158","128.6199033,35.9163735","129.4457664,35.6478409","128.6199033,35.9163735"
"129.4461719,35.648167","127.4415914,35.0104548","128.6215499,35.9166664","129.4461719,35.648167","128.6215499,35.9166664"
"129.4464016,35.6483949","127.4411694,35.010561","128.6234499,35.9169272","129.4464016,35.6483949","128.6234499,35.9169272"
"129.4468758,35.6488668","127.4401839,35.0108076","128.625,35.9170497","129.4468758,35.6488668","128.625,35.9170497"
"129.447228,35.6493173","127.4371178,35.0115608","128.6262563,35.9170912","129.447228,35.6493173","128.6262563,35.9170912"
"129.4473693,35.6495395","127.4361762,35.011719","128.6300106,35.9169702","129.4473693,35.6495395","128.6300106,35.9169702"
"129.4477401,35.6501203","127.4360063,35.0117433","128.6344223,35.9168619","129.4477401,35.6501203","128.6344223,35.9168619"
"129.4482203,35.6511096","127.4355229,35.0118124","128.634696,35.9168539","129.4482203,35.6511096","128.634696,35.9168539"
"129.4483445,35.6513573","127.4350636,35.0118564","128.6350394,35.9168453","129.4483445,35.6513573","128.6350394,35.9168453"
"129.4486704,35.6519966","127.4340081,35.0119207","128.6372397,35.9167839","129.4486704,35.6519966","128.6372397,35.9167839"
"129.4490186,35.6526905","127.432912,35.0119661","128.641495,35.916666","129.4490186,35.6526905","128.641495,35.916666"
"129.4491615,35.6529821","127.4323936,35.0119776","128.6463315,35.9165081","129.4491615,35.6529821","128.6463315,35.9165081"
"129.4491953,35.6530518","127.4299318,35.0120339","128.6478981,35.9163948","129.4491953,35.6530518","128.6478981,35.9163948"
"129.4493383,35.6533452","127.4270065,35.0121007","128.6493169,35.9161748","129.4493383,35.6533452","128.6493169,35.9161748"
"129.4495382,35.6537548","127.4255619,35.0121332","128.6506248,35.9158747","129.4495382,35.6537548","128.6506248,35.9158747"
"129.4498121,35.6542994","127.4244472,35.0121658","128.6526754,35.9152834","129.4498121,35.6542994","128.6526754,35.9152834"
"129.4501395,35.655045","127.4218485,35.0121804","128.6551521,35.9145727","129.4501395,35.655045","128.6551521,35.9145727"
"129.4503138,35.6554902","127.4214495,35.0121829","128.6553621,35.9144597","129.4503138,35.6554902","128.6553621,35.9144597"
"129.4503823,35.6557172","127.4210615,35.0121898","128.655667,35.9143126","129.4503823,35.6557172","128.655667,35.9143126"
"129.4504249,35.6559248","127.4188617,35.0122272","128.6569295,35.9139479","129.4504249,35.6559248","128.6569295,35.9139479"
"129.4504603,35.6562451","127.4162663,35.0122723","128.6574551,35.9137409","129.4504603,35.6562451","128.6574551,35.9137409"
"129.4504741,35.6565875","127.4161556,35.012274","128.657816,35.9135589","129.4504741,35.6565875","128.657816,35.9135589"
"129.4504571,35.657024","127.4132116,35.0123243","128.6581805,35.9133219","129.4504571,35.657024","128.6581805,35.9133219"
"129.4504232,35.6573095","127.4127589,35.0123194","128.6585373,35.9130164","129.4504232,35.6573095","128.6585373,35.9130164"
"129.4502253,35.6584368","127.4123918,35.0123146","128.6585896,35.9129546","129.4502253,35.6584368","128.6585896,35.9129546"
"129.4496017,35.6620907","127.4111467,35.0122984","128.6590119,35.9125007","129.4496017,35.6620907","128.6590119,35.9125007"
"129.4495533,35.6623736","127.4093493,35.0122159","128.6593366,35.9122","129.4495533,35.6623736","128.6593366,35.9122"
"129.4495135,35.6627331","127.4080232,35.0121437","128.6596258,35.9119646","129.4495135,35.6627331","128.6596258,35.9119646"
"129.4495033,35.6632687","127.4069119,35.0120833","128.6601171,35.9116894","129.4495033,35.6632687","128.6601171,35.9116894"
"129.4495041,35.6633931","127.404812,35.0119582","128.6602539,35.9116412","129.4495041,35.6633931","128.6602539,35.9116412"
"129.4495315,35.6636559","127.4023976,35.0118246","128.6604921,35.9115641","129.4495315,35.6636559","128.6604921,35.9115641"
"129.4496216,35.6641376","127.3999536,35.0116828","128.6606326,35.9115474","129.4496216,35.6641376","128.6606326,35.9115474"
"129.4498241,35.664741","127.399844,35.0116764","128.6609922,35.9115051","129.4498241,35.664741","128.6609922,35.9115051"
"129.4500624,35.6652744","127.3979667,35.0115703","128.6611615,35.9114909","129.4500624,35.6652744","128.6611615,35.9114909"
"129.4504543,35.6659442","127.3960915,35.0114623","128.662262,35.9114911","129.4504543,35.6659442","128.662262,35.9114911"
"129.450937,35.6666666","127.3937813,35.0113151","128.6630746,35.9115833","129.450937,35.6666666","128.6630746,35.9115833"
"129.4519741,35.6682913","127.3927818,35.0112817","128.6634624,35.9116579","129.4519741,35.6682913","128.6634624,35.9116579"
"129.4528495,35.6697159","127.3923554,35.0112931","128.6636873,35.9117243","129.4528495,35.6697159","128.6636873,35.9117243"
"129.4539994,35.6715245","127.3922228,35.0112966","128.6638866,35.9117909","129.4539994,35.6715245","128.6638866,35.9117909"
"129.4543123,35.6719413","127.3916123,35.0113285","128.664074,35.9118756","129.4543123,35.6719413","128.664074,35.9118756"
"129.4546018,35.6723053","127.3913448,35.0113544","128.6643301,35.91203","129.4546018,35.6723053","128.6643301,35.91203"
"129.454796,35.6725203","127.3907923,35.0114143","128.6646882,35.9122681","129.454796,35.6725203","128.6646882,35.9122681"
"129.455012,35.6727242","127.389969,35.0115696","128.6648072,35.9123733","129.455012,35.6727242","128.6648072,35.9123733"
"129.4555489,35.6732248","127.3891577,35.0117221","128.6649874,35.9125663","129.4555489,35.6732248","128.6649874,35.9125663"
"129.4561117,35.6736492","127.3881458,35.0119124","128.6652244,35.9129328","129.4561117,35.6736492","128.6652244,35.9129328"
"129.4597842,35.6761425","127.3880373,35.0119339","128.6656497,35.9138996","129.4597842,35.6761425","128.6656497,35.9138996"
"129.4601303,35.6763775","127.3870342,35.0121368","128.6660116,35.9145416","129.4601303,35.6763775","128.6660116,35.9145416"
"129.4604185,35.6765955","127.3861538,35.0123127","128.6662248,35.9147992","129.4604185,35.6765955","128.6662248,35.9147992"
"129.4610115,35.6770826","127.3854247,35.0124581","128.6665244,35.9153498","129.4610115,35.6770826","128.6665244,35.9153498"
"129.4611043,35.6771712","127.3852932,35.0124859","128.666837,35.9160329","129.4611043,35.6771712","128.666837,35.9160329"
"129.4612036,35.6773003","127.3832495,35.0129159","128.6670868,35.916666","129.4612036,35.6773003","128.6670868,35.916666"
"129.4612623,35.6773994","127.3807498,35.0134248","128.6673689,35.9176108","129.4612623,35.6773994","128.6673689,35.9176108"
"129.461379,35.6775156","127.3787489,35.0138412","128.6673698,35.9178272","129.461379,35.6775156","128.6673698,35.9178272"
"129.4614413,35.6775786","127.378067,35.0139785","128.6674326,35.9180249","129.4614413,35.6775786","128.6674326,35.9180249"
"129.4614617,35.677599","127.3776547,35.014061","128.6674872,35.9181993","129.4614617,35.677599","128.6674872,35.9181993"
"129.4617662,35.6778996","127.3769487,35.0142028","128.6675611,35.918552","129.4617662,35.6778996","128.6675611,35.918552"
"129.4618852,35.6780203","127.3758249,35.0144244","128.6676261,35.9191292","129.4618852,35.6780203","128.6676261,35.9191292"
"129.4619238,35.6780611","127.3751999,35.0145491","128.6676497,35.9196744","129.4619238,35.6780611","128.6676497,35.9196744"
"129.4619464,35.6780833","127.3749993,35.0145913","128.6676455,35.9199206","129.4619464,35.6780833","128.6676455,35.9199206"
"129.4619861,35.678125","127.3747109,35.0146505","128.6676371,35.9203994","129.4619861,35.678125","128.6676371,35.9203994"
"129.4626226,35.6787601","127.3746747,35.0146577","128.667633,35.9206492","129.4626226,35.6787601","128.667633,35.9206492"
"129.4626826,35.6788195","127.3729117,35.0150246","128.6676274,35.9209485","129.4626826,35.6788195","128.6676274,35.9209485"
"129.4629713,35.6791033","127.3723514,35.0151359","128.6676241,35.9210991","129.4629713,35.6791033","128.6676241,35.9210991"
"129.4632703,35.6794022","127.3681127,35.0159781","128.6676411,35.922033","129.4632703,35.6794022","128.6676411,35.922033"
"129.4633405,35.6794723","127.3655634,35.0164983","128.6677492,35.9229749","129.4633405,35.6794723","128.6677492,35.9229749"
"129.463484,35.6795997","127.363808,35.0168669","128.6678569,35.9235166","129.463484,35.6795997","128.6678569,35.9235166"
"129.4638149,35.6798918","127.3625832,35.0171487","128.6678617,35.9235409","129.4638149,35.6798918","128.6678617,35.9235409"
"129.4638995,35.6799662","127.3609854,35.017595","128.66797,35.9238942","129.4638995,35.6799662","128.66797,35.9238942"
"129.4644893,35.6804532","127.3599885,35.0179321","128.6681307,35.92442","129.4644893,35.6804532","128.6681307,35.92442"
"129.464899,35.6807116","127.3597932,35.0180112","128.6684498,35.9252409","129.464899,35.6807116","128.6684498,35.9252409"
"129.4649494,35.6807414","127.3585735,35.0185021","128.6688747,35.9260247","129.4649494,35.6807414","128.6688747,35.9260247"
"129.4650533,35.6807875","127.3572571,35.0191201","128.669437,35.9268748","129.4650533,35.6807875","128.669437,35.9268748"
"129.4656498,35.6810076","127.3548402,35.020312","128.6701123,35.9277166","129.4656498,35.6810076","128.6701123,35.9277166"
"129.4660392,35.6811167","127.3540646,35.0206799","128.6706995,35.9282996","129.4660392,35.6811167","128.6706995,35.9282996"
"129.4662957,35.6811675","127.3529829,35.0211935","128.6711344,35.928701","129.4662957,35.6811675","128.6711344,35.928701"
"129.4664176,35.6811844","127.3518519,35.0216421","128.672243,35.9295377","129.4664176,35.6811844","128.672243,35.9295377"
"129.466462,35.6811909","127.3507661,35.0219933","128.6726293,35.929798","129.466462,35.6811909","128.6726293,35.929798"
"129.4665351,35.6811969","127.3504667,35.0220903","128.672797,35.9298947","129.4665351,35.6811969","128.672797,35.9298947"
"129.4665473,35.6811985","127.350334,35.0221253","128.6731984,35.9301278","129.4665473,35.6811985","128.6731984,35.9301278"
"129.4671697,35.6812577","127.3483259,35.0226513","128.6737873,35.9304494","129.4671697,35.6812577","128.6737873,35.9304494"
"129.467431,35.6812832","127.3468641,35.0229714","128.6740755,35.9305962","129.467431,35.6812832","128.6740755,35.9305962"
"129.4676778,35.6812972","127.3444614,35.0235139","128.675237,35.9311068","129.4676778,35.6812972","128.675237,35.9311068"
"129.4677198,35.6812974","127.344298,35.0235506","128.6760203,35.931458","129.4677198,35.6812974","128.6760203,35.931458"
"129.4679433,35.6813109","127.341916,35.024103","128.67651,35.9316623","129.4679433,35.6813109","128.67651,35.9316623"
"129.4682965,35.681343","127.3415026,35.0241953","128.678224,35.9324244","129.4682965,35.681343","128.678224,35.9324244"
"129.4683552,35.6813483","127.3394321,35.0246561","128.6819866,35.9340833","129.4683552,35.6813483","128.6819866,35.9340833"
"129.4687994,35.6813916","127.3365686,35.0253088","128.6835187,35.9347569","129.4687994,35.6813916","128.6835187,35.9347569"
"129.4689871,35.6814327","127.334815,35.0257068","128.6846289,35.9352427","129.4689871,35.6814327","128.6846289,35.9352427"
"129.4692495,35.6814996","127.3313229,35.0265442","128.6855116,35.9356316","129.4692495,35.6814996","128.6855116,35.9356316"
"129.4693619,35.6815329","127.3279361,35.0273384","128.68815,35.9368163","129.4693619,35.6815329","128.68815,35.9368163"
"129.4696093,35.6816623","127.3231432,35.0284289","128.6895123,35.9374744","129.4696093,35.6816623","128.6895123,35.9374744"
"129.4697864,35.6817666","127.3222351,35.028626","128.6910539,35.9383309","129.4697864,35.6817666","128.6910539,35.9383309"
"129.4699532,35.6819009","127.321543,35.0287755","128.6911623,35.9383912","129.4699532,35.6819009","128.6911623,35.9383912"
"129.4701074,35.6820598","127.3200822,35.0290718","128.6927747,35.9393831","129.4701074,35.6820598","128.6927747,35.9393831"
"129.4701506,35.6821105","127.3197663,35.0291354","128.6944746,35.9405833","129.4701506,35.6821105","128.6944746,35.9405833"
"129.470664,35.6828115","127.3191357,35.0292634","128.6969662,35.9423814","129.470664,35.6828115","128.6969662,35.9423814"
"129.471326,35.6837157","127.3181058,35.0294801","128.6991619,35.9439579","129.471326,35.6837157","128.6991619,35.9439579"
"129.4719853,35.6846","127.3177735,35.0295526","128.6992493,35.9440246","129.4719853,35.6846","128.6992493,35.9440246"
"129.4721017,35.6847477","127.3165615,35.0298331","128.699525,35.9442166","129.4721017,35.6847477","128.699525,35.9442166"
"129.4724199,35.6851536","127.3139741,35.0303999","128.7014833,35.945635","129.4724199,35.6851536","128.7014833,35.945635"
"129.4726602,35.6854895","127.3111651,35.0310196","128.7027332,35.9465402","129.4726602,35.6854895","128.7027332,35.9465402"
"129.4728559,35.6857613","127.3111421,35.031025","128.7028622,35.9466345","129.4728559,35.6857613","128.7028622,35.9466345"
"129.4730502,35.6860231","127.310949,35.031067","128.7044866,35.9478163","129.4730502,35.6860231","128.7044866,35.9478163"
"129.4731439,35.6861487","127.3103491,35.0311996","128.7053654,35.9483728","129.4731439,35.6861487","128.7053654,35.9483728"
"129.4733302,35.6864476","127.3097886,35.0313285","128.7058939,35.9487074","129.4733302,35.6864476","128.7058939,35.9487074"
"129.4734291,35.6866047","127.3091019,35.0314871","128.7059745,35.9487579","129.4734291,35.6866047","128.7059745,35.9487579"
"129.4734934,35.6867442","127.3085107,35.0316241","128.7067559,35.949181","129.4734934,35.6867442","128.7067559,35.949181"
"129.4735652,35.6870126","127.3080665,35.0317262","128.707174,35.9494076","129.4735652,35.6870126","128.707174,35.9494076"
"129.473587,35.6870916","127.3069641,35.032004","128.7085991,35.9500829","129.473587,35.6870916","128.7085991,35.9500829"
"129.4736245,35.6872685","127.3053119,35.0324829","128.7092537,35.9503297","129.4736245,35.6872685","128.7092537,35.9503297"
"129.4737245,35.6877411","127.3034247,35.0331327","128.7098827,35.9505685","129.4737245,35.6877411","128.7098827,35.9505685"
"129.4738515,35.688635","127.3028793,35.0333374","128.710675,35.9508292","129.4738515,35.688635","128.710675,35.9508292"
"129.4738662,35.6887349","127.3024437,35.0335152","128.7114048,35.9510608","129.4738662,35.6887349","128.7114048,35.9510608"
"129.4738956,35.6889435","127.3016843,35.0338341","128.7119114,35.9512035","129.4738956,35.6889435","128.7119114,35.9512035"
"129.4739223,35.6891288","127.3014417,35.033941","128.7127041,35.9514119","129.4739223,35.6891288","128.7127041,35.9514119"
"129.4739369,35.6892719","127.2999863,35.0346285","128.714225,35.9518247","129.4739369,35.6892719","128.714225,35.9518247"
"129.4739493,35.6894159","127.2998173,35.0347075","128.7167998,35.952491","129.4739493,35.6894159","128.7167998,35.952491"
"129.4739405,35.6895089","127.2987173,35.0353","128.7169323,35.9525257","129.4739405,35.6895089","128.7169323,35.9525257"
"129.4739369,35.6895414","127.297729,35.0359412","128.7199314,35.9533058","129.4739369,35.6895414","128.7199314,35.9533058"
"129.4738971,35.6896746","127.2970974,35.0364443","128.7199536,35.9533109","129.4738971,35.6896746","128.7199536,35.9533109"
"129.4738419,35.6898143","127.2963789,35.0370166","128.7202565,35.9533899","129.4738419,35.6898143","128.7202565,35.9533899"
"129.4737525,35.6899979","127.2955215,35.0379214","128.7205236,35.9534593","129.4737525,35.6899979","128.7205236,35.9534593"
"129.4737004,35.6900799","127.2941617,35.0393555","128.7207741,35.9535244","129.4737004,35.6900799","128.7207741,35.9535244"
"129.4736371,35.6901575","127.294087,35.0394339","128.7219342,35.9538317","129.4736371,35.6901575","128.7219342,35.9538317"
"129.4736049,35.6901968","127.2931047,35.0402744","128.7246281,35.9545877","129.4736049,35.6901968","128.7246281,35.9545877"
"129.4732294,35.6906519","127.2906418,35.0421332","128.7248562,35.9546377","129.4732294,35.6906519","128.7248562,35.9546377"
"129.4731105,35.6908062","127.2898583,35.042791","128.7280808,35.9554359","129.4731105,35.6908062","128.7280808,35.9554359"
"129.4730574,35.6908927","127.2898133,35.0428342","128.7307955,35.9560275","129.4730574,35.6908927","128.7307955,35.9560275"
"129.4729999,35.6910253","127.2894923,35.0431411","128.7328027,35.9563909","129.4729999,35.6910253","128.7328027,35.9563909"
"129.4729745,35.6911582","127.2891769,35.0434454","128.7353524,35.95671","129.4729745,35.6911582","128.7353524,35.95671"
"129.4729741,35.6913665","127.288891,35.0437641","128.7377775,35.9568518","129.4729741,35.6913665","128.7377775,35.9568518"
"129.4729788,35.6914673","127.2888756,35.0437821","128.7399588,35.9568671","129.4729788,35.6914673","128.7399588,35.9568671"
"129.4729802,35.6914808","127.288417,35.044316","128.7408287,35.956832","129.4729802,35.6914808","128.7408287,35.956832"
"129.4729832,35.6915142","127.2877933,35.0450859","128.7412853,35.9568146","129.4729832,35.6915142","128.7412853,35.9568146"
"129.4730249,35.6918137","127.2873918,35.0455893","128.7425087,35.9567659","129.4730249,35.6918137","128.7425087,35.9567659"
"129.4730465,35.6919296","127.2873665,35.0456217","128.7452403,35.9565131","129.4730465,35.6919296","128.7452403,35.9565131"
"129.4730715,35.6920923","127.2869573,35.046135","128.7475962,35.9562038","129.4730715,35.6920923","128.7475962,35.9562038"
"129.47309,35.6922164","127.2861047,35.0472165","128.7499991,35.9557857","129.47309,35.6922164","128.7499991,35.9557857"
"129.4731246,35.6924971","127.2850596,35.0485302","128.7503317,35.9557128","129.4731246,35.6924971","128.7503317,35.9557128"
"129.4731761,35.6931994","127.2849682,35.0486446","128.7545109,35.9547992","129.4731761,35.6931994","128.7545109,35.9547992"
"129.4732362,35.6942","127.2840782,35.0497711","128.7565847,35.9543339","129.4732362,35.6942","128.7565847,35.9543339"
"129.4732625,35.6949081","127.2835358,35.0504437","128.7583747,35.9539329","129.4732625,35.6949081","128.7583747,35.9539329"
"129.4732744,35.6951243","127.2835347,35.0504455","128.7594646,35.9536538","129.4732744,35.6951243","128.7594646,35.9536538"
"129.4732815,35.6952332","127.2828483,35.0512811","128.7599947,35.9535175","129.4732815,35.6952332","128.7599947,35.9535175"
"129.4733002,35.695498","127.2826437,35.0515233","128.7606495,35.9533492","129.4733002,35.695498","128.7606495,35.9533492"
"129.4732408,35.6960461","127.2816738,35.0525396","128.7623495,35.952941","129.4732408,35.6960461","128.7623495,35.952941"
"129.473214,35.6963053","127.2814352,35.0527818","128.7631744,35.9527998","129.473214,35.6963053","128.7631744,35.9527998"
"129.4731995,35.6963875","127.2812879,35.0529167","128.7646122,35.9525746","129.4731995,35.6963875","128.7646122,35.9525746"
"129.4731202,35.6966692","127.2809164,35.0532569","128.7657614,35.952466","129.4731202,35.6966692","128.7657614,35.952466"
"129.4730725,35.6967511","127.280158,35.0538832","128.7669744,35.952391","129.4730725,35.6967511","128.7669744,35.952391"
"129.4729794,35.6968752","127.2799789,35.0540127","128.7681749,35.9523747","129.4729794,35.6968752","128.7681749,35.9523747"
"129.472863,35.6969943","127.2798372,35.0541152","128.7687075,35.9523997","129.472863,35.6969943","128.7687075,35.9523997"
"129.4728479,35.6970099","127.2794933,35.0543689","128.7688218,35.9524048","129.4728479,35.6970099","128.7688218,35.9524048"
"129.4727313,35.6971209","127.2788286,35.0548402","128.7701079,35.952466","129.4727313,35.6971209","128.7701079,35.952466"
"129.4726979,35.6971557","127.2775871,35.0557162","128.7716725,35.9525396","129.4726979,35.6971557","128.7716725,35.9525396"
"129.4726784,35.6971741","127.2758037,35.0570042","128.772245,35.9525642","129.4726784,35.6971741","128.772245,35.9525642"
"129.4722769,35.6975629","127.2757312,35.0570564","128.7741691,35.9526556","129.4722769,35.6975629","128.7741691,35.9526556"
"129.4721096,35.6977243","127.2750137,35.0575817","128.7764851,35.952777","129.4721096,35.6977243","128.7764851,35.952777"
"129.4718937,35.6979333","127.2744048,35.0580837","128.7765572,35.9527808","129.4718937,35.6979333","128.7765572,35.9527808"
"129.4718538,35.6979719","127.2741398,35.0583429","128.7774894,35.9528303","129.4718538,35.6979719","128.7774894,35.9528303"
"129.4717513,35.6980727","127.273999,35.0584806","128.7782939,35.9528723","129.4717513,35.6980727","128.7782939,35.9528723"
"129.471748,35.6980755","127.2729669,35.0597195","128.7811825,35.9530218","129.471748,35.6980755","128.7811825,35.9530218"
