0,1
"127.2640589,37.0117461","128.8752536,35.2554189"
"127.2643735,37.0117765","128.8749998,35.2554245"
"127.2643997,37.0116647","128.8747248,35.2554159"
"127.2644454,37.0114386","128.8747016,35.2554045"
"127.2644716,37.0113133","128.8746869,35.255383"
"127.2645128,37.0110754","128.8746874,35.2553496"
"127.2645324,37.0109231","128.874728,35.255149"
"127.2645314,37.0108672","128.8747636,35.2547843"
"127.2645305,37.0108131","128.8746998,35.2547815"
"127.2644994,37.0106923","128.8743839,35.2547535"
"127.2644683,37.0105714","128.8743447,35.2547774"
"127.264396,37.0103342","128.8743019,35.2547815"
"127.264271,37.0100176","128.8741115,35.2547656"
"127.2641929,37.0098344","128.8733036,35.2546981"
"127.2641751,37.0097911","128.872871,35.2546625"
"127.264165,37.0097676","128.8727191,35.2546507"
"127.2643653,37.0097122","128.8725408,35.2546356"
"127.2644046,37.0097077","128.87191,35.2545787"
"127.2644653,37.0097087","128.871561,35.2545475"
"127.264526,37.0097269","128.8713662,35.254529"
"127.2645911,37.0097532","128.8712274,35.2545161"
"127.2648369,37.0098717","128.8711437,35.2545053"
"127.2649384,37.0097502","128.8712152,35.2543089"
"127.2646623,37.0096145","128.8713149,35.2540328"
"127.2644996,37.0095231","128.8713265,35.254002"
"127.2642629,37.0093649","128.8713549,35.2539241"
"127.2640981,37.0092546","128.8713748,35.253868"
"127.2640835,37.0092455","128.8714744,35.2535828"
"127.2640622,37.0092311","128.8717447,35.2528567"
"127.2642234,37.0090764","128.871813,35.252672"
"127.2645919,37.0087553","128.8718404,35.2525995"
"127.2647362,37.0086294","128.8718467,35.2525814"
"127.2648827,37.0085107","128.8721261,35.2518164"
"127.2651551,37.0083895","128.8722949,35.2513321"
"127.2653867,37.0083476","128.8723621,35.2511411"
"127.265479,37.0083297","128.8724167,35.2509917"
"127.2655487,37.0083155","128.8724742,35.2508162"
"127.2659749,37.0082316","128.8726853,35.250234"
"127.2663461,37.0081557","128.8727043,35.2501851"
"127.2664631,37.0081334","128.8727748,35.2499995"
"127.2670198,37.0080254","128.8727991,35.2499415"
"127.2670951,37.0080111","128.8730409,35.2492905"
"127.2674831,37.0079434","128.873062,35.2492407"
"127.2676192,37.0079184","128.8731055,35.2490797"
"127.2681174,37.0078229","128.8731738,35.2488265"
"127.2682299,37.0078006","128.8727812,35.2488156"
"127.2683795,37.0077702","128.8727317,35.2488161"
"127.2689396,37.0076587","128.872679,35.2488158"
"127.2690498,37.0076354","128.871792,35.2488142"
"127.2691859,37.0076059","128.8717019,35.2488152"
"127.2695132,37.0075417","128.8716183,35.2488153"
"127.2698202,37.0074792","128.8707369,35.2488153"
"127.2700496,37.0074391","128.8701159,35.248816"
"127.2700845,37.0074319","128.869906,35.2488166"
"127.2711698,37.0072077","128.8697367,35.2488158"
"127.2712868,37.0071836","128.869674,35.2488165"
"127.2713892,37.0071622","128.8692322,35.2488161"
"127.2723305,37.0069648","128.8691498,35.2488162"
"127.2724498,37.0069398","128.8690915,35.2488168"
"127.2725735,37.0069157","128.8687377,35.2488208"
"127.2732753,37.0067782","128.8686662,35.2488207"
"127.2734226,37.0067478","128.8686421,35.248821"
"127.2736262,37.0067049","128.86862,35.2488167"
"127.2740591,37.0066192","128.8685747,35.2488046"
"127.2741626,37.0066005","128.8684331,35.2487503"
"127.2745,37.0065398","128.8684099,35.2487416"
"127.2748992,37.0064649","128.868371,35.2487132"
"127.2754897,37.006347","128.8683474,35.2486864"
"127.2756123,37.0063229","128.8683169,35.2486353"
"127.2757146,37.0063024","128.8682863,35.2485798"
"127.2759789,37.0062488","128.8681309,35.2484238"
"127.2763073,37.0061818","128.8681072,35.2483898"
"127.2767684,37.0060853","128.8679791,35.2481541"
"127.2769067,37.0060567","128.8679483,35.2480904"
"127.2778571,37.0058647","128.8674818,35.2471436"
"127.2780348,37.005829","128.8672162,35.2465759"
"127.2790335,37.0056154","128.8671991,35.2465382"
"127.2794755,37.0055261","128.8671177,35.2463389"
"127.279479,37.0054693","128.8669908,35.2459833"
"127.2794971,37.0054269","128.8668969,35.2456905"
"127.2795388,37.0053864","128.8668807,35.245642"
"127.2796074,37.0053649","128.866833,35.2454874"
"127.2796726,37.0053569","128.8666436,35.2448738"
"127.2797479,37.0053643","128.8666308,35.2448306"
"127.2798108,37.0053852","128.8665869,35.244704"
"127.2798466,37.0054294","128.8665361,35.2445594"
"127.2798623,37.0054574","128.866447,35.2442953"
"127.2798701,37.0054952","128.8664181,35.2442091"
"127.279996,37.0054892","128.8663892,35.2441238"
"127.280196,37.005504","128.8663538,35.2440421"
"127.280497,37.0055622","128.8663469,35.244026"
"127.2806498,37.0055976","128.8663153,35.243974"
"127.2808025,37.0056529","128.8662746,35.2439087"
"127.2811325,37.0057996","128.8662197,35.2438435"
"127.28133,37.0059279","128.8659174,35.2435782"
"127.2814366,37.0059993","128.865846,35.2435159"
"127.2815622,37.0061041","128.8654981,35.2432178"
"127.2816597,37.006199","128.8652997,35.2430523"
"127.2817045,37.0062585","128.8650124,35.2428284"
"127.2819567,37.0064889","128.8648352,35.2426852"
"127.2819982,37.0065259","128.8646749,35.2425617"
"127.2822716,37.0068338","128.8645591,35.242471"
"127.2824251,37.0070017","128.8645491,35.2424639"
"127.2827366,37.0073232","128.8645123,35.2424355"
"127.2829755,37.0075112","128.8643754,35.2423297"
"127.2830035,37.0075356","128.8636985,35.2418081"
"127.2835744,37.0079891","128.8627703,35.2410513"
"127.2837975,37.0081662","128.8627113,35.2410024"
"127.2838547,37.0082087","128.8619895,35.240428"
"127.2840656,37.0083776","128.861524,35.2400636"
"127.2843292,37.0085782","128.8611888,35.2398005"
"127.284374,37.0086126","128.8610808,35.2397152"
"127.285625,37.0094397","128.8609917,35.239644"
"127.2858999,37.009606","128.8609672,35.2396245"
"127.2860245,37.0096729","128.8609516,35.2396129"
"127.2861143,37.0097128","128.860848,35.2395311"
"127.2861592,37.0097336","128.8602486,35.239042"
"127.286267,37.0097861","128.8599123,35.2387744"
"127.2864095,37.0098584","128.8596026,35.2385245"
"127.2865521,37.0099263","128.859381,35.2383512"
"127.2867003,37.0099743","128.8591895,35.238201"
"127.28687,37.0099927","128.8591583,35.238177"
"127.2871329,37.0100454","128.8589222,35.2379921"
"127.2883741,37.0103334","128.8585737,35.2377174"
"127.288482,37.010357","128.8580459,35.2373032"
"127.2885449,37.0103716","128.8580269,35.237288"
"127.2887448,37.0104188","128.8579534,35.2372303"
"127.2920475,37.0111855","128.8579423,35.2372214"
"127.2924013,37.011278","128.85791,35.2371965"
"127.2925979,37.0113288","128.8569524,35.2364435"
"127.2932864,37.0115139","128.8569413,35.2364356"
"127.2939267,37.0116854","128.85689,35.2363956"
"127.2947434,37.0118509","128.856821,35.2363413"
"127.294767,37.0118545","128.8556462,35.2354159"
"127.2948895,37.0118773","128.8550514,35.234933"
"127.2949277,37.0118846","128.8549011,35.2348157"
"127.295131,37.0119183","128.8547118,35.2346681"
"127.2955435,37.0119559","128.8546862,35.2346486"
"127.2962998,37.0120113","128.8545838,35.2345686"
"127.2968203,37.0120077","128.854527,35.2345241"
"127.2970799,37.0120289","128.8534315,35.2336717"
"127.2974788,37.0120629","128.8533313,35.2335935"
"127.2981891,37.0121218","128.8532066,35.2334957"
"127.2982374,37.0121237","128.8525251,35.2329578"
"127.2989802,37.0122007","128.852198,35.2327108"
"127.2998556,37.0122995","128.8521479,35.2326744"
"127.3008468,37.0124193","128.8520389,35.2325936"
"127.3013547,37.0124877","128.8519453,35.2325198"
"127.3017288,37.0125488","128.8518818,35.2324646"
"127.3023715,37.0126751","128.8518361,35.2324264"
"127.3034803,37.0129114","128.8518216,35.232413"
"127.304833,37.0132021","128.8517748,35.2323721"
"127.3052161,37.0132865","128.8517067,35.2323097"
"127.3052981,37.0133056","128.8516273,35.2322249"
"127.3054273,37.0133355","128.8515655,35.2321445"
"127.3057059,37.0134","128.8514981,35.2320587"
"127.3057508,37.0134109","128.8508268,35.2311997"
"127.3064496,37.0135725","128.8507368,35.2310763"
"127.3082136,37.0139152","128.8497835,35.2297787"
"127.3088215,37.0140216","128.8497026,35.2296705"
"127.3101462,37.0142338","128.84967,35.2296258"
"127.3103597,37.0142711","128.8496115,35.229548"
"127.3106901,37.0143221","128.8492531,35.2290056"
"127.3115766,37.0144759","128.849146,35.2288418"
"127.3122305,37.0146256","128.8489791,35.2285849"
"127.3124316,37.0146809","128.8489023,35.2284577"
"127.3127922,37.0147798","128.8488249,35.2282963"
"127.3131516,37.0148777","128.8487675,35.228149"
"127.3132707,37.0149103","128.8487122,35.2279269"
"127.3135796,37.015001","128.8486761,35.2277371"
"127.3142514,37.0151994","128.8486637,35.2275199"
"127.3149781,37.0154178","128.8486638,35.2273279"
"127.3156892,37.0156163","128.8486722,35.2272358"
"127.3160476,37.0157025","128.8486807,35.2271492"
"127.3166994,37.0158063","128.8487118,35.2269712"
"127.3171838,37.0158548","128.8487669,35.2267804"
"127.3174524,37.0158805","128.8488684,35.2265394"
"127.3176861,37.0159016","128.848964,35.2263436"
"127.3177322,37.0159061","128.8489757,35.2263164"
"127.3180502,37.0159526","128.8490316,35.2261796"
"127.3183783,37.0160171","128.849085,35.2260159"
"127.3186626,37.016087","128.8491221,35.2258676"
"127.319004,37.0161966","128.8491489,35.2256987"
"127.3193645,37.0163413","128.8491608,35.2255507"
"127.3201316,37.0166598","128.8491565,35.225429"
"127.3210457,37.0170398","128.8491499,35.2252253"
"127.3214535,37.0171828","128.8491304,35.2251119"
"127.321924,37.0173692","128.8491231,35.2250687"
"127.3220341,37.0174118","128.849108,35.2250184"
"127.3220622,37.0174226","128.8490281,35.2247037"
"127.3221296,37.0174498","128.8490071,35.22463"
"127.3222745,37.0175059","128.8489175,35.2243308"
"127.3227338,37.0176968","128.8488082,35.2239668"
"127.3229348,37.0177863","128.8484974,35.2229127"
"127.3234873,37.0180395","128.8484252,35.2226664"
"127.3238085,37.0181833","128.8481131,35.2216033"
"127.3242498,37.0183814","128.8481085,35.2215871"
"127.3249371,37.0186889","128.8480405,35.2213309"
"127.3252189,37.0188462","128.8480114,35.2212312"
"127.3255343,37.0190648","128.848002,35.2211952"
"127.325752,37.0192382","128.8479467,35.2209758"
"127.3259348,37.0194368","128.8477271,35.2201866"
"127.3261691,37.0197048","128.8473722,35.219188"
"127.3266317,37.0204492","128.8473514,35.219126"
"127.3267416,37.0206107","128.8472893,35.2188878"
"127.3268894,37.0208291","128.8472822,35.2188608"
"127.3271529,37.0211585","128.8472635,35.2187934"
"127.3275242,37.0215313","128.8471806,35.218495"
"127.3278001,37.0218058","128.8468522,35.2173058"
"127.3281749,37.0221146","128.8467473,35.21694"
"127.3285263,37.0223423","128.8466378,35.2165625"
"127.3286621,37.0224308","128.8465084,35.2161131"
"127.329962,37.023308","128.8460736,35.2146023"
"127.3303122,37.0235393","128.8460529,35.2145448"
"127.3315246,37.0243559","128.8458844,35.2144548"
"127.3321992,37.0248391","128.8458458,35.2144417"
"127.3322217,37.0248545","128.8456618,35.2144121"
"127.3326696,37.025149","128.8454757,35.2143845"
"127.332865,37.0252772","128.8451253,35.2145227"
"127.33292,37.0253116","128.8448035,35.2147282"
"127.3331378,37.0254489","128.844611,35.214917"
"127.3332995,37.025551","128.8444957,35.2151194"
"127.3341776,37.0260372","128.8444452,35.2153192"
"127.3349502,37.0264475","128.8444449,35.2155031"
"127.3350726,37.0265072","128.844575,35.215994"
"127.3368617,37.0273805","128.8448088,35.2168479"
"127.3372695,37.0275685","128.8448492,35.217035"
"127.3377536,37.0277918","128.844926,35.2173596"
"127.3378749,37.0278479","128.844931,35.2173992"
"127.3381141,37.0279384","128.8449857,35.2178495"
"127.3382658,37.0279954","128.8450919,35.2186922"
"127.3388241,37.0282061","128.8452744,35.2192997"
"127.3390938,37.0283066","128.8455618,35.2203324"
"127.3393376,37.0283979","128.8456225,35.2205482"
"127.3395937,37.0284848","128.845674,35.2207414"
"127.3396387,37.0285002","128.8457379,35.2209499"
"127.3398611,37.0285753","128.8457622,35.2210245"
"127.3401251,37.028664","128.8458747,35.2212495"
"127.3403375,37.0287391","128.8459748,35.2213909"
"127.3404363,37.0287762","128.8460908,35.2214942"
"127.3410992,37.0290223","128.8461953,35.2215678"
"127.3421462,37.0294312","128.8463205,35.2216323"
"127.3421833,37.0294438","128.8463867,35.2216496"
"127.3422552,37.0294701","128.846454,35.2216687"
"127.3423361,37.0295017","128.8466521,35.221689"
"127.3424484,37.0295433","128.8469117,35.2215743"
"127.3429,37.0297143","128.8469865,35.2215076"
"127.3429652,37.0297423","128.8470879,35.2213974"
"127.3432741,37.0298726","128.8471253,35.2212636"
"127.3439741,37.0300979","128.8471129,35.221114"
"127.3442303,37.0301641","128.8470718,35.2210207"
"127.3446124,37.0302637","128.8469823,35.2209234"
"127.3452126,37.0303808","128.846848,35.2208429"
"127.3459274,37.0305233","128.8466868,35.2207915"
"127.3460993,37.0305568","128.8464743,35.2207659"
"127.3466546,37.0306504","128.8461649,35.2207946"
"127.346677,37.030654","128.8459785,35.2208183"
"127.3466804,37.0306549","128.8455456,35.2208835"
"127.3468962,37.0306985","128.8433353,35.2212372"
"127.3477032,37.0308591","128.8426299,35.2213027"
"127.3488125,37.031039","128.842437,35.2213346"
"127.3494869,37.0311642","128.8421512,35.2213928"
"127.3497364,37.0312078","128.8411284,35.2215988"
"127.3499623,37.0312478","128.8397069,35.221886"
