0,1
"127.1308346,37.5200254","127.0512068,37.5841665"
"127.1308244,37.5200244","127.0512674,37.5842533"
"127.1306366,37.5200076","127.0512989,37.5842976"
"127.1305869,37.5199994","127.0513585,37.58436"
"127.1305621,37.5199831","127.0515461,37.5844418"
"127.1305498,37.5199578","127.051727,37.5846751"
"127.13055,37.5199163","127.0517798,37.5847492"
"127.1305582,37.5198451","127.0519921,37.5850456"
"127.1305865,37.5196244","127.052037,37.585108"
"127.1304485,37.5196059","127.0521146,37.5851993"
"127.1302122,37.5195745","127.0522024,37.5853024"
"127.1304948,37.5182468","127.0523787,37.5851778"
"127.1305365,37.5180496","127.0524483,37.5850888"
"127.1306117,37.5179497","127.0525122,37.5850106"
"127.1306992,37.5178743","127.0527109,37.5847401"
"127.1308342,37.5178152","127.0527748,37.5846583"
"127.1311835,37.5176631","127.053008,37.5843068"
"127.1314726,37.5175378","127.0530937,37.5841773"
"127.1315384,37.5175092","127.053184,37.5840397"
"127.1317573,37.5174134","127.0532719,37.5839175"
"127.1318629,37.5175616","127.0534706,37.5836424"
"127.1325244,37.5185948","127.0534718,37.5836397"
"127.1330196,37.5193679","127.0535472,37.5835355"
"127.1330309,37.5193859","127.0535963,37.5834671"
"127.1331431,37.5195648","127.0536865,37.5833332"
"127.1331689,37.5196153","127.0537757,37.5831992"
"127.133262,37.5197977","127.053858,37.5830778"
"127.1333941,37.5200811","127.053898,37.5830176"
"127.1334902,37.5203392","127.0539791,37.5828962"
"127.1335738,37.5206018","127.0540682,37.5827641"
"127.1335882,37.5206487","127.0542625,37.5824746"
"127.1338467,37.5207964","127.0544657,37.5822094"
"127.1339223,37.5208399","127.0545558,37.5820926"
"127.1340849,37.5209161","127.0546631,37.5819533"
"127.1342262,37.5209454","127.0547624,37.5818248"
"127.1343653,37.5209602","127.054791,37.5817852"
"127.1346867,37.5209666","127.0549737,37.5815398"
"127.1355997,37.5205467","127.055057,37.5814275"
"127.1367486,37.5200293","127.0550947,37.5813781"
"127.1381117,37.5194242","127.0553138,37.5810923"
"127.1385653,37.5192299","127.0554577,37.5808999"
"127.1388193,37.519119","127.0554828,37.5808658"
"127.139087,37.5190017","127.0554999,37.5808496"
"127.1400078,37.5185899","127.0555547,37.580766"
"127.1421602,37.5176383","127.0557089,37.5805475"
"127.1433813,37.5171498","127.0560914,37.5800235"
"127.1435456,37.517089","127.0562193,37.5798464"
"127.1437836,37.5170276","127.0562696,37.5797727"
"127.1438153,37.5170195","127.0563748,37.579609"
"127.1438912,37.5170044","127.0564935,37.5794472"
"127.144215,37.5169531","127.0569365,37.5788414"
"127.1446001,37.5168975","127.0570039,37.578747"
"127.145224,37.5168075","127.0571981,37.5784737"
"127.145831,37.5167101","127.0572175,37.5784422"
"127.1463689,37.5166234","127.0572689,37.578364"
"127.1470866,37.5165588","127.0574892,37.578071"
"127.1471693,37.5165519","127.0577383,37.5777078"
"127.1475564,37.516517","127.0578114,37.5775999"
"127.1478351,37.5164556","127.0578263,37.5775621"
"127.1485499,37.5162829","127.0578367,37.5775333"
"127.1487742,37.5162331","127.0584738,37.5776285"
"127.1489068,37.5162064","127.0586027,37.5776488"
"127.1490302,37.5161789","127.0586616,37.5776581"
"127.1491027,37.5161628","127.0593894,37.5777248"
"127.1492749,37.5161228","127.0596293,37.5777473"
"127.1493225,37.5161121","127.0600051,37.5777875"
"127.1494449,37.51608","127.0602258,37.5778153"
"127.1503195,37.5158519","127.0605075,37.577856"
"127.1505155,37.5158011","127.0605834,37.5778671"
"127.1509659,37.5155581","127.0607406,37.5778903"
"127.151186,37.5154389","127.0610824,37.5779411"
"127.1512723,37.5153644","127.0610846,37.577942"
"127.1513121,37.5153248","127.0612498,37.5779661"
"127.1514283,37.5151647","127.0615871,37.5780079"
"127.1515322,37.5149496","127.0619017,37.5780496"
"127.1516681,37.5144425","127.0620239,37.5780663"
"127.1517411,37.5140696","127.0634216,37.5782346"
"127.1517118,37.5138081","127.0637215,37.5782709"
"127.1516247,37.512591","127.0649245,37.5784159"
"127.1515866,37.5120077","127.0649947,37.5784243"
"127.1516116,37.5117581","127.0652867,37.5784578"
"127.1517122,37.511525","127.0659997,37.5785325"
"127.1518373,37.5113991","127.0664491,37.5785666"
"127.151962,37.5113409","127.0665374,37.5785742"
"127.1521116,37.5112999","127.0667797,37.578585"
"127.1523368,37.5112744","127.0669235,37.5785909"
"127.1525935,37.5113139","127.0670288,37.5785958"
"127.152756,37.5114136","127.0671284,37.5786016"
"127.1528147,37.5114525","127.0673537,37.578615"
"127.1528743,37.5115329","127.0676617,37.5786333"
"127.1529622,37.5115998","127.0681757,37.578655"
"127.153449,37.5122746","127.0683773,37.5786629"
"127.1534975,37.512318","127.0685868,37.5786673"
"127.1535561,37.5123696","127.068974,37.5786832"
"127.1537116,37.5125079","127.069497,37.5787157"
"127.1541495,37.5127499","127.0698185,37.5787394"
"127.154562,37.5128664","127.0700461,37.5787493"
"127.1557899,37.5130656","127.0700982,37.5787521"
"127.1562501,37.51314","127.0701412,37.5787541"
"127.1566391,37.5132015","127.0702511,37.578759"
"127.1570153,37.5133252","127.0713243,37.5788242"
"127.1610372,37.5139993","127.0714999,37.5788248"
"127.1612373,37.5140332","127.0719946,37.5788528"
"127.1634287,37.5143901","127.072212,37.5788662"
"127.1654244,37.5147167","127.0724325,37.5789256"
"127.1661379,37.5148295","127.0726936,37.5790148"
"127.1688433,37.5151319","127.0727331,37.5790312"
"127.1700365,37.5152777","127.0731592,37.5791941"
"127.1719307,37.5155425","127.073392,37.5792824"
"127.1744352,37.5160001","127.0737118,37.5793971"
"127.1755229,37.5161996","127.0747313,37.5797559"
"127.180855,37.5172516","127.0747472,37.5797614"
"127.1830948,37.517693","127.0749506,37.5798414"
"127.1845553,37.5180683","127.0751291,37.5799115"
"127.1845858,37.5180783","127.0754817,37.580047"
"127.1863995,37.5186744","127.0756162,37.5801007"
"127.1872266,37.5189821","127.0758309,37.5801898"
"127.1877383,37.5192161","127.0760794,37.5802953"
"127.1887499,37.5197749","127.076102,37.5803062"
"127.1894993,37.5202582","127.0761415,37.5803243"
"127.1901785,37.5207404","127.0767552,37.5805537"
"127.190783,37.5212593","127.0778042,37.580908"
"127.1912057,37.5216534","127.0782813,37.5810702"
"127.191422,37.5219046","127.0783276,37.5810857"
"127.1917993,37.5223427","127.0788351,37.5812623"
"127.1920819,37.5226833","127.0788928,37.5812788"
