0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"127.7025684,37.8160851",,,,"129.4571935,35.9750355",,,,"128.5789617,38.1270761","129.3942093,35.9934508","127.5893141,37.4807912","127.7021195,37.818952","127.8980625,37.3705413",,"127.7844442,37.833569","127.8852498,37.3432123","127.7844442,37.833569",,,"129.421134,35.9638889",,"127.2741177,38.0741191","126.9552757,37.7936766","127.9809566,37.7857242",,,,,,,
"127.7025674,37.8161419",,,,"129.4574117,35.9754294",,,,"128.579069,38.1280827","129.3945077,35.9932658","127.5894566,37.4808092","127.70212,37.8191395","127.897199,37.371716",,"127.7844424,37.8339782","127.8852566,37.3432159","127.7844424,37.8339782",,,"129.4209954,35.9639344",,"127.2740875,38.0743047","126.9553106,37.7937227","127.9813247,37.7860995",,,,,,,
"127.7025543,37.8163185",,,,"129.4576494,35.9759412",,,,"128.5792593,38.1293075","129.3947728,35.9931264","127.589632,37.4808442","127.7021398,37.8193125","127.8967494,37.3723412",,"127.7843873,37.8344352","127.8857431,37.3434216","127.7843873,37.8344352",,,"129.4206536,35.9641066",,"127.2740364,38.074593","126.9553579,37.7937698","127.9815307,37.7863339",,,,,,,
"127.7025458,37.8165367",,,,"129.4579624,35.9766248",,,,"128.5793397,38.1298106","129.3950739,35.9930062","127.5896716,37.4808523","127.7022029,37.8195287","127.8964245,37.3728408",,"127.7843438,37.8346454","127.8864409,37.3436465","127.7843438,37.8346454",,,"129.4203091,35.9643501",,"127.2740272,38.0746218","126.9554008,37.793806","127.9816439,37.7864623",,,,,,,
"127.7025267,37.8170162",,,,"129.4581492,35.9770913",,,,"128.5794723,38.1303726","129.3951024,35.992995","127.5897915,37.4808864","127.7023058,37.8197845","127.8961369,37.3733492",,"127.7841911,37.8351315","127.886797,37.3437499","127.7841911,37.8351315",,,"129.4200572,35.9645245",,"127.2739938,38.0747263","126.9554505,37.7938495","127.9818376,37.786722",,,,,,,
"127.7025071,37.8173497",,,,"129.4583999,35.977766",,,,"128.5796522,38.131119","129.3951673,35.9929687","127.5902011,37.4810303","127.7023276,37.8198404","127.8958349,37.3739136",,"127.7839169,37.8356414","127.886901,37.3437793","127.7839169,37.8356414",,,"129.4198407,35.9646542",,"127.2739639,38.0748191","126.9556413,37.7940054","127.9820729,37.7871068",,,,,,,
"127.7024849,37.8175426",,,,"129.4585368,35.9781911",,,,"128.580517,38.1342077","129.3953246,35.9929166","127.5905248,37.4811644","127.7024393,37.8199934","127.8955805,37.3744976",,"127.7835722,37.8361389","127.887074,37.3438274","127.7835722,37.8361389",,,"129.4197936,35.9646775",,"127.2739374,38.0748992","126.9556887,37.7940498","127.9824247,37.7877741",,,,,,,
"127.7024614,37.8176553",,,,"129.4586874,35.9787664",,,,"128.5805942,38.1344926","129.3957788,35.9928419","127.5918589,37.4817114","127.7026263,37.8202013","127.8955072,37.3747259",,"127.7833493,37.8364053","127.8874098,37.3439074","127.7833493,37.8364053",,,"129.4196687,35.964739",,"127.2739213,38.0749416","126.955728,37.7941077","127.983016,37.7889326",,,,,,,
"127.7023872,37.8179709",,,,"129.4590382,35.9800353",,,,"128.5815054,38.1378657","129.3960386,35.9928071","127.5920468,37.4817888","127.702788,37.8203353","127.895186,37.3757357",,"127.7831569,37.8366131","127.8881354,37.3440628","127.7831569,37.8366131",,,"129.4194669,35.9648287",,"127.2737698,38.075263","126.9557662,37.7941691","127.9832243,37.7893409",,,,,,,
"127.7023749,37.8180106",,,,"129.4594179,35.9814886",,,,"128.5815645,38.138076","129.3963575,35.9927822","127.5921487,37.4818347","127.7029758,37.8204774","127.8949615,37.3768577",,"127.7828772,37.8368643","127.8889593,37.3442404","127.7828772,37.8368643",,,"129.4193856,35.9648634",,"127.2736951,38.075453","126.9559009,37.7943807","127.983345,37.789573",,,,,,,
"127.7022566,37.8184065",,,,"129.4598182,35.9828747",,,,"128.5817811,38.1388401","129.3966457,35.9927759","127.5922471,37.4818769","127.7032409,37.8206139","127.8948869,37.3772825",,"127.7828024,37.8369186","127.8896308,37.3443968","127.7828024,37.8369186",,,"129.4192397,35.9649252",,"127.2735071,38.0757826","126.955982,37.7944739","127.9836778,37.7900935",,,,,,,
"127.7021936,37.8186085",,,,"129.4599225,35.9832354",,,,"128.5822207,38.1404006","129.3974413,35.9927417","127.5924293,37.4819552","127.7035514,37.8207116","127.8947456,37.3781267",,"127.7823264,37.8372649","127.8902547,37.3445408","127.7823264,37.8372649",,,"129.4188737,35.9650618",,"127.273459,38.0758483","126.9560475,37.7945292","127.9837489,37.7902077",,,,,,,
"127.7021519,37.8187501",,,,"129.4600139,35.9834773",,,,"128.5824089,38.1410892","129.3976097,35.9927318","127.5926749,37.4820578","127.7035776,37.8207179","127.894612,37.3789248",,"127.7822516,37.8373192","127.8906221,37.3446261","127.7822516,37.8373192",,,"129.4187494,35.9651025",,"127.273348,38.0760022","126.9561572,37.7945955","127.9841294,37.7907334",,,,,,,
"127.7021195,37.818952",,,,"129.4600949,35.9836572",,,,"128.582457,38.1412591","129.3984106,35.9926875","127.5927156,37.4820749","127.7037754,37.820768","127.8942101,37.3813302",,"127.7817537,37.8375953","127.8910008,37.3447141","127.7817537,37.8375953",,,"129.418563,35.9651425",,"127.2730517,38.076308","126.9563711,37.7946938","127.9843493,37.7910083",,,,,,,
"127.70212,37.8191395",,,,"129.4602639,35.9840339",,,,"128.5828701,38.1428018","129.3990653,35.9926961","127.5927745,37.4820992","127.7040358,37.8208595","127.8939987,37.3825928",,"127.7814872,37.8377428","127.8918916,37.3449473","127.7814872,37.8377428",,,"129.4184073,35.9651693",,"127.2727088,38.0765994","126.956447,37.794723","127.9848425,37.7915686",,,,,,,
"127.7021398,37.8193125",,,,"129.4605191,35.9845309",,,,"128.5832416,38.1441556","129.3992962,35.9927051","127.5930563,37.4822179","127.7044531,37.8209381","127.8937997,37.3838581",,"127.7807325,37.8380403","127.8928724,37.3453217","127.7807325,37.8380403",,,"129.4181875,35.965208",,"127.2722118,38.0769355","126.9565353,37.7947612","127.9855081,37.7922707",,,,,,,
"127.7022029,37.8195287",,,,"129.4609019,35.9851196",,,,"128.5833306,38.1444603","129.3996121,35.9927415","127.5932045,37.48228","127.7046748,37.8209909","127.8935307,37.3855581",,"127.7798313,37.8383452","127.8936186,37.3457294","127.7798313,37.8383452",,,"129.4180206,35.9652296",,"127.2716303,38.0772877","126.956874,37.794889","127.9857838,37.7925778",,,,,,,
"127.7023058,37.8197845",,,,"129.4612304,35.9855289",,,,"128.5835323,38.1452136","129.3997996,35.99279","127.5934184,37.4823799","127.7048624,37.821051","127.8934531,37.3860478",,"127.7780863,37.8388289","127.8942316,37.3461537","127.7780863,37.8388289",,,"129.4179985,35.9652326",,"127.2701911,38.0781284","126.9571728,37.7950319","127.9861527,37.7930639",,,,,,,
"127.7023276,37.8198404",,,,"129.4615852,35.985972",,,,"128.5845203,38.1488212","129.3999976,35.992858","127.5941189,37.4827056","127.7050683,37.8211326","127.8933765,37.3865285",,"127.7765446,37.8392552","127.8946434,37.3465264","127.7765446,37.8392552",,,"129.4178803,35.9652507",,"127.2692978,38.0786413","126.9573346,37.79512","127.9862939,37.793286",,,,,,,
"127.7024393,37.8199934",,,,"129.4617245,35.9862248",,,,"128.5845988,38.1491097","129.4003653,35.9930172","127.5942333,37.4827605","127.7052026,37.8212045","127.8933372,37.3867801",,"127.7761483,37.8393643","127.8949043,37.3467707","127.7761483,37.8393643",,,"129.4177531,35.9652618",,"127.267614,38.0796321","126.9575019,37.7952209","127.9865878,37.7939337",,,,,,,
"127.7026263,37.8202013",,,,"129.4618386,35.9863537",,,,"128.5849033,38.1501785","129.4003776,35.9930233","127.5943419,37.4828109","127.7053141,37.8212674","127.8933,37.3870164",,"127.7760462,37.8393916","127.8951247,37.3470241","127.7760462,37.8393916",,,"129.417647,35.9652761",,"127.2672633,38.0798396","126.9576499,37.7953288","127.9868601,37.7945941",,,,,,,
"127.702788,37.8203353",,,,"129.4624554,35.987117",,,,"128.5850334,38.150636","129.4005851,35.9931164","127.5946961,37.482981","127.7054393,37.8213609","127.8931368,37.3879913",,"127.7738129,37.8399917","127.8954135,37.3474081","127.7738129,37.8399917",,,"129.4174683,35.965315",,"127.267221,38.0798648","126.9577821,37.7954285","127.9870762,37.7951449",,,,,,,
"127.7029758,37.8204774",,,,"129.4625938,35.9872878",,,,"128.5851055,38.1508832","129.4008192,35.9932137","127.595288,37.4832284","127.7055691,37.821458","127.8930496,37.3888164",,"127.770819,37.8408512","127.8957845,37.3479747","127.770819,37.8408512",,,"129.4174441,35.9653244",,"127.2671525,38.0799061","126.9579187,37.7955373","127.98727,37.7956109",,,,,,,
"127.7032409,37.8206139",,,,"129.4635206,35.9885211",,,,"128.5853364,38.1516786","129.4008629,35.993231","127.5954091,37.4832815","127.7058232,37.8217063","127.8929248,37.3902247",,"127.7705613,37.8409347","127.8959928,37.3482886","127.7705613,37.8409347",,,"129.4173221,35.9653687",,"127.267044,38.0799654","126.9580589,37.795638","127.9874448,37.7961023",,,,,,,
"127.7035514,37.8207116",,,,"129.4636237,35.988652",,,,"128.585437,38.1518399","129.4013266,35.9934157","127.5958154,37.4834434","127.7059417,37.8218377","127.8929052,37.3908098",,"127.7701856,37.8410645","127.8961887,37.3486124","127.7701856,37.8410645",,,"129.4169547,35.9655828",,"127.2667458,38.0801649","126.9581165,37.7956788","127.9874978,37.7963995",,,,,,,
"127.7035776,37.8207179",,,,"129.4637015,35.9887507",,,,"128.5855941,38.1523531","129.4016649,35.9935564","127.5959331,37.483492","127.7059988,37.8219214","127.8928868,37.3913913",,"127.7694671,37.841314","127.8962445,37.3487078","127.7694671,37.841314",,,"129.4169112,35.9656178",,"127.2666337,38.0802512","126.9581628,37.7957142","127.9875215,37.7968807",,,,,,,
"127.7037754,37.820768",,,,"129.4639169,35.9890249",,,,"128.585721,38.1526763","129.4019339,35.9936711","127.5962103,37.4835738","127.7060091,37.8219368","127.8929019,37.3919149",,"127.7692028,37.841466","127.8965124,37.3491999","127.7692028,37.841466",,,"129.4167535,35.9657465",,"127.2665011,38.0803599","126.9583981,37.795837","127.9875246,37.7978821",,,,,,,
"127.7040358,37.8208595",,,,"129.4640703,35.9891756",,,,"128.5859668,38.1531634","129.4021808,35.993788","127.5962273,37.4835783","127.706097,37.8221051","127.8929116,37.3922583",,"127.7689622,37.8415576","127.8966741,37.3494581","127.7689622,37.8415576",,,"129.416411,35.966026",,"127.2662976,38.0805434","126.9585224,37.795925","127.9875062,37.7981967",,,,,,,
"127.7044531,37.8209381",,,,"129.4642968,35.9893161",,,,"128.586305,38.1537263","129.4022787,35.9938468","127.596251,37.4835845","127.7063118,37.8225104","127.8929193,37.3926396",,"127.7687375,37.841641","127.8969996,37.349941","127.7687375,37.841641",,,"129.4163491,35.9660829",,"127.2661889,38.0806414","126.9591279,37.7963901","127.9874933,37.7986537",,,,,,,
"127.7046748,37.8209909",,,,"129.4645015,35.9893876",,,,"128.5865921,38.1541553","129.4022865,35.9938503","127.5966041,37.4836726","127.7064362,37.8227373","127.8930179,37.3940012",,"127.7683869,37.8418158","127.8975497,37.3506242","127.7683869,37.8418158",,,"129.416283,35.9661434",,"127.2659496,38.0809573","126.9593074,37.7965343","127.9875028,37.7990584",,,,,,,
"127.7048624,37.821051",,,,"129.4648177,35.9894356",,,,"128.5866873,38.1543419","129.4024246,35.9939662","127.5969039,37.4837526","127.7064704,37.8227796","127.8931117,37.3950825",,"127.7681241,37.8420661","127.8977872,37.3509245","127.7681241,37.8420661",,,"129.4162428,35.966181",,"127.2659221,38.0809978","126.9594553,37.7966521","127.9875189,37.7997749",,,,,,,
"127.7050683,37.8211326",,,,"129.4649895,35.9894292",,,,"128.5867387,38.1545","129.4024961,35.9940336","127.5975805,37.4839314","127.707003,37.8234528","127.893275,37.3973661",,"127.768037,37.8421744","127.8981882,37.3513784","127.768037,37.8421744",,,"129.4160531,35.9663572",,"127.2657686,38.0812228","126.9594745,37.7966693","127.9875191,37.7998082",,,,,,,
"127.7052026,37.8212045",,,,"129.4651504,35.9893887",,,,"128.5867293,38.1546344","129.4025557,35.9941137","127.5980433,37.4840716","127.7072937,37.8238201","127.8934496,37.3994243",,"127.7679365,37.8423495","127.8982745,37.3514772","127.7679365,37.8423495",,,"129.4158285,35.9667006",,"127.2656802,38.0814092","126.9594813,37.7966757","127.9875239,37.80002",,,,,,,
"127.7053141,37.8212674",,,,"129.4652076,35.9893706",,,,"128.5866656,38.1548792","129.4026218,35.9942308","127.5989995,37.4843665","127.7078398,37.8244653","127.8935371,37.4008166",,"127.7678871,37.8425163","127.8983496,37.3515761","127.7678871,37.8425163",,,"129.4158388,35.9668068",,"127.2656137,38.0815497","126.9605756,37.7975513","127.9875569,37.8003669",,,,,,,
"127.7054393,37.8213609",,,,"129.4653341,35.9892369",,,,"128.5866133,38.1549671","129.4026882,35.9943613","127.5991036,37.4844123","127.708248,37.8249486","127.893612,37.4015329",,"127.7678865,37.8426579","127.8987112,37.3520544","127.7678865,37.8426579",,,"129.4158522,35.966949",,"127.2655008,38.081891","126.9610072,37.7978634","127.9875974,37.8006551",,,,,,,
"127.7055691,37.821458",,,,"129.4653974,35.9891493",,,,"128.5865653,38.1550442","129.4029706,35.9949897","127.5996118,37.4846346","127.7085637,37.8253149","127.8937239,37.4021915",,"127.7678994,37.8427831","127.8987339,37.3520832","127.7678994,37.8427831",,,"129.4158841,35.9672117",,"127.2654517,38.0822749","126.9612265,37.7980023","127.9876632,37.8009974",,,,,,,
"127.7058232,37.8217063",,,,"129.4654368,35.9889963",,,,"128.5865014,38.1551178","129.4030807,35.995234","127.5997997,37.4847417","127.708981,37.8257982","127.8939244,37.4029416",,"127.7679248,37.842875","127.8988649,37.3522982","127.7679248,37.842875",,,"129.4158872,35.9672468",,"127.2654514,38.0827165","126.9615308,37.7981875","127.9878701,37.8015346",,,,,,,
"127.7059417,37.8218377",,,,"129.4654332,35.9888945",,,,"128.5863737,38.1552082","129.4031454,35.995388","127.5999661,37.4848443","127.7090095,37.8258396","127.894299,37.4039166",,"127.7679741,37.8430164","127.8989196,37.35239","127.7679741,37.8430164",,,"129.4158884,35.9672973",,"127.2655395,38.0833331","126.9616834,37.7982811","127.9879392,37.8016749",,,,,,,
"127.7059988,37.8219214",,,,"129.4653881,35.9887763",,,,"128.5860775,38.1553208","129.4032652,35.9956151","127.6007562,37.4852618","127.7093027,37.8262663","127.8946503,37.4045491",,"127.7681114,37.8432576","127.8990403,37.3525942","127.7681114,37.8432576",,,"129.4159381,35.9677048",,"127.2659344,38.0850166","126.9657467,37.8007637","127.9880267,37.8018593",,,,,,,
"127.7060091,37.8219368",,,,"129.4652884,35.9886463",,,,"128.585835,38.1553609","129.4034473,35.9959034","127.6015746,37.4857019","127.7095977,37.8268877","127.8948123,37.4048415",,"127.7681891,37.8433809","127.8990541,37.3526239","127.7681891,37.8433809",,,"129.4159601,35.9678785",,"127.26605,38.0856108","126.9659695,37.8008954","127.9882139,37.8021677",,,,,,,
"127.706097,37.8221051",,,,"129.4652139,35.9885926",,,,"128.5855449,38.1553474","129.4037124,35.9962246","127.6020523,37.4859413","127.7097101,37.8272687","127.8950617,37.4052075",,"127.7682531,37.8434736","127.8991169,37.3527616","127.7682531,37.8434736",,,"129.4160133,35.9682914",,"127.2661,38.0860282","126.9661143,37.8009889","127.9884729,37.8025163",,,,,,,
"127.7063118,37.8225104",,,,"129.4651453,35.9885549",,,,"128.5851772,38.1552562","129.4037864,35.9963018","127.6023149,37.4860645","127.7098225,37.8276462","127.8954119,37.4056246",,"127.7685764,37.8439289","127.8991693,37.3528596","127.7685764,37.8439289",,,"129.4160255,35.968384",,"127.2660951,38.0864905","126.9664581,37.8011969","127.9886779,37.8027597",,,,,,,
"127.7064362,37.8227373",,,,"129.465069,35.9885192",,,,"128.5847584,38.1551104","129.403849,35.9963667","127.6024688,37.486132","127.7099143,37.8279515","127.8957371,37.4060165",,"127.7687478,37.8441629","127.8993689,37.3532384","127.7687478,37.8441629",,,"129.4160303,35.9684435",,"127.2660873,38.0867744","126.9668213,37.8013878","127.9891706,37.8032381",,,,,,,
"127.7064704,37.8227796",,,,"129.4649684,35.9884911",,,,"128.5845015,38.1550245","129.403925,35.9964385","127.6027257,37.48623","127.7100967,37.8285641","127.8960747,37.4063994",,"127.7688086,37.844316","127.8995573,37.3536173","127.7688086,37.844316",,,"129.4160766,35.9687537",,"127.2659141,38.0878069","126.9672062,37.8015707","127.9895247,37.8035313",,,,,,,
"127.707003,37.8234528",,,,"129.4648424,35.9884616",,,,"128.5843056,38.1549749","129.4041162,35.9965932","127.6029351,37.4863019","127.7103217,37.8293704","127.8969618,37.4072743",,"127.7690221,37.8446021","127.8997248,37.3539178","127.7690221,37.8446021",,,"129.4161405,35.9691962",,"127.2657965,38.0885674","126.9677588,37.8018184","127.991278,37.8051536",,,,,,,
"127.7072937,37.8238201",,,,"129.4645358,35.988445",,,,"128.5839989,38.1549201","129.4042513,35.9966758","127.603262,37.486372","127.7104009,37.8296515","127.8977115,37.4080244",,"127.76975,37.8456496","127.8997876,37.3540384","127.76975,37.8456496",,,"129.4161417,35.9692007",,"127.2657732,38.0887142","126.9682264,37.8020377","127.991558,37.8054129",,,,,,,
"127.7078398,37.8244653",,,,"129.4636055,35.9884575",,,,"128.583029,38.154783","129.4043489,35.9967202","127.6034239,37.4864079","127.7105377,37.8297972","127.8993746,37.4096828",,"127.7698128,37.8457377","127.8999562,37.3543181","127.7698128,37.8457377",,,"129.4161565,35.9693059",,"127.2656724,38.0892286","126.96842,37.8021278","127.9918723,37.8056991",,,,,,,
"127.708248,37.8249486",,,,"129.4633662,35.9884678",,,,"128.5808217,38.1548646","129.4044618,35.9967572","127.6035857,37.4864618","127.7105651,37.8298269","127.8999371,37.4102749",,"127.7698676,37.8458151","127.8999926,37.3543712","127.7698676,37.8458151",,,"129.4161755,35.9694508",,"127.2656525,38.0893755","126.9685795,37.8022087","127.9919752,37.8057933",,,,,,,
"127.7085637,37.8253149",,,,"129.4627834,35.9884917",,,,"128.580654,38.1548716","129.404619,35.9967898","127.6039898,37.4866508","127.7106402,37.8298728","127.9006493,37.4109746",,"127.7699293,37.8459069","127.9001541,37.3545861","127.7699293,37.8459069",,,"129.4161896,35.9696209",,"127.265624,38.0900839","126.9687901,37.8023151","127.9920894,37.8058956",,,,,,,
"127.708981,37.8257982",,,,"129.4626256,35.988479",,,,"128.5784182,38.1549543","129.4047037,35.9968056","127.6040826,37.4866939","127.7108221,37.8299085","127.9015616,37.4119",,"127.7699522,37.8459375","127.9003041,37.3547757","127.7699522,37.8459375",,,"129.4161926,35.9696524",,"127.2656308,38.0904678","126.9705896,37.8032354","127.9921066,37.8059109",,,,,,,
"127.7090095,37.8258396",,,,"129.4606897,35.9886008",,,,"128.5781914,38.1549744","129.4050942,35.9968553","127.6043508,37.4868226","127.7109811,37.8298487","127.902412,37.4126497",,"127.770007,37.8460203","127.9014761,37.3560292","127.770007,37.8460203",,,"129.4162089,35.9698694",,"127.2656575,38.0906761","126.9712016,37.8035995","127.9921317,37.8059333",,,,,,,
"127.7093027,37.8262663",,,,"129.4594775,35.9886954",,,,"128.5779482,38.1550443","129.4051588,35.9968633","127.6044652,37.4868856","127.711107,37.829798","127.9028625,37.4129916",,"127.7700802,37.8461265","127.9015579,37.3561173","127.7700802,37.8461265",,,"129.416203,35.9699912",,"127.265724,38.0909258","126.9713068,37.8036577","127.9922426,37.8060311",,,,,,,
"127.7095977,37.8268877",,,,"129.4586926,35.9887993",,,,"128.5777204,38.1551527","129.4054265,35.9968798","127.6044686,37.4868874","127.7118297,37.8293866","127.9035996,37.4134749",,"127.7701133,37.846176","127.9015965,37.3561577","127.7701133,37.846176",,,"129.4161747,35.9701494",,"127.2658098,38.0911964","126.9714358,37.8037304","127.992262,37.806049",,,,,,,
"127.7097101,37.8272687",,,,"129.4583612,35.9888543",,,,"128.5775372,38.1552733","129.405712,35.9968978","127.6045648,37.4869513","127.7119794,37.8292872","127.9045119,37.4139577",,"127.7701819,37.846275","127.9016453,37.356208","127.7701819,37.846275",,,"129.4160871,35.9704248",,"127.2659773,38.0915834","126.9718172,37.803925","127.992294,37.8060768",,,,,,,
"127.7098225,37.8276462",,,,"129.4574366,35.9890082",,,,"128.5773444,38.1554346","129.4060306,35.9969053","127.6046146,37.4869945","127.7121474,37.8292058","127.9053365,37.4143163",,"127.7712651,37.8478327","127.901751,37.356341","127.7712651,37.8478327",,,"129.4159385,35.9707472",,"127.2660986,38.0918216","126.9718342,37.8039341","127.9924197,37.8061854",,,,,,,
"127.7099143,37.8279515",,,,"129.4570875,35.9891076",,,,"128.5771188,38.1556936","129.4063561,35.9968776","127.6046645,37.487054","127.7123347,37.8291342","127.906934,37.4148787",,"127.7714034,37.8480315","127.9017783,37.3563761","127.7714034,37.8480315",,,"129.4158664,35.9708827",,"127.2667226,38.0928295","126.9718953,37.803965","127.9924619,37.8062221",,,,,,,
"127.7100967,37.8285641",,,,"129.4563368,35.9892993",,,,"128.5771649,38.1558734","129.4066832,35.9968282","127.6047244,37.4870431","127.7126129,37.8290652","127.9081828,37.4153088",,"127.7715816,37.848288","127.9018204,37.3564291","127.7715816,37.848288",,,"129.4158173,35.9710115",,"127.2668146,38.0929595","126.9721941,37.8041168","127.9927008,37.8064365",,,,,,,
"127.7103217,37.8293704",,,,"129.4546249,35.9897743",,,,"128.5771893,38.1559831","129.4070732,35.9967625","127.6047844,37.4870503","127.7127299,37.8290452","127.908673,37.4154649",,"127.7716593,37.8483996","127.9019261,37.3565613","127.7716593,37.8483996",,,"129.4157877,35.9710705",,"127.2668941,38.0930714","126.9723277,37.804185","127.9930392,37.8067623",,,,,,,
"127.7104009,37.8296515",,,,"129.4538477,35.9899691",,,,"128.5774137,38.1561829","129.4079138,35.9965662","127.6048217,37.4870655","127.7128798,37.8290206","127.9098537,37.4158394",,"127.771865,37.8486947","127.902238,37.3570244","127.771865,37.8486947",,,"129.4157236,35.9712149",,"127.2671213,38.0933467","126.972578,37.804288","127.9933548,37.8070755",,,,,,,
"127.7104469,37.8298154",,,,"129.4533991,35.9900827",,,,"128.5777208,38.1562684","129.4081461,35.9964922","127.6048512,37.4870872","127.7131046,37.8289373","127.9110152,37.4162085",,"127.7723118,37.8493372","127.9023996,37.3572583","127.7723118,37.8493372",,,"129.4157183,35.9712267",,"127.2672383,38.0934786","126.9729938,37.8044368","127.9938992,37.8076158",,,,,,,
"127.7105247,37.8300217",,,,"129.45245,35.9902803",,,,"128.5783695,38.1564481","129.4087215,35.9962973","127.6048727,37.487134","127.7132418,37.8288451","127.9123433,37.4166663",,"127.77269,37.8498744","127.9024771,37.3573959","127.77269,37.8498744",,,"129.4155905,35.9715343",,"127.267534,38.0937522","126.9732069,37.8045089","127.9941054,37.8078791",,,,,,,
"127.7106518,37.830363",,,,"129.4521365,35.9903413",,,,"128.5788978,38.1566704","129.4093223,35.9960948","127.6051543,37.4871013","127.71332,37.8287638","127.9130349,37.4168847",,"127.772706,37.8498978","127.9025192,37.3574697","127.772706,37.8498978",,,"129.4155726,35.971577",,"127.2678468,38.0939944","126.9732227,37.8045144","127.9943496,37.8082079",,,,,,,
"127.7109868,37.8310772",,,,"129.4514395,35.990459",,,,"128.5799681,38.157113","129.4097965,35.9959304","127.6053115,37.4870741","127.7133799,37.8286619","127.9161283,37.41796",,"127.7727208,37.8499176","127.9029821,37.3582911","127.7727208,37.8499176",,,"129.4154638,35.9718473",,"127.2682998,38.0942891","126.973276,37.8045309","127.9944186,37.8083356",,,,,,,
"127.7112608,37.8315003",,,,"129.4507733,35.9905645",,,,"128.5800942,38.157156","129.4105654,35.995664","127.6055343,37.4870325","127.7134645,37.8284283","127.9175935,37.4184758",,"127.7727414,37.8499437","127.903006,37.3583342","127.7727414,37.8499437",,,"129.4153761,35.9720705",,"127.2684068,38.094347","126.9736081,37.804636","127.9945992,37.8086665",,,,,,,
"127.71144,37.8317731",,,,"129.4507003,35.9905756",,,,"128.5803007,38.1572262","129.4111232,35.9954712","127.6058442,37.4869709","127.7135422,37.8281956","127.9180205,37.4186357",,"127.7727963,37.8500229","127.9031211,37.3585222","127.7727963,37.8500229",,,"129.4152492,35.9723745",,"127.2687108,38.0945116","126.9740138,37.8047703","127.9949744,37.8094076",,,,,,,
"127.7119044,37.8324555",,,,"129.4496949,35.9906902",,,,"128.5807133,38.1573422","129.4111738,35.9954551","127.6060013,37.4869374","127.7136372,37.8280395","127.919967,37.419321",,"127.7732842,37.8507239","127.9032088,37.3586653","127.7732842,37.8507239",,,"129.4151354,35.9726666",,"127.2691015,38.0946683","126.9740648,37.8047877","127.9951994,37.809925",,,,,,,
"127.7119318,37.8324996",,,,"129.4441349,35.9912537",,,,"128.5810135,38.157417","129.4112542,35.9954295","127.6060997,37.4869166","127.7137539,37.8279293","127.9208243,37.4196587",,"127.7734991,37.8510443","127.9032669,37.358757","127.7734991,37.8510443",,,"129.4150999,35.9727582",,"127.2691823,38.0946964","126.9747324,37.8050088","127.9952283,37.8099879",,,,,,,
"127.7121499,37.8328444",,,,"129.4426988,35.9913996",,,,"128.5812596,38.1574634","129.412716,35.9949167","127.6071243,37.4867327","127.7139797,37.8277955","127.9218276,37.4200084",,"127.7735105,37.8510596","127.9034798,37.3590925","127.7735105,37.8510596",,,"129.4150308,35.9729252",,"127.2693806,38.0947644","126.9750312,37.8051606","127.9953851,37.8103343",,,,,,,
"127.7122663,37.8330271",,,,"129.4424299,35.9914274",,,,"128.5816346,38.1575077",,"127.6078638,37.4865788","127.7141668,37.8276699","127.9219137,37.4200388",,"127.7735494,37.851119","127.9035311,37.3591671","127.7735494,37.851119",,,"129.4149687,35.9730632",,"127.2695537,38.0948188","126.9752506,37.8052977","127.9954289,37.8104314",,,,,,,
"127.7124524,37.8333333",,,,"129.4422396,35.9914467",,,,"128.5820503,38.1575237",,"127.6079419,37.4865652","127.7143414,37.82752","127.9228425,37.4204077",,"127.7741596,37.8519873","127.9035481,37.3591887","127.7741596,37.8519873",,,"129.4149373,35.9731412",,"127.270013,38.094927","126.9756415,37.8055942","127.9955246,37.810641",,,,,,,
"127.7125483,37.8334881",,,,"129.4402323,35.9916423",,,,"128.5824382,38.1575138",,"127.6080719,37.4865308","127.7145315,37.8272627","127.9238498,37.420871",,"127.7741893,37.8520305","127.903813,37.3595159","127.7741893,37.8520305",,,"129.4149173,35.9731857",,"127.2729592,38.0955411","126.97599,37.8057958","127.9959742,37.8116162",,,,,,,
"127.7130069,37.8344986",,,,"129.4398422,35.9916594",,,,"128.5826036,38.1575096",,"127.608099,37.4865236","127.7147117,37.8270812","127.9245491,37.4212246",,"127.774355,37.8522699","127.9040888,37.3597818","127.774355,37.8522699",,,"129.4147616,35.9735325",,"127.2732122,38.0955911","126.9763148,37.8059739","127.9967654,37.8130567",,,,,,,
"127.7137069,37.8360403",,,,"129.439515,35.9916584",,,,"128.5829377,38.1574858",,"127.6082268,37.4864892","127.7150269,37.8268463","127.9252622,37.4216249",,"127.774411,37.8523527","127.9042272,37.3598895","127.774411,37.8523527",,,"129.4148586,35.9735571",,"127.273292,38.095612","126.9765816,37.8061535","127.9970178,37.8135901",,,,,,,
"127.7137846,37.8362105",,,,"129.4392451,35.9916439",,,,"128.5856886,38.1572675",,"127.6082958,37.4864648","127.7150915,37.8267984","127.9255401,37.4218096",,"127.7747744,37.8528628","127.9042759,37.3599281","127.7747744,37.8528628",,,"129.415711,35.9737698",,"127.273374,38.0956338","126.9766042,37.8061699","127.9972199,37.8142463",,,,,,,
