0,1
"126.9159523,37.5156159","127.4954564,36.6532258"
"126.9159033,37.5156536","127.4953121,36.652666"
"126.9157053,37.5158031","127.494266,36.6528706"
"126.915653,37.5158317","127.4941653,36.6528859"
"126.9156007,37.5158603","127.4940859,36.6528634"
"126.915201,37.5160485","127.494031,36.6527895"
"126.9150182,37.5161206","127.4938364,36.6520664"
"126.9149501,37.5161473","127.4937962,36.6517825"
"126.9148082,37.5162025","127.4935265,36.6518645"
"126.9146868,37.5162496","127.49322,36.6519321"
"126.9145993,37.5162916","127.4930331,36.6519663"
"126.9145495,37.5162994","127.4927031,36.6520096"
"126.9144996,37.5163082","127.4923775,36.6520249"
"126.9144838,37.5163099","127.4920911,36.652033"
"126.9143614,37.5163246","127.4917297,36.6520059"
"126.9142675,37.5163242","127.4913001,36.651932"
"126.9142234,37.5163249","127.4897796,36.6516695"
"126.9141408,37.5163244","127.4897349,36.6516614"
"126.913971,37.5163245","127.4890714,36.6516487"
"126.9138522,37.5163212","127.4889718,36.6516451"
"126.9135106,37.5163087","127.4889181,36.6516433"
"126.9132617,37.5162993","127.4887291,36.6516234"
"126.9129868,37.5162908","127.4885926,36.6515991"
"126.9128963,37.5162939","127.4883901,36.6515278"
"126.912568,37.5163058","127.4881898,36.6514133"
"126.9125539,37.5165149","127.4879616,36.6512952"
"126.9125389,37.5166951","127.4877491,36.6511825"
"126.9122744,37.516664","127.487645,36.6511266"
"126.9122621,37.5166432","127.4875801,36.6510923"
"126.9122708,37.5165441","127.4871494,36.6508498"
"126.912277,37.5164729","127.4867959,36.6506343"
"126.9123037,37.5163964","127.4866729,36.6505676"
"126.9123896,37.5158209","127.4865498,36.6504909"
"126.9123944,37.5156452","127.4861135,36.650224"
"126.9123945,37.5156289","127.4860733,36.6501997"
"126.9124035,37.5153505","127.4857869,36.6500248"
"126.912322,37.5152176","127.4856873,36.6499328"
"126.9122357,37.5151081","127.4855866,36.6498408"
"126.9118546,37.5146411","127.4854681,36.6497218"
"126.9116562,37.5143985","127.4847242,36.6489744"
"126.9116372,37.514375","127.4846471,36.6488951"
"126.9114882,37.5141823","127.4843741,36.6486165"
"126.9113953,37.5140592","127.4842869,36.6485326"
"126.9113236,37.5139633","127.4841493,36.6484749"
"126.911271,37.5138927","127.4840117,36.6483991"
"126.9112094,37.5138104","127.4832008,36.6475787"
"126.910956,37.5136523","127.4830419,36.6474353"
"126.9106903,37.513486","127.4828216,36.6473118"
"126.9106632,37.5134742","127.4827914,36.6473451"
"126.9101242,37.5132417","127.4827511,36.6473893"
"126.9100926,37.5132334","127.4827141,36.6474317"
"126.9098599,37.5131799","127.4822374,36.6480076"
"126.9097582,37.5131587","127.4820248,36.6483078"
"126.9096204,37.5131301","127.4818345,36.6485899"
"126.9093029,37.513069","127.4817607,36.6486999"
"126.9091685,37.5130422","127.4816991,36.648791"
"126.9091414,37.5130366","127.4815391,36.6490307"
"126.9091086,37.5130347","127.4813869,36.6492579"
"126.9090283,37.5130298","127.4810679,36.6497275"
"126.908974,37.5130268","127.4810231,36.6497852"
"126.9088315,37.5130189","127.4809985,36.6498186"
"126.9087794,37.5130159","127.480712,36.6501494"
"126.9085827,37.5130005","127.4806471,36.6502242"
"126.9083645,37.5129679","127.4803125,36.6506082"
"126.9082585,37.5129295","127.4801883,36.6507632"
"126.9081808,37.5128732","127.480026,36.6509678"
"126.9081482,37.5128496","127.4799745,36.6510327"
"126.9080516,37.5127599","127.4799051,36.6511192"
"126.9079607,37.512663","127.4797216,36.65135"
"126.9078864,37.512613","127.479575,36.651533"
"126.9077498,37.5125745","127.4792627,36.6518593"
"126.9076052,37.512553","127.4791967,36.6519404"
"126.9074333,37.5125387","127.4786091,36.6525957"
"126.9071992,37.5125231","127.4785241,36.6526912"
"126.907006,37.5124788","127.4776992,36.6536665"
"126.9068899,37.5124287","127.477641,36.653735"
"126.9068009,37.5123832","127.4774619,36.6539495"
"126.9067535,37.5123586","127.476965,36.6545327"
"126.9067096,37.5123349","127.4768866,36.6546246"
"126.9066713,37.5123095","127.4768351,36.6547012"
"126.9065468,37.5123161","127.4763605,36.6554106"
"126.9064177,37.5123353","127.4762374,36.6556206"
"126.9063451,37.5123484","127.476187,36.6557081"
"126.9062545,37.5123642","127.475887,36.6561912"
"126.9060958,37.5124039","127.4756239,36.6566076"
"126.9060022,37.5124963","127.4754258,36.6569105"
"126.9059635,37.5125367","127.4753116,36.6570827"
"126.9058573,37.5126479","127.4751908,36.6571764"
"126.9056109,37.512909","127.4750744,36.6572269"
"126.9053199,37.5132131","127.4748528,36.6572493"
"126.9052412,37.5132947","127.4747588,36.6574269"
"126.9051762,37.5133611","127.4744868,36.6577379"
"126.9051941,37.5133864","127.4742338,36.6580272"
"126.9052005,37.5134315","127.473982,36.6583192"
"126.9051912,37.5134612","127.4738622,36.658458"
"126.9051672,37.5134926","127.4732432,36.6591845"
"126.9051445,37.5135024","127.4732074,36.659226"
"126.9051173,37.5135104","127.4727327,36.6597902"
"126.9050811,37.5135084","127.4725984,36.6599443"
"126.9050461,37.5135001","127.4725066,36.6600498"
"126.9050213,37.5134847","127.4724529,36.6601102"
"126.9050022,37.5134638","127.4723913,36.6601787"
"126.9049934,37.5134359","127.4721271,36.6604779"
"126.9050005,37.5133953","127.4712674,36.661445"
"126.9050086,37.5133764","127.4711846,36.6615468"
"126.904744,37.513349","127.4711186,36.6616271"
"126.9046615,37.5133404","127.4709988,36.6617605"
"126.9044895,37.5133369","127.4697999,36.6630601"
"126.9044182,37.5133347","127.4696566,36.663216"
"126.9043164,37.5133324","127.468986,36.6639452"
"126.9041286,37.5133296","127.4685494,36.664421"
"126.9040098,37.5133272","127.4683054,36.664686"
"126.903951,37.5133269","127.4681072,36.6648834"
"126.9039442,37.5133269","127.4671108,36.6659739"
"126.9038063,37.51331","127.4664346,36.6666661"
"126.9036448,37.5132686","127.4660529,36.6670698"
"126.9034699,37.51321","127.4658827,36.6672663"
"126.9028202,37.5129436","127.4658222,36.6673303"
"126.902659,37.5128779","127.4657663,36.6673898"
"126.9024379,37.5127884","127.4654718,36.6676529"
"126.9016168,37.5124571","127.4654025,36.6676169"
"126.9008059,37.5121185","127.4644761,36.6671208"
"126.9006751,37.5120647","127.4636952,36.6666662"
"126.9004596,37.5119852","127.4635688,36.6665922"
"126.9001945,37.5118865","127.4635207,36.6665607"
"126.9000411,37.5118298","127.4635039,36.6665751"
"126.899882,37.5117767","127.4634815,36.6665994"
"126.8996946,37.5117145","127.4634144,36.6666661"
"126.8996169,37.5116708","127.4633517,36.666731"
"126.899573,37.5116364","127.4632364,36.6668481"
"126.8993653,37.5114388","127.4630404,36.6670464"
"126.8992464,37.5113075","127.4625859,36.6675214"
"126.8991387,37.5111889","127.4623642,36.6677521"
"126.8989952,37.5110304","127.461941,36.6682018"
"126.8987831,37.5108139","127.4616555,36.6685055"
"126.8987685,37.5107994","127.4615737,36.6685947"
"126.8987292,37.5107605","127.4612994,36.6688831"
"126.8987023,37.5107279","127.4609042,36.6693031"
"126.8985991,37.5106165","127.460856,36.6693544"
"126.8985621,37.5105748","127.4604305,36.6698014"
"126.8985408,37.5105495","127.4598729,36.6703863"
"126.8985195,37.510525","127.4596927,36.6705711"
"126.8983422,37.5103349","127.4594475,36.6708297"
"126.8981706,37.5101501","127.4591575,36.6710829"
"126.8978906,37.5097917","127.458938,36.6712677"
"126.8978167,37.5096994","127.4588697,36.6713208"
"126.8977999,37.5096777","127.4588306,36.6713515"
"126.8975977,37.5094901","127.4582696,36.6717993"
"126.8975089,37.509413","127.4580413,36.6719615"
"126.8971232,37.5091217","127.4578342,36.6720867"
"126.89704,37.5090582","127.4574435,36.6723174"
"126.8970242,37.5090473","127.456877,36.6726507"
"126.8969318,37.5089991","127.4563553,36.6729507"
"126.8966084,37.5088379","127.4563385,36.6729606"
"126.8964213,37.5087513","127.4560228,36.6731453"
"126.8962747,37.5086829","127.4558683,36.6732363"
"126.8961203,37.5086137","127.4556545,36.6733607"
"126.8958442,37.5084761","127.4554754,36.6734552"
"126.8952389,37.5081828","127.455303,36.6735336"
"126.8950429,37.5080818","127.4551922,36.6735804"
"126.8949888,37.5080481","127.4549997,36.6736498"
"126.8949348,37.5080127","127.4547825,36.6737155"
"126.8948537,37.5079645","127.4546963,36.6737416"
"126.8948098,37.5079372","127.4545475,36.6737866"
"126.8947671,37.5079118","127.4541702,36.6738992"
"126.8947322,37.5078891","127.4539016,36.6739838"
"126.8946466,37.5078355","127.4537908,36.674027"
"126.8941991,37.5076213","127.4535546,36.6741541"
"126.8941034,37.507574","127.453446,36.674209"
"126.8940436,37.507543","127.4532836,36.6742946"
"126.8940177,37.5075285","127.4530082,36.6744369"
"126.8939772,37.5075093","127.4527698,36.6745279"
"126.8937675,37.5074109","127.4525448,36.6745846"
"126.8937607,37.5074082","127.4522729,36.6745998"
"126.8930213,37.5070646","127.4521968,36.6745944"
"126.8929694,37.5070427","127.451898,36.6745735"
"126.8925964,37.5068641","127.4517614,36.674568"
"126.8924961,37.5068149","127.4516081,36.6745707"
"126.892442,37.5067903","127.451513,36.6745743"
"126.8922707,37.5067065","127.4513261,36.6746048"
"126.89174,37.5064279","127.4511302,36.6746561"
"126.8915789,37.5063451","127.4509164,36.6747282"
"126.8910235,37.5060484","127.4505055,36.674902"
"126.890672,37.5058609","127.4504843,36.674911"
"126.8905583,37.505799","127.4499089,36.6751668"
"126.8904028,37.5057171","127.4496715,36.6752794"
"126.8902901,37.5056552","127.4495585,36.6753334"
"126.8902079,37.5056097","127.4489002,36.6756486"
"126.8900457,37.5055178","127.4485341,36.6758757"
"126.8890149,37.5049762","127.448449,36.6759279"
"126.8889687,37.5049516","127.4480918,36.6761811"
"126.8889158,37.5049216","127.4479809,36.6762721"
"126.8888843,37.5049043","127.4479193,36.6763216"
"126.8886387,37.5047769","127.4475856,36.6766027"
"126.8883435,37.5046194","127.4474434,36.6767325"
"126.8883075,37.5045994","127.4471937,36.6769623"
"126.8882365,37.5045576","127.446896,36.6768738"
"126.8881836,37.5045284","127.4467931,36.6768431"
"126.8879065,37.5043819","127.4457849,36.6766028"
"126.8878355,37.5043491","127.4450139,36.6763988"
"126.8876844,37.5042843","127.4445675,36.6762417"
"126.8876731,37.5042797","127.4439442,36.6761161"
"126.8875931,37.5042451","127.4412553,36.6755333"
"126.8874499,37.504183","127.4385395,36.6749442"
"126.8872616,37.5041027","127.4375694,36.6747363"
"126.8869709,37.5039561","127.4368656,36.674562"
"126.8868188,37.5038751","127.4364315,36.6744346"
"126.8858839,37.5033691","127.4355957,36.6741646"
"126.8858366,37.5033436","127.43525,36.674031"
"126.8857746,37.5033099","127.4347589,36.6738243"
"126.8857296,37.5032863","127.4338046,36.6733758"
"126.8853012,37.503092","127.4332912,36.6730951"
"126.8850657,37.5029836","127.4330865,36.672976"
"126.8850364,37.5029699","127.4328471,36.672837"
"126.8849721,37.5029407","127.4324243,36.6725817"
"126.8844717,37.5027128","127.4315083,36.6719375"
"126.8843296,37.5026543","127.4311896,36.6716732"
"126.8840071,37.5025238","127.4308732,36.6714106"
"126.8837173,37.5024033","127.4303901,36.6709758"
"126.8835978,37.5023513","127.4300423,36.6706628"
"126.883113,37.5021441","127.4290865,36.6696201"
"126.8830352,37.5021113","127.427613,36.6681101"
"126.8828683,37.5020473","127.4274788,36.6679703"
"126.8826766,37.5019688","127.4269265,36.6674183"
"126.8823813,37.5018429","127.4263787,36.6669032"
"126.8822471,37.501789","127.4261126,36.6666659"
"126.8821084,37.501736","127.4258341,36.6664512"
"126.8818761,37.5016419","127.4251319,36.665927"
"126.8817103,37.5015753","127.4243435,36.6654063"
"126.8814353,37.5014521","127.4236725,36.6650318"
"126.8813294,37.5014002","127.4235438,36.6649587"
"126.8812133,37.501341","127.4226893,36.6645479"
"126.8809747,37.501191","127.4216882,36.6641443"
"126.8807884,37.5010161","127.4207195,36.6638119"
"126.8806241,37.5007665","127.4205282,36.6637568"
"126.8804489,37.5004744","127.4195304,36.663501"
"126.8802017,37.4999999","127.4187394,36.6633364"
"126.8801939,37.49998","127.4146525,36.6626845"
"126.8800455,37.4995926","127.4133368,36.6624591"
"126.8799637,37.4993659","127.4121309,36.6621931"
"126.8798388,37.4988659","127.4119474,36.6621524"
"126.8797748,37.4985411","127.4112785,36.661977"
"126.8797685,37.4984788","127.4101867,36.6616499"
"126.8797299,37.498083","127.409113,36.6612668"
"126.8797102,37.4977349","127.407961,36.6608035"
"126.8797051,37.4973852","127.4069825,36.6603448"
"126.8797302,37.496959","127.4065486,36.6601254"
"126.8797424,37.4968455","127.4054136,36.6595367"
"126.879763,37.4966815","127.4042674,36.6589444"
"126.8798503,37.4962493","127.4032935,36.6584478"
"126.8798875,37.4959908","127.4025767,36.6581398"
"126.879896,37.4959188","127.4021562,36.6579727"
"126.8798996,37.4958908","127.4015242,36.6577648"
"126.8799284,37.495699","127.4005746,36.6574891"
"126.8799399,37.4955404","127.3998677,36.6573379"
"126.8799462,37.495462","127.3991439,36.6572102"
"126.8799527,37.4953539","127.3980431,36.6570677"
"126.879936,37.4953304","127.396647,36.6569016"
"126.8799306,37.4952943","127.3962197,36.6568246"
"126.8799377,37.4952565","127.3959467,36.6567801"
"126.8799549,37.4952295","127.3957342,36.6567385"
"126.8799868,37.4952063","127.3954691,36.6566869"
"126.8799741,37.4950908","127.3947857,36.6565267"
"126.879933,37.4948662","127.393958,36.6562889"
"126.879937,37.4945246","127.3931942,36.6560187"
"126.8800189,37.4935119","127.3925154,36.6557503"
"126.8800681,37.493303","127.3923622,36.6556844"
"126.8800709,37.49324","127.3921643,36.6556012"
"126.8800871,37.4930553","127.3918814,36.6554748"
"126.8801257,37.4926246","127.3916052,36.655324"
"126.8801295,37.4925841","127.3909993,36.6549953"
"126.8801382,37.4924868","127.3904001,36.6546161"
"126.8801595,37.4922336","127.3898177,36.6542135"
"126.8801711,37.4920633","127.3896915,36.6541142"
"126.8801945,37.4916939","127.3895339,36.6539987"
"126.8802232,37.4912389","127.3889706,36.6535438"
"126.8802298,37.4911253","127.3884611,36.6530745"
"126.8802311,37.491101","127.3881662,36.6527732"
"126.8802375,37.4910136","127.3878656,36.6524664"
"126.880244,37.4909046","127.3873932,36.65188"
"126.8802505,37.4908054","127.3872078,36.6516517"
"126.8802622,37.4906243","127.3868171,36.6510636"
"126.8803142,37.4906255","127.386498,36.6504854"
"126.8808823,37.4905987","127.3860095,36.6494428"
"126.8814548,37.4905801","127.3858123,36.6488647"
"126.8815431,37.490577","127.385652,36.6483246"
"126.881493,37.4904749","127.3854643,36.6474211"
"126.8814274,37.4903393","127.3854026,36.6467765"
"126.8813463,37.490164","127.3853764,36.6463176"
"126.8812929,37.4900511","127.3853779,36.6461021"
"126.8806999,37.4887095","127.3853986,36.6456866"
"126.8806821,37.4886715","127.3854441,36.6451538"
"126.8804254,37.488123","127.3855199,36.6446356"
"126.8803852,37.4880561","127.3855627,36.6444409"
"126.8803427,37.4880009","127.3856223,36.6441804"
"126.8802789,37.4879213","127.3857135,36.643782"
"126.880103,37.4877067","127.3858933,36.6432936"
"126.8797352,37.4873226","127.3861201,36.6427033"
"126.8793497,37.4870249","127.3863738,36.6421383"
"126.8790618,37.4868161","127.3871504,36.6404082"
"126.8786995,37.4865916","127.3878148,36.6389529"
"126.8785993,37.4865325","127.390004,36.6341572"
"126.8785159,37.4864906","127.3900983,36.6339499"
"126.8783469,37.4864113","127.3901151,36.6339139"
"126.8782489,37.4863666","127.3913268,36.6313223"
"126.8779999,37.4862499","127.3914748,36.6310321"
"126.8771782,37.4859003","127.3922905,36.62921"
"126.8768996,37.4857997","127.3928235,36.6280232"
"126.8767226,37.4857375","127.3937244,36.6259686"
"126.8765658,37.4856826","127.393804,36.6258055"
"126.8765117,37.4856634","127.393877,36.6256523"
"126.876582,37.4855042","127.3943795,36.6245818"
"126.8769727,37.4846347","127.394689,36.6239961"
"126.8770234,37.4845178","127.3947989,36.6237735"
"126.8771699,37.4841688","127.3952249,36.6229896"
"126.8771988,37.4841032","127.3952541,36.6229364"
