0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"128.591899,35.8925247","127.147576,35.8451054","128.1003873,36.1294628","127.0872585,37.6213803","127.0415889,36.772382","127.8824548,36.961815","128.6384328,35.2360195","126.7796194,35.1598729","126.9920886,37.3103157","127.1546741,35.8152249","127.2678478,37.4047626","126.7796194,35.1598729","127.1380898,35.8422696","126.8397369,37.5164944","127.0679752,37.6364583","126.9007739,37.6221373","127.0255983,37.6348534","126.8886932,35.1478387","127.1668391,36.7662206","126.8509935,35.1319755","127.3269601,36.3670158","128.5694676,35.2309474","127.2678478,37.4047626","127.1723661,35.8414672","127.147576,35.8451054"
"128.5921441,35.8926225","127.1478392,35.8451828","128.1002358,36.1294176","127.0872734,37.621338","127.0418109,36.7723612","127.8832124,36.9616971","128.6381979,35.2361181","126.7795586,35.1597959","126.9918261,37.3104281","127.1547735,35.8150259","127.267944,37.4047087","126.7795586,35.1597959","127.1386118,35.8424353","126.8396224,37.5167723","127.0678614,37.6367184","126.9006438,37.622243","127.0256708,37.6348591","126.8884615,35.1481332","127.167007,36.7660111","126.8506794,35.1319963","127.3268885,36.3666389","128.5693987,35.2309759","127.267944,37.4047087","127.1730172,35.8417368","127.1478392,35.8451828"
"128.5923435,35.8926973","127.1482517,35.8453049","128.1000063,36.1293502","127.0875015,37.6206763","127.041942,36.7723617","127.8833696,36.9616732","128.638175,35.2361337","126.7795078,35.1597019","126.9916053,37.3105344","127.1548872,35.8148576","127.2681715,37.4045676","126.7795078,35.1597019","127.1388373,35.842509","126.8395772,37.5168982","127.0677994,37.6368606","126.900475,37.6223827","127.0257116,37.634862","126.8878016,35.1490307","127.1675262,36.7653869","126.8500466,35.1320786","127.3268887,36.3665162","128.5691353,35.2310837","127.2681715,37.4045676","127.1732969,35.841853","127.1482517,35.8453049"
"128.5923613,35.8927044","127.1487615,35.845456","128.0995908,36.1292243","127.087574,37.6204666","127.0421728,36.7723689","127.8839095,36.9616047","128.63815,35.2361493","126.7794637,35.1596006","126.9914241,37.310622","127.1552121,35.8144664","127.2683935,37.4044085","126.7794637,35.1596006","127.1389689,35.8425472","126.8395368,37.5169926","127.0674986,37.6375337","126.8991335,37.62348","127.0257127,37.634862","126.8877207,35.1491385","127.1677897,36.7650712","126.8497718,35.1321258","127.3268889,36.3664216","128.5685261,35.2313028","127.2683935,37.4044085","127.1734738,35.8419247","127.1487615,35.845456"
"128.5922741,35.8928125","127.1492183,35.8455908","128.0989247,36.1290221","127.0875618,37.620216","127.0423979,36.7723815","127.8843385,36.9615718","128.6377245,35.2363742","126.7794521,35.1595437","126.9913064,37.3106756","127.1552754,35.8144061","127.268543,37.4043006","126.7794521,35.1595437","127.139022,35.8425627","126.8395321,37.5170034","127.0673149,37.6379341","126.8988438,37.6237111","127.0257535,37.6348648","126.8876974,35.14917","127.1679204,36.7649147","126.8493838,35.1321923","127.3268983,36.3662179","128.5685009,35.2313112","127.268543,37.4043006","127.1735246,35.8419446","127.1492183,35.8455908"
"128.5922372,35.8928669","127.1499272,35.8458002","128.0973342,36.1285477","127.0877118,37.6197325","127.0426611,36.7724069","127.8849724,36.9614228","128.6376482,35.2364182","126.7794405,35.1594914","126.9912124,37.3107247","127.1555744,35.8141248","127.2689315,37.4039976","126.7794405,35.1594914","127.1390574,35.8425737","126.8395252,37.5170178","127.0670518,37.6385442","126.8987765,37.6237694","127.0260492,37.6348796","126.8876619,35.1492167","127.1680701,36.764752","126.8488726,35.1322896","127.3269187,36.365576","128.5684867,35.2313158","127.2689315,37.4039976","127.1738618,35.8420781","127.1499272,35.8458002"
"128.5921732,35.892963","127.1501019,35.8458521","128.0970089,36.128451","127.0877856,37.6194948","127.0428436,36.7724427","127.8856574,36.9613737","128.6375959,35.2364484","126.7794553,35.1593066","126.9911501,37.3107614","127.1559506,35.8139014","127.2689496,37.4039832","126.7794553,35.1593066","127.1391259,35.8425946","126.8395183,37.517034","127.0669748,37.6387242","126.8987468,37.6237953","127.0261953,37.6348883","126.8875355,35.1493846","127.1680994,36.7647169","126.8487594,35.1323107","127.3269374,36.3646664","128.5683937,35.2313491","127.2689496,37.4039832","127.1742421,35.8422351","127.1501019,35.8458521"
"128.5920845,35.8931243","127.150134,35.8458621","128.0965746,36.128327","127.0879374,37.6192916","127.0431054,36.7725032","127.8859123,36.9613612","128.6368043,35.2369013","126.7795314,35.159143","126.9908181,37.3109583","127.1560372,35.8138493","127.2693733,37.4035974","126.7795314,35.159143","127.1393836,35.8426738","126.8395068,37.5170582","127.0669048,37.6388826","126.8983658,37.6241071","127.0265375,37.6349077","126.8875344,35.1493873","127.1684778,36.7642627","126.8487122,35.1321697","127.3269387,36.3645942","128.5679669,35.2314845","127.2693733,37.4035974","127.1743825,35.8422959","127.150134,35.8458621"
"128.5920715,35.8931452","127.1503275,35.8459186","128.0963162,36.1282534","127.0880616,37.6191658","127.0431278,36.7725078","127.8863582,36.9613417","128.6359877,35.2373697","126.7796634,35.1589823","126.9907489,37.3110076","127.156637,35.8136238","127.269957,37.4030342","126.7796634,35.1589823","127.1395705,35.8427321","126.8394744,37.5171329","127.0669025,37.6388862","126.8982279,37.6242109","127.0268853,37.6349361","126.8868246,35.1503332","127.1686648,36.7640225","126.8486641,35.1320171","127.3269471,36.3643238","128.5679232,35.2314984","127.269957,37.4030342","127.1745107,35.8423521","127.1503275,35.8459186"
"128.5920293,35.8932141","127.1505355,35.8459796","128.0960998,36.1281535","127.0881947,37.6190708","127.0435781,36.7727151","127.886475,36.9613341","128.6354993,35.2376492","126.779774,35.158891","126.9904258,37.3112352","127.1567412,35.8135862","127.2708502,37.4020715","126.779774,35.158891","127.1396424,35.8427521","126.8394202,37.5172525","127.0666957,37.6393541","126.8969005,37.6252416","127.0271798,37.6349625","126.8861239,35.1512494","127.168842,36.763721","126.8485765,35.1317064","127.3271265,36.3643295","128.5676483,35.2315729","127.2708502,37.4020715","127.1748136,35.8424837","127.1505355,35.8459796"
"128.5918287,35.8935387","127.1506096,35.8460033","128.0958511,36.1280385","127.0882243,37.6190492","127.0438384,36.7728513","127.8868597,36.9612211","128.6344371,35.2382408","126.7798968,35.1587881","126.9900114,37.3116083","127.1568588,35.8135433","127.271069,37.4018322","126.7798968,35.1587881","127.1397916,35.8427977","126.8394121,37.5172758","127.0664878,37.6398239","126.89633,37.6257155","127.027455,37.634987","126.8860275,35.1513752","127.1698005,36.7625563","126.8484697,35.1313362","127.3280819,36.3643164","128.5674523,35.2316261","127.271069,37.4018322","127.1749363,35.8425417","127.1506096,35.8460033"
"128.5915681,35.8940838","127.1507323,35.8460397","128.0954223,36.1279153","127.0884869,37.6188915","127.0440037,36.7729547","127.8869773,36.9611594","128.6336216,35.2387119","126.7801855,35.1585481","126.9899694,37.311646","127.1571392,35.8134548","127.2711246,37.4017692","126.7801855,35.1585481","127.1402483,35.8429379","126.8393786,37.5173514","127.0664614,37.639886","126.8961681,37.6258471","127.0277552,37.6350099","126.8860241,35.1513788","127.1701564,36.7621237","126.8481359,35.1302487","127.3284765,36.364308","128.5673374,35.2316613","127.2711246,37.4017692","127.1753254,35.8427096","127.1507323,35.8460397"
"128.5914869,35.8943018","127.1517221,35.8463338","128.0951923,36.1279128","127.0887993,37.6187493","127.0443942,36.7732338","127.8870903,36.9610725","128.6335715,35.2387439","126.7804452,35.1582314","126.9899126,37.3116963","127.1573886,35.8133762","127.2711416,37.4017494","126.7804452,35.1582314","127.1415333,35.8433231","126.8388074,37.5186047","127.0664511,37.6399085","126.8960574,37.6259394","127.0280668,37.6350346","126.8857126,35.1517803","127.170499,36.7616703","126.8480236,35.129882","127.3285813,36.3643018","128.5667748,35.2318331","127.2711416,37.4017494","127.1762232,35.8430411","127.1517221,35.8463338"
"128.5914022,35.8945892","127.1519068,35.8463857","128.0950845,36.127917","127.0895989,37.6184159","127.0451672,36.7738381","127.8871462,36.9610038","128.6332597,35.2389244","126.7804802,35.1581225","126.989757,37.3118362","127.1576435,35.8132976","127.2711813,37.4017026","126.7804802,35.1581225","127.1416085,35.8433459","126.8386123,37.5190344","127.0664086,37.6400057","126.8959274,37.6260433","127.0281665,37.6350413","126.8855618,35.1519743","127.1706635,36.7614616","126.8476503,35.1286654","127.3296302,36.3642754","128.5664487,35.231937","127.2711813,37.4017026","127.1769265,35.8432702","127.1519068,35.8463857"
"128.5912645,35.8951314","127.1523371,35.8465141","128.094999,36.1279309","127.0900122,37.6182659","127.0458513,36.7743158","127.8871862,36.9609162","128.6331202,35.2390105","126.7805075,35.1580216","126.9896592,37.3119457","127.1576945,35.8132806","127.2712867,37.4015829","126.7805075,35.1580216","127.1416528,35.8433577","126.838385,37.519537","127.0663166,37.6402261","126.8954209,37.6264508","127.0282242,37.635046","126.8853577,35.1522519","127.1709998,36.7608865","126.8476267,35.1285877","127.3297339,36.3642737","128.5661499,35.2320325","127.2712867,37.4015829","127.1774518,35.843442","127.1523371,35.8465141"
"128.5911628,35.8953082","127.152514,35.8465633","128.0949183,36.1279782","127.0906149,37.6180778","127.0460277,36.7744228","127.8871983,36.9608747","128.6268114,35.2426246","126.7807401,35.1569166","126.9894887,37.3121352","127.1577488,35.8132645","127.2713547,37.4015082","126.7807401,35.1569166","127.1416992,35.8433705","126.8383261,37.5196673","127.0662396,37.6404106","126.8953525,37.6265054","127.0282809,37.6350498","126.8853522,35.1522599","127.1711718,36.7604813","126.8476096,35.1285317","127.3299336,36.3641892","128.5657506,35.232173","127.2713547,37.4015082","127.1777814,35.8435502","127.152514,35.8465633"
"128.5911247,35.8956836","127.1525229,35.846566","128.0948155,36.128049","127.091187,37.6178995","127.0464699,36.7746913","127.8871958,36.960817","128.6266042,35.242741","126.7807275,35.1565937","126.9893122,37.3123661","127.1580747,35.8131672","127.2715895,37.4012356","126.7807275,35.1565937","127.1418386,35.8434106","126.8382729,37.5197941","127.0660063,37.6409677","126.8953376,37.6265171","127.0283624,37.6350547","126.8851175,35.1525166","127.1713239,36.7600201","126.8474289,35.1279266","127.3302013,36.3641355","128.5650213,35.2324509","127.2715895,37.4012356","127.17831,35.8437049","127.1525229,35.846566"
"128.591119,35.8965635","127.1525815,35.8465824","128.0947261,36.1281396","127.0921282,37.6175539","127.0474023,36.7750501","127.8871888,36.9607711","128.6249999,35.2436414","126.7807196,35.156499","126.9890921,37.3127032","127.158487,35.8130412","127.2716133,37.4012086","126.7807196,35.156499","127.1427742,35.8436802","126.8380292,37.5203597","127.0659442,37.6411198","126.8952441,37.6265905","127.0285097,37.6350679","126.8850267,35.1526154","127.1713296,36.7599967","126.8473581,35.1274574","127.3304122,36.3640078","128.5650202,35.2324509","127.2716133,37.4012086","127.179291,35.8440258","127.1525815,35.8465824"
"128.591144,35.8969275","127.1528359,35.8466526","128.0947121,36.1281911","127.0927978,37.6173598","127.0485117,36.7754293","127.8871706,36.960718","128.6239409,35.2442364","126.7807144,35.1563394","126.9889229,37.3130278","127.1589371,35.8128748","127.2717131,37.4010853","126.7807144,35.1563394","127.1428538,35.8437039","126.837794,37.520718","127.0658616,37.6412844","126.895178,37.6266433","127.0285765,37.6350736","126.8849373,35.1526825","127.1714291,36.7595228","126.8472592,35.1271881","127.3304513,36.3639781","128.5649546,35.2324749","127.2717131,37.4010853","127.1795751,35.8441392","127.1528359,35.8466526"
"128.5911866,35.8972075","127.1532617,35.846771","128.0947353,36.1284705","127.0932195,37.617327","127.0490488,36.7755792","127.8871512,36.9606702","128.623869,35.2442767","126.7806941,35.1559065","126.9888452,37.3131771","127.1592577,35.8127107","127.2720737,37.4006371","126.7806941,35.1559065","127.1430175,35.8437495","126.8377777,37.5207684","127.0651384,37.6428555","126.8950024,37.6267776","127.0286842,37.6350821","126.884718,35.152786","127.1714544,36.7591055","126.8472214,35.1271131","127.3305116,36.3639331","128.5646583,35.232592","127.2720737,37.4006371","127.1799066,35.8443078","127.1532617,35.846771"
"128.5913381,35.8979085","127.1533922,35.8468056","128.0947007,36.1290422","127.0937324,37.6172052","127.0508493,36.7760079","127.8871105,36.9606136","128.6237239,35.2443583","126.7806748,35.1554744","126.9887008,37.3134947","127.1593487,35.8126641","127.2724037,37.4002456","126.7806748,35.1554744","127.1432353,35.8438123","126.8377125,37.5209727","127.0648731,37.6434341","126.8948518,37.6268995","127.028785,37.6350888","126.8842038,35.1529845","127.1714422,36.7588179","126.8471879,35.1270453","127.3306624,36.3637666","128.5644987,35.2326574","127.2724037,37.4002456","127.1800569,35.8443902","127.1533922,35.8468056"
"128.5914369,35.8982457","127.1536345,35.8468686","128.0946901,36.1298492","127.0938742,37.6171742","127.0524619,36.7763908","127.8870665,36.9605777","128.6227875,35.2449161","126.7804726,35.1549998","126.9885615,37.3138979","127.1593853,35.8126453","127.2726814,37.3999406","126.7804726,35.1549998","127.1437274,35.8439653","126.8376193,37.5211542","127.0648318,37.6435259","126.8945782,37.6270981","127.0289878,37.6351022","126.8840463,35.1530594","127.171427,36.7584464","126.8469481,35.1271152","127.3307375,36.3635999","128.5644823,35.2326639","127.2726814,37.3999406","127.1803629,35.8445867","127.1536345,35.8468686"
"128.5916825,35.8990233","127.1536533,35.846874","128.0947215,36.1309092","127.0941577,37.6171256","127.0535037,36.7766435","127.8870575,36.9605723","128.6216243,35.2456077","126.780391,35.1536675","126.9884738,37.3141797","127.1594286,35.8126219","127.2737449,37.398705","126.780391,35.1536675","127.1438126,35.8439899","126.8376089,37.5211758","127.0648054,37.6435826","126.8943696,37.627244","127.0291634,37.6351128","126.8840022,35.1530799","127.1714239,36.7583833","126.8469052,35.1271276","127.3307746,36.3634331","128.5644681,35.2326685","127.2737449,37.398705","127.1805296,35.8447008","127.1536533,35.846874"
"128.5917554,35.8993345","127.1537628,35.8469059","128.0947255,36.1310057","127.0949743,37.6169914","127.0536536,36.7766882","127.8870045,36.9605373","128.6215687,35.2456397","126.7803814,35.1533907","126.9884391,37.3143093","127.1595496,35.8125411","127.2749172,37.3973408","126.7803814,35.1533907","127.1438955,35.8440199","126.8373596,37.5216034","127.0646585,37.6438966","126.8943366,37.6272637","127.0295236,37.6351368","126.8839392,35.15314","127.1714164,36.7583067","126.8458878,35.1273971","127.3307864,36.3631411","128.5644528,35.2326741","127.2749172,37.3973408","127.1807273,35.8448374","127.1537628,35.8469059"
"128.5917972,35.8995487","127.1542317,35.8470425","128.0947667,36.1317502","127.0970995,37.6166661","127.0540005,36.7767734","127.8869291,36.9605033","128.6168995,35.2482716","126.7803744,35.1531832","126.9883935,37.3145453","127.1597116,35.8124388","127.2754194,37.3967738","126.7803744,35.1531832","127.1442096,35.8441145","126.8369063,37.5223057","127.0645908,37.6440424","126.8939384,37.6274563","127.0296324,37.6351445","126.8839005,35.1531759","127.1714099,36.7582508","126.8455734,35.1274631","127.33076,36.3629923","128.5643828,35.2327008","127.2754194,37.3967738","127.1809956,35.8450437","127.1542317,35.8470425"
"128.5918162,35.8997262","127.1547161,35.8472035","128.0947446,36.1319072","127.0972197,37.6166485","127.0540251,36.7767798","127.8868481,36.9604765","128.6164863,35.248517","126.7803413,35.1528305","126.9883521,37.3153266","127.1599889,35.8123107","127.2754999,37.396683","126.7803413,35.1528305","127.1443732,35.8441655","126.8368639,37.5223713","127.0642211,37.6448369","126.8936087,37.6275808","127.0298069,37.6351578","126.8837868,35.1533999","127.1714045,36.7582039","126.8453755,35.1275044","127.3307269,36.3628146","128.5641247,35.2327996","127.2754999,37.396683","127.1812692,35.8452987","127.1547161,35.8472035"
"128.5918279,35.8999325","127.1547503,35.8472153","128.0947487,36.1320135","127.0978808,37.6165498","127.0540844,36.7767953","127.8867683,36.9604678","128.6164416,35.2485436","126.7803352,35.1527691","126.9883507,37.3153591","127.1600733,35.8122451","127.2758388,37.3963285","126.7803352,35.1527691","127.1454227,35.8444815","126.8368006,37.5224845","127.0641292,37.6450421","126.8931159,37.6277062","127.0299405,37.6351664","126.8837744,35.1534458","127.1714013,36.7581732","126.8449643,35.1275905","127.3306351,36.3625071","128.5638185,35.2329159","127.2758388,37.3963285","127.1815439,35.8455429","127.1547503,35.8472153"
"128.5918278,35.9000885","127.1548476,35.8472489","128.0948069,36.1328102","127.0988618,37.6164035","127.0542646,36.7768384","127.8867053,36.9604653","128.6160317,35.2487854","126.7803092,35.1524822","126.9883004,37.3162936","127.1601321,35.8122002","127.2758558,37.3963105","126.7803092,35.1524822","127.1456959,35.8445634","126.8363266,37.5232417","127.0641005,37.6451077","126.8926429,37.6277579","127.0300368,37.6351749","126.8837732,35.1534521","127.1713263,36.7576195","126.8441586,35.127744","127.3299916,36.3610952","128.563707,35.2329583","127.2758558,37.3963105","127.1818594,35.8458556","127.1548476,35.8472489"
"128.5917945,35.9004873","127.1551904,35.8473662","128.0947558,36.1332567","127.1019589,37.6159047","127.0546563,36.7769318","127.8866335,36.9604727","128.6139248,35.2499995","126.7803031,35.1524245","126.9882835,37.3166198","127.1601466,35.8121894","127.2758569,37.3963087","126.7803031,35.1524245","127.1458341,35.8446035","126.8352445,37.5249184","127.0640327,37.6452607","126.8924467,37.6277749","127.0302192,37.6351865","126.8836908,35.1537564","127.1712275,36.7568782","126.8431879,35.1279362","127.3299509,36.3608788","128.563648,35.2329805","127.2758569,37.3963087","127.182444,35.8464342","127.1551904,35.8473662"
"128.5917659,35.9006624","127.1553817,35.8474317","128.0946605,36.1335872","127.1020213,37.6158923","127.0550424,36.7770216","127.8865606,36.9604901","128.6136782,35.2501334","126.7802247,35.1523492","126.9882568,37.3170659","127.160171,35.8121705","127.2759941,37.3961638","126.7802247,35.1523492","127.1459049,35.8446245","126.8350848,37.5251915","127.0640281,37.6452724","126.8920263,37.6277691","127.0302487,37.6351884","126.8835998,35.1541744","127.1711225,36.7560134","126.8431428,35.1279441","127.3298866,36.3607246","128.5634438,35.233168","127.2759941,37.3961638","127.1826813,35.8466395","127.1553817,35.8474317"
"128.591742,35.9007772","127.1556007,35.8475071","128.0944881,36.1340127","127.102112,37.6158746","127.055387,36.7771076","127.8864765,36.9605219","128.6132865,35.2503498","126.7800712,35.1522022","126.988244,37.3172921","127.1602166,35.8121238","127.2765797,37.3956385","126.7800712,35.1522022","127.1459425,35.8446354","126.8350618,37.5252311","127.064004,37.6453246","126.8914938,37.6277457","127.0302872,37.6351912","126.8835453,35.1544121","127.171099,36.7557618","126.8430242,35.1279623","127.3289619,36.3589499","128.5633114,35.2332945","127.2765797,37.3956385","127.1828502,35.8467698","127.1556007,35.8475071"
"128.5916804,35.9009743","127.1559567,35.8476308","128.0941992,36.1345992","127.1025749,37.6157662","127.0565989,36.7774159","127.8864149,36.9605564","128.6131981,35.2503939","126.7798717,35.152045","126.9882358,37.3174993","127.1603288,35.8120204","127.2769671,37.3952967","126.7798717,35.152045","127.1459956,35.8446518","126.834886,37.5255266","127.0639122,37.6455271","126.8910849,37.62773","127.0306157,37.6352187","126.8834646,35.154776","127.1710851,36.7555905","126.8425693,35.1280248","127.3286367,36.3583328","128.5632465,35.2333726","127.2769671,37.3952967","127.1831109,35.8469129","127.1559567,35.8476308"
"128.5916194,35.9011272","127.1559899,35.8476417","128.0940748,36.1347576","127.10266,37.6157439","127.057258,36.7775734","127.8863679,36.9605962","128.6128852,35.250578","126.7796369,35.1519075","126.9882275,37.3177256","127.1603499,35.8120015","127.277317,37.3950297","126.7796369,35.1519075","127.1461415,35.8446946","126.8346643,37.5259012","127.0637231,37.6458806","126.8903825,37.627703","127.0307664,37.6352274","126.8834419,35.1548796","127.1710055,36.7542985","126.8423891,35.1280527","127.3284314,36.3579448","128.5631277,35.2335342","127.277317,37.3950297","127.1833476,35.8469911","127.1559899,35.8476417"
"128.5914715,35.9014152","127.1560397,35.847659","128.0939415,36.1349142","127.1032739,37.6155828","127.0579295,36.7777364","127.8863288,36.9606369","128.6101724,35.2521087","126.779266,35.1518836","126.9881754,37.3182436","127.1605034,35.811828","127.2777664,37.3947303","126.779266,35.1518836","127.1467808,35.8448813","126.8346149,37.525983","127.0636657,37.6460048","126.8900131,37.6276893","127.0310292,37.6352447","126.8833918,35.1551147","127.1710024,36.7542435","126.8418769,35.1281383","127.3266311,36.3545326","128.5631206,35.2335811","127.2777664,37.3947303","127.1836951,35.8470398","127.1560397,35.847659"
"128.5912895,35.9017189","127.1560883,35.8476753","128.09375,36.1350243","127.1040945,37.6153188","127.058761,36.777936","127.8862597,36.9607561","128.6101506,35.2521215","126.7791738,35.1518777","126.9881752,37.3182806","127.1608827,35.8114116","127.2782169,37.3944464","126.7791738,35.1518777","127.1472486,35.8450134","126.8346537,37.5261968","127.0635246,37.6462864","126.8899463,37.6276872","127.0312773,37.6352619","126.8833498,35.1552912","127.1709897,36.7540569","126.8414922,35.1282029","127.3265578,36.3543937","128.5630951,35.233731","127.2782169,37.3944464","127.1840749,35.8470516","127.1560883,35.8476753"
"128.5911906,35.9018613","127.1569221,35.8479617","128.0936005,36.1350881","127.1043873,37.6152242","127.0599462,36.7782036","127.8862365,36.9608283","128.6100001,35.2522085","126.7789446,35.1518583","126.9881741,37.3184356","127.1609416,35.8113441","127.2785417,37.3942631","126.7789446,35.1518583","127.1473227,35.8450326","126.834671,37.5262897","127.0634994,37.6463349","126.889901,37.6276861","127.0315526,37.6352801","126.8833022,35.1554984","127.1709686,36.7535042","126.8410165,35.128267","127.3253115,36.3520325","128.5630637,35.2338548","127.2785417,37.3942631","127.1847608,35.8469615","127.1569221,35.8479617"
"128.5909333,35.9021675","127.1570481,35.8480045","128.0934673,36.1351212","127.1051342,37.6149726","127.0608124,36.7784042","127.8862268,36.9609112","128.6084874,35.2530826","126.778837,35.1518495","126.9881642,37.3185681","127.1611218,35.8111409","127.2790666,37.3940135","126.778837,35.1518495","127.1473813,35.845049","126.8347136,37.5263378","127.0634569,37.6464186","126.8895645,37.6276717","127.0316059,37.635283","126.8832148,35.1558766","127.1709645,36.7534068","126.8406836,35.1283112","127.3242982,36.3501252","128.5630143,35.2340239","127.2790666,37.3940135","127.1850132,35.8469657","127.1570481,35.8480045"
"128.5906479,35.902446","127.1571399,35.8480354","128.0931197,36.1351518","127.1061026,37.6146198","127.0615913,36.778591","127.8862715,36.9613032","128.6080218,35.2533546","126.7777991,35.1517748","126.988133,37.3188456","127.161263,35.8109817","127.2796797,37.3937388","126.7777991,35.1517748","127.1474908,35.8450799","126.8347822,37.5263832","127.063285,37.6467407","126.8892904,37.6276541","127.031624,37.6352849","126.883149,35.1561576","127.1709624,36.7533708","126.8399869,35.128412","127.3228211,36.3473445","128.5629866,35.2340917","127.2796797,37.3937388","127.1860906,35.8467305","127.1571399,35.8480354"
"128.590387,35.9026476","127.1572085,35.8480581","128.092808,36.135092","127.1079735,37.6139374","127.0620323,36.7786972","127.8863433,36.9615139","128.6078281,35.2535836","126.7775622,35.1517499","126.9880789,37.3193267","127.1613353,35.8109016","127.2797374,37.3937137","126.7775622,35.1517499","127.147576,35.8451054","126.8348509,37.5264269","127.0632495,37.6468081","126.889082,37.6276422","127.0316705,37.6352878","126.8831307,35.1562441","127.1709551,36.7532391","126.8396147,35.1284253","127.3223928,36.3465379","128.5629717,35.2341315","127.2797374,37.3937137","127.1862601,35.8466958","127.1572085,35.8480581"
"128.5901741,35.9028028","127.157298,35.848089","128.0924979,36.1349349","127.1087864,37.6136327","127.0630428,36.7789407","127.8868503,36.9629239","128.6071872,35.2540601","126.7767494,35.1516666","126.9880459,37.3195339","127.161549,35.8106408","127.2805292,37.3933717","126.7767494,35.1516666","127.1478392,35.8451828","126.8349219,37.5264525","127.0631016,37.6470861","126.8888962,37.6276322","127.0317373,37.6352916","126.8830864,35.1564413","127.1709198,36.7525936","126.8395982,35.128427","127.3217124,36.3453333","128.5628841,35.2343189","127.2805292,37.3933717","127.1866913,35.8466005","127.157298,35.848089"
"128.5899016,35.9029702","127.1575722,35.8481872","128.0921875,36.1347489","127.1097903,37.6131908","127.06312,36.778959","127.8868958,36.9632456","128.6069828,35.2542252","126.776586,35.1516494","126.9880058,37.3197888","127.1617114,35.8104411","127.2806718,37.3933125","126.776586,35.1516494","127.1482517,35.8453049","126.8350249,37.5264576","127.062901,37.6474639","126.8888769,37.6276312","127.0319061,37.6353004","126.8830565,35.1566306","127.1708434,36.7523878","126.8379097,35.1286261","127.3213448,36.3447584","128.5627872,35.2344758","127.2806718,37.3933125","127.1870205,35.8465274","127.1575722,35.8481872"
"128.5896574,35.9031023","127.1584303,35.8484971","128.0918595,36.1345747","127.1100192,37.6129779","127.0639203,36.7791341","127.8874829,36.9649339","128.6067089,35.2544567","126.7763491,35.1516246","126.9879473,37.3200959","127.1619242,35.8101162","127.2810869,37.3931393","126.7763491,35.1516246","127.1487615,35.845456","126.835102,37.5264427","127.0628758,37.6475143","126.8887897,37.6276316","127.0319107,37.6353004","126.882973,35.1570747","127.1707867,36.7520325","126.8375869,35.1286415","127.3203599,36.3432207","128.5626074,35.2346766","127.2810869,37.3931393","127.1873986,35.8463886","127.1584303,35.8484971"
"128.5894912,35.9031831","127.1584657,35.8485098","128.0913768,36.1343851","127.1105828,37.612667","127.0644107,36.7792171","127.8880912,36.9668294","128.6066176,35.2545333","126.7760103,35.1515748","126.987925,37.3202247","127.1620369,35.8098992","127.2812871,37.3930558","126.7760103,35.1515748","127.1492183,35.8455908","126.8351859,37.5264233","127.0627358,37.6477977","126.8884767,37.6276562","127.0321384,37.6353131","126.8829649,35.1572694","127.1705566,36.7510763","126.8374121,35.1286667","127.3196792,36.3421361","128.562487,35.2347994","127.2812871,37.3930558","127.1880892,35.8462092","127.1584657,35.8485098"
"128.5892366,35.9032837","127.1587918,35.8486279","128.0907623,36.1342493","127.1117828,37.6119823","127.0647165,36.7792389","127.8882049,36.9673204","128.6063938,35.254722","126.7759456,35.1515645","126.9878455,37.320959","127.1620872,35.8097912","127.2818176,37.392836","126.7759456,35.1515645","127.1499272,35.8458002","126.8353107,37.5263817","127.0627209,37.6478283","126.8882395,37.6276946","127.0326278,37.6353465","126.8829682,35.1574164","127.1705071,36.750867","126.8363584,35.1288169","127.3194294,36.3417372","128.5624121,35.2348659","127.2818176,37.392836","127.1884097,35.846091","127.1587918,35.8486279"
"128.5889156,35.9033921","127.1589157,35.8486725","128.0900364,36.134233","127.1127227,37.6114374","127.0649607,36.7792569","127.8882678,36.9677456","128.6062502,35.2548342","126.7755273,35.1515583","126.9877336,37.3214867","127.1621401,35.8095758","127.2820924,37.392722","126.7755273,35.1515583","127.1501019,35.8458521","126.8353925,37.5263488","127.0623401,37.6485984","126.8880557,37.6277225","127.032689,37.6353504","126.8829997,35.1578908","127.1704372,36.7507117","126.835635,35.1289572","127.3192296,36.3414178","128.562237,35.2350081","127.2820924,37.392722","127.1886694,35.8459609","127.1589157,35.8486725"
"128.5887135,35.9034426","127.15916,35.8487642","128.0873237,36.1344195","127.113352,37.611124","127.0655199,36.7792581","127.8882988,36.9681034","128.6061361,35.2549308","126.7753036,35.15153","126.9877184,37.3215605","127.1622662,35.8090821","127.2824081,37.392573","126.7753036,35.15153","127.150134,35.8458621","126.8355606,37.5262812","127.0622288,37.6488233","126.8877695,37.6277976","127.0332249,37.6353832","126.8830316,35.1581814","127.170319,36.7505825","126.8352467,35.1290597","127.3177351,36.3390661","128.562025,35.2351831","127.2824081,37.392573","127.1889115,35.8457659","127.15916,35.8487642"
