0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
"128.9309511,35.9074318","127.2455072,35.7003848","127.8200859,36.1705009",,"127.1837775,36.6702816","127.984841,37.1194695","128.3398571,35.2925465","126.6594271,35.2582708","127.1688433,37.5151319","127.3079377,35.6301103","127.5329952,37.3957098","126.6290005,35.2330144","127.1452469,35.9549374","126.9736169,37.712233","127.0779832,37.7842862","126.7974983,37.7495849","127.1041401,37.7465107","126.7846756,35.2905844","127.1944706,36.5534122","126.6620809,35.1715549","127.1202584,36.1104381","128.3292615,35.2755663","127.5217304,37.2397035","127.289749,35.6095764","127.3030485,35.6296894"
"128.9318456,35.9083046","127.2455426,35.7000306","127.8196562,36.1701026",,"127.1833909,36.6701165","127.9857485,37.1198489","128.3393836,35.2923812","126.659364,35.258522","127.1700365,37.5152777","127.3076053,35.6301133","127.5330428,37.3959693","126.6287205,35.2332017","127.1450837,35.9549721","126.9738013,37.7123041","127.0780599,37.7841784","126.7976816,37.7495356","127.1041273,37.7465828","126.7845499,35.2913744","127.1948829,36.5528435","126.6619847,35.1716227","127.1200227,36.1100146","128.329492,35.2755278","127.5215285,37.2394521","127.2897667,35.6095629","127.3026245,35.6296545"
"128.9323814,35.9088292","127.2456145,35.6993112","127.819378,36.169777",,"127.1832435,36.670044","127.9870859,37.1204077","128.3389273,35.2921797","126.6593023,35.2589633","127.1719307,37.5155425","127.3070354,35.6301214","127.533105,37.3962515","126.628519,35.2333373","127.1450349,35.9549818","126.9739132,37.7123731","127.0781059,37.784083","126.7977442,37.7495188","127.1040503,37.7469737","126.78455,35.2919912","127.1954888,36.5519102","126.6617645,35.171779","127.1197921,36.1096739","128.3296489,35.2754933","127.5213131,37.2391844","127.2899216,35.609445","127.3025958,35.6296517"
"128.9327887,35.9092282","127.2456168,35.6992932","127.819038,36.1692911",,"127.1831755,36.669996","127.9875329,37.1205942","128.3383524,35.2918843","126.6591901,35.2596091","127.1744352,37.5160001","127.306534,35.6301035","127.533234,37.3966679","126.6282881,35.2334538","127.145038,35.9550251","126.9743017,37.712629","127.0781156,37.7839677","126.7978945,37.7495864","127.1040165,37.747144","126.7845873,35.2922493","127.1956441,36.5516519","126.6604647,35.1727024","127.1195248,36.1093575","128.3298868,35.275425","127.5211169,37.238941","127.2899968,35.6093766","127.3010267,35.6295517"
"128.9335509,35.9099557","127.2456248,35.6992166","127.8187293,36.1688501",,"127.1830727,36.6699525","127.988815,37.1211217","128.3381842,35.2917863","126.6589626,35.261198","127.1755229,37.5161996","127.3058759,35.6300601","127.5332589,37.396749","126.6281149,35.2335147","127.1450206,35.9551946","126.97447,37.7127316","127.0780945,37.7838838","126.7979328,37.749611","127.1038926,37.7475915","126.784687,35.2924167","127.1960392,36.5509118","126.6604183,35.1727345","127.1180018,36.1076938","128.3299953,35.2753891","127.5210503,37.238859","127.290153,35.6091966","127.3008379,35.6295226"
"128.9341341,35.910523","127.2457369,35.6983828","127.8184309,36.1684606",,"127.1829251,36.6699268","127.9901717,37.1216804","128.3378067,35.2915472","126.6589447,35.2613359","127.180855,37.5172516","127.3051571,35.6299832","127.533441,37.3972744","126.6278272,35.2335965","127.145016,35.955236","126.9746644,37.7128379","127.0780621,37.7837908","126.7981202,37.7497274","127.1038072,37.7478544","126.7847993,35.2925246","127.1963977,36.5503682","126.659206,35.1735782","127.1178659,36.1075401","128.3301649,35.2753149","127.5186481,37.2358208","127.2902638,35.6090164","127.3006745,35.6295061"
"128.9349453,35.911321","127.2458366,35.6979664","127.818058,36.1681018",,"127.1828289,36.6699103","127.9902225,37.1217018","128.3374422,35.2912892","126.6589165,35.261516","127.1830948,37.517693","127.3046935,35.6299184","127.5334603,37.3973321","126.6273446,35.2337157","127.144853,35.9562336","126.9752125,37.7131378","127.0779775,37.7836968","126.7984249,37.7499176","127.1036255,37.7482918","126.784923,35.2925903","127.1970726,36.5495","126.6584261,35.1741336","127.1173364,36.1069749","128.3303236,35.2752416","127.5182128,37.2352683","127.2903038,35.6089462","127.3005343,35.6294824"
"128.9355107,35.9118876","127.2459358,35.6976916","127.8176096,36.1677424",,"127.1827272,36.669865","127.9916018,37.1222721","128.3368568,35.2908235","126.6588938,35.2616863","127.1845553,37.5180683","127.3044285,35.629881","127.5335021,37.3974574","126.6272687,35.2337269","127.1447994,35.956558","126.9754531,37.713293","127.0778858,37.7836351","126.7985614,37.7499996","127.1036094,37.7483323","126.7851119,35.2926166","127.1977459,36.5487598","126.657838,35.1745073","127.1161018,36.1056484","128.3305018,35.2751421","127.5178497,37.2347509","127.2903494,35.6088155","127.3004471,35.629466"
"128.9359678,35.9123465","127.2461094,35.6973386","127.8171972,36.1674901",,"127.1826,36.6697871","127.9927418,37.1227433","128.3347216,35.2891575","126.6588521,35.2620025","127.1845858,37.5180783","127.3042154,35.6298527","127.5336051,37.3977593","126.6271773,35.2337406","127.1445617,35.9578746","126.9756719,37.7134851","127.0777919,37.7835834","126.7989639,37.7502967","127.1034386,37.7486526","126.7852749,35.2925915","127.1980891,36.5484217","126.6565013,35.1752789","127.115956,36.1054847","128.3305673,35.2750993","127.5176941,37.2345301","127.2903886,35.6085812","127.3000342,35.629386"
"128.9362338,35.9126525","127.2462405,35.697117","127.8170579,36.1674175",,"127.1824223,36.6697335","127.9933604,37.1230048","128.3322639,35.2872386","126.6588021,35.2623745","127.1863995,37.5186744","127.3036458,35.6297643","127.5337261,37.3981126","126.6271487,35.2337449","127.1445333,35.9580341","126.9757933,37.7136442","127.0776321,37.7835306","126.7990259,37.7503439","127.1033881,37.7487462","126.7853867,35.2925164","127.1985331,36.5480388","126.6560785,35.1754887","127.1145115,36.103933","128.3307748,35.2749581","127.5174257,37.2341074","127.2903934,35.6084477","127.2995068,35.6292066"
"128.9364488,35.9128987","127.2464846,35.6968119","127.8168195,36.1672982",,"127.1822579,36.6697123","127.9935454,37.1230735","128.3310512,35.2862992","126.6587866,35.2624853","127.1872266,37.5189821","127.3030485,35.6296894","127.5338811,37.398566","126.6268783,35.2337475","127.1444241,35.9586414","126.9758424,37.7137526","127.0774358,37.7834875","126.7991746,37.7504638","127.103182,37.7490835","126.7854744,35.2924159","127.1992201,36.5474897","126.6553262,35.1758108","127.1139289,36.1033307","128.3309317,35.2748191","127.5173535,37.2339776","127.2903518,35.6074766","127.2991196,35.6290076"
"128.9369151,35.9134999","127.2466155,35.6966805","127.8166803,36.1672382",,"127.182174,36.6697049","127.9938749,37.1231956","128.3281814,35.2840657","126.6587533,35.2627294","127.1877383,37.5192161","127.3026245,35.6296545","127.5341379,37.3993168","126.6266697,35.2337261","127.1443638,35.958973","126.9758525,37.7137743","127.0772011,37.7834299","126.8000117,37.7511249","127.1026971,37.7497714","126.7855134,35.2923647","127.1999729,36.5469768","126.6546128,35.1760862","127.1134837,36.1028288","128.3310374,35.2747219","127.5170817,37.2334692","127.2903827,35.6070538","127.2989234,35.6288801"
"128.9372032,35.9139878","127.2467507,35.6965636","127.8163495,36.1671119",,"127.1821461,36.6696841","127.9942269,37.1233068","128.3273623,35.2834284","126.6586878,35.2632204","127.1887499,37.5197749","127.3025958,35.6296517","127.5341605,37.3993826","126.6264614,35.2336787","127.1443411,35.9590983","126.9758877,37.7139232","127.0768446,37.783416","126.8003314,37.7514116","127.1025189,37.7499709","126.7855348,35.2923045","127.2000861,36.5469014","126.6540894,35.1762638","127.1132936,36.1026209","128.3312801,35.2743704","127.5170546,37.2334143","127.2904762,35.60676","127.298704,35.6287075"
"128.9376808,35.9150224","127.246877,35.6964656","127.8162705,36.1670824",,,"127.9942787,37.1233228","128.3270642,35.2833168","126.6586497,35.2634996","127.1894993,37.5202582","127.3010267,35.6295517","127.5342499,37.3996223","126.6260384,35.2335665","127.1442876,35.959401","126.9759129,37.7142234","127.0762155,37.7833984","126.8005843,37.751679","127.1024881,37.7499996","126.7855467,35.2921999","127.2012618,36.5462345","126.6532919,35.1764972","127.1129192,36.1021644","128.331562,35.2738743","127.5170817,37.2334692","127.2905549,35.6066249","127.2983824,35.6283743"
"128.9379685,35.9157375","127.247021,35.6963739","127.8156304,36.1669001",,,"127.9946305,37.1233989","128.3266832,35.2830408","126.658618,35.2636933","127.1901785,37.5207404","127.3008379,35.6295226","127.5343698,37.3998025","126.6258171,35.2335054","127.1442364,35.9596912","126.9758879,37.7143801","127.0758567,37.7833872","126.8008469,37.7520005","127.1023202,37.750191","126.7855343,35.2921052","127.2016133,36.5460668","126.6524495,35.1767167","127.1126302,36.1017388","128.3319432,35.2732","127.5173117,37.2336233","127.2906813,35.6064384","127.2981874,35.6281657"
"128.9383455,35.916666","127.2472247,35.6962535","127.8153322,36.1668477",,,"127.9950924,37.1234564","128.3264494,35.2828729","126.6585982,35.2638076","127.190783,37.5212593","127.3006745,35.6295061","127.5345325,37.3999945","126.6257268,35.2335237","127.1441033,35.9604373","126.975876,37.7144567","127.07534,37.7833935","126.8010138,37.7522377","127.1020931,37.7504192","126.7854913,35.2920003","127.2023105,36.5457647","126.6518222,35.1768404","127.1125122,36.1015635","128.3320534,35.2730053","127.5174448,37.2338307","127.2908474,35.6062503","127.2981445,35.6281151"
"128.938682,35.917376","127.2473366,35.6961871","127.8151264,36.1668113",,,"127.9975315,37.123585","128.3257378,35.2825315","126.6585638,35.2643637","127.1912057,37.5216534","127.3005343,35.6294824","127.5348094,37.400199","126.6256615,35.2335674","127.1440806,35.9605635","126.9757511,37.7146319","127.0746062,37.7834251","126.8011836,37.7525316","127.1018386,37.7506653","126.7854402,35.2919288","127.2024739,36.5456939","126.6505958,35.1770257","127.11238,36.1013422","128.3322499,35.2726577","127.5175485,37.2339938","127.290947,35.6061531","127.2980124,35.6279427"
"128.9389696,35.9178341","127.2476299,35.6960614","127.8146481,36.1667684",,,"127.9980146,37.123611","128.3250793,35.2823286","126.6585417,35.2651192","127.191422,37.5219046","127.3004471,35.629466","127.5349485,37.4003026","126.6255913,35.2336597","127.1440612,35.9606716","126.9756015,37.7147718","127.0741631,37.7834577","126.8012794,37.7527278","127.1016174,37.7508565","126.7853824,35.2918726","127.2031587,36.5454225","126.6496362,35.1771082","127.1121047,36.1008391","128.3325623,35.2721326","127.5178429,37.2344526","127.2911241,35.6059884","127.2979486,35.6278596"
"128.9392319,35.9182421","127.2477594,35.6960112","127.8142955,36.1667423",,,"127.9984053,37.1236255","128.3249757,35.2823113","126.6585289,35.2655095","127.1917993,37.5223427","127.3000342,35.629386","127.5353587,37.4004963","126.6255862,35.2341277","127.1435945,35.9606387","126.9754079,37.7148827","127.0737927,37.7834852","126.8013692,37.7529509","127.101436,37.7510209","126.7852676,35.2918015","127.2035939,36.5452775","126.6494405,35.1771248","127.1117382,36.0999228","128.3326624,35.2720328","127.5179286,37.234586","127.2912325,35.6059038","127.2978353,35.6276791"
"128.9396197,35.918726","127.247922,35.6959629","127.813537,36.1666866",,,"127.9989177,37.1236468","128.3245288,35.2822656","126.6585125,35.2657132","127.1920819,37.5226833","127.2995068,35.6292066","127.5359711,37.4006575","126.6256073,35.2348239","127.1435842,35.9607","126.9752326,37.7149559","127.0728792,37.7835531","126.8015227,37.7534097","127.0987596,37.7530785","126.7851448,35.2917593","127.2048567,36.5449011","126.6492846,35.1771274","127.1115552,36.0993984","128.3328741,35.2718744","127.5183752,37.2351844","127.292028,35.6052767","127.2977844,35.627698"
"128.9398087,35.9189428","127.2481112,35.6959137","127.8132078,36.1666658",,,"127.9992386,37.1236572","128.3240639,35.2822841","126.658482,35.2661079","127.1921528,37.5227808","127.2991196,35.6290076","127.536048,37.40068","126.6256109,35.2350088","127.143582,35.9607099","126.9749122,37.7150148","127.0723986,37.7835892","126.8017348,37.75415","127.0983241,37.7534258","126.7850108,35.2917387","127.2050491,36.544843","126.6491857,35.1771285","127.111378,36.0988488","128.3335369,35.2714226","127.5185026,37.235252","127.2923223,35.6050338","127.2977314,35.6277051"
"128.9399976,35.9191524","127.2482881,35.6958771","127.8124459,36.1666074",,,"127.9999997,37.1236828","128.3237191,35.282337","126.6583774,35.266659","127.1926868,37.5236628","127.2989234,35.6288801","127.5362717,37.4007196","126.6253867,35.2350081","127.1435307,35.9610054","126.9746378,37.7149902","127.0704876,37.7837337","126.8018818,37.7545727","127.0980493,37.7536421","126.784936,35.2917437","127.2062233,36.5445646","126.6487771,35.1771328","127.1109323,36.0975383","128.3344846,35.2707768","127.518542,37.2352664","127.2923964,35.6049726","127.2976817,35.6276996"
"128.9405478,35.9196669","127.2485856,35.6958344","127.811397,36.1664965",,,"128.0002991,37.1236825","128.3230972,35.2824909","126.6582114,35.2670852","127.1929945,37.5242306","127.298704,35.6287075","127.5363791,37.4007493","126.6251427,35.235523","127.1434886,35.9612478","126.9744601,37.7149389","127.0700422,37.7837744","126.8020098,37.7548502","127.0952964,37.7557463","126.7847808,35.2917527","127.2068573,36.544439","126.6480259,35.1771411","127.110496,36.0963495","128.3360208,35.2697293","127.5185916,37.2352781","127.2925934,35.6048007","127.2976155,35.627676"
"128.9409641,35.9200117","127.248914,35.6957891","127.8102755,36.1663272",,,"128.001237,37.1236992","128.322475,35.2827259","126.6578868,35.2676411","127.1934617,37.5251241","127.2983824,35.6283743","127.5366243,37.4008114","126.6249998,35.2358249","127.1434262,35.9613144","126.9742126,37.7148008","127.0697103,37.7838291","126.8021817,37.7551549","127.0928328,37.7576288","126.7846398,35.2917771","127.2070932,36.5443927","126.6466265,35.1770672","127.1100592,36.0952824","128.3361245,35.2696582","127.5187653,37.235297","127.2927395,35.6046513","127.2975736,35.6276372"
"128.9411628,35.920149","127.2493784,35.6957243","127.8097136,36.1662151",,,"128.0031874,37.1237991","128.3222991,35.2827343","126.6576118,35.2679746","127.1943703,37.5268292","127.2981874,35.6281657","127.5367011,37.4008267","126.6239671,35.237839","127.1433518,35.9613313","126.9740627,37.7146568","127.0696307,37.7838513","126.8023307,37.7553694","127.0916036,37.7586115","126.7842334,35.2918459","127.2080275,36.544304","126.6431414,35.1765845","127.1094809,36.0940643","128.3362064,35.2696008","127.5188915,37.2352501","127.2928436,35.6045181","127.297555,35.6275795"
"128.9414209,35.9203271","127.2497689,35.6956412","127.8090315,36.1660789",,,"128.0034058,37.1238126","128.3221654,35.2827731","126.6573243,35.2682332","127.1948592,37.5276597","127.2981445,35.6281151","127.5453188,37.4030727","126.6238246,35.2381166","127.1432765,35.9613229","126.9739757,37.7144401","127.0692553,37.7839581","126.8025269,37.7556274","127.09115,37.7589353","126.7839547,35.2918966","127.2083829,36.5442868","126.6415209,35.1763404","127.1093753,36.0938431","128.336404,35.2694651","127.5193345,37.2350779","127.2929677,35.6043596","127.2975662,35.6275209"
"128.9416642,35.9204829","127.249999,35.695575","127.8080943,36.1658117",,,"128.0043867,37.1238743","128.3215744,35.2829494","126.6563554,35.2689072","127.1953875,37.5285498","127.2980124,35.6279427","127.5454849,37.4031159","126.6237807,35.2382055","127.143026,35.9612979","126.9739349,37.7142804","127.0687799,37.7840781","126.8026224,37.7557398","127.0905491,37.7594046","126.7839062,35.2919071","127.2124292,36.5440956","126.6408707,35.1762429","127.1086402,36.0924396","128.3366639,35.2692911","127.5196062,37.2349499","127.2931395,35.6040822","127.297595,35.6274749"
"128.9422703,35.920838","127.2502037,35.6955006","127.8070533,36.1654718",,,"128.0051121,37.1239325","128.3214241,35.2829828","126.6559135,35.2692152","127.1961498,37.5297992","127.2979486,35.6278596","127.5457165,37.4031825","126.6236257,35.2385209","127.1430204,35.9612933","126.9739629,37.7140128","127.068626,37.7841848","126.8027439,37.7558595","127.0888514,37.7607299","126.7835329,35.2919707","127.2145032,36.5439978","126.6401043,35.1761275","127.1080115,36.0913241","128.3374487,35.2687411","127.5198328,37.2348155","127.2932972,35.6037245","127.2976282,35.6274506"
"128.9427579,35.9210801","127.2504471,35.6954064","127.8063309,36.1652654",,,"128.0052439,37.1239536","128.3212287,35.2830103","126.6555758,35.269441","127.1963248,37.5301746","127.2978353,35.6276791","127.5457685,37.4031978","126.6229739,35.2398497",,"126.9739864,37.7137326","127.068348,37.7843388","126.8030117,37.7561044","127.0877,37.7615831","126.7833963,35.2919906","127.2150575,36.5439559","126.639067,35.1759731","127.1075552,36.0905933","128.338083,35.2683039","127.5200875,37.2346433","127.2934098,35.6033135","127.2976846,35.6274282"
"128.9431123,35.9212462","127.2505955,35.6953391","127.8059525,36.1651618",,,"128.0056992,37.1240246","128.3210319,35.2830189","126.6554253,35.2695328","127.1963872,37.5304164","127.2977844,35.627698","127.5456218,37.4034421","126.6227495,35.2402836",,"126.9740682,37.7130714","127.0682055,37.7844293","126.8031536,37.756226","127.0872794,37.7618844","126.7831646,35.2920731","127.2159504,36.5438886","126.6386942,35.1759182","127.1071154,36.0899075","128.3381507,35.2682583","127.5205361,37.2343079",,"127.2973802,35.6268335"
"128.9433513,35.9213461","127.2507947,35.695234","127.8058168,36.1651342",,,"128.0063619,37.1241408","128.3205624,35.2830166","126.6531394,35.270927","127.1964069,37.5305949","127.2977314,35.6277051","127.5454626,37.4036982","126.6225418,35.2406843",,"126.974076,37.7127776","127.0680742,37.7845433","126.8033025,37.7563306","127.0867743,37.7622621","126.783104,35.2920944","127.2165821,36.5437801","126.6324971,35.1749957","127.1064124,36.0887746","128.3382249,35.2682082","127.520624,37.2342304",,"127.2972088,35.6264581"
"128.9436167,35.9214394","127.2509664,35.6951361","127.805187,36.165015",,,"128.0064374,37.1241576","128.32024,35.2830017","126.6530298,35.2709939","127.1963924,37.5308121","127.2976817,35.6276996","127.545212,37.4041012","126.6225138,35.2407372",,"126.9740739,37.7125829","127.0680267,37.7845142","126.8034198,37.7564106","127.0862075,37.7627261","126.7830621,35.2920996","127.2171132,36.5436777","126.6302778,35.1746723","127.1059682,36.0880889","128.3383057,35.2681572","127.5208754,37.2339923",,"127.2971265,35.6262732"
"128.9437116,35.9214734","127.2513087,35.6948816","127.8044828,36.164905",,,"128.0065874,37.1241912","128.3201971,35.2829984","126.6527899,35.2711239","127.1963832,37.5308481","127.2976155,35.627676","127.5446815,37.4049658","126.6220615,35.2416077",,"126.9740584,37.7123756","127.0679384,37.7844589","126.8035417,37.7564879","127.0856018,37.7632206","126.7828749,35.2921246","127.2176868,36.5435465","126.6281539,35.1743658","127.1058866,36.0879651","128.338392,35.2681043","127.5210241,37.2338445",,"127.29702,35.6260169"
"128.9442934,35.9216521","127.2515116,35.6946729","127.8037163,36.1648006",,,"128.0085365,37.1246083","128.3201553,35.282996","126.6523411,35.2713551","127.1963598,37.5310445","127.2975736,35.6276372","127.5445235,37.4052228","126.6219963,35.241738",,"126.9740133,37.7121798","127.0676486,37.7843101","126.8039468,37.7567436","127.0850449,37.7637459","126.7822169,35.2921667","127.2177874,36.5435224","126.6261101,35.1740707","127.1056244,36.0875333","128.3387624,35.2678745","127.5211165,37.2337516",,"127.2969324,35.6257156"
"128.944689,35.9217718","127.2515715,35.6946117","127.8026207,36.1646861",,,"128.0099492,37.1249268","128.3199374,35.282983","126.6519299,35.2715678","127.196315,37.5312112","127.297555,35.6275795","127.5441024,37.405908","126.6219514,35.2418269",,"126.9739468,37.7119577","127.0673495,37.7841819","126.8046637,37.7571687","127.0845152,37.7642569","126.7819387,35.2921695","127.2179932,36.5434742","126.6257604,35.1740177","127.1054326,36.0872378","128.3392776,35.2676239","127.5212304,37.2336254",,"127.2968899,35.6255036"
"128.9451496,35.9218699","127.251688,35.6944794","127.8019465,36.164586",,,"128.0103202,37.1250126","128.319812,35.2829748","126.651837,35.2716158","127.1961993,37.5315345","127.2975662,35.6275209","127.5440075,37.4060306","126.6207641,35.2441969",,"126.9738371,37.7117454","127.0671909,37.7841218","126.8050452,37.7574053","127.0836118,37.7652172","126.7814496,35.2921333","127.2184338,36.5433518","126.6249994,35.1739076","127.1046456,36.0860271","128.3395828,35.2674757","127.5213679,37.2334424",,"127.2967727,35.6247001"
"128.9455222,35.9219402","127.2517534,35.6944047","127.8012866,36.1644289",,,"128.0112592,37.1252132","128.3195498,35.282927","126.6510038,35.2720175","127.196074,37.5317496","127.297595,35.6274749","127.5438472,37.4062199","126.6207124,35.2442993",,"126.9736801,37.7114843","127.0670345,37.7840645","126.8051953,37.7575008","127.0822129,37.7670402","126.7811366,35.2920827","127.2188454,36.5432256","126.6243241,35.1738008","127.1041155,36.0852031","128.3396211,35.2674574","127.5214287,37.2333523",,"127.2967478,35.6244746"
"128.945939,35.9220064","127.252235,35.6937962","127.8010116,36.1643413",,,"128.0116245,37.1252909","128.319091,35.2827886","126.6503952,35.2722837","127.1958749,37.5319825","127.2976282,35.6274506","127.5436948,37.4063796","126.6204622,35.2448746",,"126.973446,37.71122","127.0653818,37.7835266","126.805456,37.7576673","127.0821924,37.7670671","126.778864,35.291759","127.2195882,36.5429696","126.6242123,35.1737829","127.1039107,36.0848454","128.3397653,35.2673689","127.5214659,37.2332973",,"127.2967359,35.62437"
"128.9466445,35.9220998","127.2524771,35.693427","127.800671,36.164233",,,"128.0121635,37.1254184","128.3185994,35.2825683","126.6501808,35.2723904","127.1957374,37.5321246","127.2976846,35.6274282","127.543522,37.4065464","126.6198125,35.2460077",,"126.9730706,37.7110372","127.0644954,37.7832493","126.8058562,37.757968","127.0803396,37.7700439","126.7784113,35.2917157","127.2201656,36.5427311","126.6229864,35.1736081","127.1035871,36.0842493","128.339893,35.2672697","127.5214907,37.2332603",,"127.296712,35.6242176"
"128.9475013,35.9221598","127.2526885,35.6929667","127.8001142,36.1639982",,,"128.0138119,37.1258079","128.3180467,35.2822808","126.6501399,35.2724082","127.1953445,37.5324417","127.2973802,35.6268335","127.5434881,37.4065797","126.6197128,35.2461828",,"126.9725413,37.710805","127.0644648,37.7832402","126.8062585,37.7582912","127.0789126,37.7726067","126.7779417,35.2917166","127.2210383,36.5423707","126.6215822,35.1733797","127.103343,36.0837617","128.3400354,35.2671173","127.5215729,37.2331088",,"127.296643,35.6240191"
"128.9477663,35.9221052","127.2528323,35.6925649","127.7995394,36.1637283",,,"128.0142495,37.125925","128.3178809,35.2821999","126.6498548,35.2725459","127.1952004,37.5325351","127.2972088,35.6264581","127.5433684,37.4066762","126.6193867,35.2467575",,"126.9722538,37.7107009","127.0637699,37.7830231","126.8063441,37.7583584","127.0785382,37.7733507","126.77766,35.2917383","127.2226248,36.5417326","126.6207238,35.1732418","127.103299,36.083675","128.3402616,35.2668749","127.5216698,37.2329204",,"127.2965162,35.6234752"
"128.9481452,35.9220997","127.2531177,35.6917828","127.7983889,36.1631938",,,"128.0147741,37.1260913","128.3148999,35.2806664","126.6492859,35.2728016","127.1949622,37.5326661","127.2971265,35.6262732","127.54333,37.4067078","126.6192873,35.2470075",,"126.9719795,37.7106673","127.0634308,37.7829398","126.806503,37.7584837","127.0777016,37.7754938","126.7774046,35.2917701","127.2245258,36.5409373","126.6194359,35.1730125","127.1031241,36.0833327","128.3404715,35.2666544","127.5217374,37.2327068",,"127.2964714,35.6232948"
"128.9484195,35.9220658","127.2536074,35.6903015","127.7971493,36.1626217",,,"128.015237,37.1262912","128.3147145,35.2805955","126.6487401,35.2730539","127.1946868,37.5327582","127.29702,35.6260169","127.5432995,37.4067276","126.6190749,35.2476416",,"126.971757,37.710687","127.0623166,37.7827717","126.8069445,37.7588649","127.0772913,37.7769633","126.7758339,35.2920385","127.2253817,36.5405823","126.6190742,35.1729494","127.102603,36.082048","128.3406782,35.2664438","127.521787,37.2325067",,"127.2964299,35.6231369"
"128.9486874,35.9219913","127.2536164,35.6902592","127.7966593,36.1624237",,,"128.0153365,37.1263475","128.3145701,35.280564","126.6483987,35.273211","127.1945247,37.5328083","127.2969324,35.6257156","127.5431843,37.4068061","126.6188866,35.2478747",,"126.9714819,37.7107669","127.0621668,37.7827513","126.8073525,37.7591773","127.0771502,37.7776162","126.7754838,35.2920797","127.2257454,36.5404308","126.6187499,35.172883","127.1025351,36.0818567","128.340812,35.2663076","127.5218117,37.2323228",,"127.2963399,35.6229222"
"128.949049,35.9218247","127.2536331,35.6902186","127.7962341,36.1622886",,,"128.0158371,37.1266329","128.3144203,35.2805425","126.6479202,35.2734448","127.1942246,37.532858","127.2968899,35.6255036","127.5429437,37.4069684","126.6169295,35.2499631",,"126.971312,37.7108914","127.0619422,37.7827153","126.8077758,37.7594457","127.077058,37.7780422","126.7746497,35.2921414","127.2267277,36.5400229","126.6183621,35.1728","127.1023865,36.0813693","128.3410249,35.2661582","127.5218241,37.2321984",,"127.2962728,35.6227941"
"128.9499114,35.9212833","127.253642,35.6901988","127.7957556,36.162169",,,"128.0159355,37.1267037","128.3143093,35.280545","126.6478616,35.2734787","127.1938871,37.5328913","127.2967727,35.6247001","127.5425924,37.4071903",,,"126.9712649,37.7109705","127.0617358,37.7826713","126.8081666,37.7596562","127.0770357,37.7781719","126.7735746,35.2922026","127.2276977,36.5396302","126.6152368,35.172183","127.1021868,36.0806519","128.341224,35.2660667","127.5218421,37.2320019",,"127.296208,35.6226551"
"128.9501464,35.9211623","127.253642,35.6901979","127.7952493,36.1620756",,,"128.0163994,37.1270415","128.3141842,35.2805657","126.647439,35.2737264","127.1926872,37.5329243","127.2967478,35.6244746","127.5423224,37.4073797",,,"126.9711859,37.7112288","127.0616145,37.7826384","126.8084659,37.759822","127.0769312,37.7787826","126.773404,35.2922259","127.2291118,36.5390502","126.6148227,35.172097","127.1019617,36.0794908","128.3415602,35.2659417","127.5218499,37.2319234",,"127.2959716,35.6222426"
"128.9504613,35.9211089","127.2536543,35.6901682","127.7946198,36.1620095",,,"128.0166179,37.1272253","128.31409,35.2806042","126.6473182,35.2738139","127.1921391,37.533013","127.2967359,35.62437","127.5422129,37.4074635",,,"126.9710859,37.7115655","127.0613061,37.782548","126.8097572,37.7605019","127.0768419,37.7798954","126.7732619,35.2922494","127.2302798,36.5385705","126.6146507,35.1720606","127.101922,36.0792193","128.3418493,35.2658333","127.5219072,37.2310094",,"127.2958913,35.6221289"
"128.9507119,35.9211176","127.2536999,35.6900583","127.7940361,36.162001",,,"128.0184408,37.1287507","128.3140299,35.2806479","126.6472329,35.2738755","127.1915918,37.5331639","127.296712,35.6242176","127.5420367,37.4076448",,,"126.9710296,37.7123043","127.0611112,37.7824761","126.8118811,37.7616248","127.0767416,37.7811632","126.7731913,35.2922724","127.2312096,36.5381768","126.6141784,35.171966","127.1018371,36.0786493","128.342087,35.2657424","127.5219453,37.2304046",,"127.2950711,35.6211375"
"128.9509736,35.9211839","127.2537912,35.6898466","127.7934602,36.1620277",,,"128.0194995,37.1296412","128.3139449,35.2807242","126.6470778,35.2739862","127.1907244,37.5335303","127.296643,35.6240191","127.5419125,37.4078287",,,"126.9709844,37.7127575","127.0608349,37.7823479","126.8120777,37.7617305","127.076579,37.7831951","126.7731361,35.292291","127.2334281,36.537256","126.6129984,35.1717203","127.1017241,36.0777167","128.3421472,35.2657194","127.5219498,37.2303703",,"127.2950315,35.6210896"
"128.9511868,35.9213256","127.2538312,35.6897601","127.7929246,36.1620921",,,"128.0206543,37.1305979","128.3138801,35.2808383","126.646939,35.2741187","127.1902878,37.5337274","127.2965162,35.6234752","127.5417997,37.4080884",,,"126.9709267,37.7133737","127.0605746,37.7821928","126.8128661,37.7621623","127.0765508,37.7835483","126.7729309,35.2923718","127.2335668,36.5371986","126.6120233,35.1715165","127.1017213,36.0776112","128.3421986,35.265692","127.5220249,37.2290065",,"127.2949511,35.6210074"
