0,1
"128.5879815,35.8822599","128.5646434,35.855231"
"128.5880467,35.8822467","128.5651939,35.8554019"
"128.5891631,35.8819859","128.5654608,35.8554843"
"128.5894172,35.881934","128.5650176,35.8562924"
"128.5896702,35.8818831","128.5649711,35.8563776"
"128.5896169,35.8817086","128.564864,35.8565705"
"128.5894143,35.8810722","128.5648262,35.8566403"
"128.5893853,35.8809814","128.5649453,35.8566843"
"128.5892567,35.8805651","128.5650109,35.8567063"
"128.5892232,35.8804654","128.5651923,35.8567687"
"128.5891443,35.8802082","128.5653347,35.8568188"
"128.5890223,35.8801156","128.5656696,35.8569339"
"128.5889205,35.8800435","128.5656818,35.8569383"
"128.5888469,35.8800072","128.5657375,35.8569577"
"128.5888246,35.8799975","128.5656755,35.857043"
"128.588712,35.8799444","128.5655743,35.8571827"
"128.5885072,35.8798705","128.565474,35.8573829"
"128.5884244,35.8798911","128.5654624,35.8574253"
"128.5872867,35.8801412","128.5654539,35.8574543"
"128.5870603,35.8801928","128.5654307,35.8575401"
"128.5869366,35.8802192","128.565399,35.8576495"
"128.5861744,35.8803749","128.5653564,35.8577806"
"128.5854583,35.8805031","128.5652614,35.8580492"
"128.5852118,35.8805467","128.5652123,35.8581831"
"128.5850494,35.8805744","128.5650999,35.8585582"
"128.5849256,35.8805989","128.5650583,35.8586749"
"128.5848394,35.8806168","128.5649623,35.8589498"
"128.5844771,35.8806886","128.5648525,35.859269"
"128.5842296,35.8807377","128.5647866,35.8594743"
"128.5840539,35.8807727","128.5646618,35.8599208"
"128.5840208,35.8807793","128.5646249,35.8600581"
"128.5839622,35.8807915","128.5645993,35.8602161"
"128.5838716,35.8808077","128.5642992,35.8601358"
"128.58376,35.8808294","128.563542,35.859909"
"128.5834981,35.8808796","128.5633997,35.8598661"
"128.5832474,35.8809323","128.5633418,35.8598495"
"128.5830165,35.8809822","128.563184,35.859804"
"128.582979,35.8809906","128.5628982,35.8597218"
"128.5828012,35.8810301","128.5621222,35.859497"
"128.582694,35.8810536","128.5619865,35.8594576"
"128.5826057,35.8810733","128.5606375,35.8590331"
"128.5823925,35.8811212","128.5606041,35.8590226"
"128.5821948,35.8811654","128.5597867,35.8587666"
"128.5821208,35.8811814","128.5595742,35.8586936"
"128.5819032,35.8812248","128.5586875,35.8583913"
"128.5818778,35.8812305","128.558574,35.8583499"
"128.58168,35.881271","128.5585428,35.8583385"
"128.5814867,35.8813106","128.558426,35.8582989"
"128.5813243,35.8813463","128.557764,35.8580722"
"128.5809432,35.8814273","128.5574826,35.8579836"
"128.5807963,35.8814584","128.557466,35.8579783"
"128.5807676,35.8814649","128.5574459,35.8579722"
"128.5806759,35.8814829","128.5573748,35.8579494"
"128.5806285,35.8813382","128.5572045,35.8578905"
"128.5805985,35.8812465","128.5571878,35.8578852"
"128.5805858,35.8812087","128.5570299,35.8578307"
"128.5805118,35.880984","128.5565879,35.8576606"
"128.5804111,35.8806667","128.5564321,35.8576033"
"128.5804066,35.8805784","128.556244,35.8575302"
"128.580388,35.8804361","128.5554959,35.8572383"
"128.5803788,35.8804055","128.5549527,35.857033"
"128.5803223,35.8802482","128.5546967,35.856937"
"128.5802947,35.8801691","128.5545119,35.8568665"
"128.580283,35.8801242","128.5544273,35.8568348"
"128.5802656,35.8800666","128.55405,35.8566939"
"128.5802526,35.880009","128.5538864,35.8566331"
"128.5802436,35.8799181","128.553016,35.8563044"
"128.5802448,35.8798441","128.552356,35.8560551"
"128.5802611,35.8797322","128.5520087,35.8559175"
"128.58028,35.8796572","128.5519084,35.855876"
"128.580311,35.8795794","128.5518661,35.8558583"
"128.5803551,35.8794825","128.5517559,35.8558133"
"128.5804178,35.8793675","128.5504321,35.8552848"
"128.5804917,35.8792622","128.5503999,35.8552716"
"128.5809748,35.8785303","128.5503242,35.8552416"
"128.5809802,35.878523","128.5485867,35.8545833"
"128.5812669,35.8780994","128.5483697,35.8545014"
"128.5814765,35.8777892","128.5482195,35.854445"
"128.5815384,35.8776985","128.5481872,35.8544335"
"128.5815829,35.8776341","128.5481627,35.8544238"
"128.5812271,35.8776959","128.5480993,35.8543991"
"128.5812105,35.8776987","128.5477843,35.8542838"
"128.5810348,35.8777319","128.547633,35.8542256"
"128.5808988,35.8777538","128.5472367,35.8540749"
"128.5808149,35.8777681","128.546628,35.8538521"
"128.5806491,35.8777994","128.5458246,35.853558"
"128.5804845,35.8778306","128.545809,35.8535518"
"128.579774,35.8779659","128.5456821,35.8535024"
"128.5797166,35.8779772","128.5447549,35.8531399"
"128.5796867,35.8779829","128.5446658,35.8531046"
"128.5795995,35.8779999","128.5443742,35.8529909"
"128.5788526,35.8781482","128.5439244,35.8528081"
"128.5787245,35.8781737","128.5438086,35.8527614"
"128.5783256,35.8782521","128.5428868,35.8523916"
"128.5782571,35.8782662","128.5421889,35.8521227"
"128.5781389,35.8782889","128.54151,35.8518608"
"128.5780052,35.8783154","128.5413397,35.8517974"
"128.5779124,35.8783333","128.5411249,35.8517163"
"128.5777279,35.878372","128.5410392,35.8516837"
"128.5775313,35.8784143","128.540525,35.8514826"
"128.5773921,35.8784444","128.5396156,35.8511289"
"128.5772077,35.8784839","128.5394119,35.8510495"
"128.5770729,35.8785122","128.5381122,35.8505658"
"128.5769801,35.8785328","128.5377218,35.8504421"
"128.5769238,35.8785451","128.5373468,35.8503029"
"128.5766155,35.8786019","128.5373301,35.8502958"
"128.5763691,35.8786483","128.5373057,35.850287"
"128.5762929,35.8786625","128.5372356,35.8502605"
"128.575852,35.878744","128.5368055,35.850147"
"128.5758365,35.8787468","128.5367234,35.8501369"
"128.5757006,35.8787742","128.5367035,35.8501344"
"128.5756166,35.8787912","128.5364506,35.8501059"
"128.5755448,35.8788044","128.5359827,35.8500631"
"128.5754664,35.8788196","128.5350991,35.8499833"
"128.5751305,35.8788848","128.5346002,35.8499416"
"128.5749946,35.8789121","128.5343996,35.8499244"
"128.5746587,35.8789774","128.5334118,35.8498409"
