0
"126.7331723,37.3397337"
"126.7328337,37.3393943"
"126.7327801,37.3393327"
"126.7328868,37.3392703"
"126.7332867,37.3390241"
"126.7334162,37.3389429"
"126.7337843,37.3387173"
"126.7343353,37.3383756"
"126.7347658,37.3381089"
"126.7360143,37.3373364"
"126.736087,37.3372909"
"126.7361756,37.3372365"
"126.7382714,37.3359457"
"126.7388928,37.3355576"
"126.7394222,37.3352293"
"126.7401038,37.3348055"
"126.7415237,37.3339205"
"126.7416146,37.3338634"
"126.7416884,37.3338179"
"126.7419066,37.3336805"
"126.741977,37.3336376"
"126.7420905,37.3335699"
"126.742379,37.3333977"
"126.7424869,37.3333326"
"126.7425107,37.3333175"
"126.7425619,37.3332826"
"126.7427129,37.3331899"
"126.7439998,37.3323995"
"126.7453742,37.3315429"
"126.7463784,37.3309112"
"126.7464602,37.3308612"
"126.7470076,37.3305249"
"126.7470848,37.3304803"
"126.7471712,37.3304232"
"126.7476368,37.3301332"
"126.7481661,37.3298112"
"126.7482001,37.3297906"
"126.748325,37.3297157"
"126.7487543,37.3294525"
"126.7488202,37.3294115"
"126.7489054,37.3293616"
"126.7490723,37.3292608"
"126.7491768,37.3291974"
"126.7497059,37.3288871"
"126.749766,37.328855"
"126.7497671,37.328855"
"126.7499749,37.3287329"
"126.7499999,37.3287159"
"126.7505712,37.3283563"
"126.7507983,37.3282207"
"126.7508597,37.3281805"
"126.7509074,37.3281502"
"126.7510573,37.3280538"
"126.7511228,37.3281696"
"126.751156,37.3282302"
"126.7511694,37.3282537"
"126.751447,37.3287152"
"126.7516281,37.3290002"
"126.7520927,37.3297333"
"126.7523061,37.3300672"
"126.7524802,37.3302675"
"126.7531464,37.3309279"
"126.7533264,37.3311067"
"126.7539983,37.3318753"
"126.7544234,37.3322673"
"126.7544915,37.3323363"
"126.7545508,37.3323907"
"126.7547109,37.3325242"
"126.7548421,37.3326206"
"126.7549576,37.3326916"
"126.7551542,37.3327857"
"126.7551857,37.3327994"
"126.7553633,37.3328745"
"126.7555884,37.3329417"
"126.7558509,37.3329974"
"126.7572382,37.3332297"
"126.757849,37.3333327"
"126.7596172,37.333625"
"126.7622624,37.3340489"
"126.76288,37.3341501"
"126.7633714,37.3342307"
"126.7637388,37.3342916"
"126.7637478,37.3342934"
"126.7641423,37.3343599"
"126.7645762,37.3344338"
"126.7649345,37.3344964"
"126.765318,37.334533"
"126.7659436,37.334618"
"126.7662852,37.3346715"
"126.7672669,37.3348254"
"126.767401,37.3348461"
"126.7674585,37.3348555"
"126.7689114,37.3350817"
"126.7701307,37.3352974"
"126.7705939,37.3353787"
"126.7712454,37.335481"
"126.7715835,37.3355344"
"126.7717041,37.3355568"
"126.7717615,37.335568"
"126.7720963,37.3356205"
"126.7725214,37.3356736"
"126.7728125,37.3356853"
"126.7731952,37.3356805"
"126.7735739,37.3356296"
"126.7735988,37.3356243"
"126.7738284,37.3355762"
"126.7741429,37.3355096"
"126.77441,37.3354355"
"126.7749535,37.3352658"
"126.7753748,37.3351187"
"126.7755439,37.3350269"
"126.7756142,37.3349895"
"126.7756902,37.3349494"
"126.7759058,37.3348345"
"126.7760897,37.3346157"
"126.7761583,37.3345169"
"126.7762219,37.3344822"
"126.7765997,37.3342862"
"126.7770897,37.334035"
"126.7771765,37.3339318"
"126.7772203,37.3338447"
"126.7772412,37.333779"
"126.7772544,37.3336971"
"126.7772461,37.3336204"
"126.7772244,37.3335328"
"126.777199,37.3334741"
"126.7771578,37.333417"
"126.7770807,37.3333327"
"126.7769854,37.3332592"
"126.7768843,37.3332153"
"126.7767683,37.333183"
"126.7766374,37.333175"
"126.7764895,37.3331795"
"126.7763526,37.3332093"
"126.7762427,37.3332573"
"126.7761313,37.3333333"
"126.7760584,37.3334022"
"126.7760024,37.3334785"
"126.7759677,37.333563"
"126.775951,37.3336521"
"126.7759512,37.3337495"
"126.7759786,37.3338398"
"126.7760307,37.3339375"
"126.7760931,37.3340226"
"126.7763099,37.3342565"
"126.7764164,37.3343238"
"126.7768146,37.3345976"
"126.7768426,37.3346167"
"126.7781671,37.3355198"
"126.7782918,37.3355891"
"126.7785738,37.3357251"
"126.7787785,37.3358057"
"126.7791915,37.3359425"
"126.779974,37.3361492"
"126.7826926,37.3368309"
"126.7827715,37.3368503"
"126.7832433,37.3369694"
"126.7845496,37.3373126"
"126.7854121,37.3375405"
"126.7855865,37.3376083"
"126.7860585,37.3378274"
"126.7864134,37.3380216"
"126.7867701,37.3382662"
"126.7870333,37.3384904"
"126.7873073,37.3387652"
"126.7879464,37.3394658"
"126.7879732,37.3394957"
"126.7881743,37.3397159"
"126.7889915,37.3406871"
"126.7891998,37.3409885"
"126.7892621,37.3410863"
"126.7893816,37.3413466"
"126.7894227,37.3415325"
"126.7894893,37.3418898"
"126.7894755,37.3434816"
"126.789499,37.3436223"
"126.7895808,37.3438094"
"126.7897704,37.3440539"
"126.7899821,37.3442346"
"126.790925,37.3446945"
"126.7921124,37.3453245"
