0,1,2,3,4,5,6,7,8,9,10,11
"128.2211753,36.3234179","128.3599374,36.0751663","127.1071286,37.6698374","127.1071286,37.6698374","127.1224415,37.4167617","127.1071286,37.6698374","127.5827145,37.3843325","127.1230744,37.4217105","127.1224415,37.4167617","127.1224415,37.4167617","127.7968096,36.2814703","128.5170526,36.0429491"
"128.2214115,36.3258416","128.3599621,36.0764075","127.1074365,37.6697159","127.1074365,37.6697159","127.1225501,37.4169541","127.1074365,37.6697159","127.5828071,37.3843144","127.1231106,37.4217079","127.1225501,37.4169541","127.1225501,37.4169541","127.7976931,36.2813095","128.5168496,36.0433898"
"128.2214494,36.3264409","128.3600247,36.0768578","127.1078992,37.6694912","127.1078992,37.6694912","127.1227741,37.4173523","127.1078992,37.6694912","127.5842211,37.3840664","127.1236136,37.4216798","127.1227741,37.4173523","127.1227741,37.4173523","127.7989136,36.2810333","128.5167532,36.043662"
"128.2214671,36.3266725","128.3603991,36.0808409","127.1084324,37.6692217","127.1084324,37.6692217","127.1229115,37.4176772","127.1084324,37.6692217","127.5868627,37.383603","127.1244185,37.4216337","127.1229115,37.4176772","127.1229115,37.4176772","127.7997813,36.2808039","128.5166726,36.0439584"
"128.2214834,36.3268662","128.3605995,36.0833332","127.1089704,37.6689062","127.1089704,37.6689062","127.1230869,37.4180924","127.1089704,37.6689062","127.5880632,37.3834345","127.124717,37.4216166","127.1230869,37.4180924","127.1230869,37.4180924","127.8006768,36.2805844","128.5165695,36.0444849"
"128.2215617,36.3278664","128.3608352,36.0858008","127.1096748,37.6684326","127.1096748,37.6684326","127.1232004,37.4184353","127.1096748,37.6684326","127.5882835,37.3834091","127.1247181,37.4216166","127.1232004,37.4184353","127.1232004,37.4184353","127.8034918,36.2794738","128.5164842,36.0451897"
"128.2215998,36.333333","128.3608866,36.0863414","127.1101973,37.6680314","127.1101973,37.6680314","127.1233204,37.4188575","127.1101973,37.6680314","127.5888731,37.3833681","127.1249996,37.4215994","127.1233204,37.4188575","127.1233204,37.4188575","127.8037397,36.2793677","128.5164908,36.0455268"
"128.2216371,36.3343497","128.3609043,36.0865342","127.1106618,37.6676742","127.1106618,37.6676742","127.1234125,37.4194221","127.1106618,37.6676742","127.590233,37.3832805","127.1252562,37.4215831","127.1234125,37.4194221","127.1234125,37.4194221","127.8064732,36.2781986","128.5165095,36.0457737"
"128.2216743,36.3350076","128.3613627,36.0915976","127.1117125,37.6666664","127.1117125,37.6666664","127.1234611,37.4198702","127.1117125,37.6666664","127.591244,37.3832689","127.1257335,37.4215134","127.1234611,37.4198702","127.1234611,37.4198702","127.8099693,36.2767471","128.516558,36.0461844"
"128.2216781,36.3350509","128.3614097,36.0921382","127.1122998,37.6660248","127.1122998,37.6660248","127.1234839,37.4214135","127.1122998,37.6660248","127.5914631,37.383266","127.1273353,37.4214437","127.1234839,37.4214135","127.1234839,37.4214135","127.8103361,36.2765992","128.5166729,36.0466531"
"128.2217493,36.3357662","128.3616493,36.0943498","127.1129632,37.6651355","127.1129632,37.6651355","127.1234993,37.4219309","127.1129632,37.6651355","127.5924414,37.3832905","127.1278722,37.4214282","127.1234993,37.4219309","127.1234993,37.4219309","127.8146735,36.2748055","128.5166868,36.0467035"
"128.2218418,36.3362516","128.3617087,36.0953104","127.1134188,37.6645187","127.1134188,37.6645187","127.1235033,37.4220472","127.1134188,37.6645187","127.5925792,37.3832967","127.1280123,37.4214287","127.1235033,37.4220472","127.1235033,37.4220472","127.8154306,36.2745249","128.5167464,36.0469293"
"128.2219696,36.3368152","128.3617802,36.0964657","127.113823,37.6639684","127.113823,37.6639684","127.1235058,37.4226646","127.113823,37.6639684","127.5935405,37.3833636","127.1281163,37.421429","127.1235058,37.4226646","127.1235058,37.4226646","127.8162882,36.2743081","128.5169152,36.0473669"
"128.2222371,36.3376664","128.3618129,36.0968179","127.1138984,37.6638524","127.1138984,37.6638524","127.1235205,37.4256104","127.1138984,37.6638524","127.5946714,37.3834654","127.1284621,37.4214328","127.1235205,37.4256104","127.1235205,37.4256104","127.8179425,36.2739719","128.5169244,36.0473902"
"128.2225616,36.3384163","128.3618281,36.0969873","127.1150121,37.662258","127.1150121,37.662258","127.1235157,37.4263378","127.1150121,37.662258","127.5950713,37.3835084","127.1288372,37.4214547","127.1235157,37.4263378","127.1235157,37.4263378","127.8185244,36.2738685","128.5171257,36.047769"
"128.2228369,36.3390331","128.3621869,36.1007496","127.1163408,37.6603109","127.1163408,37.6603109","127.1235213,37.4270255","127.1163408,37.6603109","127.5962496,37.3836228","127.1299293,37.4216195","127.1235213,37.4270255","127.1235213,37.4270255","127.8195958,36.2736935","128.5172145,36.047935"
"128.2231839,36.3396882","128.3623248,36.102283","127.1164859,37.6600978","127.1164859,37.6600978","127.1235251,37.4274005","127.1164859,37.6600978","127.5978053,37.3837748","127.1306303,37.4217776","127.1235251,37.4274005","127.1235251,37.4274005","127.8201399,36.2736091","128.5172577,36.0480158"
"128.2233495,36.3399991","128.3623498,36.1034576","127.1167269,37.6597452","127.1167269,37.6597452","127.1235256,37.4275222","127.1167269,37.6597452","127.5984233,37.3838337","127.1321242,37.422278","127.1235256,37.4275222","127.1235256,37.4275222","127.822471,36.2732494","128.5172622,36.0480248"
"128.223812,36.3407248","128.3622247,36.1044159","127.1171655,37.6591202","127.1171655,37.6591202","127.1235275,37.4278106","127.1171655,37.6591202","127.5992344,37.3838962","127.1323825,37.4223852","127.1235275,37.4278106","127.1235275,37.4278106","127.8231153,36.2731539","128.5172804,36.0480535"
"128.2244249,36.3415748","128.3620642,36.1050752","127.1176371,37.6584575","127.1176371,37.6584575","127.1235324,37.4288734","127.1176371,37.6584575","127.6000037,37.383964","127.132484,37.422427","127.1235324,37.4288734","127.1235324,37.4288734","127.8237038,36.2730423","128.5176089,36.0485664"
"128.2247749,36.3420577","128.3619979,36.1053128","127.1186122,37.6571077","127.1186122,37.6571077","127.1235501,37.4321157","127.1186122,37.6571077","127.6012001,37.3840712","127.1337292,37.4229401","127.1235501,37.4321157","127.1235501,37.4321157","127.8242222,36.2729481","128.5176213,36.0485816"
"128.2255999,36.3431832","128.3618557,36.1058214","127.1187915,37.6568487","127.1187915,37.6568487","127.1235552,37.4324411","127.1187915,37.6568487","127.6013176,37.3840819","127.1379124,37.4247377","127.1235552,37.4324411","127.1235552,37.4324411","127.8246038,36.2728794","128.5177928,36.0487902"
"128.2268366,36.3448408","128.3614924,36.1069383","127.119037,37.656516","127.119037,37.656516","127.1235546,37.4325646","127.119037,37.656516","127.603106,37.3842444","127.1393653,37.4253326","127.1235546,37.4325646","127.1235546,37.4325646","127.8255427,36.2726686","128.5180747,36.0491331"
"128.2289036,36.3476941","128.3613368,36.1074416","127.1190781,37.6564575","127.1190781,37.6564575","127.1235522,37.4330378","127.1190781,37.6564575","127.6033489,37.3842667","127.1401519,37.4255675","127.1235522,37.4330378","127.1235522,37.4330378","127.8263601,36.2724545","128.5183939,36.0494351"
"128.2289499,36.3477578","128.3609603,36.1087804","127.1198115,37.6553747","127.1198115,37.6553747","127.1235456,37.4334614","127.1198115,37.6553747","127.6048639,37.3844024","127.140555,37.4256598","127.1235456,37.4334614","127.1235456,37.4334614","127.826925,36.2722943","128.518662,36.0496492"
"128.2294368,36.3484581","128.3607895,36.1093135","127.1202216,37.6547694","127.1202216,37.6547694","127.1234353,37.4340334","127.1202216,37.6547694","127.6048944,37.3844033","127.1414968,37.4258294","127.1234353,37.4340334","127.1234353,37.4340334","127.8282447,36.2718489","128.5192248,36.0500744"
"128.2305226,36.3499227","128.360277,36.1110157","127.1204489,37.654433","127.1204489,37.654433","127.1231352,37.4355035","127.1204489,37.654433","127.6068218,37.3845809","127.1418888,37.4258675","127.1231352,37.4355035","127.1231352,37.4355035","127.8292173,36.2714658","128.5199994,36.0505664"
"128.2305372,36.3499415","128.360039,36.1118117","127.1218773,37.6521924","127.1218773,37.6521924","127.1231235,37.4355837","127.1218773,37.6521924","127.6080747,37.3846978","127.1423169,37.4259112","127.1231235,37.4355837","127.1231235,37.4355837","127.8301965,36.2710538","128.5211949,36.0510719"
"128.2306874,36.3501489","128.3600197,36.1118767","127.1218979,37.6521609","127.1218979,37.6521609","127.1231082,37.4357008","127.1218979,37.6521609","127.6086904,37.3847559","127.1428457,37.4259407","127.1231082,37.4357008","127.1231082,37.4357008","127.8306454,36.2708407","128.5222336,36.0514687"
"128.2317115,36.3515661","128.3596447,36.1131452","127.1219162,37.652133","127.1219162,37.652133","127.1228217,37.4378407","127.1219162,37.652133","127.6105286,37.3849426","127.1432854,37.4259331","127.1228217,37.4378407","127.1228217,37.4378407","127.8312365,36.2705605","128.5230169,36.0517686"
"128.2328282,36.3531198","128.3588616,36.1158248","127.1236554,37.6498528","127.1236554,37.6498528","127.1227059,37.4388426","127.1236554,37.6498528","127.6113228,37.3850545","127.143585,37.4259177","127.1227059,37.4388426","127.1227059,37.4388426","127.8315663,36.2703702","128.5243735,36.0522781"
"128.2340273,36.3547649","128.3584743,36.1170915","127.124017,37.6494087","127.124017,37.6494087","127.1226846,37.4390309","127.124017,37.6494087","127.6121499,37.3851835","127.1444025,37.4258364","127.1226846,37.4390309","127.1226846,37.4390309","127.8320906,36.2700695","128.5258372,36.0528245"
"128.234637,36.3556068","128.3578526,36.1190803","127.1240774,37.6493467","127.1240774,37.6493467","127.1226826,37.4394284","127.1240774,37.6493467","127.6123375,37.3852104","127.1452371,37.4257406","127.1226826,37.4394284","127.1226826,37.4394284","127.8323194,36.269939","128.5283022,36.0537031"
"128.2348617,36.3559164","128.3578,36.1192493","127.1245058,37.6489073","127.1245058,37.6489073","127.1226868,37.4394879","127.1245058,37.6489073","127.6138053,37.38551","127.1464156,37.4255711","127.1226868,37.4394879","127.1226868,37.4394879","127.832999,36.2695215","128.5283424,36.0537181"
"128.2353624,36.3566499","128.357612,36.1197411","127.1249991,37.6484149","127.1249991,37.6484149","127.1226962,37.4396331","127.1249991,37.6484149","127.6147794,37.385738","127.1467628,37.4255144","127.1226962,37.4396331","127.1226962,37.4396331","127.8338138,36.2689693","128.5301186,36.0543862"
"128.2355875,36.3570082","128.3573194,36.1203255","127.1254217,37.6480224","127.1254217,37.6480224","127.1227069,37.4397719","127.1254217,37.6480224","127.6158451,37.3860426","127.147774,37.425348","127.1227069,37.4397719","127.1227069,37.4397719","127.833957,36.2688625","128.5303295,36.0544656"
"128.236271,36.3581003","128.3567993,36.1212416","127.1259613,37.6475608","127.1259613,37.6475608","127.1227132,37.4398504","127.1259613,37.6475608","127.6167538,37.3863274","127.149003,37.4250218","127.1227132,37.4398504","127.1227132,37.4398504","127.8341656,36.2687023","128.5315757,36.0549345"
"128.236837,36.3591416","128.3561873,36.1219745","127.1275904,37.646168","127.1275904,37.646168","127.1228203,37.4403663","127.1275904,37.646168","127.6175065,37.3865736","127.1495272,37.4248232","127.1228203,37.4403663","127.1228203,37.4403663","127.8349335,36.2681124","128.5323253,36.0552832"
"128.2368825,36.359236","128.3554873,36.1225997","127.1291123,37.6448992","127.1291123,37.6448992","127.1228559,37.440489","127.1291123,37.6448992","127.6187058,37.3870231","127.1502951,37.4244676","127.1228559,37.440489","127.1228559,37.440489","127.8354969,36.2676195","128.5330706,36.0557348"
"128.2372178,36.3599281","128.3548491,36.123083","127.1299367,37.6441411","127.1299367,37.6441411","127.1229992,37.4409825","127.1299367,37.6441411","127.6196632,37.3874233","127.150797,37.4242158","127.1229992,37.4409825","127.1229992,37.4409825","127.8357587,36.2673861","128.5334673,36.056019"
"128.2373009,36.3601097","128.3542121,36.1234662","127.1302135,37.643876","127.1302135,37.643876","127.1249997,37.4458148","127.1302135,37.643876","127.6212663,37.3881716","127.1515463,37.4237187","127.1249997,37.4458148","127.1249997,37.4458148","127.836942,36.2663163","128.5339254,36.0564072"
"128.2376926,36.3609872","128.352708,36.1241323","127.1302807,37.6438113","127.1302807,37.6438113","127.1250456,37.4459096","127.1302807,37.6438113","127.6224138,37.3887734","127.1518139,37.4235347","127.1250456,37.4459096","127.1250456,37.4459096","127.8380656,36.2653701","128.53446,36.0569543"
"128.2379313,36.3616014","128.3524094,36.1242616","127.1307512,37.6433189","127.1307512,37.6433189","127.1254582,37.4468294","127.1307512,37.6433189","127.6227542,37.3889561","127.1521543,37.4232572","127.1254582,37.4468294","127.1254582,37.4468294","127.8383797,36.2651303","128.5348089,36.0574039"
"128.2381242,36.3620744","128.3515754,36.1246227","127.131294,37.642668","127.131294,37.642668","127.1257404,37.4475874","127.131294,37.642668","127.6249997,37.3901571","127.1522847,37.4231485","127.1257404,37.4475874","127.1257404,37.4475874","127.8391021,36.2645981","128.5348452,36.0574604"
"128.2383374,36.3626997","128.3510368,36.1248582","127.1315781,37.6422912","127.1315781,37.6422912","127.1259623,37.4484354","127.1315781,37.6422912","127.6286519,37.3920866","127.1525582,37.4229005","127.1259623,37.4484354","127.1259623,37.4484354","127.8401722,36.2638901","128.5351002,36.0578548"
"128.2384239,36.3630075","128.3504327,36.1251059","127.1320248,37.6415941","127.1320248,37.6415941","127.1259767,37.4484923","127.1320248,37.6415941","127.6295169,37.3925373","127.1527274,37.4227469","127.1259767,37.4484923","127.1259767,37.4484923","127.8415813,36.2630467","128.5353437,36.0583062"
"128.238462,36.3631497","128.3456498,36.1270664","127.132002,37.6413786","127.132002,37.6413786","127.1260146,37.4488394","127.132002,37.6413786","127.630322,37.3929339","127.1535281,37.4218848","127.1260146,37.4488394","127.1260146,37.4488394","127.8424109,36.26259","128.5353874,36.0584212"
"128.238699,36.3639244","128.3444868,36.1276327","127.1320813,37.6411535","127.1320813,37.6411535","127.1260254,37.4489377","127.1320813,37.6411535","127.6314097,37.3934465","127.1536996,37.4217005","127.1260254,37.4489377","127.1260254,37.4489377","127.8431794,36.2621748","128.5355885,36.0589433"
"128.2388854,36.3646625","128.343724,36.1280077","127.1321368,37.6409329","127.1321368,37.6409329","127.1260663,37.4493597","127.1321368,37.6409329","127.6320496,37.3937333","127.1545787,37.4207594","127.1260663,37.4493597","127.1260663,37.4493597","127.8435626,36.2619682","128.5356281,36.0590863"
"128.2390499,36.365316","128.3430918,36.1283331","127.1321492,37.6407328","127.1321492,37.6407328","127.1260828,37.4501187","127.1321492,37.6407328","127.6345482,37.3947572","127.1548172,37.420505","127.1260828,37.4501187","127.1260828,37.4501187","127.843587,36.2619546","128.5356911,36.0593147"
"128.2391702,36.3660112","128.3427704,36.1285157","127.1321493,37.6404831","127.1321493,37.6404831","127.1260477,37.4519483","127.1321493,37.6404831","127.634754,37.3948417","127.1564141,37.4187637","127.1260477,37.4519483","127.1260477,37.4519483","127.8439357,36.261767","128.5357609,36.0596423"
"128.2392395,36.3665039","128.3412993,36.129378","127.132124,37.6403082","127.132124,37.6403082","127.126026,37.4531399","127.132124,37.6403082","127.636443,37.3955049","127.1566243,37.4185299","127.126026,37.4531399","127.126026,37.4531399","127.8440746,36.2616917","128.5358282,36.060115"
"128.2394103,36.3678326","128.3407594,36.1297126","127.1320616,37.6400908","127.1320616,37.6400908","127.1259384,37.4539184","127.1320616,37.6400908","127.6389358,37.396352","127.1575846,37.4175835","127.1259384,37.4539184","127.1259384,37.4539184","127.8464088,36.2603931","128.5358448,36.0604557"
"128.2394251,36.3679821","128.3397976,36.1302819","127.1318373,37.639616","127.1318373,37.639616","127.1258236,37.4549456","127.1318373,37.639616","127.6402292,37.3968787","127.158343,37.4168349","127.1258236,37.4549456","127.1258236,37.4549456","127.8476714,36.2596844","128.5358558,36.0607846"
"128.2394617,36.3685499","128.3394,36.1305164","127.1317848,37.6394644","127.1317848,37.6394644","127.1255965,37.4565006","127.1317848,37.6394644","127.6453771,37.3989042","127.1585189,37.4166659","127.1255965,37.4565006","127.1255965,37.4565006","127.8489539,36.2589549","128.5358327,36.062074"
"128.2395,36.3695332","128.3387505,36.1308942","127.1317853,37.639358","127.1317853,37.639358","127.1254878,37.4574377","127.1317853,37.639358","127.6458859,37.3991019","127.1590701,37.4162304","127.1254878,37.4574377","127.1254878,37.4574377","127.8494145,36.2586624","128.5357875,36.0635331"
"128.2395035,36.369672","128.3381861,36.1312209","127.1318118,37.6392689","127.1318118,37.6392689","127.1254077,37.4594592","127.1318118,37.6392689","127.6460985,37.3991846","127.1597404,37.4157005","127.1254077,37.4594592","127.1254077,37.4594592","127.8498473,36.2583582","128.5357373,36.0659749"
"128.2394648,36.3727689","128.3368606,36.1319893","127.1319122,37.6391331","127.1319122,37.6391331","127.1254123,37.4598847","127.1319122,37.6391331","127.6466582,37.399402","127.160577,37.4151224","127.1254123,37.4598847","127.1254123,37.4598847","127.8503942,36.2579347","128.5357496,36.066916"
"128.2394621,36.3729484","128.3362775,36.1323359","127.1320489,37.6389992","127.1320489,37.6389992","127.1254146,37.4601118","127.1320489,37.6389992","127.6481801,37.3999923","127.1612546,37.4147079","127.1254146,37.4601118","127.1254146,37.4601118","127.8509497,36.2574336","128.5358098,36.067863"
"128.2394592,36.3732279","128.3355994,36.1327409","127.132149,37.6389328","127.132149,37.6389328","127.125417,37.4603128","127.132149,37.6389328","127.6495435,37.4004215","127.162707,37.4139026","127.125417,37.4603128","127.125417,37.4603128","127.8516163,36.2566617","128.5358364,36.0682829"
"128.2394345,36.3750959","128.3351374,36.132975","127.1322989,37.6388576","127.1322989,37.6388576","127.1254488,37.4607321","127.1322989,37.6388576","127.6510832,37.4008089","127.1637318,37.4134161","127.1254488,37.4607321","127.1254488,37.4607321","127.851963,36.2562604","128.5358893,36.0686782"
"128.2394494,36.3756079","128.3346117,36.1331833","127.1324749,37.6387995","127.1324749,37.6387995","127.1256279,37.4629139","127.1324749,37.6387995","127.6526938,37.4011286","127.1643036,37.4131717","127.1256279,37.4629139","127.1256279,37.4629139","127.8524349,36.2555107","128.5359239,36.0689412"
"128.2394617,36.3759666","128.3341624,36.1333658","127.1326621,37.6387749","127.1326621,37.6387749","127.1257437,37.4644124","127.1326621,37.6387749","127.6538512,37.4012903","127.1650643,37.4128673","127.1257437,37.4644124","127.1257437,37.4644124","127.8527704,36.2548669","128.536012,36.0696499"
"128.2395369,36.376966","128.3334093,36.1336172","127.1328491,37.6387665","127.1328491,37.6387665","127.1257755,37.4655049","127.1328491,37.6387665","127.6554807,37.4014107","127.1662018,37.4124532","127.1257755,37.4655049","127.1257755,37.4655049","127.8527704,36.254866","128.536274,36.071"
"128.2395999,36.3776165","128.3326245,36.1338147","127.133095,37.6387907","127.133095,37.6387907","127.1257432,37.4661015","127.133095,37.6387907","127.6566739,37.4014632","127.16702,37.4121914","127.1257432,37.4661015","127.1257432,37.4661015","127.8528927,36.2545862","128.5364746,36.0719854"
"128.2396618,36.3781498","128.3321933,36.1339141","127.1331991,37.6388162","127.1331991,37.6388162","127.1256982,37.4665025","127.1331991,37.6388162","127.658128,37.4014415","127.1689942,37.4116679","127.1256982,37.4665025","127.1256982,37.4665025","127.853128,36.2539499","128.5365364,36.0722914"
"128.239724,36.3785911","128.3313602,36.1340615","127.1334243,37.6388827","127.1334243,37.6388827","127.1256244,37.4670224","127.1334243,37.6388827","127.6581743,37.4014396","127.1706534,37.4113345","127.1256244,37.4670224","127.1256244,37.4670224","127.8531994,36.253718","128.5366867,36.0730825"
"128.2397875,36.3790577","128.3306014,36.1341956","127.133611,37.6389518","127.133611,37.6389518","127.1255799,37.4673287","127.133611,37.6389518","127.6590838,37.4014068","127.1729507,37.4108163","127.1255799,37.4673287","127.1255799,37.4673287","127.8532944,36.2533273","128.5368617,36.0739745"
"128.2397997,36.3791721","128.3292847,36.1344338","127.1338461,37.6390877","127.1338461,37.6390877","127.1255437,37.4675494","127.1338461,37.6390877","127.6604449,37.4012428","127.174639,37.4102774","127.1255437,37.4675494","127.1255437,37.4675494","127.8534365,36.2527418","128.5369775,36.0749282"
"128.2399736,36.380105","128.3280854,36.1346386","127.134012,37.6392243","127.134012,37.6392243","127.1253502,37.4687071","127.134012,37.6392243","127.6635568,37.4008518","127.1768505,37.4094659","127.1253502,37.4687071","127.1253502,37.4687071","127.8534991,36.2523152","128.5369937,36.0757448"
"128.2400747,36.3806579","128.3274875,36.134741","127.1341867,37.6394331","127.1341867,37.6394331","127.1252476,37.469317","127.1341867,37.6394331","127.6640042,37.4007989","127.1770893,37.4093773","127.1252476,37.469317","127.1252476,37.469317","127.85357,36.2512457","128.5369248,36.0766659"
"128.2402624,36.3817575","128.3241691,36.1352958","127.1343373,37.6396913","127.1343373,37.6396913","127.1252464,37.4693485","127.1343373,37.6396913","127.664822,37.4007031","127.1773405,37.4092861","127.1252464,37.4693485","127.1252464,37.4693485","127.8536623,36.2499995","128.5368168,36.0772411"
"128.2404,36.3829827","128.323783,36.1353625","127.1344499,37.6400829","127.1344499,37.6400829","127.1252383,37.4698253","127.1344499,37.6400829","127.6657143,37.4005991","127.178398,37.4088139","127.1252383,37.4698253","127.1252383,37.4698253","127.8537278,36.2489698","128.5361875,36.0803163"
"128.240437,36.3835991","128.320741,36.1358864","127.1344743,37.6401992","127.1344743,37.6401992","127.125253,37.4700471","127.1344743,37.6401992","127.6676348,37.400472","127.1799478,37.4081241","127.125253,37.4700471","127.125253,37.4700471","127.8537871,36.248041","128.5357915,36.082304"
"128.2404728,36.3840812","128.3201386,36.1359906","127.1345123,37.6407663","127.1345123,37.6407663","127.1253114,37.4703609","127.1345123,37.6407663","127.6679827,37.4004463","127.1825237,37.4068808","127.1253114,37.4703609","127.1253114,37.4703609","127.8538872,36.2462908","128.5355873,36.0833326"
"128.2405926,36.3856653","128.3193852,36.1361103","127.1347007,37.6411689","127.1347007,37.6411689","127.1253224,37.4704349","127.1347007,37.6411689","127.6684143,37.4004249","127.1838868,37.4062508","127.1253224,37.4704349","127.1253224,37.4704349","127.8538913,36.2462132","128.5352839,36.0848363"
"128.2408632,36.3889118","128.3192742,36.136129","127.1347388,37.64126","127.1347388,37.64126","127.125341,37.4705584","127.1347388,37.64126","127.6705076,37.4002867","127.185668,37.4053533","127.125341,37.4705584","127.125341,37.4705584","127.8539641,36.2448463","128.5347875,36.0873018"
"128.2409624,36.3906746","128.3186818,36.1362296","127.1348008,37.641344","127.1348008,37.641344","127.1255567,37.4712901","127.1348008,37.641344","127.6705527,37.400284","127.1884202,37.4040472","127.1255567,37.4712901","127.1255567,37.4712901","127.8540866,36.2428913","128.534515,36.0886312"
"128.2409123,36.3916242","128.3168866,36.136533","127.1348764,37.641402","127.1348764,37.641402","127.1257601,37.4717685","127.1348764,37.641402","127.6720598,37.4001952","127.1888978,37.4038529","127.1257601,37.4717685","127.1257601,37.4717685","127.8542206,36.2410112","128.5342409,36.0900066"
"128.2408369,36.392491","128.3165329,36.1366076","127.1349634,37.6414608","127.1349634,37.6414608","127.126064,37.4722959","127.1349634,37.6414608","127.6747416,37.4000381","127.1893709,37.4036603","127.126064,37.4722959","127.126064,37.4722959","127.8544497,36.2397501","128.5340754,36.0908555"
"128.2407115,36.3931409","128.3150745,36.1369159","127.1350766,37.6415017","127.1350766,37.6415017","127.1264099,37.4727738","127.1350766,37.6415017","127.6758747,37.3999814","127.1904006,37.4033052","127.1264099,37.4727738","127.1264099,37.4727738","127.8547536,36.2387765","128.5338308,36.0921044"
"128.2404624,36.3941494","128.314474,36.1370913","127.1353369,37.6415746","127.1353369,37.6415746","127.1264864,37.4728605","127.1353369,37.6415746","127.6786775,37.399805","127.1912545,37.4030857","127.1264864,37.4728605","127.1264864,37.4728605","127.8550223,36.238141","128.5336867,36.092725"
"128.2401475,36.3949248","128.3142824,36.1371575","127.1354989,37.6415832","127.1354989,37.6415832","127.1268599,37.4732646","127.1354989,37.6415832","127.6799314,37.3997211","127.1917895,37.4029546","127.1268599,37.4732646","127.1268599,37.4732646","127.855398,36.2375484","128.5336244,36.0931411"
"128.2395114,36.396291","128.313825,36.1373166","127.1357244,37.6415993","127.1357244,37.6415993","127.1269622,37.4733749","127.1357244,37.6415993","127.6821037,37.3995781","127.1922622,37.4028585","127.1269622,37.4733749","127.1269622,37.4733749","127.8557869,36.2369333","128.5335244,36.0939912"
"128.2392614,36.3967415","128.313224,36.1375578","127.1359115,37.6415998","127.1359115,37.6415998","127.1273147,37.4736915","127.1359115,37.6415998","127.6830606,37.3995198","127.1927405,37.4027795","127.1273147,37.4736915","127.1273147,37.4736915","127.8561995,36.2363831","128.5335283,36.0943681"
"128.2390119,36.3971162","128.3125869,36.1378578","127.1364364,37.6415717","127.1364364,37.6415717","127.1274442,37.4738037","127.1364364,37.6415717","127.6847313,37.399419","127.1928999,37.4027529","127.1274442,37.4738037","127.1274442,37.4738037","127.8567997,36.2357249","128.5335375,36.0953245"
"128.2387742,36.3974576","128.3117244,36.138291","127.1370613,37.6415033","127.1370613,37.6415033","127.1281485,37.4743143","127.1370613,37.6415033","127.6882717,37.3992016","127.193204,37.4027023","127.1281485,37.4743143","127.1281485,37.4743143","127.8574902,36.2350963","128.5335466,36.0954272"
"128.2385492,36.3977159","128.3093613,36.1395763","127.1373767,37.6414448","127.1373767,37.6414448","127.1281507,37.4743152","127.1373767,37.6414448","127.6904747,37.399153","127.1937162,37.402618","127.1281507,37.4743152","127.1281507,37.4743152","127.8581499,36.2345741","128.5336009,36.09601"
"128.2382183,36.3981029","128.3090408,36.1397543","127.1376785,37.64137","127.1376785,37.64137","127.1285882,37.4745933","127.1376785,37.64137","127.6920149,37.3992451","127.1941774,37.4025633","127.1285882,37.4745933","127.1285882,37.4745933","127.8585493,36.2343079","128.5336009,36.0960136"
"128.2381995,36.3981246","128.3065958,36.1410762","127.1380836,37.6412775","127.1380836,37.6412775","127.1286175,37.4746123","127.1380836,37.6412775","127.6934921,37.3994374","127.1943718,37.4025439","127.1286175,37.4746123","127.1286175,37.4746123","127.8591454,36.2339734","128.5337438,36.0969139"
"128.2378495,36.398491","128.3059315,36.141435","127.1385283,37.6412086","127.1385283,37.6412086","127.1289737,37.4748451","127.1385283,37.6412086","127.6947481,37.3997166","127.1949393,37.4024859","127.1289737,37.4748451","127.1289737,37.4748451","127.8594784,36.2337975","128.5337741,36.0971075"
"128.237499,36.3988078","128.305601,36.1416139","127.1391644,37.6411646","127.1391644,37.6411646","127.1296332,37.4752753","127.1391644,37.6411646","127.6988061,37.4008834","127.1952353,37.402475","127.1296332,37.4752753","127.1296332,37.4752753","127.8601724,36.2334673","128.5339392,36.0980094"
"128.2370997,36.3991583","128.3047509,36.1420704","127.1416732,37.6410704","127.1416732,37.6410704","127.129977,37.475499","127.1416732,37.6410704","127.6999888,37.4011987","127.1953879,37.4024672","127.129977,37.475499","127.129977,37.475499","127.8609622,36.2331412","128.5342241,36.0995747"
"128.2366745,36.3994746","128.3045783,36.1421536","127.1424793,37.6410476","127.1424793,37.6410476","127.1311067,37.4762353","127.1424793,37.6410476","127.7010797,37.4014051","127.1965609,37.4024252","127.1311067,37.4762353","127.1311067,37.4762353","127.8623169,36.2327495","128.5342499,36.0996746"
"128.2361493,36.399833","128.3035618,36.142641","127.142773,37.6410205","127.142773,37.6410205","127.1316715,37.476604","127.142773,37.6410205","127.7019545,37.4015172","127.1974026,37.4024436","127.1316715,37.476604","127.1316715,37.476604","127.8646558,36.2322204","128.5346264,36.1015375"
"128.2361282,36.3998458","128.3021493,36.1432076","127.1431336,37.6409702","127.1431336,37.6409702","127.1318597,37.4767262","127.1431336,37.6409702","127.7030338,37.4016244","127.1993006,37.4024863","127.1318597,37.4767262","127.1318597,37.4767262","127.8647536,36.2321984","128.5348368,36.1026698"
"128.2356991,36.4001081","128.3016622,36.1433993","127.1434366,37.6409135","127.1434366,37.6409135","127.1324391,37.4771391","127.1434366,37.6409135","127.7041706,37.4016765","127.2016448,37.4025499","127.1324391,37.4771391","127.1324391,37.4771391","127.8655528,36.2320175","128.5348846,36.1029263"
