0,1,2,3,4,5
"127.1659193,36.7677524","127.0454863,37.2960944","127.0212272,35.9702719","127.0212272,35.9702719","126.7816801,35.1598906","127.1459425,35.8446354"
"127.1659986,36.7675488","127.0454137,37.2961662","127.0213601,35.9702968","127.0213601,35.9702968","126.781535,35.1599069","127.1459956,35.8446518"
"127.1661592,36.767195","127.0453624,37.2962534","127.0214632,35.9703161","127.0214632,35.9703161","126.7805403,35.160157","127.1461415,35.8446946"
"127.1662326,36.7670717","127.0453393,37.2963327","127.0218288,35.9703852","127.0218288,35.9703852","126.7803589,35.1601776","127.1467808,35.8448813"
"127.1663892,36.7668657","127.0453355,37.2964093","127.0221423,35.9704379","127.0221423,35.9704379","126.7801833,35.1601703","127.1472486,35.8450134"
"127.166572,36.7665814","127.0453497,37.2964814","127.0222863,35.9704691","127.0222863,35.9704691","126.7800463,35.1601379","127.1473227,35.8450326"
"127.16666,36.7664437","127.0454896,37.2968624","127.0227161,35.9705601","127.0227161,35.9705601","126.7798866,35.1600747","127.1473813,35.845049"
"127.166758,36.7663169","127.045628,37.2969314","127.0231349,35.9706293","127.0231349,35.9706293","126.7797326,35.1599755","127.1474908,35.8450799"
"127.1668391,36.7662206","127.0474585,37.2976045","127.0233566,35.9706618","127.0233566,35.9706618","126.7796194,35.1598729","127.147576,35.8451054"
"127.167007,36.7660111","127.0475846,37.2976474","127.0235184,35.970685","127.0235184,35.970685","126.7795586,35.1597959","127.1478392,35.8451828"
"127.1675262,36.7653869","127.0477231,37.2976957","127.0237412,35.970694","127.0237412,35.970694","126.7795078,35.1597019","127.1482517,35.8453049"
"127.1677897,36.7650712","127.0487827,37.2980648","127.0240151,35.9707059","127.0240151,35.9707059","126.7794637,35.1596006","127.1487615,35.845456"
"127.1679204,36.7649147","127.0495192,37.2983038","127.0242003,35.9707084","127.0242003,35.9707084","126.7794521,35.1595437","127.1492183,35.8455908"
"127.1680701,36.764752","127.0497871,37.2984066","127.0244133,35.9707111","127.0244133,35.9707111","126.7794405,35.1594914","127.1499272,35.8458002"
"127.1680994,36.7647169","127.0500043,37.2984958","127.0245652,35.9707117","127.0245652,35.9707117","126.7794553,35.1593066","127.1501019,35.8458521"
"127.1684778,36.7642627","127.0502847,37.2985888","127.0246606,35.970712","127.0246606,35.970712","126.7795314,35.159143","127.150134,35.8458621"
"127.1686648,36.7640225","127.0505766,37.2986494","127.0252754,35.9706441","127.0252754,35.9706441","126.7796634,35.1589823","127.1503275,35.8459186"
"127.168842,36.763721","127.0508517,37.2986847","127.0258316,35.970567","127.0258316,35.970567","126.779774,35.158891","127.1505355,35.8459796"
"127.1698005,36.7625563","127.0511641,37.2987021","127.0265039,35.9705372","127.0265039,35.9705372","126.7798968,35.1587881","127.1506096,35.8460033"
"127.1701564,36.7621237","127.0515116,37.2987034","127.026812,35.9705763","127.026812,35.9705763","126.7801855,35.1585481","127.1507323,35.8460397"
"127.170499,36.7616703","127.0519622,37.2986493","127.026853,35.9705819","127.026853,35.9705819","126.7804452,35.1582314","127.1517221,35.8463338"
"127.1706635,36.7614616","127.0523432,37.2985092","127.0271222,35.9706352","127.0271222,35.9706352","126.7804802,35.1581225","127.1519068,35.8463857"
"127.1709998,36.7608865","127.0528568,37.2982876","127.0273559,35.970692","127.0273559,35.970692","126.7805075,35.1580216","127.1523371,35.8465141"
"127.1711718,36.7604813","127.0540157,37.2978818","127.0277679,35.9707919","127.0277679,35.9707919","126.7807401,35.1569166","127.152514,35.8465633"
"127.1713239,36.7600201","127.0555371,37.2974206","127.0284988,35.9709688","127.0284988,35.9709688","126.7807275,35.1565937","127.1525229,35.846566"
"127.1713296,36.7599967","127.0561108,37.2973407","127.0286118,35.9709999","127.0286118,35.9709999","126.7807196,35.156499","127.1525815,35.8465824"
"127.1714291,36.7595228","127.0564169,37.2972734","127.0286439,35.9710108","127.0286439,35.9710108","126.7807144,35.1563394","127.1528359,35.8466526"
"127.1714544,36.7591055","127.0572269,37.297107","127.0287944,35.9710637","127.0287944,35.9710637","126.7806941,35.1559065","127.1532617,35.846771"
"127.1714422,36.7588179","127.0579036,37.2969644","127.0289671,35.9711248","127.0289671,35.9711248","126.7806748,35.1554744","127.1533922,35.8468056"
"127.171427,36.7584464","127.0585654,37.2968506","127.0292004,35.9712375","127.0292004,35.9712375","126.7804726,35.1549998","127.1536345,35.8468686"
"127.1714239,36.7583833","127.0585778,37.2968488","127.029733,35.9715687","127.029733,35.9715687","126.780391,35.1536675","127.1536533,35.846874"
"127.1714164,36.7583067","127.0589833,37.2967764","127.0305728,35.9721129","127.0305728,35.9721129","126.7803814,35.1533907","127.1537628,35.8469059"
"127.1714099,36.7582508","127.0617471,37.2962873","127.0308689,35.9723007","127.0308689,35.9723007","126.7803744,35.1531832","127.1542317,35.8470425"
"127.1714045,36.7582039","127.0622925,37.2962127","127.0309816,35.9723697","127.0309816,35.9723697","126.7803413,35.1528305","127.1547161,35.8472035"
"127.1714013,36.7581732","127.066956,37.2953744","127.031102,35.9724504","127.031102,35.9724504","126.7803352,35.1527691","127.1547503,35.8472153"
"127.1713263,36.7576195","127.0688375,37.2950577","127.0313363,35.9726019","127.0313363,35.9726019","126.7803092,35.1524822","127.1548476,35.8472489"
"127.1712275,36.7568782","127.0717763,37.2945068","127.0314357,35.9726672","127.0314357,35.9726672","126.7803031,35.1524245","127.1551904,35.8473662"
"127.1711225,36.7560134","127.0718622,37.2944909","127.0324314,35.9732841","127.0324314,35.9732841","126.7802247,35.1523492","127.1553817,35.8474317"
"127.171099,36.7557618","127.0746121,37.2940249","127.0324856,35.9733168","127.0324856,35.9733168","126.7800712,35.1522022","127.1556007,35.8475071"
"127.1710851,36.7555905","127.075799,37.2938245","127.0325121,35.9733331","127.0325121,35.9733331","126.7798717,35.152045","127.1559567,35.8476308"
"127.1710055,36.7542985","127.076899,37.2936328","127.0328826,35.9735077","127.0328826,35.9735077","126.7796369,35.1519075","127.1559899,35.8476417"
"127.1710024,36.7542435","127.0769972,37.2936161","127.0342695,35.974183","127.0342695,35.974183","126.779266,35.1518836","127.1560397,35.847659"
"127.1709897,36.7540569","127.0778081,37.2934738","127.034472,35.9742766","127.034472,35.9742766","126.7791738,35.1518777","127.1560883,35.8476753"
"127.1709686,36.7535042","127.0785614,37.2933413","127.034785,35.9744293","127.034785,35.9744293","126.7789446,35.1518583","127.1569221,35.8479617"
"127.1709645,36.7534068","127.0797508,37.2930895","127.0351809,35.9746256","127.0351809,35.9746256","126.778837,35.1518495","127.1570481,35.8480045"
"127.1709624,36.7533708","127.0799372,37.2930496","127.0353047,35.9747","127.0353047,35.9747","126.7777991,35.1517748","127.1571399,35.8480354"
"127.1709551,36.7532391","127.0811368,37.2927997","127.035444,35.9747835","127.035444,35.9747835","126.7775622,35.1517499","127.1572085,35.8480581"
"127.1709198,36.7525936","127.0816192,37.2926788","127.0355622,35.9748533","127.0355622,35.9748533","126.7767494,35.1516666","127.157298,35.848089"
"127.1708774,36.7517659","127.0826371,37.2924246","127.0356219,35.9748932","127.0356219,35.9748932","126.776586,35.1516494","127.1575722,35.8481872"
"127.1708215,36.7509508","127.0839997,37.2920662","127.0357788,35.9749975","127.0357788,35.9749975","126.7763491,35.1516246","127.1584303,35.8484971"
"127.1707897,36.7499997","127.0857601,37.2916","127.0361286,35.9753063","127.0361286,35.9753063","126.7760103,35.1515748","127.1584657,35.8485098"
"127.1707868,36.7498933","127.0862742,37.2914621","127.0362939,35.9754909","127.0362939,35.9754909","126.7759456,35.1515645","127.1587918,35.8486279"
"127.1707848,36.7498374","127.0874854,37.2911364","127.0363743,35.9755805","127.0363743,35.9755805","126.7755273,35.1515583","127.1589157,35.8486725"
"127.1707755,36.7496643","127.0887249,37.2907829","127.0365429,35.9757677","127.0365429,35.9757677","126.7753036,35.15153","127.15916,35.8487642"
"127.1707701,36.7496129","127.0892559,37.2906477","127.0366903,35.9757981","127.0366873,35.9759261","126.774757,35.1513932","127.1592905,35.8488133"
"127.1707464,36.749391","127.0893565,37.2906219","127.0367523,35.9758082","127.0367369,35.9759831","126.7747154,35.1513804","127.1593104,35.8488205"
"127.1707322,36.7490575","127.0896739,37.290541","127.0367989,35.9758147","127.0368582,35.9761134","126.7742008,35.1512204","127.1594773,35.8488823"
"127.170711,36.7487536","127.0901043,37.2904424","127.0368909,35.9758304","127.0371095,35.9763857","126.7736043,35.1510193","127.159662,35.8489505"
"127.1706594,36.7479908","127.0910159,37.2902346","127.0376115,35.9754996","127.038206,35.9776134","126.773485,35.150979","127.1597018,35.8489668"
"127.1705991,36.7466321","127.0927336,37.2899251","127.0377149,35.9754711","127.03839,35.9778116","126.7733864,35.1509459","127.1598872,35.8491215"
"127.1705677,36.7461272","127.0935227,37.2898196","127.0380182,35.9753876","127.0386656,35.9781083","126.7733098,35.1509229","127.1599347,35.8491415"
"127.1705223,36.745469","127.0939449,37.2897751","127.0382492,35.9753244","127.0391241,35.9786249","126.7730964,35.150845","127.1601595,35.8491412"
"127.1705118,36.745322","127.0947306,37.2896922","127.0384226,35.9752755","127.0393114,35.978833","126.7729322,35.150789","127.1603035,35.8491281"
"127.1705097,36.7452679","127.0960792,37.2896156","127.0384514,35.9752675","127.0401621,35.9798127","126.7728129,35.1507468","127.1603789,35.8491058"
"127.1705046,36.7451688","127.0967065,37.2895998","127.0385859,35.9752293","127.0410825,35.9808134","126.7725229,35.1506468","127.1604155,35.8490933"
"127.1705014,36.7451138","127.0971803,37.2896023","127.0390114,35.9751083","127.0412534,35.9809835","126.7724408,35.1506183","127.1605841,35.8490279"
"127.1704973,36.7450263","127.0980377,37.289607","127.0392147,35.9750532","127.0416262,35.9813573","126.7723916,35.1506018","127.1608069,35.8487373"
"127.1703757,36.7425676","127.0983999,37.2896091","127.039327,35.9749968","127.0429687,35.9824578","126.7722909,35.1505669","127.1615237,35.8478864"
"127.1703746,36.7425469","127.0987371,37.2896256","127.0393806,35.9749429","127.0429996,35.9824832","126.7709742,35.1501109","127.1615448,35.8478621"
"127.1703495,36.742133","127.0998705,37.2897033","127.0394163,35.974907","127.0430747,35.9825412","126.7704905,35.1499429","127.1616316,35.8477623"
"127.1703117,36.7415578","127.1007118,37.2897747","127.0396445,35.9745688","127.0431255,35.9825792","126.7697526,35.1497122","127.1619298,35.847425"
"127.1702617,36.7404083","127.1012847,37.2898136","127.0397889,35.9743557","127.0431808,35.98262","126.7694984,35.1496511","127.1619743,35.847372"
"127.1701617,36.7391658","127.1024147,37.2898913","127.0398996,35.9741921","127.0432492,35.9826717","126.7693922,35.1496252","127.162198,35.8471228"
"127.1700871,36.7385327","127.10405,37.2900031","127.040017,35.9740347","127.0432868,35.9826998","126.7692749,35.1495975","127.1624573,35.8468287"
"127.1699615,36.7377995","127.1046212,37.2899401","127.0400629,35.9739673","127.0441242,35.9832908","126.7692355,35.1495882","127.1628579,35.8463583"
"127.1697031,36.7366791","127.105165,37.2899284","127.0401264,35.9739161","127.0447199,35.9836789","126.7691665,35.1495743","127.1632408,35.8459095"
"127.1696877,36.7366133","127.1055341,37.2899035","127.0402143,35.973866","127.0450294,35.9838803","126.7691413,35.1495687","127.1633098,35.8458294"
"127.1696252,36.7363003","127.1057679,37.2898439","127.0402888,35.9738356","127.0466873,35.9849243","126.7690492,35.1495492","127.163421,35.8457026"
"127.1695396,36.7358881","127.1059489,37.2897508","127.0408874,35.9737","127.0475572,35.9854865","126.7689933,35.1495399","127.1635056,35.845601"
"127.1694618,36.7354831","127.1060623,37.2896502","127.0414341,35.9735244","127.0478666,35.9856869","126.7688376,35.1495173","127.1640797,35.8449751"
"127.1691744,36.7343248","127.1061613,37.289491","127.0415119,35.9734995","127.0479827,35.9857622","126.7686973,35.1494948","127.1648865,35.8440297"
"127.1689247,36.7335416","127.1061947,37.2893451","127.0422598,35.9732463","127.0484206,35.9860028","126.7681436,35.1494103","127.1649421,35.8439686"
"127.1686085,36.7328331","127.1061842,37.2892035","127.0425443,35.97315","127.0485124,35.9860491","126.7660587,35.1491822","127.1650489,35.8438481"
"127.1683573,36.7323906","127.1061498,37.2890979","127.0425632,35.9731438","127.0487958,35.9861539","126.7658053,35.1491563","127.1650812,35.8438121"
"127.1682995,36.7322877","127.1060838,37.2889877","127.0427465,35.973094","127.0489331,35.9861986","126.7653872,35.1491448","127.1651702,35.8437204"
"127.1681495,36.7320214","127.1060411,37.288947","127.0430228,35.9730779","127.0490051,35.9862187","126.7650642,35.1491644","127.1654971,35.8434003"
"127.1678491,36.73154","127.1059704,37.2888783","127.0431438,35.9730531","127.0492644,35.9862674","126.7648268,35.1492","127.1659507,35.8429607"
"127.1673348,36.7308309","127.1058715,37.288805","127.043236,35.9730264","127.0494451,35.9862951","126.764511,35.1492801","127.1659941,35.842922"
"127.1672523,36.7307306","127.1057263,37.2887432","127.0433427,35.9729935","127.049475,35.9862998","126.7643106,35.1493447","127.166291,35.8426253"
"127.1671353,36.7305924","127.1055573,37.2887057","127.043435,35.9729506","127.0495947,35.9863146","126.7640063,35.1494817","127.1663521,35.8425651"
"127.1666984,36.730099","127.1053847,37.2887024","127.0435219,35.9728896","127.0498542,35.9863409","126.7638155,35.149578","127.1672404,35.8417164"
"127.1664856,36.7298586","127.1051792,37.288735","127.0435921,35.9728321","127.0501811,35.9863881","126.7635398,35.1497242","127.1673304,35.8416355"
"127.1664175,36.7297908","127.1050242,37.2888057","127.0438027,35.9726643","127.0524934,35.986706","126.7631116,35.1499713","127.1673994,35.8415735"
"127.166016,36.7294029","127.1048872,37.2889098","127.0440242,35.9725327","127.0529568,35.9867582","126.7626769,35.1502112","127.1674685,35.8414583"
"127.1657795,36.7292102","127.1047681,37.2890338","127.0442699,35.9724245","127.0528762,35.987087","126.7623007,35.1504145","127.1675308,35.841399"
"127.1657248,36.7291659","127.1047098,37.2891679","127.0443188,35.9724094","127.0528444,35.9872185","126.762015,35.1505607","127.1677821,35.8411472"
"127.1657203,36.7291632","127.1046899,37.2893121","127.0445143,35.9723506","127.0526104,35.9881823","126.7615906,35.1507511","127.1680834,35.8408559"
"127.1649121,36.7285497","127.1046843,37.2895257","127.0445788,35.9723346","127.0525809,35.9883066","126.7609453,35.1509725","127.1683035,35.8406482"
"127.1641617,36.72805","127.1046967,37.289734","127.0446821,35.9722953","127.0523333,35.9893245","126.760503,35.1510735","127.1684702,35.8404873"
"127.1641394,36.7280373","127.1047051,37.2898593","127.0447455,35.9722721","127.0523083,35.9894317","126.7599115,35.1511655","127.1688549,35.8401178"
"127.1635864,36.727713","127.1047118,37.2902983","127.0449247,35.9721583","127.0522867,35.989519","126.7595555,35.1512003","127.1691913,35.8401755"
"127.1629596,36.7273876","127.104712,37.2904912","127.0452244,35.9719241","127.0522696,35.9896019","126.7591766,35.1512178","127.1694079,35.8402636"
"127.1626523,36.7272407","127.1046869,37.2907579","127.045356,35.9717939","127.0520697,35.9904252","126.7589811,35.151222","127.1694433,35.8402781"
"127.1620801,36.7269668","127.1046123,37.2909992","127.0455869,35.9715658","127.0520413,35.9905504","126.7586715,35.1512301","127.1695185,35.8403081"
"127.1619862,36.7269287","127.1045124,37.2913333","127.0457409,35.9714032","127.0520229,35.9906613","126.7586089,35.1512306","127.169587,35.8403344"
"127.1617738,36.7268397","127.104449,37.2915828","127.0457856,35.9713555","127.0519906,35.9908766","126.7585474,35.151232","127.1697252,35.8403871"
"127.1615603,36.7267454","127.1042813,37.2919383","127.0459864,35.9711408","127.0519904,35.9909118","126.7583629,35.1512336","127.1698877,35.8404533"
"127.1612116,36.7265911","127.1040964,37.2923532","127.0462865,35.9708498","127.0519904,35.9909181","126.758241,35.1512346","127.1701574,35.840565"
"127.1609679,36.7264913","127.1039701,37.2927674","127.046497,35.9706866","127.0519946,35.9909515","126.7574648,35.151238","127.1702625,35.8406086"
"127.1597516,36.7259911","127.1038373,37.2939911","127.0465382,35.9706542","127.0520012,35.9909641","126.7564734,35.1512427","127.1702647,35.8406095"
"127.1576557,36.7251133","127.1038124,37.294658","127.0468869,35.9703833","127.0520122,35.9909876","126.7562615,35.1512441","127.1710915,35.8409525"
"127.1574735,36.7250371","127.1038125,37.2950682","127.0470873,35.9702578","127.0520408,35.991022","126.7559014,35.1512491","127.1713745,35.8410705"
"127.1573249,36.7249745","127.1038117,37.2967249","127.0477116,35.9700826","127.0520839,35.9910618","126.7554511,35.1512608","127.1716553,35.841193"
"127.1567693,36.7247385","127.1037872,37.2977416","127.0483993,35.9698742","127.0525954,35.9914406","126.7554204,35.1512624","127.1716862,35.8412066"
"127.1566609,36.7246931","127.1037813,37.3016482","127.0487925,35.9697846","127.0526583,35.9914877","126.7552875,35.1512679","127.1717249,35.8412248"
"127.1562978,36.72451","127.103708,37.3018625","127.0489124,35.969758","127.0526793,35.9915085","126.7551216,35.1512786","127.171935,35.8412866"
"127.1559371,36.7242664","127.1036999,37.3029829","127.0489979,35.9697394","127.0526936,35.9915311","126.7550326,35.1512853","127.1719781,35.8413048"
"127.1555498,36.7239831","127.103684,37.306428","127.0492966,35.9696738","127.0527101,35.9915555","126.7549689,35.1512903","127.1723661,35.8414672"
"127.1553602,36.723823","127.1036832,37.3065974","127.0493488,35.9696623","127.0527408,35.9916214","126.7547623,35.151308","127.1730172,35.8417368"
"127.155088,36.7235743","127.1036622,37.3112359","127.0498619,35.9695497","127.0527524,35.9917342","126.7510319,35.1517773","127.1732969,35.841853"
"127.1548617,36.7233492","127.1036494,37.3138833","127.0511742,35.9693076","127.0527771,35.9922572","126.7499998,35.1519071","127.1734738,35.8419247"
"127.1545243,36.7229245","127.1036414,37.3149793","127.0521745,35.9691247","127.0527754,35.9923654","126.7499393,35.1519166","127.1735246,35.8419446"
"127.1542118,36.7224332","127.1036368,37.315649","127.0521548,35.9688947","127.0527763,35.9924023","126.7497942,35.1519374","127.1738618,35.8420781"
"127.1540007,36.7220567","127.1036242,37.3173995","127.0520332,35.96744","127.052775,35.9924465","126.7496326,35.1519625","127.1742421,35.8422351"
