0,1,2,3,4,5,6,7,8,9,10,11,12
"128.3580754,35.7527564","129.3805734,36.3219677","128.5081113,38.212624","128.5081113,38.212624","128.5655991,38.2055409","128.5655991,38.2055409","128.5655991,38.2055409","128.5655991,38.2055409","128.5081113,38.212624","128.5655991,38.2055409","128.5655991,38.2055409","128.1846908,38.0753655","128.5655991,38.2055409"
"128.3584828,35.7529951","129.38061,36.3220573","128.5074847,38.2133224","128.5074847,38.2133224","128.5654343,38.2056757","128.5654343,38.2056757","128.5654343,38.2056757","128.5654343,38.2056757","128.5074847,38.2133224","128.5654343,38.2056757","128.5654343,38.2056757","128.1847967,38.0754712","128.5654343,38.2056757"
"128.3594364,35.7535292","129.3807165,36.3223152","128.5073386,38.2134931","128.5073386,38.2134931","128.5652328,38.2058803","128.5652328,38.2058803","128.5652328,38.2058803","128.5652328,38.2058803","128.5073386,38.2134931","128.5652328,38.2058803","128.5652328,38.2058803","128.1848198,38.075499","128.5652328,38.2058803"
"128.3600037,35.7538218","129.3808119,36.3226716","128.5065078,38.2144618","128.5065078,38.2144618","128.5649128,38.2062554","128.5649128,38.2062554","128.5649128,38.2062554","128.5649128,38.2062554","128.5065078,38.2144618","128.5649128,38.2062554","128.5649128,38.2062554","128.18501,38.0757259","128.5649128,38.2062554"
"128.3602395,35.753949","129.3808117,36.3228465","128.5062244,38.2147833","128.5062244,38.2147833","128.5647993,38.2063078","128.5647993,38.2063078","128.5647993,38.2063078","128.5647993,38.2063078","128.5062244,38.2147833","128.5647993,38.2063078","128.5647993,38.2063078","128.1851509,38.0759198","128.5647993,38.2063078"
"128.3603696,35.7540112","129.3808122,36.3228663","128.5050716,38.2160945","128.5050716,38.2160945","128.5647904,38.2063241","128.5647904,38.2063241","128.5647904,38.2063241","128.5647904,38.2063241","128.5050716,38.2160945","128.5647904,38.2063241","128.5647904,38.2063241","128.1851707,38.0759575","128.5647904,38.2063241"
"128.3606242,35.7541338","129.3807867,36.3232912","128.5046727,38.2165765","128.5046727,38.2165765","128.5647369,38.2064166","128.5647369,38.2064166","128.5647369,38.2064166","128.5647369,38.2064166","128.5046727,38.2165765","128.5647369,38.2064166","128.5647369,38.2064166","128.185339,38.0762783","128.5647369,38.2064166"
"128.3610666,35.7543335","129.3807161,36.3236881","128.5044953,38.2168042","128.5044953,38.2168042","128.5644621,38.2069165","128.5644621,38.2069165","128.5644621,38.2069165","128.5644621,38.2069165","128.5044953,38.2168042","128.5644621,38.2069165","128.5644621,38.2069165","128.185353,38.0763098","128.5644621,38.2069165"
"128.3619152,35.7546691","129.3806867,36.3238571","128.5044034,38.2169303","128.5044034,38.2169303","128.5642872,38.2074561","128.5642872,38.2074561","128.5642872,38.2074561","128.5642872,38.2074561","128.5044034,38.2169303","128.5642872,38.2074561","128.5642872,38.2074561","128.1853867,38.0763853","128.5642872,38.2074561"
"128.3621662,35.7547602","129.380675,36.3239249","128.504295,38.217106","128.504295,38.217106","128.5642543,38.2076259","128.5642543,38.2076259","128.5642543,38.2076259","128.5642543,38.2076259","128.504295,38.217106","128.5642543,38.2076259","128.5642543,38.2076259","128.1854487,38.0765525","128.5642543,38.2076259"
"128.363315,35.7551279","129.3806152,36.3241241","128.5041778,38.2173098","128.5041778,38.2173098","128.5642386,38.2077233","128.5642386,38.2077233","128.5642386,38.2077233","128.5642386,38.2077233","128.5041778,38.2173098","128.5642386,38.2077233","128.5642386,38.2077233","128.1855075,38.0767379","128.5642386,38.2077233"
"128.3640659,35.7553254","129.3805667,36.3242844","128.5040184,38.2176807","128.5040184,38.2176807","128.5641925,38.2080094","128.5641925,38.2080094","128.5641925,38.2080094","128.5641925,38.2080094","128.5040184,38.2176807","128.5641925,38.2080094","128.5641925,38.2080094","128.1855631,38.0769619","128.5641925,38.2080094"
"128.3652741,35.7556602","129.3804749,36.3245915","128.5038821,38.2180657","128.5038821,38.2180657","128.5641842,38.2082222","128.5641842,38.2082222","128.5641842,38.2082222","128.5641842,38.2082222","128.5038821,38.2180657","128.5641842,38.2082222","128.5641842,38.2082222","128.1855831,38.0771421","128.5641842,38.2082222"
"128.3664179,35.7559793","129.3797323,36.3270649","128.5038556,38.2182174","128.5038556,38.2182174","128.5641828,38.2097002","128.5641828,38.2097002","128.5641828,38.2097002","128.5641828,38.2097002","128.5038556,38.2182174","128.5641828,38.2097002","128.5641828,38.2097002","128.1855935,38.0772826","128.5641828,38.2097002"
"128.3682198,35.7564928","129.3793921,36.328069","128.5038237,38.2186421","128.5038237,38.2186421","128.5641855,38.2101193","128.5641855,38.2101193","128.5641855,38.2101193","128.5641855,38.2101193","128.5038237,38.2186421","128.5641855,38.2101193","128.5641855,38.2101193","128.1855927,38.0774412","128.5641855,38.2101193"
"128.3685748,35.7565912","129.3793786,36.3281097","128.5038384,38.2189583","128.5038384,38.2189583","128.5641873,38.2106329","128.5641873,38.2106329","128.5641873,38.2106329","128.5641873,38.2106329","128.5038384,38.2189583","128.5641873,38.2106329","128.5641873,38.2106329","128.1855795,38.0776126","128.5641873,38.2106329"
"128.3696698,35.7568917","129.3790321,36.32894","128.5038844,38.2193139","128.5038844,38.2193139","128.5641916,38.2110853","128.5641916,38.2110853","128.5641916,38.2110853","128.5641916,38.2110853","128.5038844,38.2193139","128.5641916,38.2110853","128.5641916,38.2110853","128.1855634,38.0777181","128.5641916,38.2110853"
"128.3705396,35.7571261","129.3789762,36.3290734","128.5039448,38.2196369","128.5039448,38.2196369","128.5642243,38.2147413","128.5642243,38.2147413","128.5642243,38.2147413","128.5642243,38.2147413","128.5039448,38.2196369","128.5642243,38.2147413","128.5642243,38.2147413","128.1855222,38.07795","128.5642243,38.2147413"
"128.3706483,35.7571551","129.3788129,36.3294644","128.5040198,38.2198562","128.5040198,38.2198562","128.564237,38.2166346","128.564237,38.2166346","128.564237,38.2166346","128.564237,38.2166346","128.5040198,38.2198562","128.564237,38.2166346","128.564237,38.2166346","128.1854572,38.0781919","128.564237,38.2166346"
"128.3709811,35.7572437","129.3783781,36.3304691","128.5042124,38.220325","128.5042124,38.220325","128.5642346,38.2167806","128.5642346,38.2167806","128.5642346,38.2167806","128.5642346,38.2167806","128.5042124,38.220325","128.5642346,38.2167806","128.5642346,38.2167806","128.1854306,38.0782813","128.5642346,38.2167806"
"128.3724089,35.757631","129.3783215,36.3306169","128.5045516,38.2211476","128.5045516,38.2211476","128.5642364,38.2176909","128.5642364,38.2176909","128.5642364,38.2176909","128.5642364,38.2176909","128.5045516,38.2211476","128.5642364,38.2176909","128.5642364,38.2176909","128.1853961,38.0783671","128.5642364,38.2176909"
"128.3728661,35.7577665","129.378311,36.3306441","128.5048173,38.2217789","128.5048173,38.2217789","128.5642514,38.2192679","128.5642514,38.2192679","128.5642514,38.2192679","128.5642514,38.2192679","128.5048173,38.2217789","128.5642514,38.2192679","128.5642514,38.2192679","128.1852955,38.0785858","128.5642514,38.2192679"
"128.3740209,35.7580728","129.3782996,36.3306795","128.5049546,38.2221211","128.5049546,38.2221211","128.5642581,38.2199662","128.5642581,38.2199662","128.5642581,38.2199662","128.5642581,38.2199662","128.5049546,38.2221211","128.5642581,38.2199662","128.5642581,38.2199662","128.1850217,38.0790506","128.5642581,38.2199662"
"128.3744568,35.7581814","129.3782429,36.3308228","128.5054491,38.2233578","128.5054491,38.2233578","128.5642583,38.2199771","128.5642583,38.2199771","128.5642583,38.2199771","128.5642583,38.2199771","128.5054491,38.2233578","128.5642583,38.2199771","128.5642583,38.2199771","128.1833496,38.0819363","128.5642583,38.2199771"
"128.3749992,35.7583163","129.3782336,36.3308536","128.5058551,38.224306","128.5058551,38.224306","128.5642591,38.2200347","128.5642591,38.2200347","128.5642591,38.2200347","128.5642591,38.2200347","128.5058551,38.224306","128.5642591,38.2200347","128.5642591,38.2200347","128.1831381,38.0823656","128.5642591,38.2200347"
"128.375129,35.7583514","129.3781446,36.331138","128.5060206,38.2247048","128.5060206,38.2247048","128.5642614,38.2203492","128.5642614,38.2203492","128.5642614,38.2203492","128.5642614,38.2203492","128.5060206,38.2247048","128.5642614,38.2203492","128.5642614,38.2203492","128.1830357,38.0826285","128.5642614,38.2203492"
"128.3754285,35.7584313","129.3780247,36.3315248","128.5062868,38.2253703","128.5062868,38.2253703","128.5642745,38.2214062","128.5642745,38.2214062","128.5642745,38.2214062","128.5642745,38.2214062","128.5062868,38.2253703","128.5642745,38.2214062","128.5642745,38.2214062","128.1829224,38.0829563","128.5642745,38.2214062"
"128.3759632,35.7585735","129.378037,36.3319915","128.5071593,38.2274176","128.5071593,38.2274176","128.5642903,38.2226435","128.5642903,38.2226435","128.5642903,38.2226435","128.5642903,38.2226435","128.5071593,38.2274176","128.5642903,38.2226435","128.5642903,38.2226435","128.1827971,38.0833329","128.5642903,38.2226435"
"128.3761241,35.7586165","129.3780868,36.332208","128.5073184,38.2277695","128.5073184,38.2277695","128.564299,38.2233995","128.564299,38.2233995","128.564299,38.2233995","128.564299,38.2233995","128.5073184,38.2277695","128.564299,38.2233995","128.564299,38.2233995","128.1826238,38.0839494","128.564299,38.2233995"
"128.3765244,35.7587082","129.3781576,36.3324196","128.5078046,38.2287287","128.5078046,38.2287287","128.564323,38.2236318","128.564323,38.2236318","128.564323,38.2236318","128.564323,38.2236318","128.5078046,38.2287287","128.564323,38.2236318","128.564323,38.2236318","128.1821047,38.0855206","128.564323,38.2236318"
"128.3769291,35.7587927","129.3782412,36.3326067","128.5081801,38.2294438","128.5081801,38.2294438","128.5643495,38.223883","128.5643495,38.223883","128.5643495,38.223883","128.5643495,38.223883","128.5081801,38.2294438","128.5643495,38.223883","128.5643495,38.223883","128.182026,38.0857581","128.5643495,38.223883"
"128.3772694,35.7588633","129.378356,36.3328446","128.5083138,38.2296968","128.5083138,38.2296968","128.5644248,38.2243492","128.5644248,38.2243492","128.5644248,38.2243492","128.5644248,38.2243492","128.5083138,38.2296968","128.5644248,38.2243492","128.5644248,38.2243492","128.1819365,38.0860741","128.5644248,38.2243492"
"128.3776239,35.758913","129.3785495,36.3331075","128.5084451,38.2299381","128.5084451,38.2299381","128.5645114,38.2247242","128.5645114,38.2247242","128.5645114,38.2247242","128.5645114,38.2247242","128.5084451,38.2299381","128.5645114,38.2247242","128.5645114,38.2247242","128.1814441,38.0875676","128.5645114,38.2247242"
"128.3780149,35.7589561","129.3787365,36.3333326","128.5090244,38.2309344","128.5090244,38.2309344","128.5646248,38.225062","128.5646248,38.225062","128.5646248,38.225062","128.5646248,38.225062","128.5090244,38.2309344","128.5646248,38.225062","128.5646248,38.225062","128.1814142,38.0876588","128.5646248,38.225062"
"128.378668,35.7590045","129.3788496,36.3334498","128.5092344,38.2313282","128.5092344,38.2313282","128.5647993,38.2255083","128.5647993,38.2255083","128.5647993,38.2255083","128.5647993,38.2255083","128.5092344,38.2313282","128.5647993,38.2255083","128.5647993,38.2255083","128.1813731,38.0877762","128.5647993,38.2255083"
"128.379397,35.7590046","129.3791366,36.3337076","128.5094772,38.2317821","128.5094772,38.2317821","128.5652118,38.2262995","128.5652118,38.2262995","128.5652118,38.2262995","128.5652118,38.2262995","128.5094772,38.2317821","128.5652118,38.2262995","128.5652118,38.2262995","128.1813212,38.0879631","128.5652118,38.2262995"
"128.3798715,35.7589984","129.3794333,36.3340013","128.5096566,38.2321149","128.5096566,38.2321149","128.565399,38.2265997","128.565399,38.2265997","128.565399,38.2265997","128.565399,38.2265997","128.5096566,38.2321149","128.565399,38.2265997","128.565399,38.2265997","128.1813135,38.0879902","128.565399,38.2265997"
"128.3800584,35.7589962","129.3797997,36.334366","128.510087,38.2329169","128.510087,38.2329169","128.5658492,38.2271498","128.5658492,38.2271498","128.5658492,38.2271498","128.5658492,38.2271498","128.510087,38.2329169","128.5658492,38.2271498","128.5658492,38.2271498","128.1812512,38.0881618","128.5658492,38.2271498"
"128.3802729,35.7589892","129.3798503,36.3344328","128.5102539,38.2332543","128.5102539,38.2332543","128.5661835,38.2275163","128.5661835,38.2275163","128.5661835,38.2275163","128.5661835,38.2275163","128.5102539,38.2332543","128.5661835,38.2275163","128.5661835,38.2275163","128.1812167,38.0882521","128.5661835,38.2275163"
"128.3815367,35.7589475","129.3800239,36.3346582","128.5108271,38.234302","128.5108271,38.234302","128.5662728,38.2276074","128.5662728,38.2276074","128.5662728,38.2276074","128.5662728,38.2276074","128.5108271,38.234302","128.5662728,38.2276074","128.5662728,38.2276074","128.1810335,38.0886659","128.5662728,38.2276074"
"128.38605,35.7588665","129.3802989,36.3351577","128.5114192,38.2353892","128.5114192,38.2353892","128.566448,38.2277861","128.566448,38.2277861","128.566448,38.2277861","128.566448,38.2277861","128.5114192,38.2353892","128.566448,38.2277861","128.566448,38.2277861","128.1808205,38.0891836","128.566448,38.2277861"
"128.387575,35.7588327","129.3804466,36.3355565","128.5117308,38.235939","128.5117308,38.235939","128.5673272,38.2286162","128.5673272,38.2286162","128.5673272,38.2286162","128.5673272,38.2286162","128.5117308,38.235939","128.5673272,38.2286162","128.5673272,38.2286162","128.1807313,38.0893995","128.5673272,38.2286162"
"128.3883744,35.7588079","129.380474,36.3356309","128.5119193,38.2362708","128.5119193,38.2362708","128.567588,38.2288662","128.567588,38.2288662","128.567588,38.2288662","128.567588,38.2288662","128.5119193,38.2362708","128.567588,38.2288662","128.567588,38.2288662","128.1805618,38.0898124","128.567588,38.2288662"
"128.3896373,35.7587742","129.3807408,36.336392","128.5126069,38.237568","128.5126069,38.237568","128.5684871,38.229725","128.5684871,38.229725","128.5684871,38.229725","128.5684871,38.229725","128.5126069,38.237568","128.5684871,38.229725","128.5684871,38.229725","128.1805239,38.089909","128.5684871,38.229725"
"128.39044,35.7587457","129.3808696,36.3367929","128.5127371,38.2378148","128.5127371,38.2378148","128.569124,38.2303825","128.569124,38.2303825","128.569124,38.2303825","128.569124,38.2303825","128.5127371,38.2378148","128.569124,38.2303825","128.569124,38.2303825","128.1803869,38.0902595","128.569124,38.2303825"
"128.3919642,35.7587381","129.3811389,36.3375675","128.5131007,38.2384848","128.5131007,38.2384848","128.5692973,38.2305918","128.5692973,38.2305918","128.5692973,38.2305918","128.5692973,38.2305918","128.5131007,38.2384848","128.5692973,38.2305918","128.5692973,38.2305918","128.1801265,38.0909505","128.5692973,38.2305918"
"128.392025,35.7587403","129.3812895,36.3380834","128.5131159,38.2385144","128.5131159,38.2385144","128.5694117,38.2307575","128.5694117,38.2307575","128.5694117,38.2307575","128.5694117,38.2307575","128.5131159,38.2385144","128.5694117,38.2307575","128.5694117,38.2307575","128.1800335,38.0912529","128.5694117,38.2307575"
"128.3922674,35.7587511","129.3813345,36.3382882","128.5131545,38.2385745","128.5131545,38.2385745","128.569662,38.231158","128.569662,38.231158","128.569662,38.231158","128.569662,38.231158","128.5131545,38.2385745","128.569662,38.231158","128.569662,38.231158","128.1799184,38.0916303","128.569662,38.231158"
"128.3926152,35.7587891","129.3813507,36.338406","128.513193,38.2386354","128.513193,38.2386354","128.5699249,38.2317081","128.5699249,38.2317081","128.5699249,38.2317081","128.5699249,38.2317081","128.513193,38.2386354","128.5699249,38.2317081","128.5699249,38.2317081","128.1798679,38.0918433","128.5699249,38.2317081"
"128.393128,35.758852","129.3813771,36.3387626","128.5132059,38.2386561","128.5132059,38.2386561","128.570319,38.2327147","128.570319,38.2327147","128.570319,38.2327147","128.570319,38.2327147","128.5132059,38.2386561","128.570319,38.2327147","128.570319,38.2327147","128.1798465,38.0919958","128.570319,38.2327147"
"128.3935882,35.7589505","129.381389,36.3391157","128.5130724,38.2387527","128.5130724,38.2387527","128.5705118,38.2332411","128.5705118,38.2332411","128.5705118,38.2332411","128.5705118,38.2332411","128.5130724,38.2387527","128.5705118,38.2332411","128.5705118,38.2332411","128.1798434,38.0921571","128.5705118,38.2332411"
"128.3940052,35.7590529","129.3813918,36.3392347","128.5129827,38.2387977","128.5129827,38.2387977","128.570708,38.2337656","128.570708,38.2337656","128.570708,38.2337656","128.570708,38.2337656","128.5129827,38.2387977","128.570708,38.2337656","128.570708,38.2337656","128.1798399,38.0923914","128.570708,38.2337656"
"128.3942627,35.7591285","129.3813975,36.3394257","128.5129351,38.2388215","128.5129351,38.2388215","128.5711974,38.2350391","128.5711974,38.2350391","128.5711974,38.2350391","128.5711974,38.2350391","128.5129351,38.2388215","128.5711974,38.2350391","128.5711974,38.2350391","128.1798399,38.0923987","128.5711974,38.2350391"
"128.3947267,35.7592765","129.381378,36.3398172","128.5129078,38.2388353","128.5129078,38.2388353","128.5712841,38.2352654","128.5712841,38.2352654","128.5712841,38.2352654","128.5712841,38.2352654","128.5129078,38.2388353","128.5712841,38.2352654","128.5712841,38.2352654","128.1798784,38.0926066","128.5712841,38.2352654"
"128.3951333,35.7594322","129.3813516,36.340481","128.5128786,38.2388671","128.5128786,38.2388671","128.5713875,38.235533","128.5713875,38.235533","128.5713875,38.235533","128.5713875,38.235533","128.5128786,38.2388671","128.5713875,38.235533","128.5713875,38.235533","128.1798964,38.0927066","128.5713875,38.235533"
"128.395575,35.7596579","129.3813497,36.3406316","128.5128573,38.2389024","128.5128573,38.2389024","128.5716698,38.2364001","128.5716698,38.2364001","128.5716698,38.2364001","128.5716698,38.2364001","128.5128573,38.2389024","128.5716698,38.2364001","128.5716698,38.2364001","128.1799212,38.092802","128.5716698,38.2364001"
"128.396099,35.7599326","129.38135,36.3412914","128.512841,38.2389575","128.512841,38.2389575","128.5716949,38.2365477","128.5716949,38.2365477","128.5716949,38.2365477","128.5716949,38.2365477","128.512841,38.2389575","128.5716949,38.2365477","128.5716949,38.2365477","128.1801569,38.0934928","128.5716949,38.2365477"
"128.3964365,35.7601411","129.38135,36.3416159","128.5128358,38.2389963","128.5128358,38.2389963","128.571724,38.2367412","128.571724,38.2367412","128.571724,38.2367412","128.571724,38.2367412","128.5128358,38.2389963","128.571724,38.2367412","128.571724,38.2367412","128.1806968,38.0950272","128.571724,38.2367412"
"128.396849,35.7604247","129.3813866,36.342258","128.5128825,38.2390644","128.5128825,38.2390644","128.5717619,38.2370662","128.5717619,38.2370662","128.5717619,38.2370662","128.5717619,38.2370662","128.5128825,38.2390644","128.5717619,38.2370662","128.5717619,38.2370662","128.1807496,38.0951855","128.5717619,38.2370662"
"128.3973663,35.7608797","129.3814364,36.3427999","128.5129254,38.2391154","128.5129254,38.2391154","128.5717706,38.2372716","128.5717706,38.2372716","128.5717706,38.2372716","128.5717706,38.2372716","128.5129254,38.2391154","128.5717706,38.2372716","128.5717706,38.2372716","128.1809232,38.0957072","128.5717706,38.2372716"
"128.3975227,35.7610165","129.3814993,36.3436994","128.5131893,38.2394385","128.5131893,38.2394385","128.5717742,38.237358","128.5717742,38.237358","128.5717742,38.237358","128.5717742,38.237358","128.5131893,38.2394385","128.5717742,38.237358","128.5717742,38.237358","128.1811652,38.0963466","128.5717742,38.237358"
"128.3981812,35.7616409","129.3814997,36.3437183","128.5132343,38.2395525","128.5132343,38.2395525","128.5717615,38.2375826","128.5717615,38.2375826","128.5717615,38.2375826","128.5717615,38.2375826","128.5132343,38.2395525","128.5717615,38.2375826","128.5717615,38.2375826","128.1813546,38.0967168","128.5717615,38.2375826"
"128.3992552,35.7627121","129.381561,36.3448756","128.5132612,38.2396776","128.5132612,38.2396776","128.5717333,38.2379992","128.5717333,38.2379992","128.5717333,38.2379992","128.5717333,38.2379992","128.5132612,38.2396776","128.5717333,38.2379992","128.5717333,38.2379992","128.1815928,38.0970733","128.5717333,38.2379992"
"128.4003069,35.7637681","129.381575,36.3451332","128.5133331,38.2402456","128.5133331,38.2402456","128.5717247,38.2380371","128.5717247,38.2380371","128.5717247,38.2380371","128.5717247,38.2380371","128.5133331,38.2402456","128.5717247,38.2380371","128.5717247,38.2380371","128.1818893,38.0974365","128.5717247,38.2380371"
"128.4011862,35.7646352","129.3815581,36.3455436","128.5133661,38.240568","128.5133661,38.240568","128.5716248,38.2384661","128.5716248,38.2384661","128.5716248,38.2384661","128.5716248,38.2384661","128.5133661,38.240568","128.5716248,38.2384661","128.5716248,38.2384661","128.1822647,38.0978219","128.5716248,38.2384661"
"128.401828,35.7652434","129.3815564,36.3455644","128.5133748,38.2407013","128.5133748,38.2407013","128.571561,38.2387136","128.571561,38.2387136","128.571561,38.2387136","128.571561,38.2387136","128.5133748,38.2407013","128.571561,38.2387136","128.571561,38.2387136","128.182746,38.0981895","128.571561,38.2387136"
"128.402363,35.7656983","129.3815551,36.3456032","128.5133772,38.2412825","128.5133772,38.2412825","128.5714259,38.2390861","128.5714259,38.2390861","128.5714259,38.2390861","128.5714259,38.2390861","128.5133772,38.2412825","128.5714259,38.2390861","128.5714259,38.2390861","128.1831624,38.0984539","128.5714259,38.2390861"
"128.4028303,35.7660347","129.3815281,36.3459146","128.5131993,38.242133","128.5131993,38.242133","128.5706981,38.2408069","128.5706981,38.2408069","128.5706981,38.2408069","128.5706981,38.2408069","128.5131993,38.242133","128.5706981,38.2408069","128.5706981,38.2408069","128.1836791,38.0987032","128.5706981,38.2408069"
"128.4029083,35.7660819","129.3815124,36.3460491","128.5131623,38.2425164","128.5131623,38.2425164","128.5705446,38.2411706","128.5705446,38.2411706","128.5705446,38.2411706","128.5705446,38.2411706","128.5131623,38.2425164","128.5705446,38.2411706","128.5705446,38.2411706","128.1836997,38.0987121","128.5705446,38.2411706"
"128.4033482,35.7663446","129.3814579,36.3462861","128.5131141,38.2429908","128.5131141,38.2429908","128.5703132,38.2416747","128.5703132,38.2416747","128.5703132,38.2416747","128.5703132,38.2416747","128.5131141,38.2429908","128.5703132,38.2416747","128.5703132,38.2416747","128.1841898,38.098922","128.5703132,38.2416747"
"128.4039913,35.7666698","129.3814125,36.3464825","128.5130748,38.2433742","128.5130748,38.2433742","128.5700513,38.2422809","128.5700513,38.2422809","128.5700513,38.2422809","128.5700513,38.2422809","128.5130748,38.2433742","128.5700513,38.2422809","128.5700513,38.2422809","128.1846679,38.0990706","128.5700513,38.2422809"
"128.4043748,35.7668274","129.3813115,36.3468248","128.5130699,38.2435175","128.5130699,38.2435175","128.5699211,38.2426029","128.5699211,38.2426029","128.5699211,38.2426029","128.5699211,38.2426029","128.5130699,38.2435175","128.5699211,38.2426029","128.5699211,38.2426029","128.1857195,38.0993231","128.5699211,38.2426029"
"128.4047636,35.7669696","129.3811117,36.3472245","128.5130617,38.2437492","128.5130617,38.2437492","128.5698417,38.2427983","128.5698417,38.2427983","128.5698417,38.2427983","128.5698417,38.2427983","128.5130617,38.2437492","128.5698417,38.2427983","128.5698417,38.2427983","128.1881082,38.0998544","128.5698417,38.2427983"
"128.4052907,35.7671126","129.3808121,36.3476493","128.5130601,38.2442079","128.5130601,38.2442079","128.5698031,38.2428897","128.5698031,38.2428897","128.5698031,38.2428897","128.5698031,38.2428897","128.5130601,38.2442079","128.5698031,38.2428897","128.5698031,38.2428897","128.1885002,38.0999413","128.5698031,38.2428897"
"128.4057497,35.7672083","129.3793618,36.3494749","128.5131373,38.2444163","128.5131373,38.2444163","128.5697523,38.2430154","128.5697523,38.2430154","128.5697523,38.2430154","128.5697523,38.2430154","128.5131373,38.2444163","128.5697523,38.2430154","128.5697523,38.2430154","128.1888124,38.1000323","128.5697523,38.2430154"
"128.4061122,35.767275","129.3790758,36.3499076","128.5132489,38.2445578","128.5132489,38.2445578","128.5696233,38.243332","128.5696233,38.243332","128.5696233,38.243332","128.5696233,38.243332","128.5132489,38.2445578","128.5696233,38.243332","128.5696233,38.243332","128.1894358,38.1002288","128.5696233,38.243332"
"128.4067117,35.767366","129.379037,36.3499659","128.5136243,38.2450078","128.5136243,38.2450078","128.5695602,38.2434741","128.5695602,38.2434741","128.5695602,38.2434741","128.5695602,38.2434741","128.5136243,38.2450078","128.5695602,38.2434741","128.5695602,38.2434741","128.1900904,38.1004638","128.5695602,38.2434741"
"128.40693,35.7673923","129.3788619,36.3502823","128.5137284,38.2452611","128.5137284,38.2452611","128.5695026,38.2435981","128.5695026,38.2435981","128.5695026,38.2435981","128.5695026,38.2435981","128.5137284,38.2452611","128.5695026,38.2435981","128.5695026,38.2435981","128.1905978,38.1006834","128.5695026,38.2435981"
"128.4074253,35.7674634","129.3786476,36.3509636","128.5139204,38.2458362","128.5139204,38.2458362","128.5694828,38.2436469","128.5694828,38.2436469","128.5694828,38.2436469","128.5694828,38.2436469","128.5139204,38.2458362","128.5694828,38.2436469","128.5694828,38.2436469","128.1910425,38.1009151","128.5694828,38.2436469"
"128.4078707,35.7675268","129.3786369,36.3510268","128.5139425,38.2459478","128.5139425,38.2459478","128.569433,38.2437564","128.569433,38.2437564","128.569433,38.2437564","128.569433,38.2437564","128.5139425,38.2459478","128.569433,38.2437564","128.569433,38.2437564","128.1915446,38.1011879","128.569433,38.2437564"
"128.4085557,35.7676424","129.3786033,36.3512067","128.5139454,38.2460748","128.5139454,38.2460748","128.5692384,38.2437392","128.5694153,38.2437971","128.5694153,38.2437971","128.5694153,38.2437971","128.5139454,38.2460748","128.5694153,38.2437971","128.5694153,38.2437971","128.1919975,38.101443","128.5692384,38.2437392"
"128.4090778,35.7677377","129.3785994,36.3512311","128.5139516,38.2461928","128.5139516,38.2461928","128.5691741,38.2437164","128.5693578,38.2439283","128.5693578,38.2439283","128.5693578,38.2439283","128.5139516,38.2461928","128.5693578,38.2439283","128.5693578,38.2439283","128.1936793,38.1024777","128.5691741,38.2437164"
"128.4102121,35.7679653","129.3785786,36.3513369","128.5139317,38.2463255","128.5139317,38.2463255","128.5691018,38.2436945","128.5693478,38.2439509","128.5693478,38.2439509","128.5693478,38.2439509","128.5139317,38.2463255","128.5693478,38.2439509","128.5693478,38.2439509","128.1938824,38.1026026","128.5691018,38.2436945"
"128.4112376,35.7682533","129.3785746,36.3515867","128.513907,38.2464392","128.513907,38.2464392","128.5690616,38.2436832","128.569329,38.2439953","128.569329,38.2439953","128.569329,38.2439953","128.513907,38.2464392","128.569329,38.2439953","128.569329,38.2439953","128.1964212,38.1041549","128.5690616,38.2436832"
"128.412589,35.768701","129.3785744,36.3516245","128.513864,38.2465478","128.513864,38.2465478","128.5688499,38.2436581","128.5691026,38.2445263","128.5691026,38.2445263","128.5691026,38.2445263","128.513864,38.2465478","128.5691026,38.2445263","128.5691026,38.2445263","128.196818,38.1043833","128.5688499,38.2436581"
"128.4133198,35.7689497","129.378595,36.352019","128.5137756,38.2467684","128.5137756,38.2467684","128.5686748,38.2436416","128.5690992,38.2445327","128.5690992,38.2445327","128.5690992,38.2445327","128.5137756,38.2467684","128.5690992,38.2445327","128.5690992,38.2445327","128.1975949,38.1048789","128.5686748,38.2436416"
"128.4139184,35.7691507","129.3786504,36.35233","128.5131247,38.2482827","128.5131247,38.2482827","128.5683865,38.2436163","128.5686372,38.2455994","128.5686372,38.2455994","128.5686372,38.2455994","128.5131247,38.2482827","128.5686372,38.2455994","128.5686372,38.2455994","128.1977521,38.1049789","128.5683865,38.2436163"
"128.4144823,35.7693214","129.3787118,36.3525661","128.512891,38.2488245","128.512891,38.2488245","128.5681239,38.2436331","128.5685258,38.2458771","128.5685258,38.2458771","128.5685258,38.2458771","128.512891,38.2488245","128.5685258,38.2458771","128.5685258,38.2458771","128.1979599,38.1051282","128.5681239,38.2436331"
"128.414987,35.7694401","129.3788896,36.3530573","128.5127615,38.2491248","128.5127615,38.2491248","128.5675498,38.2438411","128.5678461,38.2473739","128.5678461,38.2473739","128.5678461,38.2473739","128.5127615,38.2491248","128.5678461,38.2473739","128.5678461,38.2473739","128.198289,38.1054236","128.5675498,38.2438411"
"128.4155624,35.7695412","129.379022,36.3533256","128.5126619,38.2493582","128.5126619,38.2493582","128.5673495,38.2438916","128.5676725,38.2476954","128.5676725,38.2476954","128.5676725,38.2476954","128.5126619,38.2493582","128.5676725,38.2476954","128.5676725,38.2476954","128.1985922,38.1057697","128.5673495,38.2438916"
