0,1,2,3
"126.9576488,37.3876211","127.1306496,37.611183","128.5752624,35.8597082","127.1306496,37.611183"
"126.958266,37.3864728","127.1310689,37.6113997","128.5747781,35.8599335","127.1310689,37.6113997"
"126.9583313,37.3863487","127.1323245,37.6120499","128.5745877,35.860019","127.1323245,37.6120499"
"126.9589448,37.385232","127.1326027,37.6121517","128.574537,35.8600411","127.1326027,37.6121517"
"126.9589803,37.3851673","127.1326649,37.6121781","128.5743284,35.8601728","127.1326649,37.6121781"
"126.9590077,37.3851151","127.1331748,37.6123915","128.574257,35.8602185","127.1331748,37.6123915"
"126.9590261,37.3850819","127.1346373,37.612908","128.5737745,35.8605762","127.1346373,37.612908"
"126.9590615,37.3850162","127.1347097,37.6129343","128.5731247,35.8610914","127.1347097,37.6129343"
"126.9591245,37.3849057","127.1352821,37.6131371","128.5726871,35.8614082","127.1352821,37.6131371"
"126.9591554,37.3848517","127.1355795,37.6132426","128.5723802,35.8616534","127.1355795,37.6132426"
"126.9593042,37.384573","127.1355897,37.6132462","128.5723123,35.8617081","127.1355897,37.6132462"
"126.9594416,37.3843122","127.1360727,37.6134181","128.5722095,35.8618064","127.1360727,37.6134181"
"126.9596695,37.3838797","127.1367107,37.6136391","128.5721748,35.8618572","127.1367107,37.6136391"
"126.9598493,37.3835416","127.137671,37.6139728","128.5721575,35.8618907","127.137671,37.6139728"
"126.9599557,37.3833483","127.1377151,37.6139892","128.5721467,35.8619107","127.1377151,37.6139892"
"126.960322,37.3826838","127.1381472,37.6141419","128.5721123,35.8619876","127.1381472,37.6141419"
"126.9605027,37.382371","127.1389084,37.6144165","128.5720951,35.8620274","127.1389084,37.6144165"
"126.9607209,37.3820213","127.1391519,37.6144415","128.5720415,35.862155","127.1391519,37.6144415"
"126.9607461,37.3819791","127.1393252,37.6144583","128.5720372,35.8621659","127.1393252,37.6144583"
"126.9607735,37.3819387","127.1396618,37.6144494","128.5720266,35.8622002","127.1396618,37.6144494"
"126.9608317,37.3818452","127.1399996,37.6144081","128.5719968,35.8622934","127.1399996,37.6144081"
"126.9610728,37.3814659","127.1402867,37.6143242","128.5719723,35.8623684","127.1402867,37.6143242"
"126.9611699,37.381314","127.140674,37.6141325","128.5718023,35.8629","127.140674,37.6141325"
"126.9611995,37.381279","127.1409365,37.6139666","128.5717492,35.86307","127.1409365,37.6139666"
"126.9612496,37.3812242","127.1414491,37.6136499","128.5717088,35.8631993","127.1414491,37.6136499"
"126.9612553,37.3812125","127.1416243,37.6135","128.5717056,35.8632083","127.1416243,37.6135"
"126.9612656,37.3811946","127.1417656,37.613339","128.5716855,35.8632734","127.1417656,37.613339"
"126.9613515,37.3810327","127.1419971,37.6130279","128.5716781,35.8632987","127.1419971,37.6130279"
"126.961387,37.3809662","127.142154,37.6126642","128.5716643,35.863343","127.142154,37.6126642"
"126.961506,37.3807576","127.1423186,37.6123754","128.5715878,35.8635835","127.1423186,37.6123754"
"126.9615243,37.3807243","127.1424174,37.6120963","128.5715125,35.863833","127.1424174,37.6120963"
"126.961727,37.3808127","127.1429884,37.6109199","128.5713874,35.8642498","127.1429884,37.6109199"
"126.9626211,37.3811899","127.1433894,37.6104588","128.5712866,35.8645797","127.1433894,37.6104588"
"126.9631663,37.3814024","127.1437452,37.6099803","128.5712824,35.8645942","127.1437452,37.6099803"
"126.9638492,37.3816245","127.1441178,37.6095226","128.5712495,35.8647","127.1441178,37.6095226"
"126.9643287,37.3817096","127.1445849,37.6090004","128.5711806,35.8649332","127.1445849,37.6090004"
"126.9645996,37.3817415","127.1447169,37.6088719","128.571134,35.8650932","127.1447169,37.6088719"
"126.9651743,37.3817712","127.1449969,37.6085969","128.5710938,35.8652324","127.1449969,37.6085969"
"126.9656374,37.381766","127.1455942,37.6080822","128.5709813,35.865594","127.1455942,37.6080822"
"126.965938,37.3817539","127.146767,37.6070853","128.5709475,35.8657972","127.146767,37.6070853"
"126.9660171,37.3817488","127.1511434,37.6035037","128.5709367,35.8659019","127.1511434,37.6035037"
"126.9663913,37.3817054","127.1517815,37.6029531","128.5709337,35.8660074","127.1517815,37.6029531"
"126.9665564,37.3816792","127.1520738,37.6027016","128.5709335,35.8662409","127.1520738,37.6027016"
"126.9669375,37.381616","127.1522547,37.6025452","128.5709359,35.8665853","127.1522547,37.6025452"
"126.967328,37.3815078","127.1529886,37.6018498","128.5709365,35.8667935","127.1529886,37.6018498"
"126.9674106,37.3814847","127.1530785,37.6017644","128.5709477,35.8669701","127.1530785,37.6017644"
"126.9677739,37.3813809","127.1532277,37.6016044","128.5709548,35.8670864","127.1532277,37.6016044"
"126.9678286,37.3813153","127.1535749,37.6012314","128.5709628,35.8672666","127.1535749,37.6012314"
"126.9678887,37.381275","127.1538437,37.6009311","128.5709643,35.8675407","127.1538437,37.6009311"
"126.968179,37.3811258","127.153887,37.6008826","128.5709691,35.8676542","127.153887,37.6008826"
"126.9684495,37.3810414","127.1540065,37.6007468","128.5709769,35.8678994","127.1540065,37.6007468"
"126.9688265,37.3809268","127.1541489,37.6005832","128.5710024,35.8686474","127.1541489,37.6005832"
"126.9695973,37.380695","127.154775,37.5996828","128.5710026,35.8686628","127.154775,37.5996828"
"126.9708371,37.3802823","127.1551426,37.5990817","128.5710096,35.8687709","127.1551426,37.5990817"
"126.9713273,37.3801187","127.1551814,37.5990088","128.5710433,35.8697082","127.1551814,37.5990088"
"126.9721108,37.379859","127.1558362,37.5977858","128.5710496,35.8698452","127.1558362,37.5977858"
"126.9729246,37.3796165","127.1560539,37.5972339","128.5710476,35.8699444","127.1560539,37.5972339"
"126.9732493,37.3795332","127.1563654,37.5962596","128.5710495,35.8700075","127.1563654,37.5962596"
"126.9738771,37.3794062","127.1565511,37.5955309","128.5710374,35.8703412","127.1565511,37.5955309"
"126.974299,37.3793306","127.1566488,37.5949805","128.5710748,35.8712244","127.1566488,37.5949805"
"126.9750699,37.3792466","127.1567292,37.5942416","128.5710874,35.8715831","127.1567292,37.5942416"
"126.9757658,37.3792235","127.156786,37.5932368","128.5711141,35.8720859","127.156786,37.5932368"
"126.9761814,37.3792281","127.1567827,37.5924706","128.5711226,35.8722301","127.1567827,37.5924706"
"126.9765755,37.3792542","127.156819,37.591472","128.5711254,35.8722715","127.156819,37.591472"
"126.9771432,37.3793144","127.1567257,37.5898376","128.5711349,35.8724788","127.1567257,37.5898376"
"126.9778495,37.3794247","127.1567205,37.589743","128.5711453,35.872678","127.1567205,37.589743"
"126.9785172,37.3795674","127.1567153,37.5896402","128.5711496,35.8732414","127.1567153,37.5896402"
"126.9790663,37.3797113","127.1566199,37.5889423","128.5711532,35.8734316","127.1566199,37.5889423"
"126.9798237,37.3799436","127.1563405,37.5868918","128.5711604,35.8738012","127.1563405,37.5868918"
"126.9802024,37.3800679","127.156336,37.5866367","128.5711616,35.8738913","127.156336,37.5866367"
"126.980575,37.3802579","127.156333,37.5860724","128.5711701,35.8741094","127.156333,37.5860724"
"126.9826367,37.3810349","127.1563353,37.5860472","128.5711802,35.8743654","127.1563353,37.5860472"
"126.9902124,37.38389","127.1563668,37.5856165","128.5711868,35.8745249","127.1563668,37.5856165"
"126.9905245,37.3840076","127.1565824,37.5845292","128.5711886,35.8745781","127.1565824,37.5845292"
"126.9914158,37.3843351","127.1566743,37.584259","128.5712083,35.8750557","127.1566743,37.584259"
"126.9934704,37.3850271","127.1568865,37.5836747","128.5712118,35.8751495","127.1568865,37.5836747"
"126.9947688,37.3854644","127.1570489,37.5833326","128.5712301,35.8756037","127.1570489,37.5833326"
"126.9959276,37.3858299","127.1571621,37.5831076","128.5712317,35.8756424","127.1571621,37.5831076"
"126.9978797,37.3863232","127.15785,37.5820244","128.5712333,35.8756758","127.15785,37.5820244"
"126.9979958,37.3863516","127.157858,37.5820127","128.5712367,35.8757659","127.157858,37.5820127"
"126.9999999,37.3868468","127.1580747,37.5816825","128.5712374,35.8758164","127.1580747,37.5816825"
"127.0034499,37.3876933","127.1582741,37.5814172","128.5712442,35.876158","127.1582741,37.5814172"
"127.0042619,37.3878933","127.1584872,37.581133","128.5712529,35.8763914","127.1584872,37.581133"
"127.004316,37.387907","127.1589498,37.5805241","128.5712568,35.8767665","127.1589498,37.5805241"
"127.0043961,37.3879272","127.1590329,37.5804225","128.5712677,35.8772469","127.1590329,37.5804225"
"127.0046328,37.388003","127.1594621,37.5799244","128.5712678,35.8774191","127.1594621,37.5799244"
"127.0050331,37.3881173","127.1599622,37.5792913","128.5712716,35.8774551","127.1599622,37.5792913"
"127.0058582,37.3883957","127.1602116,37.5789828","128.5712771,35.8777778","127.1602116,37.5789828"
"127.0061443,37.3885123","127.1613496,37.5775412","128.5712775,35.8778103","127.1613496,37.5775412"
"127.0071579,37.3889879","127.1619317,37.5767921","128.571281,35.8780672","127.1619317,37.5767921"
"127.0091095,37.3899344","127.1630805,37.5754343","128.5712857,35.8783331","127.1630805,37.5754343"
"127.0093718,37.3900743","127.1632456,37.575241","128.5712987,35.8785575","127.1632456,37.575241"
"127.0099236,37.3903397","127.1638638,37.5745073","128.5712986,35.8787955","127.1638638,37.5745073"
"127.0105385,37.3906352","127.1645242,37.573725","128.5712986,35.8788848","127.1645242,37.573725"
"127.0107018,37.3907134","127.165057,37.573082","128.571299,35.879075","127.165057,37.573082"
"127.0124406,37.3915454","127.1652597,37.5728329","128.5713395,35.8795344","127.1652597,37.5728329"
"127.013226,37.391856","127.1653064,37.5727826","128.5713421,35.8795596","127.1653064,37.5727826"
"127.0136612,37.3919984","127.1656421,37.5724212","128.5713461,35.8796083","127.1656421,37.5724212"
"127.0142565,37.3921784","127.1660984,37.5719312","128.5711787,35.8796017","127.1660984,37.5719312"
"127.0142993,37.3921912","127.1665433,37.571453","128.5707919,35.8795862","127.1665433,37.571453"
"127.0149118,37.3923496","127.1679223,37.5699705","128.5706999,35.8795825","127.1679223,37.5699705"
"127.015749,37.3924991","127.1725565,37.5644555","128.5702122,35.8795661","127.1725565,37.5644555"
"127.0165372,37.3925663","127.1727684,37.5641523","128.5692868,35.8795329","127.1727684,37.5641523"
"127.0176122,37.3926329","127.1729473,37.5638977","128.5691293,35.8795244","127.1729473,37.5638977"
"127.0185622,37.3926494","127.1734271,37.5631852","128.5689619,35.8795159","127.1734271,37.5631852"
"127.0217297,37.3926866","127.1737999,37.5623579","128.5686417,35.8795071","127.1737999,37.5623579"
"127.0232018,37.3926844","127.1739747,37.5619825","128.5685719,35.879505","127.1739747,37.5619825"
"127.0248998,37.3926768","127.1741373,37.5615827","128.5680698,35.8794905","127.1741373,37.5615827"
"127.0250422,37.3926729","127.1745498,37.5604581","128.5679634,35.879486","127.1745498,37.5604581"
"127.0261489,37.3927395","127.1748239,37.5596413","128.5673582,35.8794617","127.1748239,37.5596413"
"127.0272645,37.3928287","127.1748446,37.5595828","128.5673084,35.8794603","127.1748446,37.5595828"
"127.0278923,37.392879","127.1755404,37.5576089","128.5671121,35.8794494","127.1755404,37.5576089"
"127.0287648,37.3930051","127.1756674,37.557301","128.5663906,35.8794234","127.1756674,37.557301"
"127.0298764,37.3931988","127.1759804,37.5564014","128.5659994,35.8794097","127.1759804,37.5564014"
"127.0305782,37.3933323","127.1764715,37.5551652","128.5657068,35.8793988","127.1764715,37.5551652"
"127.0313614,37.3934661","127.1766785,37.5546854","128.5654873,35.8793908","127.1766785,37.5546854"
"127.0314732,37.3934801","127.1768215,37.5543369","128.5653344,35.8793868","127.1768215,37.5543369"
"127.0325388,37.3936159","127.1778491,37.5523333","128.5650241,35.879376","127.1778491,37.5523333"
"127.034591,37.3938782","127.1783366,37.5513747","128.5647337,35.879366","127.1783366,37.5513747"
"127.0404138,37.3946103","127.1788499,37.5502079","128.5645553,35.8793603","127.1788499,37.5502079"
"127.0408518,37.3946679","127.1791475,37.5494597","128.5639745,35.8793411","127.1791475,37.5494597"
"127.0428995,37.3949345","127.1792219,37.5492751","128.5631576,35.8793078","127.1792219,37.5492751"
"127.0430745,37.3949577","127.1796121,37.5482982","128.5630845,35.8793048","127.1796121,37.5482982"
"127.0434244,37.3950078","127.1807367,37.545791","128.5629637,35.8793005","127.1807367,37.545791"
"127.0441243,37.3951078","127.181102,37.5450781","128.5629593,35.8793005","127.181102,37.5450781"
"127.0447992,37.3952249","127.1816214,37.5440628","128.5623586,35.8792833","127.1816214,37.5440628"
"127.0474852,37.3956922","127.1823996,37.5423496","128.5620793,35.8792759","127.1823996,37.5423496"
"127.0475743,37.3957079","127.1829557,37.5412109","128.5617624,35.879266","127.1829557,37.5412109"
"127.0496746,37.3960746","127.1830037,37.5411083","128.5609733,35.8792379","127.1830037,37.5411083"
"127.0505371,37.3961996","127.1834366,37.5401828","128.5608037,35.879233","127.1834366,37.5401828"
"127.0515746,37.3963162","127.1842365,37.5386581","128.5606053,35.8792249","127.1842365,37.5386581"
"127.0523992,37.39635","127.1846867,37.5379247","128.5601165,35.8792085","127.1846867,37.5379247"
"127.0535245,37.3963416","127.1850623,37.5374245","128.5597874,35.8791969","127.1850623,37.5374245"
"127.0544365,37.396291","127.1855993,37.5367914","128.5590991,35.8791742","127.1855993,37.5367914"
"127.0554246,37.3961829","127.1863996,37.5359498","128.5589052,35.8791687","127.1863996,37.5359498"
"127.0609373,37.3953075","127.1870619,37.5353747","128.5585228,35.8791558","127.1870619,37.5353747"
"127.0625681,37.3952153","127.1873561,37.5351376","128.5582812,35.879148","127.1873561,37.5351376"
"127.0631705,37.3951815","127.1874867,37.5350324","128.5579288,35.8791367","127.1874867,37.5350324"
"127.0647849,37.3951902","127.1880123,37.5346607","128.557562,35.8791246","127.1880123,37.5346607"
"127.0648402,37.3951904","127.1883619,37.5344326","128.5564138,35.8790905","127.1883619,37.5344326"
"127.0659406,37.3951989","127.1894103,37.5338008","128.5558752,35.8790745","127.1894103,37.5338008"
"127.0694975,37.3953147","127.1898266,37.5335928","128.5555116,35.8790552","127.1898266,37.5335928"
"127.0717891,37.3954384","127.1900954,37.533461","128.5551847,35.8790418","127.1900954,37.533461"
"127.0728867,37.3955397","127.1906623,37.5332101","128.554953,35.8790312","127.1906623,37.5332101"
"127.0739061,37.3956696","127.1914887,37.5328959","128.554912,35.8790298","127.1914887,37.5328959"
"127.0745787,37.3958072","127.1918333,37.5327878","128.5547856,35.8790246","127.1918333,37.5327878"
"127.0759574,37.3961339","127.192681,37.5325205","128.5546205,35.8790179","127.192681,37.5325205"
"127.0768019,37.396438","127.1934378,37.5323377","128.5542991,35.8790081","127.1934378,37.5323377"
"127.0769564,37.3964936","127.1938321,37.5322341","128.5532307,35.8789742","127.1938321,37.5322341"
"127.0779595,37.3969235","127.1945989,37.5320991","128.5529858,35.8789665","127.1945989,37.5320991"
"127.0788383,37.3973539","127.1952535,37.5319926","128.5525092,35.8789472","127.1952535,37.5319926"
"127.079245,37.3975608","127.1957869,37.5319165","128.5517267,35.8789162","127.1957869,37.5319165"
"127.0801522,37.3981743","127.196087,37.5318911","128.5515981,35.878911","127.196087,37.5318911"
"127.0825739,37.3999225","127.1964357,37.5318623","128.5504233,35.878869","127.1964357,37.5318623"
"127.0827145,37.400024","127.1965874,37.5318491","128.5502892,35.8788648","127.1965874,37.5318491"
"127.0827809,37.400072","127.1970573,37.531808","128.5502571,35.8788641","127.1970573,37.531808"
"127.0833616,37.4004914","127.1973766,37.53178","128.5501939,35.8788611","127.1973766,37.53178"
"127.0845624,37.4013492","127.1976245,37.5317581","128.5500731,35.8788576","127.1976245,37.5317581"
"127.0859049,37.4021273","127.1987475,37.5317104","128.5495123,35.8788382","127.1987475,37.5317104"
"127.0865041,37.4024746","127.1987984,37.5317088","128.5493361,35.8788352","127.1987984,37.5317088"
"127.08837,37.4034177","127.2030853,37.5315285","128.5489404,35.8788188","127.2030853,37.5315285"
"127.0894893,37.4039038","127.2040759,37.5314878","128.5486755,35.8788094","127.2040759,37.5314878"
"127.0898996,37.4040927","127.2049599,37.5314521","128.5479241,35.8787826","127.2049599,37.5314521"
"127.0902085,37.4042082","127.2060014,37.5314042","128.5478687,35.8787813","127.2060014,37.5314042"
"127.0927779,37.4050419","127.2082745,37.531299","128.5475263,35.8787699","127.2082745,37.531299"
"127.0932799,37.4052049","127.2102318,37.5311975","128.5471749,35.8787576","127.2102318,37.5311975"
"127.0938811,37.4053999","127.2110254,37.5311598","128.5469832,35.8787521","127.2110254,37.5311598"
"127.0950868,37.4057916","127.2119242,37.5311079","128.5469754,35.8787521","127.2119242,37.5311079"
"127.0953373,37.4058664","127.2125616,37.5310743","128.5464446,35.8787333","127.2125616,37.5310743"
"127.0956069,37.405953","127.2131118,37.5310161","128.545601,35.8786956","127.2131118,37.5310161"
"127.0962092,37.4061479","127.2135954,37.5309551","128.5451977,35.8786856","127.2135954,37.5309551"
"127.0965239,37.4062499","127.2140734,37.5308589","128.5448962,35.8786747","127.2140734,37.5308589"
"127.0967969,37.406341","127.2145208,37.5307491","128.54475,35.8786723","127.2145208,37.5307491"
"127.0971646,37.4064639","127.2148495,37.5306363","128.5446303,35.878668","127.2148495,37.5306363"
"127.0986229,37.4069538","127.2151793,37.5305173","128.5445372,35.8786661","127.2151793,37.5305173"
"127.0995912,37.4071771","127.215661,37.5303291","128.5438822,35.878642","127.215661,37.5303291"
"127.1003114,37.4073156","127.21611,37.5301193","128.5436372,35.8786324","127.21611,37.5301193"
"127.1009957,37.4074044","127.2162336,37.5300619","128.5434732,35.8786266","127.2162336,37.5300619"
"127.1015694,37.4074632","127.2167846,37.5298099","128.5434599,35.8786259","127.2167846,37.5298099"
"127.1016507,37.407467","127.2172577,37.5295082","128.5428337,35.8786061","127.2172577,37.5295082"
"127.1018868,37.4074796","127.2175267,37.5293133","128.5427084,35.8785954","127.2175267,37.5293133"
"127.101993,37.4074808","127.2178922,37.5290185","128.5422905,35.878572","127.2178922,37.5290185"
"127.1040177,37.407512","127.2182114,37.5287164","128.5414824,35.8785366","127.2182114,37.5287164"
"127.1051386,37.4075292","127.2184999,37.5284413","128.540925,35.8785162","127.2184999,37.5284413"
"127.1102374,37.4076408","127.2188125,37.5280833","128.5405638,35.8785166","127.2188125,37.5280833"
"127.1109866,37.4076496","127.2192367,37.5275327","128.5405195,35.878517","127.2192367,37.5275327"
"127.1121996,37.4077581","127.2194999,37.5270583","128.5402979,35.8785153","127.2194999,37.5270583"
"127.1130168,37.407923","127.2196778,37.5267027","128.5402005,35.8785153","127.2196778,37.5267027"
"127.1136115,37.4080827","127.219801,37.5264407","128.5399667,35.8785155","127.219801,37.5264407"
"127.1149244,37.4085413","127.2199594,37.525838","128.5398958,35.8785161","127.2199594,37.525838"
"127.115924,37.4090664","127.2200311,37.5254272","128.5395702,35.8785198","127.2200311,37.5254272"
"127.1166615,37.4095745","127.2201202,37.5249271","128.5385623,35.8785331","127.2201202,37.5249271"
"127.1175495,37.4102741","127.2201551,37.5246559","128.5384692,35.8785312","127.2201551,37.5246559"
"127.1181742,37.4109747","127.2201691,37.5245487","128.5383052,35.8785272","127.2201691,37.5245487"
"127.1187489,37.411741","127.220261,37.5232852","128.5374398,35.8785076","127.220261,37.5232852"
