0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
,"127.5013665,37.2418995",,,"127.540839,37.2136901",,,"127.6995862,36.560004",,,,,,"128.3311205,36.6198539","128.2581979,35.3160543","129.3084772,36.3909087",,,,"128.2680529,35.321925","128.2854742,35.3259211",
,"127.5014635,37.2418743",,,"127.5409516,37.2135549",,,"127.7000093,36.5594065",,,,,,"128.3307362,36.6203074","128.2577404,35.3163096","129.308888,36.3907862",,,,"128.267774,35.3218583","128.2856091,35.3261078",
,"127.5016461,37.2418346",,,"127.5410992,37.2133565",,,"127.7002383,36.5589643",,,,,,"128.3305077,36.620583","128.2576539,35.316357","129.3095745,36.390582",,,,"128.2677954,35.3217977","128.2856852,35.3262362",
,"127.5020249,37.2417733",,,"127.5411926,37.2131708",,,"127.7005183,36.5583265",,,,,,"128.3302033,36.6208835","128.25755,35.3164136","129.3106443,36.3902692",,,,"128.2670571,35.3215518","128.2857695,35.3264277",
,"127.5025312,37.241721",,,"127.5412331,37.2130788",,,"127.7007647,36.5576797",,,,,,"128.3299527,36.6210809","128.2575248,35.3164264","129.312212,36.3897975",,,,,"128.2857864,35.3264664",
,"127.5028773,37.2416859",,,"127.5413366,37.2127281",,,"127.7007836,36.5576328",,,,,,"128.3295582,36.621318","128.2570804,35.3166699","129.3154047,36.3888746",,,,,"128.2859658,35.3270414",
,"127.5064052,37.2412765",,,"127.5414771,37.2118736",,,"127.701262,36.5564077",,,,,,"128.3292045,36.6214908","128.2570071,35.31671","129.3196949,36.3875906",,,,,"128.2859923,35.3271612",
,"127.5065224,37.2412602",,,"127.54155,37.211394",,,"127.7013153,36.5562769",,,,,,"128.3288044,36.6216243","128.2568648,35.3167921","129.3228191,36.3866488",,,,,"128.2860527,35.3274953",
,"127.5066588,37.2412395",,,"127.5415579,37.2113354",,,"127.7018661,36.5549562",,,,,,"128.3284361,36.6216972","128.2567663,35.3168477","129.3229928,36.3865956",,,,,"128.2861129,35.3279178",
,"127.5079238,37.241106",,,"127.5415759,37.2111876",,,"127.702368,36.5537293",,,,,,"128.328111,36.6217301","128.2565256,35.3169844","129.3261656,36.3856386",,,,,"128.2861281,35.3280069",
,"127.5091877,37.2409752",,,"127.5416107,37.2109487",,,"127.7067157,36.5440423",,,,,,"128.3263677,36.6218486","128.2564993,35.3169999","129.3337411,36.3833258",,,,,"128.2861429,35.3280627",
,"127.5093411,37.24095",,,"127.541614,37.2109225",,,"127.7069712,36.5434775",,,,,,"128.3254748,36.6219089","128.2564249,35.317041","129.3390203,36.3817915",,,,,"128.2862865,35.3290257",
,"127.5095868,37.2408977",,,"127.5416163,37.2109054",,,"127.7075543,36.5422126",,,,,,"128.3251764,36.6219281","128.2564096,35.317051","129.3397189,36.3815879",,,,,"128.2863708,35.3293209",
,"127.5099251,37.2408066",,,"127.5416196,37.210882",,,"127.7082359,36.5414172",,,,,,"128.3248242,36.6219413","128.2563921,35.3170628","129.3413126,36.3811441",,,,,"128.2863955,35.3293793",
,"127.5102689,37.2406957",,,"127.5416297,37.2107296",,,"127.7084977,36.5411345",,,,,,"128.3244616,36.6219159","128.2563506,35.3170928","129.3415496,36.3810783",,,,,"128.2865082,35.32965",
,"127.5104617,37.2406344",,,"127.5416465,37.2105529",,,"127.7089489,36.5406641",,,,,,"128.3240739,36.6218492","128.2560819,35.3173019","129.3424234,36.3808359",,,,,"128.2865742,35.3297632",
,"127.5106861,37.2405623",,,"127.5416622,37.2103573",,,"127.7096009,36.5400589",,,,,,"128.3236871,36.62175","128.2560743,35.3173083","129.3428431,36.3807185",,,,,"128.2866491,35.3298835",
,"127.5108202,37.2405361",,,"127.5417464,37.2098255",,,"127.7100668,36.539684",,,,,,"128.3233243,36.6216082","128.2560699,35.3173128","129.3430945,36.3806479",,,,,"128.2868493,35.3301076",
,"127.5109409,37.2404685",,,"127.541897,37.2090935",,,"127.710603,36.5392521",,,,,,"128.3230872,36.6214999","128.2558616,35.317508","129.3440909,36.3804054",,,,,"128.2869746,35.3302078",
,"127.5110265,37.2404216",,,"127.542122,37.2084056",,,"127.7109298,36.539037",,,,,,"128.3228125,36.6213242","128.255743,35.317643","129.3453194,36.380171",,,,,"128.2871553,35.3303437",
,"127.5111742,37.2403369",,,"127.5424326,37.2075762",,,"127.7110034,36.5389872",,,,,,"128.3225575,36.6211114","128.2554762,35.317945","129.3459342,36.3800533",,,,,"128.2874206,35.3304736",
,"127.5112633,37.2402864",,,"127.5426386,37.2070299",,,"127.7114082,36.5387089",,,,,,"128.3223623,36.6209496","128.2554153,35.3180184","129.3477108,36.3798041",,,,,"128.288,35.3307665",
,"127.511385,37.2401935",,,"127.5427173,37.2067576",,,"127.7115152,36.5386347",,,,,,"128.322342,36.6209335","128.2554088,35.3180265","129.3480185,36.3797615",,,,,"128.2883964,35.3310308",
,"127.5118991,37.2397473",,,"127.5427297,37.2067053",,,"127.7122267,36.5381755",,,,,,"128.3218744,36.6203995","128.255287,35.318177","129.3486652,36.3797181",,,,,"128.2884496,35.3310665",
,"127.5121042,37.2395679",,,"127.542832,37.2062663",,,"127.7132439,36.5375453",,,,,,"128.3216392,36.6201523","128.2552663,35.3182024","129.3494909,36.3796612",,,,,"128.2888205,35.3314139",
,"127.5127513,37.2390026",,,"127.5428645,37.2060959",,,"127.7143112,36.5368844",,,,,,"128.321612,36.6201245","128.2552446,35.3182304","129.3504446,36.3796365",,,,,"128.2890338,35.3316307",
,"127.5128325,37.2389314",,,"127.542905,37.2058949",,,"127.7149357,36.5365092",,,,,,"128.3214989,36.6199982","128.2552088,35.3182839","129.3512338,36.3796378",,,,,"128.289104,35.3317177",
,"127.5130376,37.2387574",,,"127.542941,37.2057191",,,"127.7150071,36.5364658",,,,,,"128.3213495,36.6198324","128.2551697,35.31834","129.3522389,36.3796672",,,,,"128.2896166,35.332268",
,"127.5132045,37.238615",,,"127.5429679,37.2055803",,,"127.7151543,36.536379",,,,,,"128.3210708,36.6195955","128.2551348,35.318379","129.3524887,36.3796733",,,,,"128.2898858,35.3325692",
,"127.5137501,37.2381399",,,"127.5429713,37.2055632",,,"127.7158491,36.5359324",,,,,,"128.3204873,36.6191992","128.2550412,35.3184842","129.3535456,36.3797705",,,,,"128.2899092,35.3325961",
,"127.5142021,37.2377765",,,"127.5430882,37.2049889",,,"127.7165327,36.5354894",,,,,,"128.3201115,36.6189828","128.2548822,35.3186547","129.3535892,36.3797761",,,,,"128.2902618,35.3329914",
,"127.5143002,37.2376981",,,"127.5432961,37.2039901",,,"127.7172475,36.5350337",,,,,,"128.3193993,36.618683","128.2546371,35.3189159","129.3547834,36.3799324",,,,,"128.2902718,35.3330022",
,"127.5146214,37.2374799",,,"127.5433815,37.2035736",,,"127.7176311,36.5347941",,,,,,"128.3193521,36.6186644","128.2545936,35.3189676","129.3563075,36.3801765",,,,,"128.29053,35.3332972",
,"127.5154432,37.2369534",,,"127.5435343,37.2028452",,,"127.7178999,36.5346413",,,,,,"128.3184369,36.6183011","128.25455,35.3190156","129.3577112,36.3804205",,,,,"128.2905622,35.333333",
,"127.5162436,37.2364692",,,"127.5435546,37.2027478",,,"127.7184577,36.5343698",,,,,,"128.3183493,36.6182665","128.25444,35.3191335","129.361953,36.3811315",,,,,"128.2906246,35.3334074",
,"127.5167429,37.2361978",,,"127.5435725,37.2026667",,,"127.7190423,36.5340992",,,,,,"128.3179152,36.6180423","128.254377,35.3192187","129.3627165,36.3812665",,,,,"128.2910123,35.3337908",
,"127.5167824,37.2361744",,,"127.5437007,37.2020807",,,"127.7192063,36.5340367",,,,,,"128.3173245,36.6175911","128.2542529,35.3192429","129.3647701,36.3816004",,,,,"128.292012,35.3346409",
,"127.5171273,37.2359679",,,"127.5437513,37.2019401",,,"127.7199328,36.5337613",,,,,,"128.3170121,36.6172327","128.2540432,35.3192947","129.3648965,36.3816219",,,,,"128.292362,35.3349911",
,"127.5173314,37.2358651",,,"127.5438076,37.2017832",,,"127.720839,36.533436",,,,,,"128.3165615,36.6166083","128.2540158,35.3193021","129.3652369,36.3816824",,,,,"128.2923698,35.3350028",
,"127.5179863,37.2355946",,,"127.5438627,37.2016813",,,"127.7221882,36.532952",,,,,,"128.3162372,36.6161833","128.2539851,35.3193113","129.3655339,36.3817507",,,,,"128.2925115,35.3351993",
,"127.5182027,37.2355054",,,"127.5440474,37.201428",,,"127.7232471,36.5325309",,,,,,"128.3160123,36.6159576","128.253883,35.319339","129.3658538,36.381844",,,,,"128.2926989,35.335575",
,"127.5185274,37.2353845",,,"127.5441825,37.2012612",,,"127.7237335,36.5322947",,,,,,"128.315662,36.6157166","128.2534925,35.3194622","129.3661663,36.38195",,,,,"128.292899,35.3361165",
,"127.5187653,37.235297",,,"127.5442715,37.2011602",,,"127.7246859,36.5317466",,,,,,"128.3152973,36.6154974","128.253,35.3196159","129.3667515,36.3821797",,,,,"128.2929997,35.336408",
,"127.5188915,37.2352501",,,"127.5442951,37.201134",,,"127.7251977,36.5314174",,,,,,"128.3150736,36.6153835","128.2529824,35.3196223","129.3668383,36.3822234",,,,,"128.2932623,35.3371492",
,"127.5193345,37.2350779",,,"127.5443289,37.2010998",,,"127.7255118,36.5311239",,,,,,"128.3147194,36.615193","128.2522948,35.3198547","129.3671294,36.3823694",,,,,"128.2935249,35.3379013",
,"127.5196062,37.2349499",,,"127.5445035,37.2009645",,,"127.7262649,36.5304102",,,,,,"128.3146744,36.6151726","128.2521117,35.3199163","129.3677888,36.3827629",,,,,"128.293576,35.3380632",
,"127.5198328,37.2348155",,,"127.5445891,37.2008996",,,"127.7267458,36.5298495",,,,,,"128.3143082,36.6150101","128.2518999,35.3199825","129.3682485,36.3830631",,,,,"128.2936958,35.3387252",
,"127.5200875,37.2346433",,,"127.5447243,37.2007985",,,"127.7271676,36.529306",,,,,,"128.3131522,36.6145114","128.2516619,35.3200561","129.3685702,36.3831833",,,,,"128.2937511,35.3390864",
,"127.5205361,37.2343079",,,"127.5451455,37.2005325",,,"127.7274777,36.528787",,,,,,"128.3121057,36.6139893","128.250826,35.320321","129.3690867,36.3835232",,,,,"128.2938193,35.3394286",
,"127.520624,37.2342304",,,"127.5455454,37.200279",,,"127.727854,36.527983",,,,,,"128.3116784,36.6137624","128.2499989,35.3205831","129.3694531,36.3837392",,,,,"128.2936475,35.3395253",
,"127.5208754,37.2339923",,,"127.546335,37.1997604",,,"127.7279914,36.5275843",,,,,,"128.3097259,36.6127958","128.2498169,35.3206428","129.3697126,36.3838713",,,,,"128.2935099,35.3396308",
,"127.5210241,37.2338445",,,"127.5465468,37.1996161",,,"127.7281981,36.526851",,,,,,"128.30895,36.6123791","128.2492443,35.320833","129.3697408,36.3838843",,,,,"128.2933523,35.3398329",
,"127.5211165,37.2337516",,,"127.5466425,37.199552",,,"127.7283166,36.5261106",,,,,,"128.3078637,36.611796","128.2491456,35.3208652","129.3700215,36.3840124",,,,,"128.2929869,35.3402744",
,"127.5212304,37.2336254",,,"127.5468521,37.1994068",,,"127.7283317,36.5255625",,,,,,"128.3075342,36.6116189","128.2490721,35.3208891","129.3703276,36.3840852",,,,,"128.2929122,35.3403993",
,"127.5213679,37.2334424",,,"127.5468881,37.1993807",,,"127.7283011,36.5246448",,,,,,"128.3064569,36.6110402","128.2489372,35.3209332","129.3707821,36.3841655",,,,,"128.2928243,35.340637",
,"127.5214287,37.2333523",,,"127.5470942,37.1992472",,,"127.7282975,36.5245501",,,,,,"128.3051649,36.6103494","128.248844,35.3209635","129.3710667,36.3841809",,,,,"128.2928239,35.3408246",
,"127.5214659,37.2332973",,,"127.5472125,37.1991705",,,"127.728191,36.5229195",,,,,,"128.3042003,36.6098403","128.2487617,35.3209911","129.3714673,36.3841484",,,,,"128.2928741,35.3411164",
,"127.5214907,37.2332603",,,"127.5483614,37.1984246",,,"127.7279609,36.5202271",,,,,,"128.3012996,36.6083156","128.2486586,35.3210233","129.3717459,36.384099",,,,,"128.2930616,35.3421746",
,"127.5215729,37.2331088",,,"127.548625,37.1982577",,,"127.7278692,36.5190707",,,,,,"128.3009388,36.6081368","128.2482494,35.3211494","129.3719493,36.3840273",,,,,"128.2930633,35.3422413",
,"127.5216698,37.2329204",,,"127.5486284,37.1982559",,,"127.7276678,36.5166658",,,,,,"128.300089,36.6077017","128.2479993,35.3212248","129.3720939,36.3839656",,,,,"128.2930747,35.3430663",
,"127.5217374,37.2327068",,,"127.5487568,37.1981729",,,"127.7276479,36.516344",,,,,,"128.2992396,36.6074198","128.2479017,35.3212561","129.3722205,36.3839005",,,,,"128.2931246,35.343441",
,"127.521787,37.2325067",,,"127.5488559,37.1981035",,,"127.7275121,36.5142032",,,,,,"128.2988182,36.6073226","128.2477909,35.321292","129.3722315,36.383894",,,,,"128.2931531,35.3435454",
,"127.5218117,37.2323228",,,"127.5490642,37.1979565",,,"127.7275071,36.5140066",,,,,,"128.2983959,36.6072497","128.2474134,35.3213989","129.3723976,36.3838003",,,,,"128.2933243,35.3441665",
,"127.5218241,37.2321984",,,"127.5491127,37.1979231",,,"127.7275006,36.513692",,,,,,"128.2979345,36.6071789","128.2471544,35.3214726","129.3724717,36.3837766",,,,,"128.2934983,35.3448596",
,"127.5218421,37.2320019",,,"127.5492456,37.1977887",,,"127.7274789,36.5127815",,,,,,"128.2975438,36.6071283","128.2467618,35.3216076","129.372516,36.3837642",,,,,"128.2934995,35.3448659",
,"127.5218499,37.2319234",,,"127.5493615,37.1976724",,,"127.7274763,36.5126607",,,,,,"128.297178,36.6071172","128.2464748,35.321741","129.3729002,36.3834238",,,,,"128.2935258,35.3449703",
,"127.5219072,37.2310094",,,"127.5493886,37.1976481",,,"127.7274694,36.5122118",,,,,,"128.2969398,36.6071125","128.2462124,35.3219166","129.3732736,36.3830952",,,,,"128.2936003,35.3452683",
,"127.5219453,37.2304046",,,"127.549428,37.1976138",,,"127.727468,36.5121072",,,,,,"128.2966166,36.6071102","128.2455758,35.3223218","129.3732747,36.3830943",,,,,"128.2936243,35.3453664",
,"127.5219498,37.2303703",,,"127.549598,37.1974325",,,"127.7274986,36.5111263",,,,,,"128.2963129,36.6071455","128.2454499,35.3223911","129.3733674,36.383009",,,,,"128.2936621,35.3455158",
,"127.5220249,37.2290065",,,"127.5497714,37.1971954",,,"127.7275547,36.5104537",,,,,,"128.2959298,36.6071842","128.2453153,35.3224614","129.3735044,36.3828645",,,,,"128.2936997,35.3456499",
,"127.5220496,37.2283899",,,"127.5500337,37.1967788",,,"127.7279592,36.5078665",,,,,,"128.2955412,36.6072408","128.2452649,35.3224878","129.3737561,36.3826216",,,,,"128.293725,35.3457553",
,"127.5220777,37.2281195",,,"127.5502397,37.1964876",,,"127.7283888,36.5050664",,,,,,"128.2951362,36.6073292","128.2452134,35.3225152","129.3738029,36.3825767",,,,,"128.2937422,35.3458282",
,"127.5220844,37.22806",,,"127.550386,37.1962829",,,"127.7291935,36.4999993",,,,,,"128.2946744,36.6074332","128.2449693,35.3226447","129.374278,36.3820726",,,,,"128.2937617,35.3459083",
,"127.5221058,37.2278562",,,"127.5506067,37.1960484",,,"127.7295882,36.4975211",,,,,,"128.2937116,36.6077498","128.2448478,35.3227095","129.3742898,36.3820544",,,,,"128.2937124,35.345933",
,"127.5221722,37.2274353",,,"127.5507745,37.1958807",,,"127.7297119,36.4966951",,,,,,"128.2936369,36.6077746","128.2445872,35.3228527","129.3745881,36.3816162",,,,,"128.2936621,35.3459667",
,"127.5222082,37.2272739",,,"127.5508871,37.1957941",,,"127.7299961,36.494997",,,,,,"128.2933038,36.6078904","128.2442369,35.3230451","129.374827,36.3812149",,,,,"128.2932,35.3464241",
,"127.5222577,37.2271062",,,"127.5510448,37.1956778",,,"127.7299898,36.4947545",,,,,,"128.2931444,36.6079419","128.2440585,35.3231391","129.3749993,36.3808688",,,,,"128.292424,35.347091",
,"127.5222803,37.2270395",,,"127.5511011,37.1956354",,,"127.7300103,36.4945192",,,,,,"128.2928246,36.6080495","128.2439939,35.3231728","129.3751465,36.3804969",,,,,"128.2920498,35.3474244",
,"127.5222881,37.2270143",,,"127.5514559,37.1953963",,,"127.7300979,36.4939267",,,,,,"128.2927377,36.608079","128.2439303,35.3232048","129.3752523,36.3801689",,,,,"128.2917495,35.3476662",
,"127.5223523,37.2268574",,,"127.5517938,37.1952213",,,"127.7301349,36.4936201",,,,,,"128.2917872,36.6083999","128.2439084,35.3232166","129.3752903,36.3800331",,,,,"128.2917037,35.347708",
,"127.5225123,37.2265735",,,"127.5522275,37.1950535",,,"127.7301578,36.4934154",,,,,,"128.2915621,36.6084744","128.2437606,35.3232942","129.3753087,36.3799661",,,,,"128.2916121,35.3477916",
,"127.522625,37.2264067",,,"127.5525936,37.1949298",,,"127.7301979,36.4926545",,,,,,"128.2909476,36.6086327","128.2438241,35.3233749","129.3758624,36.3779581",,,,,"128.2915621,35.3478577",
,"127.5226768,37.22634",,,"127.5532245,37.1947817",,,"127.7302195,36.4920261",,,,,,"128.2907657,36.6086726","128.2441495,35.3237075","129.3758947,36.377863",,,,,"128.2915374,35.3479165",
,"127.5227028,37.2263066",,,"127.5548706,37.1945655",,,"127.7302249,36.4919738",,,,,,"128.2906976,36.6086848","128.2444245,35.3239492","129.3760867,36.3773164",,,,,"128.2915123,35.3480492",
,"127.5228616,37.226102",,,"127.555248,37.1945158",,,"127.7302347,36.4918638",,,,,,"128.2904744,36.6087241","128.2444735,35.3240057","129.3763869,36.3766825",,,,,"128.2915048,35.3480781",
,"127.5230442,37.2259036",,,"127.5556051,37.1944543",,,"127.7302379,36.4918277",,,,,,"128.2904476,36.608727",,"129.3764231,36.3766107",,,,,"128.2914911,35.3481341",
,"127.5231287,37.2258252",,,"127.5559949,37.194355",,,"127.7302622,36.4917285",,,,,,"128.2903929,36.6087319",,"129.3767498,36.3759665",,,,,"128.2914868,35.3481494",
,"127.5232515,37.2257125",,,"127.5562743,37.1942575",,,"127.7304524,36.4918652",,,,,,"128.2899996,36.6087661",,"129.3777746,36.3744081",,,,,"128.2914794,35.348181",
,"127.5232887,37.2256854",,,"127.5563746,37.1942097",,,"127.7305173,36.491911",,,,,,"128.2894999,36.6087748",,"129.3781989,36.3738345",,,,,"128.2913812,35.3485983",
,"127.5241317,37.2250245",,,"127.5565627,37.1941158",,,"127.7307567,36.4920836",,,,,,"128.2888062,36.608737",,"129.3787247,36.3731249",,,,,"128.2913727,35.3486362",
,"127.5241655,37.2249948",,,"127.5565852,37.1941032",,,"127.7309928,36.4922554",,,,,,"128.288105,36.6087182",,"129.3788871,36.3728826",,,,,"128.29136,35.3486849",
,"127.5243706,37.2247955",,,"127.5566483,37.1940707",,,"127.7314068,36.4925358",,,,,,"128.2876039,36.608708",,"129.3789244,36.3728081",,,,,"128.2913547,35.3487048",
,"127.5245486,37.22458",,,"127.5566843,37.1940518",,,"127.7331419,36.4936738",,,,,,"128.2868244,36.6086915",,"129.3789998,36.3726077",,,,,"128.2912516,35.349086",
,"127.5245836,37.2245278",,,"127.5569332,37.1938957",,,"127.7332247,36.4937295",,,,,,"128.2861537,36.608714",,"129.3790897,36.3722692",,,,,"128.2912368,35.3491411",
,"127.5247559,37.2242438",,,"127.5573172,37.1935989",,,"127.7338714,36.4941637",,,,,,"128.2859191,36.6087344",,"129.3791122,36.3721832",,,,,"128.2907494,35.3490415",
,"127.5248506,37.2240454",,,"127.5581369,37.19279",,,"127.7341287,36.4943354",,,,,,"128.2855058,36.6087741",,"129.3791636,36.3719561",,,,,"128.2907174,35.3490336",
,"127.5249508,37.2237732",,,"127.5583204,37.1926105",,,"127.7345874,36.494641",,,,,,"128.2850903,36.6088219",,"129.3791866,36.3718494",,,,,,
,"127.5250026,37.2235902",,,"127.5583913,37.192542",,,"127.7350518,36.4949727",,,,,,"128.2846248,36.6088971",,"129.3792052,36.37174",,,,,,
,"127.5251523,37.223016",,,"127.558433,37.1925023",,,"127.7352979,36.4951489",,,,,,"128.2827306,36.6092287",,"129.379212,36.3716994",,,,,,
,"127.5252018,37.2227771",,,"127.5586559,37.1922921",,,"127.7354702,36.4952685",,,,,,"128.2816435,36.6094224",,"129.3792155,36.3716119",,,,,,
,"127.5252345,37.2226184",,,"127.5589689,37.1919792",,,"127.7357421,36.4954573",,,,,,"128.2812249,36.6094991",,"129.3792244,36.3713828",,,,,,
,"127.525338,37.2222272",,,"127.5592436,37.1916536",,,"127.7359166,36.4955399",,,,,,"128.2801345,36.6096974",,"129.3792215,36.3711223",,,,,,
,"127.525427,37.2219586",,,"127.5595666,37.1911838",,,"127.7361614,36.4956368",,,,,,"128.2791501,36.6098841",,"129.379134,36.3706802",,,,,,
,"127.5254833,37.221836",,,"127.5597106,37.1908854",,,"127.7364519,36.4956885",,,,,,"128.2775496,36.6101749",,"129.3790387,36.3703347",,,,,,
,"127.525534,37.2217341",,,"127.5599771,37.1902723",,,"127.7367814,36.4957365",,,,,,"128.2756945,36.6105052",,"129.3789726,36.3701807",,,,,,
,"127.5256219,37.2215628",,,"127.5604202,37.1892859",,,"127.7371668,36.4957916",,,,,,"128.2737325,36.6108885",,"129.3788865,36.3699837",,,,,,
,"127.525712,37.2214113",,,"127.5606926,37.1888739",,,"127.7374125,36.4958272",,,,,,"128.2735181,36.6109214",,"129.3788784,36.3699694",,,,,,
,"127.525961,37.2210832",,,"127.5609571,37.1885474",,,"127.7382403,36.4959427",,,,,,"128.2732246,36.6109711",,"129.3787625,36.3697414",,,,,,
,"127.5262348,37.2207857",,,"127.5612622,37.1882327",,,"127.7386658,36.4960005",,,,,,"128.2727856,36.6110244",,"129.3786936,36.3696091",,,,,,
,"127.5265874,37.2204007",,,"127.5613781,37.1881289",,,"127.7396031,36.4961591",,,,,,"128.2722065,36.6110318",,"129.3780754,36.3684227",,,,,,
,"127.5266291,37.2203565",,,"127.5614941,37.1880261",,,"127.7401595,36.4962517",,,,,,"128.2715617,36.6109576",,"129.3776583,36.3676216",,,,,,
,"127.5266415,37.220343",,,"127.5615616,37.1879657",,,"127.7406041,36.4963257",,,,,,"128.2712839,36.6109107",,"129.3774481,36.3671769",,,,,,
,"127.5266742,37.2203069",,,"127.5617958,37.1877727",,,"127.7408667,36.4963846",,,,,,"128.270753,36.6108195",,"129.3774291,36.3671276",,,,,,
,"127.5268781,37.2200932",,,"127.5621494,37.1875129",,,"127.7412869,36.4965118",,,,,,"128.2701624,36.6106962",,"129.3772934,36.3667701",,,,,,
,"127.5269548,37.2200139",,,"127.5622203,37.1874605",,,"127.7418628,36.4967955",,,,,,"128.2700997,36.610683",,"129.3771144,36.3660455",,,,,,
,"127.5270708,37.2198931",,,"127.5623645,37.1873613",,,"127.7418885,36.4968099",,,,,,"128.2692627,36.61051",,"129.3770324,36.3652752",,,,,,
,"127.527375,37.2196316",,,"127.5624027,37.1873343",,,"127.7422644,36.4970228",,,,,,"128.2690117,36.6104575",,"129.3770207,36.3649274",,,,,,
,"127.5274855,37.2195468",,,"127.5627068,37.1871196",,,"127.7423818,36.4970892",,,,,,"128.2687629,36.6104032",,"129.3770549,36.3644491",,,,,,
,"127.5277875,37.2193647",,,"127.5629252,37.1868986",,,"127.7425049,36.4971629",,,,,,"128.2687573,36.6104014",,"129.377112,36.3641814",,,,,,
,"127.5283994,37.2190815",,,"127.563067,37.1867327",,,"127.7426055,36.4972105",,,,,,"128.2685825,36.6103638",,"129.377152,36.3639924",,,,,,
,"127.5288367,37.2189155",,,"127.5632087,37.1864919",,,"127.7427207,36.4972635",,,,,,"128.2675997,36.6101493",,"129.3772021,36.3637581",,,,,,
,"127.5296402,37.2185692",,,"127.5633133,37.1862557",,,"127.7428471,36.4973227",,,,,,"128.2668133,36.6100074",,"129.3773348,36.3633414",,,,,,
,"127.5297213,37.2185331",,,"127.5633931,37.1860492",,,"127.7429734,36.4973864",,,,,,"128.2664799,36.6099834",,"129.3776054,36.3626855",,,,,,
,"127.5300617,37.2183816",,,"127.5634482,37.1858373",,,"127.7432999,36.4975075",,,,,,"128.2664385,36.6099819",,"129.3776416,36.3626155",,,,,,
,"127.5306116,37.2181516",,,"127.5634673,37.1857553",,,"127.7435636,36.4975926",,,,,,"128.2658961,36.6099772",,"129.3777546,36.3624019",,,,,,
,"127.5312089,37.2179017",,,"127.5635109,37.1854091",,,"127.7436731,36.4976167",,,,,,"128.2653798,36.6100022",,"129.3778995,36.3621247",,,,,,
,"127.5316247,37.2176988",,,"127.563559,37.1849656",,,"127.7438775,36.4976262",,,,,,"128.2648227,36.6100968",,"129.377956,36.3620165",,,,,,
,"127.5317599,37.2176014",,,"127.5635824,37.1847168",,,"127.7441165,36.4976392",,,,,,"128.2641613,36.6102633",,"129.3785092,36.3609667",,,,,,
,"127.5319909,37.2174355",,,"127.5635914,37.1846222",,,"127.7442058,36.4976355",,,,,,"128.2637619,36.610356",,"129.3786371,36.3607249",,,,,,
,"127.5323053,37.2171614",,,"127.5636067,37.1841453",,,"127.7446411,36.4975751",,,,,,"128.2635019,36.6104118",,"129.3786743,36.3606495",,,,,,
,"127.5326354,37.2168215",,,"127.5635839,37.1838406",,,"127.7448062,36.4975296",,,,,,"128.2631992,36.6104408",,"129.3788453,36.360344",,,,,,
,"127.5329665,37.2164067",,,"127.5635465,37.1835405",,,"127.745171,36.497427",,,,,,"128.263037,36.6104409",,"129.3789361,36.3601821",,,,,,
,"127.5332932,37.2160001",,,"127.5633091,37.1825491",,,"127.7462327,36.4970038",,,,,,"128.2624903,36.6104516",,"129.3789874,36.3600911",,,,,,
,"127.5334228,37.2158558",,,"127.5631091,37.1818244",,,"127.7470512,36.4966686",,,,,,"128.262026,36.6104266",,"129.3790153,36.3600483",,,,,,
,"127.5335805,37.2157062",,,"127.5630819,37.1816415",,,"127.7472195,36.496588",,,,,,"128.2619499,36.610419",,"129.3790868,36.3599165",,,,,,
,"127.5338239,37.2155051",,,"127.5630682,37.1813918",,,"127.7477765,36.4961893",,,,,,"128.2604942,36.6103165",,"129.3792797,36.3595466",,,,,,
,"127.5341157,37.2153076",,,"127.5630804,37.1811826",,,"127.7488134,36.495373",,,,,,"128.260229,36.6102975",,"129.379331,36.3594575",,,,,,
,"127.534252,37.2152147",,,"127.5631252,37.1809293",,,"127.7488847,36.4953152",,,,,,"128.2593472,36.6102364",,"129.379527,36.3590794",,,,,,
,"127.5343016,37.2151912",,,"127.563132,37.1808897",,,"127.7492043,36.4950585",,,,,,"128.2589366,36.6102075",,"129.3795355,36.3590621",,,,,,
,"127.534376,37.2151579",,,"127.5631972,37.180731",,,"127.749495,36.4948262",,,,,,"128.2583014,36.6102079",,"129.3796015,36.358934",,,,,,
,"127.5345146,37.215101",,,"127.5632377,37.1806327",,,"127.7499995,36.4944095",,,,,,"128.2581371,36.6102081",,"129.3798028,36.3585468",,,,,,
,"127.5346261,37.215055",,,"127.5633343,37.1803983",,,"127.7516563,36.4929844",,,,,,"128.257687,36.6102659",,"129.3801763,36.3578126",,,,,,
,"127.5346667,37.2150379",,,"127.5635672,37.1800493",,,"127.7533785,36.4914427",,,,,,"128.257149,36.6103658",,"129.3802921,36.3575765",,,,,,
,"127.5347264,37.2150135",,,"127.5638475,37.1797661",,,"127.7535362,36.4911783",,,,,,"128.2570074,36.6104082",,"129.3802984,36.3575628",,,,,,
,"127.5350668,37.2149251",,,"127.5641683,37.1794423",,,"127.7535928,36.4910537",,,,,,"128.256692,36.6105093",,"129.3803218,36.3575147",,,,,,
,"127.5351502,37.2149071",,,"127.5642741,37.1793359",,,"127.7536515,36.4909229",,,,,,"128.2563865,36.6106077",,"129.3805088,36.3571368",,,,,,
,"127.5352144,37.2148944",,,"127.5644205,37.1791916",,,"127.7537644,36.4906098",,,,,,"128.2553541,36.6109109",,"129.3805343,36.3570841",,,,,,
