0,1
"129.347956,35.5637041","127.0381266,37.2866833"
"129.349162,35.5637081","127.0381417,37.2866085"
"129.3492745,35.5637082","127.0388192,37.2866842"
"129.3492747,35.5637163","127.0388026,37.2868202"
"129.3492746,35.5638578","127.0387822,37.2868328"
"129.3494115,35.5638584","127.0383594,37.2867888"
"129.3494556,35.5638587","127.0382927,37.2868228"
"129.3496024,35.56386","127.0382439,37.2868703"
"129.3502567,35.5638635","127.0382116,37.2869748"
"129.3503351,35.5638641","127.0384614,37.287266"
"129.3503957,35.5638641","127.0394646,37.286675"
"129.3504365,35.5638634","127.0394691,37.2866723"
"129.3504432,35.5641536","127.039511,37.2866472"
"129.3504445,35.5642573","127.0395914,37.2865998"
"129.3504639,35.5651008","127.0397544,37.2865048"
"129.3504598,35.5651603","127.03997,37.2866724"
"129.350458,35.5651784","127.0400902,37.286754"
"129.3506257,35.5651785","127.0404664,37.2870322"
"129.3510835,35.565176","127.0415994,37.2879056"
"129.3513826,35.5651822","127.0418083,37.2880731"
"129.3516915,35.5651793","127.0419688,37.2882017"
"129.3518879,35.5651799","127.0421327,37.2883358"
"129.3516702,35.5657881","127.0429096,37.2889698"
"129.3515102,35.5661692","127.043014,37.289054"
"129.3513984,35.5664414","127.0434518,37.2894081"
"129.3513702,35.5665103","127.0438201,37.289698"
"129.3512749,35.5667327","127.0439594,37.2898058"
"129.3512195,35.5668688","127.0443894,37.290141"
"129.351176,35.5669911","127.0444545,37.2901953"
"129.3511381,35.5671179","127.0445522,37.2902759"
"129.3510951,35.5673106","127.0445904,37.2903076"
"129.3510324,35.5677019","127.0446488,37.2903547"
"129.3510098,35.5679195","127.044669,37.290371"
"129.3509939,35.5680424","127.0447464,37.2904389"
"129.3509549,35.5686993","127.0449497,37.2905956"
"129.3509492,35.5688364","127.0450957,37.290708"
"129.3509435,35.568923","127.0455706,37.2910793"
"129.3509396,35.5689934","127.0466093,37.2918991"
"129.3508994,35.569452","127.0466621,37.2919381"
"129.350889,35.5696225","127.0468474,37.2920758"
"129.3509308,35.569712","127.0472112,37.2923737"
"129.3509676,35.56978","127.047547,37.2926301"
"129.3510411,35.5698546","127.0478209,37.2928682"
"129.3510874,35.5698998","127.0479274,37.2929705"
"129.3511845,35.5699515","127.0479824,37.2930266"
"129.3512738,35.5699943","127.0480104,37.2930546"
"129.351412,35.5700084","127.0482213,37.2932673"
"129.3531208,35.5701841","127.0483914,37.2934987"
"129.3531904,35.5701885","127.0485477,37.2937688"
"129.3534946,35.5702207","127.0486759,37.2940235"
"129.3537455,35.5702394","127.0487987,37.2944304"
"129.3539863,35.5702483","127.0488542,37.2945902"
"129.3551175,35.5703067","127.0488763,37.2946651"
"129.3563647,35.5703713","127.0489006,37.294749"
"129.356526,35.5703805","127.0490244,37.2951759"
"129.3567226,35.5703874","127.0490466,37.2952526"
"129.3567436,35.570388","127.0488196,37.2952887"
"129.3568319,35.5703893","127.04871,37.2953036"
"129.3569169,35.5703943","127.0483453,37.2953517"
"129.3570936,35.5703979","127.048238,37.2953667"
"129.3573168,35.5704116","127.0479704,37.2954035"
"129.3584834,35.5704757","127.0479332,37.2954079"
"129.3594411,35.5706168","127.0474261,37.2954771"
"129.3596036,35.570627","127.0468279,37.2957155"
"129.3600953,35.5706563","127.045828,37.2959361"
"129.3601858,35.5706603","127.0456991,37.2959816"
"129.3606295,35.5706634","127.0455701,37.2960406"
"129.3607862,35.5706646","127.0454863,37.2960944"
"129.3609849,35.5706714","127.0454137,37.2961662"
"129.3609661,35.5708574","127.0453624,37.2962534"
"129.3609584,35.5709549","127.0453393,37.2963327"
"129.3609491,35.5711246","127.0453355,37.2964093"
"129.3608741,35.5728909","127.0453497,37.2964814"
"129.3606132,35.5760195","127.0454896,37.2968624"
"129.3604368,35.5784581","127.045628,37.2969314"
"129.3603364,35.579317","127.0474585,37.2976045"
"129.3603295,35.5793549","127.0475846,37.2976474"
"129.3600144,35.5812358","127.0477231,37.2976957"
"129.3600104,35.5812557","127.0487827,37.2980648"
"129.3598615,35.5820667","127.0495192,37.2983038"
"129.359664,35.5831677","127.0497871,37.2984066"
"129.3596369,35.5833331","127.0500043,37.2984958"
"129.35963,35.5833675","127.0502847,37.2985888"
"129.3593871,35.5845576","127.0505766,37.2986494"
"129.3593127,35.5849644","127.0508517,37.2986847"
"129.3591519,35.5858396","127.0511641,37.2987021"
