0,1,2
"127.1228217,37.4378407","127.3299916,36.3610952","127.3311186,36.390999"
"127.1227059,37.4388426","127.3299509,36.3608788","127.3309825,36.3910196"
"127.1226846,37.4390309","127.3298866,36.3607246","127.3275604,36.3915132"
"127.1226826,37.4394284","127.3289619,36.3589499","127.3267874,36.3916248"
"127.1226868,37.4394879","127.3286367,36.3583328","127.3264606,36.3916423"
"127.1226962,37.4396331","127.3284314,36.3579448","127.3262019,36.3916366"
"127.1227069,37.4397719","127.3266311,36.3545326","127.3260247,36.3916165"
"127.1227132,37.4398504","127.3265578,36.3543937","127.3252245,36.3914332"
"127.1228203,37.4403663","127.3253115,36.3520325","127.3248568,36.3913091"
"127.1228559,37.440489","127.3242982,36.3501252","127.324487,36.3911166"
"127.1229992,37.4409825","127.3228211,36.3473445","127.3241542,36.3908609"
"127.1249997,37.4458148","127.3223928,36.3465379","127.3240896,36.3908113"
"127.1250456,37.4459096","127.3217124,36.3453333","127.3240117,36.3907453"
"127.1254582,37.4468294","127.3213448,36.3447584","127.323649,36.390395"
"127.1257404,37.4475874","127.3203599,36.3432207","127.3235556,36.3902587"
"127.1259623,37.4484354","127.3196792,36.3421361","127.3235112,36.3901893"
"127.1259767,37.4484923","127.3194294,36.3417372","127.3234745,36.3901333"
"127.1260146,37.4488394","127.3192296,36.3414178","127.323249,36.3897742"
"127.1260254,37.4489377","127.3177351,36.3390661","127.3228992,36.38912"
"127.1260663,37.4493597","127.3172834,36.3383153","127.3227349,36.3888151"
"127.1260828,37.4501187","127.3169626,36.3377829","127.3226871,36.3887248"
"127.1260477,37.4519483","127.3168871,36.3376575","127.3224673,36.3882999"
"127.126026,37.4531399","127.3159989,36.3362659","127.3223396,36.3880536"
"127.1259384,37.4539184","127.3147511,36.3342905","127.3222519,36.3878885"
"127.1258236,37.4549456","127.3144991,36.3338917","127.3222142,36.3878163"
"127.1255965,37.4565006","127.3141495,36.3333331","127.3221998,36.3877892"
"127.1254878,37.4574377","127.3126243,36.3309082","127.3221742,36.3877414"
"127.1254077,37.4594592","127.3119861,36.3299047","127.3220754,36.3875664"
"127.1254123,37.4598847","127.3117496,36.3295329","127.3219932,36.3874274"
"127.1254146,37.4601118","127.3113745,36.3289075","127.3216022,36.386757"
"127.125417,37.4603128","127.3111372,36.3284411","127.3214123,36.386433"
"127.1254488,37.4607321","127.310799,36.3277662","127.3211147,36.3859025"
"127.1256279,37.4629139","127.3104114,36.3267991","127.3210969,36.3858709"
"127.1257437,37.4644124","127.3100241,36.3257329","127.3209281,36.3855686"
"127.1257755,37.4655049","127.3095248,36.3244158","127.320866,36.3854568"
"127.1257432,37.4661015","127.3088885,36.3226288","127.3206494,36.3850823"
"127.1256982,37.4665025","127.3087624,36.3222743","127.3205559,36.3850136"
"127.1256244,37.4670224","127.3086495,36.3219812","127.3204969,36.384982"
"127.1255799,37.4673287","127.3086118,36.3218828","127.3204289,36.3849666"
"127.1255437,37.4675494","127.3085389,36.3216573","127.3203397,36.3849827"
"127.1253502,37.4687071","127.3077619,36.3195915","127.3203017,36.3849988"
"127.1252476,37.469317","127.3073746,36.3185244","127.320189,36.3850627"
"127.1252464,37.4693485","127.3071578,36.3178912","127.3186807,36.3868608"
"127.1252383,37.4698253","127.307087,36.3176828","127.318551,36.3870084"
"127.125253,37.4700471","127.3070062,36.3174474","127.3184828,36.387094"
"127.1253114,37.4703609","127.3069366,36.3172408","127.3182357,36.3873658"
"127.1253224,37.4704349","127.3068749,36.3169693","127.3181552,36.3874559"
"127.125341,37.4705584","127.3068683,36.3169296","127.3180771,36.3875099"
"127.1255567,37.4712901","127.3068045,36.3165698","127.3179629,36.3876792"
"127.1257601,37.4717685","127.3067413,36.3160198","127.3176452,36.388152"
"127.126064,37.4722959","127.3067303,36.3155059","127.3176183,36.3881925"
"127.1264099,37.4727738","127.3067367,36.3151885","127.3166821,36.389446"
"127.1264864,37.4728605","127.3067617,36.3149623","127.3163923,36.3898477"
"127.1268599,37.4732646","127.3067766,36.3148217","127.3158397,36.3906122"
"127.1269622,37.4733749","127.3068796,36.3141547","127.3158296,36.3906257"
"127.1273147,37.4736915","127.3078243,36.3095998","127.3153262,36.3913209"
"127.1274442,37.4738037","127.308525,36.3063914","127.3148317,36.3920152"
"127.1281485,37.4743143","127.3086498,36.3059075","127.31475,36.3921296"
"127.1281507,37.4743152","127.3087373,36.3056327","127.3145968,36.3923349"
"127.1285882,37.4745933","127.3089995,36.3050083","127.3141672,36.392913"
"127.1286175,37.4746123","127.3090622,36.304866","127.3131859,36.3943161"
"127.1289737,37.4748451","127.309325,36.3044499","127.3122607,36.3955624"
"127.1296332,37.4752753","127.3095172,36.3041914","127.3122305,36.3956083"
"127.129977,37.475499","127.309649,36.3040158","127.3121556,36.3957001"
"127.1311067,37.4762353","127.3100623,36.3035576","127.3120996,36.3957695"
"127.1316715,37.476604","127.3104374,36.3032075","127.3120829,36.3957902"
"127.1318597,37.4767262","127.3116493,36.3022412","127.3120571,36.3958244"
"127.1324391,37.4771391","127.3119997,36.3019577","127.3120415,36.3958451"
"127.1326814,37.4773111","127.3122374,36.301758","127.3119755,36.3959406"
"127.1333447,37.4778819","127.3124999,36.3014663","127.3119262,36.3960189"
"127.1338748,37.4784298","127.3127243,36.3012412","127.311327,36.3971151"
"127.1341636,37.4788011","127.312912,36.3009999","127.3107622,36.3982394"
"127.1342255,37.4788806","127.3131244,36.3006577","127.3104597,36.3987942"
"127.1347643,37.4797025","127.3133,36.3003658","127.3104048,36.3989005"
"127.1349928,37.480172","127.3135742,36.2997694","127.3101317,36.3993346"
"127.1352052,37.4806945","127.3137579,36.2993397","127.3100657,36.3994283"
"127.1354337,37.481602","127.3142676,36.2981171","127.3093007,36.4003277"
"127.1354658,37.4817589","127.3146495,36.2972161","127.3089092,36.4007877"
"127.1355453,37.4821531","127.3150145,36.2963864","127.3083825,36.4013666"
"127.1357677,37.4834012","127.3159674,36.2942196","127.3064402,36.4034784"
"127.1358412,37.4838675","127.3159864,36.2941746","127.3055901,36.4045012"
"127.1358456,37.4838981","127.3160716,36.2939637","127.304458,36.4058634"
"127.1358654,37.4840181","127.3164491,36.2930249","127.3044423,36.4058832"
"127.1362911,37.4865035","127.3169869,36.29165","127.3041078,36.4063253"
"127.1365661,37.4878673","127.3172114,36.290884","127.3037866,36.4067503"
"127.1368272,37.4888478","127.3173062,36.2903288","127.3036735,36.4069133"
"127.1368283,37.4888523","127.3173517,36.2899286","127.3035235,36.4071303"
"127.1368551,37.4889272","127.317384,36.2894309","127.302937,36.4079768"
"127.1369142,37.4890942","127.3173799,36.2892831","127.3023828,36.4088224"
"127.1370717,37.4895129","127.3173718,36.2889639","127.3015039,36.4105933"
"127.1374073,37.49029","127.3173349,36.2885311","127.3013693,36.4108645"
"127.137423,37.4903225","127.3173195,36.2884346","127.3012572,36.4110897"
"127.1381554,37.4918562","127.3172723,36.288147","127.3011461,36.4113446"
"127.1383032,37.4921649","127.3171488,36.2876131","127.3009711,36.4117482"
"127.1391632,37.4940009","127.3171367,36.287558","127.3007758,36.4122401"
"127.1395439,37.4948133","127.3169909,36.2870611","127.3005153,36.4128969"
"127.1395629,37.4948539","127.3166866,36.2862411","127.3003502,36.4133699"
"127.1404603,37.4966891","127.3165803,36.2859876","127.3001995,36.4138592"
"127.1420826,37.4999993","127.316371,36.2854869","127.3000836,36.414244"
"127.1435428,37.5029286","127.3161871,36.2850494","127.3000351,36.4144485"
"127.1441011,37.5040039","127.3157618,36.2841075","127.2999744,36.4146504"
"127.1445605,37.5047209","127.3151991,36.2828328","127.2997771,36.4154407"
"127.1446133,37.504804","127.3147893,36.2818891","127.2996823,36.4158913"
"127.1450659,37.5055075","127.3147871,36.2818828","127.2996551,36.4160481"
"127.1451995,37.5057161","127.3143275,36.2808273","127.2995643,36.4166664"
"127.1452265,37.5057532","127.3141492,36.2804159","127.2994687,36.4173866"
"127.1456692,37.5064026","127.3135993,36.2793909","127.2992761,36.4185601"
"127.1471794,37.5086226","127.3132499,36.2788494","127.2989777,36.4196324"
"127.1473155,37.5088114","127.3129746,36.2784748","127.2987678,36.4201486"
"127.1475413,37.5091501","127.3123494,36.2777913","127.2983251,36.4209412"
"127.1482995,37.5100916","127.3119372,36.2774247","127.2982019,36.4211357"
"127.148724,37.51053","127.3113349,36.2769189","127.2978427,36.4215877"
"127.1492458,37.5109696","127.3112716,36.2768656","127.2978002,36.4216417"
"127.1498911,37.5113862","127.3111582,36.2767833","127.2973862,36.4220954"
"127.1504123,37.511723","127.3103366,36.2762826","127.2969288,36.4225499"
"127.1509,37.5119741","127.3095871,36.2758991","127.2961742,36.4231706"
"127.1513065,37.5121538","127.3086371,36.2755081","127.2943914,36.4245352"
"127.1518566,37.5123483","127.3081599,36.2753505","127.2922889,36.4260957"
"127.1524747,37.5125412","127.3078917,36.2752843","127.2917903,36.4264663"
"127.1534241,37.5127667","127.3073843,36.2751599","127.2916003,36.4266066"
"127.1558303,37.5131387","127.3068813,36.2750536","127.2912717,36.4268494"
"127.1563018,37.5132113","127.3064996,36.2749746","127.2902288,36.4276193"
"127.1570153,37.5133252","127.3059597,36.2749043","127.2899794,36.4278217"
"127.1610372,37.5139993","127.3058807,36.2748943","127.2899101,36.4278784"
"127.1612373,37.5140332","127.3051749,36.2748579","127.2892885,36.428383"
"127.1634287,37.5143901","127.3045492,36.2748416","127.2885559,36.4290849"
"127.1654244,37.5147167","127.3038989,36.2748658","127.2881027,36.4295737"
"127.1661379,37.5148295","127.3026616,36.2749746","127.2877064,36.4301003"
"127.1688433,37.5151319","127.3024678,36.274996","127.2872851,36.4307622"
"127.1700365,37.5152777","127.3004119,36.2752242","127.2868602,36.4315232"
"127.1719307,37.5155425","127.299687,36.2752492","127.2866917,36.4319313"
"127.1744352,37.5160001","127.2994154,36.2752406","127.2865003,36.4325558"
"127.1755229,37.5161996","127.2989366,36.2752245","127.2863861,36.4331235"
"127.180855,37.5172516","127.2982744,36.2751413","127.2862516,36.4337525"
"127.1830948,37.517693","127.2978248,36.2750333","127.2862083,36.4344962"
"127.1845553,37.5180683","127.2973998,36.2748991","127.2861682,36.4357069"
"127.1845858,37.5180783","127.2969616,36.2747325","127.2861633,36.436246"
"127.1863995,37.5186744","127.2964745,36.2745","127.2861589,36.4366535"
"127.1872266,37.5189821","127.2959364,36.2741916","127.2861525,36.4373386"
"127.1877383,37.5192161","127.2956364,36.2739666","127.2861493,36.4376992"
"127.1887499,37.5197749","127.2953364,36.2737164","127.286146,36.4380815"
"127.1894993,37.5202582","127.2951243,36.2734996","127.2861351,36.4392264"
"127.1901785,37.5207404","127.2948368,36.2731665","127.2861338,36.4392841"
"127.190783,37.5212593","127.2944242,36.2725662","127.28612,36.4398268"
"127.1912057,37.5216534","127.2941495,36.2720248","127.2861174,36.4399873"
"127.191422,37.5219046","127.2937117,36.2708575","127.2861044,36.4410456"
"127.1917993,37.5223427","127.2934365,36.2701078","127.2860951,36.4415919"
"127.1920819,37.5226833","127.2931368,36.2693247","127.2860718,36.4427792"
"127.1921528,37.5227808","127.2925368,36.2680408","127.2860053,36.4462445"
"127.1926868,37.5236628","127.2920993,36.2671827","127.2859856,36.4485398"
"127.1929945,37.5242306","127.2920794,36.2671385","127.2859177,36.4493078"
"127.1934617,37.5251241","127.2919399,36.2668335","127.285837,36.449853"
"127.1943703,37.5268292","127.2916783,36.2664102","127.2856934,36.4505244"
"127.1948592,37.5276597","127.2915176,36.2661512","127.2854217,36.4515373"
"127.1953875,37.5285498","127.2911992,36.2656998","127.2853833,36.4516796"
"127.1961498,37.5297992","127.2907243,36.2651328","127.2852495,36.452067"
"127.1963248,37.5301746","127.290299,36.2646993","127.2851035,36.4524112"
"127.1963872,37.5304164","127.2896627,36.2641339","127.2846688,36.4534057"
"127.1964069,37.5305949","127.2893227,36.2638655","127.2845645,36.453611"
"127.1963924,37.5308121","127.2885249,36.2633078","127.2843288,36.4540821"
"127.1963832,37.5308481","127.2883115,36.2631704","127.2840371,36.4546694"
"127.1963598,37.5310445","127.2872247,36.2624662","127.2834789,36.4555185"
"127.196315,37.5312112","127.2854063,36.2614126","127.2833747,36.4556824"
"127.1961993,37.5315345","127.2844993,36.2609133","127.2828897,36.4563252"
"127.196074,37.5317496","127.2837969,36.2605019","127.2826971,36.4565484"
"127.1958749,37.5319825","127.2834002,36.2602523","127.2825314,36.456741"
"127.1957374,37.5321246","127.2829135,36.2599034","127.2822951,36.4570219"
"127.1953445,37.5324417","127.2823216,36.2594074","127.2822033,36.4571326"
"127.1952004,37.5325351","127.2819241,36.2590244","127.2820925,36.4572649"
"127.1949622,37.5326661","127.2814981,36.2584908","127.281816,36.4575637"
"127.1946868,37.5327582","127.2812698,36.2581586","127.2814198,36.4579696"
"127.1945247,37.5328083","127.2809805,36.2577127","127.2812687,36.4581171"
"127.1942246,37.532858","127.2807126,36.2571713","127.2808412,36.4585193"
"127.1938871,37.5328913","127.2805788,36.256842","127.2802682,36.4590863"
"127.1926872,37.5329243","127.2804286,36.2564342","127.2798474,36.4594903"
"127.1921391,37.533013","127.2803767,36.2562583","127.2793751,36.4599645"
"127.1915918,37.5331639","127.2802525,36.255719","127.2789723,36.4603361"
"127.1907244,37.5335303","127.2802426,36.2556513","127.2785638,36.4607365"
"127.1902878,37.5337274","127.2800751,36.253866","127.2784841,36.460886"
"127.1902572,37.5337409","127.2800449,36.2535278","127.2775955,36.4617435"
"127.1900168,37.5338502","127.2799742,36.2529408","127.2774097,36.4619415"
"127.18936,37.5342063","127.2799494,36.2526396","127.2772573,36.4621513"
"127.1891843,37.5342636","127.2799365,36.2524746","127.2772405,36.462172"
"127.1888873,37.5343592","127.2799248,36.2522916","127.2771094,36.4623385"
"127.1887138,37.5344507","127.2798242,36.251233","127.2768873,36.4627555"
"127.1884495,37.5345996","127.2797342,36.2499995","127.2765376,36.4636555"
"127.1881793,37.5347765","127.2795786,36.2483331","127.2764344,36.463841"
"127.1876241,37.5351833","127.2794999,36.2478416","127.2763121,36.4640409"
"127.1875197,37.535266","127.2794614,36.2476495","127.2761732,36.4642227"
"127.1872369,37.5354915","127.2793124,36.2472075","127.2760937,36.4643118"
"127.1864871,37.5361412","127.2791589,36.2467808","127.2759561,36.4644414"
"127.1857993,37.5368658","127.279139,36.2467239","127.2757256,36.4646384"
"127.1852374,37.5375241","127.278949,36.2462448","127.2756282,36.4647193"
"127.1848742,37.5380162","127.2783288,36.2447489","127.2754247,36.4648569"
"127.1844617,37.538683","127.2777286,36.2432629","127.2750536,36.4650626"
"127.1833165,37.5410145","127.2775838,36.2429075","127.2747865,36.4651775"
"127.1832217,37.5412116","127.2765741,36.2402829","127.2744714,36.4653059"
"127.1828768,37.5419309","127.2762107,36.239305","127.2742211,36.4653847"
"127.1822909,37.5431551","127.2742415,36.234047","127.274153,36.4653999"
"127.1820065,37.5437502","127.2741741,36.2338666","127.273914,36.46545"
"127.1818192,37.5441381","127.2741454,36.2337935","127.2736571,36.4655027"
"127.1809245,37.5458249","127.2738239,36.2329743","127.2713858,36.4658896"
"127.1804755,37.5467971","127.2738118,36.2329373","127.2705728,36.4660314"
"127.1801552,37.5475741","127.2735006,36.2320252","127.269274,36.466266"
"127.1798293,37.5483241","127.2733753,36.2315111","127.2672571,36.4666533"
"127.1797172,37.5485996","127.273372,36.2314858","127.2670427,36.4666962"
"127.1794701,37.54921","127.2733122,36.2309908","127.2664374,36.4668158"
"127.1794231,37.5493271","127.2732995,36.230375","127.2651249,36.4671666"
"127.1793614,37.5494783","127.2733283,36.2300568","127.2649684,36.4672222"
"127.1791017,37.5501041","127.2733984,36.2296557","127.2645304,36.4673791"
"127.1785744,37.551369","127.2735187,36.2292223","127.2639036,36.4676023"
"127.1780617,37.5523745","127.2736018,36.228961","127.2627493,36.4680238"
"127.1774873,37.5535221","127.2737676,36.2285827","127.2586014,36.4695372"
"127.1771517,37.5541666","127.2740025,36.2281747","127.256277,36.4703925"
"127.1767082,37.5551406","127.2741623,36.2279244","127.2560994,36.470458"
"127.175871,37.5573475","127.2749408,36.2269197","127.2555887,36.4706499"
"127.1757565,37.5576402","127.2758677,36.2257224","127.2523189,36.4718412"
"127.1755744,37.5581327","127.2761248,36.2253325","127.2513174,36.472262"
"127.1751234,37.5595232","127.2764122,36.2248245","127.2508601,36.4724918"
"127.1750866,37.5596339","127.2766496,36.2243075","127.2508187,36.4725116"
"127.175074,37.5596744","127.2767989,36.2238245","127.2504822,36.4726912"
"127.1747749,37.5604993","127.2768644,36.2235055","127.2499991,36.4729606"
"127.1742426,37.5618426","127.2769144,36.2231396","127.249923,36.4730118"
"127.1741739,37.5620164","127.2769396,36.2228691","127.2485767,36.4740782"
"127.174024,37.5623828","127.2769614,36.2226249","127.2480144,36.4746874"
"127.1738001,37.5628329","127.2769491,36.2222579","127.2477534,36.4749762"
"127.1735683,37.5632793","127.2768304,36.2213687","127.2474239,36.4753667"
"127.1731111,37.5639919","127.276589,36.220574","127.2471512,36.4758377"
"127.1727431,37.5644993","127.2763999,36.2201698","127.2470175,36.4760997"
"127.170225,37.5675514","127.2763279,36.2200461","127.2467217,36.4767563"
"127.1698641,37.5679885","127.2757828,36.219222","127.2465665,36.4771346"
"127.1688338,37.5692412","127.2755966,36.2189701","127.2464185,36.4776788"
"127.1673191,37.5709234","127.2749116,36.2180781","127.2463743,36.4778834"
"127.1655119,37.5729021","127.274487,36.2175246","127.2463573,36.4779537"
"127.1654915,37.5729246","127.2740958,36.2170064","127.2463058,36.4783376"
"127.1645611,37.5740739","127.273484,36.2161947","127.2462916,36.4785972"
"127.1634612,37.5753831","127.2727624,36.2152629","127.2462441,36.47912"
"127.1615993,37.5776663","127.2718303,36.2140116","127.2462379,36.4796356"
"127.1609741,37.5784325","127.2701779,36.2118456","127.2462386,36.4801207"
"127.1592578,37.5805304","127.2686995,36.2098828","127.2462401,36.4806931"
"127.1584504,37.5815051","127.268062,36.2087627","127.2462397,36.4808166"
"127.158193,37.5818154","127.2678123,36.2081969","127.24624,36.4810691"
"127.157907,37.5821796","127.2659247,36.2036332","127.2462252,36.4815018"
"127.157673,37.5825791","127.2657999,36.2033084","127.246175,36.482167"
"127.157439,37.5829849","127.2655989,36.2028256","127.24616,36.4823238"
"127.1573351,37.5831685","127.2646866,36.2006412","127.2461176,36.482632"
"127.1573214,37.5831946","127.2644736,36.2000809","127.2460027,36.4832962"
"127.1572494,37.5833332","127.2642251,36.1995133","127.2459097,36.483745"
"127.1571097,37.5836555","127.2638324,36.1987579","127.2458791,36.4838828"
"127.1569181,37.5841975","127.2635492,36.1982498","127.2457717,36.4842946"
"127.1567489,37.5847757","127.2630742,36.1975411","127.2456577,36.4846766"
"127.1566334,37.5852648","127.2628869,36.1972991","127.2455685,36.4849928"
"127.1565665,37.5857703","127.2628137,36.1972151","127.2454985,36.4852208"
"127.1565548,37.5858613","127.2624125,36.1967491","127.245306,36.4857279"
"127.1565422,37.5861298","127.2624036,36.1967401","127.2452205,36.4859234"
"127.1565606,37.5865734","127.2621985,36.196526","127.2450844,36.4862305"
"127.156631,37.5870152","127.2619246,36.1962415","127.2449404,36.4865637"
"127.1570392,37.589651","127.2612615,36.1955748","127.2446953,36.4870888"
"127.1570433,37.5897412","127.2604651,36.1948583","127.2445514,36.4873824"
"127.1570486,37.5898259","127.2565996,36.1917166","127.2443818,36.487703"
"127.1571011,37.5907166","127.249999,36.1863162","127.2443604,36.4877426"
"127.1570791,37.5915737","127.2489873,36.1855","127.2441054,36.4882235"
"127.1569898,37.5925037","127.2481364,36.1848247","127.2439304,36.4884944"
"127.1569936,37.5931599","127.2476163,36.1843674","127.2436139,36.4889833"
"127.1569695,37.594218","127.247174,36.1839247","127.2432604,36.489518"
"127.1568866,37.5949992","127.2467994,36.1835083","127.2430317,36.4898177"
"127.1567992,37.5955326","127.2465823,36.1832374","127.24246,36.4905206"
"127.1566247,37.5962748","127.2463996,36.183008","127.2421663,36.4908526"
"127.1565363,37.5965404","127.2462314,36.1827372","127.2412698,36.4918676"
"127.1563304,37.5972239","127.2460621,36.1824663","127.2411307,36.492044"
"127.1562569,37.5974346","127.2456618,36.181783","127.2410993,36.4920845"
