0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"127.9160939,37.3137704","127.7748427,37.8896315",,"127.9621225,37.4148525","127.0479744,37.005658",,"127.9240366,37.3718076",,,"127.8806667,37.3408655","127.7844442,37.833569",,,"127.3678422,38.0216035",,"127.7125705,37.7968622","127.7021195,37.818952",,"127.8846624,37.3429249","127.4774996,37.5003077","127.7021195,37.818952",,,"127.9644871,37.4246312",,"129.4176445,35.9746187","127.4774996,37.5003077",,"127.3009752,38.1487605",,,,
"127.9161288,37.3133484","127.7748314,37.8896523",,"127.9622574,37.4152783","127.0481494,37.0055163",,"127.9241298,37.37191",,,"127.8808647,37.3409424","127.7844424,37.8339782",,,"127.3679836,38.0215523",,"127.712554,37.7970289","127.70212,37.8191395",,"127.8852498,37.3432123","127.4779489,37.4999995","127.70212,37.8191395",,,"127.9649067,37.4254056",,"129.4176468,35.9746204","127.4779489,37.4999995",,"127.300974,38.1487875",,,,
"127.9161711,37.3128444","127.774741,37.8898102",,"127.9623373,37.4155908","127.0483244,37.0053916",,"127.9243185,37.3721166",,,"127.881246,37.341125","127.7843873,37.8344352",,,"127.3680554,38.0215253",,"127.7125104,37.7972661","127.7021398,37.8193125",,"127.8852566,37.3432159","127.478681,37.4995175","127.7021398,37.8193125",,,"127.9649923,37.4255396",,"129.417696,35.9746819","127.478681,37.4995175",,"127.3009736,38.148902",,,,
"127.916193,37.3127064","127.7747252,37.8898382",,"127.9623477,37.4156304","127.04855,37.0052492",,"127.9246014,37.3724248",,,"127.8826123,37.3418327","127.7843438,37.8346454",,,"127.3681124,38.021502",,"127.712452,37.797496","127.7022029,37.8195287",,"127.8857431,37.3434216","127.4788247,37.4994228","127.7022029,37.8195287",,,"127.9651498,37.4257887",,"129.4176971,35.9746836","127.4788247,37.4994228",,"127.3009822,38.1491237",,,,
"127.9162038,37.3126207","127.7745031,37.8903633",,"127.9623835,37.4157637","127.0486605,37.0051874",,"127.9248164,37.3726926",,,"127.8846624,37.3429249","127.7841911,37.8351315",,,"127.3681284,38.0214957",,"127.7123866,37.7976809","127.7023058,37.8197845",,"127.8864409,37.3436465","127.4794414,37.4990182","127.7023058,37.8197845",,,"127.965273,37.4259757",,"129.4177065,35.9747051","127.4794414,37.4990182",,"127.3009991,38.1496068",,,,
"127.916273,37.3120806","127.7743613,37.8907737",,"127.9625291,37.4164616","127.0490608,37.0049771",,"127.925159,37.3731565",,,"127.8852498,37.3432123","127.7839169,37.8356414",,,"127.3682424,38.0214273",,"127.7122478,37.7979948","127.7023276,37.8198404",,"127.886797,37.3437499","127.4802493,37.4985163","127.7023276,37.8198404",,,"127.9658661,37.4266557",,"129.4177057,35.9747151","127.4802493,37.4985163",,"127.301029,38.1499637",,,,
"127.9163116,37.3117181","127.7742539,37.8912327",,"127.9625699,37.4166661","127.0492996,37.0048743",,"127.9255466,37.3738005",,,"127.8852566,37.3432159","127.7835722,37.8361389",,,"127.3682607,38.0214066",,"127.7121134,37.7982808","127.7024393,37.8199934",,"127.886901,37.3437793","127.4806657,37.4982532","127.7024393,37.8199934",,,"127.9663232,37.4270937",,"129.4176965,35.9747495","127.4806657,37.4982532",,"127.3010356,38.1500458",,,,
"127.9163496,37.3114394","127.7742018,37.8916159",,"127.9625827,37.4167282","127.0495924,37.0047817",,"127.9257372,37.3741496",,,"127.8857431,37.3434216","127.7833493,37.8364053",,,"127.368457,38.0212094",,"127.7117327,37.7990061","127.7026263,37.8202013",,"127.887074,37.3438274","127.4811998,37.4979161","127.7026263,37.8202013",,,"127.9667166,37.4274699",,"129.4176925,35.9747657","127.4811998,37.4979161",,"127.3010896,38.1503361",,,,
"127.9163981,37.3110174","127.7741654,37.8919008",,"127.9626189,37.4169111","127.0497996,37.0047167",,"127.9259932,37.3746768",,,"127.8864409,37.3436465","127.7831569,37.8366131",,,"127.3688643,38.0208683",,"127.7110008,37.8004576","127.702788,37.8203353",,"127.8874098,37.3439074","127.4824998,37.4970916","127.702788,37.8203353",,,"127.9675223,37.4281797",,"129.417684,35.9747821","127.4824998,37.4970916",,"127.3011835,38.1506345",,,,
"127.9164653,37.3105241","127.7741557,37.8923487",,"127.9627144,37.4177373","127.0503748,37.0045665",,"127.9262118,37.3751916",,,"127.886797,37.3437499","127.7828772,37.8368643",,,"127.3692967,38.0205642",,"127.7099739,37.8024667","127.7029758,37.8204774",,"127.8881354,37.3440628","127.4828019,37.4968951","127.7029758,37.8204774",,,"127.9680865,37.4285731",,"129.4176519,35.9748322","127.4828019,37.4968951",,"127.3012718,38.1508834",,,,
"127.916526,37.3100741","127.7741773,37.8926578",,"127.9627285,37.4178264","127.0509116,37.0044667",,"127.9266525,37.3762321",,,"127.886901,37.3437793","127.7828024,37.8369186",,,"127.3693891,38.0204795",,"127.7091131,37.8041609","127.7032409,37.8206139",,"127.8889593,37.3442404","127.483112,37.4966933","127.7032409,37.8206139",,,"127.9685311,37.4288255",,"129.4176167,35.9748868","127.483112,37.4966933",,"127.3014137,38.1511775",,,,
"127.9165729,37.3097846","127.7742161,37.8930201",,"127.962745,37.4179372","127.0515866,37.0043493",,"127.9282496,37.3799994",,,"127.887074,37.3438274","127.7823264,37.8372649",,,"127.3694507,38.0204228",,"127.7091131,37.8041618","127.7035514,37.8207116",,"127.8896308,37.3443968","127.4832025,37.4966347","127.7035514,37.8207116",,,"127.9689631,37.4290348",,,"127.4832025,37.4966347",,"127.3015921,38.1514572",,,,
"127.9166224,37.309331","127.774313,37.8936706",,"127.962752,37.4179751","127.0532621,37.0040158",,"127.9288241,37.381308",,,"127.8874098,37.3439074","127.7822516,37.8373192",,,"127.3694884,38.0203886",,"127.708894,37.8046002","127.7035776,37.8207179",,"127.8902547,37.3445408","127.4834638,37.4964932","127.7035776,37.8207179",,,"127.9695716,37.4292847",,,"127.4834638,37.4964932",,"127.3017389,38.1516359",,,,
"127.9166299,37.3092643","127.7744455,37.8944481",,"127.9627602,37.41803","127.0533994,37.0039911",,"127.9290827,37.3818965",,,"127.8881354,37.3440628","127.7817537,37.8375953",,,"127.3695957,38.0202878",,"127.7087866,37.8048014","127.7037754,37.820768",,"127.8906221,37.3446261","127.4835713,37.496413","127.7037754,37.820768",,,"127.9719214,37.4301785",,,"127.4835713,37.496413",,"127.302012,38.1519455",,,,
"127.9166331,37.3092336","127.7744677,37.8946085",,"127.962806,37.4182994","127.0543872,37.0038163",,"127.9292509,37.3822808",,,"127.8889593,37.3442404","127.7814872,37.8377428",,,"127.3696413,38.0202275",,"127.708729,37.804898","127.7040358,37.8208595",,"127.8910008,37.3447141","127.4837377,37.4962878","127.7040358,37.8208595",,,"127.9724349,37.4304162",,,"127.4837377,37.4962878",,"127.3022818,38.1521839",,,,
"127.9166407,37.3091777","127.774581,37.8953996",,"127.962933,37.4189208","127.0545493,37.0037854",,"127.9295371,37.3829333",,,"127.8896308,37.3443968","127.7807325,37.8380403",,,"127.3696871,38.0201482",,"127.7086487,37.8050306","127.7044531,37.8209381",,"127.8918916,37.3449473","127.4837626,37.4962688","127.7044531,37.8209381",,,"127.972816,37.4306311",,,"127.4837626,37.4962688",,"127.3027511,38.1525362",,,,
"127.9166647,37.3090352","127.7746255,37.8957582",,"127.9629761,37.4191343","127.0551951,37.0036634",,"127.9307004,37.38568",,,"127.8902547,37.3445408","127.7798313,37.8383452",,,"127.3697202,38.0200752",,"127.7083294,37.8054214","127.7046748,37.8209909",,"127.8928724,37.3453217","127.4839538,37.4961328","127.7046748,37.8209909",,,"127.9728523,37.4306516",,,"127.4839538,37.4961328",,"127.3032992,38.1528768",,,,
"127.9167958,37.3080351","127.7746733,37.8963692",,"127.9630435,37.4196225","127.0557993,37.0035494",,"127.9308196,37.385978",,,"127.8906221,37.3446261","127.7780863,37.8388289",,,"127.3697282,38.0200464",,"127.7078762,37.805854","127.7048624,37.821051",,"127.8936186,37.3457294","127.4840828,37.4960489","127.7048624,37.821051",,,"127.9733732,37.4309777",,,"127.4840828,37.4960489",,"127.3046392,38.1537091",,,,
"127.9168239,37.3078142","127.7746728,37.8971569",,"127.9630783,37.419946","127.0566229,37.0034001",,"127.931502,37.3875763",,,"127.8910008,37.3447141","127.7765446,37.8392552",,,"127.3697398,38.019931",,"127.7074559,37.8062351","127.7050683,37.8211326",,"127.8942316,37.3461537","127.4844527,37.4957948","127.7050683,37.8211326",,,"127.9734686,37.4310521",,,"127.4844527,37.4957948",,"127.3046962,38.1537444",,,,
"127.9168693,37.3074516","127.7746354,37.8977969",,"127.9631974,37.4207559","127.0569245,37.0033327",,"127.9315867,37.3877743",,,"127.8918916,37.3449473","127.7761483,37.8393643",,,"127.3697504,38.0197337",,"127.7067034,37.8069016","127.7052026,37.8212045",,"127.8946434,37.3465264","127.484498,37.4957615","127.7052026,37.8212045",,,"127.9735549,37.4311193",,,"127.484498,37.4957615",,"127.304956,38.153898",,,,
"127.9169487,37.3069186","127.7745532,37.8983307",,"127.9633614,37.4215079","127.057171,37.0032759",,"127.9318867,37.3884664",,,"127.8928724,37.3453217","127.7760462,37.8393916",,,"127.3697469,38.0191758",,"127.7061652,37.8073892","127.7053141,37.8212674",,"127.8949043,37.3467707","127.4849336,37.4954442","127.7053141,37.8212674",,,"127.9737866,37.4312996",,,"127.4849336,37.4954442",,"127.3051668,38.1540327",,,,
"127.916961,37.3066851","127.7745443,37.898383",,"127.9636803,37.422463","127.0575302,37.0031727",,"127.932299,37.3894411",,,"127.8936186,37.3457294","127.7738129,37.8399917",,,"127.3697437,38.0190298",,"127.7059613,37.8076113","127.7054393,37.8213609",,"127.8951247,37.3470241","127.48504,37.4953631","127.7054393,37.8213609",,,"127.9742285,37.4316484",,,"127.48504,37.4953631",,"127.3057616,38.154432",,,,
"127.9169619,37.3064436","127.7744418,37.8989664",,"127.9638744,37.4229553","127.0578342,37.003072",,"127.9327625,37.3904832",,,"127.8942316,37.3461537","127.770819,37.8408512",,,"127.3697223,38.01889",,"127.7057246,37.8078704","127.7055691,37.821458",,"127.8954135,37.3474081","127.4849823,37.4953063","127.7055691,37.821458",,,"127.9744614,37.4318332",,,"127.4849823,37.4953063",,"127.3061671,38.1547283",,,,
"127.9169491,37.3061768","127.7743612,37.8993099",,"127.9640755,37.4234953","127.0580777,37.0029539",,"127.9329367,37.3909161",,,"127.8946434,37.3465264","127.7705613,37.8409347",,,"127.3696566,38.0186601",,"127.7053294,37.8083497","127.7058232,37.8217063",,"127.8957845,37.3479747","127.4846893,37.4950197","127.7058232,37.8217063",,,"127.9747161,37.4320746",,,"127.4846893,37.4950197",,"127.3063823,38.1549071",,,,
"127.9167339,37.3043856","127.7742658,37.8996689",,"127.9641249,37.4236195","127.0583155,37.0028259",,"127.9332493,37.3916577",,,"127.8949043,37.3467707","127.7701856,37.8410645",,,"127.3695592,38.0183779",,"127.7045621,37.809411","127.7059417,37.8218377",,"127.8959928,37.3482886","127.4845095,37.4948114","127.7059417,37.8218377",,,"127.9748696,37.4322155",,,"127.4845095,37.4948114",,"127.3069541,38.1553911",,,,
"127.9167113,37.3041774","127.7741275,37.9001",,"127.9641825,37.4237941","127.0585468,37.0026708",,"127.9340212,37.3934747",,,"127.8951247,37.3470241","127.7694671,37.841314",,,"127.3695218,38.0182697",,"127.7035946,37.8107727","127.7059988,37.8219214",,"127.8961887,37.3486124","127.4844767,37.4947519","127.7059988,37.8219214",,,"127.9751402,37.4324677",,,"127.4844767,37.4947519",,"127.3072252,38.1556016",,,,
"127.91671,37.3041423","127.7739271,37.9006521",,"127.9642046,37.4239004","127.0588438,37.0024348",,"127.9344782,37.3945529",,,"127.8954135,37.3474081","127.7692028,37.841466",,,"127.3692439,38.0175664",,"127.7035289,37.8108639","127.7060091,37.8219368",,"127.8962445,37.3487078","127.4844575,37.494678","127.7060091,37.8219368",,,"127.9752074,37.4325414",,,"127.4844575,37.494678",,"127.3073482,38.1556964",,,,
"127.9166426,37.3040082","127.7734716,37.9017266",,"127.9643196,37.424219","127.0589828,37.0022965",,"127.9346796,37.3949857",,,"127.8957845,37.3479747","127.7689622,37.8415576",,,"127.3692087,38.0174781",,"127.7033026,37.8111788","127.706097,37.8221051",,"127.8965124,37.3491999","127.4844654,37.494614","127.706097,37.8221051",,,"127.9752654,37.4326078",,,"127.4844654,37.494614",,"127.3076785,38.1559673",,,,
"127.9166063,37.3039606","127.7733148,37.9020974",,"127.9643621,37.4243369","127.0591367,37.0021159",,"127.9348297,37.3953619",,,"127.8959928,37.3482886","127.7687375,37.841641",,,"127.3691883,38.0174267",,"127.7031237,37.8114279","127.7063118,37.8225104",,"127.8966741,37.3494581","127.4844688,37.4945915","127.7063118,37.8225104",,,"127.9753201,37.4326698",,,"127.4844688,37.4945915",,"127.3085771,38.1567069",,,,
"127.9165519,37.3039229","127.77292,37.9029789",,"127.9644127,37.4244747","127.0592694,37.00191",,"127.9349616,37.3956914",,,"127.8961887,37.3486124","127.7683869,37.8418158",,,"127.3690806,38.0171354",,"127.7029982,37.8116174","127.7064362,37.8227373",,"127.8969996,37.349941","127.4845367,37.4944662","127.7064362,37.8227373",,,"127.9754544,37.4328216",,,"127.4845367,37.4944662",,"127.3091933,38.1572144",,,,
"127.9163541,37.3038686","127.7726344,37.9035852",,"127.9644493,37.4245529","127.059376,37.0017427",,"127.9351998,37.3962575",,,"127.8962445,37.3487078","127.7681241,37.8420661",,,"127.369016,38.0169362",,"127.7028919,37.8118141","127.7064704,37.8227796",,"127.8975497,37.3506242","127.4846533,37.494331","127.7064704,37.8227796",,,"127.9759005,37.4334706",,,"127.4846533,37.494331",,"127.309724,38.157674",,,,
"127.915866,37.3039569","127.7724775,37.9039019",,"127.9644871,37.4246312","127.0594637,37.001551",,"127.9354494,37.3968244",,,"127.8965124,37.3491999","127.768037,37.8421744",,,"127.3690047,38.0168992",,"127.7027914,37.812027","127.707003,37.8234528",,"127.8977872,37.3509245","127.4847608,37.4942048","127.707003,37.8234528",,,"127.976073,37.4337574",,,"127.4847608,37.4942048",,"127.3097468,38.1576912",,,,
"127.9158299,37.3039633","127.7718445,37.9053103",,"127.9649067,37.4254056","127.0595367,37.0013665",,"127.9357237,37.3973696",,,"127.8966741,37.3494581","127.7679365,37.8423495",,,"127.3689549,38.0167387",,"127.7027181,37.8122497","127.7072937,37.8238201",,"127.8981882,37.3513784","127.4848705,37.494076","127.7072937,37.8238201",,,"127.9762308,37.4340371",,,"127.4848705,37.494076",,"127.3098026,38.1577346",,,,
"127.9152741,37.3040509","127.7717655,37.9054854",,"127.9649923,37.4255396","127.0596114,37.0010747",,"127.9358823,37.3976404",,,"127.8969996,37.349941","127.7678871,37.8425163",,,"127.3688087,38.0162672",,"127.702663,37.8124355","127.7078398,37.8244653",,"127.8982745,37.3514772","127.4850097,37.4939137","127.7078398,37.8244653",,,"127.9764514,37.4344283",,,"127.4850097,37.4939137",,"127.3100202,38.1579053",,,,
"127.9147781,37.3041347","127.7715444,37.905978",,"127.9651498,37.4257887","127.05966,37.0006476",,"127.9359051,37.3976772",,,"127.8975497,37.3506242","127.7678865,37.8426579",,,"127.3687985,38.0162356",,"127.7026225,37.8126032","127.708248,37.8249486",,"127.8983496,37.3515761","127.4850561,37.4938587","127.708248,37.8249486",,,"127.9768034,37.435039",,,"127.4850561,37.4938587",,"127.3101067,38.1579784",,,,
"127.9146834,37.3041512","127.7711957,37.906753",,"127.965273,37.4259757","127.0596851,36.9999996",,"127.9360808,37.3979659",,,"127.8977872,37.3509245","127.7678994,37.8427831",,,"127.3687385,38.0160463",,"127.7025969,37.8127772","127.7085637,37.8253149",,"127.8987112,37.3520544","127.4852032,37.4936911","127.7085637,37.8253149",,,"127.9769097,37.4352179",,,"127.4852032,37.4936911",,"127.3101204,38.1579901",,,,
"127.9142811,37.304241","127.7709906,37.9072663",,"127.9658661,37.4266557","127.0597734,36.9981204",,"127.9361367,37.3980577",,,"127.8981882,37.3513784","127.7679248,37.842875",,,"127.3686917,38.0160814",,"127.7025814,37.8129331","127.708981,37.8257982",,"127.8987339,37.3520832","127.4853842,37.4934847","127.708981,37.8257982",,,"127.9770332,37.4354445",,,"127.4853842,37.4934847",,"127.3101694,38.1580371",,,,
"127.9138249,37.3043976","127.7706719,37.9081422",,"127.9663232,37.4270937","127.0598236,36.997019",,"127.936337,37.3983165",,,"127.8982745,37.3514772","127.7679741,37.8430164",,,"127.3686529,38.0161102",,"127.7025742,37.8132062","127.7090095,37.8258396",,"127.8988649,37.3522982","127.485838,37.4929394","127.7090095,37.8258396",,,"127.9770606,37.4354949",,,"127.485838,37.4929394",,"127.3103993,38.1582709",,,,
"127.9137033,37.3044404","127.7704529,37.908926",,"127.9667166,37.4274699","127.0598471,36.9964575",,"127.9366489,37.3987165",,,"127.8983496,37.3515761","127.7681114,37.8432576",,,"127.3686027,38.0161687",,"127.7025571,37.8144186","127.7093027,37.8262663",,"127.8989196,37.35239","127.4859285,37.4928304","127.7093027,37.8262663",,,"127.9771487,37.4356532",,,"127.4859285,37.4928304",,"127.3106338,38.1585245",,,,
"127.9128844,37.3047137","127.7704484,37.9089467",,"127.9675223,37.4281797","127.0599094,36.9950055",,"127.9370367,37.3991414",,,"127.8987112,37.3520544","127.7681891,37.8433809",,,"127.3685639,38.0162182",,"127.7025536,37.8152261","127.7095977,37.8268877",,"127.8990403,37.3525942","127.4859828,37.4927682","127.7095977,37.8268877",,,"127.9778495,37.4368997",,,"127.4859828,37.4927682",,"127.3106918,38.1585949",,,,
"127.911989,37.3050188","127.7704161,37.909118",,"127.9680865,37.4285731","127.0600802,36.9912986",,"127.9374374,37.3994743",,,"127.8987339,37.3520832","127.7682531,37.8434736",,,"127.3685442,38.0163795",,"127.7025561,37.8157498","127.7097101,37.8272687",,"127.8990541,37.3526239","127.4860462,37.4926952","127.7097101,37.8272687",,,"127.9779298,37.4368975",,,"127.4860462,37.4926952",,"127.3108068,38.1587339",,,,
"127.9118437,37.3050688","127.7702891,37.9098619",,"127.9685311,37.4288255","127.0601084,36.9906911",,"127.9379186,37.3998403",,,"127.8988649,37.3522982","127.7685764,37.8439289",,,"127.3685691,38.0164994",,"127.7025646,37.8159472","127.7098225,37.8276462",,"127.8991169,37.3527616","127.4861548,37.4925717","127.7098225,37.8276462",,,"127.9779962,37.4368594",,,"127.4861548,37.4925717",,"127.3112379,38.1592952",,,,
"127.9112841,37.3052835","127.7702891,37.9098646",,"127.9689631,37.4290348","127.0601552,36.9895996",,"127.9383008,37.4000949",,,"127.8989196,37.35239","127.7687478,37.8441629",,,"127.3685679,38.0165211",,"127.7025684,37.8160851","127.7099143,37.8279515",,"127.8991693,37.3528596","127.4862849,37.4924131","127.7099143,37.8279515",,,"127.9780479,37.4368168",,,"127.4862849,37.4924131",,"127.3115997,38.1597797",,,,
"127.9110071,37.3053953","127.7702671,37.9100737",,"127.9695716,37.4292847","127.060176,36.9893076",,"127.9385616,37.4002534",,,"127.8990403,37.3525942","127.7688086,37.844316",,,"127.3685643,38.0166121",,"127.7025674,37.8161419","127.7100967,37.8285641",,"127.8993689,37.3532384","127.486294,37.4924014","127.7100967,37.8285641",,,"127.9780623,37.4367672",,,"127.486294,37.4924014",,"127.3118135,38.1600694",,,,
"127.9108883,37.3051434","127.7702287,37.9104515",,"127.9719214,37.4301785","127.0602971,36.9875936",,"127.9390253,37.4005158",,,"127.8990541,37.3526239","127.7690221,37.8446021",,,"127.3685391,38.016686",,"127.7025543,37.8163185","127.7103217,37.8293704",,"127.8995573,37.3536173","127.4864807,37.4921725","127.7103217,37.8293704",,,"127.9771655,37.4352827",,,"127.4864807,37.4921725",,"127.3122811,38.1606785",,,,
"127.9108367,37.3049912","127.7702164,37.9108346",,"127.9724349,37.4304162","127.0603831,36.9870963",,"127.9391839,37.4005928",,,"127.8991169,37.3527616","127.76975,37.8456496",,,"127.3684933,38.0168175",,"127.7025458,37.8165367","127.7104009,37.8296515",,"127.8997248,37.3539178","127.4865248,37.4921175","127.7104009,37.8296515",,,"127.9770606,37.4354949",,,"127.4865248,37.4921175",,"127.3125064,38.1609645",,,,
"127.9106353,37.304461","127.7702274,37.9113375",,"127.972816,37.4306311","127.0606753,36.9861148",,"127.9394569,37.4007242",,,"127.8991693,37.3528596","127.7698128,37.8457377",,,"127.3683881,38.017058",,"127.7025267,37.8170162","127.7105377,37.8297972",,"127.8997876,37.3540384","127.4866708,37.4919345","127.7104469,37.8298154",,,"127.9769991,37.4355997",,,"127.4866708,37.4919345",,"127.3128784,38.1614599",,,,
"127.9105929,37.3043494","127.7703182,37.9122295",,"127.9728523,37.4306516","127.0609872,36.985411",,"127.9400708,37.4009843",,,"127.8993689,37.3532384","127.7698676,37.8458151",,,"127.3683196,38.0171364",,"127.7025071,37.8173497","127.7105651,37.8298269",,"127.8999562,37.3543181","127.4869027,37.4916434","127.7105247,37.8300217",,,"127.9768048,37.4352544",,,"127.4869027,37.4916434",,"127.3131218,38.161783",,,,
"127.9103071,37.3036653","127.7703217,37.912253",,"127.9733732,37.4309777","127.0612811,36.9849118",,"127.9402407,37.4010431",,,"127.8995573,37.3536173","127.7699293,37.8459069",,,"127.3682671,38.0171787",,"127.7024849,37.8175426","127.7106402,37.8298728",,"127.8999926,37.3543712","127.4870747,37.491428","127.7106518,37.830363",,,"127.9767019,37.4350709",,,"127.4870747,37.491428",,"127.3132959,38.1620013",,,,
"127.9101081,37.3031792","127.7704078,37.9127647",,"127.9734686,37.4310521","127.0615146,36.9845683",,"127.9407931,37.401234",,,"127.8997248,37.3539178","127.7699522,37.8459375",,,"127.3680811,38.0173281",,"127.7024614,37.8176553","127.7108221,37.8299085",,"127.9001541,37.3545861","127.4871426,37.4913361","127.7109868,37.8310772",,,"127.9763498,37.4344585",,,"127.4871426,37.4913361",,"127.3133187,38.162032",,,,
"127.909979,37.3028912","127.7704854,37.9131476",,"127.9735549,37.4311193","127.061819,36.9841809",,"127.9414913,37.4014053",,,"127.8997876,37.3540384","127.770007,37.8460203",,,"127.3679202,38.017473",,"127.7023872,37.8179709","127.7109811,37.8298487",,"127.9003041,37.3547757","127.4871562,37.4913171","127.7112608,37.8315003",,,"127.9759498,37.4337561",,,"127.4871562,37.4913171",,"127.3135087,38.1622865",,,,
"127.9096159,37.3031467","127.7706812,37.9138051",,"127.9737866,37.4312996","127.0623696,36.9835898",,"127.9415523,37.401415",,,"127.8999562,37.3543181","127.7700802,37.8461265",,,"127.3678278,38.0175504",,"127.7023749,37.8180106","127.711107,37.829798",,"127.9014761,37.3560292","127.4872478,37.4911774","127.71144,37.8317731",,,"127.9757989,37.4334954",,,"127.4872478,37.4911774",,"127.3137112,38.1625572",,,,
"127.9087661,37.3037436","127.7707859,37.9141266",,"127.9742285,37.4316484","127.0630291,36.9830189",,"127.9424254,37.4015487",,,"127.8999926,37.3543712","127.7701133,37.846176",,,"127.3676258,38.0177782",,"127.7022566,37.8184065","127.7118297,37.8293866",,"127.9015579,37.3561173","127.4873858,37.4909674","127.7119044,37.8324555",,,"127.9755125,37.4330648",,,"127.4873858,37.4909674",,"127.3137726,38.1626393",,,,
"127.9081713,37.3032959","127.7710386,37.914775",,"127.9744614,37.4318332","127.0637624,36.9825114",,"127.9428505,37.4015958",,,"127.9001541,37.3545861","127.7701819,37.846275",,,"127.3674773,38.0179763",,"127.7021936,37.8186085","127.7119794,37.8292872",,"127.9015965,37.3561577","127.4874866,37.4908241","127.7119318,37.8324996",,,"127.9753427,37.4328419",,,"127.4874866,37.4908241",,"127.3144495,38.1635515",,,,
"127.9081032,37.3032186","127.7715433,37.9159085",,"127.9747161,37.4320746","127.064503,36.9820896",,"127.9434032,37.4016397",,,"127.9003041,37.3547757","127.7712651,37.8478327",,,"127.3673758,38.0180582",,"127.7021519,37.8187501","127.7121474,37.8292058",,"127.9016453,37.356208","127.4875669,37.4907115","127.7121499,37.8328444",,,"127.9750603,37.4325203",,,"127.4875669,37.4907115",,"127.3145291,38.1636553",,,,
"127.9080815,37.3031682","127.771942,37.9166665",,"127.9748696,37.4322155","127.0649086,36.9818981",,"127.9438089,37.4016544",,,"127.9014761,37.3560292","127.7714034,37.8480315",,,"127.3673165,38.0180969",,"127.7021195,37.818952","127.7123347,37.8291342",,"127.901751,37.356341","127.4877966,37.4903897","127.7122663,37.8330271",,,"127.9749932,37.4324539",,,"127.4877966,37.4903897",,"127.3145485,38.1636815",,,,
"127.9080816,37.3029915","127.7732469,37.9194161",,"127.9751402,37.4324677","127.0654098,36.9816881",,"127.9441343,37.4016487",,,"127.9015579,37.3561173","127.7715816,37.848288",,,"127.3672002,38.0181346",,"127.70212,37.8191395","127.7126129,37.8290652",,"127.9017783,37.3563761","127.4878916,37.4902554","127.7124524,37.8333333",,,"127.9747896,37.4322528",,,"127.4878916,37.4902554",,"127.3148852,38.1641444",,,,
,"127.7744261,37.921982",,"127.9752074,37.4325414","127.0658343,36.9815301",,"127.9443411,37.4016452",,,"127.9015965,37.3561577","127.7716593,37.8483996",,,"127.3670794,38.0181606",,"127.7021398,37.8193125","127.7127299,37.8290452",,"127.9018204,37.3564291","127.4879493,37.4901743","127.7125483,37.8334881",,,"127.9744315,37.4319271",,,"127.4879493,37.4901743",,"127.3154061,38.1649067",,,,
,"127.7747093,37.922578",,"127.9752654,37.4326078","127.0660831,36.9814472",,"127.9447691,37.401622",,,"127.9016453,37.356208","127.771865,37.8486947",,,"127.3669882,38.0181759",,"127.7022029,37.8195287","127.7128798,37.8290206",,"127.9019261,37.3565613","127.4880602,37.4900346","127.7130069,37.8344986",,,"127.974127,37.4316867",,,"127.4880602,37.4900346",,"127.3156597,38.165301",,,,
,"127.774793,37.9227536",,"127.9753201,37.4326698","127.0669521,36.9811718",,"127.9452005,37.4015807",,,"127.901751,37.356341","127.7723118,37.8493372",,,"127.366741,38.0181828",,"127.7023058,37.8197845","127.7131046,37.8289373",,"127.902238,37.3570244","127.4882729,37.4897678","127.7137069,37.8360403",,,"127.9737179,37.4313395",,,"127.4882729,37.4897678",,"127.3157324,38.1654138",,,,
,"127.7749765,37.9231515",,"127.9754544,37.4328216","127.0690326,36.9806494",,"127.9459873,37.4014578",,,"127.9017783,37.3563761","127.77269,37.8498744",,,"127.3664642,38.0181572",,"127.7023276,37.8198404","127.7132418,37.8288451",,"127.9023996,37.3572583","127.4883725,37.4896398","127.7137846,37.8362105",,,"127.973409,37.4311028",,,"127.4883725,37.4896398",,"127.3157791,38.1654832",,,,
,"127.7752014,37.9236359",,"127.9759005,37.4334706","127.070996,36.9801697",,"127.9475473,37.4012158",,,"127.9018204,37.3564291","127.772706,37.8498978",,,"127.3663366,38.0181355",,"127.7024393,37.8199934","127.71332,37.8287638",,"127.9024771,37.3573959","127.4885648,37.489419","127.7138625,37.8363979",,,"127.9734011,37.4310965",,,"127.4885648,37.489419",,"127.3159553,38.1657485",,,,
,"127.7753138,37.923879",,"127.976073,37.4337574","127.0727974,36.9797228",,"127.9487292,37.4010328",,,"127.9019261,37.3565613","127.7727208,37.8499176",,,"127.3661569,38.0179938",,"127.7026263,37.8202013","127.7133799,37.8286619",,"127.9025192,37.3574697","127.4888148,37.4891162","127.7140744,37.8369851",,,"127.9731752,37.4309514",,,"127.4888148,37.4891162",,"127.3161225,38.1660065",,,,
,"127.7755871,37.924566",,"127.9762308,37.4340371","127.0731541,36.9796267",,"127.9490798,37.4009017",,,"127.902238,37.3570244","127.7727414,37.8499437",,,"127.3659874,38.0178241",,"127.702788,37.8203353","127.7134645,37.8284283",,"127.9029821,37.3582911","127.488937,37.4889864","127.7141915,37.8373761",,,"127.9731627,37.4309433",,,"127.488937,37.4889864",,"127.3165512,38.166666",,,,
