0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"126.8936611,37.4238319","128.5406237,34.9142565","127.3799821,34.8234918","126.9822696,37.4091183","126.7762081,37.5977105","127.5973914,34.9382187","126.7762081,37.5977105","127.2428189,37.4801314","126.8499244,37.3475158","127.0561244,37.6103331","128.5966972,35.2488215","126.8014871,37.4528661","127.1846264,37.5799033","127.1363273,37.5662351","126.7762081,37.5977105","127.1846264,37.5799033","127.1099654,37.5312144","127.138054,37.6730776","127.0399852,37.5388161","127.0521216,37.6811063","127.1379478,37.6725238","127.1846264,37.5799033","127.1039855,37.74443","127.1846264,37.5799033","127.1384033,37.5668463","127.1846264,37.5799033","127.1039855,37.74443","128.5547856,35.8790246"
"126.8942617,37.423762","128.5403491,34.9143536","127.3791817,34.8234332","126.9836362,37.4083887","126.7769722,37.5981208","127.5970333,34.9382632","126.7769722,37.5981208","127.2434051,37.4793836","126.8502641,37.3473987","127.0563864,37.6104711","128.5967189,35.2490449","126.8019656,37.4523461","127.1860509,37.5802379","127.1368155,37.5664313","126.7769722,37.5981208","127.1860509,37.5802379","127.1099879,37.5314516","127.1381515,37.6742379","127.0418024,37.5381787","127.052634,37.6832048","127.1380507,37.6730595","127.1860509,37.5802379","127.1040697,37.7448115","127.1860509,37.5802379","127.1387791,37.5668826","127.1860509,37.5802379","127.1040697,37.7448115","128.5546205,35.8790179"
"126.8951419,37.4236583","128.5400653,34.91442","127.3789816,34.8234195","126.9839934,37.4082037","126.7776214,37.5984618","127.5966983,34.9382959","126.7776214,37.5984618","127.2442557,37.4783444","126.8512493,37.347058","127.0576616,37.6111411","128.5966993,35.2492245","126.8029216,37.4513062","127.1866211,37.5803719","127.1370447,37.56656","126.7776214,37.5984618","127.1866211,37.5803719","127.1100631,37.5322243","127.1381579,37.6743361","127.0418274,37.5381698","127.0526694,37.6833663","127.138054,37.6730776","127.1866211,37.5803719","127.1040816,37.744926","127.1866211,37.5803719","127.1391482,37.5668945","127.1866211,37.5803719","127.1040816,37.744926","128.5542991,35.8790081"
"126.8955264,37.4236287","128.5399102,34.9144502","127.3775492,34.8233856","126.9844357,37.4079758","126.7783326,37.5988357","127.5962713,34.9383323","126.7783326,37.5988357","127.2446827,37.4778432","126.8522231,37.3467325","127.0588114,37.6117493","128.596667,35.2493556","126.8032037,37.4509996","127.1870239,37.5804658","127.1370979,37.5665745","126.7783326,37.5988357","127.1870239,37.5804658","127.1101187,37.5326346","127.1381662,37.6744867","127.04201,37.5381164","127.0527842,37.6838913","127.1381515,37.6742379","127.1870239,37.5804658","127.1041281,37.7453669","127.1870239,37.5804658","127.139386,37.5668907","127.1870239,37.5804658","127.1041281,37.7453669","128.5532307,35.8789742"
"126.8961981,37.4235763","128.5396621,34.9144776","127.3773523,34.8233917","126.9878402,37.4061473","126.7785287,37.5989388","127.5958486,34.9383642","126.7785287,37.5989388","127.2449508,37.4775076","126.8549744,37.3458245","127.0598516,37.6123102","128.5964218,35.2499998","126.8032299,37.4509736","127.188825,37.5809492","127.137574,37.5667076","126.7785287,37.5989388","127.188825,37.5809492","127.1101331,37.5327013","127.1381275,37.6756835","127.0428865,37.5378575","127.0528072,37.684013","127.1381579,37.6743361","127.188825,37.5809492","127.104142,37.7455229","127.188825,37.5809492","127.1395298,37.5668885","127.188825,37.5809492","127.104142,37.7455229","128.5529858,35.8789665"
"126.896793,37.4235315","128.5393308,34.9145065","127.3767345,34.8234091","126.9884809,37.4058192","126.7801124,37.5997597","127.5952409,34.9383963","126.7801124,37.5997597","127.2453996,37.4768992","126.855519,37.3456445","127.061437,37.6132409","128.5963857,35.2500948","126.8032562,37.4509467","127.1890693,37.5810282","127.1379213,37.5667745","126.7801124,37.5997597","127.1890693,37.5810282","127.1101519,37.5327942","127.1379251,37.6772089","127.0435282,37.537695","127.0528303,37.6841357","127.1381662,37.6744867","127.1890693,37.5810282","127.1041717,37.7459106","127.1890693,37.5810282","127.1404007,37.566856","127.1890693,37.5810282","127.1041717,37.7459106","128.5525092,35.8789472"
"126.8970265,37.4235796","128.5380608,34.9145859","127.3759624,34.8234498","126.9906148,37.4047252","126.7820873,37.600783","127.592856,34.9384658","126.7820873,37.600783","127.2459875,37.4759577","126.8566941,37.3452687","127.0618728,37.6134976","128.5962608,35.2504502","126.803569,37.4506259","127.1896472,37.5812163","127.1384033,37.5668463","126.7820873,37.600783","127.1896472,37.5812163","127.1102347,37.5331947","127.1376869,37.6781329","127.0449668,37.5373319","127.0528512,37.6842466","127.1381275,37.6756835","127.1896472,37.5812163","127.1041624,37.7461728","127.1896472,37.5812163","127.1408029,37.5668211","127.1896472,37.5812163","127.1041624,37.7461728","128.5517267,35.8789162"
"126.8973983,37.4235788","128.537687,34.9146306","127.3749999,34.8235264","126.9912236,37.4044132","126.782734,37.601152","127.5926402,34.9384713","126.782734,37.601152","127.2462741,37.4754743","126.8574753,37.3450107","127.0624375,37.6138161","128.5961503,35.2508146","126.8051879,37.4490382","127.1903608,37.5814697","127.1387791,37.5668826","126.782734,37.601152","127.1903608,37.5814697","127.1104424,37.53372","127.1374785,37.6787939","127.0467479,37.5368412","127.0528534,37.6842665","127.1379251,37.6772089","127.1903608,37.5814697","127.1041597,37.7462431","127.1903608,37.5814697","127.1416219,37.5667488","127.1903608,37.5814697","127.1041597,37.7462431","128.5515981,35.878911"
"126.8982246,37.4235659","128.5369333,34.9147543","127.3746904,34.823555","126.9916624,37.4041907","126.7832726,37.601459","127.5890957,34.9385741","126.7832726,37.601459","127.2466998,37.4746829","126.8595064,37.3443394","127.0628545,37.6140087","128.5961122,35.2510079","126.8053123,37.4489164","127.1907238,37.5816166","127.1391482,37.5668945","126.7832726,37.601459","127.1907238,37.5816166","127.1107204,37.5342554","127.1370346,37.6798209","127.0481368,37.5364581","127.0528727,37.6844468","127.1376869,37.6781329","127.1907238,37.5816166","127.1041401,37.7465107","127.1907238,37.5816166","127.1418179,37.5667314","127.1907238,37.5816166","127.1041401,37.7465107","128.5504233,35.878869"
"126.8994102,37.4235593","128.5365688,34.9148484","127.3717801,34.8238197","126.9937656,37.4031117","126.7835382,37.60164","127.5808611,34.938826","126.7835382,37.60164","127.2467716,37.4745181","126.860775,37.3439938","127.0633045,37.6141636","128.5961037,35.251191","126.8055781,37.4486556","127.1912269,37.5818415","127.139386,37.5668907","126.7835382,37.60164","127.1912269,37.5818415","127.1112261,37.534952","127.136762,37.6803726","127.0522853,37.5353102","127.0528738,37.6846388","127.1374785,37.6787939","127.1912269,37.5818415","127.1041273,37.7465828","127.1912269,37.5818415","127.1429111,37.5666346","127.1912269,37.5818415","127.1041273,37.7465828","128.5502892,35.8788648"
"126.8995866,37.4235575","128.5359677,34.915015","127.3716708,34.8238277","126.9937906,37.4030992","126.7838556,37.6018564","127.5785824,34.9388888","126.7838556,37.6018564","127.2469084,37.4742056","126.8610375,37.3439267","127.0635183,37.6142176","128.5960946,35.2514147","126.8056865,37.4485499","127.1916292,37.5820472","127.1395298,37.5668885","126.7838556,37.6018564","127.1916292,37.5820472","127.1117981,37.5355344","127.1359022,37.6818067","127.0555187,37.5344166","127.052864,37.6847523","127.1370346,37.6798209","127.1916292,37.5820472","127.1041579,37.746801","127.1916292,37.5820472","127.1430697,37.5666207","127.1916292,37.5820472","127.1041579,37.746801","128.5502571,35.8788641"
"126.9001212,37.4235512","128.5350498,34.9153159","127.3661969,34.824307","126.9953428,37.4022955","126.7846872,37.6024428","127.5777173,34.9389173","126.7846872,37.6024428","127.2472368,37.4733996","126.8620794,37.3436682","127.0641374,37.6143415","128.5961172,35.2516255","126.8069535,37.447245","127.1921761,37.5823451","127.1404007,37.566856","126.7846872,37.6024428","127.1921761,37.5823451","127.1119671,37.5356801","127.1349891,37.6829909","127.0571283,37.5340161","127.0528558,37.6847974","127.136762,37.6803726","127.1921761,37.5823451","127.103989,37.747608","127.1921761,37.5823451","127.1443373,37.5665091","127.1921761,37.5823451","127.103989,37.747608","128.5501939,35.8788611"
"126.9018283,37.4236274","128.5344557,34.9155139","127.3656479,34.8243533","126.9971022,37.401417","126.7856529,37.6032148","127.5767307,34.9389351","126.7856529,37.6032148","127.2474411,37.4728565","126.8624556,37.3435044","127.0647871,37.6144665","128.5961247,35.2516912","126.807038,37.4471526","127.1927151,37.5826647","127.1408029,37.5668211","126.7856529,37.6032148","127.1927151,37.5826647","127.1127559,37.5363487","127.1349103,37.6830988","127.0571623,37.5340081","127.0528034,37.6850261","127.1359022,37.6818067","127.1927151,37.5826647","127.1039567,37.7479144","127.1927151,37.5826647","127.1459085,37.566366","127.1927151,37.5826647","127.1039567,37.7479144","128.5500731,35.8788576"
"126.9039734,37.4237635","128.5339191,34.9156708","127.364319,34.8244763","126.9980111,37.4010053","126.7864852,37.6039652","127.5763507,34.9389425","126.7864852,37.6039652","127.2475565,37.4724899","126.8627239,37.3434265","127.0673098,37.6149688","128.5961661,35.2519082","126.8070494,37.447141","127.1932563,37.5829861","127.1416219,37.5667488","126.7864852,37.6039652","127.1932563,37.5829861","127.1137051,37.5371045","127.1337028,37.6846526","127.0579398,37.5338263","127.0527457,37.6852026","127.1349891,37.6829909","127.1932563,37.5829861","127.1039748,37.7481416","127.1932563,37.5829861","127.1467218,37.566309","127.1932563,37.5829861","127.1039748,37.7481416","128.5495123,35.8788382"
"126.9045688,37.4237927","128.5339082,34.9156736","127.3632154,34.8245895","126.9986115,37.4007564","126.7873324,37.6048194","127.5763014,34.9389435","126.7873324,37.6048194","127.2477877,37.4716665","126.8628928,37.3433436","127.0678621,37.615079","128.596222,35.2521403","126.8081247,37.4460161","127.1935105,37.5831373","127.1418179,37.5667314","126.7873324,37.6048194","127.1935105,37.5831373","127.1140534,37.5373895","127.1330225,37.6855284","127.0580645,37.5337925","127.0526734,37.6853402","127.1349103,37.6830988","127.1935105,37.5831373","127.1039957,37.7482624","127.1935105,37.5831373","127.1471783,37.566286","127.1935105,37.5831373","127.1039957,37.7482624","128.5493361,35.8788352"
"126.9066618,37.423942","128.5332713,34.9158648","127.3628479,34.824627","126.9999992,37.4002196","126.7959663,37.6144344","127.5759674,34.9389437","126.7959663,37.6144344","127.2478621,37.4713999","126.8629836,37.3432801","127.068815,37.6152682","128.5963614,35.252616","126.8086439,37.4454963","127.1937974,37.5833327","127.1429111,37.5666346","126.7959663,37.6144344","127.1937974,37.5833327","127.1159097,37.5389288","127.1329106,37.6856767","127.0585974,37.5336412","127.0525497,37.6855416","127.1337028,37.6846526","127.1937974,37.5833327","127.1040562,37.7484114","127.1937974,37.5833327","127.1474444,37.5662814","127.1937974,37.5833327","127.1040562,37.7484114","128.5489404,35.8788188"
"126.9067748,37.4239498","128.5328293,34.9159795","127.3627834,34.8246341","127.0002313,37.4001359","126.7967356,37.6152826","127.5755666,34.9389349","126.7967356,37.6152826","127.2479571,37.4710711","126.8630738,37.3431679","127.0714295,37.6157843","128.5965869,35.2528745","126.8088117,37.4453161","127.1948694,37.5840241","127.1430697,37.5666207","126.7967356,37.6152826","127.1948694,37.5840241","127.1168825,37.539736","127.1328535,37.6857523","127.0587913,37.5335816","127.0518955,37.6864432","127.1330225,37.6855284","127.1948694,37.5840241","127.1041903,37.7486056","127.1948694,37.5840241","127.1479336,37.5662874","127.1948694,37.5840241","127.1041903,37.7486056","128.5486755,35.8788094"
"126.9070888,37.4239757","128.5321028,34.9161831","127.3626653,34.8246484","127.0006831,37.3999954","126.7967928,37.6153451","127.5750979,34.9389064","126.7967928,37.6153451","127.2482855,37.4699297","126.8631494,37.343034","127.0718596,37.6158687","128.5968118,35.2530826","126.8088642,37.4452651","127.1965188,37.5850631","127.1443373,37.5665091","126.7967928,37.6153451","127.1965188,37.5850631","127.1174618,37.5402165","127.1328364,37.6857738","127.0589137,37.5335433","127.0515626,37.6869232","127.1329106,37.6856767","127.1965188,37.5850631","127.1045046,37.7488329","127.1965188,37.5850631","127.1482981,37.5663011","127.1965188,37.5850631","127.1045046,37.7488329","128.5479241,35.8787826"
"126.9076749,37.4240327","128.5318541,34.9162529","127.3622136,34.8247002","127.0011133,37.3998611","126.797513,37.6161174","127.5746785,34.9388678","126.797513,37.6161174","127.2486219,37.4687623","126.8631562,37.3428997","127.0722444,37.6159522","128.5969117,35.2531583","126.8093619,37.4447416","127.1983219,37.5862034","127.1459085,37.566366","126.797513,37.6161174","127.1983219,37.5862034","127.1180657,37.5407719","127.1322634,37.6865075","127.0592335,37.5334498","127.0514778,37.6870653","127.1328535,37.6857523","127.1983219,37.5862034","127.1046824,37.7489137","127.1983219,37.5862034","127.1484758,37.5663079","127.1983219,37.5862034","127.1046824,37.7489137","128.5478687,35.8787813"
"126.9085883,37.4241518","128.5311123,34.9164584","127.3596934,34.8250517","127.0018559,37.3996443","126.7979044,37.6165487","127.5743149,34.9388194","126.7979044,37.6165487","127.2487431,37.4683668","126.8631514,37.342797","127.0728125,37.616075","128.5970114,35.253216","126.8101301,37.4439348","127.1996278,37.5870414","127.1467218,37.566309","126.7979044,37.6165487","127.1996278,37.5870414","127.1182854,37.5409736","127.1320466,37.6867764","127.060585,37.5330411","127.0513541,37.6872712","127.1328364,37.6857738","127.1996278,37.5870414","127.1048139,37.7489547","127.1996278,37.5870414","127.1488086,37.5663369","127.1996278,37.5870414","127.1048139,37.7489547","128.5475263,35.8787699"
"126.9094039,37.4243506","128.5308538,34.9165337","127.3587178,34.8251733","127.0022815,37.3995199","126.7980692,37.61673","127.5735658,34.9387017","126.7980692,37.61673","127.2488095,37.4681317","126.8630925,37.3426885","127.0734993,37.6162496","128.597112,35.2532575","126.8111667,37.4428331","127.2014184,37.5882258","127.1471783,37.566286","126.7980692,37.61673","127.2014184,37.5882258","127.1185603,37.5412268","127.1313253,37.6876989","127.0607721,37.5329805","127.0512667,37.6874593","127.1322634,37.6865075","127.2014184,37.5882258","127.1054491,37.7490479","127.2014184,37.5882258","127.1492047,37.5663948","127.2014184,37.5882258","127.1054491,37.7490479","128.5471749,35.8787576"
"126.9097409,37.4244586","128.5304362,34.9166661","127.3548177,34.8254527","127.0028668,37.3993511","126.7981567,37.6168287","127.5727454,34.9385182","126.7981567,37.6168287","127.2488837,37.4679065","126.8630301,37.3425863","127.073937,37.6163909","128.5971993,35.2532909","126.8112752,37.4427166","127.2027718,37.5891153","127.1474444,37.5662814","126.7981567,37.6168287","127.2027718,37.5891153","127.1191591,37.5419084","127.1305833,37.6886457","127.060991,37.5329084","127.0511552,37.6877202","127.1320466,37.6867764","127.2027718,37.5891153","127.1068425,37.7489272","127.2027718,37.5891153","127.1494943,37.5664425","127.2027718,37.5891153","127.1068425,37.7489272","128.5469832,35.8787521"
"126.9100588,37.4245638","128.5298133,34.9169293","127.3536869,34.8255244","127.0038536,37.39911","126.7985255,37.6172518","127.5722832,34.9383787","126.7985255,37.6172518","127.2493371,37.466258","126.8629482,37.3425327","127.0758243,37.6170665","128.5973372,35.2533249","126.8114396,37.4425418","127.2039884,37.5899422","127.1479336,37.5662874","126.7985255,37.6172518","127.2039884,37.5899422","127.1197,37.5426078","127.1295103,37.690024","127.0614787,37.5327416","127.0510812,37.6879453","127.1313253,37.6876989","127.2039884,37.5899422","127.1087389,37.7487848","127.2039884,37.5899422","127.1496572,37.5664746","127.2039884,37.5899422","127.1087389,37.7487848","128.5469754,35.8787521"
"126.9102526,37.4246387","128.5288251,34.9173921","127.3519897,34.825517","127.0050213,37.3988445","126.7990726,37.6178716","127.5720488,34.9383004","126.7990726,37.6178716","127.2495772,37.4654527","126.8628617,37.3424745","127.0762743,37.6172331","128.5975242,35.2533412","126.812048,37.4418945","127.204028,37.5899693","127.1482981,37.5663011","126.7990726,37.6178716","127.204028,37.5899693","127.1198495,37.5428246","127.1281332,37.6916511","127.0618552,37.5326186","127.051007,37.6882082","127.1305833,37.6886457","127.204028,37.5899693","127.1087911,37.7487814","127.204028,37.5899693","127.1498213,37.5665066","127.204028,37.5899693","127.1087911,37.7487814","128.5464446,35.8787333"
"126.9107551,37.4248458","128.5286716,34.9174656","127.3485729,34.825208","127.0059046,37.3986977","126.7992565,37.6180782","127.5717136,34.9381888","126.7992565,37.6180782","127.2497956,37.4647221","126.8627369,37.3424161","127.0773746,37.6176327","128.5977121,35.2533332","126.8124498,37.4414669","127.2046696,37.5904171","127.1484758,37.5663079","126.7992565,37.6180782","127.2046696,37.5904171","127.120197,37.5434954","127.1269649,37.6927966","127.0620944,37.5325474","127.0509719,37.6883928","127.1295103,37.690024","127.2046696,37.5904171","127.1106193,37.7486613","127.2046696,37.5904171","127.1498937,37.5665212","127.2046696,37.5904171","127.1106193,37.7486613","128.545601,35.8786956"
"126.9113845,37.4251455","128.5279009,34.917812","127.347918,34.8251386","127.0075637,37.3984549","126.7993933,37.6182331","127.5715427,34.9381321","126.7993933,37.6182331","127.2499994,37.4639663","126.8625375,37.3423745","127.0793241,37.6183355","128.5978622,35.2532994","126.8128242,37.4410752","127.2059926,37.5912695","127.1488086,37.5663369","126.7993933,37.6182331","127.2059926,37.5912695","127.1208371,37.5447332","127.1261947,37.6934774","127.0624334,37.5324459","127.0509486,37.6884955","127.1281332,37.6916511","127.2059926,37.5912695","127.1106783,37.7486569","127.2059926,37.5912695","127.1499582,37.5665341","127.2059926,37.5912695","127.1106783,37.7486569","128.5451977,35.8786856"
"126.9116433,37.4252892","128.5278029,34.9178562","127.3462408,34.8249606","127.0085293,37.3983409","126.7993967,37.6182368","127.570938,34.9378935","126.7993967,37.6182368","127.2502248,37.4631997","126.8623117,37.3423742","127.0798239,37.6185158","128.5979617,35.2532579","126.8133972,37.4404755","127.2064762,37.5915924","127.1492047,37.5663948","126.7993967,37.6182368","127.2064762,37.5915924","127.1211965,37.5455123","127.1261651,37.6935007","127.0624856,37.5324299","127.0509394,37.6887118","127.1269649,37.6927966","127.2064762,37.5915924","127.1132865,37.7485024","127.2064762,37.5915924","127.150242,37.5666088","127.2064762,37.5915924","127.1132865,37.7485024","128.5448962,35.8786747"
"126.9123134,37.4257468","128.5272999,34.9180741","127.3460156,34.8249261","127.0096111,37.3982498","126.8020662,37.6212802","127.5696771,34.9373099","126.8020662,37.6212802","127.2505702,37.4620188","126.8621522,37.3424085","127.0805489,37.6187662","128.5980399,35.2531914","126.8138241,37.4400246","127.2080963,37.5926655","127.1494943,37.5664425","126.8020662,37.6212802","127.2080963,37.5926655","127.1214238,37.546006","127.1255706,37.6939766","127.063328,37.5321671","127.0509069,37.6893868","127.1261947,37.6934774","127.2080963,37.5926655","127.1134603,37.7484849","127.2080963,37.5926655","127.1507079,37.5667598","127.2080963,37.5926655","127.1134603,37.7484849","128.54475,35.8786723"
"126.9127087,37.4260715","128.5268565,34.9182519","127.3434991,34.8244981","127.0120396,37.3981661","126.802305,37.621552","127.5680515,34.9365308","126.802305,37.621552","127.2508745,37.4609414","126.8619605,37.3425174","127.0814989,37.6190914","128.5980822,35.2531459","126.8151243,37.4386332","127.2090613,37.5932826","127.1496572,37.5664746","126.802305,37.621552","127.2090613,37.5932826","127.1217239,37.5466578","127.1249989,37.6944227","127.0634233,37.5321368","127.0508827,37.690023","127.1261651,37.6935007","127.2090613,37.5932826","127.1136613,37.7484658","127.2090613,37.5932826","127.151151,37.5669243","127.2090613,37.5932826","127.1136613,37.7484658","128.5446303,35.878668"
"126.9136928,37.426975","128.5266669,34.9183202","127.343404,34.8244809","127.0140017,37.3982265","126.8024808,37.6217792","127.5679835,34.9364975","126.8024808,37.6217792","127.2513366,37.4593496","126.8614805,37.3429349","127.083499,37.6196744","128.5981579,35.2530577","126.8162304,37.4374544","127.2101583,37.5940244","127.1498213,37.5665066","126.8024808,37.6217792","127.2101583,37.5940244","127.1226257,37.5492124","127.1238074,37.6952094","127.0637725,37.5320263","127.0508654,37.6906349","127.1255706,37.6939766","127.2101583,37.5940244","127.1153506,37.7484136","127.2101583,37.5940244","127.1520742,37.5673326","127.2101583,37.5940244","127.1153506,37.7484136","128.5445372,35.8786661"
"126.913925,37.4271988","128.5265,34.9183703","127.3422824,34.8242702","127.0151108,37.3982833","126.802977,37.6225213","127.566623,34.9358616","126.802977,37.6225213","127.2515366,37.4587326","126.861077,37.3433951","127.0843091,37.619899","128.5982339,35.2529002","126.8166003,37.4370509","127.2107957,37.5943982","127.1498937,37.5665212","126.802977,37.6225213","127.2107957,37.5943982","127.1226391,37.5492494","127.1232156,37.6955788","127.064039,37.5319426","127.0508436,37.6908683","127.1249989,37.6944227","127.2107957,37.5943982","127.1163541,37.7484106","127.2107957,37.5943982","127.1521115,37.5673498","127.2107957,37.5943982","127.1163541,37.7484106","128.5438822,35.878642"
"126.9140498,37.4272923","128.5263746,34.9184038","127.3420463,34.8242257","127.0157261,37.3983435","126.8034643,37.6234841","127.5665485,34.9358246","126.8034643,37.6234841","127.2517077,37.4582696","126.860805,37.3436424","127.0845129,37.619934","128.5982401,35.2527955","126.8179939,37.435578","127.2112365,37.5946498","127.1499582,37.5665341","126.8034643,37.6234841","127.2112365,37.5946498","127.1230242,37.5503394","127.1226241,37.6959231","127.0642839,37.5318723","127.0508116,37.6910854","127.1238074,37.6952094","127.2112365,37.5946498","127.1164891,37.7484119","127.2112365,37.5946498","127.1533647,37.567916","127.2112365,37.5946498","127.1164891,37.7484119","128.5436372,35.8786324"
"126.9143745,37.4275355","128.5262436,34.9184356","127.3408034,34.8239671","127.0165526,37.3984235","126.8038568,37.6244093","127.5665332,34.9358165","126.8038568,37.6244093","127.2518115,37.4579913","126.8606494,37.3438913","127.0847778,37.61998","128.5982281,35.2526351","126.8237042,37.4295726","127.2118244,37.5949496","127.150242,37.5666088","126.8038568,37.6244093","127.2118244,37.5949496","127.1237494,37.5524581","127.1211546,37.6966881","127.0643961,37.5318438","127.0507612,37.6913547","127.1232156,37.6955788","127.2118244,37.5949496","127.1171396,37.7484059","127.2118244,37.5949496","127.1538856,37.5681527","127.2118244,37.5949496","127.1171396,37.7484059","128.5434732,35.8786266"
"126.9152424,37.4281356","128.5260678,34.9184677","127.3405607,34.8239316","127.0180697,37.3986496","126.8039606,37.6248246","127.5650763,34.9351356","126.8039606,37.6248246","127.2520131,37.4575564","126.8605862,37.3440189","127.0852625,37.6200339","128.5981521,35.2524627","126.8247525,37.4285015","127.2123637,37.5952132","127.1507079,37.5667598","126.8039606,37.6248246","127.2123637,37.5952132","127.1242779,37.5538479","127.1186994,37.6978988","127.0646625,37.531779","127.0506617,37.6916851","127.1226241,37.6959231","127.2123637,37.5952132","127.1176867,37.7484014","127.2123637,37.5952132","127.1561434,37.5691707","127.2123637,37.5952132","127.1176867,37.7484014","128.5434599,35.8786259"
"126.9163484,37.428781","128.5258163,34.9184969","127.3403279,34.8238971","127.0188078,37.3987626","126.8040348,37.6253757","127.5640959,34.9346726","126.8040348,37.6253757","127.2525796,37.4565237","126.8604117,37.3443659","127.0855706,37.6200458","128.5979769,35.2522677","126.8252114,37.4278749","127.2126249,37.595341","127.151151,37.5669243","126.8040348,37.6253757","127.2126249,37.595341","127.1246869,37.5549245","127.1137613,37.7003632","127.0649729,37.5317324","127.0505522,37.6919776","127.1211546,37.6966881","127.2126249,37.595341","127.1181488,37.7483948","127.2126249,37.595341","127.1562406,37.5692151","127.2126249,37.595341","127.1181488,37.7483948","128.5428337,35.8786061"
"126.9171526,37.4291446","128.5255976,34.9185105","127.3377369,34.8235464","127.0198203,37.3989173","126.8040858,37.6262305","127.5638834,34.9345645","126.8040858,37.6262305","127.2532195,37.4555173","126.8602992,37.3445825","127.0861034,37.6200107","128.5977908,35.2521576","126.8255997,37.427175","127.2129936,37.595514","127.1520742,37.5673326","126.8040858,37.6262305","127.2129936,37.595514","127.1248738,37.5553632","127.1118009,37.7014834","127.0651857,37.5317251","127.050327,37.6924473","127.1186994,37.6978988","127.2129936,37.595514","127.1183713,37.7483856","127.2129936,37.595514","127.1564903,37.5693276","127.2129936,37.595514","127.1183713,37.7483856","128.5427084,35.8785954"
"126.9172754,37.4292002","128.5254563,34.9185108","127.3367178,34.8234874","127.0233277,37.3993749","126.8041496,37.6272908","127.5635876,34.9344042","126.8041496,37.6272908","127.2536996,37.4549496","126.8602119,37.3447578","127.0865151,37.6199473","128.596902,35.2517879","126.8259872,37.4264327","127.2132367,37.5956246","127.1521115,37.5673498","126.8041496,37.6272908","127.2132367,37.5956246","127.1249991,37.5556583","127.1103458,37.7025115","127.065642,37.5316988","127.0501084,37.6929683","127.1137613,37.7003632","127.2132367,37.5956246","127.1216303,37.7483582","127.2132367,37.5956246","127.1566124,37.5693829","127.2132367,37.5956246","127.1216303,37.7483582","128.5422905,35.878572"
"126.917867,37.4294321","128.5251794,34.9185113","127.3352492,34.8235025","127.0262463,37.3995228","126.8041618,37.627683","127.5626915,34.9338618","126.8041618,37.627683","127.2542611,37.4543901","126.8600741,37.3450329","127.0867783,37.6198905","128.5964413,35.2516108","126.8264123,37.4254166","127.2133973,37.5956899","127.1533647,37.567916","126.8041618,37.627683","127.2133973,37.5956899","127.1253308,37.5563507","127.1093592,37.7035286","127.0658005,37.5316805","127.0500462,37.693115","127.1118009,37.7014834","127.2133973,37.5956899","127.1222854,37.7483432","127.2133973,37.5956899","127.1566519,37.5694011","127.2133973,37.5956899","127.1222854,37.7483432","128.5414824,35.8785366"
"126.9183032,37.4295793","128.5246523,34.9184698","127.3334184,34.8236001","127.0274224,37.3995176","126.8042715,37.6292871","127.5622653,34.9335987","126.8042715,37.6292871","127.2547523,37.4539017","126.8598616,37.3455915","127.087129,37.6197962","128.5963552,35.2515873","126.8270746,37.4236492","127.2138248,37.5958748","127.1538856,37.5681527","126.8042715,37.6292871","127.2138248,37.5958748","127.1253621,37.5564157","127.1087605,37.7043351","127.0659591,37.5316531","127.0499907,37.6932959","127.1103458,37.7025115","127.2138248,37.5958748","127.1227479,37.7482383","127.2138248,37.5958748","127.1576373,37.5698402","127.2138248,37.5958748","127.1227479,37.7482383","128.540925,35.8785162"
"126.9184464,37.429626","128.5242785,34.9184278","127.3322121,34.8237058","127.0281263,37.399515","126.8042825,37.629444","127.5620583,34.933459","126.8042825,37.629444","127.2551979,37.4535213","126.8597249,37.3462659","127.0875866,37.6196248","128.5961908,35.251541","126.8274644,37.4226482","127.2138825,37.5958947","127.1561434,37.5691707","126.8042825,37.629444","127.2138825,37.5958947","127.1255997,37.5569122","127.1083629,37.705099","127.0665395,37.5315047","127.0499419,37.6934931","127.1093592,37.7035286","127.2138825,37.5958947","127.1229879,37.7481336","127.2138825,37.5958947","127.1576385,37.5698402","127.2138825,37.5958947","127.1229879,37.7481336","128.5405638,35.8785166"
"126.9188534,37.4297587","128.5240998,34.9184077","127.330312,34.8240007","127.0284721,37.3995136","126.8044543,37.6319263","127.5617559,34.9332554","126.8044543,37.6319263","127.2556172,37.453213","126.859674,37.3465495","127.0882295,37.6193494","128.5959433,35.2515207","126.8297961,37.4166664","127.2144741,37.5960999","127.1562406,37.5692151","126.8044543,37.6319263","127.2144741,37.5960999","127.1259251,37.5574892","127.1082253,37.7053743","127.0668149,37.53143","127.04993,37.6935715","127.1087605,37.7043351","127.2144741,37.5960999","127.1231817,37.7479792","127.2144741,37.5960999","127.1582182,37.5701024","127.2144741,37.5960999","127.1231817,37.7479792","128.5405195,35.878517"
