0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
"127.3367343,37.5367383","128.1945887,35.0800668","126.6120419,34.7265784","127.5220496,37.2283899","127.1355409,37.8205715","126.7755446,34.6864104","127.1355409,37.8205715","127.9213103,37.3235383","127.3907342,37.3297409",,"128.0772747,35.1093493","127.3120759,37.5353487","127.7609827,37.7612221","127.7387589,37.3972959",,"127.7609827,37.7612221","127.6241621,37.7343833",,,,,"127.7609827,37.7612221","127.3282812,37.9895522","127.7243854,37.7490359","127.7460948,37.3994253","127.7609827,37.7612221","127.3282812,37.9895522","128.5731364,36.3698409"
"127.3370977,37.5367244","128.1930457,35.0812668","126.6083877,34.7270648","127.5220777,37.2281195","127.1364247,37.8219848","126.7745262,34.6865161","127.1364247,37.8219848","127.9211953,37.323545","127.3906441,37.3295768",,"128.0762219,35.1084977","127.3129842,37.535598","127.7618012,37.7611987","127.7417401,37.3982498",,"127.7618012,37.7611987","127.624999,37.7347159",,,,,"127.7618012,37.7611987","127.3283094,37.9896324","127.7240774,37.7488931","127.7467403,37.3995122","127.7618012,37.7611987","127.3283094,37.9896324","128.5733105,36.3701828"
"127.3373433,37.536713","128.1918032,35.0822243","126.6052759,34.7274794","127.5220844,37.22806","127.1364777,37.8220733","126.7744814,34.6865204","127.1364777,37.8220733","127.9210724,37.3235743","127.3905777,37.329455",,"128.0749999,35.1074665","127.3152532,37.5362217","127.7622983,37.7611597","127.7433664,37.3987747",,"127.7622983,37.7611597","127.6256884,37.7349919",,,,,"127.7622983,37.7611597","127.3283149,37.9897442","127.7238409,37.7487665","127.7474025,37.3995722","127.7622983,37.7611597","127.3283149,37.9897442","128.5735614,36.3706745"
"127.3373773,37.5367122","128.1915591,35.0824096","126.6030728,34.727786","127.5221058,37.2278562","127.1365972,37.8222684","126.7730987,34.6867114","127.1365972,37.8222684","127.9208888,37.3236345","127.3905113,37.3293252",,"128.0744779,35.1070371","127.3153245,37.5362417","127.7631529,37.7610722","127.7440269,37.3989617",,"127.7631529,37.7610722","127.6269115,37.7354827",,,,,"127.7631529,37.7610722","127.3282748,37.9898243","127.7235292,37.748558","127.7479088,37.3995936","127.7631529,37.7610722","127.3282748,37.9898243","128.5737493,36.3710415"
"127.3383134,37.5366864","128.1911755,35.082713","126.6019944,34.7279241","127.5221722,37.2274353","127.1368463,37.8226702","126.7723598,34.6868134","127.1368463,37.8226702","127.9206647,37.3237425","127.3902886,37.3287742",,"128.074362,35.1069411","127.316183,37.5364756","127.7634752,37.7610345","127.7443186,37.3990449",,"127.7634752,37.7610345","127.6272239,37.7356158",,,,,"127.7634752,37.7610345","127.3283325,37.9900119","127.723486,37.7485256","127.7489945,37.399594","127.7634752,37.7610345","127.3283325,37.9900119","128.5740744,36.3716661"
"127.3385341,37.5366804","128.1903635,35.0833326","126.6008274,34.7280733","127.5222082,37.2272739","127.1375047,37.8237286","126.7719564,34.6868859","127.1375047,37.8237286","127.9203792,37.3239427","127.3902639,37.3286552",,"128.0739867,35.1066246","127.3186206,37.53714","127.7640006,37.7609721","127.7450717,37.3992219",,"127.7640006,37.7609721","127.6282994,37.736041",,,,,"127.7640006,37.7609721","127.3284195,37.9902743","127.7232426,37.7483611","127.7492849,37.3995961","127.7640006,37.7609721","127.3284195,37.9902743","128.5753999,36.3742576"
"127.3385421,37.5366804","128.1897445,35.0838113","126.6000485,34.7281893","127.5222577,37.2271062","127.1376963,37.8240509","126.770679,34.6871451","127.1376963,37.8240509","127.9199048,37.3242996","127.3902461,37.3285011",,"128.0734246,35.1061079","127.3186874,37.5371581","127.7658181,37.7606219","127.7460948,37.3994253",,"127.7658181,37.7606219","127.6305867,37.7369416",,,,,"127.7658181,37.7606219","127.3285353,37.9904601","127.7221954,37.7474077","127.7499989,37.3995694","127.7658181,37.7606219","127.3285353,37.9904601","128.5757374,36.3749659"
"127.3390356,37.5366657","128.1883124,35.0849195","126.5984069,34.7284847","127.5222803,37.2270395","127.1378914,37.8243553","126.7696441,34.6873941","127.1378914,37.8243553","127.9196172,37.3245314","127.3902383,37.3284371",,"128.0731373,35.1058243","127.3191116,37.5372706","127.7673213,37.7603093","127.7467403,37.3995122",,"127.7673213,37.7603093","127.6320745,37.7375249",,,,,"127.7673213,37.7603093","127.3286272,37.9905892","127.721886,37.7471938","127.7525498,37.399491","127.7673213,37.7603093","127.3286272,37.9905892","128.5760991,36.3758163"
"127.3403182,37.536617","128.1866653,35.0861687","126.5977196,34.7286202","127.5222881,37.2270143","127.1379444,37.8244447","126.7690005,34.6875769","127.1379444,37.8244447","127.9194895,37.3246995","127.3902316,37.3283721",,"128.0726962,35.1053566","127.3195369,37.537383","127.7684092,37.760086","127.7474025,37.3995722",,"127.7684092,37.760086","127.6327934,37.7378017",,,,,"127.7684092,37.760086","127.3286805,37.990701","127.721404,37.7469297","127.7527215,37.3994852","127.7684092,37.760086","127.3286805,37.990701","128.5763371,36.3764245"
"127.3405095,37.536611","128.1865803,35.0862368","126.5973101,34.7287101","127.5223523,37.2268574","127.137986,37.8245151","126.7682224,34.6877977","127.137986,37.8245151","127.9194384,37.3248511","127.3902216,37.3282793",,"128.0722739,35.1049077","127.3200742,37.5375244","127.7694769,37.7599042","127.7479088,37.3995936",,"127.7694769,37.7599042","127.6334056,37.738038",,,,,"127.7694769,37.7599042","127.3287282,37.9907425","127.7203274,37.7463891","127.753126,37.3994807","127.7694769,37.7599042","127.3287282,37.9907425","128.5764554,36.3767543"
"127.3412181,37.5365885","128.1862469,35.0865038","126.5968665,34.7288204","127.5225123,37.2265735","127.1384098,37.8252248","126.7673729,34.6880595","127.1384098,37.8252248","127.9194495,37.3250286","127.3920545,37.3284099",,"128.0719366,35.1045333","127.3204996,37.5376242","127.7699216,37.7598284","127.7489945,37.399594",,"127.7699216,37.7598284","127.634355,37.7383714",,,,,"127.7699216,37.7598284","127.3288068,37.9907571","127.7199421,37.7462213","127.7534378,37.3994755","127.7699216,37.7598284","127.3288068,37.9907571","128.5765621,36.3770544"
"127.3417851,37.5366064","128.185665,35.0869697","126.5963691,34.7289592","127.522625,37.2264067","127.1385812,37.8255075","126.7666797,34.6883097","127.1385812,37.8255075","127.9195193,37.3251969","127.392383,37.3284327",,"128.0716246,35.1041578","127.3209091,37.5377123","127.7699375,37.7598257","127.7492849,37.3995961",,"127.7699375,37.7598257","127.635175,37.7386408",,,,,"127.7699375,37.7598257","127.3288592,37.9907589","127.7198842,37.7461935","127.7554262,37.3994487","127.7699375,37.7598257","127.3288592,37.9907589","128.5765702,36.3770769"
"127.3423883,37.5366631","128.1852082,35.0873158","126.5958903,34.7291044","127.5226768,37.22634","127.1386454,37.8256095","126.7661463,34.6885057","127.1386454,37.8256095","127.9196645,37.3253235","127.3926448,37.3284492",,"128.0707622,35.1030582","127.3214273,37.5378005","127.7708418,37.7596713","127.7499989,37.3995694",,"127.7708418,37.7596713","127.6360869,37.7389165",,,,,"127.7708418,37.7596713","127.3289161,37.9907509","127.719691,37.7461154","127.7587082,37.3993992","127.7708418,37.7596713","127.3289161,37.9907509","128.5768103,36.3777517"
"127.3428749,37.5367259","128.1844617,35.0879079","126.594396,34.7296082","127.5227028,37.2263066","127.1389992,37.8262307","126.766132,34.6885111","127.1389992,37.8262307","127.9198139,37.3254059","127.3930681,37.3284748",,"128.0702308,35.102388","127.3217939,37.5378497","127.7722101,37.7594383","127.7525498,37.399491",,"127.7722101,37.7594383","127.6372666,37.7391846",,,,,"127.7722101,37.7594383","127.3290062,37.9907078","127.7194546,37.7460302","127.7591432,37.3993938","127.7722101,37.7594383","127.3290062,37.9907078","128.5769115,36.3780582"
"127.3439465,37.5368643","128.1839372,35.0882833","126.5925632,34.7302168","127.5228616,37.226102","127.1390168,37.8263605","126.7653105,34.6888235","127.1390168,37.8263605","127.9200151,37.325453","127.3940805,37.3285127",,"128.0700869,35.1022075","127.3218664,37.5378597","127.7746574,37.7590225","127.7527215,37.3994852",,"127.7746574,37.7590225","127.6383044,37.7394033",,,,,"127.7746574,37.7590225","127.3290461,37.9906961","127.7189922,37.7458932","127.7619338,37.3993696","127.7746574,37.7590225","127.3290461,37.9906961","128.577187,36.3788743"
"127.3440484,37.5368771","128.183287,35.0887162","126.592084,34.7303819","127.5230442,37.2259036","127.1390277,37.8264417","126.7647472,34.6890618","127.1390277,37.8264417","127.9203026,37.3253915","127.3942205,37.3285146",,"128.0699618,35.1020494","127.3223892,37.5379101","127.7751282,37.758934","127.753126,37.3994807",,"127.7751282,37.758934","127.6385178,37.7394418",,,,,"127.7751282,37.758934","127.3291703,37.9906593","127.7179812,37.7456273","127.7631359,37.3993597","127.7751282,37.758934","127.3291703,37.9906593","128.5776873,36.3805583"
"127.3450918,37.5369713","128.1829615,35.0888911","126.5907651,34.7308364","127.5231287,37.2258252","127.1390617,37.8267014","126.7637619,34.6894986","127.1390617,37.8267014","127.9204128,37.3253217","127.3942792,37.3285146",,"128.0696871,35.1016746","127.3227095,37.5379313","127.7765566,37.7586836","127.7534378,37.3994755",,"127.7765566,37.7586836","127.6395692,37.7396344",,,,,"127.7765566,37.7586836","127.3294585,37.990603","127.7175985,37.7455334","127.764582,37.3993349","127.7765566,37.7586836","127.3294585,37.990603","128.5778743,36.3811831"
"127.3456565,37.5369982","128.1827867,35.0889787","126.5887425,34.7315111","127.5232515,37.2257125","127.139068,37.8268069","126.7625624,34.6900838","127.139068,37.8268069","127.9205115,37.3252078","127.3944045,37.3285148",,"128.0696461,35.1016171","127.3231531,37.5379464","127.7781415,37.7583969","127.7554262,37.3994487",,"127.7781415,37.7583969","127.6404603,37.7397433",,,,,"127.7781415,37.7583969","127.3295223,37.9905959","127.7160332,37.745137","127.7669569,37.3993403","127.7781415,37.7583969","127.3295223,37.9905959","128.5779326,36.3813647"
"127.3464782,37.5370344","128.1820429,35.0893652","126.5869269,34.732127","127.5232887,37.2256854","127.1390865,37.827208","126.761766,34.6905037","127.1390865,37.827208","127.9205616,37.3250742","127.3944722,37.3285148",,"128.0694866,35.1013915","127.3232222,37.5379483","127.779158,37.7582124","127.7587082,37.3993992",,"127.779158,37.7582124","127.6418407,37.7398705",,,,,"127.779158,37.7582124","127.3295599,37.9905923","127.7149802,37.7448766","127.7681049,37.3993774","127.779158,37.7582124","127.3295599,37.9905923","128.5780095,36.3816056"
"127.3476791,37.5370864","128.1816374,35.089546","126.5852276,34.7327003","127.5241317,37.2250245","127.1391023,37.8277011","126.7606197,34.6911181","127.1391023,37.8277011","127.9205587,37.3249697","127.3945535,37.3285104",,"128.0693424,35.1011776","127.3236353,37.5379444","127.7794495,37.7581595","127.7591432,37.3993938",,"127.7794495,37.7581595","127.6466423,37.7401594",,,,,"127.7794495,37.7581595","127.3295869,37.9907663","127.7137591,37.7445742","127.768114,37.3993774","127.7794495,37.7581595","127.3295869,37.9907663","128.5780747,36.3818078"
"127.3484872,37.5371217","128.180813,35.0898843","126.5819755,34.7338139","127.5241655,37.2249948","127.139126,37.8284294","126.7598573,34.6915274","127.139126,37.8284294","127.9205355,37.3248553","127.3946009,37.328505",,"128.0691495,35.1008909","127.3240621,37.5379324","127.7807156,37.7579158","127.7619338,37.3993696",,"127.7807156,37.7579158","127.6481486,37.7402467",,,,,"127.7807156,37.7579158","127.3296748,37.9911495","127.7134284,37.7444252","127.7701766,37.3995809","127.7807156,37.7579158","127.3296748,37.9911495","128.5781167,36.3819436"
"127.3493305,37.537121","128.1797451,35.0902212","126.5819284,34.7338298","127.5243706,37.2247955","127.1391428,37.8289423","126.7569753,34.6930879","127.1391428,37.8289423","127.920499,37.3247815","127.3946472,37.3284997",,"128.0689872,35.1005832","127.324824,37.5378831","127.781051,37.7577663","127.7631359,37.3993597",,"127.781051,37.7577663","127.6481509,37.7402467",,,,,"127.781051,37.7577663","127.3297997,37.9917995","127.7133728,37.7444127","127.7713479,37.3997837","127.781051,37.7577663","127.3297997,37.9917995","128.5781307,36.3819876"
"127.3503595,37.5370592","128.1787576,35.090472","126.5795295,34.7346394","127.5245486,37.22458","127.1391458,37.8290297","126.7533165,34.6950612","127.1391458,37.8290297","127.9203618,37.3244746","127.3946935,37.3284916",,"128.0688371,35.1002999","127.3250584,37.5378564","127.7845349,37.7568169","127.764582,37.3993349",,"127.7845349,37.7568169","127.6497843,37.7403312",,,,,"127.7845349,37.7568169","127.3298249,37.9922249","127.7130978,37.744333","127.7717368,37.3998468","127.7845349,37.7568169","127.3298249,37.9922249","128.5782801,36.3824677"
"127.350407,37.537053","128.1786536,35.090496","126.5794363,34.7346703","127.5245836,37.2245278","127.139168,37.8291389","126.7525487,34.6954533","127.139168,37.8291389","127.9201854,37.3242102","127.3950006,37.328427",,"128.0686366,35.0998581","127.325466,37.5378092","127.785272,37.7566088","127.7669569,37.3993403",,"127.785272,37.7566088","127.6508479,37.7403731",,,,,"127.785272,37.7566088","127.3298621,37.9929082","127.7129229,37.7442819","127.7730043,37.4001161","127.785272,37.7566088","127.3298621,37.9929082","128.5786499,36.3836579"
"127.3516502,37.5368806","128.1742498,35.0915332","126.5784551,34.7349956","127.5247559,37.2242438","127.1392025,37.8292913","126.7523337,34.6955628","127.1392025,37.8292913","127.9200749,37.324025","127.3952524,37.328374",,"128.0685249,35.0995827","127.3262178,37.5377067","127.785602,37.7565097","127.7681049,37.3993774",,"127.785602,37.7565097","127.6519613,37.740378",,,,,"127.785602,37.7565097","127.3298749,37.9932579","127.7126707,37.7442075","127.7744395,37.4005112","127.785602,37.7565097","127.3298749,37.9932579","128.5789948,36.3847312"
"127.3526783,37.5367385","128.1725999,35.0919499","126.5780088,34.7351492","127.5248506,37.2240454","127.1392541,37.8294203","126.7520004,34.6957195","127.1392541,37.8294203","127.9196079,37.3232649","127.3953777,37.3283399",,"128.0683872,35.099183","127.327332,37.5375542","127.7859137,37.7563927","127.768114,37.3993774",,"127.7859137,37.7563927","127.6521543,37.7403786",,,,,"127.7859137,37.7563927","127.3298872,37.993357","127.7121356,37.7440418","127.7757424,37.4008778","127.7859137,37.7563927","127.3298872,37.993357","128.5792978,36.3856804"
"127.3538264,37.536557","128.1723768,35.0920269","126.5761316,34.735795","127.5249508,37.2237732","127.1395177,37.8298961","126.7509042,34.6962051","127.1395177,37.8298961","127.9194826,37.3230617","127.3956002,37.3282788",,"128.0682932,35.0989183","127.3282219,37.537432","127.7862753,37.7562431","127.7701766,37.3995809",,"127.7862753,37.7562431","127.6538897,37.7403692",,,,,"127.7862753,37.7562431","127.3299387,37.9937699","127.7115369,37.7438599","127.7778111,37.4014687","127.7862753,37.7562431","127.3299387,37.9937699","128.5793887,36.3859672"
"127.3539,37.5365409","128.1709349,35.0925282","126.5753038,34.7360683","127.5250026,37.2235902","127.1396485,37.8300984","126.7499991,34.6965639","127.1396485,37.8300984","127.9193869,37.3229025","127.395843,37.3281987",,"128.0680493,35.0982333","127.3286952,37.5373525","127.7865506,37.7560928","127.7713479,37.3997837",,"127.7865506,37.7560928","127.6562401,37.7403282",,,,,"127.7865506,37.7560928","127.330005,37.9941341","127.7113983,37.7438178","127.7779695,37.4015125","127.7865506,37.7560928","127.330005,37.9941341","128.5794003,36.386004"
"127.3547221,37.5363652","128.1676697,35.0937085","126.5737978,34.7365275","127.5251523,37.223016","127.1398189,37.8303522","126.7488929,34.6969466","127.1398189,37.8303522","127.9192674,37.3227163","127.3961005,37.3280845",,"128.0677998,35.097541","127.3298275,37.5371828","127.7867634,37.7559454","127.7717368,37.3998468",,"127.7867634,37.7559454","127.6565012,37.7403234",,,,,"127.7867634,37.7559454","127.3300882,37.9945957","127.7109019,37.7436699","127.7784343,37.4016421","127.7867634,37.7559454","127.3300882,37.9945957","128.5794365,36.3861164"
"127.3552589,37.5362144","128.1656756,35.0944327","126.5733662,34.736637","127.5252018,37.2227771","127.1398426,37.8303883","126.7477729,34.697286","127.1398426,37.8303883","127.9187493,37.3219078","127.396488,37.3278685",,"128.0675617,35.097066","127.331373,37.537021","127.7869637,37.7557619","127.7730043,37.4001161",,"127.7869637,37.7557619","127.6590457,37.7402749",,,,,"127.7869637,37.7557619","127.3301209,37.9947589","127.7107759,37.7436819","127.7811262,37.402392","127.7869637,37.7557619","127.3301209,37.9947589","128.5799124,36.387641"
"127.3554967,37.5361471","128.1644418,35.094884","126.5717757,34.7369387","127.5252345,37.2226184","127.1394794,37.8305386","126.7470923,34.6974522","127.1400501,37.8307225","127.9184623,37.321441","127.3965264,37.327846",,"128.0671123,35.096491","127.3314658,37.5370139","127.7870789,37.7556138","127.7744395,37.4005112",,"127.7870789,37.7556138","127.6640511,37.7403104",,,,,"127.7870789,37.7556138","127.3301332,37.9948589","127.7106625,37.7436992","127.7827524,37.4027829","127.7870789,37.7556138","127.3301332,37.9948589","128.580075,36.3880245"
"127.3578313,37.5352459","128.1635995,35.0951916","126.5711212,34.7370536","127.525338,37.2222272","127.1392106,37.8306541","126.7466623,34.6975578","127.1401189,37.8308155","127.9180259,37.3206899","127.3966845,37.3277389",,"128.0667367,35.0961159","127.3317454,37.5369927","127.7871792,37.7554144","127.7757424,37.4008778",,"127.7871792,37.7554144","127.6647811,37.740367",,,,,"127.7871792,37.7554144","127.3301882,37.9952105","127.7105139,37.7437454","127.7840288,37.4029674","127.7871792,37.7554144","127.3301882,37.9952105","128.5802369,36.3883665"
"127.3580601,37.5351578","128.1625691,35.095575","126.5709384,34.7370901","127.525427,37.2219586","127.1389794,37.8307543","126.7462224,34.6976624","127.1402994,37.8311","127.9179495,37.3205594","127.3967128,37.3277191",,"128.0662491,35.0957412","127.3322401,37.5369591","127.7872264,37.7552989","127.7778111,37.4014687",,"127.7872264,37.7552989","127.6655894,37.7404588",,,,,"127.7872264,37.7552989","127.3302002,37.9954359","127.7104958,37.7437518","127.7853861,37.4030614","127.7872264,37.7552989","127.3302002,37.9954359","128.5803249,36.3885198"
"127.3588224,37.5348433","128.1620834,35.0957562","126.5706636,34.7371439","127.5254833,37.221836","127.1388075,37.8308277","126.7455519,34.6977989","127.1404382,37.8312843","127.9179165,37.3205028","127.3967917,37.3277768",,"128.0657744,35.0954666","127.3327247,37.5369256","127.7872521,37.7551871","127.7779695,37.4015125",,"127.7872521,37.7551871","127.6674616,37.7407409",,,,,"127.7872521,37.7551871","127.3302041,37.9956909","127.7103995,37.743825","127.7860618,37.4030724","127.7872521,37.7551871","127.3302041,37.9956909","128.5803614,36.3885826"
"127.3596085,37.5345197","128.162055,35.0957672","126.5704481,34.7371702","127.525534,37.2217341","127.1387175,37.8308671","126.7445218,34.6979639","127.1405469,37.8313837","127.917855,37.3203975","127.3968267,37.3277913",,"128.0654364,35.0952996","127.3337311,37.5368639","127.787283,37.7549526","127.7784343,37.4016421",,"127.787283,37.7549526","127.6688117,37.7409679",,,,,"127.787283,37.7549526","127.3302073,37.9958135","127.7103373,37.7438999","127.7869306,37.4030514","127.787283,37.7549526","127.3302073,37.9958135","128.5805745,36.388916"
"127.3604979,37.5340908","128.1615748,35.0959466","126.568757,34.73738","127.5256219,37.2215628","127.1386856,37.8308814","126.7441042,34.6980307","127.1406419,37.8314742","127.9178367,37.320366","127.3968966,37.327822",,"128.064749,35.0950575","127.333885,37.5368569","127.7873025,37.7544334","127.7811262,37.402392",,"127.7873025,37.7544334","127.6690989,37.7410162",,,,,"127.7873025,37.7544334","127.3302114,37.9960109","127.7101927,37.7441372","127.7881122,37.4029782","127.7873025,37.7544334","127.3302114,37.9960109","128.5807739,36.3892243"
"127.360831,37.5339109","128.1607227,35.0962632","126.5682353,34.7374364","127.525712,37.2214113","127.1383451,37.8310435","126.743786,34.6980765","127.1409329,37.8316805","127.9176996,37.3200582","127.3969959,37.3278572",,"128.0643874,35.0949663","127.3346367,37.5368237","127.7872614,37.7540829","127.7827524,37.4027829",,"127.7872614,37.7540829","127.6711995,37.7413827",,,,,"127.7872614,37.7540829","127.3302075,37.9967202","127.7101727,37.7447023","127.788651,37.4029399","127.7872614,37.7540829","127.3302075,37.9967202","128.5810617,36.389558"
"127.3610576,37.5337877","128.1600929,35.0965272","126.5678484,34.7374596","127.525961,37.2210832","127.1382671,37.8309531","126.7435183,34.6981028","127.1415344,37.8320771","127.9174619,37.3195327","127.3971166,37.3278925",,"128.063624,35.0948328","127.3354189,37.5367897","127.7871624,37.7534333","127.7840288,37.4029674",,"127.7871624,37.7534333","127.673299,37.741733",,,,,"127.7871624,37.7534333","127.3301941,37.9970852","127.7101171,37.7454929","127.7889786,37.4029166","127.7871624,37.7534333","127.3301941,37.9970852","128.5813744,36.3899167"
"127.3616467,37.5334684","128.158889,35.0970306","126.5672319,34.737491","127.5262348,37.2207857","127.1380445,37.8307037","126.7431708,34.698134","127.1415967,37.8321197","127.9173427,37.319205","127.3973119,37.3279305",,"128.0629619,35.0947493","127.3367343,37.5367383","127.7870871,37.7527413","127.7853861,37.4030614",,"127.7870871,37.7527413","127.6748727,37.7419794",,,,,"127.7870871,37.7527413","127.3301881,37.9972321","127.710116,37.7455118","127.7900514,37.402758","127.7870871,37.7527413","127.3301881,37.9972321","128.5822865,36.3906413"
"127.3619685,37.5332867","128.1583873,35.097266","126.5667511,34.7375089","127.5265874,37.2204007","127.1379314,37.830579","126.7430856,34.6981416","127.142504,37.8327371","127.9173038,37.319106","127.3975275,37.3279037",,"128.0624437,35.0946958","127.3370977,37.5367244","127.7870489,37.7522583","127.7860618,37.4030724",,"127.7870489,37.7522583","127.6749125,37.7419857",,,,,"127.7870489,37.7522583","127.3301917,37.997635","127.7101018,37.7456966","127.7907322,37.4026455","127.7870489,37.7522583","127.3301917,37.997635","128.5824114,36.3907249"
"127.3629089,37.5327551","128.1576046,35.0976192","126.566644,34.7375126","127.5266291,37.2203565","127.1378172,37.8304732","126.742712,34.6981591","127.1428144,37.832949","127.917282,37.3190348","127.3976889,37.327884",,"128.062246,35.0946679","127.3373433,37.536713","127.7870366,37.7520077","127.7869306,37.4030514",,"127.7870366,37.7520077","127.6761762,37.7421821",,,,,"127.7870366,37.7520077","127.330165,37.999333","127.7100696,37.745959","127.7929212,37.4021651","127.7870366,37.7520077","127.330165,37.999333","128.5828998,36.3910414"
"127.3633655,37.5324961","128.1574614,35.0976912","126.5661731,34.737527","127.5266415,37.220343","127.1377143,37.8303701","126.7388348,34.6981593","127.1431519,37.833179","127.9172636,37.3189772","127.3981778,37.3278267",,"128.0621493,35.0946494","127.3373773,37.5367122","127.7870615,37.7516994","127.7881122,37.4029782",,"127.7870615,37.7516994","127.6772377,37.7423004",,,,,"127.7870615,37.7516994","127.3301466,37.9998882","127.7100808,37.7463267","127.7935218,37.4020419","127.7870615,37.7516994","127.3301466,37.9998882","128.5832881,36.3912272"
"127.3636816,37.532336","128.1559865,35.0984666","126.565676,34.7375268","127.5266742,37.2203069","127.137565,37.8302209","126.738334,34.69813","127.1432674,37.833255","127.9172177,37.3188341","127.3984149,37.3277845",,"128.0616494,35.0945408","127.3383134,37.5366864","127.7871119,37.7515163","127.788651,37.4029399",,"127.7871119,37.7515163","127.6774943,37.7423288",,,,,"127.7871119,37.7515163","127.3301475,37.9999999","127.7100227,37.7466279","127.7942828,37.4019102","127.7871119,37.7515163","127.3301475,37.9999999","128.5850875,36.392088"
"127.3640124,37.5321831","128.1545867,35.0991747","126.5653418,34.737527","127.5268781,37.2200932","127.1373652,37.8299517","126.7364728,34.6979678","127.143408,37.8333329","127.9171498,37.318608","127.3986396,37.3277252",,"128.0610491,35.0943497","127.3385341,37.5366804","127.7872365,37.7511492","127.7889786,37.4029166",,"127.7872365,37.7511492","127.6778689,37.7423616",,,,,"127.7872365,37.7511492","127.3301462,38.000072","127.7097551,37.7475387","127.7956446,37.4016824","127.7872365,37.7511492","127.3301462,38.000072","128.5863346,36.3926852"
"127.364026,37.5321768","128.15277,35.1001737","126.5644103,34.7375036","127.5269548,37.2200139","127.1371349,37.8296418","126.7360366,34.6979055","127.1435124,37.8333684","127.9171246,37.3185342","127.3988789,37.3276687",,"128.0605495,35.0941329","127.3385421,37.5366804","127.7872995,37.7510246","127.7900514,37.402758",,"127.7872995,37.7510246","127.67944,37.7424394",,,,,"127.7872995,37.7510246","127.3301447,38.000237","127.7095859,37.7479374","127.7971494,37.4013631","127.7872995,37.7510246","127.3301447,38.000237","128.5871989,36.3930992"
"127.3641211,37.5321328","128.1526281,35.1002619","126.5640762,34.7374911","127.5270708,37.2198931","127.1370978,37.8295507","126.7359941,34.697899","127.1436803,37.8334284","127.9170384,37.3182524","127.3991375,37.3276247",,"128.0599624,35.0937912","127.3390356,37.5366657","127.7873615,37.7509082","127.7907322,37.4026455",,"127.7873615,37.7509082","127.6798237,37.7424452",,,,,"127.7873615,37.7509082","127.3301489,38.0003658","127.7095623,37.747996","127.7994321,37.4008913","127.7873615,37.7509082","127.3301489,38.0003658","128.5882873,36.3936663"
"127.3643748,37.5320159","128.1518871,35.1007583","126.5624194,34.7374657","127.527375,37.2196316","127.1370843,37.8295164","126.7357891,34.6978652","127.1438538,37.8334902","127.9169499,37.3179661","127.3994852,37.3275745",,"128.0595367,35.0934658","127.3403182,37.536617","127.7874619,37.7507493","127.7929212,37.4021651",,"127.7874619,37.7507493","127.6807249,37.7424582",,,,,"127.7874619,37.7507493","127.3301543,38.0005236","127.7095408,37.7480429","127.8018264,37.4003525","127.7874619,37.7507493","127.3301543,38.0005236","128.5892259,36.3942112"
"127.3649491,37.5317831","128.1514626,35.1010536","126.5598058,34.7374303","127.5274855,37.2195468","127.1370178,37.8294243","126.7350633,34.6977236","127.1441104,37.8335496","127.9167741,37.3174078","127.3998916,37.3275379",,"128.0591116,35.0930746","127.3405095,37.536611","127.7876122,37.750566","127.7935218,37.4020419",,"127.7876122,37.750566","127.682012,37.742458",,,,,"127.7876122,37.750566","127.3301618,38.0007246","127.7090278,37.749257","127.8024856,37.4002048","127.7876122,37.750566","127.3301618,38.0007246","128.5897878,36.3945991"
"127.3651971,37.5316924","128.1505147,35.1017584","126.5563359,34.7374891","127.5277875,37.2193647","127.1369373,37.8293735","126.7345969,34.6976224","127.1441751,37.8335624","127.916549,37.3166911","127.4001196,37.3275264",,"128.058749,35.092666","127.3412181,37.5365885","127.7877026,37.750463","127.7942828,37.4019102",,"127.7877026,37.750463","127.6833629,37.7425398",,,,,"127.7877026,37.750463","127.3302733,38.0022326","127.7089906,37.7493733","127.8035049,37.3999607","127.7877026,37.750463","127.3302733,38.0022326","128.5902773,36.3949976"
"127.3655109,37.5315764","128.149712,35.102366","126.5545915,34.7375766","127.5283994,37.2190815","127.1366778,37.8292204","126.734319,34.697562","127.1442296,37.8335743","127.9164767,37.3164786","127.400403,37.327514",,"128.0579623,35.0913666","127.3417851,37.5366064","127.7877365,37.7504242","127.7956446,37.4016824",,"127.7877365,37.7504242","127.6848366,37.7427249",,,,,"127.7877365,37.7504242","127.3303031,38.0026698","127.7089479,37.7495104","127.8070808,37.3988508","127.7877365,37.7504242","127.3303031,38.0026698","128.5907901,36.3954698"
"127.3659367,37.5314165","128.1492867,35.1026911","126.5543848,34.7375948","127.5288367,37.2189155","127.13655,37.8291083","126.7336818,34.6973984","127.1442852,37.8335853","127.9164297,37.3163382","127.4009662,37.3275109",,"128.0576532,35.0909145","127.3423883,37.5366631","127.7878869,37.7502661","127.7971494,37.4013631",,"127.7878869,37.7502661","127.6876243,37.743191",,,,,"127.7878869,37.7502661","127.3303075,38.0032466","127.7088973,37.7496745","127.8088029,37.3983542","127.7878869,37.7502661","127.3303075,38.0032466","128.5913276,36.3960292"
