0,1
"126.7980671,37.5014567","126.9463131,37.4063288"
"126.7979627,37.5013695","126.9465196,37.4063622"
"126.7978715,37.5013212","126.9466337,37.4063609"
"126.7978129,37.5013046","126.9467526,37.4063353"
"126.7977291,37.5013041","126.9469303,37.4062965"
"126.797625,37.5013053","126.9471307,37.4062298"
"126.7972414,37.5013157","126.9472351,37.4061708"
"126.7971599,37.5013197","126.9473225,37.4061199"
"126.7969777,37.5013285","126.9474293,37.4060374"
"126.7969405,37.5004657","126.9475022,37.4059612"
"126.7969323,37.500261","126.9475284,37.4059333"
"126.7969211,37.4999996","126.9476234,37.4057697"
"126.7969165,37.4998923","126.9476818,37.4056582"
"126.7968994,37.4994253","126.9477258,37.4055223"
"126.7968855,37.4992116","126.9477524,37.4054377"
"126.7968707,37.4989808","126.9477599,37.4051737"
"126.7968646,37.4989095","126.9477442,37.4050095"
"126.7968379,37.4987453","126.9477375,37.4049924"
"126.7967508,37.4985014","126.9476611,37.4047883"
"126.7967398,37.4984716","126.9476555,37.4047739"
"126.7967122,37.4983993","126.9475086,37.4046326"
"126.7966664,37.4983351","126.9473029,37.4044829"
"126.7965838,37.4982147","126.9473386,37.4040882"
"126.7963116,37.4978075","126.9473035,37.4040854"
"126.7958887,37.4971785","126.9472799,37.4040799"
"126.7958742,37.4971577","126.9472539,37.4040698"
"126.7958442,37.4970998","126.9472247,37.4040508"
"126.7957498,37.4969163","126.9472035,37.4040209"
"126.7957088,37.4968223","126.9471924,37.4039938"
"126.7956766,37.4967545","126.9471926,37.4039596"
"126.7956248,37.4966163","126.9472008,37.4039281"
"126.7955614,37.4963744","126.947227,37.4038993"
"126.7954989,37.4960414","126.9472723,37.4038779"
"126.7955368,37.4951412","126.9473119,37.4038718"
"126.7955522,37.4949475","126.9473526,37.4038738"
"126.7955805,37.4945826","126.9473887,37.4038803"
"126.7955737,37.4943446","126.9474191,37.4038948"
"126.7955381,37.4941632","126.9474471,37.4039193"
"126.7953132,37.49353","126.9474639,37.4039446"
"126.795196,37.4932499","126.9474739,37.4039699"
"126.7951384,37.4931135","126.9477552,37.4039784"
"126.7947872,37.4923326","126.9483435,37.4040217"
"126.7947274,37.4921907","126.949038,37.40407"
"126.7946776,37.4920796","126.9493747,37.4040788"
"126.7942782,37.491247","126.9495216,37.4040741"
"126.7939675,37.4905971","126.9494881,37.4038621"
"126.7939176,37.4904923","126.9494675,37.4037412"
"126.7939032,37.4904615","126.9494638,37.4036313"
"126.7937972,37.4901869","126.9494884,37.4035187"
"126.7936647,37.490077","126.9496863,37.4028715"
"126.7935784,37.489761","126.9497048,37.4028112"
"126.7935586,37.4896924","126.9499049,37.4021839"
"126.7935193,37.4895489","126.9499463,37.4020795"
"126.7935124,37.4894407","126.9500684,37.40177"
"126.7934946,37.4891665","126.9502012,37.4015327"
"126.7934877,37.4890592","126.9502859,37.401378"
"126.7934671,37.4886012","126.9504416,37.4010957"
"126.7934719,37.4883345","126.9504771,37.4010373"
"126.7934981,37.4881913","126.9508523,37.4004036"
"126.793517,37.4881049","126.9508855,37.4003434"
"126.7935557,37.4879672","126.9510137,37.4001159"
"126.7935996,37.4878629","126.9512163,37.3997527"
"126.7937663,37.4875764","126.9512839,37.399625"
"126.7937686,37.4875728","126.9513137,37.3995629"
"126.7939503,37.4875054","126.9513622,37.3994271"
"126.7939929,37.4874227","126.9514098,37.399256"
"126.7941368,37.4871496","126.9519555,37.3981616"
"126.7941567,37.4870839","126.9520541,37.3979701"
"126.7941746,37.486983","126.9520965,37.3978909"
"126.7941865,37.486801","126.9522064,37.3976913"
"126.794187,37.4866298","126.9526153,37.396919"
"126.7941691,37.4858879","126.95266,37.3968389"
"126.7941696,37.4858365","126.952716,37.39674"
"126.7941514,37.4853641","126.9527355,37.396705"
"126.794137,37.4849746","126.9528019,37.396589"
"126.79413,37.4848718","126.952834,37.3965243"
"126.7941271,37.4848204","126.9534569,37.3953743"
"126.7941241,37.4847825","126.9535062,37.3952826"
"126.7940657,37.4844938","126.9541006,37.3941748"
"126.7940318,37.4843737","126.9541349,37.394111"
"126.7940132,37.4843078","126.954175,37.3940409"
"126.7940066,37.4842843","126.9542414,37.3939213"
"126.7940022,37.484268","126.9546409,37.3931966"
"126.7940002,37.4842419","126.9547496,37.3930096"
"126.7940098,37.4841779","126.9548548,37.3928244"
"126.7940227,37.4841303","126.9548835,37.3927642"
"126.7940526,37.4840809","126.9549775,37.3925726"
"126.7940767,37.4840404","126.9550395,37.3924422"
"126.7940893,37.4840261","126.9550464,37.3924287"
"126.7940962,37.484018","126.9550659,37.3923874"
"126.7942242,37.4838773","126.9550922,37.3923415"
"126.794597,37.4835667","126.9551483,37.3922417"
"126.794727,37.4834503","126.9551574,37.3922264"
"126.7947898,37.4833858","126.9551883,37.3921725"
"126.794838,37.4833167","126.9553784,37.3918164"
"126.7948967,37.4832017","126.955572,37.3914459"
"126.7949296,37.4830712","126.9556797,37.3912418"
