0
"129.350536,35.5610402"
"129.3505364,35.5611547"
"129.3507174,35.5611537"
"129.3507362,35.5607279"
"129.3517305,35.5607361"
"129.3519523,35.5607408"
"129.3520075,35.5607408"
"129.3522767,35.5607403"
"129.352394,35.5610459"
"129.352405,35.5610899"
"129.3525003,35.5614427"
"129.3525321,35.5616748"
"129.3525281,35.561839"
"129.3524455,35.5628031"
"129.35233,35.5630572"
"129.352308,35.5634416"
"129.3523035,35.5635337"
"129.3523003,35.563586"
"129.3522624,35.5640995"
"129.3522414,35.5642387"
"129.3521804,35.5644641"
"129.3521036,35.5646753"
"129.3519583,35.5650273"
"129.3519479,35.5650527"
"129.3518879,35.5651799"
"129.3516702,35.5657881"
"129.3515102,35.5661692"
"129.3513984,35.5664414"
"129.3513702,35.5665103"
"129.3512749,35.5667327"
"129.3512195,35.5668688"
"129.351176,35.5669911"
"129.3511381,35.5671179"
"129.3510951,35.5673106"
"129.3510324,35.5677019"
"129.3510098,35.5679195"
"129.3509939,35.5680424"
"129.3509549,35.5686993"
"129.3509492,35.5688364"
"129.3509435,35.568923"
"129.3509396,35.5689934"
"129.3508994,35.569452"
"129.350889,35.5696225"
"129.3509308,35.569712"
"129.3509676,35.56978"
"129.3510411,35.5698546"
"129.3510874,35.5698998"
"129.3511845,35.5699515"
"129.3512738,35.5699943"
"129.351412,35.5700084"
"129.3531208,35.5701841"
"129.3531904,35.5701885"
"129.3534946,35.5702207"
"129.3537455,35.5702394"
"129.3539863,35.5702483"
"129.3551175,35.5703067"
"129.3563647,35.5703713"
"129.356526,35.5703805"
"129.3567226,35.5703874"
"129.3567436,35.570388"
"129.3568319,35.5703893"
"129.3569169,35.5703943"
"129.3570936,35.5703979"
"129.3573168,35.5704116"
"129.3584834,35.5704757"
"129.3594411,35.5706168"
"129.3596036,35.570627"
"129.3600953,35.5706563"
"129.3601858,35.5706603"
"129.3606295,35.5706634"
"129.3607862,35.5706646"
"129.3609849,35.5706714"
"129.3609661,35.5708574"
"129.3609584,35.5709549"
"129.3609491,35.5711246"
"129.3608741,35.5728909"
"129.3606132,35.5760195"
"129.3604368,35.5784581"
"129.3603364,35.579317"
"129.3603295,35.5793549"
"129.3600144,35.5812358"
"129.3600104,35.5812557"
"129.3598615,35.5820667"
"129.359664,35.5831677"
"129.3596369,35.5833331"
"129.35963,35.5833675"
"129.3593871,35.5845576"
"129.3593127,35.5849644"
