0
"127.120365,37.4108159"
"127.1203093,37.410887"
"127.120189,37.4111985"
"127.1200107,37.4111528"
"127.1195333,37.4110341"
"127.1194531,37.4110302"
"127.1193784,37.4110679"
"127.1193261,37.4111191"
"127.1193089,37.411174"
"127.1193064,37.4112218"
"127.1193209,37.4112606"
"127.1193636,37.4113022"
"127.1194199,37.411342"
"127.1194773,37.4113837"
"127.1193526,37.411696"
"127.1193103,37.411786"
"127.1193753,37.4118863"
"127.1198183,37.4125656"
"127.119852,37.4126062"
"127.1198722,37.4126225"
"127.1198947,37.4126424"
"127.1199398,37.4126687"
"127.120648,37.4129585"
"127.1207044,37.4129803"
"127.1207438,37.4130021"
"127.1207956,37.4130356"
"127.1208373,37.4130628"
"127.1209262,37.4131307"
"127.1209657,37.4131542"
"127.1210401,37.4131905"
"127.122259,37.4137181"
"127.122303,37.4137354"
"127.1223289,37.4137436"
"127.1225761,37.4138129"
"127.1225649,37.4140175"
"127.1225635,37.4140562"
"127.1225699,37.4143654"
"127.1225716,37.4144664"
"127.1225762,37.41468"
"127.1225808,37.4149009"
"127.1225845,37.4150676"
"127.1225892,37.4152515"
"127.1225947,37.4155075"
"127.1226114,37.4157825"
"127.1226516,37.4158755"
"127.1226616,37.4158998"
"127.122712,37.4160082"
"127.1228747,37.4162331"
"127.1230749,37.4164158"
"127.1231492,37.4164828"
"127.1232866,37.4165742"
"127.1233554,37.416606"
"127.1234873,37.4166659"
"127.1235121,37.4166741"
"127.1236114,37.4167078"
"127.1238124,37.4167409"
"127.1238655,37.4167428"
"127.1244044,37.4167617"
"127.1245694,37.4167667"
"127.1247502,37.4167718"
"127.1249999,37.4167744"
"127.1252621,37.4167788"
"127.1254519,37.416783"
"127.1256542,37.4167864"
"127.1262915,37.4167974"
"127.1263864,37.4167995"
"127.1265954,37.4168092"
"127.1266158,37.4168102"
"127.126618,37.4168102"
"127.1266248,37.4168102"
"127.1266406,37.4168111"
"127.1266429,37.4168111"
"127.1271582,37.4168182"
"127.1274768,37.4168246"
"127.1275695,37.4168267"
"127.1281006,37.4168383"
"127.128522,37.4168522"
"127.1285977,37.4168543"
"127.1286734,37.4168554"
"127.1288395,37.4168604"
"127.1288404,37.4169262"
"127.1288418,37.417084"
"127.1288426,37.4173769"
"127.1288539,37.4178358"
"127.128855,37.4178556"
"127.1288569,37.4179286"
"127.1288742,37.4187687"
"127.128873,37.4187922"
"127.1288748,37.4188859"
"127.1288772,37.4190761"
"127.128879,37.4191717"
"127.128896,37.4196278"
"127.1289131,37.4200389"
"127.1289454,37.4208223"
"127.1289596,37.4211577"
"127.1289639,37.4214281"
