0,1,2
"127.1228559,37.440489","127.3411955,36.3025735","126.4361072,34.807123"
"127.1229992,37.4409825","127.3406601,36.3024213","126.4362132,34.8069562"
"127.1249997,37.4458148","127.3406122,36.3024077","126.4367109,34.806167"
"127.1250456,37.4459096","127.3404419,36.3023741","126.4373492,34.8051582"
"127.1254582,37.4468294","127.3404141,36.3023687","126.4375865,34.8048077"
"127.1257404,37.4475874","127.3399498,36.3022716","126.4378736,34.8044179"
"127.1259623,37.4484354","127.3398363,36.3022471","126.4379214,34.8043561"
"127.1259767,37.4484923","127.3395635,36.302189","126.4388003,34.8034179"
"127.1260146,37.4488394","127.3389557,36.3020413","126.4389177,34.8032981"
"127.1260254,37.4489377","127.3387553,36.3019941","126.4390606,34.8031524"
"127.1260663,37.4493597","127.3385471,36.3019451","126.4391215,34.8030907"
"127.1260828,37.4501187","127.3380483,36.3018345","126.439446,34.8026805"
"127.1260477,37.4519483","127.3371265,36.3016295","126.439466,34.8026536"
"127.126026,37.4531399","127.3366366,36.3015522","126.4394894,34.8026241"
"127.1259384,37.4539184","127.3361422,36.3015109","126.4396097,34.8024448"
"127.1258236,37.4549456","127.3357312,36.3015059","126.4396643,34.8023668"
"127.1255965,37.4565006","127.3338833,36.3015502","126.4399512,34.8018995"
"127.1254878,37.4574377","127.3337096,36.3015544","126.4404754,34.8010042"
"127.1254077,37.4594592","127.3315777,36.3016065","126.4410339,34.7999811"
"127.1254123,37.4598847","127.3309929,36.3016002","126.4412724,34.799544"
"127.1254146,37.4601118","127.3309261,36.3015947","126.4413865,34.7993412"
"127.125417,37.4603128","127.3304874,36.301558","126.4423617,34.7976166"
"127.1254488,37.4607321","127.3303204,36.3015362","126.4449499,34.7930078"
"127.1256279,37.4629139","127.3300866,36.3014917","126.4451615,34.7926165"
"127.1257437,37.4644124","127.3298984,36.3014472","126.4452241,34.7925079"
"127.1257755,37.4655049","127.3297114,36.3014046","126.4480808,34.7874695"
"127.1257432,37.4661015","127.3290347,36.3011854","126.4485303,34.7866762"
"127.1256982,37.4665025","127.3288266,36.3011166","126.4485739,34.7866"
"127.1256244,37.4670224","127.3281699,36.3008903","126.4488187,34.7861675"
"127.1255799,37.4673287","127.327609,36.3006956","126.4489619,34.7859081"
"127.1255437,37.4675494","127.3274743,36.3006486","126.450712,34.7827825"
"127.1253502,37.4687071","127.3269579,36.3004693","126.4510128,34.7822459"
"127.1252476,37.469317","127.3268188,36.300424","126.4514869,34.7813996"
"127.1252464,37.4693485","127.3256079,36.3000157","126.4515173,34.7808931"
"127.1252383,37.4698253","127.3254121,36.2999478","126.4515186,34.7807038"
"127.125253,37.4700471","127.3251506,36.2998338","126.4515092,34.7805883"
"127.1253114,37.4703609","127.3250293,36.2997705","126.4514965,34.7804691"
"127.1253224,37.4704349","127.3246889,36.2995924","126.4514926,34.7804303"
"127.125341,37.4705584","127.3246022,36.2995355","126.4514797,34.7803265"
"127.1255567,37.4712901","127.3243119,36.2993439","126.4514624,34.7802254"
"127.1257601,37.4717685","127.3241841,36.2992419","126.4513704,34.7800677"
"127.126064,37.4722959","127.3240873,36.2991642","126.451197,34.7798642"
"127.1264099,37.4727738","127.3237238,36.298849","126.4511082,34.7797967"
"127.1264864,37.4728605","127.3236616,36.2987948","126.4506994,34.7795497"
"127.1268599,37.4732646","127.3234549,36.2985953","126.44875,34.7790081"
"127.1269622,37.4733749","127.3231493,36.298291","126.4482371,34.7788576"
"127.1273147,37.4736915","127.3228126,36.2979353","126.4479649,34.7787777"
"127.1274442,37.4738037","127.3226049,36.2977195","126.4478985,34.7787582"
"127.1281485,37.4743143","127.3224249,36.2975245","126.4436904,34.7776009"
"127.1281507,37.4743152","127.3221729,36.2971716","126.4435358,34.7775581"
"127.1285882,37.4745933","127.3220375,36.2969515","126.4432253,34.7774769"
"127.1286175,37.4746123","127.3219554,36.2967828","126.4429498,34.7774033"
"127.1289737,37.4748451","127.321653,36.2960872","126.4407368,34.7768024"
"127.1296332,37.4752753","127.3214846,36.2956975","126.4385772,34.7762155"
"127.129977,37.475499","127.3213794,36.2954224","126.4382995,34.776141"
"127.1311067,37.4762353","127.3213384,36.2953394","126.4381045,34.7760879"
"127.1316715,37.476604","127.3212897,36.295223","126.4353244,34.7753161"
"127.1318597,37.4767262","127.321221,36.2950507","126.4334002,34.7747879"
"127.1324391,37.4771391","127.3211225,36.2947936","126.4332619,34.7747498"
"127.1326814,37.4773111","127.3208313,36.2940314","126.432874,34.7746661"
"127.1333447,37.4778819","127.3207438,36.2938076","126.4326249,34.7746576"
"127.1338748,37.4784298","127.3206873,36.2936723","126.4323321,34.7746514"
"127.1341636,37.4788011","127.3206741,36.2936398","126.4322622,34.7746499"
"127.1342255,37.4788806","127.3205689,36.2933476","126.4322744,34.7744661"
"127.1347643,37.4797025","127.3203617,36.2928812","126.4323373,34.7742448"
"127.1349928,37.480172","127.3202964,36.2927143","126.4326236,34.7737396"
"127.1352052,37.4806945","127.3202698,36.2926457","126.4331813,34.7727743"
"127.1354337,37.481602","127.3202222,36.2925231","126.4333121,34.77255"
"127.1354658,37.4817589","127.3202012,36.2924572","126.433062,34.7724504"
"127.1355453,37.4821531","127.3201681,36.2923418","126.4327728,34.7723361"
"127.1357677,37.4834012","127.3200814,36.2922569","126.4319182,34.7720022"
"127.1358412,37.4838675","127.3197591,36.2914874","126.4282063,34.7705421"
"127.1358456,37.4838981","127.3195295,36.2910867","126.4279497,34.7704416"
"127.1358654,37.4840181","127.3192719,36.2907591","126.4276942,34.770341"
"127.1362911,37.4865035","127.3189919,36.2904648","126.4275388,34.7702801"
"127.1365661,37.4878673","127.318733,36.2902291","126.4255547,34.769489"
"127.1368272,37.4888478","127.3186775,36.2901343","126.4251123,34.7693083"
"127.1368283,37.4888523","127.3186445,36.2899693","126.4248318,34.7692003"
"127.1368551,37.4889272","127.3186259,36.2898358","126.4242056,34.7689531"
"127.1369142,37.4890942","127.3186362,36.2897195","126.4241284,34.7689218"
"127.1370717,37.4895129","127.3186643,36.2895997","126.4229673,34.7684607"
"127.1374073,37.49029","127.3187325,36.2894754","126.4226869,34.76835"
"127.137423,37.4903225","127.3188442,36.2893511","126.4224031,34.7682384"
"127.1381554,37.4918562","127.3189568,36.2892747","126.4219617,34.7680658"
"127.1383032,37.4921649","127.319124,36.2891992","126.4217367,34.7679746"
"127.1391632,37.4940009","127.3193625,36.2891437","126.4208038,34.7676128"
"127.1395439,37.4948133","127.3195173,36.2891322","126.4186305,34.7667658"
"127.1395629,37.4948539","127.3197434,36.2891226","126.4185968,34.7667519"
"127.1404603,37.4966891","127.3203158,36.2891244","126.4183239,34.7666494"
"127.1420826,37.4999993","127.321612,36.2891263","126.4181119,34.7665673"
"127.1435428,37.5029286","127.3229373,36.2891165","126.4173422,34.7662692"
"127.1441011,37.5040039","127.323974,36.2891082","126.4164977,34.7659208"
"127.1445605,37.5047209","127.324032,36.2891082","126.4159369,34.7656913"
"127.1446133,37.504804","127.3240843,36.2891083","126.4139236,34.7648934"
"127.1450659,37.5055075","127.3243026,36.2891032","126.4136247,34.7647744"
"127.1451995,37.5057161","127.3244707,36.2891062","126.4137365,34.7645797"
"127.1452265,37.5057532","127.324817,36.2891121","126.4153655,34.7617556"
"127.1456692,37.5064026","127.325072,36.2891332","126.4154203,34.7616569"
"127.1471794,37.5086226","127.3253125,36.2891741","126.4155367,34.7614496"
"127.1473155,37.5088114","127.3256497,36.2892666","126.4156596,34.7612397"
"127.1475413,37.5091501","127.3259245,36.2893743","126.4167973,34.7592967"
"127.1482995,37.5100916","127.3261247,36.2894909","126.4173594,34.7583387"
"127.148724,37.51053","127.3263259,36.2896444","126.4174521,34.7581817"
"127.1492458,37.5109696","127.326576,36.2898855","126.4175694,34.7579826"
"127.1498911,37.5113862","127.3267348,36.2900841","126.417737,34.7576991"
"127.1504123,37.511723","127.3273121,36.2913912","126.4174163,34.7575772"
"127.1509,37.5119741","127.3273741,36.2915491","126.4166793,34.7572921"
"127.1513065,37.5121538","127.3275248,36.291891","126.4162368,34.7571204"
"127.1518566,37.5123483","127.327824,36.2925577","126.4153727,34.7567755"
"127.1524747,37.5125412","127.3279873,36.2927662","126.4146956,34.7565043"
"127.1534241,37.5127667","127.3281619,36.2928746","126.4141449,34.7562541"
"127.1558303,37.5131387","127.3284368,36.2929661","126.413571,34.7559505"
"127.1563018,37.5132113","127.3285837,36.2929897","126.4130088,34.7555803"
"127.1570153,37.5133252","127.3286862,36.2929908","126.4124888,34.7551591"
"127.1610372,37.5139993","127.3288098,36.2929783","126.4110449,34.7538757"
"127.1612373,37.5140332","127.3289347,36.2928983","126.4102268,34.7531884"
"127.1634287,37.5143901","127.3289983,36.2928497","126.4099373,34.7529406"
"127.1642402,37.5143419","127.3291121,36.2927498","126.4096254,34.7526465"
"127.1654733,37.5144094","127.3291993,36.2925993","126.4095887,34.7526128"
"127.1659169,37.5144134","127.3292119,36.2924326","126.4094742,34.7525135"
"127.166245,37.5144071","127.3291744,36.292291","126.4094591,34.7524999"
"127.1670769,37.5143716","127.3290489,36.2921159","126.4097354,34.7522616"
"127.1674288,37.5143753","127.32895,36.2920328","126.4098061,34.7522027"
"127.1676663,37.5143967","127.3288243,36.2919578","126.4098171,34.7521938"
"127.1677975,37.5144169","127.328624,36.2918746","126.4113929,34.7507507"
"127.1680462,37.5144681","127.3283992,36.2918246","126.4114448,34.7507043"
"127.1681773,37.5145054","127.3280105,36.2918205","126.4115112,34.7506444"
"127.1683558,37.514569","127.3272822,36.2918176","126.4115929,34.7505739"
"127.1686788,37.5147195","127.325086,36.2918298","126.4116482,34.7505248"
"127.1689158,37.5148599","127.3248756,36.2917997","126.4118217,34.7503731"
"127.1692575,37.5151222","127.3247565,36.2918013","126.4122549,34.7499991"
"127.1694882,37.5154194","127.3241985,36.2918059","126.4128494,34.749486"
"127.169587,37.5155847","127.3235993,36.2918249","126.4134217,34.7489149"
"127.1696981,37.5157941","127.3229121,36.2918825","126.4139932,34.7482356"
"127.169785,37.5161044","127.3226369,36.2919244","126.4140486,34.7481738"
"127.1698007,37.5163965","127.32215,36.2920409","126.4140719,34.7481434"
"127.1697676,37.5167119","127.3219873,36.2920911","126.4142136,34.7479192"
"127.1697297,37.5168389","127.3217744,36.2921575","126.4142549,34.7478574"
"127.1696895,37.5169739","127.3216262,36.2922051","126.4143877,34.7476403"
"127.1694773,37.5173682","127.3214122,36.2922742","126.4146474,34.747162"
"127.1691373,37.5177386","127.3209763,36.2924557","126.4148937,34.7466223"
"127.1684921,37.5183028","127.3197545,36.292993","126.4149968,34.7463392"
"127.1679669,37.5188412","127.3188805,36.2933856","126.4151873,34.7459775"
"127.1676263,37.5193315","127.3184492,36.2935211","126.4152586,34.7457851"
"127.1674278,37.5196969","127.3179386,36.2937403","126.4153579,34.7454605"
"127.1673856,37.519777","127.3176374,36.2939661","126.4154025,34.7453094"
"127.1666222,37.5211891","127.3172996,36.2941162","126.4154448,34.7451664"
"127.1657161,37.5228838","127.3168871,36.2943166","126.4155166,34.7449353"
"127.1656146,37.5230755","127.3166116,36.2944911","126.4156768,34.7445436"
"127.165099,37.5239691","127.3164119,36.2946494","126.4158984,34.7441398"
"127.1647352,37.5245999","127.3161864,36.2948492","126.4159897,34.7440107"
"127.1644824,37.5249444","127.3160245,36.2950329","126.4160607,34.743923"
"127.163929,37.5256973","127.3158156,36.2953039","126.4164349,34.7434619"
"127.1637692,37.5260042","127.3158,36.2953246","126.4170887,34.7428329"
"127.1631677,37.52714","127.3154576,36.2960003","126.4178802,34.7421177"
"127.1626643,37.528094","127.3150008,36.2970084","126.4179952,34.7420141"
"127.1625981,37.5282155","127.314337,36.2984237","126.4184748,34.741591"
"127.1622522,37.5288608","127.3142275,36.2985687","126.4192091,34.7409013"
"127.1621427,37.5290642","127.3141872,36.2986579","126.4204885,34.739708"
"127.1618126,37.5297212","127.313887,36.2993832","126.4206012,34.739608"
"127.1617498,37.5298463","127.3136619,36.2998994","126.4208034,34.7394303"
"127.1613969,37.5305484","127.3134246,36.3004075","126.4213416,34.7389554"
"127.1610837,37.5312289","127.313249,36.3007074","126.4191373,34.7370179"
"127.1610632,37.5312703","127.3130243,36.3010497","126.4184838,34.7375432"
"127.1603737,37.532806","127.3128244,36.3013","126.4184343,34.7375716"
"127.1602138,37.5331364","127.3126245,36.3015242","126.4183916,34.7375793"
"127.1599238,37.5336872","127.3123375,36.3018248","126.4183162,34.7375796"
"127.1595904,37.534319","127.3120997,36.3020408","126.4182519,34.7375718"
"127.1593141,37.5348446","127.3117493,36.3023243","126.4180307,34.7375319"
"127.1585926,37.5361945","127.3105118,36.3032825","126.4157656,34.7369996"
"127.1585458,37.5362809","127.3101746,36.3036083","126.4157269,34.7372013"
"127.1581494,37.5370748","127.3097491,36.3040827","126.4156615,34.7376083"
"127.1579825,37.5374393","127.3096284,36.3042448","126.4156353,34.7376071"
"127.1576289,37.5382793","127.3094374,36.3044996",
"127.1574238,37.5388177","127.3091869,36.3049076",
"127.1573435,37.5390473","127.3091242,36.305041",
"127.1572541,37.5393039","127.3088743,36.305641",
"127.1571127,37.5397614","127.3087867,36.305933",
"127.1569101,37.5405017","127.3086742,36.3064079",
"127.1567659,37.5410926","127.3080173,36.3094685",
"127.15673,37.5412674","127.3079869,36.3096082",
"127.1566755,37.5415547","127.3072871,36.3128833",
"127.156628,37.5418016","127.3068991,36.3148246",
"127.1565254,37.5424376","127.3068842,36.3149706",
"127.1564646,37.5428656","127.3068614,36.3151996",
"127.1564145,37.5434162","127.3068495,36.3155241",
"127.1563651,37.5440686","127.3068616,36.3160083",
"127.1563572,37.5443255","127.306914,36.3164708",
"127.1563479,37.5446211","127.3069249,36.3165664",
"127.1563504,37.5452944","127.3069997,36.3169416",
"127.1563747,37.5461841","127.3070614,36.3172166",
"127.1564275,37.547009","127.30713,36.3174187",
"127.1564435,37.5472155","127.3072118,36.3176577",
"127.156511,37.5480494","127.3075117,36.3184831",
"127.1566071,37.5495541","127.307899,36.3195413",
"127.1566666,37.5504087","127.3086771,36.3216242",
"127.1568608,37.5532323","127.3087623,36.3218479",
"127.1569428,37.554371","127.3088243,36.3220076",
"127.1570311,37.5556088","127.3089118,36.3222331",
"127.1571083,37.5567898","127.3090424,36.3225912",
"127.1571728,37.5577824","127.3096865,36.3243575",
"127.157221,37.558874","127.3101746,36.3256745",
"127.1572316,37.5592968","127.3105442,36.3267281",
"127.1572507,37.5600567","127.3109374,36.3276997",
"127.1572215,37.560748","127.3111035,36.3281147",
"127.1571698,37.5614004","127.311301,36.3284675",
"127.1571287,37.5617193","127.3114895,36.3288239",
"127.1570693,37.5620977","127.311849,36.3294582",
"127.1569508,37.5627545","127.3121076,36.3298553",
"127.1568725,37.5630418","127.3127493,36.3308408",
"127.1567734,37.563402","127.3142999,36.3333333",
"127.1567585,37.5634462","127.3146118,36.3338413",
"127.1566035,37.563918","127.3161371,36.3362661",
"127.1564946,37.5642079","127.3169864,36.3375909",
"127.1564076,37.5644042","127.3170697,36.3377236",
