dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6394437578100964, 0.5421137794074085, 0.6626812119130735, 0.6125540644835543, 0.5561996501662114]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.628847261143104, 0.5898356350748628, 0.7374858853728683, 0.5877990944926385, 0.566350098947684]"
