dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6357875958815025, 0.696610053970858, 0.7294567037953271, 0.7934149130958098, 0.6799176989352261]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.628769384572629, 0.6259956222816749, 0.8039238029850854, 0.7105898666735049, 0.6314702470081823]"
