dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.1977266686737638, 2.2051620716596743, 4.125600514731375, 2.0354332355930915, 3.250569369949741]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.306695560251384, 2.0391874433306407, 3.353552227201415, 2.379765774574545, 3.4831281403388847]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.376728044821847, 2.357384688930428, 4.012418858338805, 2.5740676080985785, 2.8159613857764043]"
