dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.8403830984813498, 1.8587531973869582, 2.3794294743152227, 1.9029366476298157, 2.434966127354822]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.7944360647603725, 1.6912104102411591, 2.3873446687218407, 1.9831983149324366, 2.358292089720178]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.9245352017934942, 2.1076492371022995, 2.6445366087964937, 2.142307584030566, 2.4184954159521785]"
