dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6070666458308147, 0.555865394420646, 0.7716447462417462, 0.6311809769537714, 0.5941520766041897]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.5424082278749781, 0.5036801287244868, 0.676322307480706, 0.577289882408248, 0.6499852981368701]"
