dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6134897703135431, 0.5738673425228507, 0.7735840173738975, 0.5918618031232445, 0.6300847751454071]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6149172392663157, 0.5094602550422703, 0.7013283964174766, 0.5709340586353231, 0.5809129173358281]"
