dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.7388365312422837, 0.687964489892677, 0.9687635277642144, 0.8291215009910088, 0.8033150432617575]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.7777569598255896, 0.8179792432277291, 0.8611855742048332, 0.8446674629825134, 0.8566891890388949]"
