dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.5783884322335927, 0.6514980429874526, 0.7823968502768764, 0.68828288082061, 0.6000502110940439]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6005690478894373, 0.5902428815607671, 0.6922818191934514, 0.6319772712963598, 0.6383480840921402]"
