dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.5932793869185184, 0.6124109710962684, 0.7917781946747391, 0.709533679264563, 0.7680430098396761]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6834251843450477, 3.914146292218455, 0.786731034596761, 0.6700623097662572, 0.6608470277631724]"
