dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.7962501541619801, 0.7825169621352797, 0.8272387099354356, 0.9887900737391578, 0.7215308360369118]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6476724402252482, 0.6195808189963854, 1.024289301439568, 0.6768768599121658, 0.785391994421129]"
