dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.9992643258616953, 1.8240430663533365, 2.701157349570124, 1.9568457514670938, 2.427248228683191]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.4448395692308744, 2.021034708225101, 3.3225252691573566, 1.7827687253428053, 2.899921658463728]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.056590698865456, 2.220453459063387, 3.304586590406747, 1.9042009153260908, 2.3318404214522417]"
