dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6982082049254994, 0.6067723830231914, 0.7464072170080961, 0.6973434298612453, 0.740995024336709]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.626143210085716, 0.6695664065303626, 0.8383774328408418, 0.6779811826370381, 0.7224983404830649]"
