dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.621021885709429, 0.6548484715157085, 0.8756474009884728, 0.6793399644405753, 0.7188602838692841]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6642041255138527, 0.6079353315234185, 0.8283112445672353, 0.6404562631977929, 0.6963448962039417]"
