dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.6024116021557484, 1.7683189685636633, 2.2752455360564134, 1.7557822575405533, 2.6262745848590257]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.6389030076334297, 1.7816376291456466, 2.3333636008154333, 1.7796481231984747, 2.1868557336965417]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.8808177758079974, 1.6838586128712478, 2.6084109679234575, 2.1679330041050133, 2.269809173098187]"
