dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6334771386689023, 0.5846057519714037, 0.6888245098855761, 0.6814521131758337, 0.6251820346050793]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.5694546568009516, 0.5447157166622303, 0.6976933694503926, 0.7442902722160021, 0.6222174203175086]"
